microcebus gene name,human gene name
ZNF280D,ZNF280D
FAXDC2,FAXDC2
KHDRBS1,KHDRBS1
BHMT2,BHMT2
AOC2,AOC2
ZNF454,ZNF454
BIN1,BIN1
FITM2,FITM2
SLC2A2,SLC2A2
HNMT,HNMT
PRRG4,PRRG4
TOP3A,TOP3A
EPS8L1,EPS8L1
NUP153,NUP153
OXNAD1,OXNAD1
NOP9,NOP9
NGEF,NGEF
KCNMB2,KCNMB2
MRPL30,MRPL30
PRKCQ,PRKCQ
ZNF358,ZNF358
NUDT13,NUDT13
IQGAP2,IQGAP2
SERPINE2,SERPINE2
RCVRN,RCVRN
PRRG2,PRRG2
TRIP11,TRIP11
PDIA6,PDIA6
ATP7A,ATP7A
CHM,CHM
TMEM51,TMEM51
ABCC1,ABCC1
DOK1,DOK1
ICA1L,ICA1L
IKBIP,IKBIP
BTK,BTK
ZNF892,ZNF892
DDX21,DDX21
F2R,F2R
NSL1,NSL1
TOM1L1,TOM1L1
ILVBL,ILVBL
DDX54,DDX54
SPATS2,SPATS2
C1orf232,C1orf232
PHF3,PHF3
SERINC5,SERINC5
CNTRL,CNTRL
FAM193A,FAM193A
TIAM2,TIAM2
ZNF81,ZNF81
GZF1,GZF1
CETN2,CETN2
CHRND,CHRND
AGGF1,AGGF1
DPP9,DPP9
FAM237B,FAM237B
AAAS,AAAS
TGFBR3,TGFBR3
SNORA29,SNORA29
LRAT,LRAT
SNORD82,SNORD82
PTGIS,PTGIS
SNORD55,SNORD55
NUDT9,NUDT9
RNF212B,RNF212B
ETFRF1,ETFRF1
IFT46,IFT46
TSC22D4,TSC22D4
CHL1,CHL1
DECR1,DECR1
ULK4,ULK4
SLC2A12,SLC2A12
PDCD11,PDCD11
ZBTB40,ZBTB40
RTKN2,RTKN2
CPA1,CPA1
FAT2,FAT2
HNRNPM,HNRNPM
PRR5,PRR5
ANKRD46,ANKRD46
UBXN2A,UBXN2A
STEAP3,STEAP3
LARGE2,LARGE2
ADSS1,ADSS1
TMEM179B,TMEM179B
HPGDS,HPGDS
SSH2,SSH2
NID1,NID1
CAT,CAT
GPAA1,GPAA1
DCPS,DCPS
TASOR,TASOR
RSPO4,RSPO4
ABHD15,ABHD15
RUSC1,RUSC1
MCCC1,MCCC1
ATPSCKMT,ATPSCKMT
UQCC6,UQCC6
ACAT1,ACAT1
ZKSCAN2,ZKSCAN2
GALC,GALC
FHL3,FHL3
KYAT3,KYAT3
B4GALT1,B4GALT1
ADIF1,C1QTNF9
SYT16,SYT16
TSTD2,TSTD2
DHRS13,DHRS13
SYTL5,SYTL5
BCDIN3D,BCDIN3D
NSUN5,NSUN5
TATDN1,TATDN1
UBAP1,UBAP1
IFT74,IFT74
LIN52,LIN52
PLEKHM1,PLEKHM1
PDZD7,PDZD7
UTP20,UTP20
CCNF,CCNF
TXNRD1,TXNRD1
SNORD12,SNORD12
CASP6,CASP6
TNK2,TNK2
NUB1,NUB1
VEGFC,VEGFC
SEC24B,SEC24B
APOM,APOM
DLL3,DLL3
RASAL2,RASAL2
MCRIP2,MCRIP2
G6PC3,G6PC3
SGPP2,SGPP2
BICRA,BICRA
IKBKE,IKBKE
PLAAT1,PLAAT1
HSF1,HSF1
SNORD17,SNORD17
S100G,S100G
CEP135,CEP135
ARV1,ARV1
PCK1,PCK1
RNPEP,RNPEP
GPR62,GPR62
PDGFRL,PDGFRL
MRPL27,MRPL27
SLC44A2,SLC44A2
BPIFB4,BPIFB4
PEG10,PEG10
HOXB2,HOXB2
TFR2,TFR2
NDUFAF5,NDUFAF5
IFT122,IFT122
SLC22A6,SLC22A6
TMEM144,TMEM144
PIGN,PIGN
RIOK2,RIOK2
PAG1,PAG1
ZNF621,ZNF621
DUOX2,DUOX2
ZIC4,ZIC4
STX19,STX19
VASH1,VASH1
SENP5,SENP5
OCLN,OCLN
KCNIP4,KCNIP4
MIR10B,MIR10B
SLC15A3,SLC15A3
ADARB1,ADARB1
NDUFA6,NDUFA6
UPB1,UPB1
NSUN4,NSUN4
CAND2,CAND2
CYBC1,CYBC1
TCEA1,TCEA1
ZC3H8,ZC3H8
CDKN3,CDKN3
EIPR1,EIPR1
UBOX5,UBOX5
CHCHD1,CHCHD1
FAM103A1,RAMACL
KIRREL2,KIRREL2
HIPK4,HIPK4
CD40LG,CD40LG
ACSS1,ACSS1
DGUOK,DGUOK
ARSK,ARSK
ATF6B,ATF6B
SLCO2A1,SLCO2A1
PCYT2,PCYT2
PSTPIP2,PSTPIP2
VPS13C,VPS13C
SNX13,SNX13
BCAT1,BCAT1
CFAP36,CFAP36
MRPL24,MRPL24
TMEM216,TMEM216
DMRT1,DMRT1
USB1,USB1
SP1,SP1
IL11RA,IL11RA
SIRT4,SIRT4
FSD1,FSD1
XRCC2,XRCC2
AIF1,AIF1
NTN4,NTN4
SRGAP3,SRGAP3
ARB2A,ARB2A
MIR7-3,MIR7-3
HAGH,HAGH
MYCT1,MYCT1
CXCR5,CXCR5
MVB12A,MVB12A
TBXT,TBXT
PRKAR2A,PRKAR2A
IPPK,IPPK
SERPIND1,SERPIND1
ZNF300,ZNF300
OR10G3,OR10G3
GUCA1B,GUCA1B
PRKAG3,PRKAG3
CIBAR1,CIBAR1
SYCE3,SYCE3
SARS2,SARS2
MYO3A,MYO3A
DLL4,DLL4
STK19,STK19
CISD3,CISD3
TBC1D10A,TBC1D10A
SMTNL2,SMTNL2
ERAP1,ERAP1
P3H3,P3H3
RFC1,RFC1
FNDC5,FNDC5
LRRC49,LRRC49
LGI4,LGI4
ISOC2,ISOC2
BLK,BLK
CTSA,CTSA
MIDN,MIDN
C9orf85,C9orf85
SNORD84,SNORD84
HSD17B12,HSD17B12
SNORD1C,SNORD1C
PDXK,PDXK
UAP1L1,UAP1L1
LRRFIP1,LRRFIP1
ZNF169,ZNF169
FSTL3,FSTL3
MINPP1,MINPP1
CRAMP1,CRAMP1
MIR33A,MIR33A
MIER2,MIER2
HAO1,HAO1
AMZ2,AMZ2
PNKP,PNKP
HOMEZ,HOMEZ
DNAH3,DNAH3
CNTN3,CNTN3
CHDH,CHDH
DNAJA3,DNAJA3
MIGA2,MIGA2
B9D1,B9D1
STIM1,STIM1
CCDC88C,CCDC88C
POU4F1,POU4F1
TTYH2,TTYH2
TMEM179,TMEM179
YIPF2,YIPF2
TACR2,TACR2
MAP2,MAP2
GPRC5D,GPRC5D
JAM3,JAM3
SPIB,SPIB
FAHD1,FAHD1
CFAP69,CFAP69
TSHZ3,TSHZ3
SEMA4A,SEMA4A
SLC46A2,SLC46A2
CC2D1A,CC2D1A
ZNF395,ZNF395
CHIA,CHIA
RNASEH2B,RNASEH2B
DCLK2,DCLK2
PM20D2,PM20D2
ZNHIT3,ZNHIT3
MRC1,MRC1
TECPR2,TECPR2
DDX55,DDX55
TAAR2,TAAR2
PIGQ,PIGQ
KRT76,KRT76
DNAH12,DNAH12
SLC45A4,SLC45A4
ARFGAP3,ARFGAP3
SLC25A35,SLC25A35
PKHD1L1,PKHD1L1
LRRC75B,LRRC75B
WNK4,WNK4
WDR53,WDR53
PGS1,PGS1
DGAT1,DGAT1
GLOD5,GLOD5
ATP5MK,ATP5MK
TMA16,TMA16
PIGV,PIGV
STXBP2,STXBP2
PKD2L1,PKD2L1
ZNF385A,ZNF385A
EMILIN3,EMILIN3
STK32C,STK32C
FAM83H,FAM83H
MMP11,MMP11
SALL4,SALL4
CCDC43,CCDC43
IDS,IDS
BNIP2,BNIP2
NOSTRIN,NOSTRIN
CRISPLD1,CRISPLD1
NHEJ1,NHEJ1
SLC66A2,SLC66A2
MOK,MOK
HCK,HCK
SCNN1G,SCNN1G
BATF3,BATF3
CALD1,CALD1
ENPP1,ENPP1
INPP5J,INPP5J
POP5,POP5
TBC1D16,TBC1D16
NDRG4,NDRG4
HDDC2,HDDC2
ZCCHC8,ZCCHC8
RIPK2,RIPK2
LIPT2,LIPT2
LEAP2,LEAP2
SLC38A11,SLC38A11
APLN,APLN
VIT,VIT
HEXA,HEXA
FCHO1,FCHO1
TNFSF13,TNFSF13
CERKL,CERKL
ARL16,ARL16
MAP3K6,MAP3K6
DLEU7,DLEU7
ADCY7,ADCY7
TOE1,TOE1
RAD17,RAD17
ALOX12B,ALOX12B
ARHGEF3,ARHGEF3
TATDN3,TATDN3
SCP2,SCP2
STAG1,STAG1
ALKBH1,ALKBH1
ZNF470,ZNF470
PPP2R1B,PPP2R1B
SNAP23,SNAP23
BAK1,BAK1
FBXO30,FBXO30
TM4SF5,TM4SF5
UCP3,UCP3
B3GNT5,B3GNT5
TERB1,TERB1
GK5,GK5
RDH12,RDH12
PALMD,PALMD
UBN1,UBN1
SRSF11,SRSF11
NTN5,NTN5
ATG10,ATG10
ETFA,ETFA
TRPV6,TRPV6
SMPD4,SMPD4
OGFRL1,OGFRL1
MYRIP,MYRIP
MAD1L1,MAD1L1
CPSF4L,CPSF4L
TNIP1,TNIP1
HAUS3,HAUS3
LACC1,LACC1
NAALADL1,NAALADL1
RTP2,RTP2
ANLN,ANLN
PCDH7,PCDH7
RMND1,RMND1
SLC39A5,SLC39A5
DRAXIN,DRAXIN
ALDH16A1,ALDH16A1
KCTD17,KCTD17
EIF2AK1,EIF2AK1
RHOD,RHOD
PIK3R6,PIK3R6
TMEM254,TMEM254
MAMDC2,MAMDC2
STAMBPL1,STAMBPL1
EBF3,EBF3
GRXCR2,GRXCR2
SNORD113-9,SNORD113-9
HSPBP1,HSPBP1
ABHD10,ABHD10
HABP4,HABP4
C3orf18,C3orf18
ZNF106,ZNF106
IGLON5,IGLON5
SLC16A14,SLC16A14
TMEM238,TMEM238
OXTR,OXTR
AFG2B,AFG2B
ZNF397,ZNF397
MPHOSPH10,MPHOSPH10
PLA2G1B,PLA2G1B
ATP13A5,ATP13A5
MFSD8,MFSD8
PCNX2,PCNX2
POLG2,POLG2
SLC22A8,SLC22A8
ADGRL4,ADGRL4
FBXO47,FBXO47
NOS2,NOS2
ZMYND15,ZMYND15
PPP1R1A,PPP1R1A
DEGS1,DEGS1
KRT75,KRT75
PKIG,PKIG
ARL14EPL,ARL14EPL
GABRB3,GABRB3
IRF5,IRF5
ASAP3,ASAP3
SEL1L2,SEL1L2
TMEM72,TMEM72
LAYN,LAYN
CBR4,CBR4
CPA5,CPA5
KREMEN1,KREMEN1
ANKS4B,ANKS4B
EGLN1,EGLN1
IL17RD,IL17RD
MRPL18,MRPL18
DEAF1,DEAF1
RGMB,RGMB
CP,CP
F11,F11
UBL4A,UBL4A
TRPV4,TRPV4
FDX2,FDX2
NOX3,NOX3
AACS,AACS
MERTK,MERTK
MARCHF8,MARCHF8
GALR1,GALR1
MYBPC1,MYBPC1
MTHFR,MTHFR
OVCA2,OVCA2
HCN2,HCN2
FADS1,FADS1
LYRM7,LYRM7
SNORD124,SNORD124
COLEC11,COLEC11
METTL2A,METTL2B
BOLA3,BOLA3
MDFIC2,MDFIC2
SNORD33,SNORD33
TRIM42,TRIM42
GABRD,GABRD
OR51G1,OR51G1
NAGS,NAGS
KCNJ9,KCNJ9
RBM20,RBM20
TMX4,TMX4
NIT1,NIT1
CTRL,CTRL
HSF5,HSF5
SLA,SLA
AGXT2,AGXT2
RASEF,RASEF
KCNS1,KCNS1
SSPN,SSPN
GRAMD1C,GRAMD1C
CEBPZ,CEBPZ
ITGB1,ITGB1
NT5C,NT5C
TBL1X,TBL1Y
FAM83B,FAM83B
PPIF,PPIF
HCLS1,HCLS1
CYP2U1,CYP2U1
TENT4A,TENT4A
SLC25A30,SLC25A30
MEP1B,MEP1B
KIF27,KIF27
RIPK4,RIPK4
PJA2,PJA2
MRPL2,MRPL2
JARID2,JARID2
AFG2A,AFG2A
AMDHD2,AMDHD2
LMTK3,LMTK3
BAIAP2L2,BAIAP2L2
SKAP1,SKAP1
UBL3,UBL3
NCF2,NCF2
TSSK4,TSSK4
MSS51,MSS51
MEIS1,MEIS1
GTF3C1,GTF3C1
SMC1B,SMC1B
CDC45,CDC45
PPP6R1,PPP6R1
TADA3,TADA3
DOK4,DOK4
MTBP,MTBP
GRK7,GRK7
ZNF354A,ZNF354A
AMT,AMT
ABCB8,ABCB8
SLC38A1,SLC38A1
CGNL1,CGNL1
BCAR3,BCAR3
ZNF502,ZNF502
MSRA,MSRA
KL,KL
PSMD6,PSMD6
CHID1,CHID1
NDUFS7,NDUFS7
NAALADL2,NAALADL2
FRRS1L,FRRS1L
NOCT,NOCT
SH3BP1,SH3BP1
NME4,NME4
EDARADD,EDARADD
SERINC4,SERINC4
TSR2,TSR2
CMTM7,CMTM7
AVPR1A,AVPR1A
UGGT1,UGGT1
POF1B,POF1B
SMIM47,SMIM47
ZSWIM7,ZSWIM7
CPXM1,CPXM1
CEP70,CEP70
SVEP1,SVEP1
ASB3,ASB3
FOXN4,FOXN4
CILP2,CILP2
BAIAP3,BAIAP3
FAM118B,FAM118B
CIR1,CIR1
CLN3,CLN3
EFNA1,EFNA1
PHF7,PHF7
TPGS2,TPGS2
PLEKHJ1,PLEKHJ1
SEPTIN12,SEPTIN12
ABCB5,ABCB5
ROS1,ROS1
SPG11,SPG11
ZNF565,ZNF565
HBS1L,HBS1L
SKA2,SKA2
SLC16A4,SLC16A4
PLEKHO2,PLEKHO2
AIMP1,AIMP1
FMO1,FMO1
LRP11,LRP11
ING1,ING1
TMEM214,TMEM214
MRPL16,MRPL16
ISYNA1,ISYNA1
MECR,MECR
CRYAA,CRYAA
RUNX2,RUNX2
SCRN1,SCRN1
PLK4,PLK4
TIMM29,TIMM29
CA2,CA2
DHRS7B,DHRS7B
EBAG9,EBAG9
DLGAP2,DLGAP2
ZG16,ZG16
DDX20,DDX20
MMP1,MMP1
STON2,STON2
PTGES2,PTGES2
METTL26,METTL26
SHPK,SHPK
LOXL4,LOXL4
ARHGAP6,ARHGAP6
USH1C,USH1C
FZR1,FZR1
GLE1,GLE1
PAM16,PAM16
SNORD114-12,SNORD114-12
CAMKK2,CAMKK2
SNORD111B,SNORD111B
CTSC,CTSC
ATP7B,ATP7B
DHX34,DHX34
TXNDC11,TXNDC11
HDGFL2,HDGFL2
FFAR4,FFAR4
MIR133B,MIR133B
ST8SIA6,ST8SIA6
LTBP2,LTBP2
PIK3C2B,PIK3C2B
NSUN3,NSUN3
ZNF346,ZNF346
GNA11,GNA11
CDH3,CDH3
OAF,OAF
ST6GALNAC6,ST6GALNAC6
GRAMD4,GRAMD4
ZCCHC4,ZCCHC4
SREBF1,SREBF1
KIAA1191,KIAA1191
OTOG,OTOG
IL13RA1,IL13RA1
ACADM,ACADM
SLC7A3,SLC7A3
CCNO,CCNO
CTSO,CTSO
PREPL,PREPL
GPR158,GPR158
EPHX3,EPHX3
GPR15,GPR15
UNC45A,UNC45A
LPGAT1,LPGAT1
ATP2B4,ATP2B4
CPM,CPM
SUSD4,SUSD4
CCDC51,CCDC51
TMEM160,TMEM160
NFATC2,NFATC2
SNORA21,SNORA21
ELOA,ELOA
TTC4,TTC4
SNORA30B,SNORA30B
KIF6,KIF6
MICU2,MICU2
TDP1,TDP1
DAGLB,DAGLB
PDE4A,PDE4A
DAZL,DAZL
VIPR1,VIPR1
ZSCAN20,ZSCAN20
SCN10A,SCN10A
AOPEP,AOPEP
EFHC1,EFHC1
CNPY1,CNPY1
SNORA47,SNORA47
MARCHF2,MARCHF2
TMEM130,TMEM130
KRTCAP3,KRTCAP3
BRWD1,BRWD1
IFT81,IFT81
SYDE2,SYDE2
LURAP1,LURAP1
POLL,POLL
MRPL12,MRPL12
PLXDC1,PLXDC1
TM4SF4,TM4SF4
SLC5A11,SLC5A11
ANKRD27,ANKRD27
NAGLU,NAGLU
MAZ,MAZ
AMOTL2,AMOTL2
ITPR1,ITPR1
TPPP2,TPPP2
ECHS1,ECHS1
APC2,APC2
OSCP1,OSCP1
LYPLAL1,LYPLAL1
ACP4,ACP4
NSMCE2,NSMCE2
CHRAC1,CHRAC1
BICDL2,BICDL2
PPP2R2B,PPP2R2B
APBB2,APBB2
PDGFA,PDGFA
YJEFN3,YJEFN3
CEP15,CEP15
TMEM131L,TMEM131L
ZNF133,ZNF133
SNORA84,SNORA84
MYCL,MYCL
OLFML1,OLFML1
ATXN10,ATXN10
FSD2,FSD2
MFSD12,MFSD12
TRAF3IP3,TRAF3IP3
ACAD9,ACAD9
MIR940,MIR940
OTUD6B,OTUD6B
SPATA20,SPATA20
TNNT1,TNNT1
MRTFA,MRTFA
FBXO5,FBXO5
MED4,MED4
NEUROG1,NEUROG1
GON4L,GON4L
MEGF9,MEGF9
NHSL2,NHSL2
ZNF692,ZNF692
FPGT,FPGT
LHFPL5,LHFPL5
DNAH10,DNAH10
CDC42BPG,CDC42BPG
NDE1,NDE1
ENPP5,ENPP5
PIH1D1,PIH1D1
GALR2,GALR2
PHYHD1,PHYHD1
MTR,MTR
USP19,USP19
TLR3,TLR3
TRPV1,TRPV1
ABHD17A,ABHD17A
RNF112,RNF112
CHRNB3,CHRNB3
ZBED2,ZBED2
CAP2,CAP2
METTL4,METTL4
SCD,SCD
FPGS,FPGS
SNCG,SNCG
MRPS16,MRPS16
HS3ST3B1,HS3ST3B1
CTRB1,CTRB1
CACNA1S,CACNA1S
LIPA,LIPA
CDCA3,CDCA3
SNORA58B,SNORA58B
ZNF18,ZNF18
PNP,PNP
NDUFA12,NDUFA12
PPFIBP2,PPFIBP2
NMRAL1,NMRAL1
ILK,ILK
DCUN1D4,DCUN1D4
ISCA2,ISCA2
MTCL1,MTCL1
FOXK2,FOXK2
VKORC1,VKORC1
EFCAB11,EFCAB11
TTC21B,TTC21B
POLE,POLE
OAZ1,OAZ1
GPR157,GPR157
AK6,AK6
AMOTL1,AMOTL1
ANKAR,ANKAR
ZFP69B,ZFP69B
FAM237A,FAM237A
KDR,KDR
METTL21A,METTL21A
HORMAD1,HORMAD1
IQCB1,IQCB1
MYOM3,MYOM3
SLC9A3,SLC9A3
FKBP15,FKBP15
ZNF227,ZNF227
GOLGB1,GOLGB1
ARHGAP25,ARHGAP25
TMC7,TMC7
GGT1,GGT1
SDR39U1,SDR39U1
SLC13A3,SLC13A3
CHRNA5,CHRNA5
HMOX2,HMOX2
HMGCL,HMGCL
ARID3A,ARID3A
ACAD11,ACAD11
BCAT2,BCAT2
TSPAN17,TSPAN17
HS3ST3A1,HS3ST3A1
DNA2,DNA2
UBE2I,UBE2I
SLC7A9,SLC7A9
CEP85L,CEP85L
CEP83,CEP83
TCIRG1,TCIRG1
FHOD3,FHOD3
ZMYM6,ZMYM6
NHERF1,NHERF1
STAP1,STAP1
MIR1224,MIR1224
NDUFS3,NDUFS3
FDPS,FDPS
TJP2,TJP2
ZSCAN16,ZSCAN16
BAG3,BAG3
GPR37L1,GPR37L1
TMEM102,TMEM102
CEP55,CEP55
ZC3H12A,ZC3H12A
SNORD121B,SNORD121B
PRSS36,PRSS36
ROM1,ROM1
CLK1,CLK1
GAS7,GAS7
RPAP1,RPAP1
GUCY2C,GUCY2C
CCKBR,CCKBR
CCDC77,CCDC77
KRT15,KRT15
CEP97,CEP97
SNX31,SNX31
PTX3,PTX3
RASGRP1,RASGRP1
SLC16A11,SLC16A11
FRRS1,FRRS1
ZUP1,ZUP1
MBD1,MBD1
FIRRM,FIRRM
USP54,USP54
ZNF41,ZNF41
STAG3,STAG3
TRIM63,TRIM63
HHAT,HHAT
THNSL2,THNSL2
PTRH1,PTRH1
SYBU,SYBU
MXD3,MXD3
CTF1,CTF1
CNN2,CNN2
AARS2,AARS2
PERP,PERP
GGCT,GGCT
ZNF449,ZNF449
TDP2,TDP2
HFM1,HFM1
IL22,IL22
ECHDC1,ECHDC1
CWF19L2,CWF19L2
LSMEM1,LSMEM1
FBXO39,FBXO39
ASB17,ASB17
ACSM3,ACSM3
SLC31A2,SLC31A2
TSPOAP1,TSPOAP1
CBR3,CBR3
AKAP9,AKAP9
CISH,CISH
TTYH1,TTYH1
SLC5A6,SLC5A6
YBX2,YBX2
STARD8,STARD8
RBM19,RBM19
COPG2,COPG2
AGTRAP,AGTRAP
ZNF605,ZNF605
OR11H6,OR11H6
CC2D1B,CC2D1B
POLD4,POLD4
EEF1AKMT1,EEF1AKMT1
FAM114A2,FAM114A2
PLPP2,PLPP2
SCRG1,SCRG1
CTBS,CTBS
VLDLR,VLDLR
CHI3L1,CHI3L1
PYCR3,PYCR3
LUC7L2,LUC7L2
CDNF,CDNF
COQ8A,COQ8A
NSUN2,NSUN2
CD82,CD82
CFAP58,CFAP58
DENND1B,DENND1B
NEK1,NEK1
SEZ6L,SEZ6L
COQ10B,COQ10B
PYROXD2,PYROXD2
SPINK6,SPINK6
TUBB4A,TUBB4A
SIRT6,SIRT6
SLC25A47,SLC25A47
GMIP,GMIP
CNTNAP4,CNTNAP4
ENTPD3,ENTPD3
PID1,PID1
SDF4,SDF4
FHL5,FHL5
VPS37C,VPS37C
SNORD34,SNORD34
GRK1,GRK1
SLC5A9,SLC5A9
BUB1B,BUB1B
NCAPH,NCAPH
ZNF200,ZNF200
PRR14,PRR14
ERCC6,ERCC6
ADAMTS14,ADAMTS14
NSRP1,NSRP1
IFT27,IFT27
NDUFS6,NDUFS6
MLXIP,MLXIP
E2F7,E2F7
SGCD,SGCD
AQP10,AQP10
SUFU,SUFU
HAUS2,HAUS2
DKK3,DKK3
ZNF16,ZNF16
MKS1,MKS1
SNORD23,SNORD23
KLHL17,KLHL17
NFKB1,NFKB1
LRRC36,LRRC36
MIR200A,MIR200A
FLT1,FLT1
UROS,UROS
MRPL48,MRPL48
ARTN,ARTN
FN3KRP,FN3KRP
UPRT,UPRT
MRPL28,MRPL28
HOXA13,HOXA13
ARG1,ARG1
HPS1,HPS1
SETD6,SETD6
NIPSNAP3A,NIPSNAP3A
GPR108,GPR108
TCF19,TCF19
ANXA7,ANXA7
ZNF45,ZNF45
SARAF,SARAF
SMAGP,SMAGP
NME1,NME1
PUS3,PUS3
ZNF687,ZNF687
SLC30A2,SLC30A2
GINM1,GINM1
KLHL33,KLHL33
PNLIPRP1,PNLIPRP1
ADM,ADM
TC2N,TC2N
STK32B,STK32B
AXIN1,AXIN1
TMEM67,TMEM67
ZNF467,ZNF467
MIA,MIA
ANKRD54,ANKRD54
NCOA7,NCOA7
SNORA63D,SNORA63D
ACBD7,ACBD7
FHIP2B,FHIP2B
DNAI1,DNAI1
SLC26A2,SLC26A2
RTCA,RTCA
ABCB10,ABCB10
TSEN15,TSEN15
MRPS24,MRPS24
USH2A,USH2A
EFCAB14,EFCAB14
KCNT1,KCNT1
ACHE,ACHE
SLC30A8,SLC30A8
ACSL6,ACSL6
TBC1D1,TBC1D1
RUFY2,RUFY2
SLC5A8,SLC5A8
NIN,NIN
TEAD4,TEAD4
CAMSAP1,CAMSAP1
HIBCH,HIBCH
SMDT1,SMDT1
C11orf91,C11orf91
KRT79,KRT79
CLGN,CLGN
ZNRF3,ZNRF3
POMT1,POMT1
DNAJC24,DNAJC24
NET1,NET1
ASAH2,ASAH2
MIR34A,MIR34A
CNPY4,CNPY4
ATG12,ATG12
CCDC152,CCDC152
SELENOM,SELENOM
GPRC5C,GPRC5C
ACOT8,ACOT8
ESF1,ESF1
ACAD10,ACAD10
S100A11,S100A11
DAB2,DAB2
EPAS1,EPAS1
SLC4A9,SLC4A9
MRPL15,MRPL15
IL6ST,IL6ST
NOTUM,NOTUM
TPT1,TPT1
KIAA2013,KIAA2013
ZSWIM9,ZSWIM9
FAM13A,FAM13A
PANX2,PANX2
SNX19,SNX19
STX2,STX2
UGGT2,UGGT2
STAB1,STAB1
NFKBIB,NFKBIB
NUDT18,NUDT18
LARP1,LARP1
SEC31B,SEC31B
CEP350,CEP350
ATF5,ATF5
LIMA1,LIMA1
NEK3,NEK3
NELFB,NELFB
RAI14,RAI14
LMF2,LMF2
PDZK1,PDZK1
DCXR,DCXR
GPRC6A,GPRC6A
KLF16,KLF16
MMP25,MMP25
IRAK4,IRAK4
GSR,GSR
NACC1,NACC1
CEP250,CEP250
CRYGD,CRYGD
PHLPP1,PHLPP1
MTARC1,MTARC1
PCSK5,PCSK5
ARL6IP6,ARL6IP6
SCPEP1,SCPEP1
C4orf46,C4orf46
STEAP4,STEAP4
NLRP3,NLRP3
XRCC6,XRCC6
TMEM128,TMEM128
DEUP1,DEUP1
IPCEF1,IPCEF1
KRT3,KRT3
PENK,PENK
CPT1A,CPT1A
INHBC,INHBC
TRIM56,TRIM56
OPN1SW,OPN1SW
PDIA4,PDIA4
MFSD10,MFSD10
MYO15A,MYO15A
SNORD113-6,SNORD113-6
ANK2,ANK2
FGD2,FGD2
AOC3,AOC3
THAP5,THAP5
NUP214,NUP214
HAAO,HAAO
SYNJ1,SYNJ1
ZNF154,ZNF154
CTNS,CTNS
LRCH3,LRCH3
PRDM16,PRDM16
LGMN,LGMN
RPAP2,RPAP2
ANKRD2,ANKRD2
ARHGDIG,ARHGDIG
EVPL,EVPL
ZBTB3,ZBTB3
ECHDC2,ECHDC2
GCSH,GCSH
SLC5A1,SLC5A1
ACSM5,ACSM5
XPNPEP2,XPNPEP2
VSIR,VSIR
MRPL38,MRPL38
HOXD9,HOXD9
DKK2,DKK2
BEAN1,BEAN1
PLEKHH1,PLEKHH1
PPP1R12B,PPP1R12B
AVP,AVP
HOXD1,HOXD1
NTSR1,NTSR1
DUS3L,DUS3L
RBP3,RBP3
SPATA9,SPATA9
CENPS,CENPS
TANGO2,TANGO2
ZDHHC8,ZDHHC8
GOLGA4,GOLGA4
PLEKHA6,PLEKHA6
ATOSA,ATOSA
PRDX4,PRDX4
KCNRG,KCNRG
RNF207,RNF207
SLC25A27,SLC25A27
ANKRD13D,ANKRD13D
PPRC1,PPRC1
MTDH,MTDH
MMP27,MMP27
KLC1,KLC1
KCNG2,KCNG2
RABEP2,RABEP2
RIPOR1,RIPOR1
COL28A1,COL28A1
RAE1,RAE1
HAUS1,HAUS1
CAPN12,CAPN12
MICAL2,MICAL2
FASLG,FASLG
SDHAF4,SDHAF4
PFN4,PFN4
SRP9,SRP9
CUL7,CUL7
CYP4B1,CYP4B1
CYP2W1,CYP2W1
DAXX,DAXX
PIM1,PIM1
KCNV2,KCNV2
ZNF572,ZNF572
KRT74,KRT74
HDAC6,HDAC6
EAF2,EAF2
TP73,TP73
SUN2,SUN2
DHRS4,DHRS4
FREY1,FREY1
POLH,POLH
INVS,INVS
GCC2,GCC2
PNLDC1,PNLDC1
CDKL2,CDKL2
UQCRFS1,UQCRFS1
CLEC2L,CLEC2L
MREG,MREG
DYNLT2B,DYNLT2B
CALHM5,CALHM5
ANKRD42,ANKRD42
SNX22,SNX22
ZRANB3,ZRANB3
OCIAD2,OCIAD2
MB,MB
EREG,EREG
KIF18A,KIF18A
OSTN,OSTN
ASPHD1,ASPHD1
ADAMTS1,ADAMTS1
COQ4,COQ4
FLT4,FLT4
PCOLCE,PCOLCE
C12orf50,C12orf50
MIR500B,MIR500B
GLI2,GLI2
FCN3,FCN3
ACTR5,ACTR5
GOLGA1,GOLGA1
PPP1R2,PPP1R2
WWC1,WWC1
TMEM54,TMEM54
NUDT14,NUDT14
CLTRN,CLTRN
ACOT12,ACOT12
GPR143,GPR143
TBC1D32,TBC1D32
ARHGDIB,ARHGDIB
ZBTB8B,ZBTB8B
TFB1M,TFB1M
ARL6IP4,ARL6IP4
TUBD1,TUBD1
RARS1,RARS1
UIMC1,UIMC1
LPO,LPO
RNU6-638P,RNU6-638P
RGCC,RGCC
DOT1L,DOT1L
ATP5PO,ATP5PO
TBX2,TBX2
ZNF213,ZNF213
EAPP,EAPP
NNMT,NNMT
EPB41L4A,EPB41L4A
EPDR1,EPDR1
ELP2,ELP2
COL24A1,COL24A1
ACOT9,ACOT9
MAOA,MAOA
FAM210A,FAM210A
SLC50A1,SLC50A1
VIP,VIP
ACY1,ACY1
