human gene name,chimpanzee gene name
PNMA6F,PNMA6F
E2F8,E2F8
ZKSCAN8,ZKSCAN8
NSMCE4A,NSMCE4A
PRSS50,PRSS50
MTERF2,MTERF2
F2RL3,F2RL3
GDPGP1,GDPGP1
WDR74,WDR74
MEI4,MEI4
ZNF177,ZNF177
SLC22A16,SLC22A16
ZRSR2,ZRSR2
SEC61A2,SEC61A2
MAML2,MAML2
NRAP,NRAP
ZNF433,ZNF433
ARL14,ARL14
MIR569,ptr-mir-569
AIPL1,AIPL1
MIR640,ptr-mir-640
PDCD1,PDCD1
MIR581,ptr-mir-581
DUSP9,DUSP9
SLC25A45,SLC25A45
MIR151B,MIR151B
CCL20,CCL20
PBLD,PBLD
LRRK1,LRRK1
CFAP91,CFAP91
INPP5J,INPP5J
SH2B3,SH2B3
BAG3,BAG3
AK8,AK8
EMILIN3,EMILIN3
RHPN1,RHPN1
TRPV6,TRPV6
NOP53,NOP53
POLR1A,POLR1A
IMPG2,IMPG2
CLSTN2,CLSTN2
SFTPC,SFTPC
TSHR,TSHR
VWCE,VWCE
GMEB1,GMEB1
CMTM1,CMTM1
COL24A1,COL24A1
MMP10,MMP10
MEIOC,MEIOC
WDR62,WDR62
RHOT2,RHOT2
ELP1,ELP1
NPHP4,NPHP4
PTGDS,PTGDS
CFAP44,CFAP44
SHISAL2A,SHISAL2A
C2orf88,C2BH2orf88
FXYD6,FXYD6
METTL23,METTL23
TIMMDC1,TIMMDC1
SLC29A3,SLC29A3
ZNF76,ZNF76
CCDC138,CCDC138
COMMD1,COMMD1
P3R3URF,P3R3URF
TMEM64,TMEM64
ZNF573,ZNF573
S100P,S100P
CNDP2,CNDP2
PADI3,PADI3
TRAF3,TRAF3
ZNF230,ZNF230
GALNT7,GALNT7
UGGT2,UGGT2
ALOX12,ALOX12
ARHGAP18,ARHGAP18
TAS1R3,TAS1R3
NOX3,NOX3
CCNL2,CCNL2
IFNLR1,IFNLR1
ALG10,ALG10
LRRC32,LRRC32
ANGPTL6,ANGPTL6
PRICKLE3,PRICKLE3
PGM5,PGM5
MDFIC2,MDFIC2
DAND5,DAND5
TNK1,TNK1
NALF2,NALF2
PLCH2,PLCH2
NUP210,NUP210
ASPDH,ASPDH
VCAN,VCAN
CCDC87,CCDC87
ZNF540,ZNF540
NBN,NBN
ACTRT2,ACTRT2
RXFP2,RXFP2
LRRC36,LRRC36
TMED9,TMED9
CDC34,CDC34
CATSPER4,CATSPER4
BLTP1,BLTP1
SLC5A4,SLC5A4
SOX30,SOX30
CFAP69,CFAP69
NHS,NHS
L3MBTL2,L3MBTL2
EXO1,EXO1
ATF5,ATF5
MMP12,MMP12
MRPL35,MRPL35
MYG1,MYG1
CD320,CD320
APOM,APOM
JOSD2,JOSD2
SERPINB9,SERPINB9
KRT6B,KRT6B
AQP6,AQP6
LIX1,LIX1
MIR339,ptr-mir-339
ACTRT1,ACTRT1
CPT2,CPT2
MIR575,ptr-mir-575
MIR802,ptr-mir-802
MIR509-1,ptr-mir-509a-1
SLC7A13,SLC7A13
NKRF,NKRF
PIANP,PIANP
CEP192,CEP192
ABCC6,ABCC6
ADAMTS18,ADAMTS18
TRAIP,TRAIP
HOXC12,HOXC12
ARHGEF17,ARHGEF17
PLEKHG3,PLEKHG3
FOLH1,FOLH1
AS3MT,AS3MT
SGO2,SGO2
AFF1,AFF1
FAM114A1,FAM114A1
DET1,DET1
KRT26,KRT26
TRPM1,TRPM1
DENND4B,DENND4B
COL17A1,COL17A1
ATP1A4,ATP1A4
ADAMTS8,ADAMTS8
ADGRA1,ADGRA1
SUMF1,SUMF1
ERICH5,ERICH5
SCARNA16,SCARNA16
CHAT,CHAT
NEK4,NEK4
TAS1R1,TAS1R1
CNTNAP4,CNTNAP4
C6,C6
PNLIPRP3,PNLIPRP3
ANKRD34B,ANKRD34B
IQCH,IQCH
CDK11B,CDK11
TMX1,TMX1
SYNE2,SYNE2
LMOD3,LMOD3
CLEC1A,CLEC1A
TAFA4,TAFA4
TMPRSS11A,TMPRSS11A
SLC9A3,SLC9A3
SRRM3,SRRM3
LIPT1,LIPT1
BOP1,BOP1
C9,C9
NCAPH2,NCAPH2
GLI2,GLI2
ACTN4,ACTN4
MIS18A,MIS18A
DNAAF2,DNAAF2
TRIM38,TRIM38
PNLIP,PNLIP
HSD3B2,HSD3B2
TEX36,TEX36
FRAT1,FRAT1
ITIH4,ITIH4
ZNF546,ZNF546
TRAF5,TRAF5
CCDC125,CCDC125
ALG1,ALG1
NIBAN1,NIBAN1
MTMR4,MTMR4
HIRIP3,HIRIP3
CTSC,CTSC
PKHD1,PKHD1
TRANK1,TRANK1
SMO,SMO
PRF1,PRF1
CFAP43,CFAP43
ANKRD26,ANKRD26
SLC46A3,SLC46A3
MAP9,MAP9
PPL,PPL
VWA5A,VWA5A
ATXN2,ATXN2
CLPP,CLPP
ZNF205,ZNF205
E4F1,E4F1
HSD3B7,HSD3B7
ABCB10,ABCB10
SLC30A8,SLC30A8
MRI1,MRI1
ZNF610,ZNF610
SCARF1,SCARF1
EGFLAM,EGFLAM
RNH1,RNH1
NEBL,NEBL
CEP89,CEP89
PDIA4,PDIA4
PGGHG,PGGHG
ADGRL4,ADGRL4
COPRS,COPRS
AZIN2,AZIN2
UPK2,UPK2
S100A5,S100A5
FAM234A,FAM234A
TIFA,TIFA
PSMB8,PSMB8
PRKRIP1,PRKRIP1
MSS51,MSS51
RIOK2,RIOK2
NUP62CL,NUP62CL
CD79B,CD79B
KRT75,KRT75
GLDN,GLDN
IL7R,IL7R
LACRT,LACRT
ELAC2,ELAC2
KCTD17,KCTD17
TMEM184A,TMEM184A
CCDC60,CCDC60
SCARNA13,SCARNA13
ZHX3,ZHX3
RAB11FIP1,RAB11FIP1
ACD,ACD
CD4,CD4
LRP8,LRP8
CYP3A43,CYP3A43
DCDC1,DCDC1
KEL,KEL
METTL24,METTL24
INHA,INHA
SOWAHA,SOWAHA
CMTM6,CMTM6
SAYSD1,SAYSD1
TMEM52B,TMEM52B
TXNDC16,TXNDC16
BRD10,BRD10
CLCA1,CLCA1
EPS8L3,EPS8L3
ARHGAP32,ARHGAP32
ZNF25,ZNF25
KRT38,KRT38
REC8,REC8
STXBP5L,STXBP5L
MEIOSIN,MEIOSIN
ARHGAP28,ARHGAP28
ULK4,ULK4
AMPD3,AMPD3
FAM20B,FAM20B
GJB5,GJB5
SNORD88B,SNORD88B
CMTM3,CMTM3
GDF3,GDF3
HRK,HRK
MIR449A,ptr-mir-449a
KRT35,KRT35
MYRFL,MYRFL
AVIL,AVIL
AOPEP,AOPEP
SCGB1A1,SCGB1A1
ADGRF1,ADGRF1
OPN1MW,OPN1LW
OAF,OAF
C16orf90,C16H16orf90
STRC,STRC
ARMC9,ARMC9
TRIM13,TRIM13
A2ML1,A2ML1
MOCS1,MOCS1
SLC19A1,SLC19A1
ADAM11,ADAM11
SEMA6A,SEMA6A
MARCHF1,MARCHF1
KYAT3,KYAT3
PGAP6,PGAP6
GPR78,GPR78
MLH3,MLH3
ZNF891,ZNF891
LYST,LYST
EEF2K,EEF2K
TMPRSS3,TMPRSS3
ZDBF2,ZDBF2
LEMD1,LEMD1
MAB21L3,MAB21L3
FAM237A,FAM237A
MTNR1B,MTNR1B
ABITRAM,ABITRAM
PTPRT,PTPRT
MAP6,MAP6
GATC,GATC
GBP6,GBP6
ERAP1,ERAP1
MTBP,MTBP
TENT5A,TENT5A
TLR3,TLR3
PLSCR5,PLSCR5
CCDC66,CCDC66
COLEC11,COLEC11
SPATA17,SPATA17
RSAD2,RSAD2
SYCP2L,SYCP2L
PLA2G4C,PLA2G4C
RFT1,RFT1
SLC2A10,SLC2A10
PCNX4,PCNX4
WDCP,WDCP
TARBP1,TARBP1
ZSCAN5A,ZSCAN5A
TXNDC15,TXNDC15
CCNDBP1,CCNDBP1
MIR9-3,MIR9-3
EIF2AK1,EIF2AK1
CCDC86,CCDC86
MIR516B1,ptr-mir-516b-1
EIF3F,EIF3F
DNASE2,DNASE2
MUCL1,MUCL1
KRT25,KRT25
PRR11,PRR11
COX19,COX19
TIGAR,TIGAR
PTTG1IP,PTTG1IP
LRRC7,LRRC7
NCSTN,NCSTN
USH1C,USH1C
PGBD1,PGBD1
DLC1,DLC1
CCDC73,CCDC73
SCD,SCD
NSUN7,NSUN7
NOXRED1,NOXRED1
EYA2,EYA2
SIAH3,SIAH3
GFRA4,GFRA4
LUZP1,LUZP1
ENO4,ENO4
LEPR,LEPR
SLC52A1,SLC52A1
KRT32,KRT32
DSC3,DSC3
XPC,XPC
XRN1,XRN1
MTA2,MTA2
FAM161A,FAM161A
C19orf67,C19H19orf67
IL22,IL22
HDDC3,HDDC3
KLRD1,KLRD1
ZNF516,ZNF516
ZNF471,ZNF471
CRAT,CRAT
CWF19L2,CWF19L2
HTR3C,HTR3C
HLX,HLX
ZSCAN22,ZSCAN22
URI1,URI1
MESP1,MESP1
RMI1,RMI1
BORCS6,BORCS6
GPRC5A,GPRC5A
HTR5A,HTR5A
SUN3,SUN3
IL7,IL7
ZNF226,ZNF226
AFTPH,AFTPH
INSYN2B,INSYN2B
NR1D2,NR1D2
INF2,INF2
FREM3,FREM3
SART3,SART3
NBEAL1,NBEAL1
ZFP69B,ZFP69B
CRYGS,CRYGS
MIR181B2,ptr-mir-181b-2
IBA57,IBA57
MGAT1,MGAT1
FXYD4,FXYD4
CD276,CD276
SNORD87,SNORD87
LPCAT1,LPCAT1
ELANE,ELANE
RAVER1,RAVER1
AP2A1,AP2A1
FOXF2,FOXF2
LGALS9,LGALS9
FER1L6,FER1L6
XIRP2,XIRP2
SYCP1,SYCP1
DGLUCY,DGLUCY
CEP295NL,CEP295NL
PCLO,PCLO
MACF1,MACF1
RAB41,RAB41
DCP1B,DCP1B
L3HYPDH,L3HYPDH
CFAP126,CFAP126
ZNF84,ZNF84
ADAD1,ADAD1
NUGGC,NUGGC
CCDC171,CCDC171
KCNU1,KCNU1
M1AP,M1AP
C5orf15,C5H5orf15
SLC45A2,SLC45A2
KIF23,KIF23
RTN4RL1,RTN4RL1
CCDC91,CCDC91
CHRNA2,CHRNA2
TJP3,TJP3
MMP9,MMP9
ALPI,ALPI
MAL2,MAL2
DUSP28,DUSP28
CYB5D2,CYB5D2
LRRC66,LRRC66
ADGRG5,ADGRG5
SYCE3,SYCE3
DEFB115,DEFB115
COX6B2,COX6B2
PSMG2,PSMG2
PSD4,PSD4
KIAA0753,KIAA0753
F12,F12
GRM6,GRM6
NBAS,NBAS
SSH3,SSH3
SPOCK1,SPOCK1
PRKACG,PRKACG
ZPBP,ZPBP
TMEM236,TMEM236
ATF4,ATF4
HIC2,HIC2
ZNF200,ZNF200
HIVEP1,HIVEP1
PIK3IP1,PIK3IP1
RSPO1,RSPO1
HBP1,HBP1
MUSK,MUSK
RALY,RALY
DGKA,DGKA
MCM10,MCM10
CRYGB,CRYGB
SPESP1,SPESP1
CCNO,CCNO
DNAH17,DNAH17
CIROP,CIROP
ZFYVE1,ZFYVE1
SOAT2,SOAT2
TMIGD1,TMIGD1
CYP4F11,CYP4F11
ALPL,ALPL
LAPTM5,LAPTM5
SPMIP6,SPMIP6
COL5A3,COL5A3
ZNF541,ZNF541
GOLM2,GOLM2
COL4A6,COL4A6
CNBD1,CNBD1
CALY,CALY
CERS5,CERS5
ZNF571,ZNF571
MRPS21,MRPS21
SPR,SPR
FBXO7,FBXO7
C5orf46,C5H5orf46
CLEC2A,CLEC2A
TMEM187,TMEM187
ZSCAN16,ZSCAN16
ANKDD1A,ANKDD1A
ALB,ALB
ATP13A5,ATP13A5
SLA2,SLA2
SNORD35B,SNORD35B
CA1,CA1
DNAH11,DNAH11
PUM1,PUM1
CORIN,CORIN
MICU2,MICU2
MAEL,MAEL
WT1,WT1
COL15A1,COL15A1
NODAL,NODAL
GPR148,GPR148
RBM12,RBM12
TIMM29,TIMM29
ZSCAN10,ZSCAN10
DCLRE1A,DCLRE1A
TBX22,TBX22
ADRB1,ADRB1
ZNF622,ZNF622
ARRDC1,ARRDC1
TCN1,TCN1
HPF1,HPF1
HCAR1,HCAR1
SAMD5,SAMD5
GCSH,GCSH
TTC31,TTC31
MFAP5,MFAP5
CMTM8,CMTM8
SLC28A1,SLC28A1
KCNT1,KCNT1
RIPOR3,RIPOR3
MYLK4,MYLK4
UBXN2A,UBXN2A
DCUN1D2,DCUN1D2
ZNF776,ZNF776
RIPK3,RIPK3
RRP36,RRP36
ADAM15,ADAM15
ITPR3,ITPR3
VWA3B,VWA3B
CUBN,CUBN
TCF19,TCF19
SLC34A2,SLC34A2
TRABD2B,TRABD2B
TBC1D22A,TBC1D22A
KRT14,KRT14
TMEM214,TMEM214
AMER3,AMER3
NLRP11,NLRP11
RPL5,RPL5
DBX1,DBX1
PXDNL,PXDNL
MIR188,ptr-mir-188
RNF170,RNF170
NDUFB10,NDUFB10
MIR877,ptr-mir-877
MIR125A,ptr-mir-125a
MIR144,ptr-mir-144
KPNA7,KPNA7
NOC4L,NOC4L
SNORD127,SNORD127
KRTAP13-1,KRTAP13-1
LACC1,LACC1
AKR1B15,AKR1B15
PKN1,PKN1
UNC13B,UNC13B
KIF21B,KIF21B
RTN4R,RTN4R
RPTOR,RPTOR
MEGF9,MEGF9
OPLAH,OPLAH
ZNF90,ZNF90
SLC9B1,SLC9B1
GLG1,GLG1
GLA,GLA
MAGEA11,MAGEA11
SCCPDH,SCCPDH
PARP14,PARP14
WDR93,WDR93
MRNIP,MRNIP
MAGEB18,MAGEB18
CPQ,CPQ
KRT84,KRT84
MCF2L2,MCF2L2
STK33,STK33
FOLR1,FOLR1
LRRC3,LRRC3
TLCD3A,TLCD3A
NCOA7,NCOA7
ARL13B,ARL13B
KMT2A,KMT2A
ZNF780A,ZNF780A
MT-CO1,MT-CO1
SPPL2C,SPPL2C
SIRPB2,SIRPB2
SPICE1,SPICE1
CPED1,CPED1
SCFD2,SCFD2
ZNF585A,ZNF585A
NPM2,NPM2
IQCB1,IQCB1
PHLDB3,PHLDB3
ZNF736,ZNF736
CACNA2D2,CACNA2D2
ZCCHC4,ZCCHC4
SURF2,SURF2
ENKUR,ENKUR
FANCM,FANCM
MOGAT3,MOGAT3
UTF1,UTF1
TMEM132C,TMEM132C
PAPLN,PAPLN
PANX1,PANX1
MACC1,MACC1
AMDHD1,AMDHD1
KATNIP,KATNIP
DPY19L4,DPY19L4
ZNF836,ZNF836
LRSAM1,LRSAM1
ASH2L,ASH2L
PAWR,PAWR
FDCSP,FDCSP
MANBAL,MANBAL
TMEM81,TMEM81
NTS,NTS
MIR122,ptr-mir-122
ZNF467,ZNF467
TNFRSF9,TNFRSF9
AHR,AHR
MPP4,MPP4
NOP56,NOP56
NLRC5,NLRC5
ZP3,ZP3
ZNF518A,ZNF518A
WDR72,WDR72
SARAF,SARAF
DBX2,DBX2
RNF212,RNF212
BLVRA,BLVRA
DNAH8,DNAH8
PAIP2,PAIP2
EMD,EMD
MEOX1,MEOX1
CIMAP1A,CIMAP1A
GSDMC,GSDMC
HLA-DRA,PATR-DRA
GPATCH1,GPATCH1
CECR2,CECR2
MPI,MPI
PROB1,PROB1
CCNB3,CCNB3
RNF180,RNF180
VWA3A,VWA3A
TATDN2,TATDN2
ADAMTSL3,ADAMTSL3
IL36G,IL36G
SRARP,SRARP
GPR179,GPR179
HEMK1,HEMK1
CNKSR1,CNKSR1
SDR42E2,SDR42E2
REXO4,REXO4
KCNF1,KCNF1
R3HDML,R3HDML
TAAR5,TAAR5
TMEM116,TMEM116
GIMAP2,GIMAP2
DGAT2L6,DGAT2L6
CPA4,CPA4
ZNF649,ZNF649
CENPF,CENPF
C1QB,C1QB
SCN7A,SCN7A
NUP107,NUP107
MAN2B2,MAN2B2
BCDIN3D,BCDIN3D
HAMP,HAMP
PLD6,PLD6
SNORD19B,SNORD19B
MIR500A,ptr-mir-500-1
SNORD1B,SNORD1B
NMNAT3,NMNAT3
CAPN10,CAPN10
AMIGO3,AMIGO3
MIR548F1,MIR548F1
SNORD68,SNORD68
CUX1,CUX1
ZNF251,ZNF251
SORBS3,SORBS3
C14orf39,C14H14orf39
ANGPT4,ANGPT4
TACC3,TACC3
PIK3R6,PIK3R6
LCT,LCT
SPDEF,SPDEF
ZNF551,ZNF551
GLRX3,GLRX3
AOC1,AOC1
ADAT1,ADAT1
ZBED4,ZBED4
ANKRD61,ANKRD61
TM7SF2,TM7SF2
TEKT1,TEKT1
SERPINF1,SERPINF1
LGALS3BP,LGALS3BP
SGMS1,SGMS1
MRPS24,MRPS24
EMP2,EMP2
CEP19,CEP19
BRME1,BRME1
KRTAP1-3,KRTAP1-3
SPATA19,SPATA19
MAGIX,MAGIX
COL4A3,COL4A3
FAM163A,FAM163A
EIF2D,EIF2D
SLC8B1,SLC8B1
PKDREJ,PKDREJ
PROM2,PROM2
ZNF804A,ZNF804A
MRPL47,MRPL47
HLA-DOA,HLA-DOA
SWSAP1,SWSAP1
MTUS2,MTUS2
SAP130,SAP130
ACSBG2,ACSBG2
MTFR1,MTFR1
C1QTNF9,C1QTNF9
KLF15,KLF15
GSDMB,GSDMB
GGT6,GGT6
LIPC,LIPC
RFNG,RFNG
NFYB,NFYB
SYN2,SYN2
FCGR1A,FCGR1A
HAUS6,HAUS6
FAM163B,FAM163B
ACTL7B,ACTL7B
SLC17A3,SLC17A3
MIR488,ptr-mir-488
SLC5A1,SLC5A1
REG1B,REG1B
SCARNA1,SCARNA1
AGR3,AGR3
PDSS1,PDSS1
CRISP1,CRISP1
RAPGEF2,RAPGEF2
CDC27,CDC27
MND1,MND1
THAP9,THAP9
ZNF629,ZNF629
DGKI,DGKI
ZFP36,ZFP36
C12orf50,C12H12orf50
ZYG11B,ZYG11B
RGSL1,RGSL1
KPRP,KPRP
PACRGL,PACRGL
TSPAN19,TSPAN19
FAM133A,FAM133A
GSDME,GSDME
AKAP11,AKAP11
NCAPH,NCAPH
TLR9,TLR9
PRSS35,PRSS35
ITSN2,ITSN2
ABHD17C,ABHD17C
ZNF267,ZNF267
KCNQ5,KCNQ5
CRNN,CRNN
OR11H6,OR11H6
TMEM128,TMEM128
PLA2G10,PLA2G10
PPP1R14C,PPP1R14C
KIAA0319,KIAA0319
MLNR,MLNR
NLRP10,NLRP10
ZNF254,ZNF254
POLM,POLM
TMEM69,TMEM69
TM2D3,TM2D3
CENPH,CENPH
NIPSNAP3B,NIPSNAP3B
CFAP251,CFAP251
MYBL2,MYBL2
QARS1,QARS1
TTF1,TTF1
B3GALT6,B3GALT6
CAPN11,CAPN11
CEP95,CEP95
ATP23,ATP23
SNORD121A,SNORD121A
HEYL,HEYL
LYPD4,LYPD4
RSKR,RSKR
IP6K3,IP6K3
GRIA4,GRIA4
DPH3,DPH3
ANKS3,ANKS3
IL31,IL31
MIR320A,ptr-mir-320a
FHIP1B,FHIP1B
TMEM132A,TMEM132A
GFER,GFER
TDRD1,TDRD1
AGO1,AGO1
COQ5,COQ5
ART1,ART1
PRRT4,PRRT4
EFCAB12,EFCAB12
PTPRK,PTPRK
C1QC,C1QC
C1QA,C1QA
SFR1,SFR1
ISX,ISX
MCM9,MCM9
SHCBP1L,SHCBP1L
GLB1L3,GLB1L3
GAPDHS,GAPDHS
EAPP,EAPP
ARHGEF4,ARHGEF4
PIAS1,PIAS1
BCL2L15,BCL2L15
APOF,APOF
CIAO2B,CIAO2B
VILL,VILL
RBBP8,RBBP8
CPXM1,CPXM1
EPB41L5,EPB41L5
MKKS,MKKS
BANP,BANP
INHBB,INHBB
EVX1,EVX1
SLF1,SLF1
LCORL,LCORL
TMT1A,TMT1A
PTPRF,PTPRF
SLC24A1,SLC24A1
RASGEF1A,RASGEF1A
CLBA1,CLBA1
FUT1,FUT1
SEC14L4,SEC14L4
CHPT1,CHPT1
ADCY5,ADCY5
HRH1,HRH1
PIP4P1,PIP4P1
RIOK1,RIOK1
SELENOH,SELENOH
SNRPN,SNRPN
AKAP4,AKAP4
CEBPZ,CEBPZ
FLG2,FLG2
IRX6,IRX6
MIR922,ptr-mir-922
NEPRO,NEPRO
RUBCN,RUBCN
PLAAT2,PLAAT2
TMEM174,TMEM174
PDF,PDF
MIR16-2,ptr-mir-16-2
TMEM138,TMEM138
KRTAP19-3,KRTAP19-3
COX7B2,COX7B2
F5,F5
GPX1,GPX1
USPL1,USPL1
MIS18BP1,MIS18BP1
SLC30A10,SLC30A10
YJU2,YJU2
CALU,CALU
TRPV1,TRPV1
DKKL1,DKKL1
IER5L,IER5L
SYT16,SYT16
VWA5B2,VWA5B2
ZNHIT2,ZNHIT2
TRMT10C,TRMT10C
ATOH8,ATOH8
IGSF3,IGSF3
CARF,CARF
CNST,CNST
UCN3,UCN3
C8orf89,C8H8orf89
MRPL30,MRPL30
ZNF774,ZNF774
ADCY10,ADCY10
LYVE1,LYVE1
SLC25A44,SLC25A44
CDHR3,CDHR3
ZEB1,ZEB1
CAPN14,CAPN14
B3GNT9,B3GNT9
HECW1,HECW1
TRIM42,TRIM42
CCDC50,CCDC50
PDCL2,PDCL2
RPS6KB2,RPS6KB2
DPH1,DPH1
SYTL1,SYTL1
GFUS,GFUS
FCER2,FCER2
EXOC3L4,EXOC3L4
ARHGAP31,ARHGAP31
RILP,RILP
B3GNT7,B3GNT7
FLT4,FLT4
SEC61A1,SEC61A1
TRIM47,TRIM47
LAMB4,LAMB4
CSKMT,CSKMT
SEC14L3,SEC14L3
HABP2,HABP2
COX7B,COX7B
MS4A7,MS4A7
MIR487A,ptr-mir-487a
ZNF549,ZNF549
CEBPZOS,CEBPZOS
NUBP1,NUBP1
ADIG,ADIG
SPINK6,SPINK6
AKR1E2,AKR1E2
MPHOSPH6,MPHOSPH6
AMH,AMH
UNC119,UNC119
IMPACT,IMPACT
SLC14A2,SLC14A2
ZNF347,ZNF347
C12orf42,C12H12orf42
ZMYND8,ZMYND8
GRIN2C,GRIN2C
EFCC1,EFCC1
HASPIN,HASPIN
MTERF1,MTERF1
CRACR2B,CRACR2B
FBXO41,FBXO41
GPR31,GPR31
GBP7,GBP7
THOC2,THOC2
THAP3,THAP3
IZUMO3,IZUMO3
ZNF718,ZNF718
SETDB2,SETDB2
MAP7D3,MAP7D3
LIPN,LIPN
SYDE2,SYDE2
CCT8L2,CCT8L2
TSPYL1,TSPYL1
OR52D1,OR52D1
OR13C2,OR13C2
SFT2D1,SFT2D1
C5orf52,C5H5orf52
SDHD,SDHD
ASB12,ASB12
JCHAIN,JCHAIN
MMP3,MMP3
CDKL1,CDKL1
MX2,MX1
TNS4,TNS4
CCDC170,CCDC170
AGGF1,AGGF1
GPKOW,GPKOW
PROCR,PROCR
IFT140,IFT140
UNC45A,UNC45A
RSRC2,RSRC2
RNF207,RNF207
TAS2R14,TAS2R14
CC2D1A,CC2D1A
OR10A5,OR10A5
OR6P1,OR6P1
MPST,MPST
PPP1R15B,PPP1R15B
PRUNE2,PRUNE2
ZNF354C,ZNF354C
TSPAN14,TSPAN14
CACNA1F,CACNA1F
TET2,TET2
PCDH17,PCDH17
NKX6-2,NKX6-2
GPR150,GPR150
CCDC85A,CCDC85A
KNSTRN,KNSTRN
OR12D3,OR12D3
COX7A1,COX7A1
ZNF324,ZNF324
SPINK1,SPINK1
CABS1,CABS1
MIR891B,ptr-mir-891b
LYPD8,LYPD8
SAXO1,SAXO1
SNORD96B,SNORD96
OOSP2,OOSP2
ANKRD37,ANKRD37
EFCAB6,EFCAB6
TMEM238L,TMEM238L
MYO3A,MYO3A
ADGRG4,ADGRG4
HEATR4,HEATR4
DDB1,DDB1
BRDT,BRDT
CFAP210,CFAP210
PEAK3,PEAK3
USH2A,USH2A
KRT34,KRT34
DNM3,DNM3
HORMAD1,HORMAD1
PDZRN3,PDZRN3
TRIM25,TRIM25
OR5A1,OR5A1
OR51L1,OR51L1
SLC25A18,SLC25A18
CENPJ,CENPJ
QSOX1,QSOX1
TMC2,TMC2
SERTAD1,SERTAD1
SLC15A1,SLC15A1
WDR88,WDR88
ZIM3,ZIM3
ABCC10,ABCC10
NPAS2,NPAS2
IL23R,IL23R
AP4E1,AP4E1
PWWP2B,PWWP2B
CLCA2,CLCA2
SH3TC1,SH3TC1
ERFE,ERFE
SELENOO,SELENOO
ARHGEF16,ARHGEF16
PRRT3,PRRT3
ZNF555,ZNF555
MEIOB,MEIOB
MAGEA12,MAGEA12
GAPT,GAPT
CPPED1,CPPED1
OR6C6,OR6C6
LRRC74A,LRRC74A
OR5D14,OR5D14
PRSS21,PRSS21
PSME4,PSME4
DCST1,DCST1
ZNF132,ZNF132
FAM185A,FAM185A
RBMXL2,RBMXL2
OAZ3,OAZ3
EXOSC5,EXOSC5
BHLHA9,BHLHA9
PRSS37,PRSS37
THAP11,THAP11
EHD1,EHD1
LARP7,LARP7
ADCK2,ADCK2
DHRS1,DHRS1
OR10G3,OR10G3
OR6M1,OR6M1
OR10Z1,OR10Z1
TRMT5,TRMT5
SKIC3,SKIC3
KRT7,KRT7
ABHD16B,ABHD16B
CFP,CFP
BCO1,BCO1
CRB1,CRB1
PRR14,PRR14
SUGP2,SUGP2
TGFBR3,TGFBR3
PRPF18,PRPF18
FGFBP1,FGFBP1
SNORD114-2,SNORD114-2
NUP50,NUP50
PZP,PZP
SFTA2,SFTA2
SLCO1B3,SLCO1B3
CA4,CA4
OR6C74,OR6C74
OR2M7,OR2M7
OR52E4,OR52E4
RNU12-2P,U12
NEIL1,NEIL1
NKX3-1,NKX3-1
TRIML1,TRIML1
SNORD113-5,SNORD113-5
HRH4,HRH4
SF3B2,SF3B2
DNAI1,DNAI1
PALD1,PALD1
CTNND1,CTNND1
RTP3,RTP3
ITGAX,ITGAX
OR5L1,OR5L1
OR52J3,OR52J3
OR5P3,OR5P3
TMIE,TMIE
ZNF324B,ZNF324B
STK11IP,STK11IP
MAPK15,MAPK15
LPCAT2,LPCAT2
SIGLEC1,SIGLEC1
NDUFS1,NDUFS1
TMEM150B,TMEM150B
DNAAF11,DNAAF11
CHIT1,CHIT1
PPFIA4,PPFIA4
KLHL32,KLHL32
B4GALNT2,B4GALNT2
SSTR4,SSTR4
JCAD,JCAD
PIGT,PIGT
SIRT5,SIRT5
HSD17B3,HSD17B3
SPMAP2L,SPMAP2L
TRIM15,TRIM15
SDC1,SDC1
IL36RN,IL36RN
FBXO48,FBXO48
PRPF40B,PRPF40B
ROBO4,ROBO4
TCTN2,TCTN2
USP42,USP42
SHARPIN,SHARPIN
OBSL1,OBSL1
LRRC34,LRRC34
DNAJB8,DNAJB8
MIXL1,MIXL1
SPHKAP,SPHKAP
TAS2R20,TAS2R20
TAS2R43,TAS2R43
FN3KRP,FN3KRP
OR10V1,OR10V1
HIC1,HIC1
ANKRD28,ANKRD28
DDX28,DDX28
KIFC3,KIFC3
KLHL30,KLHL30
RP1,RP1
MANEA,MANEA
DCAKD,DCAKD
SNORD83,SNORD83
OR9H1P,OR9H1P
SMIM5,SMIM5
FBXL6,FBXL6
PXDC1,PXDC1
SNORD113-7,SNORD113-7
NQO2,NQO2
SNORD81,SNORD81
DEFB135,DEFB135
MAP3K9,MAP3K9
PRMT7,PRMT7
DBF4B,DBF4B
CREB3L3,CREB3L3
PRR14L,PRR14L
B3GNT6,B3GNT6
ZNF722,ZNF722
TRAF3IP1,TRAF3IP1
KCNK7,KCNK7
SLC6A12,SLC6A12
UCP1,UCP1
TKFC,TKFC
RABL6,RABL6
TMEM126B,TMEM126B
MINDY4B,MINDY4B
TREM2,TREM2
TES,TES
TLL1,TLL1
DHTKD1,DHTKD1
ARSK,ARSK
ECHDC1,ECHDC1
NLGN1,NLGN1
PRKAA1,PRKAA1
GGACT,GGACT
STPG2,STPG2
CCDC182,CCDC182
IL4,IL4
ASGR2,ASGR2
SCARA3,SCARA3
TEF,TEF
