chimpanzee gene name,gorilla gene name
ZNF112,ZNF112
PAX4,PAX4
RPUSD3,RPUSD3
USP36,USP36
BOD1L1,BOD1L1
PPP4R1,PPP4R1
ALKBH8,ALKBH8
ISL1,ISL1
MIR548AE1,MIR548AE1
SNORD123,SNORD123
SNORA79,SNORA79
TEX53,TEX53
POMK,POMK
CLEC1A,CLEC1A
MST1R,MST1R
SPESP1,SPESP1
SPATA33,SPATA33
PLEKHG4,PLEKHG4
FABP12,FABP12
FLYWCH2,FLYWCH2
FXN,FXN
NEDD1,NEDD1
FUS,FUS
USP43,USP43
TBC1D19,TBC1D19
ADAM12,ADAM12
MCIDAS,MCIDAS
PRPF19,PRPF19
CPA1,CPA1
CPA2,CPA2
MOK,MOK
TRIM9,TRIM9
FLVCR2,FLVCR2
FANCC,FANCC
HAX1,HAX1
CENPA,CENPA
LUC7L3,LUC7L3
DLG4,DLG4
POLA1,POLA1
BOC,BOC
MRPL21,MRPL21
DMRTC2,DMRTC2
CDCP1,CDCP1
ATP2C2,ATP2C2
GALNT14,GALNT14
YOD1,YOD1
ZSWIM3,ZSWIM3
GRID1,GRID1
NARS1,NARS1
SNORA7B,SNORA7B
SNORA7A,SNORA7A
CCDC136,CCDC136
TASOR2,TASOR2
CD5L,CD5L
TFEC,TFEC
RABL6,RABL6
TMEM199,TMEM199
FADD,FADD
GSDMB,GSDMB
TMEM123,TMEM123
HBEGF,HBEGF
RAB6A,RAB6A
MINDY4,MINDY4
KLK13,KLK13
WDR81,WDR81
ENTPD6,ENTPD6
PCLO,PCLO
STXBP4,STXBP4
ROBO3,ROBO3
MED14,MED14
NBEA,NBEA
CDH16,CDH16
KIF18B,KIF18B
EIF4E1B,EIF4E1B
GLIPR1L1,GLIPR1L1
HYDIN,HYDIN
GABBR1,GABBR1
CALCB,CALCB
SNORD113-1,SNORD113-1
GHITM,GHITM
SNORD38B,SNORD38B
CFAP210,CFAP210
CDT1,CDT1
PLA2G5,PLA2G5
MIR320B2,MIR320B
MIR20B,MIR20B
LY6L,LY6L
RIOK2,RIOK2
DDX25,DDX25
POLK,POLK
FAM234A,FAM234A
COX8A,COX8A
SNORD31B,SNORD31
PARD6A,PARD6A
IL2RB,IL2RB
GLDN,GLDN
C3AR1,C3AR1
RHOT2,RHOT2
ARHGAP31,ARHGAP31
CCDC97,CCDC97
TMEM72,TMEM72
TIPRL,TIPRL
KIF20B,KIF20B
IGFBP6,IGFBP6
UTP25,UTP25
ZNF177,ZNF177
PUS3,PUS3
MRPL40,MRPL40
ZACN,ZACN
MFSD3,MFSD3
MAGEF1,MAGEF1
SORBS2,SORBS2
PXDN,PXDN
BTN3A3,BTN3A3
CTDP1,CTDP1
NCOA4,NCOA4
TMEM82,TMEM82
KIRREL1,KIRREL1
AGFG2,AGFG2
CEP89,CEP89
COL24A1,COL24A1
NFAT5,NFAT5
IRX6,IRX6
SNORA80E,SNORA80E
BOLA1,BOLA1
AREG,AREG
PFN3,PFN3
LACRT,LACRT
ANKRD34B,ANKRD34B
AFG2B,AFG2B
SCFD2,SCFD2
RNLS,RNLS
HOXC10,HOXC10
DLEC1,DLEC1
BCO1,BCO1
RBM5,RBM5
MT-CO1,COX1
MRPS26,MRPS26
CD83,CD83
ISOC2,ISOC2
NLRP14,NLRP14
ITPKC,ITPKC
SLC22A25,SLC22A25
BCAT2,BCAT2
QNG1,QNG1
CLCN1,CLCN1
ARMC9,ARMC9
PNPT1,PNPT1
CPN2,CPN2
ATP11A,ATP11A
CDHR3,CDHR3
TNS4,TNS4
ST3GAL4,ST3GAL4
WNK1,WNK1
NUMBL,NUMBL
RAD51,RAD51
MMP10,MMP10
DUXA,DUXA
ANKUB1,ANKUB1
GAPDHS,GAPDHS
SNORA80A,SNORA80A
MIR553,MIR553
HOXA9,HOXA9
A4GNT,A4GNT
DEFB1,DEFB1
CMC4,CMC4
PSORS1C2,PSORS1C2
KCNRG,KCNRG
RPS19BP1,RPS19BP1
BMERB1,BMERB1
PCP2,PCP2
EML5,EML5
CCDC15,CCDC15
YLPM1,YLPM1
SHROOM4,SHROOM4
ZNF296,ZNF296
VIP,VIP
STAP2,STAP2
IGDCC3,IGDCC3
ZNF174,ZNF174
CCDC181,CCDC181
MRGBP,MRGBP
MYO16,MYO16
PLSCR5,PLSCR5
OGFOD1,OGFOD1
SRP14,SRP14
POLR3A,POLR3A
VRK3,VRK3
ZNF527,ZNF527
ZNF571,ZNF571
ALOX15B,ALOX15B
PKHD1L1,PKHD1L1
FBXL6,FBXL6
INSL5,INSL5
TIGAR,TIGAR
UTP11,UTP11
SNORA55,SNORA55
TMEM176B,TMEM176B
SMUG1,SMUG1
SNORA48B,SNORA48B
SNORA80C,SNORA80C
TMEM31,TMEM31
RTN4R,RTN4R
CD36,CD36
ZNF433,ZNF433
MAP7,MAP7
PHC3,PHC3
SCYL1,SCYL1
NDOR1,NDOR1
MIR518C,MIR518C
KIF26A,KIF26A
STRA6,STRA6
TRIM60,TRIM60
MEIOB,MEIOB
UEVLD,UEVLD
MAN2B2,MAN2B2
ARAP3,ARAP3
KATNAL2,KATNAL2
CNGB3,CNGB3
USP2,USP2
CD226,CD226
CATSPER4,CATSPER4
ZNHIT2,ZNHIT2
MMP12,MMP12
TOR1AIP2,TOR1AIP2
GPR152,GPR152
ADAMDEC1,ADAMDEC1
VSIG10,VSIG10
TRAV38-1,TRAV38-1
TMC6,TMC6
PLS3,PLS3
TSSK3,TSSK3
CIMIP2C,CIMIP2C
CDCA3,CDCA3
SNORA64,SNORA64
ZFP57,ZFP57
MMP1,MMP1
NDUFC2,NDUFC2
MIR372,MIR372
RGS5,RGS5
REX1BD,REX1BD
ARSK,ARSK
CRB1,CRB1
DNM2,DNM2
AOX1,AOX1
ANKRD46,ANKRD46
PIK3CD,PIK3CD
TRIML1,TRIML1
FREM3,FREM3
KIAA1671,KIAA1671
MAP4K2,MAP4K2
CNMD,CNMD
GOLGA2,GOLGA2
TTYH2,TTYH2
GP2,GP2
INS,INS
ASCC1,ASCC1
TMEM43,TMEM43
FNDC3B,FNDC3B
TATDN1,TATDN1
NPBWR2,NPBWR2
SUCNR1,SUCNR1
GIPR,GIPR
RAB3GAP2,RAB3GAP2
FAM83A,FAM83A
TTC12,TTC12
KIF19,KIF19
SNORA10B,SNORA10B
GJB4,GJB4
OSTN,OSTN
ELP6,ELP6
INPP1,INPP1
SNORA13,SNORA13
SNORA84,SNORA84
GIMAP8,GIMAP8
SIRT3,SIRT3
SNORA68,SNORA68
MFAP3,MFAP3
OTOG,OTOG
NUDT5,NUDT5
MIEF2,MIEF2
COMMD2,COMMD2
C4orf33,C4orf33
VIRMA,VIRMA
COL6A6,COL6A6
ZNF44,ZNF44
PADI1,PADI1
LRRC34,LRRC34
TRDN,TRDN
UROS,UROS
SCARNA6,SCARNA6
AMER3,AMER3
TRUB2,TRUB2
AHNAK,AHNAK
SEC14L6,SEC14L6
IRGC,IRGC
GEMIN4,GEMIN4
SLC44A1,SLC44A1
NYNRIN,NYNRIN
A2ML1,A2ML1
ACTL6A,ACTL6A
SIK3,SIK3
PADI6,PADI6
TRPV3,TRPV3
PDZD2,PDZD2
FABP2,FABP2
ACER1,ACER1
XRRA1,XRRA1
CHAC1,CHAC1
SDC4,SDC4
MYOZ2,MYOZ2
MIR548AG1,MIR548AG1
SMKR1,SMKR1
LENG1,LENG1
SNORA18,SNORA18
LVRN,LVRN
BLVRA,BLVRA
PTH1R,PTH1R
GRN,GRN
ZNF572,ZNF572
ATG9B,ATG9B
RRP1,RRP1
PALD1,PALD1
NUDT11,NUDT11
S100Z,S100Z
PCDH17,PCDH17
RBM44,RBM44
AZIN2,AZIN2
ARL16,ARL16
CD164,CD164
LNP1,LNP1
EXOC3L4,EXOC3L4
ZNF358,ZNF358
SIGLEC15,SIGLEC15
HOXD1,HOXD1
TNS1,TNS1
FOXJ3,FOXJ3
ZNF273,ZNF107
TMIGD1,TMIGD1
SCARNA8,SCARNA8
SNORA24,SNORA24
GEMIN7,GEMIN7
CDCA5,CDCA5
ZNF692,ZNF692
ORAI2,ORAI2
CD99L2,CD99L2
MYL4,MYL4
EFCAB11,EFCAB11
C15orf39,C15orf39
BANK1,BANK1
OR6A2,OR6A2
COQ5,COQ5
RBMXL2,RBMXL2
BCL2A1,BCL2A1
MAP10,MAP10
PLA2G4F,PLA2G4F
CARMIL1,CARMIL1
CLCA1,CLCA1
RIN1,RIN1
FBXO7,FBXO7
AQP8,AQP8
TMEM187,TMEM187
ASB14,ASB14
IFT140,IFT140
OR8A1,OR8A1
ALLC,ALLC
TRDMT1,TRDMT1
ELMOD3,ELMOD3
SLC38A6,SLC38A6
GPR156,GPR156
LAMB3,LAMB3
CCDC160,CCDC160
MIR155,MIR155
C1orf162,C1orf162
TMEM126A,TMEM126A
ADGRF1,ADGRF1
ERICH4,ERICH4
SMPDL3B,SMPDL3B
CCDC170,CCDC170
SPATA2,SPATA2
GPHB5,GPHB5
MARCO,MARCO
COL4A4,COL4A4
SOS2,SOS2
GPRC5C,GPRC5C
CUEDC1,CUEDC1
GEN1,GEN1
DNAH8,DNAH8
PPP1R15B,PPP1R15B
MAP4,MAP4
TMEM171,TMEM171
NES,NES
SLC39A1,SLC39A1
PRORP,PRORP
TYW3,TYW3
BEAN1,BEAN1
GALK1,GALK1
GPRIN3,GPRIN3
MIR642A,MIR642A
C2orf74,C2orf74
IPO7,IPO7
SLC25A22,SLC25A22
WEE1,WEE1
LGALS4,LGALS4
OR51S1,OR51S1
ANKRD33,ANKRD33
FAM81B,FAM81B
TTF2,TTF2
TGM7,TGM7
SNORA37,SNORA37
RNU11-5P,RNU11-5P
PDIA4,PDIA4
ALKAL1,ALKAL1
SGCA,SGCA
VGLL1,VGLL1
C19orf73,C19orf73
TFF2,TFF2
FSHB,FSHB
SNORA11B,SNORA11B
SNORA30B,SNORA30B
ANPEP,ANPEP
MAP3K13,MAP3K13
ARG1,ARG1
OR5P2,OR5P2
KNG1,KNG1
MMAA,MMAA
BRF1,BRF1
GJA9,GJA9
DSC2,DSC2
CEP128,CEP128
PIGZ,PIGZ
NCOA6,NCOA6
GREB1L,GREB1L
GZMM,GZMM
ARHGEF16,ARHGEF16
FCER2,FCER2
VGLL2,VGLL2
ATG9A,ATG9A
FZD6,FZD6
CLU,CLU
DPEP3,DPEP3
SLC22A16,SLC22A16
MMP9,MMP9
MEIOSIN,MEIOSIN
CALR3,CALR3
MIR548AG2,MIR548AG2
CEP15,CEP15
ARL14,ARL14
SPNS3,SPNS3
EIF3G,EIF3G
CD80,CD80
GASK1A,GASK1A
POLL,POLL
MYH11,MYH11
PIGG,PIGG
VRTN,VRTN
GBP7,GBP7
OR56B4,OR56B4
FAM186B,FAM186B
GINS3,GINS3
TUBAL3,TUBAL3
CCDC175,CCDC175
DYDC2,DYDC2
HHLA2,HHLA2
OR52D1,OR52D1
FNDC11,FNDC11
TXNDC11,TXNDC11
MGAT1,MGAT1
ITIH3,ITIH3
C10orf88,C10orf88
EMID1,EMID1
SAMD9,SAMD9
SYTL2,SYTL2
PTX3,PTX3
RNU6ATAC7P,RNU6ATAC7P
CEACAM4,CEACAM4
KLK12,KLK12
TCEANC,TCEANC
UBAP1L,UBAP1L
CCL28,CCL28
PDYN,PDYN
HEATR5B,HEATR5B
ENPP5,ENPP5
IFI44,IFI44
CCDC83,CCDC83
IQSEC1,IQSEC1
HROB,HROB
PGLYRP2,PGLYRP2
C16orf86,C16orf86
RDH16,RDH16
OR6P1,OR6P1
SIRPA,SIRPA
SGO2,SGO2
DGKI,DGKI
BICRAL,BICRAL
CIMAP1B,CIMAP1B
SP100,SP100
NUDT6,NUDT6
C17orf81,ELP5
OR2AG2,OR2AG2
KNSTRN,KNSTRN
VPS41,VPS41
MIPOL1,MIPOL1
KCNF1,KCNF1
CFAP47,CFAP47
LRWD1,LRWD1
ESF1,ESF1
FAM177B,FAM177B
GTF3A,GTF3A
LRRC75B,LRRC75B
RNU6ATAC21P,RNU6ATAC21P
MYOC,MYOC
ZNF593OS,ZNF593OS
ZNF596,ZNF596
OSM,OSM
CCDC91,CCDC91
C20orf204,C20orf204
CRYBB1,CRYBB1
ORC6,ORC6
MYLK3,MYLK3
C1QTNF8,C1QTNF8
UQCC2,UQCC2
OR10T2,OR10T2
CCDC24,CCDC24
ZNF775,ZNF775
IL23R,IL23R
SUSD5,SUSD5
ANGPT4,ANGPT4
PRRC2B,PRRC2B
FAM135B,FAM135B
HTR6,HTR6
RPUSD4,RPUSD4
CIITA,CIITA
ACTRT2,ACTRT2
SLC10A6,SLC10A6
SPP1,SPP1
OR9I1,OR9I1
SLC12A1,SLC12A1
PUDP,PUDP
LYPD5,LYPD5
DNAH1,DNAH1
GRIP1,GRIP1
EPS8L1,EPS8L1
CEACAM20,CEACAM20
MIR335,MIR335
ASPM,ASPM
OR6M1,OR6M1
OR2B3,OR2B3
TDRD6,TDRD6
SEL1L2,SEL1L2
ITGA8,ITGA8
TCP11L1,TCP11L1
TERF1,TERF1
SLC24A1,SLC24A1
CRB3,CRB3
TBPL2,TBPL2
IGFL3,IGFL3
PYROXD1,PYROXD1
HLA-DOA,HLA-DOA
PHPT1,PHPT1
SCT,SCT
LY6G6C,LY6G6C
ALG8,ALG8
ATP7B,ATP7B
C18orf21,C18orf21
SLC9C2,SLC9C2
PALB2,PALB2
TGFB1I1,TGFB1I1
OR7D2,OR7D2
FGL1,FGL1
MRGPRE,MRGPRE
NTHL1,NTHL1
NOSTRIN,NOSTRIN
GGT6,GGT6
MASP2,MASP2
CDNF,CDNF
FBXL8,FBXL8
VWA3A,VWA3A
ZNF598,ZNF598
CEP55,CEP55
SLC17A9,SLC17A9
ARMC3,ARMC3
C6,C6
FREM1,FREM1
CHRNB4,CHRNB4
DNAJC4,DNAJC4
LRIT2,LRIT2
OR5AN1,OR5AN1
OR2M4,OR2M4
EXOC3L1,EXOC3L1
GSTM5,GSTM5
CNBD1,CNBD1
ACTL7A,ACTL7A
ATP6V1G3,ATP6V1G3
STATH,STATH
KNCN,KNCN
PHYHIP,PHYHIP
TEX36,TEX36
FAM133A,FAM133A
FMN1,FMN1
PLEKHS1,PLEKHS1
PAWR,PAWR
RAD18,RAD18
CD44,CD44
UCP2,UCP2
GRK6,GRK6
HCST,HCST
ZSCAN30,ZSCAN30
DNAAF9,DNAAF9
TAF1D,TAF1D
LDAF1,LDAF1
OPRL1,OPRL1
TRIM5,TRIM5
DENND1C,DENND1C
SCRN2,SCRN2
C1GALT1,C1GALT1
OR9H1P,OR9H1P
MCM4,MCM4
ECSIT,ECSIT
SLC23A3,SLC23A3
POSTN,POSTN
ATM,ATM
B3GALT9,B3GALT9
MRM2,MRM2
LSM10,LSM10
LY75,LY75
C11orf52,C11orf52
KIF5C,KIF5C
MRPS5,MRPS5
LRRD1,LRRD1
HORMAD2,HORMAD2
HASPIN,HASPIN
EFCAB5,EFCAB5
CD6,CD6
LCN15,LCN15
NDUFAF3,NDUFAF3
DYDC1,DYDC1
NUP62CL,NUP62CL
GALR3,GALR3
CCDC150,CCDC150
DCT,DCT
PRPF40B,PRPF40B
PSME4,PSME4
NLRP1,NLRP1
RPGRIP1,RPGRIP1
NTN5,NTN5
C1QC,C1QC
FAM136A,FAM136A
IFNLR1,IFNLR1
KRT75,KRT75
FAM107B,FAM107B
DAPK1,DAPK1
DCLRE1A,DCLRE1A
FERMT2,FERMT2
ZSCAN12,ZSCAN12
NUAK2,NUAK2
GRIA1,GRIA1
RSF1,RSF1
TIGD7,TIGD7
INHA,INHA
FATE1,FATE1
LENEP,LENEP
SYTL3,SYTL3
MS4A2,MS4A2
MRPL2,MRPL2
CCDC77,CCDC77
MT1X,MT1X
ANKRD23,ANKRD23
MT1F,MT1F
SOWAHB,SOWAHB
ZNF292,ZNF292
WNK3,WNK3
PXDNL,PXDNL
HINFP,HINFP
KCNJ16,KCNJ16
CDH2,CDH2
CAST,CAST
VSX1,VSX1
ZNF418,ZNF418
SLC25A34,SLC25A34
OR4K13,OR4K13
BIRC3,BIRC3
ZNF560,ZNF560
SYMPK,SYMPK
C1orf174,C1orf174
GSTO2,GSTO2
LAMB4,LAMB4
ULK4,ULK4
MIR412,MIR412
IQCC,IQCC
SNORA23,SNORA23
PSORS1C1,PSORS1C1
MYH15,MYH15
ZNF845,ZNF845
OR10A2,OR10A2
ECHDC3,ECHDC3
ZSCAN32,ZSCAN32
CEND1,CEND1
ZNF77,ZNF77
RPUSD2,RPUSD2
AIRE,AIRE
PROCA1,PROCA1
HEMGN,HEMGN
PIERCE2,PIERCE2
IGLV4-69,IGLV4-69
FTMT,FTMT
CNST,CNST
CYP1B1,CYP1B1
LEMD1,LEMD1
ABITRAM,ABITRAM
SDR42E2,SDR42E2
RUBCNL,RUBCNL
SP9,SP9
TRIM42,TRIM42
CLEC9A,CLEC9A
ZNF750,ZNF750
BBS10,BBS10
CCDC50,CCDC50
LCT,LCT
ZFHX3,ZFHX3
TIPIN,TIPIN
PLD4,PLD4
BRD10,BRD10
NEK10,NEK10
PLA2G4B,PLA2G4B
ZNF616,ZNF616
CD101,CD101
TMED6,TMED6
KANK3,KANK3
SLC25A35,SLC25A35
TXNDC15,TXNDC15
DLX4,DLX4
ANKRD2,ANKRD2
AMZ2,AMZ2
MRPS22,MRPS22
RNF39,RNF39
CXCR2,CXCR2
DNASE2,DNASE2
TNFSF14,TNFSF14
RPRML,RPRML
DCD,DCD
ZSCAN10,ZSCAN10
MIR548H5,MIR548H5
COL22A1,COL22A1
ZHX1,ZHX1
FYB1,FYB1
ZNF254,ZNF254
ZNF530,ZNF530
INSYN2A,INSYN2A
PTGDR,PTGDR
C4orf17,C4orf17
LSG1,LSG1
ERI2,ERI2
IFRD2,IFRD2
DZIP1,DZIP1
SLFN5,SLFN5
PTGER3,PTGER3
GSDMC,GSDMC
ADAM20,ADAM20
UTP23,UTP23
GRHPR,GRHPR
CDC42BPG,CDC42BPG
LRRC43,LRRC43
OC90,OC90
PHIP,PHIP
BNIPL,BNIPL
CPVL,CPVL
PROCR,PROCR
CXCL17,CXCL17
PKD2L1,PKD2L1
LAMP3,LAMP3
ACTL9,ACTL9
MS4A1,MS4A1
GARIN4,GARIN4
CCDC9B,CCDC9B
IL10,IL10
AK6,AK6
ZNF230,ZNF230
TAPBPL,TAPBPL
ALPK1,ALPK1
PGBD2,PGBD2
ATOH1,ATOH1
ZFYVE16,ZFYVE16
SAP25,SAP25
PRDM16,PRDM16
PEAK3,PEAK3
ASB8,ASB8
PTPRCAP,PTPRCAP
ANKRD45,ANKRD45
GRAMD2A,GRAMD2A
KRTAP1-1,KRTAP1-1
TMEM275,TMEM275
BMP3,BMP3
TMEM97,TMEM97
WDR88,WDR88
LCE1C,LCE1C
PEMT,PEMT
SMCO4,SMCO4
SLC38A10,SLC38A10
TP53BP1,TP53BP1
CENPC,CENPC
FAM184B,FAM184B
IRX3,IRX3
DSG2,DSG2
MRPL39,MRPL39
PLA2R1,PLA2R1
SPINT1,SPINT1
KCTD10,KCTD10
GALNT5,GALNT5
ASAH1,ASAH1
ALPI,ALPI
SLC39A7,SLC39A7
ASPH,ASPH
UNKL,UNKL
GSG1L2,GSG1L2
TNFRSF13B,TNFRSF13B
TNKS1BP1,TNKS1BP1
OSBPL10,OSBPL10
NDUFS3,NDUFS3
ZC3H12D,ZC3H12D
ZNF181,ZNF181
CFAP44,CFAP44
FAM151A,FAM151A
CCDC194,CCDC194
NAT1,NAT1
PI3,PI3
ZMYM4,ZMYM4
GLG1,GLG1
GFER,GFER
DNAI1,DNAI1
SMAD1,SMAD1
AKAP12,AKAP12
HNMT,HNMT
LAMA1,LAMA1
REG3A,REG3A
FOXL2NB,FOXL2NB
MRPL17,MRPL17
RTP3,RTP3
NT5M,NT5M
TREH,TREH
S100PBP,S100PBP
PHF20L1,PHF20L1
MIF4GD,MIF4GD
ATPSCKMT,ATPSCKMT
CCDC70,CCDC70
DOCK11,DOCK11
CYP4F11,CYP4F11
BPHL,BPHL
ZC3H8,ZC3H8
GBP4,GBP4
CTSO,CTSO
TRIM38,TRIM38
NIBAN3,NIBAN3
ITPRID2,ITPRID2
ZNF473,ZNF473
EIF2AK2,EIF2AK2
CDK5,CDK5
SLC16A3,SLC16A3
PRR9,PRR9
MIR492,MIR492
NAT2,NAT2
ZP1,ZP1
CARTPT,CARTPT
TMPRSS12,TMPRSS12
TRIM45,TRIM45
TSKS,TSKS
SEMA5A,SEMA5A
GPD2,GPD2
C5orf34,C5orf34
MORC1,MORC1
HAUS6,HAUS6
TMIGD3,TMIGD3
DAO,DAO
CEP104,CEP104
KANSL1L,KANSL1L
GRK4,GRK4
KATNIP,KATNIP
RFX6,RFX6
KLRF1,KLRF1
ADGRG1,ADGRG1
FCAMR,FCAMR
SHQ1,SHQ1
AKAP8,AKAP8
AGA,AGA
PHF2,PHF2
NOP9,NOP9
BORA,BORA
CARD6,CARD6
C4orf51,C4orf51
TXN2,TXN2
RBM10,RBM10
ZYG11B,ZYG11B
ZNF776,ZNF776
VCAN,VCAN
SYBU,SYBU
THSD8,THSD8
ZNF610,ZNF610
NOBOX,NOBOX
OR13D1,OR13D1
SSC4D,SSC4D
PTH,PTH
CARS1,CARS1
NFE2L2,NFE2L2
B3GNT9,B3GNT9
RPS6KC1,RPS6KC1
BRDT,BRDT
NRBP1,NRBP1
CETN1,CETN1
NDUFA8,NDUFA8
NOC2L,NOC2L
P2RX5,P2RX5
SH2B3,SH2B3
TM4SF20,TM4SF20
EBI3,EBI3
VCPKMT,VCPKMT
C1orf216,C1orf216
GTDC1,GTDC1
TRAF3IP2,TRAF3IP2
FMR1,FMR1
OR6K6,OR6K6
MRNIP,MRNIP
AIM2,AIM2
ANKRD44,ANKRD44
PPME1,PPME1
KIF21A,KIF21A
C18orf63,C18orf63
MS4A5,MS4A5
HTN1,HTN1
PINLYP,PINLYP
TIMM17A,TIMM17A
DNAJC12,DNAJC12
SNORD89,SNORD89
CYTH3,CYTH3
KIF2A,KIF2A
TDRD3,TDRD3
AHI1,AHI1
TUT7,TUT7
KBTBD4,KBTBD4
RABGAP1,RABGAP1
GTSE1,GTSE1
CAPN11,CAPN11
ADAM18,ADAM18
INCENP,INCENP
GTPBP8,GTPBP8
FAM120AOS,FAM120AOS
DST,DST
SPAM1,SPAM1
F7,F7
NAT8,NAT8
MT-CO2,COX2
DDX31,DDX31
ACAA2,ACAA2
EXOG,EXOG
DNAJB1,DNAJB1
DCTPP1,DCTPP1
APBB2,APBB2
ZNF223,ZNF223
SSBP2,SSBP2
RGSL1,RGSL1
LEPR,LEPR
NCR3LG1,NCR3LG1
CFAP65,CFAP65
MROH2B,MROH2B
TMEM119,TMEM119
APOA4,APOA4
AHSG,AHSG
EPS8L3,EPS8L3
PATE2,PATE2
C7H7orf57,C7orf57
IFI44L,IFI44L
ECT2L,ECT2L
TNN,TNN
FBXL4,FBXL4
TDRP,TDRP
HMBOX1,HMBOX1
BAG6,BAG6
OGFRL1,OGFRL1
IP6K2,IP6K2
SDE2,SDE2
LIPH,LIPH
EXTL1,EXTL1
TSPO,TSPO
VMAC,VMAC
SRARP,SRARP
ZNF708,ZNF708
CERS4,CERS4
TAB1,TAB1
CAPN1,CAPN1
SNCAIP,SNCAIP
CEP290,CEP290
CA14,CA14
SFTPB,SFTPB
ZNF446,ZNF446
ETAA1,ETAA1
UBAP2,UBAP2
SAXO5,SAXO5
ZNF813,ZNF813
ZNF613,ZNF613
CYP27A1,CYP27A1
KRTAP20-1,KRTAP20-1
SPC25,SPC25
TMX1,TMX1
C16orf54,C16orf54
TMEM175,TMEM175
YIPF7,YIPF7
CCDC43,CCDC43
GUCA2B,GUCA2B
OTOL1,OTOL1
VWA2,VWA2
LBR,LBR
SULF2,SULF2
GDF7,GDF7
CD1D,CD1D
ZNF551,ZNF551
FRAT1,FRAT1
CNGA3,CNGA3
KCNMB3,KCNMB3
GRIP2,GRIP2
CNOT3,CNOT3
EIF4A3,EIF4A3
SHROOM2,SHROOM2
CENPL,CENPL
YBEY,YBEY
CYB5R3,CYB5R3
BRME1,BRME1
SMTN,SMTN
DUSP13B,DUSP13B
ZWINT,ZWINT
PLCZ1,PLCZ1
JRK,JRK
ART3,ART3
MDM2,MDM2
RTL9,RTL9
C19orf85,C19orf85
CD1B,CD1B
GADD45GIP1,GADD45GIP1
C11orf42,C11orf42
TRPC5OS,TRPC5OS
AWAT2,AWAT2
TRBV28,TRBV28
TRAV17,TRAV17
UIMC1,UIMC1
WDCP,WDCP
RESF1,RESF1
PGC,PGC
ANGPTL5,ANGPTL5
CAMK2B,CAMK2B
GTF3C3,GTF3C3
RSPO2,RSPO2
JCAD,JCAD
SNTN,SNTN
MRPL44,MRPL44
FSCN3,FSCN3
NELFE,NELFE
OR1L1,OR1L1
TTC4,TTC4
KANK4,KANK4
EI24,EI24
SNORD90,SNORD90
NEU4,NEU4
SCN11A,SCN11A
AKAP13,AKAP13
RUFY4,RUFY4
MED12,MED12
TRIM24,TRIM24
CEP192,CEP192
MTFR2,MTFR2
P3H4,P3H4
P2RX6,P2RX6
TRAF3IP3,TRAF3IP3
FAM161A,FAM161A
RTTN,RTTN
RDH8,RDH8
MIR7-3,ggo-mir-7-3
ptr-mir-182,ggo-mir-182
ISG15,ISG15
NKG7,NKG7
PPM1D,PPM1D
OR1N2,OR1N2
ENTPD2,ENTPD2
CABP4,CABP4
ZMYND10,ZMYND10
MEI4,MEI4
CTXND2,CTXND2
TMEM128,TMEM128
HLX,HLX
ADGRG3,ADGRG3
FOXS1,FOXS1
HSPBAP1,HSPBAP1
ZNF169,ZNF169
SRXN1,SRXN1
CTBP1,CTBP1
FIGLA,FIGLA
TNRC6A,TNRC6A
GPR161,GPR161
AXDND1,AXDND1
MIR548S,MIR548S
IL31,IL31
CFAP97D1,CFAP97D1
LRFN3,LRFN3
PHKB,PHKB
SYCP2,SYCP2
KMT5C,KMT5C
DOT1L,DOT1L
CYP2B6,CYP2B6
ZNF543,ZNF543
AWAT1,AWAT1
SUV39H2,SUV39H2
NLRP12,NLRP12
CXCL13,CXCL13
MIR187,ggo-mir-187
CPA5,CPA5
FKBP6,FKBP6
RSL1D1,RSL1D1
FHDC1,FHDC1
MAPK15,MAPK15
MYT1,MYT1
MBOAT4,MBOAT4
TRPM5,TRPM5
QDPR,QDPR
BCL2L15,BCL2L15
CCDC81,CCDC81
PDZD7,PDZD7
RGS19,RGS19
BPI,BPI
ALG12,ALG12
CHGB,CHGB
GBP3,GBP3
SLC39A4,SLC39A4
ZNF852,ZNF852
LINS1,LINS1
MTUS1,MTUS1
PSMB5,PSMB5
CIMIP5,C2orf50
TRDV3,TRDV3
C3orf18,C3orf18
OR5AS1,OR5AS1
PLAAT2,PLAAT2
SDHAF4,SDHAF4
EME2,EME2
ZNF284,ZNF284
ZNF165,ZNF165
ZNF577,ZNF577
TTLL3,TTLL3
BGN,BGN
CFAP263,CCDC113
SHBG,SHBG
AKR1C4,AKR1C4
GPN3,GPN3
ARHGEF6,ARHGEF6
IL1B,IL1B
SPATA18,SPATA18
CFAP61,CFAP61
SERPINA10,SERPINA10
ZNF684,ZNF684
TMEM267,TMEM267
NACA2,NACA2
ZNF681,ZNF681
APOD,APOD
ZNF518B,ZNF518B
LLGL2,LLGL2
TIFAB,TIFAB
PIWIL3,PIWIL3
SCCPDH,SCCPDH
LAT,LAT
FGF5,FGF5
DDX60L,DDX60L
GUCY1B1,GUCY1B1
TPSG1,TPSG1
INSYN2B,INSYN2B
MFNG,MFNG
OR51V1,OR51V1
LBP,LBP
UPP2,UPP2
ZMYM5,ZMYM5
LACTB2,LACTB2
TEX101,TEX101
MS4A12,MS4A12
C3orf62,C3orf62
MAPK8,MAPK8
C14orf39,C14orf39
