human gene name,mice gene name
FCRLB,Fcrlb
FA2H,Fa2h
CMSS1,Cmss1
ATP5MG,Atp5mg
NCAPG,Ncapg
PPEF2,Ppef2
SMPD1,Smpd1
ZC3H12A,Zc3h12a
ZNF383,Zfp383
TMC2,Tmc2
STARD8,Stard8
CDH3,Cdh3
MBNL3,Mbnl3
NDFIP2,Ndfip2
CCDC88C,Ccdc88c
PAQR7,Paqr7
ACBD7,Acbd7
MDN1,Mdn1
NDUFB7,Ndufb7
FSTL3,Fstl3
GLUL,Glul
GRAMD1C,Gramd1c
C8orf34,A830018L16Rik
ARSG,Arsg
MCFD2,Mcfd2
EIF2AK1,Eif2ak1
CTSE,Ctse
IRAK1BP1,Irak1bp1
CELA1,Cela1
DSG4,Dsg4
DGKA,Dgka
SNORD12C,Gm25878
NAGLU,Naglu
IPMK,Ipmk
PPP6R2,Ppp6r2
SLC45A2,Slc45a2
KRT72,Krt72
SCARNA10,Scarna10
DUSP18,Dusp18
UAP1L1,Uap1l1
RSBN1L,Rsbn1l
MINPP1,Minpp1
NR2C2AP,Nr2c2ap
PNRC2,Pnrc2
ABITRAM,Abitram
COA5,Coa5
NUDT14,Nudt14
CTSZ,Ctsz
CDK3,Cdk3
NCL,Ncl
KMT5A,Kmt5a
ZUP1,Zup1
ANKRD35,Ankrd35
SLC27A2,Slc27a2
SNORD88C,Gm26247
THNSL1,Thnsl1
L2HGDH,L2hgdh
SAMSN1,Samsn1
INPP5B,Inpp5b
NOSTRIN,Nostrin
SLC18A1,Slc18a1
RMDN1,Rmdn1
ITGA2,Itga2
ANO7,Ano7
POLL,Poll
DKK3,Dkk3
SDHAF3,Sdhaf3
IRX4,Irx4
SNORA5A,Gm24313
SRBD1,Srbd1
MRPL43,Mrpl43
SDHD,Sdhd
DECR1,Decr1
TMEM97,Tmem97
CFB,Cfb
NUDT5,Nudt5
ZFYVE28,Zfyve28
TXNDC11,Txndc11
FUCA1,Fuca1
AGA,Aga
CAVIN4,Cavin4
KISS1R,Kiss1r
TSPOAP1,Tspoap1
MVB12A,Mvb12a
DNAJC22,Dnajc22
CHCHD7,Chchd7
NUMA1,Numa1
MIR181A1,Mir181a-1
MBIP,Mbip
AKR1D1,Akr1d1
OR13A1,Or13a1
ASPH,Asph
BCAP29,Bcap29
STYXL2,Styxl2
TECRL,Tecrl
WDSUB1,Wdsub1
MIR31,Mir31
SYAP1,Syap1
PLGRKT,Plgrkt
METTL24,Mettl24
FBLN2,Fbln2
LARP7,Larp7
PDE1C,Pde1c
EPYC,Epyc
GPX8,Gpx8
ZNHIT2,Znhit2
KRT84,Krt84
TECPR2,Tecpr2
GZF1,Gzf1
ATG16L2,Atg16l2
AVPR1A,Avpr1a
NEU1,Neu1
INHBE,Inhbe
LIN28B,Lin28b
OR4K2,Or4k2
SLC2A6,Slc2a6
OR2AG2,Or2ag2
CMC2,Cmc2
TTC4,Ttc4
JUND,Jund
SNORD34,Snord34
TBC1D2,Tbc1d2
LMNB2,Lmnb2
VWA7,Vwa7
PIM2,Pim2
RPL7L1,Rpl7l1
AFAP1L2,Afap1l2
OR2A14,Or2a14
RTTN,Rttn
PON1,Pon1
OTOP3,Otop3
XK,Xk
CYB5R2,Cyb5r2
MRPL30,Mrpl30
USP11,Usp11
SLC15A2,Slc15a2
SLC52A2,Slc52a2
NEK1,Nek1
GEMIN5,Gemin5
INPP5J,Inpp5j
OR4C12,Or4c12b
SNORD12,Snord12
SAMD12,Samd12
SLC9A3,Slc9a3
THG1L,Thg1l
TMCO4,Tmco4
SNORD121A,Gm24837
ZSWIM1,Zswim1
GPC2,Gpc2
SNORD1A,Snord1a
LHCGR,Lhcgr
RUFY3,Rufy3
DECR2,Decr2
SUN2,Sun2
MRPL3,Mrpl3
OR52J3,Or52j3
LRRC18,Lrrc18
POC1B,Poc1b
OR51M1,Or51m1
CASP7,Casp7
PPP1R3F,Ppp1r3f
LARGE2,Large2
RDH8,Rdh8
GORASP1,Gorasp1
SCN10A,Scn10a
MFAP3,Mfap3
ANKRD23,Ankrd23
ATP5PO,Atp5po
CCR5,Ccr5
SPINDOC,Spindoc
ANKS4B,Anks4b
SLC44A4,Slc44a4
BRI3BP,Bri3bp
ZMYND12,Zmynd12
VIT,Vit
FAM221A,Fam221a
IMPACT,Impact
PCDHGB7,Pcdhgb7
MIR98,Mir98
PPP1R16A,Ppp1r16a
SLC1A5,Slc1a5
OR9Q1,Or9q1
ERRFI1,Errfi1
GPR37,Gpr37
RNFT1,Rnft1
ZNF354B,Zfp354b
PYCR3,Pycr3
FPGS,Fpgs
OR2I1P,Or2i1
ACE2,Ace2
RFC1,Rfc1
COQ4,Coq4
OR5D18,Or5d18
OTOG,Otog
TANGO6,Tango6
RNF180,Rnf180
GPR119,Gpr119
MPHOSPH10,Mphosph10
NAGA,Naga
ACOT9,Acot9
ZNF395,Zfp395
NOP9,Nop9
MRPS33,Mrps33
FAM83A,Fam83a
ENPP4,Enpp4
BAALC,Baalc
ADAMTS1,Adamts1
SNORD60,Snord60
TTC33,Ttc33
IGHV3-23,Ighv5-9
OR2C1,Or2c1
OR4F3,Or4f7
NCF1,Ncf1
OR13J1,Or13j1
MYO19,Myo19
SENP5,Senp5
OR4K5,Or4k5
MMP11,Mmp11
THYN1,Thyn1
VPS37C,Vps37c
ZNF317,Zfp317
MUS81,Mus81
MRPL51,Mrpl51
SNORA35,Snora35
HYAL2,Hyal2
DSC1,Dsc1
CDON,Cdon
BHLHE23,Bhlhe23
SNORA29,Gm26130
SH2D3C,Sh2d3c
JADE3,Jade3
NCOA7,Ncoa7
HOXD1,Hoxd1
HHIPL1,Hhipl1
FLAD1,Flad1
STEAP1,Steap1
MRC1,Mrc1
PLIN1,Plin1
SLC36A2,Slc36a2
ITIH1,Itih1
MRTFA,Mrtfa
PTPRZ1,Ptprz1
ENDOU,Endou
HCRT,Hcrt
TBCD,Tbcd
C1orf146,1700028K03Rik
NDUFAF6,Ndufaf6
C4orf54,1110002E22Rik
DCAF12L2,Dcaf12l2
ADA,Ada
HIBCH,Hibch
MPP4,Mpp4
KIF22,Kif22
PEX1,Pex1
MYL10,Myl10
ITPRID2,Itprid2
GUCY2C,Gucy2c
ARL11,Arl11
TMEM241,Tmem241
FAT2,Fat2
TPRG1,Tprg1
GJE1,Gje1
SYTL1,Sytl1
SLC2A2,Slc2a2
PLTP,Pltp
CKAP4,Ckap4
ASXL3,Asxl3
COX10,Cox10
RNF43,Rnf43
OR2A7,Or2a7
OR2A25,Or2a25
TM4SF5,Tm4sf5
NFKBIE,Nfkbie
INAVA,Inava
MTRF1,Mtrf1
NEDD4,Nedd4
GCA,Gca
DUSP19,Dusp19
ECHDC3,Echdc3
ANKS3,Anks3
CA12,Car12
C19orf53,D8Ertd738e
GGCT,Ggct
CNTF,Cntf
PCDHA10,Pcdha9
OR9I1,Or9i1
CYP4V2,Cyp4v3
DUS3L,Dus3l
CUX2,Cux2
ALKBH7,Alkbh7
GDF7,Gdf7
TAMM41,Tamm41
OR4B1,Or4b1
LRRC15,Lrrc15
PARS2,Pars2
PM20D2,Pm20d2
VAMP2,Vamp2
SLC38A8,Slc38a8
PTX3,Ptx3
TMEM260,Tmem260
PKHD1L1,Pkhd1l1
MGA,Mga
DNAJB6,Dnajb6
RSAD2,Rsad2
QPCT,Qpct
MIR200B,Mir200b
ERN2,Ern2
FUT10,Fut10
CYP2F1,Cyp2f2
RABL2A,Rabl2
ABCG8,Abcg8
ST14,St14
KRT7,Krt7
RMND1,Rmnd1
HIGD1C,Higd1c
CPA1,Cpa1
SNORD35A,Snord35a
ARL6IP6,Arl6ip6
TSPEAR,Tspear
SCG2,Scg2
OR1R1P,Or1r1
MPST,Mpst
FDX2,Fdx2
FLT1,Flt1
GOLGA1,Golga1
ELAC2,Elac2
ST3GAL1,St3gal1
KLHL34,Klhl34
VSIG2,Vsig2
VPS9D1,Vps9d1
ADAMTS14,Adamts14
BCL3,Bcl3
OR5V1,Or5v1
LRRC75B,Lrrc75b
OR6K6,Or6k6
S1PR4,S1pr4
KRI1,Kri1
MIR183,Mir183
INS,Ins2
SVEP1,Svep1
EIF2D,Eif2d
GMIP,Gmip
STAB1,Stab1
TCAIM,Tcaim
ANKRD34B,Ankrd34b
NHSL3,Nhsl3
HMOX1,Hmox1
RBM19,Rbm19
TREH,Treh
CECR2,Cecr2
DKK1,Dkk1
ANKRD27,Ankrd27
TATDN3,Tatdn3
SOX8,Sox8
FGL1,Fgl1
OR52E6,Or52e8b
PPP1R14D,Ppp1r14d
BPHL,Bphl
PIEZO1,Piezo1
OR8K3,Or8k3
CCDC149,Ccdc149
SPECC1,Specc1
SERINC5,Serinc5
MAST4,Mast4
PDE3B,Pde3b
EEF1AKMT1,Eef1akmt1
CBLIF,Cblif
EPOR,Epor
SFTPC,Sftpc
LGALS3,Lgals3
MECR,Mecr
OR11H6,Or11h6
PHACTR2,Phactr2
ENPP5,Enpp5
ZFP90,Zfp90
SOAT2,Soat2
NDUFS6,Ndufs6
MYD88,Myd88
IRAG1,Irag1
AGPAT5,Agpat5
ANKRD12,Ankrd12
LEFTY1,Lefty1
PODNL1,Podnl1
SHCBP1L,Shcbp1l
IPO4,Ipo4
PNPLA7,Pnpla7
ACOD1,Acod1
CP,Cp
MYLK2,Mylk2
AGRN,Agrn
MIRLET7A3,Mirlet7c-2
PRODH,Prodh
ZNF516,Zfp516
TNFAIP8L1,Tnfaip8l1
MORC4,Morc4
ANKRD16,Ankrd16
SLC35G5,Slc35g3
TMEM128,Tmem128
AWAT1,Awat1
FGG,Fgg
LIPN,Lipn
PTAFR,Ptafr
MOCS2,Mocs2
SLC35F3,Slc35f3
CLDN17,Cldn17
TOE1,Toe1
TRIM56,Trim56
IFT140,Ift140
ABCB11,Abcb11
MIA,Mia
SLC16A4,Slc16a4
OSGIN1,Osgin1
PLEKHG6,Plekhg6
NDOR1,Ndor1
CEBPZ,Cebpz
ARR3,Arr3
MTCL1,Mtcl1
ALDH16A1,Aldh16a1
GEMIN4,Gemin4
PTS,Pts
FOXD1,Foxd1
MEOX1,Meox1
SNX19,Snx19
SLC7A3,Slc7a3
TMEM42,Tmem42
IGFBP3,Igfbp3
RBM28,Rbm28
ZNF346,Zfp346
SLC4A1,Slc4a1
SCPEP1,Scpep1
SCRG1,Scrg1
CHP2,Chp2
TTR,Ttr
CYP7A1,Cyp7a1
BCAN,Bcan
NASP,Nasp
RTN1,Rtn1
TBXAS1,Tbxas1
SNORD35B,Snord35b
HCAR2,Hcar2
SPAG4,Spag4
AKR7L,Akr7a5
MRPS10,Mrps10
MLXIPL,Mlxipl
SPMIP1,Spmip1
MFSD8,Mfsd8
IL1F10,Il1f10
NTPCR,Ntpcr
CYP27B1,Cyp27b1
MCOLN2,Mcoln2
RNU6-638P,Gm55574
MYO3A,Myo3a
TRUB2,Trub2
SH3TC2,Sh3tc2
ARL5C,Arl5c
PTGER3,Ptger3
SIGIRR,Sigirr
MIR133A2,Mir133a-2
KYAT1,Kyat1
C19orf12,1600014C10Rik
GHRHR,Ghrhr
NHERF4,Nherf4
SNORA20,Snora20
MASP2,Masp2
GEMIN7,Gemin7
MDFIC,Mdfic
TMEM214,Tmem214
RAD9A,Rad9a
NFE2L2,Nfe2l2
NOD1,Nod1
CAMK4,Camk4
OR5D14,Or5d14
LENG1,Leng1
KHK,Khk
CCDC51,Ccdc51
SEC22C,Sec22c
SKAP1,Skap1
NUDT22,Nudt22
OLFML2A,Olfml2a
TMC3,Tmc3
CDA,Cda
MRPL19,Mrpl19
ADPRH,Adprh
CD164L2,Cd164l2
CXCL12,Cxcl12
TMEM229A,Tmem229a
FHIP1A,Fhip1a
NOP53,Nop53
GCNT4,Gcnt4
MROH2B,Mroh2b
PABIR2,Pabir2
CIAPIN1,Ciapin1
PINK1,Pink1
TMEM174,Tmem174
MDFIC2,Mdfic2
TGFBR3,Tgfbr3
PTGES2,Ptges2
SCRN3,Scrn3
SMIM11,Smim11
LEFTY2,Lefty2
TBC1D31,Tbc1d31
CPZ,Cpz
FUCA2,Fuca2
CAPN10,Capn10
CHFR,Chfr
ASAP3,Asap3
PCSK5,Pcsk5
PKD2L2,Pkd2l2
PLEKHG5,Plekhg5
C21orf91,D16Ertd472e
FASN,Fasn
ARHGEF16,Arhgef16
SIK1,Sik1
LRCH4,Lrch4
NPHS1,Nphs1
OTUB2,Otub2
RXFP2,Rxfp2
SNORD82,Snord82
NUDT18,Nudt18
MIR132,Mir132
OR5M8,Or5m8
FGF3,Fgf3
SLC7A4,Slc7a4
SEC11A,Sec11a
NTS,Nts
SLC26A11,Slc26a11
GPR39,Gpr39
ZNF623,Zfp623
SLC25A21,Slc25a21
NSUN3,Nsun3
COMMD6,Commd6
ACSL5,Acsl5
NAXD,Naxd
EPCAM,Epcam
HDGFL2,Hdgfl2
TFF2,Tff2
MPZL2,Mpzl2
TNFRSF12A,Tnfrsf12a
STEAP4,Steap4
MPL,Mpl
OR6B3,Or6b2b
PTRH1,Ptrh1
MERTK,Mertk
MRM3,Mrm3
IGF2R,Igf2r
CAVIN3,Cavin3
DAP3,Dap3
FGD2,Fgd2
APC2,Apc2
ACOT12,Acot12
ATP5PD,Atp5pd
FAM83B,Fam83b
DNAJB2,Dnajb2
MIR15B,Mir15b
PLA1A,Pla1a
TMEM175,Tmem175
PON3,Pon3
PABPC4L,Pabpc4l
NAALADL1,Naaladl1
TDP1,Tdp1
ZNF286A,Zfp286
HGSNAT,Hgsnat
GPR82,Gpr82
CYTIP,Cytip
HSD17B13,Hsd17b13
CMTM7,Cmtm7
HPS5,Hps5
SLCO4C1,Slco4c1
SLC17A9,Slc17a9
RNF207,Rnf207
TMX4,Tmx4
KCNV2,Kcnv2
CDC25B,Cdc25b
COA3,Coa3
ZBTB24,Zbtb24
CDH1,Cdh1
PPHLN1,Pphln1
DAPL1,Dapl1
SMDT1,Smdt1
PCTP,Pctp
NDUFAF2,Ndufaf2
UCN,Ucn
XPNPEP2,Xpnpep2
NMNAT3,Nmnat3
TMEM254,Tmem254
TJP3,Tjp3
CPA3,Cpa3
WDFY4,Wdfy4
MTIF2,Mtif2
F2,F2
ENTPD3,Entpd3
PALD1,Pald1
MTRF1L,Mtrf1l
GFI1B,Gfi1b
GPRC5D,Gprc5d
N4BP1,N4bp1
MYO7B,Myo7b
ZBTB38,Zbtb38
P2RY4,P2ry4
ZKSCAN2,Zkscan2
ADORA2A,Adora2a
SLC2A9,Slc2a9
ADAM12,Adam12
ALS2CL,Als2cl
TNFSF13,Tnfsf13
MXI1,Mxi1
ZNF35,Zfp105
LRRC3C,Lrrc3c
WFDC1,Wfdc1
FAM135B,Fam135b
OR51F2,Or51f2
ZNF598,Zfp598
RNF217,Rnf217
PDCD11,Pdcd11
FREY1,Frey1
HAX1,Hax1
MIER2,Mier2
CNR2,Cnr2
NMNAT1,Nmnat1
LGALS12,Lgals12
SNORD52,Snord52
SNORA38,Gm23442
LACTBL1,Lactbl1
ZNF292,Zfp292
USP6NL,Usp6nl
SNORA50C,Gm22711
PTPRB,Ptprb
CHADL,Chadl
IGHV3-48,Ighv5-17
NCAPG2,Ncapg2
OR51F1,Or51f1
OR8U3,Or8u3-ps
PAOX,Paox
NDUFB8,Ndufb8
YIPF7,Yipf7
MIR1224,Mir1224
ZNF691,Zfp691
IL16,Il16
FAM177A1,Fam177a2
AGFG2,Agfg2
CA2,Car2
KRT4,Krt4
OR2B6,Or2b6
GNPAT,Gnpat
ADGRG2,Adgrg2
RBP1,Rbp1
OR52A5,Or52a5
MDM2,Mdm2
DMRTC2,Dmrtc2
GOLGA3,Golga3
LRRC36,Lrrc36
MOGAT2,Mogat2
POLR1H,Polr1h
ESF1,Esf1
DTYMK,Dtymk
BAHCC1,Bahcc1
CDCP1,Cdcp1
F9,F9
MRPS18A,Mrps18a
UBAP2,Ubap2
MARCHF1,Marchf1
SPHK2,Sphk2
NFKBID,Nfkbid
SPEN,Spen
SLC38A11,Slc38a11
GABPB2,Gabpb2
RGR,Rgr
GTPBP3,Gtpbp3
CD247,Cd247
OR9A2,Or9a2
HSD17B12,Hsd17b12
GCGR,Gcgr
PRSS53,Prss53
OR52R1,Or52r1
SNORD36B,Gm22879
OBI1,Obi1
L3MBTL4,L3mbtl4
SLC13A1,Slc13a1
ACYP2,Acyp2
GAS6,Gas6
TSPO,Tspo
AKAP6,Akap6
HAGHL,Haghl
CC2D1B,Cc2d1b
BPTF,Bptf
HPS3,Hps3
KBTBD11,Kbtbd11
GCSH,Gcsh
TRPV2,Trpv2
CELSR1,Celsr1
ELP1,Elp1
RETSAT,Retsat
MARCHF11,Marchf11
SAMD3,Samd3
PLA2G4B,Pla2g4b
HGFAC,Hgfac
LYNX1,Lynx1
CYP1B1,Cyp1b1
PIPOX,Pipox
KNTC1,Kntc1
BOLA1,Bola1
YJU2,Yju2
C1R,C1ra
CTBS,Ctbs
C3orf38,4930453N24Rik
TBC1D12,Tbc1d12
INPP1,Inpp1
SYPL1,Sypl1
ARMC6,Armc6
SLC26A3,Slc26a3
TXNRD1,Txnrd1
HIVEP3,Hivep3
TP53BP1,Trp53bp1
SNORC,Snorc
PLIN2,Plin2
LPIN3,Lpin3
ZNF12,Zfp12
PIDD1,Pidd1
GPR141,Gpr141
WDR89,Wdr89
PLBD2,Plbd2
PCDHGB1,Pcdhgb1
MAD1L1,Mad1l1
COL27A1,Col27a1
POMK,Pomk
LIPT1,Lipt1
OS9,Os9
APOM,Apom
MYOCD,Myocd
NDUFA3,Ndufa3
NQO2,Nqo2
HBE1,Hbb-y
RHBDD1,Rhbdd1
AVPR1B,Avpr1b
OR56B2P,Or56b2
RUSF1,Rusf1
RADIL,Radil
SLC15A3,Slc15a3
LRRC71,Lrrc71
MYRFL,Myrfl
GLB1L,Glb1l
AP4E1,Ap4e1
AJAP1,Ajap1
PNKP,Pnkp
SLC26A2,Slc26a2
PTPN13,Ptpn13
DGKQ,Dgkq
KCNIP2,Kcnip2
CRYZ,Cryz
NHLRC1,Nhlrc1
MIR204,Mir204
ARHGAP4,Arhgap4
GAP43,Gap43
ANO5,Ano5
OR5AN1,Or5an1c
AOC2,Aoc2
FGF4,Fgf4
NOS2,Nos2
USP43,Usp43
RIDA,Rida
DRC3,Drc3
DIPK2B,Dipk2b
SH3RF2,Sh3rf2
TMEM218,Tmem218
CCK,Cck
ADGRA1,Adgra1
KMT5C,Kmt5c
DGCR6,Dgcr6
UBXN6,Ubxn6
CCDC77,Ccdc77
CERS1,Cers1
TRPV5,Trpv5
MMS22L,Mms22l
COX20,Cox20
MRPL48,Mrpl48
PRDM13,Prdm13
ZWILCH,Zwilch
ENPP3,Enpp3
UBASH3A,Ubash3a
RFNG,Rfng
C4orf33,D3Ertd751e
TOM1L1,Tom1l1
ARHGAP17,Arhgap17
P2RX7,P2rx7
SGPP1,Sgpp1
SELENOO,Selenoo
PLXDC1,Plxdc1
KIF12,Kif12
AIPL1,Aipl1
ARRDC2,Arrdc2
CAPRIN2,Caprin2
C22orf23,1700088E04Rik
SNORD125,Gm24958
DIPK1C,Dipk1c
USB1,Usb1
ACP7,Acp7
SLC44A3,Slc44a3
METRN,Metrn
TMEM179B,Tmem179b
CFAP70,Cfap70
ZFP41,Zfp41
TYW1,Tyw1
DST,Dst
TRMT112,Trmt112
GPR108,Gpr108
HMCN2,Hmcn2
HPS6,Hps6
ZNF784,Zfp784
ABCC3,Abcc3
OR4N4C,Or4n4b
CTSD,Ctsd
ARFGAP3,Arfgap3
HPS1,Hps1
SMIM1,Smim1
HBEGF,Hbegf
PLCH2,Plch2
ACBD5,Acbd5
PALMD,Palmd
JMJD8,Jmjd8
AURKA,Aurka
TK2,Tk2
DYNLT2,Dynlt2a1
ARID3A,Arid3a
PARP12,Parp12
AVP,Avp
CCNDBP1,Ccndbp1
SNORA2C,Snora34
ANKAR,Ankar
SRA1,Sra1
FSD2,Fsd2
ADCK5,Adck5
COX7A2,Cox7a2
NRROS,Nrros
ADAMTS8,Adamts8
GK5,Gk5
OR1Q1,Or1q1
CRACR2A,Cracr2a
ZNG1C,Zng1
CDKL3,Cdkl3
SLC30A8,Slc30a8
TLR7,Tlr7
CNTRL,Cntrl
KCNE5,Kcne5
COX14,Cox14
MYOC,Myoc
CHAT,Chat
KCNN1,Kcnn1
LRRC9,Lrrc9
C1orf35,2310033P09Rik
APBB1IP,Apbb1ip
INSIG1,Insig1
UTP18,Utp18
TSEN54,Tsen54
HSDL2,Hsdl2
COX6B2,Cox6b2
ATP10A,Atp10a
VSTM2A,Vstm2a
PCNX2,Pcnx2
INVS,Invs
CCSER2,Ccser2
ZBTB8B,Zbtb8b
HAPLN3,Hapln3
DNTT,Dntt
CDV3,Cdv3
KDM4B,Kdm4b
TRUB1,Trub1
PXMP4,Pxmp4
MVK,Mvk
DNASE1L3,Dnase1l3
SHISA8,Shisa8
OR4A47,Or4a47
ZCCHC8,Zcchc8
RAB3IL1,Rab3il1
HMGN1,Hmgn1
MAN2A1,Man2a1
LPAR5,Lpar5
WDR64,Wdr64
EFS,Efs
ZNF879,Zfp879
NSUN6,Nsun6
ACTRT2,Actrt2
DAO,Dao
NOX3,Nox3
COL17A1,Col17a1
ALG2,Alg2
SLC12A8,Slc12a8
NAGPA,Nagpa
SPTY2D1,Spty2d1
ARSK,Arsk
CIMAP1D,Cimap1d
TYMP,Tymp
KCNG4,Kcng4
SCNN1A,Scnn1a
KIAA1191,4833439L19Rik
RIPOR1,Ripor1
ARHGEF28,Arhgef28
SNORA58,Gm54509
CNGA3,Cnga3
SREBF1,Srebf1
SRP14,Srp14
THRB,Thrb
OR5B12,Or5b12b
PLK4,Plk4
RBMXL2,Rbmxl2
ITGB2,Itgb2
UGT2A1,Ugt2a1
ACAD11,Acad11
HOXB2,Hoxb2
KLK11,Klk11
DDX28,Ddx28
SNORD57,Snord57
ATP5PF,Atp5pf
SPRN,Sprn
LIPK,Lipk
RREB1,Rreb1
SDSL,Sdsl
TRAF3IP2,Traf3ip2
FOXN4,Foxn4
HESX1,Hesx1
SNORD1C,Snord1c
KDM5D,Kdm5d
TRANK1,Trank1
FBXL22,Fbxl22
SVIP,Svip
SPTA1,Spta1
FANCI,Fanci
DCN,Dcn
MIR150,Mir150
PDE4DIP,Pde4dip
DEUP1,Deup1
PHOSPHO2,Phospho2
CEP104,Cep104
EMID1,Emid1
MAPK1IP1L,Mapk1ip1l
CLCNKB,Clcnkb
FAM83G,Fam83g
PARP3,Parp3
TXNDC17,Txndc17
ATP23,Atp23
LAMTOR5,Lamtor5
ADGRV1,Adgrv1
SNORA77,Gm25777
CRYBB1,Crybb1
SERPINB1,Serpinb1a
PGR,Pgr
RRBP1,Rrbp1
GTF2IRD1,Gtf2ird1
NKX1-1,Nkx1-1
PIGG,Pigg
ARL13B,Arl13b
TAAR8,Taar8b
NTHL1,Nthl1
OR2T6,Or2t6
CYB5R4,Cyb5r4
EAF2,Eaf2
SLC10A2,Slc10a2
CYB5D2,Cyb5d2
ROS1,Ros1
MRPL9,Mrpl9
CCN3,Ccn3
SLC9B2,Slc9b2
OR2L5,Or2l5
TKTL2,Tktl2
LTBP2,Ltbp2
SLC3A1,Slc3a1
SNORA47,Snora47
DHRS4,Dhrs4
C2CD4D,C2cd4d
CEP350,Cep350
LONRF3,Lonrf3
RCAN2,Rcan2
SENP6,Senp6
LUZP1,Luzp1
BACH1,Bach1
HPGDS,Hpgds
NRDE2,Nrde2
MTG2,Mtg2
ASPRV1,Asprv1
SLA2,Sla2
AATF,Aatf
OR10X1,Or10x1
PCDH12,Pcdh12
PHACTR4,Phactr4
PROSER1,Proser1
PLEKHA4,Plekha4
ALDH3A1,Aldh3a1
RIOK1,Riok1
DDO,Ddo
FAM149B1,Fam149b
BHLHA15,Bhlha15
PIH1D1,Pih1d1
ADAMTS12,Adamts12
RGL3,Rgl3
TSPAN4,Tspan4
LENEP,Lenep
POLH,Polh
ARHGEF10,Arhgef10
RNASEH2B,Rnaseh2b
OR5M1,Or5m10b
OR8K1,Or8k1
GAA,Gaa
PNRC1,Pnrc1
ATG10,Atg10
DDX21,Ddx21
LLPH,Llph
MC5R,Mc5r
PLSCR4,Plscr4
FAM131C,Fam131c
NCAPH2,Ncaph2
HSD17B14,Hsd17b14
ZNF276,Zfp276
MIR181C,Mir181c
FAAP24,Faap24
MICAL1,Mical1
GDF2,Gdf2
ARMC12,Armc12
RPP21,Rpp21
SLC28A2,Slc28a2
TCERG1L,Tcerg1l
ANLN,Anln
OR5B3,Or5b3
PALM,Palm
FAM107B,Fam107b
YIPF2,Yipf2
PCDHGA6,Pcdhga6
ZNF507,Zfp507
OR1P1,Or1p1
USP44,Usp44
SERINC4,Serinc4
ARHGAP45,Arhgap45
WNK3,Wnk3
GNB1L,Gnb1l
TIMM29,Timm29
ARHGEF2,Arhgef2
OGFRL1,Ogfrl1
ZSWIM3,Zswim3
COX19,Cox19
CMKLR2,Cmklr2
NET1,Net1
CCL5,Ccl5
MOCS3,Mocs3
NDUFAF3,Ndufaf3
SYNRG,Synrg
ITGA2B,Itga2b
NMRK1,Nmrk1
VAMP1,Vamp1
EGFL8,Egfl8
FAM83F,Fam83f
MRPL21,Mrpl21
LIPG,Lipg
SCYL3,Scyl3
LYSMD3,Lysmd3
ZSCAN29,Zscan29
OR10J3,Or10j3
SSH3,Ssh3
TTLL4,Ttll4
GPR62,Gpr62
DNASE1L2,Dnase1l2
LRRC3,Lrrc3
SPMIP11,Spmip11
TMEM237,Tmem237
FAM169A,Fam169a
ADAM15,Adam15
TRBC2,Trbc1
SNX25,Snx25
EDA2R,Eda2r
AFG2B,Afg2b
RPS19,Rps19
PRODH2,Prodh2
RAD17,Rad17
MFSD10,Mfsd10
C9orf85,1110059E24Rik
OR10A3,Or10a3
ABCG5,Abcg5
IGBP1,Igbp1
SNTB2,Sntb2
HCAR1,Hcar1
DDI1,Ddi1
ZCCHC10,Zcchc10
C19orf67,1700067K01Rik
CMKLR1,Cmklr1
CLGN,Clgn
SHC4,Shc4
PRSS36,Prss36
ZBTB47,Zbtb47
GRXCR2,Grxcr2
CYYR1,Cyyr1
PKP2,Pkp2
MRPL46,Mrpl46
ELP6,Elp6
PRSS33,Prss33
INKA1,Inka1
CD37,Cd37
DNAI3,Dnai3
SNORD14E,Snord14e
KCNIP3,Kcnip3
KIF17,Kif17
NICOL1,Nicol1
CPOX,Cpox
PLEKHJ1,Plekhj1
RABL6,Rabl6
CEP170B,Cep170b
ELMOD3,Elmod3
PTK6,Ptk6
GPRC6A,Gprc6a
THUMPD3,Thumpd3
ZGPAT,Zgpat
GPR135,Gpr135
SBK2,Sbk2
IRGQ,Irgq
SSPN,Sspn
KIAA1217,Etl4
ARHGAP36,Arhgap36
PI4K2B,Pi4k2b
MTG1,Mtg1
PDZRN4,Pdzrn4
GTPBP10,Gtpbp10
MIR339,Mir339
SNORD54,Gm24016
NPC2,Npc2
SPINT1,Spint1
BMP3,Bmp3
FOXM1,Foxm1
MRPS18C,Mrps18c
KCTD18,Kctd18
LIF,Lif
MYRIP,Myrip
OR51S1,Or51s1
FKBP15,Fkbp15
MROH2A,Mroh2a
SMIM3,Smim3
CCR1,Ccr1
SNORD104,Snord104
LETMD1,Letmd1
FABP5,Fabp5
SAT2,Sat2
NID2,Nid2
HYLS1,Hyls1
LRRCC1,Lrrcc1
COL4A6,Col4a6
ASAH2,Asah2
TUT7,Tut7
SPPL2A,Sppl2a
SMPDL3A,Smpdl3a
RASAL3,Rasal3
ARHGAP8,Arhgap8
TRIML1,Triml1
MSH3,Msh3
NANOS1,Nanos1
MROH6,Mroh6
OR13F1,Or13f5
CLDN23,Cldn23
SDR16C5,Sdr16c5
PLAT,Plat
FTL,Ftl1
RAVER2,Raver2
DNA2,Dna2
