gorilla gene name,rhesus_macaque gene name
SDR39U1,SDR39U1
RBBP4,RBBP4
C10orf71,C9H10orf71
DKKL1,DKKL1
ZNF665,ZNF665
SLC22A1,SLC22A1
AGPAT1,AGPAT1
ZNF276,ZNF276
DCTD,DCTD
OR2J3,OR2J3
PTGDS,PTGDS
FBXO24,FBXO24
METTL17,METTL17
FAT1,FAT1
C14orf39,C7H14orf39
DZANK1,DZANK1
CSF3,CSF3
MSH5,MSH5
CUL4B,CUL4B
TNFRSF13B,TNFRSF13B
NIFK,NIFK
SON,SON
ACSBG1,ACSBG1
SERPINE1,SERPINE1
ESF1,ESF1
PARM1,PARM1
CYP1B1,CYP1B1
SPAG5,SPAG5
SRMS,SRMS
MIA2,MIA2
LCK,LCK
SLC39A13,SLC39A13
PAICS,PAICS
GRIA4,GRIA4
ZFYVE16,ZFYVE16
GABRG1,GABRG1
AKIRIN1,AKIRIN1
GRID2IP,GRID2IP
CCDC183,CCDC183
TUT7,TUT7
AGFG2,AGFG2
SLC2A4,SLC2A4
PABPN1L,PABPN1L
ARHGAP44,ARHGAP44
IKBIP,IKBIP
VWA5B2,VWA5B2
RIPOR1,RIPOR1
ZNF177,ZNF177
ECT2,ECT2
G0S2,G0S2
CFAP96,CFAP96
DLL3,DLL3
EVC,EVC
USP6NL,USP6NL
FMO3,FMO3
KCNK18,KCNK18
TYSND1,TYSND1
XIRP2,XIRP2
EFCAB5,EFCAB5
CCDC86,CCDC86
TNFSF14,TNFSF14
MMRN1,MMRN1
COQ3,COQ3
HPDL,HPDL
VPS50,VPS50
MAIP1,MAIP1
SNORA62,SNORA62
EIF3F,EIF3F
C2orf50,C13H2orf50
KIF11,KIF11
NAT16,NAT16
SHMT1,SHMT1
SHARPIN,SHARPIN
LGALS8,LGALS8
APOM,APOM
SETDB1,SETDB1
GFER,GFER
TSPYL2,TSPYL2
NFATC4,NFATC4
USP28,USP28
MINDY4,MINDY4
TMEM119,TMEM119
SYT7,SYT7
CCDC102B,CCDC102B
C7orf78,C7orf78
USP21,USP21
ZNF205,ZNF205
CSF3R,CSF3R
CCDC63,CCDC63
MLF1,MLF1
NMI,NMI
SH3PXD2B,SH3PXD2B
ABCA7,ABCA7
MVD,MVD
MINDY4B,MINDY4B
EFCAB12,EFCAB12
ADCY5,ADCY5
TAX1BP1,TAX1BP1
NOA1,NOA1
ACSL1,ACSL1
FGD3,FGD3
ZNF541,ZNF541
CRYGC,CRYGC
SLC38A10,SLC38A10
NOLC1,NOLC1
WFDC12,WFDC12
ZNF598,ZNF598
CYP2J2,CYP2J2
FAM83F,FAM83F
CEP68,CEP68
H1-3,H1-3
MIR553,mml-mir-553
CXCL17,CXCL17
MCCD1,MCCD1
SLC5A4,SLC5A4
PRX,PRX
ADCK2,ADCK2
DHX33,DHX33
ALOX15,ALOX15
TRIM63,TRIM63
CHIT1,CHIT1
HSD3B1,HSD3B1
MAN2B1,WDR83OS
DNAJC2,DNAJC2
RHPN1,RHPN1
OR10W1,OR10W1
TJP2,TJP2
ZNF791,ZNF791
NBR1,NBR1
ZP2,ZP2
DRAP1,DRAP1
LYPLAL1,LYPLAL1
CEP112,CEP112
ZNF836,ZNF836
RPL38,RPL38
DYRK4,DYRK4
PDILT,PDILT
ATL2,ATL2
GASK1A,GASK1A
PROCA1,PROCA1
BMP7,BMP7
FKBP4,FKBP4
TSSK4,TSSK4
COX4I1,COX4I1
SYNGAP1,SYNGAP1
CRIPTO,TDGF1
SNORD111,SNORD111
POU2AF2,POU2AF2
ADAMTS16,ADAMTS16
AVPR1A,AVPR1A
IMPA2,IMPA2
ADGB,ADGB
ELOVL3,ELOVL3
NLRP12,NLRP12
MECOM,MECOM
PAPPA,PAPPA
PRKD1,PRKD1
SEMA4B,SEMA4B
MTCH1,MTCH1
NCAPD2,NCAPD2
ELAC2,ELAC2
FAM181A,FAM181A
TFB1M,TFB1M
FIGLA,FIGLA
OR51V1,OR51V1
CASKIN1,CASKIN1
PNO1,PNO1
ZNF684,ZNF684
SERPINB12,SERPINB12
NOX5,NOX5
SLC52A1,SLC52A1
PLPP3,PLPP3
IQUB,IQUB
CACNA1B,CACNA1B
QPRT,QPRT
CPA2,CPA2
ANKFY1,ANKFY1
TSPAN17,TSPAN17
IPPK,IPPK
APC2,APC2
ADAMDEC1,ADAMDEC1
TOR1AIP2,TOR1AIP2
NAALADL2,NAALADL2
MTFR2,MTFR2
NEIL3,NEIL3
FBLN2,FBLN2
ARHGAP11A,ARHGAP11A
VCAN,VCAN
TTLL12,TTLL12
ULK2,ULK2
GUCA1C,GUCA1C
PLBD1,PLBD1
FAM168A,FAM168A
CACNA2D3,CACNA2D3
BIN2,BIN2
DEFB110,DEFB110
ANKRD33,ANKRD33
F2RL3,F2RL3
GDPD3,GDPD3
ZKSCAN3,ZKSCAN3
SRR,SRR
C4orf36,C5H4orf36
KRT26,KRT26
ALDH1L2,ALDH1L2
PXDN,PXDN
SLC17A5,SLC17A5
GRK3,GRK3
TMEM265,TMEM265
CXCL8,CXCL8
FTSJ1,FTSJ1
MRPL9,MRPL9
ANKRD37,ANKRD37
STAT1,STAT1
LSAMP,LSAMP
OR52M1,OR52M1
BRD9,BRD9
ZNF648,ZNF648
S100PBP,S100PBP
TRMT5,TRMT5
HCFC2,HCFC2
GON7,GON7
ABCG5,ABCG5
DNAJC15,DNAJC15
ACTA1,ACTA1
UNC119,UNC119
CDK19,CDK19
C3orf49,C2H3orf49
PUS7,PUS7
BAG1,BAG1
STAC2,STAC2
STEAP2,STEAP2
SLC39A6,SLC39A6
TMEM9,TMEM9
DFFB,DFFB
LEFTY2,LEFTY2
GGT6,GGT6
CEP44,CEP44
SNORA1B,SNORA1B
KRT24,KRT24
IGSF1,IGSF1
HHIPL1,HHIPL1
FKBP1B,FKBP1B
FAM53B,FAM53B
C1orf94,C1H1orf94
CCDC88A,CCDC88A
UBA5,UBA5
SPAG9,SPAG9
MIR934,mml-mir-934
TCTN2,TCTN2
SMARCB1,SMARCB1
DENND1B,DENND1B
WDR33,WDR33
PNMA5,PNMA5
ZNF318,ZNF318
DNAJC11,DNAJC11
GPD1L,GPD1L
PADI4,PADI4
TARBP2,TARBP2
ARMC3,ARMC3
PPP1R1C,PPP1R1C
DYDC2,DYDC2
USP3,USP3
TAF6L,TAF6L
BECN1,BECN1
FANCD2,FANCD2
DPEP3,DPEP3
PARPBP,PARPBP
C1orf87,C1H1orf87
PCDHB7,PCDHB7
BACH2,BACH2
NUAK2,NUAK2
SLC4A1,SLC4A1
AUP1,AUP1
RNF207,RNF207
GRIP2,GRIP2
C1QL4,C1QL4
OR51G2,OR51G2
OR5F1,OR5F1
OR9I1,OR9I1
OR13C3,OR13C3
TOPAZ1,TOPAZ1
GPRIN3,GPRIN3
SERPINA6,SERPINA6
AKAP12,AKAP12
VRK3,VRK3
GZMK,GZMK
TMEM128,TMEM128
SNORA38,SNORA38
TACO1,TACO1
HIGD1B,HIGD1B
SIK3,SIK3
RORC,RORC
POGLUT2,POGLUT2
MLNR,MLNR
CEP152,CEP152
NOSIP,NOSIP
ZFYVE19,ZFYVE19
OR6M1,OR6M1
OR10Z1,OR10Z1
SAMHD1,SAMHD1
MAP4,MAP4
LPP,LPP
IMPG1,IMPG1
CDT1,CDT1
TAFA2,TAFA2
CPTP,CPTP
ATRN,ATRN
ADA2,ADA2
ESCO2,ESCO2
ZNF438,ZNF438
LYZL6,LYZL6
SNORD15,SNORD15
PPRC1,PPRC1
MMP9,MMP9
COLGALT1,COLGALT1
STOML3,STOML3
CRBN,CRBN
MAT2B,MAT2B
ANXA9,ANXA9
MAGEA10,MAGEA10
PP2D1,PP2D1
OR7D2,OR7D2
PDCD10,PDCD10
MAP1A,MAP1A
CEP131,CEP131
POU2AF1,POU2AF1
SLC34A2,SLC34A2
CD207,CD207
MDH1,MDH1
CCDC113,CFAP263
WDCP,WDCP
SYT2,SYT2
NAALADL1,NAALADL1
ELP5,ELP5
SPMIP11,SPMIP11
PLD5,PLD5
ASPG,ASPG
TCEA2,TCEA2
NPC1L1,NPC1L1
RIPK1,RIPK1
KMT2C,KMT2C
RAB22A,RAB22A
CLEC1B,CLEC1B
POLR3H,POLR3H
OTOP3,OTOP3
TANC1,TANC1
PLOD3,PLOD3
CARS2,CARS2
SCRG1,SCRG1
CCL13,CCL13
SPMIP3,SPMIP3
PPARGC1B,PPARGC1B
GRB14,GRB14
IGSF10,IGSF10
ATP7B,ATP7B
YIPF6,YIPF6
ZNF597,ZNF597
CENPH,CENPH
PLAC8,PLAC8
EPS15,EPS15
CELF2,CELF2
EXOSC8,EXOSC8
IL17F,IL17F
PLA2G7,PLA2G7
DNAJB5,DNAJB5
ZNF41,ZNF41
PPARD,PPARD
EML4,EML4
THEMIS2,THEMIS2
ASIC5,ASIC5
PCYOX1,PCYOX1
CAPN14,CAPN14
TBL1XR1,TBL1XR1
CLCN1,CLCN1
HDHD5,HDHD5
COX18,COX18
ERCC2,ERCC2
ABTB1,ABTB1
LIN28B,LIN28B
CLDN22,CLDN22
SGSM2,SGSM2
SLC35A2,SLC35A2
ARHGAP36,ARHGAP36
VWA8,VWA8
KCNMB2,KCNMB2
CDCA2,CDCA2
C1orf56,C1H1orf56
KCNQ4,KCNQ4
PROX2,PROX2
ZNF584,ZNF584
LVRN,LVRN
ALB,ALB
PARP10,PARP10
C18orf63,C18H18orf63
FOLR2,FOLR2
JTB,JTB
CA9,CA9
TRAT1,TRAT1
GOLT1B,GOLT1B
DCDC2B,DCDC2B
TEX11,TEX11
FAM162B,FAM162B
ggo-mir-99a,mml-mir-99a
VWCE,VWCE
DHX30,DHX30
ZRANB3,ZRANB3
SGO2,SGO2
ZCWPW2,ZCWPW2
C6orf89,C4H6orf89
OR5K2,OR5K2
RABEPK,RABEPK
HIBCH,HIBCH
RXFP3,RXFP3
MIR590,mml-mir-590
NGRN,NGRN
FAR2,FAR2
OR4N2,OR4N2
SS18L1,SS18L1
MGA,MGA
ARHGAP4,ARHGAP4
CLRN3,CLRN3
CCDC103,CCDC103
RRM2B,RRM2B
PANK4,PANK4
ALKAL1,ALKAL1
SNORD114-15,SNORD114-15
IDO1,IDO1
M6PR,M6PR
MTTP,MTTP
RUBCN,RUBCN
VRK2,VRK2
NDUFA12,NDUFA12
AIFM1,AIFM1
GPR156,GPR156
LINS1,LINS1
MIR600,mml-mir-600
SH3GLB2,SH3GLB2
LIPC,LIPC
SLC14A1,SLC14A1
RGS12,RGS12
XRCC2,XRCC2
CLEC14A,CLEC14A
UBL7,UBL7
CAT,CAT
IGSF6,IGSF6
VCAM1,VCAM1
MATCAP2,MATCAP2
SNORA5C,SNORA5C
ERP27,ERP27
SLC38A11,SLC38A11
RASIP1,RASIP1
SEPTIN14,SEPTIN14
AKNA,AKNA
LRRC46,LRRC46
ZBED3,ZBED3
EXOC3L4,EXOC3L4
CASS4,CASS4
PIGZ,PIGZ
RPUSD2,RPUSD2
ERICH6,ERICH6
SOX30,SOX30
IFIT3,IFIT3
USP22,USP22
CNGB1,ZNF319
MROH6,MROH6
DEPDC7,DEPDC7
MS4A7,MS4A7
OR13C8,OR13C8
MIR99B,MIR99B
SNORA25B,SNORA25B
MIR581,mml-mir-581
MIR554,mml-mir-554
ADIG,ADIG
MIR577,mml-mir-577
SLC39A14,SLC39A14
ZNF892,ZNF892
TNFRSF11A,TNFRSF11A
UTP23,UTP23
TRO,TRO
F3,F3
CCDC24,CCDC24
TTC23,TTC23
SH2D2A,SH2D2A
MEF2C,MEF2C
PPFIA2,PPFIA2
DLG5,DLG5
IQSEC1,IQSEC1
CTSZ,CTSZ
MAPK8,MAPK8
KLF11,KLF11
ZFYVE1,ZFYVE1
SHISA5,SHISA5
KRT77,KRT77
NECTIN3,NECTIN3
CRIM1,CRIM1
CCDC87,CCDC87
RALGPS1,RALGPS1
OR9Q1,OR9Q1
IFNK,IFNK
SPHKAP,SPHKAP
SPG11,SPG11
GPR39,GPR39
VDAC3,VDAC3
MTUS1,MTUS1
BUB1,BUB1
IZUMO1,IZUMO1
TCFL5,TCFL5
SAXO1,SAXO1
TAS2R7,TAS2R7
SCO1,SCO1
HNF1A,HNF1A
NFATC1,NFATC1
NEUROG3,NEUROG3
APOO,APOO
RCC1L,RCC1L
MTA1,MTA1
ggo-mir-192,mml-mir-192
DAO,DAO
AMHR2,AMHR2
DCLRE1A,DCLRE1A
NOC2L,NOC2L
C3orf20,C2H3orf20
CD40,CD40
OTOP1,OTOP1
GBF1,GBF1
EVA1C,EVA1C
RDH16,RDH16
RBM44,RBM44
NKX2-6,NKX2-6
HIF1AN,HIF1AN
RASGRP1,RASGRP1
MYO1A,MYO1A
THAP10,THAP10
MIR30C,mml-mir-30c-2
PPP1R15B,PPP1R15B
TMEM106B,TMEM106B
SVOPL,SVOPL
HDX,HDX
RANBP3L,RANBP3L
DSC2,DSC2
SPINK1,SPINK1
CCDC42,CCDC42
GRIK4,GRIK4
ETS1,ETS1
STING1,STING1
ZNF543,ZNF543
GARIN1A,GARIN1A
DLEU7,DLEU7
PPME1,PPME1
C8A,C8A
KLF13,KLF13
HNRNPF,HNRNPF
ACCSL,ACCSL
METTL6,METTL6
ANKRD42,ANKRD42
DFFA,DFFA
CDH23,CDH23
TSSK2,TSSK2
CCR6,CCR6
TLE7,TLE7
GRK2,GRK2
IL2RB,IL2RB
GALNT11,GALNT11
MTRFR,MTRFR
LRRC4,LRRC4
HDLBP,HDLBP
HERC6,HERC6
TAS2R4,TAS2R4
SYNDIG1,SYNDIG1
SSX2IP,SSX2IP
LMTK2,LMTK2
AGA,AGA
E2F3,E2F3
ALDH1A1,ALDH1A1
BMP15,BMP15
RCOR2,RCOR2
FAM107B,FAM107B
ECM2,ECM2
ZNF750,ZNF750
ZNF30,ZNF30
ggo-mir-7-2,mml-mir-7-2
XPO7,XPO7
ZNF638,ZNF638
MAML1,MAML1
TRAM1,TRAM1
IQCB1,IQCB1
RABL3,RABL3
SUCNR1,SUCNR1
OR10A6,OR10A6
OR14A2,OR14A2
TXLNB,TXLNB
ZSCAN1,ZSCAN1
LRRC53,LRRC53
YBX2,YBX2
ECI2,ECI2
CCDC166,CCDC166
URB1,URB1
KCTD19,KCTD19
GPRC5B,GPRC5B
CSRNP1,CSRNP1
B3GNT4,B3GNT4
MGME1,MGME1
ADPGK,ADPGK
MAP3K9,MAP3K9
MSX2,MSX2
ITLN1,ITLN1
TIMM17A,TIMM17A
QTRT2,QTRT2
ERVMER34-1,ERVMER34-1
NDUFA8,NDUFA8
SMIM44,SMIM44
XPA,XPA
GARIN4,GARIN4
FER1L6,FER1L6
PLEC,PLEC
SCT,SCT
KANSL3,KANSL3
WDPCP,WDPCP
CEP126,CEP126
SCRT1,SCRT1
SNX19,SNX19
MANBA,MANBA
OTOP2,OTOP2
GRN,GRN
FHOD1,FHOD1
NUDCD1,NUDCD1
SLC24A1,SLC24A1
OR6X1,OR6X1
MCAT,MCAT
FAM240B,FAM240B
OR2J2,OR2J2
HPN,HPN
PLK1,PLK1
MDM2,MDM2
REV3L,REV3L
MEGF11,MEGF11
ALDH5A1,ALDH5A1
ZP1,ZP1
ADAM15,ADAM15
CASP14,CASP14
SPATA7,SPATA7
BUB3,BUB3
KRT78,KRT78
TMEM178A,TMEM178A
LRRC42,LRRC42
TRMT9B,TRMT9B
IGSF21,IGSF21
KIF22,KIF22
RP1,RP1
MRM3,MRM3
LIN7C,LIN7C
EDAR,EDAR
DHX34,DHX34
ELF3,ELF3
ASXL1,ASXL1
SIRPB2,SIRPB2
MMADHC,MMADHC
ASF1B,ASF1B
WNT4,WNT4
PROSER2,PROSER2
SFR1,SFR1
SLC2A3,SLC2A3
FRMD4A,FRMD4A
SLC39A12,SLC39A12
DUS3L,DUS3L
UQCC1,UQCC1
TSPAN19,TSPAN19
CHST13,CHST13
SPARC,SPARC
ZPBP,ZPBP
CETN1,CETN1
OR2B11,OR2B11
RPAP3,RPAP3
ETAA1,ETAA1
KIF15,KIF15
C1orf54,C1H1orf54
SSBP4,SSBP4
PSMA3,PSMA3
PABPC3,PABPC3
GBX2,GBX2
OXNAD1,OXNAD1
CNOT11,CNOT11
AGTPBP1,AGTPBP1
GLIPR2,GLIPR2
BRPF3,BRPF3
DDX60,DDX60
PLPP7,PLPP7
RSPH14,RSPH14
CCDC157,CCDC157
SLC25A36,SLC25A36
FAXC,FAXC
VPS13A,VPS13A
FAM120AOS,FAM120AOS
ROGDI,ROGDI
FNDC8,FNDC8
SEC16A,SEC16A
SLC25A38,SLC25A38
NYAP2,NYAP2
TMPRSS11B,TMPRSS11B
STX11,STX11
HRCT1,HRCT1
FBXO41,FBXO41
ADGRF3,ADGRF3
TRIB3,TRIB3
OR6F1,OR6F1
CRIP1,CRIP1
GLI2,GLI2
KIAA1549,KIAA1549
KIF24,KIF24
TRA2B,TRA2B
IFNLR1,IFNLR1
PDZD2,PDZD2
KIZ,KIZ
ZNF143,ZNF143
KCNE2,KCNE2
CDPF1,CDPF1
KLK5,KLK5
MORC2,MORC2
KRT23,KRT23
SEC16B,SEC16B
B3GNT6,B3GNT6
MEI4,MEI4
CENPT,CENPT
ZNF696,ZNF696
GPI,GPI
TJP3,TJP3
RBM43,RBM43
SIRT3,SIRT3
AADAC,AADAC
INSL4,INSL4
TEFM,TEFM
DGAT2,DGAT2
UBTD2,UBTD2
KNG1,KNG1
MIRLET7A1,MIRLET7A1
STRAP,STRAP
HOXC13,HOXC13
URM1,URM1
DGAT2L6,DGAT2L6
TPMT,TPMT
CYP2C8,CYP2C19
LAX1,LAX1
CDYL,CDYL
STAB2,STAB2
ASTN2,ASTN2
BDH1,BDH1
DCT,DCT
ADGRF5,ADGRF5
TMEM213,TMEM213
MRPS27,MRPS27
TAOK3,TAOK3
MYBPC2,MYBPC2
RASGEF1A,RASGEF1A
ULK4,ULK4
ZNF623,ZNF623
SHROOM2,SHROOM2
MAGEB18,MAGEB18
MYO7B,MYO7B
ZCWPW1,ZCWPW1
PPP1CB,PPP1CB
SLC25A21,SLC25A21
PLD4,PLD4
SHANK3,SHANK3
TUBGCP6,TUBGCP6
DEFB129,DEFB129
AUH,AUH
LIPE,LIPE
LRIG2,LRIG2
STT3B,STT3B
PHETA2,PHETA2
KY,KY
GATA5,GATA5
SULF2,SULF2
FAM180B,FAM180B
ARL13B,ARL13B
TENT4A,TENT4A
P4HA1,P4HA1
ZNHIT2,ZNHIT2
JPH3,JPH3
CDK5RAP2,CDK5RAP2
CDON,CDON
MRPS16,MRPS16
ASAH1,ASAH1
CEP170B,CEP170B
C1RL,C1RL
MAP6,MAP6
DEFB121,DEFB121
AKAIN1,AKAIN1
TFPI,TFPI
OR2C3,OR2C3
IRGQ,IRGQ
GPR31,GPR31
NDE1,NDE1
ADAM33,ADAM33
CCNG2,CCNG2
TCF24,TCF24
ZG16,ZG16
EMP2,EMP2
GPR18,GPR18
EIF3J,EIF3J
RAD9A,RAD9A
AK9,AK9
MIER3,MIER3
GTPBP2,GTPBP2
METTL16,METTL16
RNF6,RNF6
DTX1,DTX1
FLOT2,FLOT2
TBC1D9,TBC1D9
CSN3,CSN3
MIR101-2,MIR101-2
SNRNP35,SNRNP35
KIF18B,KIF18B
BAHCC1,BAHCC1
ZNF207,ZNF207
SLC4A10,SLC4A10
SOSTDC1,SOSTDC1
SSH2,SSH2
PRR11,PRR11
EDA2R,EDA2R
COA3,CCDC56
ARVCF,ARVCF
CHORDC1,CHORDC1
NR1I3,NR1I3
SLC6A12,SLC6A12
FGD4,FGD4
THOC7,THOC7
SEZ6L,SEZ6L
ATP4A,ATP4A
MID1,MID1
OAT,OAT
RNF186,RNF186
CARD10,CARD10
HFE,HFE
SOBP,SOBP
EFHB,EFHB
ELSPBP1,ELSPBP1
CFAP157,CFAP157
BUB1B,BUB1B
PAK1IP1,PAK1IP1
TTC4,TTC4
LCLAT1,LCLAT1
MYBPHL,MYBPHL
LATS2,LATS2
BMX,BMX
SDF2L1,SDF2L1
SLC17A3,SLC17A3
EME2,EME2
ADAM18,ADAM18
RASA2,RASA2
PROZ,PROZ
GBP6,GBP6
MIR513B,mml-mir-513b-2
EXOSC7,EXOSC7
GMDS,GMDS
ZNF483,ZNF483
AMMECR1L,AMMECR1L
SLC4A1AP,SLC4A1AP
CBLB,CBLB
RBM34,RBM34
SCML4,SCML4
SLC26A8,SLC26A8
GPR17,GPR17
CYP4B1,CYP4B1
METAP1D,METAP1D
IL27RA,IL27RA
GFUS,GFUS
THADA,THADA
LRRC49,LRRC49
SRGN,SRGN
RAB26,RAB26
SNORD97,SNORD97
TRIM60,TRIM60
DCTN1,DCTN1
IL12RB2,IL12RB2
FXN,FXN
SPAAR,SPAAR
LRTM1,LRTM1
NAPSA,NAPSA
TBC1D32,TBC1D32
BRIP1,BRIP1
ZNF7,ZNF7
TRIM33,TRIM33
NCEH1,NCEH1
NRXN2,NRXN2
TUT1,TUT1
GPR182,GPR182
PTGDR,PTGDR
PTGR2,PTGR2
SNORD74B,SNORD74B
RCN3,RCN3
FAM83C,FAM83C
KEL,KEL
CCDC112,CCDC112
MIR598,MIR598
PASK,PASK
SNX7,SNX7
MRPL21,MRPL21
APOBEC4,APOBEC4
CAPN15,CAPN15
PITX1,PITX1
CSTL1,CSTL1
OPN4,OPN4
MAFF,MAFF
SLC6A7,SLC6A7
SMARCD3,SMARCD3
FGG,FGG
OOEP,OOEP
ARMC2,ARMC2
IDH3A,IDH3A
CFAP144,CFAP144
RBM19,RBM19
TMEM240,C1orf70
TEX47,TEX47
RETSAT,RETSAT
DDX20,DDX20
RAB2A,RAB2A
SAMD8,SAMD8
CHRND,CHRND
FERMT3,FERMT3
ELL2,ELL2
SMTNL1,SMTNL1
OR51B5,OR51B5
TRIP11,TRIP11
ADAM10,ADAM10
CLK1,CLK1
IL18,IL18
PBXIP1,PBXIP1
ZFP36L1,ZFP36L1
CCDC191,CCDC191
MAP3K6,MAP3K6
RTL9,RTL9
NPS,NPS
FXYD4,FXYD4
TNS1,TNS1
CA2,CA2
R3HDML,R3HDML
PODNL1,PODNL1
DENND1C,DENND1C
CRYBB1,CRYBB1
SNAPC2,SNAPC2
SLC24A2,SLC24A2
CAMSAP3,CAMSAP3
C7orf25,C3H7orf25
BMF,BMF
FPR2,FPR2
CRACR2B,CRACR2B
ITGB3,ITGB3
OR6K3,OR6K3
ENTHD1,ENTHD1
ADAM23,ADAM23
CNST,CNST
ELAVL2,ELAVL2
F10,F10
CSF1,CSF1
MTMR1,MTMR1
CCT6B,CCT6B
IL18RAP,IL18RAP
ELP6,ELP6
PDLIM1,PDLIM1
ZNF560,ZNF560
MC5R,MC5R
HNRNPLL,HNRNPLL
OR10H1,OR10H1
DNHD1,DNHD1
DDIT4,DDIT4
TAS1R1,TAS1R1
SMC1B,SMC1B
ELL3,ELL3
RPN1,RPN1
DIS3L,DIS3L
MROH2A,MROH2A
CPN2,CPN2
PCDHB4,PCDHB4
VILL,VILL
OR5B2,OR5B2
SMAD6,SMAD6
RHBDD2,RHBDD2
CENPF,CENPF
USP42,USP42
SETD9,SETD9
PXDNL,PXDNL
ZFP36L2,ZFP36L2
KLHL15,KLHL15
CTC1,CTC1
OR4K5,OR4K5
DDX28,DDX28
BNC2,BNC2
GPKOW,GPKOW
MYRIP,MYRIP
SLC4A11,SLC4A11
RBM20,RBM20
LDLRAD2,LDLRAD2
MAP3K1,MAP3K1
AGAP2,AGAP2
AP3S1,AP3S1
MIR944,mml-mir-944
HAS3,HAS3
TSGA10IP,TSGA10IP
VNN1,VNN1
PPT1,PPT1
CFP,CFP
LDHAL6B,LDHAL6B
SEPTIN6,SEPTIN6
RAPH1,RAPH1
CASP6,CASP6
RITA1,RITA1
HMBS,HMBS
PTCHD1,PTCHD1
PLA2G4F,PLA2G4F
MPIG6B,MPIG6B
SMARCC1,SMARCC1
TRGV9,TRGV9
SNED1,SNED1
LLGL2,LLGL2
OR5M3,OR5M3
WNT3,WNT3
DNAAF6,DNAAF6
CXCL14,CXCL14
VSIG4,VSIG4
SRSF8,SRSF8
BPIFA1,BPIFA1
SNAI3,SNAI3
PKLR,PKLR
DNMT3L,DNMT3L
DCLK1,DCLK1
BPNT1,BPNT1
GMPPA,GMPPA
TFCP2L1,TFCP2L1
TUBA1C,TUBA1C
ATG7,ATG7
SRPX,SRPX
CAPN10,CAPN10
HOATZ,HOATZ
SLC1A3,SLC1A3
EDDM13,EDDM13
STYK1,STYK1
PKNOX1,PKNOX1
WNK2,WNK2
CEP95,CEP95
LY96,LY96
MIR609,mml-mir-609
TNFRSF9,TNFRSF9
L3MBTL4,L3MBTL4
CTNNBL1,CTNNBL1
ATAD5,ATAD5
OSBP,OSBP
SUMF1,SUMF1
CNTLN,CNTLN
UGT3A1,UGT3A1
PIK3CD,PIK3CD
PPP1CA,PPP1CA
ABAT,ABAT
PUDP,PUDP
ZC3H7B,ZC3H7B
ZNF878,ZNF878
TP53TG5,TP53TG5
SERPINA9,SERPINA9
OR10Q1,OR10Q1
MIR522,mml-mir-518e
C17orf80,MTNAP1
MMP26,MMP26
ARSD,ARSD
ERVV-2,ERVV-2
LCE1C,LCE1C
RHOBTB2,RHOBTB2
LRRC3C,LRRC3C
SEL1L,SEL1L
TNS3,TNS3
RGS9,RGS9
OR56A1,OR56A1
OR2A2,OR2A2
TRPM2,TRPM2
CNDP1,CNDP1
SLC13A2,SLC13A2
GABPB2,GABPB2
CCDC38,CCDC38
KRT38,KRT38
KAT2B,KAT2B
SAP30BP,SAP30BP
PF4,PF4
EVC2,EVC2
MMP10,MMP10
SLC28A1,SLC28A1
ADRA1D,ADRA1D
ACP3,ACP3
BTBD3,BTBD3
FRS3,FRS3
PPCS,PPCS
PLEKHA7,PLEKHA7
OR2F1,OR2F1
MBD3L1,MBD3L1
CYTIP,CYTIP
SNORD114-18,SNORD114-18
SNORD4A,SNORD4A
MAP3K20,MAP3K20
SPPL2C,SPPL2C
UTP4,UTP4
MRM2,MRM2
TLN2,TLN2
SESN1,SESN1
XPC,XPC
FAM177B,FAM177B
ZNF582,ZNF582
MIR524,mml-mir-524
ADAMTSL2,ADAMTSL2
CSNK2A2,CSNK2A2
SLC44A4,SLC44A4
ITCH,ITCH
L2HGDH,L2HGDH
TRAF3IP3,TRAF3IP3
CASP8AP2,CASP8AP2
SLC51B,SLC51B
LRRN4,LRRN4
RMC1,RMC1
MIR517C,mml-mir-517a
CASZ1,CASZ1
PIAS4,PIAS4
OR4D10,OR4D10
PNLDC1,PNLDC1
GAS1,GAS1
PZP,PZP
CD99L2,CD99L2
CFAP95,CFAP95
OIP5,OIP5
ARMH1,ARMH1
CUTC,CUTC
GPR179,GPR179
FOXS1,FOXS1
HUNK,HUNK
GPR152,GPR152
PTPRN2,PTPRN2
FAAP100,FAAP100
ZNF304,ZNF304
KCP,KCP
TMPRSS13,TMPRSS13
RBIS,RBIS
RTN4,RTN4
ATXN7L1,ATXN7L1
OR4D6,OR4D6
OR51M1,OR51M1
EAF2,EAF2
LHX6,LHX6
KCNK7,KCNK7
IL1RL1,IL1RL1
CYBB,CYBB
ALYREF,ALYREF
HSD17B7,HSD17B7
TPSG1,TPSG1
FBRSL1,FBRSL1
NBEAL2,NBEAL2
CD300H,CD300H
GJD4,GJD4
FBXO39,FBXO39
DYNLT4,DYNLT4
NWD1,NWD1
BPIFB3,BPIFB3
CPT1C,CPT1C
IL11,IL11
AURKAIP1,AURKAIP1
NAV1,NAV1
CBX7,CBX7
SNORD108,SNORD108
NTM,NTM
CDH12,CDH12
ST3GAL3,ST3GAL3
ABHD1,ABHD1
ATP13A1,ATP13A1
CNN1,CNN1
GALNTL6,GALNTL6
PPWD1,PPWD1
MEF2A,MEF2A
ZFAT,ZFAT
DECR1,DECR1
PRSS38,PRSS38
