rhesus_macaque gene name,human gene name
CX3CR1,CX3CR1
DCXR,DCXR
DGLUCY,DGLUCY
ACTRT2,ACTRT2
ZBTB8OS,ZBTB8OS
TSKS,TSKS
DCLRE1B,DCLRE1B
ZNF34,ZNF34
TRMU,TRMU
CD80,CD80
GLYATL3,GLYATL3
TAGAP,TAGAP
MIS18A,MIS18A
FNDC11,FNDC11
CFAP126,CFAP126
HIVEP3,HIVEP3
SLC10A7,SLC10A7
SYT12,SYT12
ZNF8,ZNF8
IL1R2,IL1R2
B4GALT1,B4GALT1
GLS2,GLS2
ARHGAP26,ARHGAP26
SELENOH,SELENOH
LRRC34,LRRC34
TMEM174,TMEM174
PDF,PDF
HMGB4,HMGB4
ZNF26,ZNF26
FBXO40,FBXO40
GAPDHS,GAPDHS
AKAP17A,AKAP17A
AKAP4,AKAP4
IL22RA1,IL22RA1
OR2AP1,OR2AP1
PROM1,PROM1
SIRT4,SIRT4
GATA5,GATA5
F2RL1,F2RL1
CTSC,CTSC
EVC,EVC
SLC22A13,SLC22A13
TMEM64,TMEM64
CLEC18A,CLEC18B
COA6,COA6
MCEE,MCEE
SERPINF1,SERPINF1
MEIG1,MEIG1
GPR84,GPR84
RD3L,RD3L
FABP2,FABP2
CLDN24,CLDN24
GEMIN8,GEMIN8
ACBD7,ACBD7
AGRP,AGRP
mml-mir-298,MIR298
KLHL3,KLHL3
MEA1,MEA1
TEP1,TEP1
ZNF268,ZNF268
RBM15,RBM15
ANKS4B,ANKS4B
SPATS2L,SPATS2L
ZNF800,ZNF800
C4H6orf163,C6orf163
UCP1,UCP1
XPNPEP3,XPNPEP3
SEPTIN3,SEPTIN3
TPO,TPO
DPYSL2,DPYSL2
ZNF23,ZNF23
TMEM179B,TMEM179B
CHST1,CHST1
C8B,C8B
AKAP14,AKAP14
DNAI7,DNAI7
RAMP2,RAMP2
SIVA1,SIVA1
CFAP65,CFAP65
GMFB,GMFB
GRHPR,GRHPR
WHAMM,WHAMM
SPMIP11,SPMIP11
HCRT,HCRT
TUBGCP4,TUBGCP4
ATP11A,ATP11A
CCT2,CCT2
ZNF43,ZNF43
TMEM129,TMEM129
KBTBD13,KBTBD13
CMTR1,CMTR1
DSC1,DSC1
IER5,IER5
COX6A1,COX6A1
RASSF9,RASSF9
KIAA1549,KIAA1549
C7,C7
ADAMTS7,ADAMTS7
KRI1,KRI1
NLRC4,NLRC4
LYPD5,LYPD5
NMD3,NMD3
ZRANB2,ZRANB2
SNORA19,SNORA19
ROBO1,ROBO1
ACKR3,ACKR3
ABCC2,ABCC2
YIPF2,YIPF2
ATP13A5,ATP13A5
mml-mir-521,MIR521-1
CA1,CA1
FBXO7,FBXO7
PAX4,PAX4
RRM2,RRM2
COL4A2,COL4A2
CEP250,CEP250
HERC6,HERC6
BDKRB2,BDKRB2
RHBDF1,RHBDF1
RGS21,RGS21
OR4K13,OR4K13
TMEM63C,TMEM63C
URI1,URI1
LCAT,LCAT
PNMT,PNMT
CNOT4,CNOT4
ZNF75D,ZNF75D
NDUFB3,NDUFB3
ZNF875,ZNF875
TMEM88B,TMEM88B
TMPRSS11E,TMPRSS11E
FAM151A,FAM151A
MYC,MYC
FAM83G,FAM83G
LPIN1,LPIN1
WNT8A,WNT8A
NBR1,NBR1
SPSB3,SPSB3
TTC3,TTC3
TBCC,TBCC
SAMD5,SAMD5
HCAR1,HCAR1
ARFGAP1,ARFGAP1
IDH3A,IDH3A
DDX55,DDX55
RBM11,RBM11
CD37,CD37
UTS2R,UTS2R
CACNB1,CACNB1
ZNF19,ZNF19
C8H8orf82,C8orf82
TBCA,TBCA
EPHB2,EPHB2
EML1,EML1
COMMD8,COMMD8
IQGAP2,IQGAP2
MASP1,MASP1
LRRC26,LRRC26
HMBS,HMBS
RIPPLY1,RIPPLY1
ATP10D,ATP10D
FRMD4A,FRMD4A
SAMD9L,SAMD9L
ZSCAN29,ZSCAN29
SSTR4,SSTR4
SYCP2,SYCP2
NBN,NBN
PIK3R6,PIK3R6
OR5D3P,OR5D3P
ZNF550,ZNF550
EHD1,EHD1
TGM7,TGM7
AFG2B,AFG2B
LRIT3,LRIT3
LRRC23,LRRC23
SLC10A5,SLC10A5
BMP3,BMP3
mml-mir-96,MIR96
PROK2,PROK2
mml-mir-942,MIR942
SNORD35A,SNORD35A
NDUFA8,NDUFA8
GALR2,GALR2
RFWD3,RFWD3
MAN1C1,MAN1C1
RBM23,RBM23
SLC47A1,SLC47A1
PCDHB5,PCDHB5
MCOLN2,MCOLN2
WNT5B,WNT5B
ARMCX5,ARMCX5
GPRASP1,GPRASP1
ITGAL,ITGAL
CBLL1,CBLL1
ACTRT1,ACTRT1
DUOXA1,DUOXA1
MASP2,MASP2
MRFAP1L2,MRFAP1L2
MYBPC1,MYBPC1
RNASE6,RNASE6
ENGASE,ENGASE
AADACL4,AADACL4
PLOD3,PLOD3
ACAA1,ACAA1
CP,CP
ITGA9,ITGA9
MCIDAS,MCIDAS
PADI1,PADI1
CUBN,CUBN
LEMD2,LEMD2
FUT7,FUT7
RNLS,RNLS
STK3,STK3
DCSTAMP,DCSTAMP
CLDN16,CLDN16
SNORA67,SNORA67
GRAMD1C,GRAMD1C
IQSEC3,IQSEC3
CERS3,CERS3
KRT32,KRT32
FAM210B,FAM210B
KLF11,KLF11
KLK15,KLK15
PPBP,PPBP
MAPK1IP1L,MAPK1IP1L
SEMA6B,SEMA6B
MRPS12,MRPS12
LGALS13,LGALS13
ZNF853,ZNF853
TUBGCP2,TUBGCP2
mml-mir-502,MIR502
FAM83H,FAM83H
RCOR2,RCOR2
PLCH2,PLCH2
OOEP,OOEP
PIK3IP1,PIK3IP1
C5H4orf33,C4orf33
DCP1B,DCP1B
ACY3,ACY3
METTL22,METTL22
PHKG1,PHKG1
EHF,EHF
TFDP2,TFDP2
LIMS2,LIMS2
UTY,UTY
SNORD105,SNORD105
TMEM81,TMEM81
mml-mir-126,MIR126
mml-mir-1224,MIR1224
THNSL2,THNSL2
ITGA6,ITGA6
TLR1,TLR1
SPRY1,SPRY1
ADAM21,ADAM21
C6H5orf34,C5orf34
ZSCAN26,ZSCAN26
KCNMB1,KCNMB1
TXNDC11,TXNDC11
HRH1,HRH1
FOXQ1,FOXQ1
XIAP,XIAP
ITPKB,ITPKB
APC2,APC2
AHR,AHR
MRPS33,MRPS33
CMC1,CMC1
JAM2,JAM2
U2SURP,U2SURP
SLC16A6,SLC16A6
MTX1,MTX1
KIF26B,KIF26B
SPOP,SPOP
MRPS22,MRPS22
ZBTB32,ZBTB32
SERTAD2,SERTAD2
HSD11B1L,HSD11B1L
PLEKHG2,PLEKHG2
ADCY7,ADCY7
SRD5A2,SRD5A2
FHIT,FHIT
ANKS3,ANKS3
GAA,GAA
TMEM45B,TMEM45B
ZNF394,ZNF394
CETP,CETP
ADM2,ADM2
AFG1L,AFG1L
KIAA1217,KIAA1217
OR6P1,OR6P1
UBQLN3,UBQLN3
ICA1,ICA1
PHYH,PHYH
AVPR2,AVPR2
LCA5,LCA5
DYNC2I1,DYNC2I1
IFNA13,IFNA13
SERPINB7,SERPINB7
RIF1,RIF1
NISCH,NISCH
HAUS5,HAUS5
ZSWIM2,ZSWIM2
KRT23,KRT23
ARHGAP8,ARHGAP8
ZNF154,ZNF154
CPOX,CPOX
NAF1,NAF1
GSDME,GSDME
DEAF1,DEAF1
TMEM216,TMEM216
MAD2L1BP,MAD2L1BP
CIMAP1C,CIMAP1C
MEGF9,MEGF9
DNMT1,DNMT1
KNSTRN,KNSTRN
CLDN2,CLDN2
DAW1,DAW1
PTCHD4,PTCHD4
ADAM22,ADAM22
LAYN,LAYN
KPNA7,KPNA7
SAMD9,SAMD9
KCNN2,KCNN2
ZKSCAN2,ZKSCAN2
GGA3,GGA3
POLR3F,POLR3F
CPA2,CPA2
PIK3R5,PIK3R5
NDUFS8,NDUFS8
DTD2,DTD2
EGFL7,EGFL7
AVPI1,AVPI1
MAP1LC3C,MAP1LC3C
PML,PML
HAMP,HAMP
ANK2,ANK2
STAB2,STAB2
SCNN1G,SCNN1G
ICE1,ICE1
SI,SI
ZNF195,ZNF195
DYRK3,DYRK3
PDAP1,PDAP1
KCNV2,KCNV2
ANGPT4,ANGPT4
RHPN2,RHPN2
TACR2,TACR2
S1PR5,S1PR5
SCN11A,SCN11A
STIL,STIL
IGF2R,IGF2R
CLHC1,CLHC1
TBC1D8B,TBC1D8B
DEDD,DEDD
LSM14A,LSM14A
CLDN22,CLDN22
SLC26A11,SLC26A11
EXTL2,EXTL2
PPA2,PPA2
MRPL35,MRPL35
APOM,APOM
MRPL32,MRPL32
NOX1,NOX1
FUT1,FUT1
PLAC8L1,PLAC8L1
LYSET,LYSET
ACRBP,ACRBP
MROH2A,MROH2A
APLF,APLF
STPG1,STPG1
ERC2,ERC2
KRT79,KRT79
GCNT3,GCNT3
ATP5MC1,ATP5MC1
NIT1,NIT1
FHDC1,FHDC1
SLC5A6,SLC5A6
TRPV6,TRPV6
SFTPD,SFTPD
CD14,CD14
JADE2,JADE2
PTPN18,PTPN18
GPRIN2,GPRIN2
C14H11orf42,C11orf42
PSD2,PSD2
ZNF7,ZNF7
KCNK18,KCNK18
KDM8,KDM8
ACTL9,ACTL9
OR6C75,OR6C75
OR6C1,OR6C1
OR4F6,OR4F6
SNORD13D,SNORD13D
NUMB,NUMB
RSPH4A,RSPH4A
RCOR1,RCOR1
SIL1,SIL1
SRMS,SRMS
CPNE8,CPNE8
FBLIM1,FBLIM1
CCDC89,CCDC89
IFNB1,IFNB1
TRDN,TRDN
CASZ1,CASZ1
COL6A6,COL6A6
SLC35D1,SLC35D1
DAZL,DAZL
CCDC181,CCDC181
SERPINA7,SERPINA7
ZNF682,ZNF682
NOP58,NOP58
SNORD114-15,SNORD114-15
OR2M4,OR2M4
MEAK7,MEAK7
XKR9,XKR9
TRIM66,TRIM66
CIBAR1,CIBAR1
PUM2,PUM2
SALL3,SALL3
CAPN5,CAPN5
SLC26A8,SLC26A8
PI16,PI16
ORC5,ORC5
SCARNA18,SCARNA18
HYAL1,HYAL1
DCDC2,DCDC2
NLRP10,NLRP10
CFAP43,CFAP43
TDRD9,TDRD9
GJA8,GJA8
LPAR5,LPAR5
METTL18,METTL18
CIAO1,CIAO1
TAX1BP1,TAX1BP1
SLC29A3,SLC29A3
MCF2,MCF2
RFTN1,RFTN1
ACE2,ACE2
TSTD2,TSTD2
BUD13,BUD13
LSM14B,LSM14B
GBF1,GBF1
TMEM128,TMEM128
GPBAR1,GPBAR1
CD44,CD44
RIPOR3,RIPOR3
SLC25A14,SLC25A14
SHQ1,SHQ1
OR4A47,OR4A47
NUDT9,NUDT9
OGFOD2,OGFOD2
DENND2B,DENND2B
PHLDB3,PHLDB3
LATS1,LATS1
CSF2,CSF2
CENPP,CENPP
NPAS3,NPAS3
TRAPPC11,TRAPPC11
DNAJA4,DNAJA4
LONRF3,LONRF3
PRSS35,PRSS35
RAB40A,RAB40A
HESX1,HESX1
PIWIL3,PIWIL3
RIPOR1,RIPOR1
RNF167,RNF167
C2H3orf62,C3orf62
APOA1,APOA1
ZNF773,ZNF773
CNKSR3,CNKSR3
TMEM232,TMEM232
SULT1B1,SULT1B1
RABL6,RABL6
CCNQ,CCNQ
ITIH6,ITIH6
PIEZO1,PIEZO1
ERBIN,ERBIN
OR3A1,OR3A1
ITGA2B,ITGA2B
ST8SIA5,ST8SIA5
AIMP1,AIMP1
RNASEH2C,RNASEH2C
IP6K3,IP6K3
WFDC5,WFDC5
SLC13A3,SLC13A3
MAST2,MAST2
ZNF416,ZNF416
ANKRD33B,ANKRD33B
NR1H3,NR1H3
TDRD15,TDRD15
SBK2,SBK2
SLC46A3,SLC46A3
PCBP4,PCBP4
PABIR2,PABIR2
FAM161A,FAM161A
CACNA1E,CACNA1E
MOCOS,MOCOS
ENKUR,ENKUR
NUP54,NUP54
IMPG1,IMPG1
GALNT5,GALNT5
EXD1,EXD1
NOP53,NOP53
LACTBL1,LACTBL1
DNAI4,DNAI4
CMBL,CMBL
VWA3A,VWA3A
CRB2,CRB2
TMIGD3,TMIGD3
C11H12orf56,C12orf56
MYO7B,MYO7B
PPEF1,PPEF1
C2H3orf84,CIMIP7
TRIM16,TRIM16
RTN1,RTN1
MAT2A,MAT2A
ZSWIM1,ZSWIM1
RBM48,RBM48
SRPK3,SRPK3
RARRES2,RARRES2
MYO18B,MYO18B
CLCN3,CLCN3
TNFRSF9,TNFRSF9
SNX1,SNX1
DNAAF5,DNAAF5
RHBDD1,RHBDD1
MAP3K21,MAP3K21
KRT74,KRT74
SIGLEC1,SIGLEC1
DNAI1,DNAI1
PER1,PER1
SOWAHB,SOWAHB
CMTM6,CMTM6
AKT1S1,AKT1S1
IL1R1,IL1R1
IL17RA,IL17RA
TNN,TNN
AGPAT1,AGPAT1
CDH17,CDH17
TMTC1,TMTC1
CHCHD10,CHCHD10
CADM3,CADM3
PDYN,PDYN
PYCR2,LEFTY1
ZNF71,ZNF71
P2RX7,P2RX7
SAMD7,SAMD7
GOLGA5,GOLGA5
DPAGT1,DPAGT1
CCDC142,CCDC142
F8,F8
PLCZ1,PLCZ1
F2RL3,F2RL3
FAM162B,FAM162B
SELP,SELP
MOK,MOK
ESRRG,ESRRG
NR5A1,NR5A1
KCTD6,KCTD6
RPS4Y2,RPS4Y2
ACSBG1,ACSBG1
DENND2A,DENND2A
AGMO,AGMO
RNF31,RNF31
NMUR2,NMUR2
ACTR1B,ACTR1B
MMRN2,MMRN2
MROH6,MROH6
AKAP11,AKAP11
CALR3,CALR3
KAZALD1,KAZALD1
MYH7,MYH7
ZNF214,ZNF214
C8G,C8G
SIAH1,SIAH1
DIS3L2,DIS3L2
OVCH2,OVCH2
CXADR,CXADR
FGFR3,FGFR3
FXR2,FXR2
GALK2,GALK2
SPATA22,SPATA22
PKHD1,PKHD1
CCDC32,CCDC32
RMI1,RMI1
TRMT2B,TRMT2B
CAVIN3,CAVIN3
DACT1,DACT1
TMEM106A,TMEM106A
BFSP1,BFSP1
HPSE,HPSE
ADAMTS3,ADAMTS3
TOR4A,TOR4A
C19H19orf12,C19orf12
SAP30BP,SAP30BP
ROBO4,ROBO4
METTL8,METTL8
HELB,HELB
FBXW4,FBXW4
EDDM13,EDDM13
OSBPL11,OSBPL11
ZNF511,ZNF511
ANO1,ANO1
MAGEE2,MAGEE2
CFAP69,CFAP69
DOK4,DOK4
DALRD3,DALRD3
ABHD12B,ABHD12B
BABAM2,BABAM2
TRIM14,TRIM14
CREB3,CREB3
CARD14,CARD14
LRRC56,LRRC56
EFS,EFS
MMP25,MMP25
CTSO,CTSO
CEP57L1,CEP57L1
ZNF16,ZNF16
KIF26A,KIF26A
DZIP3,DZIP3
SMTNL2,SMTNL2
RAD18,RAD18
C3,C3
PMEL,PMEL
RUNX1T1,RUNX1T1
FRMD3,FRMD3
ELAVL4,ELAVL4
HPS5,HPS5
FAM229B,FAM229B
CNIH1,CNIH1
OR2AT4,OR2AT4
mml-mir-29b-2,MIR29B2
SPINK6,SPINK6
IFT74,IFT74
CCDC86,CCDC86
COX7B,COX7B
RNF121,RNF121
CEP97,CEP97
TOPAZ1,TOPAZ1
GHDC,GHDC
RPS6KA3,RPS6KA3
SLC27A6,SLC27A6
NXPE2,NXPE2
CNGB3,CNGB3
ENTREP2,ENTREP2
PKD1,PKD1
QSOX2,QSOX2
SSH3,SSH3
RFC1,RFC1
KLKB1,KLKB1
PXDN,PXDN
TJP3,TJP3
P2RY10,P2RY10
CBX2,CBX2
PEX2,PEX2
CCDC117,CCDC117
ANPEP,ANPEP
SPATA18,SPATA18
BEAN1,BEAN1
XKR8,XKR8
ASB1,ASB1
PNMA8A,PNMA8A
CIDEA,CIDEA
SCFD2,SCFD2
TMTC2,TMTC2
ZNF132,ZNF132
RAD21L1,RAD21L1
METTL9,METTL9
FOXI1,FOXI1
CA14,CA14
DCPS,DCPS
SON,SON
KANK4,KANK4
SNORD38A,SNORD38A
TMEM89,TMEM89
OR4D5,OR4D5
BCAN,BCAN
PAXIP1,PAXIP1
FAM237B,FAM237B
AK5,AK5
RIC8A,RIC8A
GRK1,GRK1
OR8D1,OR8D1
COPE,COPE
CXCL17,CXCL17
PRRT3,PRRT3
GATB,GATB
CHAT,CHAT
NDUFV1,NDUFV1
SMIM44,SMIM44
PANK2,PANK2
HIGD1B,HIGD1B
C19H19orf81,C19orf81
VWA7,VWA7
SMIM9,SMIM9
MFAP4,MFAP4
MARCHF2,MARCHF2
ZNF792,ZNF792
SRP68,SRP68
NEFH,NEFH
CCDC24,CCDC24
mml-mir-153-1,MIR153-1
RAP1GAP2,RAP1GAP2
SERPINB2,SERPINB2
SLC12A7,SLC12A7
EGR2,EGR2
NUDT6,NUDT6
HMCN2,HMCN2
POLR2C,POLR2C
MGAT4D,MGAT4D
FAN1,FAN1
TMEM265,TMEM265
PGBD1,PGBD1
MDM1,MDM1
GART,GART
ESPNL,ESPNL
PROCA1,PROCA1
RPGRIP1L,RPGRIP1L
SIGLECL1,SIGLECL1
RGL3,RGL3
PIH1D2,PIH1D2
OR2I1P,OR2I1P
IL13RA1,IL13RA1
TDRD6,TDRD6
CTBS,CTBS
PEMT,PEMT
CD36,CD36
REP15,REP15
ABCC6,ABCC6
SLC34A3,SLC34A3
SRSF8,SRSF8
SLC25A30,SLC25A30
MRPL24,MRPL24
RSPH6A,RSPH6A
USP45,USP45
OR5I1,OR5I1
CALHM4,CALHM4
OR52K1,OR52K1
CPPED1,CPPED1
STX12,PPP1R8
WDR59,WDR59
DOK2,DOK2
MSR1,MSR1
PSMF1,PSMF1
TNS4,TNS4
LEPROT,LEPROT
mml-mir-579,MIR579
ARL11,ARL11
CXCL10,CXCL10
MRPS18A,MRPS18A
ZNF658,ZNF658
TOR1AIP2,TOR1AIP2
LETM1,LETM1
BOLA1,BOLA1
PRRT4,PRRT4
TPCN1,TPCN1
FUBP1,FUBP1
ANKDD1B,ANKDD1B
PDE9A,PDE9A
NIFK,NIFK
USP44,USP44
TSC22D2,TSC22D2
IQUB,IQUB
WDR72,WDR72
OR8B8,OR8B8
MTNR1A,MTNR1A
OR2H2,OR2H2
PIPOX,PIPOX
OR4F15,OR4F15
FAM240B,FAM240B
CCDC194,CCDC194
RSPO4,RSPO4
TSR3,TSR3
TMEM202,TMEM202
TMEM132B,TMEM132B
MYCL,MYCL
KRT2,KRT2
CDH13,CDH13
ARHGAP22,ARHGAP22
ASAP1,ASAP1
EPS8,EPS8
FMN1,FMN1
GCFC2,GCFC2
LRRC19,LRRC19
PABPC4L,PABPC4L
ZBTB49,ZBTB49
CSPG5,CSPG5
CCDC185,CCDC185
OC90,OC90
CD93,CD93
ALDH1L1,ALDH1L1
COL4A3,COL4A3
JMJD8,JMJD8
UIMC1,UIMC1
LCE1C,LCE1C
ACD,ACD
U8,U8
CH25H,CH25H
GORAB,GORAB
SLC30A8,SLC30A8
SOX15,SOX15
CLUL1,CLUL1
FOXM1,FOXM1
ZNF736,ZNF736
TCN2,TCN2
BCAT1,BCAT1
FYB1,FYB1
EXOC6,EXOC6
mml-mir-651,MIR651
PP2D1,PP2D1
ZFP37,ZFP37
RNF217,RNF217
POLQ,POLQ
ZNF280B,ZNF280B
C1QB,C1QB
RBP1,NMNAT3
USP51,USP51
MTHFR,MTHFR
TRIM38,TRIM38
OR5M9,OR5M9
HSD17B3,HSD17B3
C19H19orf47,C19orf47
PCDHB6,PCDHB6
ZNF350,ZNF350
mml-mir-514a,MIR514A1
THUMPD2,THUMPD2
CYP11B2,CYP11B2
MYO1C,MYO1C
CLRN1,CLRN1
ZNF841,ZNF841
MEX3C,MEX3C
ODF2,ODF2
SLFNL1,SLFNL1
CRYGD,CRYGD
ZSCAN31,ZSCAN31
NDUFA5,NDUFA5
LDHA,LDHA
CNPPD1,CNPPD1
SAXO4,SAXO4
SPAG17,SPAG17
POLK,POLK
AOC1,AOC1
MAP4,MAP4
CDYL2,CDYL2
ITGA7,ITGA7
SNORA17B,SNORA17B
SLC15A5,SLC15A5
C2H3orf38,C3orf38
HMGCLL1,HMGCLL1
SNORA16B,SNORA16B
GCSAML,GCSAML
ADAR,ADAR
ATXN7,ATXN7
ELMO3,ELMO3
FBXL14,FBXL14
PLAC1,PLAC1
ZBED1,ZBED1
CD101,CD101
PPFIBP1,PPFIBP1
LEFTY2,LEFTY2
PBX4,PBX4
COX10,COX10
ZNF429,ZNF429
PODXL2,PODXL2
ZNF180,ZNF180
FUOM,FUOM
CLPB,CLPB
OR2B11,OR2B11
IBSP,IBSP
PLEC,PLEC
PIGG,PIGG
ART1,ART1
CNDP1,CNDP1
PRAG1,PRAG1
ELMOD2,ELMOD2
EYA4,EYA4
KCTD10,KCTD10
RNPEP,RNPEP
STAMBP,STAMBP
ANKRD22,ANKRD22
LAMC3,LAMC3
mml-mir-554,MIR554
TMCO5A,TMCO5A
mml-mir-581,MIR581
PCDHB15,PCDHB15
ATPAF1,ATPAF1
TEKTL1,TEKTL1
P2RX2,P2RX2
EBNA1BP2,EBNA1BP2
CACNG8,CACNG8
TRPM5,TRPM5
POLI,POLI
GPR50,GPR50
SLC26A6,SLC26A6
OSMR,OSMR
ZNF541,ZNF541
TERB2,TERB2
SULF2,SULF2
PAPLN,PAPLN
MOCS3,MOCS3
TSHZ2,TSHZ2
IFNGR1,IFNGR1
LDB2,LDB2
STIP1,STIP1
ZNF79,ZNF79
SLCO4A1,SLCO4A1
MXRA5,MXRA5
NCOA7,NCOA7
EPHX2,EPHX2
LRRC72,LRRC72
GARNL3,GARNL3
VLDLR,VLDLR
MRPL45,MRPL45
TIMM17A,TIMM17A
CLUAP1,CLUAP1
AEN,AEN
LRRC58,LRRC58
OTUB2,OTUB2
ZNF77,ZNF77
ATP2C2,ATP2C2
HADHA,HADHA
SHOC1,SHOC1
MRTFA,MRTFA
DCST1,DCST1
MMP3,MMP3
IGHMBP2,IGHMBP2
RPN1,RPN1
SNAPC2,SNAPC2
DUSP16,DUSP16
AMOTL2,AMOTL2
VARS2,VARS2
MAB21L3,MAB21L3
PTX3,PTX3
RNF215,RNF215
CD163,CD163
ENTPD8,ENTPD8
SCAF11,SCAF11
PHLDB2,PHLDB2
SLC39A4,SLC39A4
ASXL1,ASXL1
ANKRD44,ANKRD44
IQCA1,IQCA1
OPN4,OPN4
SNORD10,SNORD10
NUMA1,NUMA1
MINAR2,MINAR2
IL26,IL26
mml-mir-562,MIR562
ARL14EPL,ARL14EPL
POLM,POLM
PHLDA2,PHLDA2
SMIM28,SMIM28
SLFN14,SLFN14
SNORA1B,SNORA1B
FRMPD2,FRMPD2
SFMBT1,SFMBT1
VWA5B1,VWA5B1
CEP131,CEP131
ATL3,ATL3
C2CD5,C2CD5
SPNS3,SPNS3
NPHS1,NPHS1
ZNF281,ZNF281
EVC2,EVC2
NOD2,NOD2
NRK,NRK
SLC26A1,SLC26A1
KCP,KCP
VAT1,VAT1
CTSZ,CTSZ
GJC3,GJC3
GTPBP8,GTPBP8
OTOG,OTOG
CEP68,CEP68
ABCB8,ABCB8
ALOX15,ALOX15
NAAA,NAAA
ORC1,ORC1
FAM76A,FAM76A
GIT1,GIT1
USP36,USP36
SENP5,SENP5
POLB,POLB
BMS1,BMS1
QTRT2,QTRT2
SNORA20,SNORA20
ALPI,ALPI
FRMD5,FRMD5
SYNJ2,SYNJ2
SPICE1,SPICE1
C8A,C8A
NOL3,NOL3
DUOXA2,DUOXA2
SLC4A1,SLC4A1
LBX2,LBX2
C2H3orf49,C3orf49
DHX37,DHX37
ADAMDEC1,ADAMDEC1
mml-mir-509-2,MIR509-1
FOXN3,FOXN3
PDCD2L,PDCD2L
KLC2,KLC2
INF2,INF2
HERC5,HERC5
PPP4R3A,PPP4R3A
SLC28A2,SLC28A2
FREM3,FREM3
HSD17B11,HSD17B11
ST6GALNAC1,ST6GALNAC1
GARIN1A,GARIN1A
ADH1B,ADH1B
SNORD114-3,SNORD114-3
SSC5D,SSC5D
GPANK1,GPANK1
SNORD73,SNORD73A
NCAN,NCAN
KCNRG,KCNRG
TAFA2,TAFA2
TRIM59,TRIM59
GSN,GSN
INSL3,INSL3
CEP170B,CEP170B
RIN2,RIN2
NPLOC4,NPLOC4
GDPD3,GDPD3
HNF4A,HNF4A
RPS6KB2,RPS6KB2
ASIC5,ASIC5
TRIM58,TRIM58
TAS2R4,TAS2R4
DSN1,DSN1
HEPH,HEPH
FUZ,FUZ
ACAD10,ACAD10
DPYS,DPYS
TRIM55,TRIM55
NKX1-1,NKX1-1
ZMAT1,ZMAT1
SPDYC,SPDYC
CRCT1,CRCT1
PGLYRP4,PGLYRP4
OR6Q1,OR6Q1
OR6N2,OR6N2
UBAP2L,UBAP2L
WDR25,WDR25
GFER,GFER
MX1,MX1
MROH7,MROH7
PLEKHG1,PLEKHG1
SHOX2,SHOX2
MAB21L4,MAB21L4
TTC23,TTC23
ABCA7,ABCA7
ACP6,ACP6
WEE2,WEE2
PPP1CB,PPP1CB
TRIM44,TRIM44
DUOX1,DUOX1
CYP2J2,CYP2J2
MAMSTR,MAMSTR
ELP2,ELP2
FAM107B,FAM107B
ZNF414,ZNF414
CCDC196,CCDC196
WWTR1,WWTR1
XRCC4,XRCC4
SPATA19,SPATA19
GDF9,GDF9
ESYT1,ESYT1
TMEM108,TMEM108
CRYBG1,CRYBG1
TMPRSS9,TMPRSS9
SDHA,SDHA
GARIN6,GARIN6
TFRC,TFRC
RAD51,RAD51
ERAP2,ERAP2
FSD2,FSD2
CCDC34,CCDC34
PFKM,PFKM
TMC6,TMC6
UBE2D3,UBE2D3
MALRD1,MALRD1
ABI2,ABI2
GBE1,GBE1
NDUFAF8,NDUFAF8
NOPCHAP1,NOPCHAP1
TRPC5OS,TRPC5OS
LYZL6,LYZL6
MFSD8,MFSD8
SUSD5,SUSD5
PSMC3IP,PSMC3IP
WDCP,WDCP
FANCE,FANCE
DYNC2I2,DYNC2I2
LSR,LSR
UPF3A,UPF3A
OR10A6,OR10A6
LIN28B,LIN28B
FANCM,FANCM
SLC25A34,SLC25A34
PTPRN2,PTPRN2
RPL7,RPL7
FNIP2,FNIP2
ARHGAP28,ARHGAP28
UGGT2,UGGT2
SLC51B,SLC51B
SLC40A1,SLC40A1
CXHXorf58,CXorf58
OPTC,OPTC
PUS7,PUS7
CD74,CD74
ZBTB44,ZBTB44
PHF13,PHF13
COG8,COG8
CKAP2,CKAP2
NCAPH2,NCAPH2
TMEM135,TMEM135
ALKAL1,ALKAL1
SNORA11C,SNORA11C
PODN,PODN
CORO1C,CORO1C
H1-3,H1-3
PLVAP,PLVAP
PHLPP2,PHLPP2
LRRC52,LRRC52
SERPINB1,SERPINB1
TRPV4,TRPV4
FAM234A,FAM234A
MINDY4B,MINDY4B
FXYD1,FXYD1
mml-mir-136,MIR136
CFAP92,CFAP92
RFX1,RFX1
ATG7,ATG7
GTPBP3,GTPBP3
DRD2,DRD2
EDDM3B,EDDM3B
CFAP90,CFAP90
SPMIP3,SPMIP3
PLEKHG6,PLEKHG6
LYVE1,LYVE1
C5H4orf51,C4orf51
USPL1,USPL1
DCHS2,DCHS2
THAP10,THAP10
STK33,STK33
KIF24,KIF24
OR7D2,OR7D2
OR6N1,OR6N1
OR10K2,OR10K2
CCN6,CCN6
RHPN1,RHPN1
DPPA4,DPPA4
OPTN,OPTN
CRMP1,CRMP1
TXNDC16,TXNDC16
ALDH3B2,ALDH3B2
BCL7A,BCL7A
CTSW,CTSW
FAM110C,FAM110C
ASPHD1,ASPHD1
PRSS51,PRSS51
ANKRD11,ANKRD11
IGFALS,IGFALS
PLA2G4E,PLA2G4E
INHA,INHA
DEFB129,DEFB129
FGD3,FGD3
HEPACAM2,HEPACAM2
NLRC5,NLRC5
MRPL51,MRPL51
