crab_eating_macaque gene name,mice gene name
HTD2,Htd2
NLRC3,Nlrc3
SCN4B,Scn4b
MED9,Med9
MAPKAPK3,Mapkapk3
ORAI3,Orai3
MSTO1,Msto1
PPARGC1B,Ppargc1b
XKR6,Xkr6
FAM237A,Fam237a
SDR16C5,Sdr16c5
DFFA,Dffa
GCH1,Gch1
TEKT5,Tekt5
PABPC1L,Pabpc1l
LZTS2,Lzts2
UXT,Uxt
CEP78,Cep78
NDFIP1,Ndfip1
HAUS1,Haus1
AGMO,Agmo
SLC23A3,Slc23a3
HOXD12,Hoxd12
WDR25,Wdr25
FREM1,Frem1
GLP2R,Glp2r
SLC22A1,Slc22a1
POP1,Pop1
TM4SF4,Tm4sf4
MMEL1,Mmel1
CYP2E1,Cyp2e1
FASLG,Fasl
SERTAD4,Sertad4
TCTE1,Tcte1
UBA1,Uba1
ITGB7,Itgb7
FABP2,Fabp2
BCAT1,Bcat1
ZNF704,Zfp704
FA2H,Fa2h
PLIN2,Plin2
NDUFS8,Ndufs8
STK25,Stk25
IGFBP4,Igfbp4
SALL2,Sall2
EPB41,Epb41
CCDC13,Ccdc13
SNORD57,Snord57
TNFSF14,Tnfsf14
RBM41,Rbm41
UAP1,Uap1
C5,Hc
SERINC5,Serinc5
OMD,Omd
SUN3,Sun3
ADRA2B,Adra2b
AIPL1,Aipl1
GTF2IRD1,Gtf2ird1
ASIC5,Asic5
GABRA5,Gabra5
RHCG,Rhcg
PATJ,Patj
CCDC150,Ccdc150
BRMS1,Brms1
HOXD8,Hoxd8
CDCA7,Cdca7
PLA1A,Pla1a
ZC2HC1A,Zc2hc1a
CTNNAL1,Ctnnal1
PLAC8L1,Plac8l1
GPC1,Gpc1
TPMT,Tpmt
CNP,Cnp
EEF1A2,Eef1a2
NRG2,Nrg2
ANGPTL3,Angptl3
CD40LG,Cd40lg
CCDC89,Ccdc89
C13orf42,Gm4131
LBH,Lbh
OCA2,Oca2
FOXP3,Foxp3
HVCN1,Hvcn1
SLC26A6,Slc26a6
TOPBP1,Topbp1
PNLIPRP2,Pnliprp2
ARSG,Arsg
KRT76,Krt76
TMEM141,Tmem141
FAM199X,Fam199x
AKT2,Akt2
MOAP1,Moap1
PLA2G5,Pla2g5
SIAE,Siae
LRIT1,Lrit1
ZCCHC4,Zcchc4
VASP,Vasp
HEYL,Heyl
RREB1,Rreb1
GTF3C1,Gtf3c1
CNIH3,Cnih3
NEIL1,Neil1
LYL1,Lyl1
ARL6IP6,Arl6ip6
ITPKB,Itpkb
NUAK2,Nuak2
STXBP4,Stxbp4
NFE2L2,Nfe2l2
ACAD10,Acad10
NKX1-1,Nkx1-1
C14orf132,D430019H16Rik
CDH16,Cdh16
LMO7,Lmo7
FTCD,Ftcd
TMEM131L,Tmem131l
PCNX4,Pcnx4
PENK,Penk
CSNK2A2,Csnk2a2
FBXO47,Fbxo47
RHBDF2,Rhbdf2
NR1I2,Nr1i2
RPIA,Rpia
TMCO2,Tmco2
ZBTB9,Zbtb9
FYB1,Fyb1
MAP2,Map2
DALRD3,Dalrd3
TP73,Trp73
RD3L,Rd3l
RAMP3,Ramp3
SOAT2,Soat2
MRPS18B,Mrps18b
HAUS3,Haus3
PLEKHA4,Plekha4
GLA,Gla
EBP,Ebp
OMP,Omp
PRDX3,Prdx3
ZNF395,Zfp395
RAD51B,Rad51b
ATF6,Atf6
SLC22A8,Slc22a8
SPPL2A,Sppl2a
ENDOD1,Endod1
MIR128-1,Mir128-1
CUL7,Cul7
MARCKSL1,Marcksl1
LRP2,Lrp2
B3GALT4,B3galt4
CCDC60,Ccdc60
ZBTB46,Zbtb46
TP53,Trp53
DRAXIN,Draxin
CERS1,Cers1
ARRDC1,Arrdc1
PLEKHG1,Plekhg1
TAP2,Tap2
KDM8,Kdm8
MXI1,Mxi1
DZANK1,Dzank1
F11,F11
TBCC,Tbcc
NUP214,Nup214
AMACR,Amacr
PAX4,Pax4
ADAMTSL4,Adamtsl4
KDM4B,Kdm4b
GDF7,Gdf7
TRMT5,Trmt5
MAP7,Map7
MEI1,Mei1
OR11H7,Or11h7
SPICE1,Spice1
LRRC39,Lrrc39
LONRF2,Lonrf2
DBH,Dbh
LIF,Lif
TCEA3,Tcea3
MACROD2,Macrod2
OR2D3,Or2d36
EPB41L1,Epb41l1
MEIOB,Meiob
BTBD18,Btbd18
SYNE3,Syne3
PMEL,Pmel
SMAD5,Smad5
S100A1,S100a1
GLOD5,Glod5
PLCD1,Plcd1
SLC46A2,Slc46a2
SMTN,Smtn
SLC35E2B,Slc35e2
ETFB,Etfb
AGPAT5,Agpat5
COX10,Cox10
WBP4,Wbp4
TMEM74,Tmem74
CARD9,Card9
PRDX5,Prdx5
FBXL16,Fbxl16
TMX1,Tmx1
CPEB2,Cpeb2
G0S2,G0s2
CHCT1,Chct1
DTD2,Dtd2
VSTM5,Vstm5
OTOA,Otoa
TLCD3B,Tlcd3b
TRMT10C,Trmt10c
FAM114A1,Fam114a1
RAB42,Rab42
ACSF3,Acsf3
PCBP4,Pcbp4
GSC,Gsc
IRX5,Irx5
ZXDC,Zxdc
FOXN2,Foxn2
TMEM44,Tmem44
ARMH1,Armh1
LTO1,LTO1
SCYL1,Scyl1
GTPBP3,Gtpbp3
INSYN2B,Insyn2b
ABTB1,Abtb1
GMNN,Gmnn
JRK,Jrk
SPMIP6,Spmip6
PRSS33,Prss33
CHRFAM7A,Chrna7
AK8,Ak8
AGER,Ager
REM2,Rem2
G2E3,G2e3
SCN3B,Scn3b
ALOX15B,Alox8
ANKRD34A,Ankrd34a
CIBAR1,Cibar1
CDC25B,Cdc25b
FBXL8,Fbxl8
SYNDIG1,Syndig1
SLC28A2,Slc28a2
AGBL2,Agbl2
CELF3,Celf3
COMMD4,Commd4
COX18,Cox18
OR8G5,Or8g21
ZNF385A,Zfp385a
NOL7,Nol7
ASB3,Asb3
C1orf74,A130010J15Rik
MTFR1,Mtfr1
NCL,Ncl
SIK1,Sik1
CARD14,Card14
F13B,F13b
FAM83C,Fam83c
EPN3,Epn3
RMDN3,Rmdn3
MYO18A,Myo18a
COQ8B,Coq8b
PLA2G4B,Pla2g4b
EDA2R,Eda2r
CCDC146,Ccdc146
RTN4,Rtn4
OR5H8,Or5h26
MYL10,Myl10
DUSP23,Dusp23
ASTE1,Aste1
LIPF,Lipf
TRMT10A,Trmt10a
BRD10,Brd10
TTC3,Ttc3
MNS1,Mns1
GJB5,Gjb5
TSGA10,Tsga10
WDR62,Wdr62
VAMP5,Vamp5
EXOSC1,Exosc1
FNBP1,Fnbp1
SEPTIN5,Septin5
GALNT15,Galnt15
MAPDA,Adal
RNF32,Rnf32
SARAF,Saraf
CEP70,Cep70
C2CD3,C2cd3
ACYP2,Acyp2
GPD1L,Gpd1l
NUDT5,Nudt5
TIFA,Tifa
AAGAB,Aagab
ZMAT4,Zmat4
NRTN,Nrtn
CLCN7,Clcn7
TMEM52B,Tmem52b
DNMBP,Dnmbp
RIMS1,Rims1
ATCAY,Atcay
CRACR2B,Cracr2b
STYK1,Styk1
PDZRN4,Pdzrn4
SPMAP1,Spmap1
THADA,Thada
TBC1D10A,Tbc1d10a
MRPS11,Mrps11
C3orf62,1700102P08Rik
ANTXR2,Antxr2
MRPS9,Mrps9
RTN4RL2,Rtn4rl2
C15orf39,1700017B05Rik
SCTR,Sctr
FAM210A,Fam210a
IVD,Ivd
UBR7,Ubr7
SERPINB10,Serpinb10
SERPINB7,Serpinb7
CEP128,Cep128
SSR1,Ssr1
CFAP44,Cfap44
PRAG1,Prag1
USP11,Usp11
UGT1A1,Ugt1a1
NPC1L1,Npc1l1
AGBL1,Agbl1
BLM,Blm
CEBPZOS,Cebpzos
RNF39,Rnf39
RBMX2,Rbmx2
CFP,Cfp
LSR,Lsr
GABRQ,Gabrq
MKNK1,Mknk1
TRIM14,Trim14
EAF2,Eaf2
MORN5,Morn5
CHST2,Chst2
ECD,Ecd
SGTA,Sgta
PROS1,Pros1
NHSL3,Nhsl3
AS3MT,As3mt
MRPL39,Mrpl39
SERPINE1,Serpine1
MTG1,Mtg1
HIGD1B,Higd1b
POLR2H,Polr2h
CHST3,Chst3
NWD1,Nwd1
RBMS1,Rbms1
ALDH3B2,Aldh3b2
USP16,Usp16
NDUFA9,Ndufa9
RSPH6A,Rsph6a
TTC38,Ttc38
MYCT1,Myct1
IRAK1,Irak1
PRCP,Prcp
NAAA,Naaa
ADCY5,Adcy5
STOML1,Stoml1
GPR151,Gpr151
MMP3,Mmp3
MFSD10,Mfsd10
RFESD,Rfesd
CHFR,Chfr
CTSB,Ctsb
MRPL35,Mrpl35
DDX51,Ddx51
SULT1E1,Sult1e1
LAMA1,Lama1
CDH22,Cdh22
DCLRE1B,Dclre1b
CDPF1,Cdpf1
CILP2,Cilp2
FAM241A,Fam241a
PXN,Pxn
STON1,Ston1
OR11A1,Or11a4
ZNF536,Zfp536
TRMT2B,Trmt2b
JPH1,Jph1
CAMK2A,Camk2a
ICAM5,Icam5
KLKB1,Klkb1
GULP1,Gulp1
TTC32,Ttc32
KLHDC4,Klhdc4
GC,Gc
ZBTB40,Zbtb40
IQCA1L,Iqca1l
PIAS4,Pias4
GORASP2,Gorasp2
PRXL2C,Prxl2c
MIER2,Mier2
SERINC2,Serinc2
ASIC3,Asic3
B4GALT4,B4galt4
PROSER1,Proser1
RNH1,Rnh1
ADGRL4,Adgrl4
COA7,Coa7
THSD4,Thsd4
BLVRB,Blvrb
PGLYRP4,Pglyrp4
ZSCAN20,Zscan20
OR5BS1P,Or5bs2
LEKR1,Lekr1
KANSL1L,Kansl1l
KRT26,Krt26
MCM10,Mcm10
TANGO2,Tango2
ORC6,Orc6
CSPP1,Cspp1
ACRBP,Acrbp
ACP6,Acp6
FGF21,Fgf21
SLC13A1,Slc13a1
RAB34,Rab34
SLC9A3,Slc9a3
TMEM163,Tmem163
NRGN,Nrgn
GPX4,Gpx4
METRN,Metrn
CECR2,Cecr2
SPAG4,Spag4
UBE2D2,Ube2d2a
KIAA0753,4933427D14Rik
ANKZF1,Ankzf1
POGLUT2,Poglut2
ACTMAP,Actmap
SLC27A3,Slc27a3
OR51T1,Or51t4
TEX9,Tex9
ZRANB3,Zranb3
KIF18A,Kif18a
CABP4,Cabp4
GRB14,Grb14
PRRG2,Prrg2
MAB21L4,Mab21l4
MRPL46,Mrpl46
GCG,Gcg
DCAKD,Dcakd
CNDP1,Cndp1
C2,C2
TEP1,Tep1
TMEM239,Tmem239
SLC52A3,Slc52a3
CFAP418,Cfap418
PLIN3,Plin3
POLH,Polh
OR5H2,Or5h18
TCEAL7,Tceal7
C8B,C8b
DNMT1,Dnmt1
EGR2,Egr2
MMP27,Mmp27
ABTB3,Abtb3
KRT1,Krt1
TRABD2B,Trabd2b
GAP43,Gap43
TAAR1,Taar1
AIG1,Aig1
IP6K3,Ip6k3
NDOR1,Ndor1
HDHD3,Hdhd3
TMBIM4,Tmbim4
TMEM201,Tmem201
TRIM17,Trim17
GAS2L3,Gas2l3
PRSS12,Prss12
PIP4K2B,Pip4k2b
MRPL19,Mrpl19
NECTIN2,Nectin2
BRD8,Brd8
MPZL1,Mpzl1
KRT39,Krt39
KCP,Kcp
ATAD2,Atad2
FGD3,Fgd3
VCAM1,Vcam1
LYPLAL1,Lyplal1
NOA1,Noa1
TERB2,Terb2
ELP2,Elp2
KXD1,Kxd1
AGXT,Agxt
MAMSTR,Mamstr
SAAL1,Saal1
SPAG16,Spag16
TMEM102,Tmem102
RAB17,Rab17
TANK,Tank
MTERF2,Mterf2
CAMSAP1,Camsap1
PHF7,Phf7
OR9A4,Or9a4
BBS5,Bbs5
DDX24,Ddx24
CYP20A1,Cyp20a1
IL20,Il20
GOLGB1,Golgb1
TSKS,Tsks
DENND3,Dennd3
FGD6,Fgd6
SLC22A7,Slc22a7
GPR55,Gpr55
SNX31,Snx31
CACNA1A,Cacna1a
LTK,Ltk
UBE2QL1,Ube2ql1
BICDL2,Bicdl2
ACAN,Acan
SLC35G1,Slc35g1
TNS4,Tns4
ROPN1L,Ropn1l
BCL7B,Bcl7b
MCAT,Mcat
CEP131,Cep131
BEX1,Bex2
TMC4,Tmc4
POLG2,Polg2
METTL22,Mettl22
CHST9,Chst9
FAM120B,Fam120b
P2RX6,P2rx6
LGALS3,Lgals3
ABCA8,Abca8b
ADCK2,Adck2
SHQ1,Shq1
MPHOSPH9,Mphosph9
CAPZB,Capzb
TAF15,Taf15
GATA5,Gata5
PCDHB16,Pcdhb17
SNTB2,Sntb2
IL17C,Il17c
COPZ1,Copz1
B3GNT7,B3gnt7
DLX4,Dlx4
SDCBP2,Sdcbp2
SLC22A12,Slc22a12
CC2D2B,Cc2d2b
CFAP107,Cfap107
SNORA74,Gm23946
STRIT1,Strit1
AMIGO3,Amigo3
TMEM108,Tmem108
B3GAT2,B3gat2
LEPR,Lepr
POLM,Polm
CLDN20,Cldn20
POLK,Polk
XKR9,Xkr9
NGF,Ngf
FRMPD1,Frmpd1
GDNF,Gdnf
PAQR9,Paqr9
GPKOW,Gpkow
VNN1,Vnn1
NDUFB3,Ndufb3
CBY2,Cby2
TNPO3,Tnpo3
CLSPN,Clspn
MTPAP,Mtpap
CFAP206,Cfap206
C3orf33,E130311K13Rik
OSTN,Ostn
ICE2,Ice2
POLR1E,Polr1e
LIFR,Lifr
MTNR1A,Mtnr1a
AOPEP,Aopep
TTC29,Ttc29
PTCD3,Ptcd3
NSMCE2,Nsmce2
TREH,Treh
USP43,Usp43
SLC25A19,Slc25a19
DCK,Dck
DTYMK,Dtymk
CNNM4,Cnnm4
LAMTOR1,Lamtor1
TACC1,Tacc1
ARPIN,Arpin
BEND4,Bend4
TTC4,Ttc4
FARSA,Farsa
SPMIP7,Spmip7
MRI1,Mri1
DDX60,Ddx60
ABHD12B,Abhd12b
MAPT,Mapt
TM4SF20,Tm4sf20
TMPRSS2,Tmprss2
NOP2,Nop2
IGFALS,Igfals
EXTL1,Extl1
SERPINA11,Serpina11
CYP26C1,Cyp26c1
DNAAF4,Dnaaf4
HES6,Hes6
KCNN1,Kcnn1
IL17RB,Il17rb
MYH15,Myh15
ZNF407,Zfp407
OLIG2,Olig2
POPDC2,Popdc2
CISD3,Cisd3
MEP1B,Mep1b
CD200,Cd200
C16orf90,1700037C18Rik
TMEM40,Tmem40
NOC2L,Noc2l
OR5H14,Or5h19
GINS1,Gins1
PMS2,Pms2
MRRF,Mrrf
ZBTB42,Zbtb42
C6,C6
KIAA0319,D130043K22Rik
DIABLO,Diablo
SERPINB13,Serpinb13
TRIM6,Trim6
SLC25A26,Slc25a26
RPS19BP1,Rps19bp1
CPLX2,Cplx2
TRMT10B,Trmt10b
USP35,Usp35
PHYHIPL,Phyhipl
CEP162,Cep162
B4GALNT2,B4galnt2
SYBU,Sybu
GSAP,Gsap
TSPAN1,Tspan1
LYZ,Lyz2
SNORD27,Gm24452
EPHX3,Ephx3
TBX3,Tbx3
PIGX,Pigx
CFAP91,Cfap91
ZNF475,1700034E13Rik
LAMC3,Lamc3
SYCP1,Sycp1
PIAS2,Pias2
SLC25A22,Slc25a22
ENPP6,Enpp6
LY75,Ly75
C22orf23,1700088E04Rik
ZNF174,Zfp174
AK1,Ak1
SLC66A2,Slc66a2
FAM204A,Fam204a
MSL1,Msl1
SYT14,Syt14
STAMBPL1,Stambpl1
KCTD16,Kctd16
CCDC181,Ccdc181
GON4L,Gon4l
CALHM3,Calhm3
TINCR,Tincr
REPS2,Reps2
COMMD8,Commd8
TRMT61A,Trmt61a
ATOSA,Atosa
SLC25A2,Slc25a2
SLC25A18,Slc25a18
CYP2U1,Cyp2u1
ASCC1,Ascc1
ADGB,Adgb
NINJ1,Ninj1
SH2D4A,Sh2d4a
NRN1,Nrn1
NDE1,Nde1
LRCH3,Lrch3
PDE1C,Pde1c
CDH19,Cdh19
ALPI,Akp3
GRN,Grn
ANKDD1A,Ankdd1a
ISG20L2,Isg20l2
KCNK7,Kcnk7
PGAP6,Pgap6
MRE11,Mre11a
ERAS,Eras
TP53I11,Trp53i11
VSIG10L2,Vsig10l2
XRRA1,Xrra1
ZNF385C,Zfp385c
SLC41A3,Slc41a3
RGS13,Rgs13
USP50,Usp50
GALNT5,Galnt5
MRPL40,Mrpl40
PEX26,Pex26
YJEFN3,Yjefn3
MOCOS,Mocos
RIPOR3,Ripor3
ARL3,Arl3
COL6A3,Col6a3
RILPL2,Rilpl2
RANBP9,Ranbp9
SLC43A3,Slc43a3
CEP55,Cep55
HELQ,Helq
DGUOK,Dguok
FUT7,Fut7
TDRP,Tdrp
UBL4A,Ubl4a
EDARADD,Edaradd
ENKUR,Enkur
P2RY13,P2ry13
IL10,Il10
NDUFAF4,Ndufaf4
LARP6,Larp6
HARBI1,Harbi1
RRP8,Rrp8
C16orf87,4921524J17Rik
SUN5,Sun5
USP53,Usp53
IQCF6,Iqcf6
AKAP11,Akap11
HDHD5,Hdhd5
HTATSF1,Htatsf1
GABARAPL1,Gabarapl1
PIGV,Pigv
SNAPC1,Snapc1
HOMEZ,Homez
NRAS,Nras
LOXL2,Loxl2
IQCA1,Iqca1
FNIP2,Fnip2
POLA2,Pola2
PEAR1,Pear1
ZNF319,Zfp319
ACADSB,Acadsb
FAM117B,Fam117b
ESCO1,Esco1
COX17,Cox17
SERPINF2,Serpinf2
COX6A2,Cox6a2
NLRC4,Nlrc4
BCL2L11,Bcl2l11
WDR41,Wdr41
STK11IP,Stk11ip
VASH1,Vash1
PEMT,Pemt
XRCC4,Xrcc4
TNN,Tnn
RAB11FIP5,Rab11fip5
FANCD2,Fancd2
VAMP3,Vamp3
OR4Q3,Or4q3
OR1I1,Or1i2
ASPDH,Aspdh
POLI,Poli
GHDC,Ghdc
CPT1B,Cpt1b
IRGC,Irgc
IQCK,Iqck
CSPG5,Cspg5
AHI1,Ahi1
GTPBP8,Gtpbp8
SH2D3C,Sh2d3c
ECSIT,Ecsit
PNMA8C,Pnma8c
ASPHD2,Asphd2
DRC1,Drc1
PLEKHG6,Plekhg6
GLB1L2,Glb1l2
PBX4,Pbx4
ELOA,Eloa
REL,Rel
NANOS2,Nanos2
NOLC1,Nolc1
INO80C,Ino80c
MCF2,Mcf2
OR5H6,Or5h25
DAZAP1,Dazap1
TLR9,Tlr9
PCDHB10,Pcdhb18
TFRC,Tfrc
SAE1,Sae1
PLEKHG3,Plekhg3
MST1R,Mst1r
CD74,Cd74
P2RX2,P2rx2
MMP9,Mmp9
SLC2A7,Slc2a7
GARIN1A,Garin1a
DBNDD1,Dbndd1
ADGRG1,Adgrg1
LIPA,Lipa
WNT8A,Wnt8a
SBSPON,Sbspon
VSTM2A,Vstm2a
PGC,Pgc
STIL,Stil
CUEDC2,Cuedc2
DNAJC9,Dnajc9
ACAD8,Acad8
UBE2G2,Ube2g2
URB1,Urb1
UBQLN3,Ubqln3
AIMP1,Aimp1
MOCS2,Mocs2
MYCL,Mycl
FPR1,Fpr1
LAMTOR5,Lamtor5
FUCA1,Fuca1
DDX31,Ddx31
ABHD10,Abhd10
CYP11A1,Cyp11a1
CCDC169,Ccdc169
NT5DC1,Nt5dc1
SFTPC,Sftpc
IRAK3,Irak3
CIC,Cic
PMEPA1,Pmepa1
SLCO2B1,Slco2b1
ISL1,Isl1
PIWIL4,Piwil4
CYP4A11,Cyp4a10
CDH17,Cdh17
SKA1,Ska1
ANO5,Ano5
DNAJC28,Dnajc28
MTPN,Mtpn
MCAM,Mcam
ZPBP2,Zpbp2
UBA7,Uba7
SLC13A5,Slc13a5
SERPINA7,Serpina7
XRCC5,Xrcc5
MRPS23,Mrps23
LTA,Lta
MYOZ3,Myoz3
TMEM218,Tmem218
PLXND1,Plxnd1
C5orf34,4833420G17Rik
APH1A,Aph1a
NR2C2AP,Nr2c2ap
TBCD,Tbcd
NCAPD3,Ncapd3
PDE8A,Pde8a
KRCC1,Krcc1
MACIR,Macir
TLR6,Tlr6
L3HYPDH,L3hypdh
ANKS3,Anks3
MS4A1,Ms4a1
NPS,Nps
TSNAXIP1,Tsnaxip1
TAF1B,Taf1b
MGST2,Mgst2
LRPPRC,Lrpprc
SPPL2B,Sppl2b
ATG10,Atg10
SMO,Smo
C1orf210,2610528J11Rik
HCST,Hcst
RTKN,Rtkn
TCAF2C,Tcaf2
PPA2,Ppa2
OSBPL5,Osbpl5
DYRK4,Dyrk4
ZSCAN22,Zscan22
PMS1,Pms1
C6orf89,BC004004
CCR1,Ccr1
GLRX,Glrx
LGALS8,Lgals8
ELP5,Elp5
STAG3,Stag3
MGP,Mgp
ILDR1,Ildr1
LYAR,Lyar
PDIA2,Pdia2
HLA-DMB,H2-DMb2
NPAT,Npat
GPRASP2,Gprasp2
OVCH2,Ovch2
SHANK2,Shank2
C1orf94,CK137956
DUSP2,Dusp2
DOK1,Dok1
ZYX,Zyx
MOGAT1,Mogat1
KRT77,Krt77
SPMIP4,Spmip4
NHEJ1,Nhej1
DNAJC17,Dnajc17
PYM1,Pym1
OPN4,Opn4
ZNF23,Zfp612
F10,F10
GALNS,Galns
CCDC157,Ccdc157
CDH5,Cdh5
CIMIP1,Cimip1
CTLA4,Ctla4
AQP6,Aqp6
CLEC2L,Clec2l
SALL4,Sall4
MKKS,Mkks
FYTTD1,Fyttd1
TNNC2,Tnnc2
IDUA,Idua
HSPBAP1,Hspbap1
ABCA7,Abca7
RALY,Raly
FYCO1,Fyco1
TM6SF1,Tm6sf1
PTCD1,Ptcd1
MSRB2,Msrb2
FOLR2,Folr2
CFAP97D1,Cfap97d1
FBXO39,Fbxo39
DPF3,Dpf3
WIZ,Wiz
PIBF1,Pibf1
INHA,Inha
CRELD2,Creld2
RIN2,Rin2
HLA-DOB,H2-Ob
HSF1,Hsf1
ZCCHC12,Zcchc12
ZNF655,Zfp655
KANK4,Kank4
ASRGL1,Asrgl1
RGS3,Rgs3
UBXN8,Ubxn8
NEIL3,Neil3
GORAB,Gorab
GAS2L1,Gas2l1
DMAC2L,Dmac2l
SPATA17,Spata17
MMP8,Mmp8
TMEM223,Tmem223
ARRB1,Arrb1
UBE3D,Ube3d
GPM6A,Gpm6a
DDRGK1,Ddrgk1
ENTPD8,Entpd8
OR1J1,Or1j1
TRAM1L1,Tram1l1
PAFAH2,Pafah2
SEC16B,Sec16b
AEBP1,Aebp1
GOT1L1,Got1l1
MRPS30,Mrps30
KYAT1,Kyat1
HTR4,Htr4
E2F1,E2f1
ATPSCKMT,Atpsckmt
CRB1,Crb1
ANKRD6,Ankrd6
SELENOS,Selenos
SLFNL1,Slfnl1
ARHGAP30,Arhgap30
SCN7A,Scn7a
RBM28,Rbm28
RTKN2,Rtkn2
TMEM212,Tmem212
TBC1D10B,Tbc1d10b
SPRY1,Spry1
AKAP3,Akap3
SNAPC5,Snapc5
ZNF8,Zfp128
AADAT,Aadat
ATF7IP,Atf7ip
IRX6,Irx6
GCNT3,Gcnt3
OXR1,Oxr1
TLR1,Tlr1
CCDC3,Ccdc3
SPDL1,Spdl1
C15orf61,2300009A05Rik
STON2,Ston2
SNRPA,Snrpa
SLC46A3,Slc46a3
CYBRD1,Cybrd1
GRIFIN,Grifin
PDLIM2,Pdlim2
BRAT1,Brat1
GPRC5A,Gprc5a
ANPEP,Anpep
SLCO1A2,Slco1a5
TRIM25,Trim25
GPR182,Gpr182
RAD21L1,Rad21l
CPB1,Cpb1
MPPE1,Mppe1
CPED1,Cped1
TLCD3A,Tlcd3a
OPALIN,Opalin
DFFB,Dffb
ECM2,Ecm2
DRAM1,Dram1
FASTKD5,Fastkd5
AANAT,Aanat
AKR1E2,Akr1e1
WIPF3,Wipf3
STX4,Stx4a
MAN2B2,Man2b2
LDLR,Ldlr
CLIP3,Clip3
TMEM25,Tmem25
KLHL33,Klhl33
HYLS1,Hyls1
AKAP13,Akap13
CLRN3,Clrn3
ALKAL1,Alkal1
MOS,Mos
IER3,Ier3
STEAP4,Steap4
KIF20B,Kif20b
C6orf120,1600012H06Rik
AP2S1,Ap2s1
S100G,S100g
DNPH1,Dnph1
TRIP6,Trip6
FAAP100,Faap100
CCDC77,Ccdc77
CLN5,Cln5
OGG1,Ogg1
PALM,Palm
ATP1B3,Atp1b3
CABLES2,Cables2
NOL11,Nol11
CRPPA,Crppa
SRMS,Srms
ALB,Alb
DTWD1,Dtwd1
INAVA,Inava
ELN,Eln
EIPR1,Eipr1
TAS1R1,Tas1r1
PTTG1,Pttg1
ENKD1,Enkd1
PNLIP,Pnlip
ST3GAL4,St3gal4
MRGPRE,Mrgpre
CCDC141,Ccdc141
SCN11A,Scn11a
EMILIN3,Emilin3
COQ2,Coq2
GLB1,Glb1
ACOX3,Acox3
RASL10A,Rasl10a
FKBPL,Fkbpl
IL23A,Il23a
HEXIM2,Hexim2
SLC29A3,Slc29a3
WAS,Was
MIS18A,Mis18a
TDRD12,Tdrd12
PLCD4,Plcd4
TBX1,Tbx1
MTCL1,Mtcl1
ANKRD61,Ankrd61
EFNA4,Efna4
TK2,Tk2
GSTO1,Gsto1
CFAP43,Cfap43
HSD17B3,Hsd17b3
FAM234A,Fam234a
MRPL37,Mrpl37
CRTC1,Crtc1
AMBP,Ambp
AFF1,Aff1
TMEFF1,Tmeff1
RRP15,Rrp15
NUF2,Nuf2
NEK4,Nek4
NUDT6,Nudt6
MGAT3,Mgat3
GPRASP3,Bhlhb9
RTN2,Rtn2
DNASE1,Dnase1
PLA2G2C,Pla2g2c
IPPK,Ippk
FUOM,Fuom
EPB42,Epb42
CIRBP,Cirbp
TSTD1,Tstd1
TOP1MT,Top1mt
PSORS1C2,Psors1c2
CAV1,Cav1
CCIN,Ccin
CYSTM1,Cystm1
PIGW,Pigw
ZFAND4,Zfand4
CCNO,Ccno
EPHX2,Ephx2
NDUFA4L2,Ndufa4l2
CHI3L1,Chi3l1
TMEM255B,Tmem255b
ITGB2,Itgb2
PIPOX,Pipox
ZNRF3,Znrf3
PRRG4,Prrg4
USP36,Usp36
SLC2A10,Slc2a10
ZBTB8OS,Zbtb8os
CHRNB2,Chrnb2
SERPINB2,Serpinb2
SMARCAL1,Smarcal1
DCSTAMP,Dcstamp
CINP,Cinp
PROM2,Prom2
TF,Trf
SPATA22,Spata22
SPACA9,Spaca9
SSBP4,Ssbp4
RFX5,Rfx5
PHACTR4,Phactr4
PCDHA4,Pcdha4
ASXL1,Asxl1
MRO,Mro
MTBP,Mtbp
PRR11,Prr11
GRK4,Grk4
D2HGDH,D2hgdh
NYAP1,Nyap1
KCTD13,Kctd13
KIAA1549,D630045J12Rik
FXN,Fxn
PRCD,Prcd
PPM1N,Ppm1n
FMN1,Fmn1
HYCC1,Hycc1
PDHA2,Pdha2
BRDT,Brdt
NEK11,Nek11
GAS7,Gas7
SLCO4A1,Slco4a1
SPATA46,Spata46
PTPDC1,Ptpdc1
NHERF4,Nherf4
C8orf82,C030006K11Rik
CFAP45,Cfap45
MORN4,Morn4
ISYNA1,Isyna1
COX6C,Cox6c
IL15,Il15
SLC43A1,Slc43a1
DNAI4,Dnai4
MACROD1,Macrod1
TIMP1,Timp1
SLC6A11,Slc6a11
TRMT9B,Trmt9b
DKK4,Dkk4
CDCA4,Cdca4
XRCC3,Xrcc3
SYNGR4,Syngr4
EPS8L3,Eps8l3
VWA5B1,Vwa5b1
C1S,C1s2
AGBL3,Agbl3
CSF3,Csf3
FANCG,Fancg
SLC16A7,Slc16a7
TATDN2,Tatdn2
ADISSP,Adissp
ACOX2,Acox2
QSOX2,Qsox2
GTDC1,Gtdc1
ZNF286A,Zfp286
TCEAL9,Tceal9
NSUN3,Nsun3
CCP110,Ccp110
SCAP,Scap
METTL8,Mettl8
CYP2J2,Cyp2j9
NIBAN1,Niban1
OR5B2,Or5b99
ZNF318,Zfp318
CEP95,Cep95
VTN,Vtn
FBXO31,Fbxo31
