human gene name,pig gene name
SMPDL3A,SMPDL3A
MNS1,MNS1
CDC42EP5,CDC42EP5
UBN1,UBN1
GSTO2,GSTO2
STYXL2,STYXL2
UBOX5,UBOX5
OR10J5,OR10J5
RNF112,RNF112
UQCC5,UQCC5
PTGES2,PTGES2
HELLS,HELLS
WFIKKN1,WFIKKN1
IRX4,IRX4
NOP9,NOP9
AEBP1,AEBP1
ARR3,ARR3
MUS81,MUS81
TCP11L1,TCP11L1
DOLPP1,DOLPP1
HMOX2,HMOX2
B3GNT9,B3GNT9
CCNO,CCNO
CEP83,CEP83
DHTKD1,DHTKD1
RXFP4,RXFP4
RPP21,RPP21
PRXL2B,PRXL2B
GPR62,GPR62
DIPK1B,DIPK1B
PTGR3,PTGR3
SAMD3,SAMD3
PRDM16,PRDM16
DCP2,DCP2
ADAMTS14,ADAMTS14
YDJC,YDJC
CAMKMT,CAMKMT
TRAF5,TRAF5
SLC27A1,SLC27A1
RSPO4,RSPO4
RORA,RORA
SDHC,SDHC
TEX12,TEX12
CCDC39,CCDC39
HNMT,HNMT
ITGA2,ITGA2
URGCP,URGCP
VMAC,VMAC
RRP12,RRP12
HNRNPUL2,HNRNPUL2
ALDH3A1,ALDH3A1
SLC36A1,SLC36A1
MT-CO3,COX3
CMKLR1,CMKLR1
F2RL2,F2RL2
ZRSR2,ZRSR2
TBL3,TBL3
PAG1,PAG1
KIAA0513,KIAA0513
PDE1A,PDE1A
DNMT1,DNMT1
GUCY2C,GUCY2C
CDC6,CDC6
DENND2A,DENND2A
SELENON,SELENON
CHI3L2,CHI3L2
SNORA47,SNORA47
NMRAL1,NMRAL1
YPEL2,YPEL2
TJP1,TJP1
RBM22,RBM22
LRRC71,LRRC71
MIR365B,ssc-mir-365-2
METTL9,METTL9
CASTOR1,CASTOR1
TBC1D12,TBC1D12
POF1B,POF1B
SLC6A20,SLC6A20
ADORA2A,ADORA2A
FAM187A,FAM187A
CBX2,CBX2
DUS3L,DUS3L
TIMM29,TIMM29
CTNS,CTNS
VKORC1L1,VKORC1L1
VRTN,VRTN
TUBG1,TUBG1
MC3R,MC3R
LIPH,LIPH
PPCDC,PPCDC
DAPL1,DAPL1
CCNC,CCNC
DTWD2,DTWD2
CCNF,CCNF
MIR532,ssc-mir-532
TMEM72,TMEM72
SCD,SCD
PLPP5,PLPP5
MSH3,MSH3
ABCD1,ABCD1
ARFGAP3,ARFGAP3
RASD1,RASD1
OR4E2,OR4E2
PRXL2A,PRXL2A
ZNF354A,ZNF354A
TPGS1,TPGS1
OTUD6B,OTUD6B
BCDIN3D,BCDIN3D
PLEKHA5,PLEKHA5
SNRNP48,SNRNP48
ZNF397,ZNF397
RDH11,RDH11
ZNF892,ZNF892
SPAG4,SPAG4
S1PR3,S1PR3
LENEP,LENEP
HOXB2,HOXB2
TUFT1,TUFT1
TNF,TNF
KYNU,KYNU
SNORD23,SNORD23
ATF5,ATF5
KLB,KLB
PUS3,PUS3
SLC6A3,SLC6A3
S100Z,S100Z
NCBP2AS2,NCBP2AS2
RNF169,RNF169
CEP55,CEP55
TBC1D10B,TBC1D10B
DNAJC1,DNAJC1
SH3BP1,SH3BP1
CMSS1,CMSS1
TRIM59,TRIM59
NDUFAF7,NDUFAF7
LOXL4,LOXL4
TMEM53,TMEM53
CORO1A,CORO1A
C2orf76,C2orf76
SENP6,SENP6
MTRF1L,MTRF1L
SPTSSB,SPTSSB
CRH,CRH
CLCF1,CLCF1
NSMCE4A,NSMCE4A
PLEKHH1,PLEKHH1
NFKBIZ,NFKBIZ
DNAAF9,DNAAF9
AIF1,AIF1
BEAN1,BEAN1
PFN4,PFN4
SYT16,SYT16
ANK2,ANK2
IER3,IER3
ZNF558,ZNF558
RHBDD2,RHBDD2
REV1,REV1
FPGS,FPGS
AATF,AATF
ADCY3,ADCY3
NDUFA13,NDUFA13
IVD,IVD
ZNF70,ZNF70
MRI1,MRI1
TRIM69,TRIM69
FBXO24,FBXO24
ISG20L2,ISG20L2
TTC38,TTC38
TTYH1,TTYH1
OSTN,OSTN
TNFSF15,TNFSF15
GPR108,GPR108
FTO,FTO
MIR29A,ssc-mir-29a
CLPB,CLPB
SNORC,SNORC
SDR42E2,SDR42E2
PWP2,PWP2
NIN,NIN
CMKLR2,CMKLR2
RIOX2,RIOX2
TMEM125,TMEM125
PYCR3,PYCR3
CC2D2A,CC2D2A
UPP2,UPP2
KATNB1,KATNB1
GTPBP10,GTPBP10
FDXR,FDXR
TMEM38B,TMEM38B
PACSIN2,PACSIN2
ACAD8,ACAD8
MITD1,MITD1
MRPL49,MRPL49
BFSP2,BFSP2
OR10G6,OR10G6
COL22A1,COL22A1
ATP2C2,ATP2C2
RGS6,RGS6
CD63,CD63
POMT1,POMT1
MPZ,MPZ
KBTBD7,KBTBD7
SIRT5,SIRT5
PRKCD,PRKCD
CACNA1C,CACNA1C
ADAMTSL3,ADAMTSL3
ANKEF1,ANKEF1
EXD2,EXD2
ATP6V1E2,ATP6V1E2
MTX3,MTX3
PHOSPHO2,PHOSPHO2
TTLL9,TTLL9
SNORD102,SNORD102
ARV1,ARV1
TEKT5,TEKT5
UPK3A,UPK3A
GOT2,GOT2
ADPRH,ADPRH
PRRC2B,PRRC2B
NEBL,NEBL
CCDC42,CCDC42
DCT,DCT
NFKBIE,NFKBIE
TAF12,TAF12
ZHX3,ZHX3
TMEM79,TMEM79
SNORA75,SNORA75
GPN3,GPN3
ATXN1,ATXN1
MIR542,ssc-mir-542
PYROXD2,PYROXD2
C17orf67,C17orf67
SPAAR,SPAAR
FAM43B,FAM43B
XBP1,XBP1
SEL1L3,SEL1L3
REM1,REM1
MEPCE,MEPCE
ANKRD27,ANKRD27
TRAPPC10,TRAPPC10
CLUH,CLUH
CARMIL2,CARMIL2
DDB2,DDB2
RCN1,RCN1
PPM1A,PPM1A
MYRIP,MYRIP
ZMYND15,ZMYND15
ARHGAP15,ARHGAP15
ASPA,ASPA
CANT1,CANT1
FUCA2,FUCA2
ESYT2,ESYT2
OS9,OS9
MECR,MECR
TIGD5,TIGD5
UROC1,UROC1
OAF,OAF
NOC4L,NOC4L
ARHGEF2,ARHGEF2
LGALS12,LGALS12
ADGRL4,ADGRL4
SVEP1,SVEP1
TRMT1L,TRMT1L
PLA2G2E,PLA2G2E
SNORD48,SNORD48
UQCR10,UQCR10
ADGRV1,ADGRV1
NR3C1,NR3C1
KRT18,KRT18
TRPM1,TRPM1
PRKN,PRKN
B4GALT1,B4GALT1
MIR497,ssc-mir-497
HES6,HES6
ALDH8A1,ALDH8A1
WNK1,WNK1
ZSCAN25,ZSCAN25
DBNDD2,DBNDD2
LRRC36,LRRC36
FKBP8,FKBP8
ARMC5,ARMC5
YOD1,YOD1
SLC11A1,SLC11A1
TBC1D5,TBC1D5
B4GALT7,B4GALT7
IGSF8,IGSF8
ZFAT,ZFAT
ALDH4A1,ALDH4A1
OR8D4,OR8D4
MRPL20,MRPL20
PIGQ,PIGQ
VGLL4,VGLL4
SULT4A1,SULT4A1
PKN3,PKN3
RAD54B,RAD54B
OR13C8,OR13C8
SP7,SP7
TNFAIP8L1,TNFAIP8L1
PTGES,PTGES
ECD,ECD
DNASE1L3,DNASE1L3
PDE9A,PDE9A
ULK4,ULK4
TOE1,TOE1
ESR2,ESR2
CDC26,CDC26
HK3,HK3
PABPC1L,PABPC1L
TGM6,TGM6
CA3,CA3
BARX2,BARX2
SLC24A3,SLC24A3
ODAD2,ODAD2
OR6K6,OR6K6
MAP3K6,MAP3K6
ASB2,ASB2
SLC13A3,SLC13A3
SERPINF1,SERPINF1
SLC1A5,SLC1A5
ERAP1,ERAP1
CCSER2,CCSER2
GIGYF2,GIGYF2
MSANTD2,MSANTD2
SLC36A3,SLC36A3
PCK1,PCK1
NOS2,NOS2
TBC1D31,TBC1D31
DARS2,DARS2
TBC1D32,TBC1D32
HESX1,HESX1
NUDT14,NUDT14
LXN,LXN
FCSK,FCSK
G2E3,G2E3
NDFIP1,NDFIP1
NPPA,NPPA
RAD23B,RAD23B
OR6Y1,OR6Y1
MANEA,MANEA
ZSCAN16,ZSCAN16
SLC5A10,SLC5A10
FBXW4,FBXW4
NTM,NTM
UBAP1,UBAP1
PDGFD,PDGFD
NAPB,NAPB
SLC15A4,SLC15A4
TRDMT1,TRDMT1
FAXDC2,FAXDC2
TXNDC5,TXNDC5
GOLGA1,GOLGA1
ZBED2,ZBED2
OAZ2,OAZ2
CD276,CD276
FNDC9,FNDC9
SLC45A1,SLC45A1
RRP7A,RRP7A
EGFR,EGFR
GLYCTK,GLYCTK
MTRF1,MTRF1
SDHAF2,SDHAF2
ATP13A5,ATP13A5
HPF1,HPF1
MRPL2,MRPL2
PIN4,PIN4
OR4B1,OR4B1
AFAP1L1,AFAP1L1
NT5M,NT5M
TK1,TK1
OR10Z1,OR10Z1
OSTM1,OSTM1
TGFB3,TGFB3
ABT1,ABT1
CPA1,CPA1
PXDN,PXDN
NCOA4,NCOA4
TMCO6,TMCO6
STARD5,STARD5
RMDN3,RMDN3
ACSM3,ACSM3
WDR31,WDR31
SNORD63,SNORD63
PLXNB3,PLXNB3
SEMA4B,SEMA4B
FABP2,FABP2
KANSL1L,KANSL1L
PIH1D1,PIH1D1
GLI3,GLI3
OR2T27,OR2T27
SPG11,SPG11
INTU,INTU
MTMR8,MTMR8
FOXE3,FOXE3
ARAP2,ARAP2
ALOX15,ALOX15
IRS4,IRS4
DNAJC16,DNAJC16
SYNJ1,SYNJ1
NAA20,NAA20
HSD17B11,HSD17B11
MATN3,MATN3
RAB26,RAB26
AIFM2,AIFM2
LMOD3,LMOD3
PEF1,PEF1
KISS1R,KISS1R
ABCA4,ABCA4
YIPF4,YIPF4
PDGFRB,PDGFRB
INVS,INVS
CNPY4,CNPY4
OXNAD1,OXNAD1
AP3D1,AP3D1
NFASC,NFASC
CCS,CCS
CALB2,CALB2
NFKBID,NFKBID
SETD3,SETD3
NDFIP2,NDFIP2
LRSAM1,LRSAM1
GIPC2,GIPC2
NUGGC,NUGGC
TPD52L2,TPD52L2
ELOVL1,ELOVL1
MIR27A,ssc-mir-27a
COX11,COX11
ZBTB9,ZBTB9
SLC29A4,SLC29A4
ANKUB1,ANKUB1
AP5M1,AP5M1
IFT88,IFT88
FBXO48,FBXO48
CCDC32,CCDC32
CD9,CD9
TPRG1,TPRG1
BCL2A1,BCL2A1
ARHGAP9,ARHGAP9
DISP1,DISP1
MFSD10,MFSD10
PDCD11,PDCD11
DMRT2,DMRT2
MARCHF5,MARCHF5
ATP6AP1,ATP6AP1
ACSL1,ACSL1
RNLS,RNLS
HS3ST6,HS3ST6
PGM2,PGM2
CIR1,CIR1
CDH19,CDH19
MYLK,MYLK
AGAP3,AGAP3
AK7,AK7
TXNDC15,TXNDC15
INS,INS
MDFIC2,MDFIC2
SQLE,SQLE
CHUK,CHUK
ITGA7,ITGA7
GINM1,GINM1
ZC2HC1B,ZC2HC1B
MOV10,MOV10
ZBTB48,ZBTB48
PDE3B,PDE3B
AZI2,AZI2
GLI2,GLI2
PPP1R3F,PPP1R3F
KMT2C,KMT2C
ME2,ME2
ZNF395,ZNF395
ZNF512B,ZNF512B
OR2S2,OR2S2
LYNX1,LYNX1
CD40LG,CD40LG
GGCX,GGCX
RHOT2,RHOT2
CERKL,CERKL
NGLY1,NGLY1
VWA7,VWA7
VPS37B,VPS37B
MYT1,MYT1
MFSD8,MFSD8
METTL24,METTL24
IGF2BP3,IGF2BP3
INPP5J,INPP5J
SPRR1A,SPRP
BSDC1,BSDC1
PDPK1,PDPK1
SERPINE1,SERPINE1
COQ7,COQ7
TMEM11,TMEM11
HECA,HECA
TTYH2,TTYH2
GGCT,GGCT
RBMS2,RBMS2
CAVIN1,CAVIN1
AKAP9,AKAP9
VPS41,VPS41
CEP57,CEP57
TTLL11,TTLL11
ACOT8,ACOT8
ENPP5,ENPP5
TMEM132B,TMEM132B
NEU1,NEU1
MCIDAS,MCIDAS
SNORA30,SNORA30
ATP1A4,ATP1A4
SNAPC5,SNAPC5
AP5B1,AP5B1
C2orf68,C2orf68
RIOK1,RIOK1
ROS1,ROS1
CYB5R4,CYB5R4
S100A3,S100A3
CFAP141,CFAP141
USP51,USP51
ESF1,ESF1
BOLA1,BOLA1
UMAD1,UMAD1
MAD2L1BP,MAD2L1BP
UBAC2,UBAC2
FAT2,FAT2
NPHS1,NPHS1
SLC27A2,SLC27A2
SLC5A9,SLC5A9
CMBL,CMBL
POR,POR
OR52M1,OR52M1
STIM1,STIM1
ADAMTS1,ADAMTS1
UIMC1,UIMC1
DDX28,DDX28
SNORD4A,SNORD4A
ORC6,ORC6
LTV1,LTV1
SLC25A34,SLC25A34
AGFG2,AGFG2
TGFBRAP1,TGFBRAP1
ENDOU,ENDOU
MMS22L,MMS22L
SIK2,SIK2
NUDC,NUDC
NOX1,NOX1
GJA8,GJA8
GPRC6A,GPRC6A
MIR218-1,ssc-mir-218-1
DEPDC1,DEPDC1
LSR,LSR
GSR,GSR
SHROOM4,SHROOM4
CEBPZ,CEBPZ
ZNF830,ZNF830
GK5,GK5
TAF6L,TAF6L
RNF25,RNF25
UAP1L1,UAP1L1
TUBA4A,TUBA4A
GIPR,GIPR
SLC27A4,SLC27A4
SDF2L1,SDF2L1
CDH3,CDH3
RIMOC1,RIMOC1
ITPKA,ITPKA
SLC14A2,SLC14A2
MAGT1,MAGT1
ERMP1,ERMP1
COX19,COX19
PTRH2,PTRH2
SNAPC1,SNAPC1
ARL6IP6,ARL6IP6
SCN10A,SCN10A
LIFR,LIFR
SH2D3C,SH2D3C
TMED8,TMED8
SCGB3A2,SCGB3A2
TSR2,TSR2
ELAPOR2,ELAPOR2
RDH13,RDH13
YJU2B,YJU2B
TMEM62,TMEM62
HDGFL3,HDGFL3
BGLAP,BGLAP
RSKR,RSKR
RRP36,RRP36
GSC,GSC
MROH2B,MROH2B
PTGFR,PTGFR
ACAD9,ACAD9
HSD3B7,HSD3B7
CYB5RL,CYB5RL
YIPF1,YIPF1
MEX3D,MEX3D
GMFG,GMFG
ALOX12,ALOX12
LIMD1,LIMD1
CLDN17,CLDN17
SNAP23,SNAP23
STON1,STON1
ARHGAP32,ARHGAP32
DNTT,DNTT
PALD1,PALD1
COX14,COX14
CEP43,CEP43
CPN1,CPN1
RBM28,RBM28
GKAP1,GKAP1
NFYC,NFYC
RAD17,RAD17
ARHGAP27,ARHGAP27
CC2D1B,CC2D1B
GSX1,GSX1
OR1K1,OR1K1
MYO3B,MYO3B
HACL1,HACL1
GMNC,GMNC
SERPINI2,SERPINI2
FOXRED2,FOXRED2
PCDHGA4,PCDHGA4
SMOC2,SMOC2
ICA1,ICA1
HNRNPH1,HNRNPH1
CAMK4,CAMK4
CRISPLD2,CRISPLD2
TPD52L1,TPD52L1
DIS3L2,DIS3L2
STEAP4,STEAP4
RNASEH2B,RNASEH2B
SNORD26,SNORD26
ZBTB46,ZBTB46
NPAS1,NPAS1
CPZ,CPZ
ZFYVE21,ZFYVE21
SNORD1C,SNORD1C
BPIFB3,BPIFB3
CBFB,CBFB
SMIM7,SMIM7
SNORD121B,SNORD121B
CARF,CARF
ST8SIA3,ST8SIA3
VKORC1,VKORC1
CP,CP
TMEM229A,TMEM229A
ZNF300,ZNF300
IRF2BPL,IRF2BPL
KLHL33,KLHL33
CCN6,CCN6
IL23A,IL23A
GDF7,GDF7
KCNV2,KCNV2
STXBP4,STXBP4
EDF1,EDF1
VWA8,VWA8
COL17A1,COL17A1
SLC38A4,SLC38A4
KRT4,KRT4
CCR5,CCR5
NUMA1,NUMA1
HSD17B10,HSD17B10
GLOD5,GLOD5
CEP350,CEP350
NTN5,NTN5
ERN2,ERN2
C2CD4D,C2CD4D
FPGT,FPGT
NCAPH,NCAPH
DMRT1,DMRT1
SHLD3,SHLD3
B3GNT5,B3GNT5
FOS,FOS
ADHFE1,ADHFE1
ACOT12,ACOT12
C19orf12,C19orf12
GOLIM4,GOLIM4
SALL2,SALL2
TARBP1,TARBP1
NAALAD2,NAALAD2
EEFSEC,EEFSEC
MIR582,ssc-mir-582
STUM,STUM
DUOX2,DUOX2
FAM174B,FAM174B
SCARB2,SCARB2
VAT1L,VAT1L
CDC37L1,CDC37L1
MMP19,MMP19
PNP,PNP
SERINC4,SERINC4
CEP63,CEP63
VIPR2,VIPR2
SLC6A12,SLC6A12
RIPOR2,RIPOR2
DBNL,DBNL
VASN,VASN
ARHGDIG,ARHGDIG
PPP4R1,PPP4R1
SLC38A3,SLC38A3
MAN2A2,MAN2A2
SLC39A5,SLC39A5
IDS,IDS
SOD2,SOD2
C6orf89,C6orf89
LAP3,LAP3
DCAF8,DCAF8
ELOVL2,ELOVL2
MIR361,ssc-mir-361
PTGDR2,PTGDR2
PHF10,PHF10
MEGF9,MEGF9
ELF1,ELF1
ATG9B,ATG9B
RB1CC1,RB1CC1
PTPRZ1,PTPRZ1
SH2B2,SH2B2
GOLGB1,GOLGB1
COL19A1,COL19A1
CTSC,CTSC
ATP10B,ATP10B
RHOD,RHOD
F11,F11
SLC28A1,SLC28A1
DOP1B,DOP1B
TECPR1,TECPR1
LYPLAL1,LYPLAL1
KCNE5,KCNE5
OR6M1,OR6M1
LPIN1,LPIN1
MIR378A,ssc-mir-378-1
DAXX,DAXX
TFEC,TFEC
DBI,DBI
C8orf82,C8orf82
NRG4,NRG4
RNU5E-6P,U5
EFHD1,EFHD1
CCDC127,CCDC127
TMEM87B,TMEM87B
SLF2,SLF2
SNORD88B,SNORD88B
LYRM4,LYRM4
SNORD69,SNORD69
INHBE,INHBE
RXFP2,RXFP2
IST1,IST1
UBR7,UBR7
PIWIL2,PIWIL2
PGR,PGR
FLVCR2,FLVCR2
PPP1R18,PPP1R18
CORO1B,CORO1B
ALG11,ALG11
SLC25A47,SLC25A47
CMAS,CMAS
OPCML,OPCML
CSMD1,CSMD1
MINDY2,MINDY2
TSPAN15,TSPAN15
HAUS4,HAUS4
MPHOSPH10,MPHOSPH10
LDB2,LDB2
TCEA2,TCEA2
ITPA,ITPA
TMEM132D,TMEM132D
PCDH12,PCDH12
TSPAN2,TSPAN2
NIPSNAP3A,NIPSNAP3A
EPB41L5,EPB41L5
NSUN6,NSUN6
KRT28,KRT28
SLA,SLA
C11orf91,C11orf91
TYMS,TYMS
CCDC174,CCDC174
PIGO,PIGO
DNAI2,DNAI2
ABCA3,ABCA3
OPN1SW,OPN1SW
PAXIP1,PAXIP1
SEPTIN8,SEPTIN8
ATPAF1,ATPAF1
LGSN,LGSN
NEDD9,NEDD9
RAD51D,RAD51D
TMEM205,TMEM205
CROT,CROT
CCDC182,CCDC182
REL,REL
PLPP1,PLPP1
PHF13,PHF13
NDRG3,NDRG3
CCNE1,CCNE1
INSYN2B,INSYN2B
KDM4C,KDM4C
APH1B,APH1B
TRMT2B,TRMT2B
RGN,RGN
ARFIP1,ARFIP1
TOM1L1,TOM1L1
MICOS13,MICOS13
ZNF248,ZNF248
CDC42,CDC42
ZNF41,ZNF41
CNTD1,CNTD1
NMRK1,NMRK1
CNTNAP4,CNTNAP4
OR8K1,OR8K1
ST18,ST18
AJAP1,AJAP1
LNPEP,LNPEP
RCVRN,RCVRN
EFCAB7,EFCAB7
TRIM10,TRIM10
CA13,CA13
AIG1,AIG1
LSG1,LSG1
CDX4,CDX4
WRAP53,WRAP53
IMPA1,IMPA1
EPHX1,EPHX1
RAP1GAP2,RAP1GAP2
MOB2,MOB2
LETMD1,LETMD1
LAPTM5,LAPTM5
ATE1,ATE1
GLT1D1,GLT1D1
DUSP12,DUSP12
DIO1,DIO1
FHIP2B,FHIP2B
HMMR,HMMR
ACOX1,ACOX1
ATP2B4,ATP2B4
ZNF827,ZNF827
KRT36,KRT36
TCEAL1,TCEAL1
LPGAT1,LPGAT1
TFR2,TFR2
SOAT1,SOAT1
LRRC24,LRRC24
HIBADH,HIBADH
L3MBTL1,L3MBTL1
SYN2,SYN2
OTOP2,OTOP2
OR6J1,OR6J1
RNF43,RNF43
HTATIP2,HTATIP2
HCFC1R1,HCFC1R1
TSEN54,TSEN54
SALL4,SALL4
HORMAD2,HORMAD2
NRXN1,NRXN1
FAH,FAH
ASCL2,ASCL2
TRMT5,TRMT5
MAP2K5,MAP2K5
CLUAP1,CLUAP1
OR2B6,OR2B6
EFCAB14,EFCAB14
OR8B12,OR8B12
PHF3,PHF3
FOXI3,FOXI3
TNK1,TNK1
MIR128-1,MIR128-1
YTHDF1,YTHDF1
SARS2,SARS2
AMHR2,AMHR2
REXO5,REXO5
TGM5,TGM5
PLAAT1,PLAAT1
FAM83B,FAM83B
GRIN2C,GRIN2C
ENTPD2,ENTPD2
MIR374B,MIR374B
UMPS,UMPS
FADS2,FADS2
LIG1,LIG1
TOR4A,TOR4A
TACSTD2,TACSTD2
ANKRD42,ANKRD42
RPS13,RPS13
OR2K2,OR2K2
DTNBP1,DTNBP1
BSCL2,BSCL2
CLSTN1,CLSTN1
TOMM34,TOMM34
PRXL2C,PRXL2C
ZNF174,ZNF174
MEF2B,MEF2B
LPAR3,LPAR3
OPRL1,OPRL1
OR51E1,OR51E1
TOR1B,TOR1B
GDI1,GDI1
CERS3,CERS3
TMEM276,TMEM276
BLZF1,BLZF1
PRMT7,PRMT7
MSTO1,MSTO1
FBN3,FBN3
CHRNA2,CHRNA2
CCDC12,CCDC12
PLEC,PLEC
DBN1,DBN1
TLCD3B,TLCD3B
NDUFB7,NDUFB7
TSPOAP1,TSPOAP1
ISCU,ISCU
OR8S1,OR8S1
KHDRBS3,KHDRBS3
ESPL1,ESPL1
SCN1B,SCN1B
CIDEB,CIDEB
BACH1,BACH1
MBP,MBP
SCNN1A,SCNN1A
ACYP2,ACYP2
TMEM82,TMEM82
FAM53B,FAM53B
TPRKB,TPRKB
GID4,GID4
ATP4B,ATP4B
NUDT22,NUDT22
STN1,STN1
HEYL,HEYL
CRYM,CRYM
MRTFB,MRTFB
XK,XK
XRCC2,XRCC2
IKBKG,IKBKG
AGR2,AGR2
PCOLCE,PCOLCE
SNED1,SNED1
NHLRC3,NHLRC3
C15orf40,C15orf40
NID1,NID1
HYLS1,HYLS1
ZNF713,ZNF713
ZFP69,ZFP69
ZNF793,ZNF793
RBSN,RBSN
CHRNA6,CHRNA6
RBPMS,RBPMS
MMP17,MMP17
VIT,VIT
NYNRIN,NYNRIN
RNF10,RNF10
MRPL46,MRPL46
B3GNTL1,B3GNTL1
CTH,CTH
CFAP96,CFAP96
NPY5R,NPY5R
ABHD14A,ABHD14A
CMC4,CMC4
LONRF3,LONRF3
CHCHD3,CHCHD3
MIR192,ssc-mir-192
MIR181B1,ssc-mir-181b-1
GRAMD1C,GRAMD1C
CARM1,CARM1
DNAJC22,DNAJC22
PRDM2,PRDM2
FOXR1,FOXR1
SORD,SORD
RPUSD1,RPUSD1
THAP9,THAP9
NXF1,NXF1
INHBC,INHBC
MIR151A,MIR151A
RMND1,RMND1
ADM,ADM
C9orf85,C9orf85
BRK1,BRK1
OR5B21,OR5B21
RWDD2B,RWDD2B
MYOCD,MYOCD
HAPSTR2,HAPSTR2
NECAP1,NECAP1
AQP11,AQP11
TUFM,TUFM
MRE11,MRE11
SPG7,SPG7
STAM,STAM
SLC4A9,SLC4A9
KLHDC9,KLHDC9
ZSWIM3,ZSWIM3
SAG,SAG
ALKBH2,ALKBH2
PRODH2,PRODH2
ZSWIM9,ZSWIM9
ILRUN,ILRUN
PKHD1L1,PKHD1L1
BUD23,BUD23
RNF181,RNF181
CTLA4,CTLA4
LRRC3C,LRRC3C
SNORD27,SNORD27
OR6S1,OR6S1
TGFB1I1,TGFB1I1
PLEK,PLEK
EPDR1,EPDR1
USP54,USP54
TSEN15,TSEN15
JMJD8,JMJD8
CPOX,CPOX
SNX11,SNX11
PLAAT3,PLAAT3
ANKFN1,ANKFN1
MIR195,ssc-mir-195
KRT80,KRT80
LRP11,LRP11
DGKK,DGKK
KRT7,KRT7
CNTLN,CNTLN
POLR2H,POLR2H
C1orf216,C1orf216
CRADD,CRADD
FAAH,FAAH
INPP1,INPP1
TMED4,TMED4
DNA2,DNA2
SDR42E1,SDR42E1
CCDC152,CCDC152
MIR22,MIR22
ATF4,ATF4
CASP6,CASP6
RPA3,RPA3
PIERCE2,PIERCE2
SEMA4D,SEMA4D
ARMCX2,ARMCX2
LTBP2,LTBP2
CBS,CBS
MLXIPL,MLXIPL
PPFIBP2,PPFIBP2
RNF130,RNF130
FBXO36,FBXO36
CPB2,CPB2
MRPL37,MRPL37
RGS18,RGS18
CPT2,CPT2
FAM89A,FAM89A
ZNF605,ZNF605
COL4A2,COL4A2
GNB1,GNB1
TPT1,TPT1
ART1,ART1
FKBPL,FKBPL
EML2,EML2
ARHGAP22,ARHGAP22
U2AF1L4,U2AF1L4
USP10,USP10
RMDN1,RMDN1
B4GALNT4,B4GALNT4
CCDC68,CCDC68
SNORA31B,SNORA31B
EPN3,EPN3
SLC5A5,SLC5A5
P2RY2,P2RY2
AMN1,AMN1
SUPT20H,SUPT20H
SYTL5,SYTL5
MUL1,MUL1
EIF2B2,EIF2B2
SAXO2,SAXO2
MIA,MIA
ELP1,ELP1
CLDN18,CLDN18
SAE1,SAE1
MBD1,MBD1
SLC44A4,SLC44A4
KCNE4,KCNE4
TRNP1,TRNP1
CHP1,CHP1
SLC9A4,SLC9A4
TRDN,TRDN
SMCO1,SMCO1
MSANTD1,MSANTD1
LRIF1,LRIF1
ALDH2,ALDH2
FAM174A,FAM174A
KCNAB3,KCNAB3
SLC37A3,SLC37A3
ITIH3,ITIH3
WSCD1,WSCD1
TRIM68,TRIM68
MLST8,MLST8
CAVIN3,CAVIN3
APC2,APC2
ZC3H12A,ZC3H12A
LEP,LEP
MYSM1,MYSM1
DDX20,DDX20
OR8B8,OR8B8
OR4D1,OR4D1
ADAMTSL4,ADAMTSL4
LPCAT1,LPCAT1
KIF18A,KIF18A
SNORA4,SNORA4
SAMD12,SAMD12
ARMC9,ARMC9
ZNF444,ZNF444
YJEFN3,YJEFN3
TRIM3,TRIM3
CLPTM1,CLPTM1
RIPOR3,RIPOR3
PGAP3,PGAP3
ZNF692,ZNF692
SNORD55,SNORD39
ANKRD10,ANKRD10
WRAP73,WRAP73
RAB19,RAB19
SLC5A6,SLC5A6
RPAP1,RPAP1
RTN1,RTN1
RAPGEF1,RAPGEF1
INSIG1,INSIG1
GRK7,GRK7
AGMAT,AGMAT
ADAMTS12,ADAMTS12
KRT3,KRT3
KCNRG,KCNRG
FAIM,FAIM
CDC14A,CDC14A
SNORD125,SNORD125
NAT9,NAT9
CEP290,CEP290
DGKZ,DGKZ
CFAP210,CFAP210
ELP6,ELP6
GJB4,GJB4
SETD1B,SETD1B
CSAD,CSAD
THYN1,THYN1
SLC28A2,SLC28A2
KCNS1,KCNS1
WDR46,WDR46
NDUFB8,NDUFB8
CCDC65,CCDC65
ICA1L,ICA1L
NKAIN3,NKAIN3
SLC22A2,SLC22A2
TM4SF4,TM4SF4
COQ8A,COQ8A
SMCR8,SMCR8
PTGIR,PTGIR
TBX10,TBX10
VPS35L,VPS35L
MICAL1,MICAL1
GFRA1,GFRA1
DNPEP,DNPEP
PLEKHO2,PLEKHO2
MAS1,MAS1
OR10J1,OR10J1
KIAA1191,KIAA1191
ADI1,ADI1
TMEM63C,TMEM63C
DOK2,DOK2
HYKK,HYKK
PRSS53,PRSS53
COG8,COG8
MRPS18C,MRPS18C
RAB7A,RAB7A
GPRC5C,GPRC5C
RABEPK,RABEPK
CLEC3A,CLEC3A
COA3,COA3
COQ2,COQ2
SCG3,SCG3
STAT2,STAT2
C1QBP,C1QBP
FASLG,FASLG
STAG3,STAG3
SCYL3,SCYL3
C11orf98,C11orf98
KRTAP7-1,KRTAP7-1
TRAIP,TRAIP
MIR451A,ssc-mir-451
