crab_eating_macaque gene name,rhesus_macaque gene name
C1orf162,C1H1orf162
KLHDC3,KLHDC3
VSTM2A,VSTM2A
FOXP1,FOXP1
OR5K1,OR5K1
OR2T6,OR2T6
CCDC142,CCDC142
USP4,USP4
NADK,NADK
OR13G1,OR13G1
OR4Q2,OR4Q2
PPP2R3A,PPP2R3A
SMG6,SMG6
KCNK7,KCNK7
PAPOLA,PAPOLA
GIP,GIP
HOXA7,HOXA7
TM4SF20,TM4SF20
EMC1,EMC1
GPHN,GPHN
BNIP5,BNIP5
SKIC3,SKIC3
ATP8B2,ATP8B2
DEFB121,DEFB121
TRAV29DV5,TRAV29DV5
MDM4,MDM4
MUC13,MUC13
SLC39A11,SLC39A11
KLHDC1,KLHDC1
ZSCAN22,ZSCAN22
TAS2R13,TAS2R13
TBC1D2B,TBC1D2B
ZNF684,ZNF684
NFE2L1,NFE2L1
KMT2C,KMT2C
PRICKLE2,PRICKLE2
ATP6V1E1,ATP6V1E1
FNDC3B,FNDC3B
AQP10,AQP10
PTK2B,PTK2B
SWT1,SWT1
KL,KL
USP9Y,USP9Y
CSF2RB,CSF2RB
THRSP,THRSP
COX6C,COX6C
GRPEL2,GRPEL2
SNORD114-12,SNORD114-12
SNORD113-6,SNORD113-6
PTPRD,PTPRD
CEP104,CEP104
PRICKLE4,PRICKLE4
CCDC89,CCDC89
TAS2R4,TAS2R4
MYPN,MYPN
CCDC181,CCDC181
TAF3,TAF3
KRBA2,KRBA2
TRAV8-6,TRAV8-6
PJA2,PJA2
CCDC102B,CCDC102B
MGAM,MGAM
MAGEB6B,MAGEB6B
MSL3,MSL3
NDUFC2,NDUFC2
TRBV27,TRBV27
SNORD114-13,SNORD114-13
ATP12A,ATP12A
BARD1,BARD1
IL20RA,IL20RA
SERPINA10,SERPINA10
TUT7,TUT7
IKBKB,IKBKB
SPATA17,SPATA17
FAM13A,FAM13A
TOMT,LRTOMT
FOXD3,FOXD3
COPE,COPE
MMUT,MMUT
SLC47A2,SLC47A2
KCNH1,KCNH1
FREM1,FREM1
APP,APP
VWA8,VWA8
FANCM,FANCM
ZNF106,ZNF106
SERINC5,SERINC5
CALML5,CALML5
LSM4,LSM4
ZIC5,ZIC5
PRELID1,PRELID1
SLC6A15,SLC6A15
GLDC,GLDC
IL13RA1,IL13RA1
GDF3,GDF3
PPP3CC,PPP3CC
CACHD1,CACHD1
ARID5B,ARID5B
TMPRSS6,TMPRSS6
ATP6V1C2,ATP6V1C2
APOBEC4,APOBEC4
NDUFA12,NDUFA12
URM1,URM1
KCNG3,KCNG3
ZNF214,ZNF214
FCRL6,FCRL6
UBE3D,UBE3D
TRAPPC3L,TRAPPC3L
ZNF778,ZNF778
TNFAIP1,TNFAIP1
MAP4,MAP4
SNORD114-10,SNORD114-10
SNORD114-20,SNORD114-20
RAMP2,RAMP2
SNORD49B,SNORD49B
C11orf24,C14H11orf24
CHD1L,CHD1L
CLEC4D,CLEC4D
SPART,SPART
SETD4,SETD4
ANKRD44,ANKRD44
CCP110,CCP110
TLK1,TLK1
N6AMT1,N6AMT1
OR9Q2,OR9Q2
PRPF40B,PRPF40B
MAP7D3,MAP7D3
RASL11B,RASL11B
CDH20,CDH20
CR1L,CR1L
TPSG1,TPSG1
MSANTD5,MSANTD5
DNLZ,DNLZ
TMC4,TMC4
ATAD5,ATAD5
CNTROB,CNTROB
ATP10A,ATP10A
KRT76,KRT76
CYP4F11,CYP4F11
CTTN,CTTN
MYO18B,MYO18B
FPR3,FPR3
FOXI2,FOXI2
PIP4P1,PIP4P1
AHI1,AHI1
DNAH10,DNAH10
NMRAL1,NMRAL1
ZAR1,ZAR1
UPP2,UPP2
MYH13,MYH13
ARSJ,ARSJ
EFS,EFS
SNAP91,SNAP91
SCIMP,SCIMP
CXCR1,CXCR1
OR4D9,OR4D9
USP50,USP50
HEXD,HEXD
ALG11,ALG11
PAMR1,PAMR1
NPC1,NPC1
ZMYND15,ZMYND15
CALCA,CALCA
OR8J1,OR8J1
GABRQ,GABRQ
SATB2,SATB2
PRSS33,PRSS33
DGKB,DGKB
C2CD2,C2CD2
MRPL21,MRPL21
CCNT2,CCNT2
C1QTNF6,C1QTNF6
ZNF589,ZNF589
TMC5,TMC5
DDB1,DDB1
INSL4,INSL4
PMS2,PMS2
ZNF782,ZNF782
NIPBL,NIPBL
MMP28,MMP28
DEFB114,DEFB114
DUXB,DUXB
CIMIP2B,CIMIP2B
LY6L,LY6L
ABT1,ABT1
DROSHA,DROSHA
TRIM9,TRIM9
CSE1L,CSE1L
HDX,HDX
ST8SIA5,ST8SIA5
OR4K17,OR4K17
GLB1L3,GLB1L3
CSMD2,CSMD2
EXOSC10,EXOSC10
LANCL1,LANCL1
ZCWPW1,ZCWPW1
RPS19BP1,RPS19BP1
NCOA5,NCOA5
VPS41,VPS41
ABI3BP,ABI3BP
ELFN2,ELFN2
REM1,REM1
YKT6,YKT6
SNORD19,SNORD19
SNORA49,SNORA49
SNORD95,SNORD95
MORN4,MORN4
EML1,EML1
HENMT1,HENMT1
PARD3,PARD3
LGR4,LGR4
STAT4,STAT4
WDR36,WDR36
TICAM1,TICAM1
MLN,MLN
CREB3,CREB3
LENG8,LENG8
AIRIM,AIRIM
ARFGEF3,ARFGEF3
DYSF,DYSF
WDR62,WDR62
DNAJC13,DNAJC13
NOLC1,NOLC1
EPC2,EPC2
MCUB,MCUB
OR52B6,OR52B6
IL17RD,IL17RD
AMIGO3,AMIGO3
CXCL8,CXCL8
PIK3C3,PIK3C3
TMEM145,TMEM145
KDM1A,KDM1A
SNORA64,SNORA64
SMIM20,C4orf52
DEFB110,DEFB110
GREP1,GREP1
ASXL1,ASXL1
CIITA,CIITA
AHSG,AHSG
FYB2,FYB2
CD99L2,CD99L2
TLDC2,TLDC2
EVA1B,EVA1B
ATP1B2,ATP1B2
B4GALNT3,B4GALNT3
SPACA7,SPACA7
DSCAML1,DSCAML1
DEFB134,DEFB134
SNORA38,SNORA38
TMPRSS2,TMPRSS2
GAPVD1,GAPVD1
MBTPS1,MBTPS1
MTMR1,MTMR1
TSSC4,TSSC4
BRAP,BRAP
MRC2,MRC2
HOXC13,HOXC13
CDK5RAP2,CDK5RAP2
HCN1,HCN1
CCL21,CCL21
GEMIN7,GEMIN7
SNORA50D,SNORA50D
NEK1,NEK1
RSAD2,RSAD2
DTNBP1,DTNBP1
ATXN1,ATXN1
HAUS8,HAUS8
UGGT2,UGGT2
PKN2,PKN2
VPS54,VPS54
OPN4,OPN4
TFF3,TFF3
GSG1L2,GSG1L2
MYRFL,MYRFL
ZNF740,ZNF740
USE1,USE1
DUOX1,DUOX1
KCNN3,KCNN3
SH3D19,SH3D19
ERCC3,ERCC3
BCLAF3,BCLAF3
ZFYVE9,ZFYVE9
EMC9,EMC9
MRGPRX1,MRGPRX1
SEL1L,SEL1L
PSKH2,PSKH2
C7orf78,C7orf78
SNORA40C,SNORA40C
MPZ,MPZ
PPBP,PPBP
HDAC7,HDAC7
SCFD2,SCFD2
CLSTN3,CLSTN3
LRG1,LRG1
PSMA8,PSMA8
OR51V1,OR51V1
TRIM26,TRIM26
NCAM1,NCAM1
DNPEP,DNPEP
ADAMTSL3,ADAMTSL3
HSH2D,HSH2D
SENP3,SENP3
ARSA,ARSA
TOE1,TOE1
ZNF512B,ZNF512B
PRKCH,PRKCH
UBE2S,UBE2S
SLC4A2,SLC4A2
NOD2,NOD2
SRRM2,SRRM2
SVEP1,SVEP1
GZMB,GZMB
CASP4,CASP4
ADAM19,ADAM19
SCEL,SCEL
CYP4F22,CYP4F22
RORB,RORB
EPAS1,EPAS1
SCARA3,SCARA3
PRAG1,PRAG1
PHF21B,PHF21B
RECQL,RECQL
ZNF280D,ZNF280D
OR2Y1,OR2Y1
OR10G7,OR10G7
OR2M4,OR2M4
TEAD3,TEAD3
OGA,OGA
STK10,STK10
POLDIP2,POLDIP2
INTS4,INTS4
MS4A18,MS4A18
OR2A14,OR2A14
XAGE2,XAGE2
SPMIP2,SPMIP2
BUB1,BUB1
GUF1,GUF1
ORC3,ORC3
REELD1,REELD1
OR6C4,OR6C4
KANK1,KANK1
OR8B4,OR8B4
OR4X2,OR4X2
FRY,FRY
TASOR2,TASOR2
TMEM140,TMEM140
TRBV15,TRBV15
VRK1,VRK1
SLC35B3,SLC35B3
CDK4,CDK4
IGLV9-49,IGLV9-49
ISX,ISX
CXXC1,CXXC1
MICAL1,MICAL1
C5AR2,C5AR2
P4HA1,P4HA1
HS1BP3,HS1BP3
FBXO4,RIMOC1
MAST2,MAST2
IL7R,IL7R
SPTBN5,SPTBN5
USP5,USP5
ZNF474,ZNF474
TEX22,TEX22
ZNF600,ZNF600
DGKG,DGKG
DRAP1,DRAP1
MYADM,MYADM
CSRNP3,CSRNP3
NWD1,NWD1
MLH1,MLH1
XAF1,XAF1
L1CAM,L1CAM
KRT74,KRT74
WDR11,WDR11
RNF213,RNF213
NOX5,NOX5
PELI2,PELI2
GLIPR1L1,GLIPR1L1
FSD2,FSD2
OPA1,OPA1
ARFGAP2,ARFGAP2
BRWD3,BRWD3
TMEM67,TMEM67
C1orf131,C1H1orf131
NBN,NBN
EZR,EZR
SSTR4,SSTR4
ACTR10,ACTR10
PTPRT,PTPRT
JAG1,JAG1
ZCWPW2,ZCWPW2
KDM6A,KDM6A
SH3PXD2A,SH3PXD2A
ZNF283,ZNF283
TMF1,TMF1
SLCO4A1,SLCO4A1
OR1I1,OR1I1
ITGA7,ITGA7
BCAN,BCAN
LILRB5,LILRB5
PPP1R12A,PPP1R12A
UBALD1,UBALD1
GK3,GK3
EIF2A,EIF2A
FKBP15,FKBP15
SAP130,SAP130
CRY2,CRY2
ZNF487,ZNF487
SULT6B1,SULT6B1
TRIM5,TRIM5
ECD,ECD
ZNF154,ZNF154
F5,F5
EWSR1,EWSR1
ARPP21,ARPP21
DOCK9,DOCK9
FHOD3,FHOD3
C21orf58,C3H21orf58
PTPN22,PTPN22
ORAI2,ORAI2
KIAA0319,KIAA0319
TRPV2,TRPV2
BRPF1,BRPF1
GARIN3,GARIN3
FOXL2NB,FOXL2NB
DACT1,DACT1
CPQ,CPQ
TRBV9,TRBV9
STK25,STK25
FCAR,FCAR
OR4S2,OR4S2
TRBV11-1,TRBV11-1
KDM4C,KDM4C
HAX1,HAX1
ZNF557,ZNF557
SPATS2,SPATS2
BST1,BST1
HCN4,HCN4
XRRA1,XRRA1
UCN2,UCN2
SCNN1A,SCNN1A
PRPF8,PRPF8
TGM3,TGM3
EIF4G2,EIF4G2
MLH3,MLH3
ATG14,ATG14
ASNS,ASNS
SCN5A,SCN5A
CFAP92,CFAP92
SYT16,SYT16
YTHDC1,YTHDC1
UBR2,UBR2
TRBV10-3,TRBV10-3
MOCS2,MOCS2
MGAT5B,MGAT5B
ZFAT,ZFAT
ZNF609,ZNF609
ITK,ITK
CASP3,CASP3
LAMTOR5,LAMTOR5
ASGR2,ASGR2
ALDH1L2,ALDH1L2
CEP70,CEP70
KIFC2,KIFC2
FOCAD,FOCAD
LGMN,LGMN
ATF7IP,ATF7IP
SLC38A10,SLC38A10
VPS26A,VPS26A
SYNGR2,SYNGR2
MYOC,MYOC
RTBDN,RTBDN
GEMIN2,GEMIN2
VPS35L,VPS35L
RIGI,RIGI
TRPM2,TRPM2
RPL3,RPL3
FBF1,FBF1
MASP1,MASP1
SPANXN2,SPANXN2
GRIA4,GRIA4
CARD10,CARD10
GBX1,GBX1
UBN1,UBN1
AOX1,AOX1
TRAV17,TRAV17
CCL15,CCL15
IGKV6D-41,IGKV6D-41
KIAA1755,KIAA1755
MIR939,mml-mir-939
IDE,IDE
NOL8,NOL8
GPD1,GPD1
TERB2,TERB2
SELENOT,SELENOT
GBP3,GBP3
AKNA,AKNA
ITGA6,ITGA6
NMUR2,NMUR2
FIGN,FIGN
COP1,COP1
CPSF3,CPSF3
AHCTF1,AHCTF1
SARDH,SARDH
PAFAH1B1,PAFAH1B1
NUDT15,NUDT15
EXOC2,EXOC2
CARD14,CARD14
SLC3A1,SLC3A1
CCDC13,CCDC13
CXCL13,CXCL13
ZBED2,ZBED2
UBE2Z,UBE2Z
TBCK,TBCK
TRAF3IP3,TRAF3IP3
HSD17B6,HSD17B6
RANBP17,RANBP17
CP,CP
HOXD9,HOXD9
TCF12,TCF12
ZNF280A,ZNF280A
RAPGEF3,RAPGEF3
NLRP8,NLRP8
ACOX2,ACOX2
ADAM15,ADAM15
PAPPA,PAPPA
MFF,MFF
ARRDC2,ARRDC2
ATP9B,ATP9B
SP140,SP140
L3MBTL2,L3MBTL2
MAPKBP1,MAPKBP1
TMEM242,TMEM242
ABHD1,ABHD1
PLA2G2F,PLA2G2F
DHX30,DHX30
ANO1,ANO1
SPICE1,SPICE1
POLR3C,POLR3C
HHIP,HHIP
MUC20,MUC20
GARNL3,GARNL3
DDX5,DDX5
HACE1,HACE1
TPST1,TPST1
ILDR2,ILDR2
VAT1,VAT1
HMGCS2,HMGCS2
PTPRQ,PTPRQ
OR4Q3,OR4Q3
PDS5A,PDS5A
OR7C2,OR7C2
POMT1,POMT1
OR10Q1,OR10Q1
CCDC148,CCDC148
TMTC4,TMTC4
OLAH,OLAH
COA3,CCDC56
LRRFIP2,LRRFIP2
PLA2G4D,PLA2G4D
SPTBN2,SPTBN2
FAM184B,FAM184B
PTK2,PTK2
DEUP1,DEUP1
GPCPD1,GPCPD1
PRSS12,PRSS12
TAS2R8,TAS2R8
C2orf78,C13H2orf78
TMCO6,TMCO6
TMEM95,TMEM95
TRERF1,TRERF1
OR10A4,OR10A4
SAT2,SAT2
NDUFB2,NDUFB2
SLC26A11,SLC26A11
APTX,APTX
ETFBKMT,ETFBKMT
ABCB4,ABCB4
OR14K1,OR14K1
OR5F1,OR5F1
TRIM40,TRIM40
MOK,MOK
GRTP1,GRTP1
KERA,KERA
POGZ,POGZ
BLTP3B,BLTP3B
GTDC1,GTDC1
ACACA,ACACA
BRCA2,BRCA2
MYOM2,MYOM2
TUBD1,TUBD1
TDP1,TDP1
TRAV12-2,TRAV12-2
OR2L13,OR2L13
ZFP42,ZFP42
OR13J1,OR13J1
VPREB1,VPREB1
ADAM7,ADAM7
ABCC1,ABCC1
OR14I1,OR14I1
VPS33A,VPS33A
BCAR1,BCAR1
ZPBP2,ZPBP2
GPLD1,GPLD1
OR5H14,OR5H14
STAG2,STAG2
SUN3,SUN3
PCDHB8,PCDHB8
ZSCAN25,ZSCAN25
STK26,STK26
CDKN1B,CDKN1B
AARD,AARD
SENP5,SENP5
CFAP69,CFAP69
POU2F3,POU2F3
ADM5,ADM5
TBC1D5,TBC1D5
CCDC180,CCDC180
CAMK1D,CAMK1D
PBK,PBK
IL17B,IL17B
EFR3A,EFR3A
DNAJC18,DNAJC18
CDKN1C,CDKN1C
NUDT1,NUDT1
NAE1,NAE1
H2BW2,H2BW2A
RERGL,RERGL
PREX2,PREX2
SLC36A2,SLC36A2
BCAR3,BCAR3
IRS1,IRS1
BCOR,BCOR
SERPINB2,SERPINB2
CFAP20DC,CFAP20DC
CPA3,CPA3
ANKRD62,ANKRD62
ACYP2,ACYP2
TFRC,TFRC
TMEM245,TMEM245
SLC26A3,SLC26A3
ZNF256,ZNF256
SPTLC2,SPTLC2
ESRRB,ESRRB
PROS1,PROS1
WSB1,WSB1
NUTM1,NUTM1
PML,PML
IRF7,IRF7
EIF3F,EIF3F
SPMIP1,SPMIP1
GPR137B,GPR137B
CD300H,CD300H
UTP20,UTP20
GPR6,GPR6
FFAR1,FFAR1
APAF1,APAF1
HIRA,HIRA
GKN1,GKN1
DENND1C,DENND1C
C12orf43,C11H12orf43
ELF1,ELF1
IGF2R,IGF2R
ZMYM3,ZMYM3
RETSAT,RETSAT
P2RX7,P2RX7
LCAT,LCAT
STARD9,STARD9
CETP,CETP
ARHGEF26,ARHGEF26
STRN,STRN
RFXAP,RFXAP
NRG3,NRG3
SPRED2,SPRED2
IPO11,IPO11
UBLCP1,UBLCP1
TGFBRAP1,TGFBRAP1
LIG3,LIG3
CLEC9A,CLEC9A
MTHFD2,MTHFD2
ADAM33,ADAM33
NUB1,NUB1
AGER,AGER
ABRAXAS2,ABRAXAS2
C6orf141,C4H6orf141
PATE4,PATE4
UGP2,UGP2
FAM98A,FAM98A
QSER1,QSER1
ZFPM2,ZFPM2
MGAM2,MGAM2
DLGAP3,DLGAP3
SLC19A1,SLC19A1
PNPLA7,PNPLA7
KCTD9,KCTD9
WDR1,WDR1
BTK,BTK
ZNF506,ZNF506
KRI1,KRI1
CCL11,CCL11
TSC22D2,TSC22D2
POLDIP3,POLDIP3
KDM5B,KDM5B
STT3B,STT3B
TOMM20,TOMM20
CA14,CA14
ANKFY1,ANKFY1
STRAP,STRAP
IL18,IL18
SPEN,SPEN
DYRK2,DYRK2
PHACTR1,PHACTR1
PAK5,PAK5
CFAP57,CFAP57
CLDN23,CLDN23
APC,APC
COL6A5,COL6A5
HEATR5B,HEATR5B
SOD3,SOD3
RAI1,RAI1
QSOX1,QSOX1
DRC1,SELENOI
B3GALT5,B3GALT5
ZNF679,ZNF679
CES2,CES2
PCDHB10,PCDHB10
PLXNA3,PLXNA3
STAM2,STAM2
PSMD12,PSMD12
CXCL14,CXCL14
ADGRG4,ADGRG4
UTP18,UTP18
HADHB,HADHB
GSN,GSN
ANGPTL3,ANGPTL3
BSPRY,BSPRY
ME1,ME1
CSDE1,CSDE1
TRMT9B,TRMT9B
RPS6KA2,RPS6KA2
MTCL3,SOGA3
METTL21C,METTL21C
MON1B,MON1B
SYCE1,SYCE1
OR9A4,OR9A4
ANO4,ANO4
IQGAP1,IQGAP1
GRM7,GRM7
SPATA46,SPATA46
SLC15A2,SLC15A2
ATAD2B,ATAD2B
L3MBTL4,L3MBTL4
CLEC5A,CLEC5A
MYBL1,MYBL1
NHLRC2,NHLRC2
CLEC17A,CLEC17A
NBEAL1,NBEAL1
COL11A2,COL11A2
KIAA2013,KIAA2013
NLE1,NLE1
RHOQ,RHOQ
SORCS3,SORCS3
DNAAF3,DNAAF3
PARD6B,PARD6B
DEFB127,DEFB127
ZNF415,ZNF415
C11orf16,C14H11orf16
CENPH,CENPH
LRRC40,LRRC40
PHTF2,PHTF2
SLC9A9,SLC9A9
ZNF804B,ZNF804B
FAM234B,FAM234B
KIRREL3,KIRREL3
KCNK4,KCNK4
SLC9C2,SLC9C2
PROC,PROC
MRGPRX3,MRGPRX3
SATL1,SATL1
PEPD,PEPD
TDRP,TDRP
RAB3IP,RAB3IP
UCMA,UCMA
KCNJ15,KCNJ15
C1RL,C1RL
PPP2R5B,PPP2R5B
NDUFB7,NDUFB7
HIPK2,HIPK2
CMAS,CMAS
FASTKD2,FASTKD2
DLG5,DLG5
SRPRA,SRPRA
ZNF821,ZNF821
PHACTR4,PHACTR4
CFAP157,CFAP157
ATP8A1,ATP8A1
SNORA58B,SNORA58B
USP10,USP10
RNF207,RNF207
RNF6,RNF6
BPTF,BPTF
SLC12A7,SLC12A7
HIP1R,HIP1R
UNC5A,UNC5A
MTFMT,MTFMT
MLKL,MLKL
RUBCNL,RUBCNL
MAP2K6,MAP2K6
PLTP,PLTP
TUBGCP2,TUBGCP2
STPG4,STPG4
MROH1,MROH1
CCDC158,CCDC158
WFDC12,WFDC12
QPCT,QPCT
MAB21L4,MAB21L4
SMARCAD1,SMARCAD1
CEP112,CEP112
MDFIC,MDFIC
WBP4,WBP4
DNAAF8,DNAAF8
OR52A1,OR52A1
ZDHHC9,ZDHHC9
OR10G8,OR10G8
TARS1,TARS1
TPMT,TPMT
RBSN,RBSN
LMAN2L,LMAN2L
GTF3C2,GTF3C2
PPP4R2,PPP4R2
PBRM1,PBRM1
PSMD4,PSMD4
CYLC1,CYLC1
EDEM3,EDEM3
BECN1,BECN1
HCK,HCK
FCGR1A,FCGR1A
YTHDC2,YTHDC2
ATF5,ATF5
INO80B,INO80B
INS,INS
OSBPL10,OSBPL10
ZPR1,ZPR1
RIPOR3,RIPOR3
TAB1,TAB1
DVL2,DVL2
SNORA38B,SNORA38B
SDCBP,SDCBP
FAXDC2,FAXDC2
CTC1,CTC1
GGT7,GGT7
TBC1D8B,TBC1D8B
PPM1E,PPM1E
KBTBD4,KBTBD4
SYNJ2,SYNJ2
PUF60,PUF60
EYA1,EYA1
ETV6,ETV6
ALS2CL,ALS2CL
SLAIN2,SLAIN2
STIM1,STIM1
SCG3,SCG3
LONRF2,LONRF2
GGT5,GGT5
FBXO40,FBXO40
CNGA1,CNGA1
G2E3,G2E3
GDAP2,GDAP2
TUT1,TUT1
SLC35A1,SLC35A1
ZNF618,ZNF618
CCDC190,CCDC190
CREB3L4,CREB3L4
CWC22,CWC22
XKR7,XKR7
PHLDB2,PHLDB2
TRUB1,TRUB1
KIF13A,KIF13A
CRYBG2,CRYBG2
FCER2,FCER2
SPC25,SPC25
TRIM4,TRIM4
LRIT1,LRIT1
GOLPH3L,GOLPH3L
CLEC4F,CLEC4F
LTB,LTB
DDX39A,DDX39A
CBLB,CBLB
NAT10,NAT10
ARRDC5,ARRDC5
CHCHD10,CHCHD10
LAMB1,LAMB1
METRN,METRN
CADPS2,CADPS2
PRPF19,PRPF19
TRAK1,TRAK1
ZNF135,ZNF135
PRIMPOL,PRIMPOL
GPATCH2,GPATCH2
USP11,USP11
SLC2A6,SLC2A6
COL19A1,COL19A1
TBC1D32,TBC1D32
COL11A1,COL11A1
HIF1A,HIF1A
USP19,USP19
TCEA1,TCEA1
RBM15,RBM15
NR1H2,NR1H2
CDON,CDON
CRLF3,CRLF3
CNTLN,CNTLN
PPDPFL,PPDPFL
DNAJC11,DNAJC11
PPM1B,PPM1B
SLC25A11,SLC25A11
SEC31A,SEC31A
CRB1,CRB1
COG6,COG6
ZNF33B,ZNF33B
ALDH18A1,ALDH18A1
DOCK2,DOCK2
DDHD1,DDHD1
GABRP,GABRP
ZC3HC1,ZC3HC1
SEMA3B,SEMA3B
ACTA2,ACTA2
PTPN5,PTPN5
BRD9,BRD9
NCBP1,NCBP1
UCK1,UCK1
GLS2,GLS2
GCKR,GCKR
HIVEP1,HIVEP1
TTC31,TTC31
IFI44,IFI44
DHX8,DHX8
RAPGEF4,RAPGEF4
OAS3,OAS3
ACADVL,ACADVL
ALG2,ALG2
APOBEC1,APOBEC1
SRRM1,SRRM1
CDH26,CDH26
IMPDH2,IMPDH2
PRICKLE1,PRICKLE1
NPHS1,NPHS1
GABBR1,GABBR1
PMS1,PMS1
MZT1,MZT1
ATF6B,ATF6B
SMPD4,SMPD4
NUP107,NUP107
OBI1,OBI1
CPNE2,CPNE2
GUCY1B1,GUCY1B1
CEP85,CEP85
ZNF317,ZNF317
FPR2,FPR2
CCDC110,CCDC110
INO80,INO80
HYOU1,HYOU1
SMARCE1,SMARCE1
SLC25A36,SLC25A36
NR2E1,NR2E1
KCNB1,KCNB1
OSMR,OSMR
ZNF671,ZNF671
AMPD3,AMPD3
IGLV4-3,IGLV4-3
PRUNE2,PRUNE2
ANXA7,ANXA7
NFE2L3,NFE2L3
IL15,IL15
GDI2,GDI2
MLC1,MLC1
VMO1,VMO1
NUAK1,NUAK1
CCDC14,CCDC14
SLC6A12,SLC6A12
FLACC1,FLACC1
SLC6A9,SLC6A9
PREX1,PREX1
FMNL3,FMNL3
AXDND1,AXDND1
PTPRC,PTPRC
NSF,NSF
ECHDC2,ECHDC2
BRAF,BRAF
DENND2A,DENND2A
DIP2C,DIP2C
PCF11,PCF11
PIP5K1A,PIP5K1A
PSMC1,PSMC1
PLCZ1,PLCZ1
UNC13D,UNC13D
KLHL4,KLHL4
AFAP1L1,AFAP1L1
TTLL12,TTLL12
OR13F1,OR13F1
FMO5,FMO5
CNST,CNST
C6,C6
NTNG1,NTNG1
RIOK1,RIOK1
NEURL4,NEURL4
MGAT4B,MGAT4B
DDIAS,DDIAS
ANXA6,ANXA6
ACOT12,ACOT12
ARHGAP1,ARHGAP1
SYT14,SYT14
PDE3B,PDE3B
ODAD3,ODAD3
SHOC1,SHOC1
CCDC65,CCDC65
LCORL,LCORL
SLC41A3,SLC41A3
ITPRID2,ITPRID2
CRAMP1,CRAMP1
EML2,EML2
IGF2BP3,IGF2BP3
CCDC57,CCDC57
SMC1B,SMC1B
MPDZ,MPDZ
HK2,HK2
GPR27,GPR27
ZSWIM5,ZSWIM5
PGP,PGP
TULP4,TULP4
PGLYRP1,PGLYRP1
NCR2,NCR2
SLC27A4,SLC27A4
CDH5,CDH5
DZIP3,DZIP3
POLR1B,POLR1B
FANCD2,FANCD2
ECM1,ECM1
RHOBTB3,RHOBTB3
ESYT3,ESYT3
ANKRD17,ANKRD17
TRPM5,TRPM5
NUMA1,NUMA1
CXCL16,CXCL16
PIGW,PIGW
NIBAN1,NIBAN1
BBOF1,BBOF1
ATN1,ATN1
OXTR,OXTR
PIGO,PIGO
POLR3E,POLR3E
KCNMA1,KCNMA1
IL17A,IL17A
TRPC1,TRPC1
COX6A2,COX6A2
NCAM2,NCAM2
OSBPL7,OSBPL7
TNIK,TNIK
TMEM191C,TMEM191C
POU6F2,POU6F2
ZNF614,ZNF614
TCL1B,TCL1B
QTRT2,QTRT2
HDAC11,HDAC11
HMG20A,HMG20A
CYFIP1,CYFIP1
OVCH1,OVCH1
TMED10,TMED10
NELFA,NELFA
GATA4,GATA4
MINK1,MINK1
UPF3A,UPF3A
HDGFL3,HDGFL3
NDUFAF5,NDUFAF5
PIGG,PIGG
TMED8,TMED8
LRFN5,LRFN5
RAB3C,RAB3C
TMEM11,TMEM11
GMPS,GMPS
RBPJ,RBPJ
ETFA,ETFA
ITPA,ITPA
PLD4,PLD4
DYNC2I2,DYNC2I2
SFMBT2,SFMBT2
HAPLN3,HAPLN3
NUDT9,NUDT9
ZBTB40,ZBTB40
FAM98C,FAM98C
MARCHF6,MARCHF6
KCNK18,KCNK18
ITGB6,ITGB6
EVI2A,EVI2A
DLGAP5,DLGAP5
CHRM2,CHRM2
MT-CO2,COX2
CSTF2,CSTF2
TMEM131,TMEM131
GSPT2,GSPT2
THADA,THADA
C6orf52,C4H6orf52
EPB42,EPB42
KRT5,KRT5
CLPTM1L,CLPTM1L
EIF5B,EIF5B
DHX37,DHX37
ATP2A2,ATP2A2
PHF12,PHF12
GLO1,GLO1
CHRM3,CHRM3
NOTCH2,NOTCH2
BCAM,BCAM
AGO2,AGO2
NIPAL4,NIPAL4
HAPLN2,HAPLN2
AFP,AFP
DIPK1B,DIPK1B
CLIP4,CLIP4
SLC44A2,SLC44A2
SORL1,SORL1
FUT5,FUT5
HSD11B1L,HSD11B1L
CYFIP2,CYFIP2
ZNF263,ZNF263
INTS9,INTS9
LDLRAD1,LDLRAD1
COL1A1,COL1A1
COG5,COG5
ARHGAP28,ARHGAP28
SLFN5,SLFN5
CYP4A11,CYP4A45
FOXN3,FOXN3
TTF1,TTF1
NR4A1,NR4A1
FHOD1,FHOD1
PLOD2,PLOD2
SREK1,SREK1
PNLIPRP1,PNLIPRP1
ANK1,ANK1
NOL9,NOL9
GAS2,GAS2
SRSF4,SRSF4
EML4,EML4
SNRPB,SNRPB
TTC9B,TTC9B
BBS7,BBS7
GMCL1,GMCL1
ITGA10,ITGA10
ADAM28,ADAM28
IYD,IYD
TULP2,TULP2
IL7,IL7
ERGIC2,ERGIC2
ATP6V1H,ATP6V1H
CDK5RAP3,CDK5RAP3
GTF3C4,GTF3C4
WDR89,WDR89
TNNI2,TNNI2
WNK1,WNK1
FLOT1,FLOT1
ADK,ADK
TRH,TRH
L3MBTL3,L3MBTL3
SLC25A26,SLC25A26
CSTL1,CSTL1
ADSS2,ADSS2
TBX15,TBX15
GABRR2,GABRR2
CRNN,CRNN
HPS1,HPS1
MPRIP,MPRIP
CNTN4,CNTN4
BCO2,BCO2
DHX38,DHX38
