mice gene name,frog gene name
Pomc,pomc
Rtn1,rtn1
Hps3,hps3
Gtpbp3,gtpbp3
P2ry14,p2ry14
Unc13d,unc13d
Slc27a3,supt20hl1
Lmod3,lmod3
Hnmt,hnmt
Map7d2,map7d2
Plxnb3,plxnb3
Zbtb24,zbtb24
Tmem126a,tmem126a
B4gat1,b4gat1
Pde12,pde12
Scyl3,scyl3
Syt9,syt9
Vip,vip
Nod1,nod1
Plekhg1,plekhg1
Rmdn1,rmdn1
Tjp3,tjp3
Cdc37l1,cdc37l1
Lrrc45,lrrc45
Scamp3,scamp3
Atp13a2,atp13a2
Mrpl9,MRPL9
Trarg1,trarg1
Rell1,rell1
Zc3hc1,zc3hc1
Klb,klb
Slc2a10,slc2a10
Cep97,cep97
Irs2,IRS2
Cpvl,cpvl
Ddx20,ddx20
Ren1,ren
Basp1,basp1
St6galnac2,st6galnac2
Slc35g1,slc35g1
Arhgap32,arhgap32
Plat,plat
Marcks,marcks
Pcnx2,pcnx2
Tmem192,tmem192
Fer1l4,fer1l4
Cox18,cox18
E2f6,e2f6
Ybey,ybey
Sybu,sybu
Ogn,ogn
Rnaseh2b,rnaseh2b
Chchd1,chchd1
Inip,inip
Zfp276,znf276
Hoxa4,hoxa4
Cidea,cidea
Hlcs,hlcs
Mcur1,mcur1
Hsd17b3,hsd17b3
Slc25a53,slc25a53
As3mt,as3mt.2
Mgst2,mgst2
Clic5,clic5
Gnb1l,gnb1l
Myzap,myzap
Jmjd4,jmjd4
Mxra8,mxra8
Chst15,chst15
Golm2,golm2
Agbl1,agbl1
Pld3,pld3
Kcnrg,kcnrg
Fbxo44,FBXO44
Smarcal1,smarcal1
Fam13a,fam13a
Rtkn2,rtkn2
Proser1,proser1
Itprid2,itprid2
Pkd1l2,pkd1l2
Qprt,qprt
Atg4d,atg4d
Hus1,ramp3
C1qtnf4,c1qtnf4
Ajm1,ajm1
Litaf,litaf
Nfatc4,nfatc4
Etl4,kiaa1217
Ndufaf6,ndufaf6
Myom3,myom3
Tsr3,tsr3
Wrn,wrn
Inf2,inf2
Coa3,coa3
Creg1,creg1
Ankrd10,ankrd10
Mastl,bcl7c
Fam210b,fam210b
Lysmd3,lysmd3
Ncoa6,ncoa6
Lrit3,lrit3
Ncf2,ncf2
Pmch,pmch
Cdc7,cdc7
Krtcap3,krtcap3
Phc2,phc2
Lmod1,lmod1
Gtf3a,gtf3a
Nsmce4a,XB5717875 [provisional:plac8]
Mtfr1l,mtfr1l
Ppp1r12c,ppp1r12c
Txndc5,txndc5
Tdp1,tdp1
Mutyh,mutyh
Bcl9l,bcl9l
Rgs13,rgs13
Cyp27b1,cyp27b1
Gpr34,gpr34
Tmem63c,tmem63c
Ttll13,ttll13p
Efcab11,efcab11
Aggf1,aggf1
Entpd6,apmap
Ifih1,ifih1
Polh,polh
Ccdc90b,ccdc90b
Tmem114,tmem114
Atn1,atn1
Ppil6,ppil6
Layn,layn
Itih3,itih3
Nom1,nom1
Ncapd3,thyn1
Ptcd2,ptcd2
Rsf1,rsf1
Thada,thada
Rrp15,rrp15
Ptprz1,ptprz1
3110009E18Rik,c2orf76
Tsc22d2,tsc22d2
Zbtb8a,zbtb8a.1
Aoah,aoah
Rhpn1,rhpn1
Dcp1b,dcp1b
Mapk8ip2,mapk8ip2
F2r,f2r
Brip1,brip1
Fam83b,fam83b
C6,c6.1
Cwf19l2,cwf19l2
Gpr182,gpr182
Sec31b,sec31b
Gtpbp2,gtpbp2
Crocc,crocc
Dffb,dffb
Bbof1,bbof1
Bcor,bcor
Drd4,drd4
Prelid3a,prelid3a
Stoml3,stoml3
Ripk2,ripk2
D130043K22Rik,kiaa0319
Sdhaf3,sdhaf3
Zfp687,znf687
Fto,fto
Itgb7,itgb7
Bcl2l1,bcl2l1
Mdk,mdk
Tpo,tpo
Fbxo36,fbxo36
Tmem80,tmem80
Lzts2,lzts2
Adat1,adat1
Steap1,steap1
Neil3,neil3
Slco4c1,slco4c1
Adamts12,adamts12
Slc41a3,slc41a3
Fat2,fat2
2310033P09Rik,c1orf35
Treh,treh
Trmt9b,kiaa1456l
Ppp1r1a,ppp1r1a
Ppef1,ppef1
Acbd5,acbd5
Lama3,lama3
Ndufa7,ndufa7
Dnai4,dnai4
Arhgap25,arhgap25
Smpdl3b,smpdl3b
Riox2,riox2
Nxnl1,nxnl1
Naxd,naxd
Cd63,cd63
Npl,npl
Lpcat4,lpcat4
Cracr2a,cracr2a
Vwa5b1,vwa5b1
Ddo,ddo
Rnf114,rnf114
Rmdn3,rmdn3
Arsk,arsk
Reps2,tubb4b
Tmem198,TMEM198
Crcp,crcp
Sned1,sned1
Slc22a18,slc22a18
Slx1b,slx1a
Gtsf1,gtsf1
Cdca7l,cdca7l
Fam210a,fam210a
Selenos,selenos
Usp16,usp16
Cmtm3,cmtm3
Birc5,birc5l
Cnpy3,cnpy3
Robo3,robo3
Atmin,atmin
Anks4b,anks4b
Nsmce2,nsmce2
Sertad4,sertad4
Dhrs13,dhrs13
Mrps23,mrps23
Cntrl,cntrl
Septin3,septin3
Atosa,fam214a
Foxo6,foxo6
Pex11a,pex11a
Vwa2,vwa2
Zc3h7a,zc3h7a
Fitm1,fitm1
Golga1,golga1
Dtwd1,dtwd1
Cyp46a1,cyp46a1.1
Tmprss2,tmprss2.1
Bcl2l13,bcl2l13
Slc4a9,slc4a9
Zfp385c,znf385c
Cd2ap,cd2ap
Gpr27,gpr27
Cabp1,cabp1
Rbm15b,rbm15b
Mif4gd,mif4gd
Wnt9b,wnt9b
Rnf31,rnf31
Mkks,mkks
Tmem30c,tmem30cp
Tlcd4,tlcd4
Atp4b,atp4b
Wdr90,wdr90
Atoh8,atoh8
Phactr2,phactr2
Col28a1,col28a1
Elp4,dnajc24
Parvg,parvg
Fosl1,fosl1
Atoh1,atoh1
Sigirr,sigirr
Nmu,nmu
Pigbos1,PIGBOS1
BC031181,c18orf32
F10,f10
C7,c7
Mettl27,mettl27
Sp6,sp6
Sult1a1,sult1b1
Ankrd39,ankrd39
Ccdc77,ccdc77
Echdc1,echdc1
Sdr42e2,sdr42e2
Cic,cic
Slc39a1,slc39a1
Toe1,toe1
Tmprss15,tmprss15
Tymp,tymp
Myoc,myoc
Tgm5,tgm5
F9,f9
Impact,impact
Myadm,myadm
Kif26a,kif26a
P2rx2,p2rx2
Bhlha15,bhlha15
Slc66a1,slc66a1
Tmem212,tmem212
Hrh1,hrh1
Ncaph2,ncaph2
Drc1,drc1
Zxdc,zxdc
Perp,perp
Trmt2b,trmt2b
Top1mt,top1mt
Emc9,XB5899916 [provisional:tm4sf5]
Nudt22,nudt22
Entpd8,entpd8
Adh6b,adh1a
Snrnp48,snrnp48
Ppp1r14a,ppp1r14a
Tmem198b,tmem198
Cmklr2,cmklr2
Mfsd2b,mfsd2b
P2ry13,p2ry13
Irf1,irf1
Opn4,opn4
Dbn1,dbn1
Btg4,elp6
Orc1,orc1
Tmem255a,tmem255a
Ajap1,ajap1
Lrrc34,lrrc34
Acp6,acp6
Slc19a3,slc19a3
Mypop,mypop
Nfkbiz,XB5965586 [provisional:nfkbiz]
Tpd52l2,tpd52l2
Micall1,micall1
Cd2bp2,cd2bp2
Htr3b,htr3b
Ddx24,ddx24
Mycl,mycl
Dph6,dph6
Mme,mme
Map4k1,map4k1
Fbxl15,fbxl15
Gle1,gle1
Pnliprp2,pnliprp2
Mpv17l2,mpv17l2
Fbxo22,fbxo22
Scnm1,scnm1
Ngb,ngb
Prdm14,prdm14
Setmar,setmar
Tmem53,tmem53
Hdgf,hdgf
Hoxd1,hoxd1
Mlf1,mlf1
Ganab,ints5
Sytl5,sytl5
B4galnt1,b4galnt1
Sphk2,sphk2
Ppt2,ppt2
Dhx58,dhx58
Cuedc2,cuedc2
Pus7l,pus7l
Cdx2,cdx2
Nostrin,nostrin
Gpr135,gpr135
Slc10a3,slc10a3
Atxn1l,atxn1l
Nfe2l2,nfe2l2
Epb41l2,epb41l2
Usf3,usf3
Ripor1,ripor1
Slc24a1,slc24a1
Lamb2,lamb2
Nrbf2,nrbf2
Pphln1,pphln1
Txlnb,txlnb
Nkrf,nkrf
Ybx2,ybx2
Sema6b,sema6b
Gmnc,gmnc
Pla2g4f,pla2g4f
L3mbtl1,L3MBTL1
Slc19a1,slc19a1
Zfp507,znf507
Rad52,rad52
Marchf7,marchf7
Rpp14,rpp14
Shc4,shc4
Tgm1,tgm1
Zwilch,zwilch
Tmem128,svip
Fam114a1,fam114a1
Ctns,ctns
Gask1b,gask1b
Gorab,gorab
Larp6,larp6
Mcf2,mcf2
Wnk1,wnk1
Cdt1,cdt1
Shisal2a,shisal2a
Krt19,krt70
Mal,mal
Arhgef28,arhgef28
Cdkn2aipnl,cdkn2aipnl
Ndufaf3,ndufaf3
Prpsap1,prpsap1
Gpr17,gpr17
Masp2,masp2
Otor,otor
Il1rap,il1rap
Tns3,tns3
Sh2d4a,sh2d4a
Otulinl,otulinl
Polq,polq
Tyw3,tyw3
Eloa,eloa
Pou2af2,c11orf53
Rph3al,rph3al
Asz1,asz1
F7,f7
Ush2a,USH2A
Hpgds,hpgds
Tmem115,tmem115
Ptger2,ptger2
Cep20,cep20
Tmem215,tmem215
Ttc9c,ttc9c
Dcdc2a,dcdc2
Mrpl58,mrpl58
Snx11,snx11
Prcc,gpr78
Mbip,mbip
Recql5,recql5
Abhd18,abhd18
Tal1,tal1
Alpk1,alpk1
Pou2af1,pou2af1
Cuta,cuta
Slc25a45,slc25a45
Coq7,coq7
Nop53,nop53
Gfra2,gfra2
Cc2d1a,cc2d1a
Car12,ca12
Macrod2,macrod2
Nek3,nek3
Sctr,SCTR
Trerf1,trerf1
Ogg1,ogg1
Bicra,bicra
Tmem74b,tmem74b
Pdcd11,pdcd11
Slc39a12,slc39a12
Calhm5,calhm5
Nyx,nyx
C2cd2,c2cd2
Lysmd1,lysmd1
Lamb3,lamb3
Sox18,sox18
Ccdc148,ccdc148
Vps9d1,vps9d1
Sntb2,sntb2
Zbtb40,zbtb40
Mpdu1,mpdu1
Ppp1r3d,ppp1r3d
Utp14a,utp14a
Fan1,fan1
Dera,dera
Zfp513,ZNF513
Caskin2,caskin2
Setd1a,setd1a
Ncbp2as2,ncbp2as2
Snapc1,snapc1
Ddx60,ddx60
Sh3d19,sh3d19
Arhgef17,arhgef17
Cep170b,cep170b
Xiap,xiap
Tectb,tectb
Srd5a3,srd5a3
Or52b3,or52al1
Hoxb2,hoxb2
Xkrx,xkrx
1700028K03Rik,c4h1orf146
Senp6,senp6
Mtdh,mtdh
Fbxo7,fbxo7
Endov,endov
Foxd2,foxd2
Rfwd3,rfwd3
Rbm33,rbm33
Hgfac,hgfac
Nectin4,NECTIN4
Cyp39a1,cyp39a1
Slc26a10,slc26a10
Nr1i2,nr1i2
Ndufaf2,ndufaf2
G2e3,g2e3
Ttc36,ttc36
Nrip1,nrip1
Slc19a2,slc19a2
Tmem200c,tmem200c
B3gnt9,b3gnt9
Eef2kmt,eef2kmt
Cnp,cnp
Stra6l,stra6l.1
Ndufaf1,ndufaf1
Krt36,krt34
Apc2,apc2
Cfi,cfi
Slc51a,slc51a
Gdf10,gdf10
Ppm1f,ppm1f
Nktr,nktr
Zcchc2,zcchc2
AI837181,c11orf68
E4f1,e4f1
Tmem275,TMEM275
Pfn4,pfn4
Polg2,polg2
Mcidas,mcidas
Diablo,diablo
Fbrsl1,fbrsl1
Rai14,rai14
Cfap36,cfap36
Engase,engase
Alkbh7,alkbh7
Zfp365,znf365
Usp53,usp53
Ddb2,ddb2
Sass6,sass6.2
Cerkl,cerkl
LTO1,lto1
Ccdc167,ccdc167
Tpx2,tpx2
Mrpl48,mrpl48
Asb16,asb16
Aqp7,aqp7
Gsto1,gsto2
Snx22,snx22
Styk1,styk1
Ntpcr,ntpcr
Kcne4,KCNE4
Gbx1,GBX1
Serinc4,serinc4
Zfp654,znf654
Acp3,acp3
Rttn,rttn
Zc3h14,zc3h14
Ndufa11,ndufa11
Cfap91,cfap91
Aasdh,aasdh
Hivep3,hivep3
Agtrap,agtrap
Gpr37l1,gpr37l1
Cdc6,wipf2
Ctnnd1,ctnnd1
Apba3,apba3
1110032F04Rik,c3orf80
St8sia6,st8sia6
Trp53,tp53
Odr4,odr4
Ptprq,PTPRQ
Zfp704,znf704
Wdr72,wdr72
Gcc2,gcc2
Otop2,otop2
Cbx4,cbx4
D3Ertd751e,c4orf33.1
Mrpl47,mrpl47
Rusc2,rusc2
1700088E04Rik,c22orf23
Bola1,bola1
Med9,MED9
Kcnk6,kcnk6
Spata17,spata17
1700066M21Rik,c2orf69
Pdf,pdf
Tmem38b,tmem38b
Kif14,kif14
Stk33,stk33
Tbrg4,tbrg4
Capn6,capn6
Dpm2,dpm2
Klhdc9,klhdc9
Tpmt,tpmt
Lrit1,lrit1
Marveld1,marveld1
Zbtb49,zbtb49
Ch25h,ch25h
Bsg,bsg
Rnf138,rnf138
Rgs18,rgs18
Cmtr2,cmtr2
Lrrc42,lrrc42
Rfxap,rfxap
Ankk1,ankk1
Gcnt7,gcnt7
Btbd19,btbd19
Ankdd1b,ankdd1b
Elovl3,elovl3
Aspg,aspg
Pappa2,pappa2
Tspo,tspo
Mea1,mea1
Hcrt,hcrt
Ankle2,ankle2
Mad2l1bp,MAD2L1BP
Urb1,urb1
Mrpl40,mrpl40
Atp8b3,atp8b3
Zmynd12,zmynd12
Mrpl37,mrpl37
Cenpm,cenpm
Tfrc,tfrcl
Ncdn,ncdn
Srsf4,srsf4
Rnls,rnls
Nkapd1,nkapd1
Skap1,skap1
C2cd2l,c2cd2l
Ggct,ggct
Igfbpl1,igfbpl1
Bdkrb2,bdkrb2
Lyar,lyar
Phlda2,phlda2
L1cam,l1cam
Cinp,cinp
Abhd11,abhd11
Samd10,SAMD10
S1pr4,s1pr4
Morn4,MORN4
Dapl1,dapl1
Maml2,maml2
Msmp,msmp
Scn4b,scn4b
Ankub1,ankub1
Ninj2,ninj2
Syde2,syde2
Trpv2,trpv2
mt-Nd2,nd2
Cenpk,cenpk
Coq3,coq3
Tmem171,tmem171
Tcta,tcta
Ccdc170,ccdc170
Tlr2,tlr2
Ednrb,ednrb
Cytip,cytip
Pigv,pigv
Fam131c,fam131c
Cnr2,cnr2
Flt3,flt3
Tsku,tsku
Gm379,XB5896658 [provisional:stx3]
Mettl23,mettl23
Firrm,c1orf112
Tulp1,tulp1
Msc,msc
Lgals3,lgals3
Hdhd3,HDHD3
Cyp4x1,cyp4b1.4
Ptcd3,ptcd3
C8a,c8a
Tha1,tha1p
Dcp1a,dcp1a
Best1,best1
Myod1,MYOD1
Ptrhd1,ptrhd1
Otud1,otud1
Aste1,aste1
Commd8,commd8
Ndor1,ndor1
Wbp4,wbp4
Ccdc146,ccdc146
Ncf4,ncf4
Mindy4,mindy4
Tlr8,tlr8
Cngb3,cngb3
Clps,clps
Ydjc,ydjc
Pidd1,pidd1
Letmd1,letmd1
Gcm2,gcm2
Gorasp1,gorasp1
Stxbp4,stxbp4
Cyb5d2,cyb5d2
Bspry,bspry
Dnase2b,dnase2b
Lgsn,LGSN
Tpte,tpte2
Selenoo,selenoo
Timm21,timm21
4930523C07Rik,KIAA0040
Tcf7,tcf7
Nanos3,nanos3
Rilpl2,rilpl2
Tmem158,tmem158
Topors,topors
Nlrc3,nlrc3
Tsen54,tsen54
Rhbg,rhbg
Gdpgp1,gdpgp1
Klhl42,klhl42
Pkd1,pkd1
Fndc10,fndc10
Otoa,otoa
Ankrd37,ankrd37
4931414P19Rik,c14orf93
Lgals1,lgals1.1
Lipe,lipe
Prune1,prune1
Clip1,clip1
Cd276,cd276
Mblac1,mblac1
Mkrn2os,mkrn2os
Msl1,msl1
Nek4,nek4
Zfp142,znf142
Fam83d,fam83d
Xpc,xpc
Itgb1bp2,itgb1bp2
Trpt1,trpt1
Egln2,egln2
Mfsd4b1,mfsd4b
Snx4,SNX4
Klhl34,klhl34
Lmtk2,lmtk2
Ercc6l2,ercc6l2
Pdia2,pdia2
Ankrd33b,ankrd33b
Rpap1,rpap1
Setd2,setd2
S1pr5,s1pr5
Utp18,utp18
Map7d1,map7d1
Fam83a,fam83a
Ovca2,ovca2
Myo18b,myo18b
Arhgap22,arhgap22
Ccno,ccno
Gpr4,gpr4
H1f10,mgc69473
Col18a1,col18a1
Cdkn2aip,cdkn2aip
Armc2,armc2
Gpr151,gpr151
Pclaf,pclaf
St3gal4,st3gal4
Sspn,SSPN
Kank2,kank2
Ffar2,ffar2
Cenpn,cenpn
Dedd2,dedd2
E130308A19Rik,kiaa1958
Zc3h12a,zc3h12a
Limch1,limch1
Polrmt,polrmt
Serpine1,serpine1
Abra,abra
Rexo1,rexo1
Rgs21,rgs21
Wee2,wee2
Jpt1,jpt1
Macrod1,macrod1
Adck2,adck2
Ctu2,ctu2
Immp1l,immp1l
Fjx1,fjx1
Ccdc81,ccdc81
Fam163a,FAM163A
Iqcb1,iqcb1
Lrrc20,lrrc20
Adar,adar
Cspp1,cspp1
F11,klkb1
E2f1,e2f1
Bud13,bud13
Bach1,bach1
1810030O07Rik,cxorf38
Fxyd2,fxyd2
Gas2l3,gas2l3
Wbp1l,wbp1l
Iqch,pnlip
Creg2,creg2
Sdhaf4,sdhaf4
Lamc2,lamc2
Tpbg,tpbg
Hes2,hes2
Cibar2,cibar2
Sh2b3,sh2b3
Selenop,selenop1
Cyp17a1,cyp17a1
Cfap99,cfap99
Fignl2,fignl2
Spdl1,spdl1
Prok2,prok2
Gpbp1,gpbp1
Dusp13a,dusp13
Mis12,mis12
Cep78,cep78
Lrrc23,lrrc23
Meak7,meak7
Ribc2,ribc2
Cspg4b,cspg4b
Klf10,klf10
Fhip2b,fhip2b
Aoc3,aoc2
Pot1a,pot1
Fam181a,FAM181A
Alkal2,alkal2
Sall4,sall4
Jam2,jam2
Disp2,disp2
Fsd2,fsd2
Prtn3,prtn3
Fam83g,fam83g
Rin3,rin3
Peak1,peak1
Baalc,baalc
Kcnk4,kcnk4
Ptgir,ptgir
Raver2,raver2
Malrd1,malrd1
Spib,spib
Hsd17b2,hsd17b2
Trp53inp2,tp53inp2
Slc22a13,slc22a13
Cyp11a1,cyp11a1
Slc26a6,slc26a6
Atoh7,atoh7
Stpg1,stpg1
Spic,SPIC
Gm11100,c3orf49
E2f8,e2f8
Snx21,snx21
Gatc,gatc
Ostn,ostn
Cfap418,cfap418
Lrit2,lrit2
Hemk1,hemk1
Shisa7,shisa7
Cxcr1,cxcr2
Selenof,selenof
Pafah2,pafah2
Npas4,npas4
Minar2,minar2
Usp6nl,usp6nl
Ipo4,ipo4
Rbm48,rbm48
Spred3,spred3
Senp8,senp8
Znrd2,znrd2
Grpel2,grpel2
S100a10,s100a10
Fam43b,fam43b
Il16,il16
Spaca9,spaca9
Gpnmb,gpnmb
Ttc29,ttc29
Trim46,TRIM46
Il10,il10
Kbtbd11,kbtbd11
Lrrcc1,lrrcc1
Dennd2b,dennd2b
Habp4,habp4
Hsf4,hsf4
Hao2,hao2
Lama5,lama5
Epcam,epcam
Neurog1,neurog1
Parpbp,parpbp
Cox10,cox10
Lsm11,lsm11
Ptx3,ptx3
Zfp512b,znf512b
AI597479,c2orf49
Nkx1-1,nkx1-1
Shisa4,shisa4
Cstdc5,CSTA
Pdgfb,pdgfb
Gpr137c,gpr137c
Nbr1,nbr1
Tmem143,tmem143
Cgn,cgn
Stn1,stn1
Ntsr2,ntsr2
Fam177a2,fam177a1
Otulin,otulin
Sypl1,sypl1
Dffa,dffa
Otos,otos
Ankrd66,ANKRD66
Fam83f,fam83f
Cdh17,cdh17
Cfap20dc,cfap20dc
Ldah,ldah
Eno4,eno4
Mal2,mal2
Hivep1,hivep1
Myo15a,MYO15A
Tifa,tifa
Trank1,trank1
Hsd11b2,hsd11b2
Vwa3a,vwa3a
Tril,tril
Mgst1,mgst1
Fam151a,atp1b2
Gramd2b,gramd2b
Arid3b,arid3b
Hvcn1,hvcn1
Arap2,arap2
Dido1,umad1
Tmub2,tmub2
Dmrta1,dmrta1
Igsf8,XB5942349 [provisional:igsf8]
Hspbap1,hspbap1
Foxn1,foxn1
Itpkb,itpkb
Pgr,pgr
Higd1b,higd1b
Gm55600,xtr-mir-191
Tg,tg
Plb1,plb1
Fhdc1,fhdc1
Pex6,pex6
Foxq1,FOXQ1
Scrn3,scrn3
Zfpm1,zfpm1
Rab29,nucks1
Wdr27,wdr27
Slc38a10,slc38a10
Mcub,mcub
E2f7,e2f7
Begain,begain
Tmem37,tmem37
Surf6,surf6
Nhlrc1,nhlrc1
Inpp5k,inpp5k
Ccser1,ccser1
Lonrf2,lonrf2
Timm29,timm29
Ube3d,ube3d
Bora,bora
Dalrd3,dalrd3
Ecsit,ecsit
Prima1,prima1
Efcab14,efcab14
Whamm,whamm
2510039O18Rik,kiaa2013
Cfap74,cfap74
Tex264,tex264
Kdf1,kdf1
Prr12,prr12
Hmx1,hmx1
Mettl25,mettl25
Pkmyt1,pkmyt1
Iqub,iqub
Spag1,spag1
Atxn10,atxn10
Plppr2,plppr2
Crb1,crb1
Prl,prl.1
Scg2,scg2
Cyp7b1,cyp7b1
Tpd52,tpd52
Prom1,prom1
Herpud1,herpud1
Gmeb2,gmeb2
Cenatac,cenatac
Mov10,mov10
Taf1b,taf1b
Fbxw8,fbxw8
Preb,preb
Mpg,mpg
N4bp2l1,N4BP2L1
Themis,themis
Zfp292,znf292
Nsrp1,nsrp1
Bscl2,bscl2
Sipa1,sipa1
Alkbh1,alkbh1
Cmtm5,cmtm5
Polr1e,polr1e
Tti1,tti1
Gprc5a,gprc5a
Dnase2a,dnase2
Ankrd9,ankrd9
Rmi1,rmi1
Pigw,pigw
Idnk,idnk
Gdpd2,gdpd2
Grap2,grap2
Csf1r,csf1r
Otog,OTOG
Cfp,cfp
Rbbp8,rbbp8
Rsph10b,rsph10b
Baz2a,baz2a
Kifc3,kifc3
Pms1,pms1
Fastkd1,fastkd1
Fam204a,fam204a
Morn1,morn1
Efna4,efna4
Cep128,cep128
Samd11,samd11
B3galt5,b3galt5l
Slc49a3,slc49a3
Fgf22,fgf22
Papln,papln
Pof1b,pof1b
Aatk,aatk
Iqck,iqck
Hs1bp3,hs1bp3
Gemin8,gemin8
G0s2,G0S2
AI593442,c11orf87
Nkx2-9,nkx2-8
Ttll5,ttll5
Tmem45a,tmem45a
Rassf5,rassf5
Zfp407,znf407
Mus81,mus81
Prr15,prr15
Nrbp2,puf60
B4galnt3,b4galnt3
Tmco6,tmco6
Arhgap29,arhgap29
Hsd3b3,hsd3b1
Stx4a,stx4
Sh3tc1,sh3tc1
Zdhhc22,zdhhc22
Smtn,smtn
Sod3,sod3
Vwa1,vwa1
Wdr25,wdr25
Cfap161,cfap161
Sel1l3,sel1l3
Tcap,tcap
Asxl2,asxl2
Dio1,dio1
Cntln,cntln
Relt,XB22068614 [provisional:relt]
Chaf1a,chaf1a
Gja10,gja10
Fam180a,FAM180A
Ccpg1,ccpg1
Insm2,INSM2
Sec16a,sec16a
Tmem121b,tmem121b
Fam174a,fam174a
Hnrnpul2,hnrnpul2
Stk31,stk31
Otud4,otud4
Pthlh,pthlh
Rgs22,rgs22
Sde2,sde2
Npm2,npm2
Sntn,sntn
Cep89,cep89
F12,f12
Clca1,clca1.3
Snai1,snai1
Slc46a2,slc46a2
Pmf1,bglap
Ripor3,ripor3
Adgrv1,adgrv1
Prickle3,prickle3
P2rx7,p2rx7
Poln,poln
Xrcc4,xrcc4
Sun2,sun2
Adgb,adgb
Slc35e4,slc35e4
Sema6c,sema6c
Rgl3,rgl3
Tmem254,tmem254
Tmed8,tmed8
Siva1,siva1
Qsox2,lhx3
Fyttd1,fyttd1
Pierce1,c8h9orf116
Rassf9,rassf9
Tepsin,tepsin
Sergef,sergef
Msgn1,msgn1
Spint1,spint1
Ubxn2a,ubxn2a
Zfp36,zfp36
Tnfrsf11b,tnfrsf11b
Nup153,nup153
Lamtor1,lamtor1
Gdf7,gdf7
Nrros,nrros
Tmem131l,tmem131l
C2cd3,c2cd3
Tmem70,tmem70
Pip5kl1,pip5kl1
Gm17455,c10orf105
Btc,btc
Fbf1,fbf1
Ercc6l,ercc6l
Mief2,mief2
Trmt10c,trmt10c
Asb10,asb10
Pla2g7,pla2g7
Bub1b,bub1b
Zbtb9,zbtb9
Fam193b,fam193b
Tmem174,tmem174.2
Itga2b,itga2b.1
Ubn1,ubn1
Fut4,fut4
Brf2,brf2
Fabp4,fabp4
Zfp593,znf593
Fam162a,fam162a
Gmnn,gmnn
Col6a6,col6a6
Ccdc171,ccdc171
Abhd14a,abhd14a
Lifr,lifr
Gnl3,gnl3
Actl6b,actl6b
Fastkd5,fastkd5
Angel1,angel1
Arl6ip6,arl6ip6
Fam185a,fam185a
Thsd1,thsd1
Syt13,syt13
Wdr49,wdr49
Ptk6,ptk6
Tsga10,tsga10
Mpzl1,mpzl1
Mael,mael
Atp1b4,atp1b4
Atg9b,atg9b
Trmo,trmo
Rgs14,rgs14
Cd109,cd109
Mylk3,mylk3
Per3,per3
Tgs1,tgs1
Tma16,tma16
Vasn,vasn
Frmpd1,frmpd1
Bub1,bub1
Kctd8,KCTD8
Hyal6,hyal4
Synpo2,SYNPO2
Lgals2,lgals2
Sh3tc2,sh3tc2
Nhsl2,nhsl2
Rbm20,rbm20
Il6st,il6st
Aff3,aff3
Tmem74,tmem74
Gtf2a1l,gtf2a1l
Ccdc138,ccdc138
Carf,carf
Eef1d,eef1d
Aff1,aff1
Bpifb4,bpifb4
Mdh1b,mdh1b
Gcg,gcg
Fam241a,fam241a
Col6a3,col6a3
Uaca,uaca
Brd10,kiaa2026
Bahd1,bahd1
Sytl1,sytl1
Pkp1,pkp1
Serpine3,serpine3
Omg,omg
Crisp2,crisp1.7
Mst1r,MST1R
Proz,proz
Gimd1,gimd1
Fbxl13,fbxl13
Calhm6,calhm6
Cbarp,cbarp
Fbxo34,fbxo34
Rgs1,rgs1
Fbxo27,fbxo27
Ghr,ghr
Epcip,c21orf62
Fam162b,fam162b
Calhm4,calhm4
Zc3h6,zc3h6
Iffo1,iffo1
Kcnmb3,kcnmb3
Bag3,bag3
Epb41l1,epb41l1
Ccdc71l,ccdc71l
Tmem125,tmem125
Kctd14,kctd14
Ctso,ctso
Akap11,akap11
Galnt15,galnt15
Mrps31,mrps31
Hexim1,hexim1
Pawr,pawr
Prr7,PRR7
Egf,egf
Mx2,mx1
Krt23,krt23
Rrbp1,rrbp1
Cxcr5,cxcr5
Poli,poli
Psmg1,psmg1
Wnk3,wnk3
Hyal1,hyal1
Malsu1,malsu1
Gsto2,gsto1
Gsap,gsap
Smim31,SMIM31
Rassf7,rassf7
Zfp740,znf740
Dlk1,dlk1
Ros1,ros1
Cep44,cep44
Gas2l1,gas2l1
Zfp750,znf750
Pdzd7,pdzd7
Bard1,bard1
Dph7,dph7
Gap43,gap43
Ccdc97,ccdc97
Ugt3a2,ugt3a2
Adamts13,adamts13
Tm4sf20,tm4sf20
Kdm6b,kdm6b
Fmn1,fmn1
Tmem177,tmem177
Gemin4,gemin4
Sh3bp2,sh3bp2
Gpr141,gpr141
Mmp12,mmp8
Tmem106c,tmem106c
Brwd1,brwd1
Mrpl52,mrpl52
Psmf1,psmf1
Yipf2,yipf2
Stat6,stat6
Slc3a2,slc3a2
Ikbkg,ikbkg
Nsun7,nsun7
Ddit3,ddit3
Tceanc,tceanc
Gpc2,gpc2
Kcp,kcp
Folr1,folr1
Sun1,sun1
Gcm1,gcm1
Eri2,eri2
Gpr88,gpr88
Epn3,epn3
Mgmt,mgmt
Pik3r6,pik3r6
Cfap100,cfap100
Mpzl2,mpzl2
Cdc20b,cdc20b
Txndc16,txndc16
Arid3c,arid3c
Ostm1,ostm1
Adtrp,adtrp
