rhesus_macaque gene name,commonmarmoset gene name
FOXP1,FOXP1
SBDS,SBDS
SARS2,SARS2
SH2D3A,SH2D3A
ACMSD,ACMSD
RPAIN,RPAIN
TAF1C,TAF1C
DMP1,DMP1
RAB12,RAB12
DHRS11,MRM1
TEC,TEC
USP2,USP2
FHIP2B,FHIP2B
TMPRSS3,TMPRSS3
AOAH,AOAH
EMILIN2,EMILIN2
KCTD20,KCTD20
CCDC186,CCDC186
LRRC14B,LRRC14B
CCNJL,CCNJL
LDLRAD2,LDLRAD2
TMEM40,TMEM40
PABPC3,PABPC3
CAMK2G,CAMK2G
IGFBP3,IGFBP3
PGAP6,TMEM8
EVC,EVC
FADS1,FADS1
IP6K2,IP6K2
NKG2D,KLRK1
ZNF2,ZNF2
NLRC5,NLRC5
MMP15,MMP15
PRSS12,PRSS12
BUD23,WBSCR22
CEP104,CEP104
PAXIP1,PAXIP1
KRT3,KRT3
LGR6,LGR6
BSND,BSND
SLC44A3,SLC44A3
TNK2,TNK2
PRPF18,PRPF18
MOK,MOK
LRRC3,LRRC3
PDE1B,PDE1B
DUSP29,DUSP29
SLC66A1,SLC66A1
GPX6,GPX6
TLR5,TLR5
ZNF516,ZNF516
LVRN,LVRN
CCDC89,CCDC89
UBE2K,UBE2K
GFRAL,GFRAL
RPS19BP1,RPS19BP1
ACTR1A,ACTR1A
TOR1B,TOR1B
CPT1A,CPT1A
CA3,CA3
LINS1,LINS1
TRAPPC3,TRAPPC3
GUCA2B,GUCA2B
NDST1,SYNPO
LIMK2,LIMK2
MTRFR,MTRFR
MCAM,MCAM
BRD9,BRD9
HIGD1B,HIGD1B
MVK,MVK
HMGXB3,HMGXB3
RTBDN,RTBDN
VCAN,VCAN
RPL22,RPL22
WDSUB1,WDSUB1
DPY19L4,DPY19L4
EXOC3L1,EXOC3L1
MYL6,MYL6
LRRC46,LRRC46
RIN2,RIN2
SEC14L4,SEC14L4
ARMC9,ARMC9
BCAP31,BCAP31
TEX14,TEX14
DDX20,DDX20
FGFBP2,FGFBP2
RAB11FIP1,RAB11FIP1
MTHFS,MTHFS
LHX6,LHX6
RRP15,RRP15
PRLR,PRLR
HTR3B,HTR3B
NT5DC1,NT5DC1
GTPBP2,GTPBP2
WNT5A,WNT5A
C2H3orf49,C3orf49
CD164,CD164
PLA2G3,PLA2G3
IL17C,IL17C
ZSWIM2,ZSWIM2
CCDC25,CCDC25
IGFBP7,IGFBP7
RABGAP1L,RABGAP1L
PARVA,PARVA
CMSS1,CMSS1
SLC22A31,SLC22A31
NEK8,NEK8
HSPH1,HSPH1
CYP2J2,CYP2J2
ADGRF5,ADGRF5
SPSB2,SPSB2
mml-mir-504,cja-mir-504
CA9,CA9
CLNS1A,CLNS1A
SUN3,SUN3
OPALIN,OPALIN
CASP8AP2,CASP8AP2
ECHS1,ECHS1
GPR152,GPR152
MTMR6,MTMR6
PROB1,PROB1
PP2D1,PP2D1
RAD52,RAD52
RGS12,RGS12
MSANTD1,MSANTD1
CFAP95,CFAP95
LIPF,LIPF
RERGL,RERGL
PAXX,PAXX
CXCR1,CXCR1
ZP3,ZP3
IGSF6,IGSF6
SERPINB11,SERPINB11
KCNV2,KCNV2
POMT2,POMT2
RSPH6A,RSPH6A
KANSL3,KANSL3
COX18,COX18
SPINK4,SPINK4
GLRB,GLRB
TEKTL1,TEKTL1
RBM24,RBM24
WDR93,WDR93
SIX3,SIX3
FYTTD1,FYTTD1
HSD3B7,HSD3B7
ZNF221,ZNF221
PIPOX,PIPOX
STARD10,STARD10
GTF2E1,GTF2E1
ATP13A2,ATP13A2
SUSD4,SUSD4
NR2C2AP,NR2C2AP
DEFB116,DEFB116
FAM234A,FAM234A
ZNF891,ZNF891
CRACD,CRACD
BARD1,BARD1
KLK5,KLK5
EEFSEC,EEFSEC
NCBP2,NCBP2
FBXL13,FBXL13
CCDC122,CCDC122
FLAD1,FLAD1
CEP44,CEP44
TOR1AIP2,TOR1AIP2
GEMIN8,GEMIN8
CDV3,CDV3
SAMD14,SAMD14
RAB7B,RAB7B
TOPAZ1,TOPAZ1
HES3,HES3
FAM227B,FAM227B
SERPINA9,SERPINA9
SAMHD1,SAMHD1
MTPAP,MTPAP
LPP,LPP
PFDN1,PFDN1
ABCG8,ABCG8
HCLS1,HCLS1
UCN2,UCN2
ADAL,ADAL
GPLD1,GPLD1
BSDC1,BSDC1
OGFOD2,OGFOD2
ZAR1L,ZAR1L
CKAP2L,CKAP2L
GAREM2,GAREM2
TNIP1,TNIP1
AVPR1A,AVPR1A
CSNK1G3,CSNK1G3
TBC1D32,TBC1D32
NECTIN3,NECTIN3
CTIF,CTIF
MRPL45,MRPL45
AGAP1,AGAP1
ALG8,ALG8
MAPK8IP2,MAPK8IP2
EFCAB6,EFCAB6
GEN1,GEN1
TDP2,TDP2
NOVA2,NOVA2
TMC5,TMC5
DPEP2NB,DPEP2NB
ACSL5,ACSL5
CALY,CALY
ZNF582,ZNF582
ACKR2,ACKR2
REXO1,REXO1
DAW1,DAW1
P3H1,P3H1
USPL1,USPL1
ACRBP,ACRBP
TPCN2,TPCN2
PTCD3,PTCD3
PIH1D1,PIH1D1
MZB1,MZB1
RHPN1,RHPN1
CCDC97,CCDC97
ADAMTS20,ADAMTS20
ESCO2,ESCO2
HOOK3,HOOK3
ZNF800,ZNF800
SYNE4,SYNE4
PTPN20,PTPN20
RASGEF1B,RASGEF1B
CYB561A3,CYB561A3
LTBP3,LTBP3
NICOL1,C4orf48
SKIL,SKIL
RFWD3,RFWD3
UFM1,UFM1
RIPPLY1,RIPPLY1
AGT,AGT
SASS6,SASS6
CEP41,CEP41
ZSCAN1,ZSCAN1
EPN1,EPN1
GP2,GP2
APOA5,APOA5
RHOBTB1,RHOBTB1
TARBP2,TARBP2
SRGN,SRGN
SH2D5,SH2D5
DUSP23,DUSP23
APBB1,APBB1
DTYMK,DTYMK
SLC22A13,SLC22A13
ADAMDEC1,ADAMDEC1
PBXIP1,PBXIP1
SH2D2A,SH2D2A
PADI6,PADI6
DOT1L,DOT1L
ARHGEF40,ARHGEF40
MARVELD3,MARVELD3
SNORA63,SNORA63
U8,U8
MRM2,MRM2
SIGLEC1,SIGLEC1
RIOK1,RIOK1
DGKQ,DGKQ
CMTM6,CMTM6
PROS1,PROS1
NPLOC4,NPLOC4
DDX31,DDX31
USP36,USP36
RFTN1,RFTN1
BCHE,BCHE
SNORA80C,SNORA80C
ZBED1,ZBED1
DDX25,DDX25
TLE7,TLE7
JCAD,JCAD
RNF25,RNF25
NUDT7,NUDT7
MPST,MPST
GADD45GIP1,GADD45GIP1
PNOC,PNOC
HARS2,HARS2
CDKN3,CDKN3
STPG1,STPG1
G0S2,G0S2
ZCCHC12,ZCCHC12
BAIAP2L1,BAIAP2L1
CCDC170,CCDC170
IL7R,IL7R
CD248,CD248
RBP4,RBP4
PRR19,PRR19
KRBA2,KRBA2
JAZF1,JAZF1
PDYN,PDYN
TMTC1,TMTC1
CHRNA5,CHRNA5
DMAC2L,DMAC2L
ANKRD37,ANKRD37
HES7,HES7
ANPEP,ANPEP
ZNF584,ZNF584
SLC35F6,SLC35F6
ESD,ESD
MGAM2,MGAM2
BIN2,BIN2
HPRT1,HPRT1
PRKCQ,PRKCQ
AVPR1B,AVPR1B
PPP4R3B,PPP4R3B
HEMGN,HEMGN
C11H12orf56,C12orf56
NUMBL,NUMBL
PRIMPOL,PRIMPOL
ISX,ISX
BOP1,BOP1
SLC4A7,SLC4A7
CCDC180,CCDC180
MLANA,MLANA
CCDC33,CCDC33
TAS2R39,TAS2R39
NOSTRIN,NOSTRIN
ASIP,ASIP
SEC16B,SEC16B
IGSF3,IGSF3
IL27RA,IL27RA
MIR335,cja-mir-335
FARP2,FARP2
HPGDS,HPGDS
CDK9,CDK9
ITPKB,ITPKB
SPCS1,SPCS1
PHYHD1,PHYHD1
FNDC11,FNDC11
HSD17B14,HSD17B14
BABAM2,BABAM2
ETV3L,ETV3L
SERPINH1,SERPINH1
REC114,REC114
VILL,VILL
SLC52A1,SLC52A1
RENBP,RENBP
CIB1,CIB1
SCARA3,SCARA3
TMEM65,TMEM65
ZNF543,ZNF543
BPIFB6,BPIFB6
ZNF185,ZNF185
HAUS8,HAUS8
C1R,C1R
OASL,OASL
C3,C3
CDH15,CDH15
RBM28,RBM28
PURA,PURA
FUT1,FUT1
ARMH1,ARMH1
TRPM7,TRPM7
NMT1,NMT1
SLC41A3,SLC41A3
MARCHF6,MARCHF6
NDUFAF1,NDUFAF1
NT5C3A,NT5C3A
KMO,KMO
ATL2,ATL2
ZIC1,ZIC1
ADAM33,ADAM33
TMEM61,TMEM61
RGS10,RGS10
OR5L1,OR5L1
DNAAF2,DNAAF2
FUT7,FUT7
IGHMBP2,IGHMBP2
INPP5A,INPP5A
PTHLH,PTHLH
SNORA68B,SNORA68B
CCT6B,CCT6B
ZBTB21,ZBTB21
AMBN,AMBN
SPATA16,SPATA16
SEPTIN5,SEPTIN5
EPB42,EPB42
B4GALT3,B4GALT3
SYBU,SYBU
SLCO2B1,SLCO2B1
EAF1,EAF1
CCDC50,CCDC50
IDI1,IDI1
PARP6,PARP6
MMP10,MMP10
ZNF691,ZNF691
ZNF438,ZNF438
DLK2,DLK2
NOD2,NOD2
CCNH,CCNH
CYTIP,CYTIP
MCOLN1,MCOLN1
AIPL1,AIPL1
MS4A7,MS4A7
TMPRSS11D,TMPRSS11D
PACS2,PACS2
CCDC157,CCDC157
KIAA0408,KIAA0408
ZNF598,ZNF598
SPINK7,SPINK7
TMEM252,TMEM252
ZNF418,ZNF418
MAP3K14,MAP3K14
HCST,HCST
HINT3,HINT3
KICS2,KICS2
TAGAP,TAGAP
IFT88,IFT88
PEAR1,PEAR1
PDE1A,PDE1A
NTF3,NTF3
APOLD1,APOLD1
ACOX2,ACOX2
RPS6KA3,RPS6KA3
CCDC63,CCDC63
TNFSF15,TNLG1B
PLA2G4E,PLA2G4E
ST8SIA2,ST8SIA2
ZBTB48,ZBTB48
ZFP28,ZFP28
DYNC1LI2,DYNC1LI2
SNORD81,SNORD81
MPHOSPH9,MPHOSPH9
ARHGAP39,ARHGAP39
IRS4,IRS4
SUCLA2,SUCLA2
SMG7,SMG7
ETFB,ETFB
FASN,FASN
SPATA4,SPATA4
NRL,NRL
COX4I1,COX4I1
INSL6,INSL6
GABRE,GABRE
SNORD18,SNORD18
RNF223,RNF223
PRMT7,PRMT7
GDF15,GDF15
PGA4,PGA
NSUN5,NSUN5
IQUB,IQUB
ADIG,ADIG
OCEL1,OCEL1
STMND1,STMND1
ZDHHC4,ZDHHC4
SALL2,SALL2
NOL3,NOL3
NOA1,NOA1
KIAA0586,KIAA0586
PRSS33,PRSS33
BCAS4,BCAS4
IRAK1BP1,IRAK1BP1
TLE2,TLE2
PLEKHS1,PLEKHS1
MC1R,MC1R
CD180,CD180
EXOSC10,EXOSC10
MYOZ2,MYOZ2
ALDH1A1,ALDH1A1
JHY,JHY
B3GAT2,B3GAT2
LRRC53,LRRC53
PDIA5,PDIA5
CD63,CD63
TMEM52B,TMEM52B
FAM186B,FAM186B
AMPH,AMPH
TSGA13,TSGA13
PRKAB1,PRKAB1
HAMP,HAMP
ZACN,ZACN
CDT1,CDT1
AGMO,AGMO
SMIM23,SMIM23
C1H1orf53,C1orf53
HSPE1,MOB4
C2H3orf62,C3orf62
C13H2orf15,C2orf15
APOBEC4,APOBEC4
BRCA1,BRCA1
TTLL6,TTLL6
POPDC2,POPDC2
ARHGEF26,ARHGEF26
TBRG4,TBRG4
TSHB,TSHB
RPUSD4,RPUSD4
F12,F12
DOK6,DOK6
PNPLA5,PNPLA5
FAM181A,FAM181A
CIMIP2B,CIMIP2B
HPS4,HPS4
EXD1,EXD1
FSD1L,FSD1L
LARP1B,LARP1B
NMD3,NMD3
LSMEM2,LSMEM2
TMEM223,TMEM223
PLEKHO1,PLEKHO1
KRT16,KRT16
ASDURF,ASDURF
SLX9,SLX9
CLDN14,CLDN14
DDI1,DDI1
SLC29A4,SLC29A4
OR51F1,OR51F1
SSTR5,SSTR5
PCOLCE,PCOLCE
ARHGEF1,ARHGEF1
DFFB,DFFB
POLR1E,POLR1E
PTPRN,PTPRN
PSMB4,PSMB4
ALKAL1,ALKAL1
PIGX,PIGX
EPHX1,EPHX1
RAB4A,RAB4A
ABCD4,ABCD4
SMIM22,SMIM22
DCLRE1A,DCLRE1A
RIMS3,RIMS3
mml-mir-205,cja-mir-205
ODAD3,ODAD3
PRUNE2,PRUNE2
RUNX2,RUNX2
SLC28A2,SLC28A2
XKR5,XKR5
PDE7A,PDE7A
SERPINE3,SERPINE3
CD93,CD93
PTCD1,PTCD1
TAS2R38,TAS2R38
TPST2,TPST2
SAA1,SAA1
FBLIM1,FBLIM1
PNKD,PNKD
C10H20orf204,C20orf204
AHCYL2,AHCYL2
SETD7,SETD7
PDP1,PDP1
VSIG2,VSIG2
TCF7,TCF7
ENPP2,ENPP2
CIZ1,CIZ1
SUN2,SUN2
GZMK,GZMK
SPATA45,SPATA45
RPGRIP1,RPGRIP1
SHOC1,SHOC1
HBS1L,HBS1L
COL6A5,COL6A5
MIS18BP1,MIS18BP1
FAM217B,FAM217B
SNORA25B,SNORA25B
SH2D7,SH2D7
GAL3ST2,GAL3ST2
NKIRAS1,NKIRAS1
RPL4,RPL4
MMP26,MMP26
CD83,CD83
GASK1B,GASK1B
GLUL,GLUL
SUCO,SUCO
ZBTB32,ZBTB32
MTMR1,MTMR1
NIFK,NIFK
SPDYC,SPDYC
ZBBX,ZBBX
TMEM156,TMEM156
PDHA2,PDHA2
ADA2,ADA2
TEX48,TEX48
IL33,IL33
GTF2A2,GTF2A2
MELTF,MELTF
C20H16orf90,C16orf90
TMEM91,BCKDHA
SLC7A9,SLC7A9
PRR14L,PRR14L
C13H2orf74,C2orf74
ARF3,ARF3
ZDHHC15,ZDHHC15
MAN2B2,MAN2B2
KPTN,KPTN
TGM5,TGM5
FBXO47,FBXO47
NAPRT,NAPRT
GREM1,GREM1
LYPD2,LYPD2
PKDREJ,PKDREJ
MAP1S,MAP1S
ERICH6,ERICH6
OGA,OGA
APEX2,APEX2
ACCSL,ACCSL
RAB11FIP3,RAB11FIP3
GTF2IRD1,GTF2IRD1
GHR,GHR
RECQL5,RECQL5
SLC19A1,SLC19A1
EHMT1,EHMT1
PSMD13,PSMD13
GCNT7,GCNT7
PIGZ,PIGZ
MALRD1,MALRD1
SH3GL1,SH3GL1
NELFE,NELFE
PROSER2,PROSER2
IL18R1,IL18R1
SPMIP2,SPMIP2
RNF212B,RNF212B
KASH5,KASH5
ASPH,ASPH
RCAN2,RCAN2
TGFBRAP1,TGFBRAP1
FAM83E,FAM83E
TM9SF1,TM9SF1
SSTR2,SSTR2
C8H8orf34,C8orf34
AFMID,AFMID
ANTXR1,ANTXR1
DNAJB13,DNAJB13
KIAA2012,KIAA2012
ARMH4,ARMH4
CEL,CEL
SLC6A17,SLC6A17
DIABLO,DIABLO
CASS4,CASS4
OPRM1,OPRM1
AMHR2,AMHR2
LIM2,LIM2
IMPG1,IMPG1
SLC27A3,SLC27A3
PITPNB,PITPNB
LRPPRC,LRPPRC
ZNF616,ZNF616
PLOD1,PLOD1
GPR161,GPR161
RTP2,RTP2
CSF3R,CSF3R
TTLL13,TTLL13
DCLRE1C,DCLRE1C
FYB2,FYB2
ZNF460,ZNF460
F10,F10
AGA,AGA
CARD6,CARD6
ING5,ING5
C9H10orf105,C10orf105
FOXE3,FOXE3
CIDEC,CIDEC
CLEC1B,CLEC1B
FAHD1,FAHD1
PIP5K1C,PIP5K1C
CA10,CA10
UCN,UCN
MLPH,MLPH
FBXO48,FBXO48
FLYWCH1,FLYWCH1
SLC2A10,SLC2A10
NEIL2,NEIL2
HAPLN3,HAPLN3
HBM,HBM
WBP2NL,WBP2NL
ZC3H15,ZC3H15
MBD4,MBD4
EVA1A,EVA1A
SLC37A2,SLC37A2
LNPK,LNPK
DYNLT4,DYNLT4
SHTN1,SHTN1
TDGF1,TDGF1
CRB3,CRB3
FXR1,FXR1
CFP,CFP
SPOCK1,SPOCK1
CCL27,CCL27
AGR2,AGR2
PMS2,PMS2
BNIP3,BNIP3
MAPK12,MAPK12
CD274,CD274
DCXR,DCXR
PPP1R3G,PPP1R3G
GJA3,GJA3
CD276,CD276
NOS2,NOS2
TCF4,TCF4
TTC23,TTC23
LDHAL6B,LDHAL6B
IQCF3,IQCF3
SUN5,SUN5
RALY,RALY
MFSD5,MFSD5
C1H1orf116,C1orf116
OXER1,OXER1
PLA2R1,PLA2R1
LDLRAP1,LDLRAP1
GPNMB,GPNMB
DKK1,DKK1
ATP6V0E2,ATP6V0E2
KIZ,KIZ
RIBC2,RIBC2
DNAJB14,DNAJB14
SLC13A1,SLC13A1
GPR179,GPR179
DYDC2,DYDC2
AKNA,AKNA
VSNL1,VSNL1
G3BP1,G3BP1
CCDC182,CCDC182
HSD17B2,HSD17B2
IL17RE,IL17RE
LYVE1,LYVE1
DNAJC3,DNAJC3
ZNF131,ZNF131
TRIM17,TRIM17
GEMIN4,GEMIN4
DCDC2B,DCDC2B
SLC38A10,SLC38A10
MARCHF1,MARCHF1
SRMS,SRMS
RAB44,RAB44
UVSSA,UVSSA
DDX51,DDX51
CBLN4,CBLN4
GIMAP2,GIMAP2
IRF3,IRF3
INSL3,INSL3
CPN2,CPN2
C3H21orf91,C21orf91
IL1RL1,IL1RL1
SPHK2,SPHK2
RIMOC1,FBXO4
CR2,CR2
SPINK6,SPINK6
SHH,SHH
ZKSCAN3,ZKSCAN3
PLCD1,PLCD1
INS,INS
NPHP4,NPHP4
SULT1B1,SULT1B1
TMT1B,TMT1B
ZGRF1,ZGRF1
PUM3,PUM3
DDX52,DDX52
PAQR5,PAQR5
SCEL,SCEL
ECE2,ECE2
CIMAP1D,CIMAP1D
PPP2R5B,PPP2R5B
OR2K2,OR2K2
CCDC110,CCDC110
CREG1,CREG1
CDKN2B,CDKN2B
REELD1,REELD1
MSL3,MSL3
CAPG,CAPG
PLVAP,PLVAP
PSMB10,PSMB10
PDHB,PDHB
ZP4,ZP4
NECTIN2,NECTIN2
UBE2N,UBE2N
FAM83G,FAM83G
B3GALT5,B3GALT5
SRSF7,SRSF7
TAPT1,TAPT1
TRIM6,TRIM6
PASK,PASK
BDNF,BDNF
KCNA2,KCNA2
AMDHD1,AMDHD1
SNRPD1,SNRPD1
COPS4,COPS4
PCARE,PCARE
CWC25,CWC25
TEFM,TEFM
DHRS9,DHRS9
COMMD1,COMMD1
FRK,FRK
RAMP3,RAMP3
FTO,FTO
ALDH1B1,ALDH1B1
CADM2,CADM2
KATNIP,KATNIP
EXOC3L4,EXOC3L4
SLC16A5,SLC16A5
FAM219A,FAM219A
EXT2,EXT2
CFAP20,CFAP20
ANKRD13A,ANKRD13A
HOMER1,HOMER1
SFI1,SFI1
JRK,JRK
NUFIP1,NUFIP1
NFE2L3,NFE2L3
ETV2,ETV2
MSH3,MSH3
PLSCR5,PLSCR5
SRFBP1,SRFBP1
GAS2L2,GAS2L2
FAM50A,FAM50A
MAGEA10,MAGEA10
MRNIP,MRNIP
TDRD15,TDRD15
KRBA1,KRBA1
TAPBP,TAPBP
RAP1GAP,RAP1GAP
NFS1,NFS1
TMEM218,TMEM218
EIF2B3,EIF2B3
UBASH3A,UBASH3A
SLC13A2,SLC13A2
LCN1,LCN1
BCL7A,BCL7A
RORC,RORC
OSR2,OSR2
NAB1,NAB1
SLC25A39,SLC25A39
CENPO,CENPO
ACTRT3,ACTRT3
DTHD1,DTHD1
C1H1orf94,C1orf94
DEFB128,DEFB128
LAT2,LAT2
CLCA4,CLCA4
GAMT,GAMT
ITGB3,ITGB3
PRKRA,PRKRA
NIPAL2,NIPAL2
R3HCC1,R3HCC1
TIMP4,TIMP4
FST,FST
MRPL52,MRPL52
FKTN,FKTN
TMBIM4,TMBIM4
IFT52,IFT52
EFCAB8,EFCAB8
DNLZ,DNLZ
HORMAD2,HORMAD2
ZNF560,ZNF560
MOCOS,MOCOS
KANSL1L,KANSL1L
TERT,TERT
MOAP1,MOAP1
KSR1,KSR1
SCHIP1,SCHIP1
PRR35,PRR35
SULF2,SULF2
FAM187B,FAM187B
MAPK15,MAPK15
DPPA4,DPPA4
MICAL2,MICAL2
CFAP99,CFAP99
B3GNT6,B3GNT6
LRRC43,LRRC43
REEP5,REEP5
CEP126,CEP126
C14H11orf68,C11orf68
TMEM202,TMEM202
GKN2,GKN2
GSC2,GSC2
PRORP,PRORP
ZNHIT6,ZNHIT6
CLK4,CLK4
FIGLA,FIGLA
ACSBG2,ACSBG2
CANT1,CANT1
CD19,CD19
DST,DST
OR2AG2,OR2AG1
AKAP12,AKAP12
HENMT1,HENMT1
SPTBN5,SPTBN5
TYW5,TYW5
PLA2G1B,PLA2G1B
MFSD10,MFSD10
SCAF1,SCAF1
SYT17,SYT17
NRN1L,NRN1L
CYTH2,CYTH2
HMG20B,HMG20B
IL19,IL19
ARID5A,ARID5A
EHBP1L1,EHBP1L1
BLOC1S6,BLOC1S6
NOL12,NOL12
MANBA,MANBA
CLEC6A,CLEC6A
SHLD2,SHLD2
PFKL,PFKL
EIF4E,EIF4E
LRRN4,LRRN4
CNPPD1,CNPPD1
STK3,STK3
USHBP1,USHBP1
CMKLR1,CMKLR1
CREG2,CREG2
NLRC3,NLRC3
AIMP1,AIMP1
HMGCL,HMGCL
GPATCH1,GPATCH1
BAG1,BAG1
LAMP2,LAMP2
NDUFB2,NDUFB2
COX5B,COX5B
CORO2A,CORO2A
ARRDC5,ARRDC5
DCTD,DCTD
WDR91,WDR91
SMARCA1,SMARCA1
AMBP,AMBP
LRRIQ3,LRRIQ3
SLC38A6,SLC38A6
ITGB8,ITGB8
THTPA,THTPA
KAT8,KAT8
CA14,CA14
ZBTB17,ZBTB17
GID4,GID4
CLEC3B,CLEC3B
C20H16orf86,C16orf86
TNFRSF9,TNFRSF9
SGO2,SGO2
CRTAM,CRTAM
RAMP2,RAMP2
CCDC6,MRLN
MB,MB
ZNF329,ZNF329
DYNLRB2,DYNLRB2
CXCR6,CXCR6
SLC27A2,SLC27A2
LY96,LY96
RIPOR2,RIPOR2
LPGAT1,LPGAT1
NCAPH,NCAPH
ASIC4,ASIC4
CCDC38,CCDC38
DHRS4,DHRS4
JUP,JUP
AGBL2,AGBL2
ZXDC,ZXDC
LCN10,LCN10
CAST,CAST
VWA2,VWA2
WIPI1,WIPI1
CCDC24,CCDC24
DCP1B,DCP1B
CCDC51,CCDC51
ELOVL3,ELOVL3
C18H18orf63,C18orf63
PRCC,PRCC
PROZ,PROZ
ITGB1,ITGB1
HLCS,HLCS
GGT6,GGT6
PPP1R3A,PPP1R3A
CIMIP2A,CIMIP2A
COX7A1,COX7A1
DSG1,DSG1
RFESD,RFESD
SLC2A1,SLC2A1
CRYGS,CRYGS
ACOT12,ACOT12
EIF2B5,EIF2B5
EIF2B2,EIF2B2
KCNQ1,KCNQ1
CARD14,CARD14
TBC1D13,TBC1D13
NR4A1,NR4A1
NDUFB8,NDUFB8
SYCE1L,SYCE1L
FANCA,FANCA
PNLIPRP3,PNLIPRP3
IFNLR1,IFNLR1
SYNGR4,SYNGR4
FGFBP1,FGFBP1
SOX18,SOX18
DNAAF3,DNAAF3
MTRR,MTRR
HABP2,HABP2
C5H4orf51,C4orf51
CLDN2,CLDN2
PNLIP,PNLIP
C1H1orf131,C1orf131
ZNF831,ZNF831
CLK2,CLK2
TMEM119,TMEM119
MUC15,MUC15
DLEC1,DLEC1
B3GNT4,B3GNT4
ERMN,ERMN
GORASP1,GORASP1
GLB1,GLB1
IAPP,IAPP
PTPA,PTPA
IFIT3,IFIT3
ITPKA,ITPKA
ANXA2,ANXA2
SLC15A4,SLC15A4
ACYP2,ACYP2
SPNS3,SPNS3
CBFA2T3,CBFA2T3
DNAAF6,DNAAF6
CHCHD1,CHCHD1
DCLK3,DCLK3
KXD1,KXD1
VSIG10L,VSIG10L
RPS6KA6,RPS6KA6
FOXRED2,FOXRED2
CCR1,CCR1
OR52K1,OR52K2
HSPA13,HSPA13
C6H5orf24,C5orf24
ANKRD24,ANKRD24
LCN15,LCN15
SMARCD1,SMARCD1
KAZALD1,KAZALD1
HELB,HELB
IL12B,IL12B
VEGFA,VEGFA
SLC46A1,SLC46A1
FDXR,FDXR
B3GNT3,B3GNT3
EFCAB12,EFCAB12
CDC42EP4,CDC42EP4
MALSU1,MALSU1
SHISAL2A,SHISAL2A
DOK3,DOK3
B3GNT7,B3GNT7
SNX18,SNX18
CDH24,CDH24
TMC8,TMC8
SLX4IP,SLX4IP
ANKRD45,ANKRD45
CDC25B,CDC25B
SEC16A,SEC16A
TGFBI,TGFBI
TMEM225B,TMEM225B
MAGEB3,MAGEB3
RAPGEF1,RAPGEF1
DHODH,DHODH
CCDC166,CCDC166
C1H1orf105,C1orf105
CDC42EP1,CDC42EP1
IL10RA,IL10RA
KCNA3,KCNA3
TASOR2,TASOR2
MRPL10,SCRN2
AMH,AMH
JAG2,JAG2
HASPIN,HASPIN
PPP5C,PPP5C
PLAC8L1,PLAC8L1
MED9,MED9
JAKMIP3,JAKMIP3
LRRC26,LRRC26
SPAM1,SPAM1
TRAV2,TRAV2
TRAPPC9,TRAPPC9
DUS3L,DUS3L
ETAA1,ETAA1
MRPL19,MRPL19
ABAT,ABAT
HERC5,HERC5
GNRH2,GNRH2
TTF2,TTF2
CDHR2,CDHR2
FARS2,FARS2
SERPINA10,SERPINA10
LTF,LTF
SGO1,SGO1
TBXA2R,TBXA2R
TM4SF20,TM4SF20
EGFL6,EGFL6
PRADC1,PRADC1
CSF1,CSF1
PALD1,PALD1
OR8I2,OR8I2
FBXO15,FBXO15
IZUMO1,IZUMO1
CPA2,CPA2
GTF3A,GTF3A
MGRN1,MGRN1
RITA1,RITA1
SRPX,SRPX
OR10H1,OR10H1
CALCR,CALCR
HS1BP3,HS1BP3
NR1H3,NR1H3
CCDC107,CCDC107
ENTHD1,ENTHD1
NHSL3,KIAA1522
KIAA1671,KIAA1671
HHAT,HHAT
CCM2,CCM2
PCID2,PCID2
RNASEL,RNASEL
MIR23B,MIR23B
FANCB,FANCB
GNPTG,GNPTG
RNASE1,RNASE1
EYA2,EYA2
ITLN1,ITLN1
HOMEZ,HOMEZ
NDRG3,NDRG3
MERTK,MERTK
GPRIN1,GPRIN1
PUS7L,PUS7L
TMEM94,TMEM94
TRMT1,TRMT1
EVI2B,EVI2B
AP3B2,AP3B2
TTC16,TTC16
ADGRG4,ADGRG4
PSAPL1,PSAPL1
CRISPLD1,CRISPLD1
TAGLN3,TAGLN3
HNMT,HNMT
MEPE,MEPE
CCDC61,CCDC61
PCDHB10,PCDHB10
SSMEM1,SSMEM1
CLEC20A,CLEC20A
TCIRG1,TCIRG1
CLEC10A,CLEC10A
MRAP,MRAP
PANK3,PANK3
NPFFR2,NPFFR2
PKD1L1,PKD1L1
MMP19,MMP19
SUGP1,SUGP1
EMID1,EMID1
FAM83F,FAM83F
IQCF1,IQCF1
MARCHF7,MARCHF7
C4BPB,C4BPB
RABL3,RABL3
ST14,ST14
SPARC,SPARC
SYT6,SYT6
MYO1G,MYO1G
ALOX5AP,ALOX5AP
ZDHHC19,ZDHHC19
SNED1,SNED1
ZNF391,ZNF391
RPL3L,RPL3L
DDAH2,DDAH2
PYCARD,PYCARD
KIFC2,KIFC2
BICDL1,BICDL1
PTGDR2,PTGDR2
AAGAB,AAGAB
PDE4C,PDE4C
CALHM3,CALHM3
PHYH,PHYH
C4H6orf132,C6orf132
IL4,IL4
TWF2,TWF2
GRIK5,GRIK5
TRIM4,TRIM4
MMD2,MMD2
AKAP1,AKAP1
IQCM,IQCM
APLF,APLF
CARNS1,CARNS1
TESMIN,TESMIN
