zebrafish gene name,frog gene name
EDC4,edc4
eya2,eya2
NAGK,nagk
TGFBI,tgfbi
RAPGEF6,rapgef6
DUSP12,dusp12
PAFAH1B2,pafah1b2
DNAJA3,dnaja3
armc7,armc7
CDK10,cdk10
sdcbp2,sdcbp2
NAIF1,naif1
PPIC,ppic
DHX34,dhx34
TNNT1,tnnt1
TMEM209,fchsd2
ARFRP1,arfrp1
MRPL14,mrpl14
GPR19,gpr19
GTPBP8,gtpbp8
SMPD4,smpd4
dnaja,dnaja4.1
PIAS2,pias2
wdr54,wdr54
SH3RF1,sh3rf1
NOL4L,nol4l
CDKL5,cdkl5
DAGLB,daglb
XKR7,XKR7
IKZF1,ikzf1
CDYL,cdyl
NEURL1B,neurl1b
DAGLA,dagla
MMP15,mmp15
ABCB10,abcb10
REPS1,reps1
ETHE1,ethe1
MTIF2,mtif2
LRCH2,lrch2
SOS1,sos1
zgc:172282,lrfn1.2
STMN2,stmn2
NUAK1,nuak1
TMEM164,tmem164
BEST4,best4
MYO5C,myo5c
crygmxl1,cryga.6
crip3,crip3
mir30d,xtr-mir-30d
TMBIM4,tmbim4
HTRA1,htra1
bxdc2,brix1
GPCPD1,gpcpd1
cry4,cry4
PRKRIP1,prkrip1
MED20,med20
GAN,gan
slc25a51b,slc25a51
TFB1M,tfb1m
ing5a,ing5
ELMO3,elmo3
SLK,slk
TRMT2A,trmt2a
ZNF532,znf532
RALGAPA1,ralgapa1
FUCA2,fuca2
PPCDC,ppcdc
CYP7A1,cyp7a1
slc2a3a,slc2a3
LCAT,lcat
CLIP2,clip2
SRSF7,srsf7
STAM2,stam2
MIR98,xtr-mir-98
SLC1A5,slc1a5
SMOC1,smoc1
NRDC,nrdc
SH3YL1,sh3yl1
TMEFF2,tmeff2
SPRED2,spred2
apeh,apeh
BMPER,bmper
DNAJC25,dnajc25
USP38,usp38
HS3ST2,hs3st2
SLC44A2,slc44a2
CDC37,cdc37
PHYHIP,phyhip
PEX13,pex13
PLPP7,plpp7
tars3,tars3
SELENOK,selenok
TBC1D15,tbc1d15
APBB2,apbb2
IGSF11,igsf11
GOLPH3L,golph3l
OPHN1,ophn1
rgs17,rgs17
NUDT2,nudt2
SLC25A38,slc25a38
cacnb2a,cacnb2
ALG3,alg3
CASP6,casp6
gsg1l2b,gsg1l2
EEPD1,eepd1
SLC15A1,slc15a1
GPR161,gpr161
TAFAZZIN,tafazzin
ADORA1,adora1
LPAR3,lpar3
BICD1,bicd1
NEO1,neo1
numbl,numbl
UBAC2,ubac2
atp5mc1,atp5mc1
PIGN,pign
MAN1C1,man1c1
ATXN2,atxn2
SOX8,sox8
PNPLA2,pnpla2
SLC5A12,slc5a12
ift74,ift74
KIAA0513,kiaa0513
si:ch211-11n16.2,zfyve1l
BTK,btk
DAPP1,dapp1
AREL1,arel1
nt5c2l1,nt5dc4
PNKD,pnkd
GRIPAP1,gripap1
NXT2,nxt2
MSH6,msh6
LPIN1,lpin1
FERMT3,fermt3
NSFL1C,NSFL1C
ACSF2,acsf2
KIF19,kif19
LIN28B,lin28b
RNF20,rnf20
PSMB10,psmb7.2
tlx2,tlx2
TBC1D8B,tbc1d8b
PAF1,paf1
MYO3A,myo3a
RBL1,rbl1
PHF8,phf8
HIP1,hip1
DARS2,dars2
AICDA,aicda
GK5,gk5
LGMN,lgmn
TMEM245,tmem245
maff,maff
pik3r2,pik3r2
COL8A1,col8a1
SERAC1,serac1
TSPAN6,tspan6
PIEZO2,piezo2
FDFT1,fdft1
OCRL,ocrl
KLHL36,klhl36
zgc:175280,slc7a2.2
FRMD3,frmd3
ADAM23,adam23
CPOX,cpox
ILF3,ilf3
arhgdig,arhgdig
KIRREL1,kirrel1
PPFIBP1,ppfibp1
KIFBP,kifbp
DUS3L,dus3l
RANBP3,ranbp3
med15,med15
PTH2R,pth2r
RANGAP1,rangap1
pth3r,crhr1.1
TXLNA,txlna
MRPS7,mrps7
DCAF6,dcaf6
CRABP2,crabp2
POGLUT1,poglut1
LETM2,letm2
GOLGA3,golga3
PARL,parl
RNF130,rnf130
atp1b3a,atp1b3
IREB2,ireb2
COQ7,coq7
MYOG,myog
PTGR2,ptgr2
AFG1L,afg1l
PPP1R27,ppp1r27
CADM1,cadm1
RNF181,vamp8
FGF11,fgf11
SLC39A14,slc39a14
HDAC11,hdac11
GAB1,gab1
NDUFAF5,ndufaf5
SRSF9,srsf9
NRAP,nrap
ANO6,ano6
EIF2B5,eif2b5
PGPEP1,pgpep1
UBAP2L,ubap2l
TANC1,tanc1
PIK3C2A,pik3c2a
AFF4,aff4
s1pr5a,s1pr5
BRD2,brd2
RENBP,renbp
hsd17b1,hsd17b1
DYNC2LI1,dync2li1
NUP43,nup43
IGDCC3,igdcc3
lyrm1,lyrm1
RTN4IP1,rtn4ip1
DIS3L,dis3l
CUX1,cux1
FANCD2,fancd2
REEP5,reep5
GRWD1,grwd1
PTPN6,ptpn6
SYMPK,sympk
C1QTNF12,c1qtnf12
MPHOSPH6,mphosph6
SYT12,syt12
EIF3J,eif3j
DMC1,dmc1
TXNIP,txnip
CILP,cilp
B4GALT1,b4galt1.2
MICAL3,mical3
KCNG4,kcng4
MRPS16,mrps16
CDC26,cdc26
BRPF1,brpf1
ABHD14B,abhd14b
ZDHHC8,pgam5
NME5,nme5
NT5DC1,nt5dc1
SLC2A8,slc2a8
AUTS2,auts2
RFNG,rfng
DHX29,dhx29
GREB1,greb1
SLC35D3,pex7
PTGER4,ptger4
KCNC2,kcnc2
TMEM198,TMEM198
ARID3A,arid3a
DUSP23,dusp23
SDHC,sdhc
zgc:92140,c1orf21
H1-0,h1-0
llph,llphp3
CASQ1,casq1
EFNA5,efna5
VSX1,vsx1
KCNQ5,kcnq5
rab25a,rab25
TULP1,tulp1
npy7r,npy2rl
LYN,blk
MYC,myc
TIMELESS,timeless
KCNK15,kcnk15
MRPS12,mrps12
PSMD9,psmd9
IQGAP3,iqgap3
DTX1,dtx1
SDF2,sdf2
GRK7,grk7
ano11,ano7
HIPK3,hipk3
IFT46,ift46
GPX8,gpx8
PRMT3,prmt3
RCC1L,rcc1l
EPC2,epc2
EMP2,emp2
TECTA,tecta.1
GCA,gca
AGTRAP,agtrap
NFXL1,nfxl1
DNAJB14,dnajb14
PLCB3,plcb3
LIX1,lix1
SLC45A4,slc45a4
ADAMTS1,adamts1
MIB2,mib2
DENND4C,dennd4c
GLOD5,glod5
HARBI1,harbi1
PCSK7,pcsk7
FNTA,fnta
D2HGDH,d2hgdh
sh2d1ab,sh2d1a
IMMT,immt
bsk146,bsk146
MRPL41,mrpl41
MIF,mif
NUCB2,nucb2
naaladl1,naaladl1
UFL1,ufl1
AMOT,amot
MATK,matk
CERS1,cers1
PKP4,pkp4
hsd17b14,hsd17b14
kdm5c,kdm5c
CCDC22,ccdc22
PEA15,pea15
RABAC1,rabac1
LMF1,lmf1
FPGS,fpgs
TTC17,ttc17
SALL3,sall3
TTLL12,ttll12
HECA,heca
CHRNE,chrne
MAPDA,adal
DHODH,dhodh
PPP1R9B,ppp1r9b
jag2b,jag2
CHURC1,churc1
ARV1,arv1
PTAR1,ptar1
MARCHF8,marchf8
sec14l7,sec14l3
PDE3B,pde3b
napsa,napsa
EIF1AD,eif1ad
TMEM222,tmem222
POLE2,pole2
IFT140,ift140
LPAR2,lpar2
KIF26B,kif26b
DPEP1,dpep1
AOC1,aoc1
NDUFA10,ndufa10
PGRMC2,pgrmc2
EGR3,egr3
NR4A1,nr4a1
XRCC6,csdc2
KHSRP,fubp1
commd9,commd9
GLA,gla
EAPP,eapp
SHISAL1,shisal1
fthl31,MGC75752
GAREM1,mcm3
TRIB2,trib2
LYPD6,lypd6
INHBB,inhbb
CTSK,ctsk
FAM8A1,fam8a1
ACP7,acp7
rap1gap2b,rap1gap2
TTPA,ttpa
GALNT10,galnt10
STAT1,stat1
ERAP1,erap1
tomm6,tomm6
SMIM19,smim19
BOLA3,bola3
NUP88,nup88
NBEAL2,nbeal2
OSBPL10,osbpl10
PEF1,pef1
SORCS3,sorcs3
ASIC2,asic2
AQP1,aqp1
HTR2B,htr2b
MED11,med11
KIF6,kif6
KSR1,ksr1
CLEC19A,clec19a
AGAP3,agap3
VASH1,vash1
EFNA2,efna2
AIFM1,aifm1
MTMR6,mtmr6
AGXT2,agxt2
UBE2T,ube2t
SARS2,sars2
AK3,ak3
UTP15,utp15
TATDN1,tatdn1
mir27a,xtr-mir-27c-1
MIA,mia
EARS2,ears2
TMEM161A,tmem161a
mus81,mus81
METTL5,mettl5
CACNA1G,cacna1g
PLG,plg
NAB1,nab1
TRAF2,traf2
CCDC134,ccdc134
FLRT2,flrt2
zgc:77938,adh5
ATG12,atg12
MRPS24,mrps24
tmem269,tmem269
IMPA1,impa1
ctss2.2,ctss
si:dkey-222f8.3,endoul
SIRT7,sirt7
PRDM11,prdm11
ADPGK,adpgkl
MOXD1,moxd1
ATP5PF,atp5pf
ABHD3,abhd3
DCAKD,dcakd
PDE6H,pde6h
CHUK,chuk
GLB1L,glb1
pdlim4,pdlim4
SYNGR3,syngr3
GALM,galm
VPS37A,vps37a
cryzl1,cryzl1
TANGO2,tango2
MORC2,morc2
RFX6,rfx6
DCC,dcc
GREB1L,greb1l
hsd17b8,hsd17b8
DEF6,def6
AARS2,aars2
SPTB,sptb
GPHB5,gphb5
chia.2,chit1
dlc,dlc
slc22a15,slc22a15.2
ANKRD55,ankrd55
HIF1A,hif1a
RAPH1,raph1
MGST3,mgst3
zgc:123321,yipf7
CHCHD10,chchd10
ARSA,birc7
hycc1,fam126a
SIRT4,sirt4
LPCAT1,lpcat1
FER1L6,fer1l6
SEC31A,sec31a
CASR,casr
PAK5,abo.4
SLC29A1,slc29a1
C2CD4C,c2cd4c
CCS,ccs
AGFG1,agfg1
GADD45G,gadd45g
GFOD2,gfod2
HSPB1,hspb1
ITGA10,itga10
CHEK1,chek1
srpk1b,srpk1
si:dkey-4e7.3,XB5727514 [provisional]
ELFN2,elfn2
CDK2AP2,cdk2ap2
TAF6L,taf6l
NR1H4,nr1h4
NAGLU,naglu
FES,fes
RAD54L2,rad54l2
GSR,gsr
ADAMTSL2,adamtsl2
C1QTNF2,c1qtnf2
SURF1,surf1
ndufc2,ndufc2
LRRTM4,lrrtm4
ZNF706,znf706
SLC26A3,slc26a3.3
DCTD,dctd
dtwd2,dtwd2
ndufa11,ndufa11
ADAM11,adam11
CCNA2,ccna2
upf3a,upf3a
KMO,kmo
DBNL,dbnl
SH2D4B,sh2d4b
UNC5A,unc5a
slc39a1,slc39a1l
KLHL38,klhl38
DCAF8,dcaf8
ASMT,asmt
KCNH2,kcnh6
RMC1,rmc1
arid3c,arid3c
ATP1B1,atp1b1
SH2D3C,sh2d3c
SLC28A2,slc28a2
DNAJB5,dnajb5
USH1C,ush1c
cahz,ca3
DDX18,dpp10
TMEM131,tmem131
YTHDC2,ythdc2
FRMD7,helz
PEX5,pex5
SBK1,sbk1
ern2,ern2
trhr2,trhr2
ITGAV,itgav
PLPPR3,plppr3
EPS8L2,eps8l2
MANEA,manea
PMS2,pms2
GFER,gfer
SLX1B,slx1a
MYADML2,myadml2
SNORD82,SNORD82
eif4ba,eif4b
ASPHD2,asphd2
VSX2,vsx2
RAB26,rab26
atp5mf,atp5mf
ephb4b,ephb4
ZNF609,znf609
prlhr2a,XB982628 [provisional:prlhr]
PLA2G15,pla2g15
UPP2,upp2
SBNO2,sbno2
NOB1,nob1
GPSM1,gpsm1
IGBP1C,igbp1
SPAST,spast
SANBR,sanbr
DDHD1,ddhd1
DPY19L1,dpy19l1
usp2b,usp2
EIF2B3,eif2b3
CHST3,chst3
EP300,ep300
ELK3,elk3
UNC93B1,unc93b1
FGG,fgg
BVES,bves
ZC3H10,zc3h10
RBL2,rbl2
ISOC2,isoc2
C7H11orf68,c11orf68
EHF,ehf
COX6A1,cox6a2
FTSJ3,ftsj3
cacna1eb,cacna1e
AIPL1,aipl1
MED19,med19
NCKAP1L,nckap1l
PAPPA,trim32
VIPAS39,vipas39
prrt1,prrt1
FBXL15,fbxl15
PPP1R16A,ppp1r16a
NUP98,nup98
MATN4,matn4
FKBP3,fkbp3
TTC38,ttc38
DENND4B,dennd4b
SMUG1,smug1
PLBD2,plbd2
ZFYVE28,zfyve28
ATG14,atg14
zgc:158803,luc7l2
STARD3NL,stard3nl
CRELD1,creld1
NAA38,naa38
NTRK1,ntrk1
OXR1,oxr1
NEXN,nexn
SLC26A5,slc26a5
CASKIN1,caskin1
OXA1L,oxa1l
GALT,galt
BAIAP3,baiap3
ANAPC2,anapc2
NADK,nadk
PLD2,pld2
htr2cl1,htr2c
cfap144,fam183b
ELL,ell
IARS2,iars2
SKIC2,skiv2l
SLC34A2,slc34a2
B3GAT3,b3gat3
MXD3,mxd3
RASGRP2,rasgrp2
PIGG,pigg
DAG1,dag1
PKD2L1,pkd2l1
TCF25,tcf25
LRRC47,lrrc47
PLCH2,plch2
NTSR1,NTSR1
TTC5,ttc5
ETS1,ets1
si:dkey-12e7.1,XB5919442 [provisional]
STOX2,stox2
ADAM9,adam9
ERI1,eri1
mtss1,mtss1.2
nme9,nme9
lyrm7,lyrm7
kcnj14,kcnj14
PODN,podn
LSM4,lsm4
EFNA3,efna3
GPATCH2,gpatch2
MRS2,mrs2
NSUN6,nsun6
uxt,uxt
FLAD1,flad1
BCAR1,bcar1
RUFY3,rufy3
RB1CC1,rb1cc1
INPP5E,inpp5e
CACYBP,cacybp
ELP2,elp2
JARID2,jarid2
PPP1R10,ppp1r10
si:dkey-199f5.8,b4galt3l2
ANAPC15,anapc15
P3H2,p3h2
eva1ba,eva1b
capsla,caps
XYLT2,xylt2
rapgef3,rapgef3
si:ch211-136a13.1,hhipl1l
MPP1,mpp1
zmp:0000001267,slc7a15
NRP2,nrp2
PRC1,prc1
HINT3,hint3
PABPN1,pabpn1
TKFC,tkfc
RAB19,rab19
DHX57,dhx57
npr1a,npr2
PDCL,pdcl
ID3,id3
NALF1,nalf1
adh5l,adh4
KIF17,kif17
chad,chad
MIR20A,xtr-mir-20a
trpc2a,trpc2
RBM5,rbm5
BNIP3L,bnip3l
BCL7B,bcl7b
CLRN2,clrn2
FDPS,fdps
CELA1,cela1.2
SHANK3,shank3
PKDCC,pkdcc.2
LRFN1,lrfn1.1
MIR211,xtr-mir-204-1
naca,naca
RNF5,rnf5
rnf38,rnf38
STX7,stx7
ZBTB34,zbtb34
CDC14B,cdc14b
YARS2,yars2
rdh5,rdh5
LPL,lpl
FAM3C,fam3c
tspan34b,tspan16
BCAP29,bcap29
HTRA2,htra2
exosc3,exosc3
PLEKHD1,plekhd1
CCT2,cct2
LRATD2,lratd2
slc2a11b,slc2a7
TMEM45B,tmem45b
NFASC,nfasc
MIER3,mier3
SPIRE1,spire1
pxmp2,pxmp2
olah,olah
LRIG2,lrig2
MECR,mecr
PDLIM1,pdlim1
EXTL2,extl2
ELAC1,elac1
ITGA5,itga5
TRIP4,trip4
CARD11,card11
BMP8A,bmp8
CDR2L,cdr2l
RFT1,rft1
SOX7,sox7
PVALB,pvalb
ANPEP,anpep
ano2b,ano2
zgc:153896,enpp7-l
NCBP3,ncbp3
TSNAX,tsnax
zgc:92907,alg13l
PRKCSH,prkcsh
fabp10a,XB5907626 [provisional:fabp1]
TSR3,tsr3
TBC1D32,tbc1d32
GBA2,gba2
UQCC2,uqcc2
ELP1,elp1
ABRAXAS2,abraxas2
TRAPPC14,trappc14
U3,U3
mthfd2l,mthfd2l
PHGDH,phgdh
ELAC2,elac2
SUGT1,sugt1
ARHGEF9,arhgef9
ANXA11,anxa11
NEU1,neu1
FBXO33,fbxo33
NENF,nenf
MMP19,mmp19
THOC6,thoc6
ARR3,arr3
sez6l2,sez6l2
SEC24B,sec24b
COASY,coasy
LIPG,lipg
BAZ1B,baz1b
BOLA2,bola2
PLPPR1,plppr1
MTHFS,mthfs
UQCRH,uqcrh
NGLY1,ngly1
LRRC10,lrrc10
TAB2,tab2
GOLGA5,golga5
TSC2,tsc2
FUT11,fut11
zfx,zfx
FUT9,fut9
VAT1,vat1
ETFRF1,etfrf1
DPM2,dpm2
slc6a16a,slc6a16
TMEM199,tmem199
NCAM2,ncam2
DBH,dbh
LRIG3,lrig3
TRAPPC10,trappc10
ACOD1,acod1
MEGF8,megf8
RINT1,rint1
MRPL51,mrpl51
KIF7,kif7
WDR46,wdr46
ADCK5,adck5
STARD8,stard8
ZDHHC12,zdhhc12
FAM167B,fam167b
RMND1,rmnd1
CEP120,cep120
PDCL3,pdcl3
PRKDC,prkdc
PAXBP1,paxbp1
ST8SIA1,st8sia1
KBTBD12,kbtbd12
MATCAP2,kiaa0895
RXFP2,rxfp2
TBCEL,tbcel
SCRN2,scrn2
MOGAT1,mogat1
AP4M1,ap4m1
ZFYVE9,zfyve9
TMF1,tmf1
UMPS,umps
ENPP6,enpp6
ZCCHC4,zcchc4
JOSD1,josd1
SERP1,serp1
INTS15,c7orf26
RAG1,RAG1
SDHAF2,sdhaf2
PIP5K1B,pip5k1b
DESI1,desi1
TIMM21,timm21
si:ch211-221n20.8,adgre2
CPXM1,cpxm1
LIG1,lig1
SLC9A5,slc9a5
PLEKHO1,plekho1
USP37,usp37
SDR42E1,sdr42e1
NME4,nme4
LMAN2L,ubxn10
EXOSC10,exosc10
ddx43,ddx43
LRP8,lrp8
srsf10b,srsf10
MOCS3,mocs3
CHAF1B,chaf1b
INHBA,inhba
UNCX,uncx
BCO2,bco2l
TFE3,tfe3
NOCT,noct
PIGF,pigf
TP53BP2,tp53bp2
GPR176,gpr176
CHD8,chd8
JOSD2,josd2
UPP1,upp1
IDUA,idua
MST1,mst1
ADGRD1,adgrd1
SLC19A1,slc19a1
PCK1,pck1
SH2B2,sh2b2
TOR1B,tor1a
CCNQ,ccnq
HMG20A,hmg20a
cox16,cox16
KANSL3,kansl3
ATG2A,atg2a
PARP16,parp16
ZNF385A,znf385a
ARG1,arg1
si:dkey-239i20.2,fmo5.1
RHPN1,rhpn1
gnptg,gnptg
LRAT,lrat
FN1,fn1
SETDB1,setdb1
ptgr1.1,ptgr1.4
VPS13C,vps13c
TEX2,tex2.2
tfdp2,tfdp2
foxe1,foxe1
PSME1,psme1
DNAI1,dnai1
SLC43A1,slc43a1
th2,th2
DDR1,ddr1
mybpha,mybph
GCLM,gclm
TMEM132E,tmem132e
ASB14,asb14
PRDM4,prdm4
CEL,cel.1
USP5,usp5
aurka,aurka
ZFPL1,zfpl1
MKRN2,mkrn2
GRPEL2,grpel2
CEBPZ,cebpz
MIR3074,xtr-mir-24b
ALOX5AP,alox5ap
NDUFAF2,ndufaf2
SLC39A7,slc39a7
ppdpfb,ppdpf
GLT8D2,glt8d2
vopp1b,vopp1
shc2,shc2
APBB3,apbb3
SLC26A2,slc26a2
RBM46,rbm46
cndp1,darmin
GSTCD,gstcd
kctd12b,XB5843935 [provisional:kctd12]
IFRD2,ifrd2
MAN2B2,man2b2
RBM19,rbm19
TBK1,mgc69493
RFC1,rfc1
ca2,ca1
ACADS,acads
CHRNA4,chrna4
n6amt1,n6amt1
MED25,med25
CADM4,cadm4
homer3b,homer3
PNPLA4,pnpla4
CRYL1,cryl1
PPAN,ppan
ZBTB26,zbtb26
PUS10,pus10
si:ch211-175m2.5,XB22169562 [provisional]
MOB2,mob2.1
EHHADH,ehhadh
ILKAP,ilkap
ALKBH8,alkbh8
klf5l,znf534
B3GNT7,b3gnt7
EMSY,emsy
NTAQ1,ntaq1
STAT4,stat4
BRPF3,brpf3
NIPSNAP3A,nipsnap3a
LGR4,lgr4
CAMSAP2,camsap2
BAG2,bag2
IGHMBP2,ighmbp2
NUCB1,nucb1
mir23a-1,xtr-mir-23a-1
POLA2,pola2
C16H1orf43,c1orf43
HOOK3,hook3
ENPP7,enpp7
SKAP2,skap2
PRDM15,prdm15
cnfn,cnfn.1
xgb,xgb
CRYBB3,crybb3
AIFM2,aifm2
PHLPP1,phlpp1
CWC25,cwc25
COL6A2,col6a2
RNF19B,rnf19b
VKORC1,vkorc1
FAM3A,fam3a
ZFAT,zfat
SPATA20,spata20
MYO9A,myo9a
MTG2,mtg2
RTF2,rtf2
TBC1D31,tbc1d31
YJU2B,yju2b
NFRKB,nfrkb
ADRA1B,adra1b
HSD3B7,hsd3b7
EGFLAM,egflam
AAAS,aaas
SRF,srf
PLCG2,plcg2
APTX,aptx
UNC93A,unc93a.1
PIGH,pigh
UTP20,utp20
OGFOD3,ogfod3
MIER1,mier1
CREG1,creg1
rpp21,rpp21
klf2a,klf2
slc22a16,slc22a16
STS,sts
METTL21A,mettl21a
PEX16,pex16
ADAMTS14,adamts14
arl16,arl16
STC1,stc1
GPR107,gpr107
UBR7,ubr7
PLEKHA1,plekha1
dnaja1,dnaja4.2
atpaf1,atpaf1
SH3BP5L,sh3bp5l
DUSP16,dusp16
FERD3L,ferd3l
FNDC3A,fndc3a
ENPEP,enpep
ARHGAP39,arhgap39
PFDN2,pfdn2
TRAPPC6A,trappc6a
SEMA4B,sema4b
slc44a4,slc44a4
CAMSAP1,camsap1
rasl10a,rasl10a
GATA6,gata6
SLC38A9,slc38a9
FEZ2,fez2
FKTN,fktn
CCNE2,ccne2
HMCN1,hmcn1
nipsnap2,nipsnap2
rp9,rp9
NIPAL3,nipal3
ppp1r2,ppp1r2
NFATC1,nfatc1
GPR143,gpr143
cygb2,cygb
MTG1,mtg1
SLC2A6,slc2a6
TCIRG1,tcirg1
HMG20B,hmg20b
EGLN1,egln1
EIF2AK3,eif2ak3
XPNPEP3,xpnpep3
zgc:110366,XB5731323 [provisional]
MRPS35,mrps35
LIN54,lin54
SAP130,oxsr1
ELF2,elf2
MAST1,mast1
si:dkey-183i3.5,ouro1
ID4,id4
CCDC43,ccdc43
C20H12orf57,c12orf57
MYADM,myadm
BRWD3,brwd3
NSMF,nsmf
CERCAM,cercam
UNK,unk
NUDCD3,nudcd3
lrfn4a,lrfn4
DUS2,dus2
COG1,cog1
tmem45a,tmem45a
PRMT7,prmt7
si:ch211-257p13.3,kifc2
CHST10,chst10
EIF4G3,eif4g3
CYBC1,cybc1
PYCR3,pycr3
NDUFB7,ndufb7
FBXL5,fbxl5
CLSTN3,clstn3
morn2,morn2
BSDC1,bsdc1
NUP133,nup133
TSHR,tshr
ARL2BP,arl2bp
MTTP,mttp.1
HDHD5,hdhd5
DCPS,dcps
FLT4,flt4
MRPL12,mrpl12
VIT,vit
hoxa10b,hoxa10
ADRA1A,adra1a
DOK4,dok4
PACS1,pacs1
mrps6,mrps6
POLR1H,polr1h
PEX19,pex19
SUGCT,sugct
ACOT12,acot12
MCF2,mcf2
IKZF4,ikzf4
cldnk,cldn6.1
MAPK4,mapk4
TMEM67,tmem67
cntn3b,cntn4
LRRC75A,lrrc75a
BCL7A,bcl7a
tmem59l,tmem59l
PARS2,pars2
PHF24,phf24
NPY1R,npy1r
P4HTM,p4htm
B4GALT4,b4galt4
CCDC77,ccdc77
SLC25A48,slc25a48
PLEKHA7,plekha7
SH3PXD2A,sh3pxd2a
WWC1,rars1
UBAP2,ubap2
STARD13,stard13
cyp46a1.1,cyp46a1.6
PRR5,prr5
rasd3,ras-dva2
AP1G2,ap1g2
grin3ba,grin3b
ARHGAP19,arhgap19
HSF4,hsf4
RSPH4A,rsph6a
SDSL,sdsl
PCDH20,pcdh20
PKN1,pkn1
AGR2,agr2
SIPA1L2,sipa1l2
DCXR,dcxr
SERPINC1,serpinc1
BARX1,barx1
TBC1D17,tbc1d17
CYP1A1,cyp1a1
tmem65,tmem65
adamts2a,adamts2
gsto1,gsto2
RAB3GAP2,rab3gap2
HIBCH,inpp1
NTM,ntm
HHIPL2,hhipl2
MGAT3,mgat3
SCARF2,scarf2
GFI1B,gfi1b
OSGIN2,osgin2
MEN1,men1
ARHGEF10,arhgef10
NUDT6,nudt6
GTPBP10,gtpbp10
LRRC24,lrrc24
PRDM1,prdm1
ACE2,ace2
sgcg,sgcg
MANBAL,manbal
INPP5B,inpp5b
QRFPR,qrfprl2.2
hsd11b1la,hsd11b1l
ppp1r14ab,ppp1r14a
mzt2b,mzt2b
ALG14,alg14
pou2f2b,pou2f2
STARD4,stard4
TRAF6,traf6
traip,traip
TBC1D1,tbc1d1
PAFAH1B3,pafah1b3
ASMTL,asmtl
FAIM2,faim2
fam133b,fam133b
NOS2,nos2
aox6,aox1
USP19,usp19
NIPAL4,nipal4
mbd2,mbd2
SCML2,scml2
BLZF1,blzf1
FKBP8,fkbp8
ROM1,rom1
ATPSCKMT,atpsckmt
cyb5b,cyb5b
GTPBP3,gtpbp3
MXI1,mxi1
RASSF8,RASSF8
SUOX,suox
TLCD5,tlcd5
PORCN,porcn
MIR92A1,xtr-mir-92a-1
CAMK2N2,camk2n2
CHAC1,chac1
PPOX,ppox
ACBD3,acbd3
MOGS,mogs
EPAS1,epas1
SNTB2,sntb2
ggt1a,ggt1
ptpn1,ptpn1
DNER,dner
PIP5KL1,pip5kl1
FOS,fos
MLX,mlx
NDUFA12,ndufa12
MBOAT1,mboat1
P2RX4,p2rx4
NAT9,nat9
NEUROD4,neurod4
HSPBP1,hspbp1
COQ8B,coq8b
DSEL,dsel
ANKRD54,ankrd54
COA3,coa3
ENTPD1,entpd1
MTCL3,MTCL3
UTP25,utp25
HUS1,ramp3
TRMT1L,trmt1l
TRMT10A,trmt10a
ptges3l,ptges3l
PDZD8,PDZD8
CELSR3,celsr3
PEX11G,pex11g
TPST2,tpst2
PANX1,panx1
STAC,stac
zgc:154058,bc014685
EBNA1BP2,ebna1bp2
USP10,usp10
SLC14A2,slc14a2
lipeb,lipe
MSH4,rabggtb
zgc:194887,fgl1l
FSTL4,fstl4
NIT1,nit1
ASB12,asb12.2
etfbkmt,etfbkmt
RAB36,rab36
LCT,lct.2
CHTF18,chtf18
ATP7B,atp7b
noc4l,noc4l
CELSR2,celsr2
cnga4,cnga4
GNL1,gnl1
CEP20,cep20
rbpms,rbpms
dchs1b,dchs1
PAM,pam
NXNL1,nxnl1
TCP11L1,tcp11l1
HEATR1,heatr1
CRYAA,cryaa
DEAF1,deaf1
POLR1C,polr1c
OSBPL2,adrm1
TP53I3,tp53i3
wbp2nl,wbp2nl
CACNA1H,cacna1h
LTC4S,ltc4s.1
PLPPR2,plppr2
MDN1,mdn1
ACP5,acp5
MED1,med1
TAF11L11,taf11
PACSIN3,pacsin3
ZNF384,znf384
zgc:174917,phyhdlb
NPFFR1,npffr1.1
AP4B1,ap4b1
PPP2R3A,ppp2r3a
nupr1b,nupr1
ADAT2,adat2
SLC15A5,SLC15A5
DAP3,dap3
DBR1,dbr1
CAPRIN1,caprin1
DESI2,desi2
NDUFAF7,ndufaf7
ITK,itk
THUMPD3,thumpd3
lyrm2,lyrm2
YJU2,yju2
MARF1,marf1
RNF10,rnf10
FAM222B,fam222b
NINJ2,ninj2
MCAT,mcat
ITSN2,itsn2
zgc:101765,XB5994047 [provisional]
PATZ1,patz1
FA2H,fa2h
CEP41,cep41
LAMB2,lamb2
CLEC3A,clec3a
DHRS7B,dhrs7b
FBXO30,fbxo30
COQ4,coq4
ANGPT2,angpt2
TMEM30B,tmem30b
si:ch211-221f10.2,abcc12
RTN4RL1,rtn4rl1
AIMP2,aimp2
ZMYND10,zmynd10
PMEPA1,pmepa1
UBXN1,ubxn1
LMF2,lmf2
UQCRC1,uqcrc1
HNRNPU,hnrnpu
PTK7,ptk7
BFSP2,bfsp2
AAR2,aar2
HEPH,hephl1
THAP12,thap12
TLR7,tlr7
col4a6,col4a6
HMCES,hmces
RAB3IL1,rab3il1
pitpnc1b,pitpnc1l
aspdh,aspdh
KIF1C,kif1c
SYT14,syt14
VEPH1,veph1
TTC4,ttc4
MPHOSPH10,mphosph10
TNRC6A,tnrc6a
MFSD5,mfsd5
