human gene name,chimpanzee gene name,correlation,identical_scores,orthology confidence,combo_score
HTATSF1,HTATSF1,0.94816244,99.8675,1.0,1.907618775390672
EVI5,EVI5,0.989217,93.98995,1.0,1.907571970276797
GALNT11,GALNT11,0.9518013,99.3421,1.0,1.9075602353615428
APTX,APTX,0.96306443,97.7302,1.0,1.9075544778593843
CLTB,CLTB,0.9471924,100.0,1.0,1.907541869923453
DNAJC5B,DNAJC5B,0.9506983,99.4975,1.0,1.9075307749620967
CCDC59,CCDC59,0.96457255,97.5104,1.0,1.9075051457266015
KMO,KMO,0.9845375,94.65205,1.0,1.9074813977715745
STK10,STK10,0.9514892,99.3802,1.0,1.9074800536625847
APEH,APEH,0.96662,97.215,1.0,1.9074749346351965
MRM2,MRM2,0.9585121,98.374,1.0,1.9074626127121341
COL6A3,COL6A3,0.9502235,99.5593,1.0,1.9074557610505503
MKS1,MKS1,0.9521317,99.2844,1.0,1.9074326146856646
TEAD4,TEAD4,0.95034885,99.5392,1.0,1.9074292558915453
DCT,DCT,0.97585666,95.88935000000001,1.0,1.9074241520696076
SPOPL,SPOPL,0.9471233,100.0,1.0,1.9074208945093687
TP53INP2,TP53INP2,0.9598176,98.1818,1.0,1.9073962826516693
FBXL20,FBXL20,0.9694922,96.79679999999999,1.0,1.9073859621960232
ZKSCAN8,ZKSCAN8,0.954352,98.9619,1.0,1.9073734006881709
PRAM1,PRAM1,0.968082,96.99275,1.0,1.9073148787633403
ACSS3,ACSS3,0.9501153,99.5627,1.0,1.9073079371337571
GPX3,GPX3,0.94860446,99.77875,1.0,1.9073066193880388
PDXP,PDXP,0.9493842,99.6622,1.0,1.9072455375252049
ARPP19,ARPP19,0.99768215,92.7481,1.0,1.9071959238038882
SRMS,SRMS,0.98084575,95.15625,1.0,1.9071879221521666
LPXN,LPXN,0.9640371,97.55869999999999,1.0,1.907158753647393
KLHL21,KLHL21,0.9481376,99.8325,1.0,1.9071470002568325
LDHA,LDHA,0.9770476,95.6943,1.0,1.9071223836288116
NLGN4Y,NLGN4Y,0.97484905,96.00755000000001,1.0,1.9071064858560738
ESRRG,ESRRG,0.981474,95.059,1.0,1.9070977919596812
RBFOX3,RBFOX3,0.9600528,98.12335,1.0,1.9070928149408206
DDO,DDO,0.9773915,95.6417,1.0,1.9070808053381776
CARM1,CARM1,0.9480774,99.8355,1.0,1.9070783166512553
RDX,RDX,0.963011,97.6975,1.0,1.9070607939418198
ZSCAN18,ZSCAN18,0.9496579,99.6078,1.0,1.9070590318288079
MSH2,MSH2,0.98362535,94.7475,1.0,1.9070524696467226
MUC13,MUC13,0.9716989,96.4529,1.0,1.907041071360903
CD6,CD6,0.9703049,96.6519,1.0,1.9070356719012593
TBC1D7,TBC1D7,0.95166993,99.3174,1.0,1.907027993754344
TBC1D31,TBC1D31,0.9482095,99.8124,1.0,1.9070269186016942
ENGASE,ENGASE,0.9497095,99.5962,1.0,1.9070074229229868
ESYT3,ESYT3,0.95319444,99.0971,1.0,1.9070012376935304
TSC1,TSC1,0.9492539,99.6564,1.0,1.9069464441846162
UBE2O,UBE2O,0.97497743,95.9752,1.0,1.9069353849538389
RXRG,RXRG,0.9721432,96.3785,1.0,1.9069085046962395
CLEC1B,CLEC1B,0.97588533,95.8429,1.0,1.9069059474392094
DERL3,DERL3,0.95871663,98.2979,1.0,1.906889471103741
MANSC1,MANSC1,0.9533051,99.0719,1.0,1.9068866067810788
GLT1D1,GLT1D1,0.9701664,96.65950000000001,1.0,1.9068861953194693
SKP2,SKP2,0.9492773,99.6468,1.0,1.9068699382480836
CLNS1A,CLNS1A,0.9468048,100.0,1.0,1.9068632871376487
N4BP1,N4BP1,0.94990844,99.5536,1.0,1.906834426589651
GRM8,GRM8,0.94832766,99.7797,1.0,1.9068336423730257
PGAM5,PGAM5,0.9467811,100.0,1.0,1.9068217948465662
ANKRD31,ANKRD31,0.9565372,98.601,1.0,1.906782844047402
GRHL3,GRHL3,0.99659705,92.86935,1.0,1.9067799157088996
UBXN1,UBXN1,0.9959705,92.95859999999999,1.0,1.9067751279677227
FOXN4,FOXN4,0.94943243,99.6132,1.0,1.9067303733974752
PLA2G2D,PLA2G2D,0.9905953,93.72030000000001,1.0,1.9066853553583092
SNAP47,SNAP47,0.98376596,94.69669999999999,1.0,1.9066770117285965
CHCHD4,CHCHD4,0.99958116,92.43299999999999,1.0,1.906664770010046
DCAF17,DCAF17,0.9507113,99.4231,1.0,1.906643118628916
RAD51C,RAD51C,0.9568819,98.53935,1.0,1.9066319235561515
TGOLN2,TGOLN2,0.9973185,92.75335000000001,1.0,1.9066235140432168
TSHZ2,TSHZ2,0.95004493,99.5164,1.0,1.906618175761365
TRMT61B,TRMT61B,0.95325893,99.05575,1.0,1.9066081517326365
STRAP,STRAP,0.9611212,97.92875,1.0,1.9065820186443878
ANGPT1,ANGPT1,0.946641,100.0,1.0,1.9065765176321925
SELENOI,SELENOI,0.9563129,98.6146,1.0,1.9065565754979792
FOXF1,FOXF1,0.9919254,93.517,1.0,1.9065262650791936
TXNRD1,TXNRD1,0.95038164,99.46035,1.0,1.9065217928625235
SYNPO2L,SYNPO2L,0.9491119,99.64195,1.0,1.9065210192323394
HS3ST2,HS3ST2,0.9466018,100.0,1.0,1.9065078890325964
ACSL4,ACSL4,0.98839736,94.01935,1.0,1.9064967633718535
NUB1,NUB1,0.97151965,96.43055,1.0,1.9064537612349373
MYO3A,MYO3A,0.9554102,98.7336,1.0,1.9064323677422395
NEMP1,NEMP1,0.9497015,99.5496,1.0,1.906423183523072
TRIM31,TRIM31,0.9920326,93.4924,1.0,1.9064129187054368
CA5B,CA5B,0.94653267,100.0,1.0,1.9063868610966246
CLIC6,CLIC6,0.9958123,92.94839999999999,1.0,1.9063733474761366
NIN,NIN,0.9520937,99.203,1.0,1.9063700137416189
RNPC3,RNPC3,0.9478724,99.8066,1.0,1.9063657743836433
PRCP,PRCP,0.96485645,97.3765,1.0,1.9063636741183019
IL25,IL25,0.9988333,92.515,1.0,1.9063588846681907
HELZ,HELZ,0.94902444,99.6395,1.0,1.9063379203323656
CAMSAP1,CAMSAP1,0.95236063,99.16135,1.0,1.9063276744456885
PRKCD,PRKCD,0.9485588,99.7041,1.0,1.9063132060646693
NDUFA13,NDUFA13,0.9513161,99.3056,1.0,1.9062641391999309
RIMKLA,RIMKLA,0.94644237,100.0,1.0,1.9062287702154117
ZNF439,ZNF439,0.98475206,94.5188,1.0,1.9062264844757248
TRIM17,TRIM17,0.9508277,99.3711,1.0,1.9062105914215282
TFAP4,TFAP4,0.95055324,99.4083,1.0,1.906185294089449
MGAT5B,MGAT5B,0.9713869,96.42490000000001,1.0,1.9061522141226357
AMD1,AMD1,0.9463806,100.0,1.0,1.9061206276491602
ANKRD26,ANKRD26,0.95393413,98.91845,1.0,1.9061101355856642
SRSF11,SRSF11,0.9463689,100.0,1.0,1.906100144113056
TMPRSS9,TMPRSS9,0.98615783,94.30680000000001,1.0,1.9060934119898734
TMX1,TMX1,0.95384973,98.9286,1.0,1.906086577242182
MARCHF9,MARCHF9,0.95039624,99.422,1.0,1.9060780733180382
SYMPK,SYMPK,0.9570388,98.4711,1.0,1.9060714533559788
SOCS2,SOCS2,0.9498722,99.4949,1.0,1.9060526816482537
MANEA,MANEA,0.95540696,98.7013,1.0,1.9060314476510698
SLC25A48,SLC25A48,0.95752466,98.3923,1.0,1.9059578052170518
TMEM134,TMEM134,0.9462874,100.0,1.0,1.9059574596521607
UBR1,UBR1,0.97076494,96.49754999999999,1.0,1.9059523318192908
CPNE5,CPNE5,0.94627273,100.0,1.0,1.9059317764491994
NLRP10,NLRP10,0.95474243,98.78625,1.0,1.905907549081888
SEC22C,SEC22C,0.9485609,99.67,1.0,1.9058996086803262
PANX2,PANX2,0.9503658,99.41024999999999,1.0,1.9058809990415861
TROAP,TROAP,0.9858785,94.32820000000001,1.0,1.90586624761118
CRP,CRP,0.95245606,99.1071,1.0,1.9058309017025523
AAGAB,AAGAB,0.948409,99.6825,1.0,1.905786632503688
OS9,OS9,0.99238604,93.38965,1.0,1.9057743682720574
NEK10,NEK10,0.9695585,96.65299999999999,1.0,1.905742387790517
ZKSCAN2,ZKSCAN2,0.9490501,99.5863,1.0,1.9057318477966563
CORO1C,CORO1C,0.9826807,94.77115,1.0,1.9056880425992637
NDUFB8,NDUFB8,0.98814183,93.98955000000001,1.0,1.905684743643917
SMCHD1,SMCHD1,0.9499584,99.4514,1.0,1.905671294967326
FAM90A26,FAM90A26,0.9958208,92.8879,1.0,1.9056479039870782
CRISPLD2,CRISPLD2,0.9460953,100.0,1.0,1.905621144499547
TRIT1,TRIT1,0.9475896,99.7859,1.0,1.905617366882887
NAA40,NAA40,0.9460927,100.0,1.0,1.9056165926026352
LONP1,LONP1,0.9482695,99.6872,1.0,1.9055999185542596
MEPCE,MEPCE,0.95115346,99.2743,1.0,1.9055963895852077
ZDHHC4,ZDHHC4,0.9926173,93.33415,1.0,1.9055001011633017
BABAM1,BABAM1,0.95027137,99.3921,1.0,1.905493580240051
LHCGR,LHCGR,0.9490178,99.5708,1.0,1.9054856292691436
BTF3,BTF3,0.94600135,100.0,1.0,1.9054566634553614
USP9Y,USP9Y,0.96660966,97.04995,1.0,1.9054371529150047
OTUD7A,OTUD7A,0.950865,99.30225,1.0,1.905433391900357
CENPL,CENPL,0.9967681,92.7348,1.0,1.9054329203656901
SLC23A3,SLC23A3,0.9573197,98.3755,1.0,1.9053933979167232
CERS4,CERS4,0.95660025,98.4772,1.0,1.9053783152056325
BNC2,BNC2,0.9465603,99.909,1.0,1.9053216875262744
UNC13D,UNC13D,0.95105386,99.2661,1.0,1.905321675390587
KDM5B,KDM5B,0.95699483,98.41255,1.0,1.9052780107906775
CCNH,CCNH,0.9717535,96.2972,1.0,1.9052313958355414
EIF2B4,EIF2B4,0.94987947,99.4264,1.0,1.9052271905878593
ADGRG3,ADGRG3,0.958595,98.1785,1.0,1.9052154593185255
PCSK5,PCSK5,0.95905995,98.11025000000001,1.0,1.905194301365946
SERPINA6,SERPINA6,0.959637,98.0247,1.0,1.9051577040482883
EMP3,EMP3,0.9501116,99.3865,1.0,1.9051453402530432
CAV1,CAV1,0.945814,100.0,1.0,1.9051286642682603
DNM1,DNM1,0.9825554,94.7432,1.0,1.9051266584124569
SLC26A6,SLC26A6,0.97522455,95.78965,1.0,1.9050974922509614
RGS3,RGS3,0.9907301,93.57,1.0,1.9050821669128033
PRSS53,PRSS53,0.9979384,92.53845,1.0,1.9050791090630643
PPIL6,PPIL6,0.9727454,96.14245,1.0,1.9050743040801121
KNOP1,KNOP1,0.95646274,98.4716,1.0,1.9050690464591096
DDX59,DDX59,0.9525395,99.0307,1.0,1.9050420932176073
ZNF23,ZNF23,0.9761197,95.65575000000001,1.0,1.9050261540993778
GABRB1,GABRB1,0.9457365,100.0,1.0,1.904992982725691
PIP5K1C,PIP5K1C,0.98276323,94.70215,1.0,1.9049881930613042
TAX1BP1,TAX1BP1,0.9630097,97.52505,1.0,1.9049482867061407
KIAA0232,KIAA0232,0.95211464,99.08324999999999,1.0,1.9049413206027328
RASD1,RASD1,0.9457035,100.0,1.0,1.9049352086495004
MGAT4B,MGAT4B,0.9469735,99.8175,1.0,1.904925424374806
NAGPA,NAGPA,0.94838536,99.6116,1.0,1.904877658139743
COQ2,COQ2,0.99248505,93.30115,1.0,1.9048647537085972
DCP1A,DCP1A,0.9480548,99.6564,1.0,1.9048471443433934
ADAMTS9,ADAMTS9,0.94816846,99.6382,1.0,1.9048234230218934
NOP53,NOP53,0.9529488,98.954,1.0,1.9048201064425796
FAM98C,FAM98C,0.948626,99.57105,1.0,1.9048027526120326
PIGA,PIGA,0.9470549,99.7934,1.0,1.9047730275637171
DACT1,DACT1,0.965355,97.17515,1.0,1.9047726263605584
EXOG,EXOG,0.9494063,99.4565,1.0,1.904767124701252
FAM221A,FAM221A,0.9965894,92.70585,1.0,1.9047658104474852
IMPG1,IMPG1,0.9714164,96.30590000000001,1.0,1.9047476848077758
UBA1,UBA1,0.9475748,99.7164,1.0,1.9047410004488845
SPEM2,SPEM2,0.96304584,97.5026,1.0,1.9047368425475688
CALR3,CALR3,0.94922554,99.4792,1.0,1.9047284375406779
ADCK1,ADCK1,0.9482493,99.6176,1.0,1.9047128745033421
DKC1,DKC1,0.9455738,100.0,1.0,1.904708139022775
SH3D21,SH3D21,0.9669533,96.93809999999999,1.0,1.9046700907088576
STUB1,STUB1,0.9455426,100.0,1.0,1.9046535162598308
ACKR2,ACKR2,0.95645744,98.4375,1.0,1.904642493675863
D2HGDH,D2HGDH,0.95223737,99.0403,1.0,1.9046306182978778
OR13D1,OR13D1,0.98753333,93.9864,1.0,1.9045808788625578
ERBB4,ERBB4,0.9921304,93.3225,1.0,1.9045051125392352
THUMPD2,THUMPD2,0.94962186,99.4036,1.0,1.9044971867446
DYNC1I2,DYNC1I2,0.9573322,98.30045000000001,1.0,1.9044969123171185
FLII,FLII,0.9602985,97.8759,1.0,1.9044949800309952
ALAS2,ALAS2,0.94664204,99.8296,1.0,1.9044931924858095
BRCA2,BRCA2,0.95054555,99.2686,1.0,1.904462353966355
IL1RL2,IL1RL2,0.98465896,94.38655,1.0,1.9044451784885625
ZNF485,ZNF485,0.9517459,99.093,1.0,1.904415065101339
ADGRA3,ADGRA3,0.94990176,99.3563,1.0,1.9044084166509898
SPAM1,SPAM1,0.97006804,96.47095,1.0,1.9044067502455309
YTHDF3,YTHDF3,0.96744335,96.8463,1.0,1.9044047000942075
PPP2R2C,PPP2R2C,0.9877486,93.94065,1.0,1.9043979261122956
CHD9,CHD9,0.94644034,99.8447,1.0,1.9043248455825452
RABGEF1,RABGEF1,0.9550251,98.61385,1.0,1.9042928083640658
PTK2B,PTK2B,0.94810265,99.6036,1.0,1.904284815205796
DDR2,DDR2,0.94612914,99.883,1.0,1.9042486868945587
ZFR2,ZFR2,0.95721227,98.2961,1.0,1.9042337173613189
TAC4,TAC4,0.9892943,93.70605,1.0,1.904233282175378
KIAA1191,KIAA1191,0.9498809,99.3443,1.0,1.904225055170993
TXK,TXK,0.94927686,99.4307,1.0,1.904224801553227
ALK,ALK,0.9500391,99.321,1.0,1.9042169038091612
BMP2K,BMP2K,0.9479998,99.6126,1.0,1.9042148836140291
RNF180,RNF180,0.95355463,98.8176,1.0,1.9042116552791053
OTUD6B,OTUD6B,0.98229134,94.70515,1.0,1.9041987515943033
FMN1,FMN1,0.95655966,98.383,1.0,1.9041545491936493
RPL6,RPL6,0.94525546,100.0,1.0,1.9041508117677879
VPS11,VPS11,0.98182577,94.76765,1.0,1.9041484626570155
MGAT4D,MGAT4D,0.9639424,97.3262,1.0,1.904147910125582
PHETA1,PHETA1,0.96806526,96.7358,1.0,1.9041413330505694
KPNA6,KPNA6,0.98225445,94.70474999999999,1.0,1.9041292724713426
STAU2,STAU2,0.99643135,92.67269999999999,1.0,1.9040834586538153
UTP23,UTP23,0.97660375,95.50919999999999,1.0,1.9040802958542635
IMP4,IMP4,0.96936804,96.54355000000001,1.0,1.9040696291670558
KIN,KIN,0.94519734,100.0,1.0,1.9040490593645087
ANXA13,ANXA13,0.9915843,93.36285000000001,1.0,1.9040427928546202
TBC1D8B,TBC1D8B,0.9476747,99.6429,1.0,1.904016495610909
ITFG1,ITFG1,0.9485968,99.5098,1.0,1.9040021290389424
OGFOD2,OGFOD2,0.9511394,99.1429,1.0,1.9039638625201525
RANBP10,RANBP10,0.968897,96.60205,1.0,1.9039608166519817
TAF10,TAF10,0.948339,99.5413,1.0,1.9039362492627525
AZIN2,AZIN2,0.9527271,98.913,1.0,1.9039302620528558
ANGPTL5,ANGPTL5,0.95233244,98.9691,1.0,1.9039258020110343
ZDBF2,ZDBF2,0.9528234,98.8955,1.0,1.903884713806041
TMC2,TMC2,0.9539872,98.72885,1.0,1.903882954881927
DSCC1,DSCC1,0.9822193,94.68809999999999,1.0,1.9038639920770168
INTS2,INTS2,0.9465039,99.7911,1.0,1.9037802309892786
GFOD1,GFOD1,0.9450435,100.0,1.0,1.903779727125685
NRG3,NRG3,0.95912194,97.9839,1.0,1.9037567129828732
NCKIPSD,NCKIPSD,0.94889766,99.446,1.0,1.9037481475035878
ALDH1B1,ALDH1B1,0.9490801,99.4197,1.0,1.9037457235115813
PCOLCE2,PCOLCE2,0.96517485,97.11595,1.0,1.9037328155392101
IDS,IDS,0.95007133,99.2727,1.0,1.9036822937483473
RARB,RARB,0.9449825,100.0,1.0,1.903672932621211
MME,MME,0.94683933,99.7333,1.0,1.9036601928060208
TENT5A,TENT5A,0.95269614,98.8938,1.0,1.90364111344753
AQP7,AQP7,0.9623309,97.5112,1.0,1.9035904121775407
FBXL12,FBXL12,0.9449344,100.0,1.0,1.903588722528339
GMPR2,GMPR2,0.9469376,99.7126,1.0,1.9035789358269015
OR13C3,OR13C3,0.9877899,93.86635,1.0,1.9035610391034468
DIS3L2,DIS3L2,0.9488608,99.4358,1.0,1.9035588005394253
TOM1,TOM1,0.9498793,99.2894,1.0,1.9035504552349263
TONSL,TONSL,0.9628944,97.42725,1.0,1.9035496713088436
KLHL5,KLHL5,0.9832976,94.5079,1.0,1.9035467375165527
RPS6KB1,RPS6KB1,0.94488794,100.0,1.0,1.9035073836319807
SERPINB6,SERPINB6,0.96349823,97.33535,1.0,1.9034822550288064
IRAK4,IRAK4,0.9509112,99.1304,1.0,1.9034113863828477
PDIA4,PDIA4,0.95240414,98.9147,1.0,1.9033856489391665
TEX261,TEX261,0.94481313,100.0,1.0,1.903376411551986
LMTK3,LMTK3,0.96531975,97.06595,1.0,1.9033746576683837
INTS6,INTS6,0.94556165,99.8873,1.0,1.90330778348283
WDR41,WDR41,0.94933873,99.3464,1.0,1.9033015593344322
GINS4,GINS4,0.9479035,99.5516,1.0,1.9032998452789536
BTBD1,BTBD1,0.94620603,99.79339999999999,1.0,1.9032868857438365
SNRNP40,SNRNP40,0.9447447,100.0,1.0,1.9032566091267213
SBF2,SBF2,0.9485138,99.4592,1.0,1.903237637833437
NLRC5,NLRC5,0.9529253,98.821,1.0,1.9031514736554846
ZNF614,ZNF614,0.948248,99.4872,1.0,1.9031149235194913
LRP1B,LRP1B,0.9484602,99.4564,1.0,1.9031095357669838
KCNK2,KCNK2,0.9446402,100.0,1.0,1.9030736578854506
FOXL2NB,FOXL2NB,0.96058583,97.7143,1.0,1.903020554847856
SMG7,SMG7,0.9915827,93.2783,1.0,1.9030053726363496
SLC22A9,SLC22A9,0.9496564,99.2767,1.0,1.9030048106100548
B3GLCT,B3GLCT,0.99733025,92.45555,1.0,1.9029999744904886
MYRIP,MYRIP,0.9707632,96.2552,1.0,1.902983703917703
TALDO1,TALDO1,0.9487265,99.4065,1.0,1.9029651401445307
LTF,LTF,0.95883554,97.95925,1.0,1.9029536676072354
NRIP3,NRIP3,0.94892514,99.3767,1.0,1.9029482492706415
ACAN,ACAN,0.9922182,93.18235,1.0,1.902943843036597
TCF25,TCF25,0.98243093,94.58185,1.0,1.9029343419805766
JMJD4,JMJD4,0.98564655,94.12085,1.0,1.9029228712636599
CLEC10A,CLEC10A,0.98591524,94.07165,1.0,1.9027912256251271
KLC4,KLC4,0.9444768,100.0,1.0,1.902787588671827
PTPN3,PTPN3,0.9868836,93.93260000000001,1.0,1.902785039011727
ZDHHC7,ZDHHC7,0.9819539,94.6377,1.0,1.9027826151501879
GCAT,GCAT,0.97460145,95.6885,1.0,1.9027688631868171
MYO9A,MYO9A,0.948444,99.4308,1.0,1.902767912591121
ILF2,ILF2,0.98164546,94.67335,1.0,1.9026788610307255
RNF40,RNF40,0.9485962,99.4006,1.0,1.9026648231267678
SLC9A6,SLC9A6,0.9867831,93.93695,1.0,1.902662320645868
LRIG3,LRIG3,0.9475259,99.5532,1.0,1.902658348623755
DNM1L,DNM1L,0.97315526,95.8853,1.0,1.9026451722524769
ACAA2,ACAA2,0.9496632,99.2443,1.0,1.9026202441667093
AKR7A2,AKR7A2,0.95410365,98.6072,1.0,1.9025982240590609
MYOZ3,MYOZ3,0.9499308,99.2032,1.0,1.9025858080840576
ZSCAN31,ZSCAN31,0.9477929,99.5074,1.0,1.9025653492761585
PTPN20,PTPN20,0.9459821,99.7619,1.0,1.9025093865587122
C7orf57,C7H7orf57,0.9985311,92.2424,1.0,1.9024940702112827
PREPL,PREPL,0.98808646,93.73185000000001,1.0,1.9024343896686033
RPS6KA4,RPS6KA4,0.94607073,99.7409,1.0,1.9024075815149035
F11R,F11R,0.9985174,92.23605,1.0,1.9023923817154422
BRSK1,BRSK1,0.9699586,96.3204,1.0,1.9023729044140945
ZDHHC5,ZDHHC5,0.9451989,99.8601,1.0,1.9023398661356947
SFTPD,SFTPD,0.953534,98.6667,1.0,1.9023290088716949
COPS8,COPS8,0.94421333,100.0,1.0,1.9023263239489792
DPY19L1,DPY19L1,0.94514436,99.8663,1.0,1.9023202493291294
DLL4,DLL4,0.9962975,92.5475,1.0,1.9023170796769993
PPP6C,PPP6C,0.9819932,94.59065,1.0,1.9022756787121953
LRRC43,LRRC43,0.9505703,99.0854,1.0,1.902263907940029
CREB3L1,CREB3L1,0.95088714,99.0366,1.0,1.902221454639545
CCDC183,CCDC183,0.96508986,97.0037,1.0,1.9022104434038305
PTH2R,PTH2R,0.9492111,99.2727,1.0,1.9021762636404205
RBPJL,RBPJL,0.94682515,99.6132,1.0,1.9021657311741214
RAD23B,RAD23B,0.9475231,99.511,1.0,1.902137054813337
BATF,BATF,0.94407654,100.0,1.0,1.9020868416495205
FAM47E,FAM47E,0.9761268,95.4142,1.0,1.9020827920646854
AMPD3,AMPD3,0.9517338,98.9016,1.0,1.9020517631616338
GRAMD1A,GRAMD1A,0.996521,92.49109999999999,1.0,1.9020182138121213
SHANK3,SHANK3,0.9684113,96.511,1.0,1.9019963292269528
NDUFAB1,NDUFAB1,0.94402134,100.0,1.0,1.9019902013766194
SLBP,SLBP,0.9904142,93.3592,1.0,1.9019495999543972
IL5RA,IL5RA,0.994554,92.7651,1.0,1.9019274041830436
MDFI,MDFI,0.94965464,99.187,1.0,1.9019040909005702
CHRAC1,CHRAC1,0.9466352,99.6183,1.0,1.9018955876260017
ANKRD6,ANKRD6,0.9468345,99.5873,1.0,1.9018651681075436
NAB1,NAB1,0.94394666,100.0,1.0,1.9018594568914704
IFNA2,IFNA2,0.9891485,93.53255,1.0,1.901854945904836
L3MBTL3,L3MBTL3,0.9448224,99.8718,1.0,1.901823886677648
NR1H4,NR1H4,0.98308855,94.3969,1.0,1.9018224658339673
SLCO6A1,SLCO6A1,0.956544,98.1919,1.0,1.9017886856881576
FBLL1,FBLL1,0.9838621,94.28055,1.0,1.9017529943093723
CIB3,CIB3,0.9476174,99.4652,1.0,1.901741704467009
RYR1,RYR1,0.9457162,99.732,1.0,1.9016779880878407
IFT122,IFT122,0.98872,93.57935,1.0,1.901677439196758
DHCR7,DHCR7,0.9467727,99.5789,1.0,1.9016541841367565
EMB,EMB,0.98671824,93.8637,1.0,1.9016524247949738
RGS12,RGS12,0.94961935,99.1707,1.0,1.9016428482742131
ZNF404,ZNF404,0.9719379,95.97665,1.0,1.9016317331878936
POM121L12,POM121L12,0.97450554,95.6081,1.0,1.901617114264448
ZC3H12A,ZC3H12A,0.94730556,99.4992,1.0,1.901611807193592
SLC35F5,SLC35F5,0.94913733,99.2352,1.0,1.901588233378797
IL31RA,IL31RA,0.95381933,98.5602,1.0,1.9015253283524778
AQR,AQR,0.94468486,99.8653,1.0,1.9015035523146686
FAM227B,FAM227B,0.95408404,98.5201,1.0,1.9014980694330796
FOXL1,FOXL1,0.9599475,97.6812,1.0,1.9014979744893519
B4GALT6,B4GALT6,0.9455671,99.7382,1.0,1.9014928222920449
CIAO3,CIAO3,0.9685877,96.44345000000001,1.0,1.9014785639938412
RNF10,RNF10,0.94844043,99.32485,1.0,1.9014651765202566
DHPS,DHPS,0.9494025,99.187,1.0,1.901462661943881
MNDA,MNDA,0.9488713,99.2629,1.0,1.901461445365524
ETV2,ETV2,0.97999585,94.80955,1.0,1.901457488317233
DYNC1LI1,DYNC1LI1,0.9437024,100.0,1.0,1.9014318236838839
GIPC1,GIPC1,0.9457797,99.6997,1.0,1.901393911688943
PRMT5,PRMT5,0.96856785,96.43764999999999,1.0,1.901372838735533
MFSD1,MFSD1,0.9784151,95.02865,1.0,1.9013710992202881
MRPL39,MRPL39,0.9969557,92.3735,1.0,1.9013402116041425
PDE4D,PDE4D,0.94451296,99.8764,1.0,1.9013384300659586
MAP4K1,MAP4K1,0.9929233,92.94825,1.0,1.9013136541993103
SYNCRIP,SYNCRIP,0.9873094,93.75055,1.0,1.9013027953715826
WDR33,WDR33,0.94412535,99.9251,1.0,1.9012557605567828
TJP3,TJP3,0.9515166,98.86535,1.0,1.9012279217208103
UBAP1,UBAP1,0.9994203,92.011,1.0,1.9012192299736654
TMEM225,TMEM225,0.9808552,94.6667,1.0,1.9012139549395226
AEBP2,AEBP2,0.963925,97.08840000000001,1.0,1.9012075431101818
TBC1D23,TBC1D23,0.96153796,97.4288,1.0,1.9011938786714642
H1-8,H1-8,0.95366555,98.5549,1.0,1.9011912462671867
FAM234B,FAM234B,0.99087876,93.2305,1.0,1.9011880463653663
CLCN6,CLCN6,0.9932608,92.88929999999999,1.0,1.9011831677387812
PPIL3,PPIL3,0.984558,94.13390000000001,1.0,1.9011768044489332
WDR81,WDR81,0.9496752,99.1242,1.0,1.9011716166352546
OR5B21,OR5B21,0.98368293,94.2584,1.0,1.9011682715961222
MTFR1,MTFR1,0.9519447,98.7988,1.0,1.9011630518951153
VSIG10,VSIG10,0.96236026,97.30805000000001,1.0,1.9011559134182965
WDR6,WDR6,0.9563286,98.16855,1.0,1.9011258499160757
SORCS2,SORCS2,0.9489475,99.2235,1.0,1.9011127221529307
WNK2,WNK2,0.9940476,92.7688,1.0,1.9010861107784045
ARFGAP3,ARFGAP3,0.95298153,98.6434,1.0,1.901076666518151
PALLD,PALLD,0.9478523,99.3767,1.0,1.9010699965463838
ABI3BP,ABI3BP,0.9527014,98.68155,1.0,1.901053067482502
RASGRP1,RASGRP1,0.9704033,96.14105,1.0,1.9009567888467493
VGLL3,VGLL3,0.94449663,99.8471,1.0,1.9009513032397978
EXD1,EXD1,0.9495368,99.1259,1.0,1.9009501181731339
RANBP17,RANBP17,0.9472794,99.4485,1.0,1.900945603780327
GINS3,GINS3,0.9998626,91.92535000000001,1.0,1.9009454981677214
DDX3Y,DDX3Y,0.95507246,98.3333,1.0,1.9009426966043173
CSDC2,CSDC2,0.94341844,100.0,1.0,1.9009346865119099
HNRNPU,HNRNPU,0.9434002,100.0,1.0,1.9009027532043428
ARL6,ARL6,0.9906686,93.2372,1.0,1.900902099407194
JPT2,JPT2,0.99172556,93.0855,1.0,1.9008962322721583
ROCK1,ROCK1,0.9495284,99.1209,1.0,1.90087422818593
TSPYL2,TSPYL2,0.9443699,99.8557,1.0,1.9008346695169265
STRN4,STRN4,0.9475029,99.40729999999999,1.0,1.9008327368459552
AGA,AGA,0.9473775,99.422,1.0,1.9007930759010645
YAF2,YAF2,0.9844496,94.11765,1.0,1.900788177821457
CRTC2,CRTC2,0.97339326,95.699,1.0,1.9007821353170082
DARS2,DARS2,0.9487476,99.2248,1.0,1.9007786591128482
CD79A,CD79A,0.9495138,99.115,1.0,1.9007764705807508
TSSK4,TSSK4,0.962065,97.31925000000001,1.0,1.9007760448455824
GAA,GAA,0.95287067,98.6345,1.0,1.900773673368222
PTGER2,PTGER2,0.9452503,99.7207,1.0,1.9007240476550966
FAM3B,FAM3B,0.9980296,92.16925,1.0,1.9007209594730803
XRRA1,XRRA1,0.9546871,98.36930000000001,1.0,1.9007085592355533
MYL5,MYL5,0.9473134,99.422,1.0,1.900680854134888
