crab_eating_macaque gene name,mice gene name,correlation
RFXAP,Rfxap,0.9608905
CD38,Cd38,0.960889
MED7,Med7,0.9608726
LDHB,Ldhb,0.96086836
NKAIN2,Nkain2,0.9608681
KCTD20,Kctd20,0.9608662
TBX22,Tbx22,0.9608528
CUL4A,Cul4a,0.96084964
ATMIN,Atmin,0.9608482
NDUFA2,Ndufa2,0.96083814
ZKSCAN3,Zkscan14,0.9608379
EVI5,Evi5,0.9608274
TMEM256,Tmem256,0.9608087
USP34,Usp34,0.9607581
TRIB3,Trib3,0.9607564
RPS6KA2,Rps6ka2,0.96074665
ZNF674,Gm12258,0.96073955
PTPRU,Ptpru,0.960739
PPP6R3,Ppp6r3,0.96072894
ADAM33,Adam33,0.96072763
MAGI1,Magi1,0.96072
EEF1AKMT4,Eef1akmt4,0.9607145
CDO1,Cdo1,0.9607053
CCR8,Ccr8,0.96070266
PABPC4L,Pabpc5,0.96068805
HSPA9,Hspa9,0.96067995
CALD1,Cald1,0.96067965
OTX1,Otx1,0.9606794
IL23A,Il23a,0.9606791
FNBP1,Fnbp1,0.960676
CPQ,Cpq,0.9606353
ELOVL4,Elovl4,0.9606254
TCAF1,Tcaf1,0.9606252
APOD,Apod,0.96062243
PLEKHA8,Plekha8,0.9605923
BMP2K,Bmp2k,0.96059203
SIT1,Sit1,0.9605771
ABHD1,Abhd1,0.96056294
APOE,Apoe,0.9605429
NPM3,Npm3,0.9605368
TOX2,Tox2,0.960519
DYTN,Dytn,0.9605172
TDRKH,Tdrkh,0.96050066
ZNF789,Zfp563,0.96048194
FAM3C,Fam3c,0.9604775
HOOK3,Fnta,0.96047515
OR2G6,Olfr1535,0.96046084
ZFP62,Zfp273,0.96045923
RETNLB,Retnlb,0.9604571
PUDP,Pudp,0.9604536
CCN6,Ccn6,0.9604526
EMID1,Emid1,0.9604418
NAALAD2,Folh1,0.96041256
ZNF808,Zfp11,0.96041125
GPX4,Gpx4,0.960386
MACROD1,Macrod1,0.96037513
MAJIN,Majin,0.9603708
SKA2,Ska2,0.9603681
THAP3,Thap3,0.96036255
MFAP2,Mfap2,0.96036047
MGAT4A,Mgat4a,0.9603595
CDK4,Cdk4,0.9603559
TMC5,Tmc5,0.9603542
THADA,Thada,0.9603326
TSPAN18,Tspan18,0.96032125
NNMT,Nnmt,0.9603089
LEMD3,Lemd3,0.9603086
EPCIP,4932438H23Rik,0.96030647
KIDINS220,Kidins220,0.9603025
YEATS4,Yeats4,0.9602918
COA5,Coa5,0.9602883
DEUP1,Deup1,0.96028394
SPTBN2,Sptbn4,0.96028394
RAD51,Rad51,0.9602808
URGCP,Urgcp,0.96027714
MYL7,Myl7,0.96026844
TMEM201,Tmem201,0.9602669
SEC31A,Sec31a,0.9602604
KLB,Klb,0.9602568
SNAPC4,Snapc4,0.9602552
FAM3A,Fam3a,0.9602485
PSORS1C2,Psors1c2,0.9602368
LPCAT4,Lpcat4,0.9602288
TMEM176B,Tmem176b,0.96022797
GLB1,Glb1,0.9602251
LTK,Ltk,0.9602195
LCA5L,Lca5l,0.96021646
ZNF75A,Zfp445,0.96020246
OR9A4,Olfr460,0.96020186
IL36B,Il36b,0.9601954
GTPBP8,Gtpbp8,0.9601927
ADCY5,Adcy2,0.9601909
NCAM1,Ncam1,0.9601804
COMMD4,Commd4,0.96017987
FAM76A,Fam76a,0.96017104
CCN2,Ccn2,0.96016496
ZNF408,Zfp408,0.96016234
VPS53,Vps53,0.96015894
ADH6,Adh6a,0.9601573
EPB41L2,Epb41l2,0.96014214
NTS,Nts,0.96014166
ZNF622,Zfp622,0.96013314
GRP,Grp,0.9601284
GPX6,Gpx6,0.96012074
ENPEP,Enpep,0.96011704
TTC4,Ttc4,0.96010786
GCH1,Gch1,0.9601007
GABPB1,Gabpb1,0.9601001
CCDC97,Ccdc97,0.96009016
SPPL2A,Sppl2a,0.9600894
CCT5,Cct5,0.96008676
CHD7,Chd7,0.96008354
MAB21L3,Mab21l3,0.9600811
ZFYVE19,Zfyve19,0.9600756
TSEN34,Tsen34,0.96006435
IPO11,Ipo11,0.9600578
VEPH1,Veph1,0.96005523
DSC1,Dsc1,0.96005493
ADAM2,Adam2,0.9600082
PDXK,Pdxk,0.9599952
PRRT3,Prrt3,0.9599894
ZNF681,Zfp729b,0.959983
BCAT1,Bcat1,0.95998055
LACTB2,Lactb2,0.95997673
CCP110,Ccp110,0.9599705
GLRX5,Glrx5,0.9599643
DOC2B,Doc2b,0.9599625
HDDC2,Hddc2,0.95996195
ZSWIM1,Zswim1,0.95995027
NDUFA5,Ndufa5,0.9599501
SAXO5,Tex45,0.9599365
CDSN,Cdsn,0.95993036
RANBP17,Ranbp17,0.9599105
NAAA,Naaa,0.9599091
GGPS1,Ggps1,0.9599057
APEX2,Apex2,0.9598827
FAM217A,Fam217a,0.9598719
CLCC1,Clcc1,0.95986164
PCTP,Pctp,0.9598488
TMEM182,Tmem182,0.9598397
MASP2,Masp2,0.9598007
PLA2G4A,Pla2g4a,0.95980024
RPLP0,Rplp0,0.9597963
LY96,Ly96,0.9597784
OXSR1,Oxsr1,0.9597781
WDR7,Wdr7,0.9597643
GABRA2,Gabra2,0.95976216
SLC45A1,Slc45a1,0.9597501
PHOSPHO1,Phospho1,0.95974
NPFF,Npff,0.9597388
SWT1,Swt1,0.9597375
NR2E1,Nr2e1,0.9597341
ITGA2,Itga2,0.9597104
RIIAD1,Riiad1,0.9596939
B4GALNT3,B4galnt3,0.9596932
NAPRT,Naprt,0.9596909
REG1B,Reg1,0.9596892
IFITM1,Ifitm6,0.9596883
ILF3,Ilf3,0.95968807
SLC16A11,Slc16a11,0.95968497
GIMD1,Gimd1,0.95967597
EQTN,Eqtn,0.9596705
RNASE2,Ear14,0.9596592
PRR13,Prr13,0.9596574
OSBPL5,Osbpl5,0.9596474
UBXN1,Ubxn1,0.95964485
BEX2,Bex2,0.9596407
SIM2,Sim2,0.9596309
RPAP2,Rpap2,0.9596285
EIF3I,Eif3i,0.95962036
SSR2,Ssr2,0.9596189
MED23,Med23,0.9596175
DNAJC2,Dnajc2,0.9596079
RBBP4,Rbbp4,0.95959705
CYP2B6,Cyp2b23,0.9595912
HNRNPF,Hnrnpf,0.95958525
DNAJA1,Dnaja1,0.9595668
RAPGEFL1,Rapgefl1,0.9595449
IZUMO3,Izumo3,0.9595436
S100PBP,S100pbp,0.9595419
ARPC1B,Arpc1b,0.9595347
TRIM69,Trim69,0.95952845
ZNF654,Zfp654,0.9594971
IP6K3,Ip6k3,0.9594954
L3MBTL2,L3mbtl2,0.95949304
ANKFN1,Ankfn1,0.9594909
CD274,Cd274,0.9594893
LBHD2,Lbhd2,0.95948696
RAI1,Rai1,0.95948166
CRIM1,Crim1,0.95947456
UCK1,Uck1,0.95945734
PAPOLG,Papolg,0.9594534
MFSD2B,Mfsd2b,0.95944893
KIRREL1,Kirrel,0.9594422
EFCAB9,Efcab9,0.95944214
MAP3K21,Map3k21,0.95944166
BCL9L,Bcl9l,0.9594332
UNC5C,Unc5c,0.9594266
ADAMTS10,Adamts7,0.9594217
TMEM213,Tmem213,0.95941687
FAHD2A,Fahd2a,0.95941406
CDV3,Cdv3,0.95941013
PSMD13,Psmd13,0.9594033
TSPAN6,Tspan6,0.95939755
HDAC5,Hdac4,0.9593958
ST3GAL5,St3gal5,0.9593896
GREP1,1520401A03Rik,0.9593871
NRIP2,Nrip2,0.95938265
OARD1,Oard1,0.9593785
MED31,Med31,0.9593624
DEGS2,Degs2,0.95935917
NUF2,Nuf2,0.9593564
GALNTL6,Galnt4,0.9593517
ANAPC7,Anapc7,0.9593356
C12orf56,D930020B18Rik,0.9593225
EGFR,Egfr,0.9593158
JAKMIP2,Jakmip1,0.9593066
SVOP,Svop,0.9592995
WDR46,Wdr46,0.95928425
RNF224,Rnf224,0.95927906
NPHP3,Nphp3,0.9592596
PHF23,Phf23,0.95925194
ATP9A,Atp9a,0.95922446
NAT1,Nat2,0.95922166
ARL3,Arl3,0.95921785
IMPA2,Impa2,0.95920795
FAM221B,Fam221b,0.95919555
DIP2A,Dip2a,0.9591935
STEAP4,Steap4,0.9591896
RGS3,Rgs3,0.9591776
COPRS,Coprs,0.959141
TPK1,Tpk1,0.95913815
CLDN34,Cldn34a,0.9591285
MRGPRX2,Mrgprb2,0.9591167
PHAF1,Phaf1,0.95910877
MAD1L1,Mad1l1,0.9590755
RAP1GAP2,Rap1gap,0.9590684
OR10R2,Olfr1408,0.95906687
UGDH,Ugdh,0.9590424
COQ7,Coq7,0.95904094
FRY,Fryl,0.95903313
RPL22L1,Rpl22l1,0.9590262
SCRN3,Scrn3,0.95898753
MEDAG,Medag,0.95897573
ANKHD1,Ankrd17,0.95896757
ZNF850,Gm14325,0.95896405
CDC20,Cdc20,0.9589473
CCDC7,Ccdc7b,0.95894134
BRICD5,Bricd5,0.9589227
SHOX,Shox2,0.95891535
MYO5B,Myo5b,0.9589118
TSPAN7,Tspan7,0.95890754
RSPRY1,Rspry1,0.9588827
LGR4,Lgr4,0.9588777
OXCT1,Oxct1,0.9588686
ZC2HC1B,Zc2hc1b,0.958864
TP73,Trp73,0.958862
CIRBP,Cirbp,0.9588515
KLK9,Klk9,0.9588432
NPEPL1,Npepl1,0.9588431
ICA1,Ica1,0.9588333
CATSPERG,Catsperg2,0.95882624
NUCB2,Nucb2,0.95882225
WHRN,Whrn,0.9588194
SSH2,Ssh2,0.95881486
CAB39,Cab39,0.9588137
GLA,Gla,0.9587895
TMEM79,Tmem79,0.9587809
CC2D1B,Cc2d1b,0.95877826
TTC9,Ttc9,0.95877826
CAMK4,Camk4,0.95877755
TANGO2,Tango2,0.9587748
DDX60L,Ddx60,0.9587696
AP2S1,Ap2s1,0.95876616
ERCC4,Ercc4,0.95876396
RANGRF,Rangrf,0.9587597
MRM2,Mrm2,0.95874256
SLC8A3,Slc8a3,0.9587421
DNAI3,Dnai3,0.95873284
YIPF3,Yipf3,0.9587318
COL1A2,Col1a2,0.9587263
PCLO,Pclo,0.9587117
TF,Trf,0.9587066
SUMF1,Sumf1,0.9587047
SMYD3,Smyd3,0.95870453
HMCN1,Hmcn1,0.958693
SLBP,Slbp,0.9586863
DLGAP5,Dlgap5,0.9586858
XRCC3,Xrcc3,0.95868456
CCDC85A,Ccdc85a,0.9586544
OTUB2,Otub2,0.95864326
TFR2,Tfr2,0.9586324
ARPC4,Arpc4,0.9586282
OR52B6,Olfr690,0.95862263
ABTB3,Btbd11,0.95861757
IMMT,Immt,0.9586003
ATXN7L1,Atxn7l1,0.95857036
ACADSB,Acadsb,0.9585701
CHST3,Chst3,0.95855683
LAMTOR2,Lamtor2,0.9585523
NLRP5,Nlrp5,0.9585372
CCDC86,Ccdc86,0.9585261
CRELD1,Creld1,0.95852435
OR14K1,Olfr126,0.9585171
PPIL3,Ppil3,0.95851153
C21orf140,Fam243,0.958511
PDLIM1,Pdlim1,0.95848715
XCR1,Xcr1,0.95847905
EID2,Eid2,0.95847714
FKBP10,Fkbp10,0.95846677
CRYL1,Cryl1,0.95846254
SLC15A3,Slc15a3,0.9584597
TYRP1,Tyrp1,0.95845604
B3GALT9,Gm34653,0.9584532
PDSS2,Pdss2,0.9584313
PARP8,Parp8,0.9584226
SLC7A6,Slc7a6,0.958416
ERMP1,Ermp1,0.958415
PRKCI,Prkci,0.95841336
NMNAT3,Nmnat3,0.9583987
PNLIP,Pnlip,0.9583897
CYP27A1,Cyp27a1,0.9583884
SPIB,Spib,0.9583633
IRF4,Irf4,0.95836174
PDE4C,Pde4c,0.95834684
NKAIN4,Nkain4,0.9583467
NRAS,Hras,0.9583459
TRPM7,Trpm7,0.9583421
PIERCE2,Ccpg1os,0.95834076
GSN,Gsn,0.95834005
RHOU,Rhou,0.95831585
C1orf50,AU022252,0.9583047
ADCYAP1R1,Adcyap1r1,0.9582897
BRCC3,Brcc3,0.9582804
SPX,Spx,0.9582742
CRYGD,Crygd,0.95826393
NUP93,Nup93,0.9582573
GMNC,Gmnc,0.9582466
SPC25,Spc25,0.958241
DCLRE1A,Dclre1a,0.95823616
TMEM106C,Tmem106c,0.9582307
C10orf67,4921504E06Rik,0.9582297
WDSUB1,Wdsub1,0.95822394
HOOK1,Hook1,0.9582207
ZNF85,Zfp72,0.9582182
ZNF124,Zfp58,0.95821625
DHRS7B,Dhrs7b,0.95820874
POLR2H,Polr2h,0.9582037
DDHD2,Ddhd2,0.9581937
MGST3,Mgst3,0.9581919
NCDN,Ncdn,0.95818216
CCDC112,Ccdc112,0.9581641
SLC25A33,Slc25a33,0.95815873
TAF9,Taf9,0.95814824
ZNF276,Zfp276,0.958148
CORO1A,Coro1a,0.95814586
HYOU1,Hyou1,0.9581392
EMC7,Emc7,0.9580854
NFYB,Nfyb,0.95807785
TMEM144,Tmem144,0.9580759
TRAPPC3,Trappc3,0.9580749
SLCO1C1,Gm5724,0.95806414
CTBP1,Ctbp1,0.9580472
RBM45,Rbm45,0.95804447
CCN5,Ccn5,0.95803666
MDM1,Mdm1,0.9580364
ACTR3,Actr3,0.9580328
SLC7A5,Slc7a5,0.95802885
CARD14,Card14,0.95802313
CHST8,Chst8,0.95802206
ALDH1L1,Aldh1l1,0.95800185
LSM5,Lsm5,0.9579953
CD6,Cd6,0.95799345
POU2AF1,Pou2af1,0.9579687
USF1,Usf1,0.9579682
KYAT1,Kyat1,0.95795757
FNDC3B,Fndc3b,0.95795727
ASB8,Asb8,0.9579496
AGMAT,Agmat,0.9579261
BRDT,Brdt,0.9579226
MMD2,Mmd2,0.9578834
PPFIBP2,Ppfibp2,0.95788205
GAS8,Gas8,0.95787525
HDAC10,Hdac10,0.9578686
HOMER3,Homer3,0.9578612
CCDC137,Ccdc137,0.9578551
ACP6,Acp6,0.95784056
ACOT12,Acot12,0.95782703
HDHD3,Hdhd3,0.9578249
RALY,Raly,0.95782286
UBASH3A,Ubash3a,0.95781237
TEX50,Tex50,0.95780826
GPR141,Gpr141,0.95779425
FBXL20,Fbxl20,0.9577865
TAF11,Taf11,0.9577667
TCERG1,Tcerg1,0.9577652
CRB2,Crb2,0.9577638
SUPT3H,Supt3,0.9577549
GSPT2,Gspt1,0.9577523
ALPK1,Alpk1,0.95775
TMEM156,Tmem156,0.95774287
STK16,Stk16,0.95772916
TCN2,Tcn2,0.95772594
TEKT4,Tekt4,0.9576971
RRP36,Rrp36,0.95768166
MAPK1IP1L,Mapk1ip1l,0.95767456
CMBL,Cmbl,0.95766985
DAZL,Dazl,0.9576673
SH3RF2,Sh3rf2,0.95766664
ZNF550,Zfp7,0.9576584
PTGR3,Zadh2,0.95765483
PARP16,Parp16,0.9576537
SUSD4,Susd4,0.9576382
MLKL,Mlkl,0.9576086
TDRD5,Tdrd5,0.95760655
CSF1R,Csf1r,0.95756704
VRK2,Vrk2,0.95754874
C6orf58,2310057J18Rik,0.95754784
TAF9B,Taf9b,0.9575451
TAS2R1,Tas2r119,0.9575435
ZNF559,Zfp558,0.9575418
SLC19A3,Slc19a3,0.95753914
MRPS23,Mrps23,0.9575355
PRG2,Prg2,0.95753336
BBS9,Bbs9,0.95751655
PDCL,Pdcl,0.9575143
MICOS13,Micos13,0.9575116
PPP6C,Ppp2cb,0.957508
NTAN1,Ntan1,0.9575011
OASL,Oasl1,0.9574859
MGARP,Mgarp,0.9574814
GFOD1,Gfod2,0.9574771
SPHK2,Sphk2,0.95747674
STPG3,Stpg3,0.9574758
HDGF,Hdgf,0.9574718
SPNS1,Spns1,0.95744735
ZNF274,Zfp110,0.9574304
POGZ,Pogz,0.9574239
CHRAC1,Chrac1,0.9574189
PCNX4,Pcnx4,0.9574088
SLC7A1,Slc7a1,0.95739585
BANP,Banp,0.95739293
USH1G,Ush1g,0.95738494
CPLX4,Cplx4,0.95737725
MED16,Med16,0.9573664
REXO2,Rexo2,0.9573615
TAS2R9,Tas2r131,0.957361
OSER1,Oser1,0.9573476
PPP1CB,Ppp1cb,0.9573449
OR6Q1,Olfr1321,0.95734483
FBXO6,Fbxo6,0.9573402
FAM81B,Fam81b,0.9573385
GAA,Gaa,0.9573341
IFITM5,Ifitm5,0.9573334
SURF2,Surf2,0.9573253
TEDDM1,Teddm1b,0.9572929
NPTXR,Nptxr,0.957264
IL20RB,Il20rb,0.9572503
ELP2,Elp2,0.957249
CCL17,Ccl17,0.95724756
CA5A,Car5a,0.95724434
ARID3A,Arid3a,0.9572095
IL17RB,Il17rb,0.957207
PHACTR4,Phactr4,0.95719725
IFNA6,Ifna15,0.9571948
CTF1,Ctf1,0.9571831
GALM,Galm,0.95717746
HMBS,Hmbs,0.9571734
PDC,Pdc,0.9571684
TMBIM6,Tmbim6,0.9571653
TENT5B,Tent5b,0.9571599
PYCR3,Pycrl,0.957159
CTSO,Ctso,0.9571489
MAML3,Maml3,0.9571484
TEX36,Tex36,0.9571484
CFAP298,Cfap298,0.95714265
ST8SIA1,St8sia1,0.95714146
FERMT3,Fermt3,0.95713705
SLC5A11,Slc5a3,0.9571228
NUDT12,Nudt12,0.95712227
NLRC3,Nlrc3,0.95711225
SLC14A2,Slc14a2,0.95711064
SCUBE1,Scube2,0.9570967
AEN,Aen,0.9570864
WFDC11,Wfdc11,0.9570802
PKD2L2,Pkd2l2,0.9570407
NAXD,Naxd,0.95703363
ARHGDIB,Arhgdib,0.95701426
LYRM7,Lyrm7,0.9570124
ADH4,Adh4,0.9570054
STRIT1,Strit1,0.9569941
BCAT2,Bcat2,0.9569824
LBP,Lbp,0.9569724
RXRA,Rxra,0.9569687
CCDC121,4930548H24Rik,0.9569651
PRELID2,Prelid2,0.95696115
FBXL17,Fbxl17,0.9569593
MPHOSPH8,Mphosph8,0.9569507
GRM6,Grm6,0.9569484
PEX11G,Pex11g,0.95692927
TRIM5,Trim34b,0.95692676
PTRH1,Ptrh1,0.9569227
PDPR,Pdpr,0.95691705
SLC24A1,Slc24a1,0.9569118
CCT8,Cct8,0.9568995
ZNF493,Platr25,0.9568844
LMAN2L,Lman2l,0.9568765
COL6A3,Col6a3,0.95687515
GLIS1,Glis1,0.95686793
VPREB3,Vpreb3,0.95686704
PCBD1,Pcbd1,0.9568617
SLC6A6,Slc6a8,0.9568612
ZNF485,Zfp9,0.9568436
EFR3A,Efr3a,0.9568354
VAMP5,Vamp5,0.95683414
CIAO1,Ciao1,0.9568147
CCDC82,Ccdc82,0.9568072
LRG1,Lrg1,0.9568014
DMBT1,Dmbt1,0.95679784
CALHM3,Calhm3,0.95679337
MICU3,Micu3,0.95677686
RSC1A1,Rsc1a1,0.95676255
RALGAPB,Ralgapb,0.95675653
PIANP,Pianp,0.95673704
UBL4A,Ubl4a,0.9567331
ZNF704,Zfp704,0.9567193
REG3A,Reg3a,0.956711
CD1D,Cd1d2,0.95669734
VAPB,Vapb,0.9566856
RIMS1,Rims2,0.9566846
SORBS2,Sorbs2,0.9566768
GAR1,Gar1,0.9566713
PAFAH1B3,Pafah1b3,0.95665526
ITPR1,Itpr1,0.95664805
TMEM95,Tmem95,0.956642
UNC79,Unc79,0.95664006
ATAD2B,Atad2b,0.95662886
SEPHS2,Sephs2,0.9566243
DDB2,Ddb2,0.9566202
TGDS,Tgds,0.9566007
MRPL24,Mrpl24,0.9565937
AKAP12,Akap12,0.956593
GZMK,Gzmk,0.9565808
CASP6,Casp6,0.95656836
CORO6,Coro6,0.95656407
SUPT20H,Supt20,0.95655555
IRF8,Irf8,0.95654166
LRRC3,Lrrc3,0.95653987
LGALS2,Lgals2,0.95652974
PES1,Pes1,0.9565263
SLC50A1,Slc50a1,0.95651644
STIM2,Stim2,0.9565144
HERC4,Herc4,0.95651376
KIF9,Kif9,0.9565044
SLC43A1,Slc43a1,0.95650154
ADTRP,Adtrp,0.9564906
PON3,Pon1,0.95648646
CDKN2D,Cdkn2d,0.9564809
SCP2,Scp2,0.95647633
PDE7B,Pde7b,0.9564674
GDI1,Gdi1,0.95646363
GPAT4,Gpat4,0.9564618
RMI2,Rmi2,0.9564486
CD3E,Cd3e,0.95644647
CFAP90,1700001L19Rik,0.9564403
HESX1,Hesx1,0.9564346
ATOSA,Fam214a,0.9564268
DNAAF2,Dnaaf2,0.95642346
SRF,Srf,0.9564211
CCDC150,Ccdc150,0.9563967
HOXA3,Hoxd3,0.95638865
SSX2IP,Ssx2ip,0.9563871
PRM2,Prm2,0.95638466
ATCAY,Prune2,0.9563839
ING5,Ing5,0.9563811
ARHGEF33,Arhgef33,0.9563787
CFAP157,Cfap157,0.95634675
BAHD1,Bahd1,0.9563331
PIGL,Pigl,0.95630974
ZNF786,Zfp786,0.9563078
CMYA5,Cmya5,0.9562948
DENND2A,Dennd2a,0.95629317
IL20,Il20,0.9562815
EXO5,Exo5,0.95628095
LANCL3,Lancl3,0.9562711
FAM229B,Gm15737,0.95626104
PIBF1,Pibf1,0.9562607
AGBL1,Agbl1,0.9562413
GZMB,Gzmc,0.9562358
C6orf89,BC004004,0.9562282
TIMM17B,Timm17b,0.9562277
IL34,Il34,0.95621926
EPHX3,Ephx3,0.95621777
TNFRSF1A,Tnfrsf1a,0.9562105
CST6,Cst6,0.9562083
ANAPC16,Anapc16,0.95619005
ARHGAP17,Arhgap17,0.9561796
ZNF398,Zfp398,0.95616156
ARID5A,Arid5a,0.95614856
SPEF2,Spef2,0.9561459
BRWD3,Brwd1,0.956141
RESF1,Resf1,0.9561408
P3H2,P3h2,0.9561405
COA3,Coa3,0.9561329
SYNJ2,Synj2,0.95612377
KIF12,Kif12,0.956121
TSKS,Tsks,0.9561189
KPNA1,Gm10184,0.9561169
LLPH,Llph,0.95610887
ZNF202,Zfp213,0.9560964
C4orf17,4930579F01Rik,0.95609105
SLC25A30,Slc25a30,0.9560887
TRNT1,Trnt1,0.95607674
HFE,Hfe,0.95607156
ERBB2,Erbb2,0.9560685
SLC6A5,Slc6a5,0.95606744
ZNF880,Zfp874b,0.9560525
SPIN1,Spin1,0.95604867
TMEM63C,Tmem63c,0.9560409
SULF2,Sulf2,0.9560278
TLE2,Tle2,0.95602006
FOLR2,Folr2,0.95600635
KCTD10,Kctd10,0.9560035
RSPH14,Rsph14,0.9559864
SYN3,Syn2,0.95598
RUVBL1,Ruvbl1,0.9559407
BNIP3,Bnip3,0.95593476
SEPTIN1,Septin1,0.9559215
NPDC1,Npdc1,0.95591605
OR14I1,Olfr128,0.95590895
QRFP,Qrfp,0.9559082
AFG1L,Afg1l,0.9559077
CSTL1,Cstl1,0.9558829
TTC7A,Ttc7,0.95588166
ABCA10,Abca6,0.9558677
DNAJC19,Dnajc19,0.9558609
TMEM59,Tmem59,0.9558404
ASZ1,Asz1,0.9558283
PPM1L,Ppm1l,0.9558268
CCDC171,Ccdc171,0.9558183
S100A4,S100a4,0.9558103
ANKRD40,Ankrd40,0.955805
PRAME,Pramel37,0.95579964
TMEM241,Tmem241,0.9557928
RBM33,Rbm33,0.95578927
KCNMB2,Kcnmb2,0.9557875
ALDH3A2,Aldh3a2,0.95578134
SULT2B1,Sult2b1,0.95576024
MYH9,Myh8,0.95575947
PSMD5,Psmd5,0.95575756
TTC39B,Ttc39b,0.9557548
C19orf44,1700030K09Rik,0.95575416
AK2,Ak2,0.9557448
SPATA13,Arhgef4,0.95573735
TRAV4,Trav2,0.9557274
DNAJC27,Dnajc27,0.95571864
FSCB,Fscb,0.9557087
HHLA1,Hhla1,0.9556914
BET1,Bet1,0.9556885
PM20D1,Pm20d1,0.95568573
DDX55,Ddx55,0.95567435
OMA1,Oma1,0.9556732
SAMHD1,Samhd1,0.9556468
HPX,Hpx,0.9556387
FDX2,Fdx2,0.9556372
GMNN,Gmnn,0.9556372
ATP2B1,Atp2b4,0.9556286
DUOXA1,Duoxa1,0.955588
SCD5,Scd4,0.9555874
IL23R,Il23r,0.95558524
THRA,Thra,0.95557123
NFILZ,Gm4125,0.95556116
SYMPK,Sympk,0.9555557
HOXB9,Hoxb9,0.9555375
GIMAP8,Gimap8,0.95553595
SPINK4,Spink4,0.95553523
EZH2,Ezh2,0.95553064
CCDC88A,Ccdc88a,0.95551705
SPDL1,Spdl1,0.9555135
MKLN1,Mkln1,0.9555125
ZFTRAF1,Cyhr1,0.95550716
BRD2,Brd2,0.9554871
MPO,Mpo,0.9554796
IFIT2,Ifit1,0.95546
TAF1D,Taf1d,0.9554239
CYSRT1,Cysrt1,0.95542365
UNC5A,Unc5a,0.95542085
ADAMTS3,Adamts3,0.95541424
HES6,Hes6,0.9554098
RYR2,Ryr2,0.95540506
EDDM3B,Eddm3b,0.9554032
CIMIP4,Tex33,0.9553894
EFR3B,Efr3b,0.9553471
CPPED1,Cpped1,0.95534503
CEP152,Cep152,0.9553429
FCN1,Fcna,0.9553408
TPRA1,Tpra1,0.955326
KLRB1,Klrb1,0.955325
MALT1,Malt1,0.955312
TMED3,Tmed3,0.9553103
SRRT,Srrt,0.95531005
DNASE2B,Dnase2b,0.95529336
ZNF132,Gm6871,0.95528764
RLN2,Rln1,0.95528656
METRNL,Metrnl,0.95528406
NR1I3,Nr1i3,0.95528334
CDK7,Cdk7,0.9552806
KLHL15,Klhl15,0.9552518
SIRT5,Sirt5,0.95523953
INSIG2,Insig1,0.95523155
ZNF319,Zfp319,0.9552174
PEX3,Pex3,0.95520496
PEX11A,Pex11a,0.9552049
STK33,Stk33,0.9551943
FUT10,Fut10,0.95518696
SRMS,Srms,0.9551807
MORF4L1,Morf4l1,0.9551743
PPP1R17,Ppp1r17,0.95517236
ZNF311,Zfp92,0.9551696
CLEC3B,Clec3b,0.9551535
GCLM,Gclm,0.95514596
SLC35C2,Slc35c2,0.95512074
CCDC43,Ccdc43,0.95511925
SGCA,Sgca,0.95511705
SNRPA1,Snrpa1,0.95510364
PRSS57,Prss57,0.9551001
PRRG3,Prrg3,0.955095
ARSB,Arsb,0.9550926
COTL1,Cotl1,0.95508206
MCM9,Mcm9,0.955064
TIGIT,Tigit,0.9550561
DOP1A,Dop1a,0.95505524
SLC34A2,Slc34a2,0.9550488
HDHD5,Hdhd5,0.9550453
LHX8,Lhx8,0.9550318
DNMT1,Dnmt1,0.9550316
AFAP1L1,Ablim3,0.9550216
PLAAT1,Plaat1,0.9550204
FANCF,Fancf,0.95501596
UNC80,Unc80,0.95499504
GDPD4,Pak1,0.9549938
AP5B1,Ap5b1,0.95498675
RPTN,Rptn,0.95498496
CFDP1,Cfdp1,0.95498234
MRPS31,Mrps31,0.954966
LIPT1,Lipt1,0.95496064
SMARCC2,Smarcc2,0.954947
ZNF540,Zfp871,0.9549462
TUFT1,Tuft1,0.954933
EEF1AKMT3,Eef1akmt3,0.9549294
SLC25A48,Slc25a48,0.9549283
HMOX2,Hmox2,0.9549218
CD79A,Cd79a,0.95490456
TJAP1,Tjap1,0.9549044
ZNF248,Zfp993,0.9548997
ST3GAL3,St3gal3,0.95489913
SDS,Sds,0.95488954
PYURF,Pyurf,0.95488316
KCNU1,Kcnu1,0.9548643
AP3B1,Ap3b1,0.95485973
CGAS,Cgas,0.954854
ZCCHC12,Zcchc12,0.9548534
CELF6,Celf6,0.9548507
IDUA,Idua,0.9548492
ADGRL2,Adgrl2,0.95481944
PKLR,Pklr,0.95480746
RNF20,Rnf20,0.9548042
CALHM2,Calhm2,0.95480376
CHRNA1,Chrna1,0.95479035
MS4A6A,Ms4a6c,0.95477766
PUM2,Pum2,0.95477694
ZNF419,Zfp568,0.9547627
ARV1,Arv1,0.954762
UNG,Ung,0.95475376
SLC10A7,Slc10a7,0.9547529
SLC25A2,Slc25a2,0.95474255
IL2,Il2,0.95473564
ANO3,Ano4,0.95472294
FAM89A,Fam89a,0.95471877
SLAMF9,Slamf9,0.9547117
ADD1,Add1,0.9547095
WWC3,Wwc1,0.9547071
TMPRSS11B,Tmprss11b,0.95470446
MYBPC2,Mybpc2,0.954693
COG8,Cog8,0.95468533
