rhesus_macaques gene name,commonmarmosets gene name,correlation
ZDHHC16,ZDHHC16,0.99157715
TOMM40L,TOMM40L,0.99157697
COMMD7,COMMD7,0.99157614
RNASEL,RNASEL,0.9915761
DPY19L4,DPY19L4,0.991571
NBL1,NBL1,0.9915701
LRRC55,LRRC55,0.9915649
HES3,HES3,0.99156207
CSTA,CSTA,0.99155897
FPGS,FPGS,0.99155086
BORA,BORA,0.99154854
RGS6,RGS6,0.9915466
PRR33,PRR33,0.9915462
RSAD1,RSAD1,0.991545
WT1,WT1,0.9915447
MEGF9,MEGF9,0.99153394
SLC22A23,SLC22A23,0.99153364
TMEM87B,TMEM87B,0.9915291
FAM83F,FAM83F,0.9915287
EMID1,EMID1,0.99152493
PFKL,PFKL,0.9915248
OGG1,OGG1,0.9915225
GADD45GIP1,GADD45GIP1,0.9915219
CAPN15,CAPN15,0.9915218
TTC8,TTC8,0.99151653
ATP6V1B1,ATP6V1B1,0.991514
CCL21,CCL21,0.9915127
SERINC5,SERINC5,0.9915106
KCNH7,KCNH7,0.99150836
TMEM161A,TMEM161A,0.9915055
HCRTR2,HCRTR2,0.99150217
DCAF11,DCAF11,0.99150157
CCDC152,CCDC152,0.9914983
SEPTIN3,SEPTIN3,0.991493
ALKBH3,ALKBH3,0.991491
KIF1A,KIF1A,0.99149066
OR5C1,OR5C1,0.99148947
SH2D2A,SH2D2A,0.9914871
BSPRY,BSPRY,0.99147975
TULP3,TEAD4,0.99147856
TERT,TERT,0.99147385
LRRCC1,LRRCC1,0.9914705
TTC12,TTC12,0.9914688
KIN,KIN,0.9914656
IL10RA,IL10RA,0.99146235
RIC8A,RIC8A,0.991461
LRRC4,LRRC4,0.9914599
RXFP1,RXFP1,0.99145705
KLK14,KLK14,0.9914564
ZNF691,ZNF691,0.99145496
CDC42BPA,CDC42BPA,0.9914534
PRR5L,PRR5L,0.9914487
KREMEN2,KREMEN2,0.991444
COL25A1,COL25A1,0.9914435
TRAPPC6B,TRAPPC6B,0.9914416
LMAN2,LMAN2,0.99144095
SERPIND1,SERPIND1,0.99143934
TMEM74B,TMEM74B,0.991438
CDV3,CDV3,0.9914344
TAF6,TAF6,0.9914324
ECHDC3,ECHDC3,0.991429
PNPLA2,PNPLA2,0.9914285
SMO,SMO,0.991426
CTSO,CTSO,0.9914249
GTPBP10,GTPBP10,0.9914189
ANGPT1,ANGPT1,0.99141556
ADAR,ADAR,0.9914144
CKB,CKB,0.9914142
TMEM171,TMEM171,0.99141353
C2H3orf33,C3orf33,0.9914125
C10H20orf202,C20orf202,0.9914065
PIR,PIR,0.9914015
LDLRAP1,LDLRAP1,0.9913988
RTN4,RTN4,0.9913986
PEAR1,PEAR1,0.9913966
GABRA3,GABRA3,0.99139637
GSDMA,GSDMA,0.99139225
DYRK1A,DYRK1A,0.99138844
FLNA,FLNA,0.9913859
NTNG2,NTNG2,0.9913837
BPIFB1,BPIFB1,0.9913834
S100A4,S100A4,0.9913834
CHN1,CHN1,0.9913831
ACTRT2,ACTRT2,0.9913817
SAMD10,SAMD10,0.99137884
SERPINB7,SERPINB7,0.9913779
DEPTOR,DEPTOR,0.9913746
COQ8B,COQ8B,0.99136215
LRP2BP,LRP2BP,0.99136025
ASPSCR1,ASPSCR1,0.9913559
EHMT2,EHMT2,0.99135435
DNAJC30,DNAJC30,0.9913518
TMEM132E,TMEM132E,0.9913507
PYCARD,PYCARD,0.99134946
PI16,PI16,0.99134535
CD37,CD37,0.99134505
ALMS1,ALMS1,0.99134094
GZMK,GZMK,0.99134046
MED17,MED17,0.99133825
KDM4C,KDM4C,0.99133813
GMPPB,GMPPB,0.9913373
SLC37A4,SLC37A4,0.99133426
OFD1,OFD1,0.9913337
CYP2A24,CYP2A7,0.99133337
RNF183,RNF183,0.9913311
SYT16,SYT16,0.99133027
ARHGEF39,ARHGEF39,0.99132293
GCNT3,GCNT3,0.99132204
MTRF1,MTRF1,0.991321
CAPN13,CAPN13,0.991318
RGSL1,RGSL1,0.99131376
ZNF627,ZNF441,0.99131304
DCTD,DCTD,0.9913103
NCOR2,NCOR2,0.9913094
CHODL,CHODL,0.9913072
MLLT3,MLLT3,0.991304
TRPC4AP,TRPC4AP,0.99130386
CNPY4,CNPY4,0.9913037
DMRT3,DMRT3,0.99130327
LRP6,LRP5,0.99130285
CDC16,CDC16,0.99130136
MRPS30,MRPS30,0.9912991
WSCD1,WSCD1,0.99129885
PALB2,PALB2,0.99129635
LRRC17,LRRC17,0.99128956
TIFA,TIFA,0.99128586
CFI,CFI,0.99128014
AVPR2,AVPR2,0.9912797
VSIG2,VSIG2,0.9912787
WDR1,WDR1,0.99127626
ANKRD33B,ANKRD33B,0.99127
TCAF2,TCAF1,0.9912666
PNKP,PNKP,0.991266
SPMIP2,SPMIP2,0.9912653
NICOL1,NICOL1,0.9912639
CDHR2,CDHR2,0.99126095
AMFR,AMFR,0.9912603
CAMK1D,CAMK1D,0.99125516
PLA2G15,PLA2G15,0.9912497
SHPK,SHPK,0.99124956
ABHD16B,ABHD16B,0.99124944
HABP4,HABP4,0.9912485
CLVS2,CLVS2,0.9912434
SFXN3,SFXN3,0.9912413
SPATA6,SPATA6,0.99123996
SOX6,SOX6,0.9912375
NAGPA,NAGPA,0.9912335
SPMIP1,SPMIP1,0.99123305
DZIP1,DZIP1,0.9912302
TRIM15,TRIM15,0.9912291
TPP2,TPP2,0.9912282
ITPR3,ITPR3,0.9912278
TTLL13,TTLL13,0.9912256
ACSM3,ACSM3,0.99122036
NSD2,NSD2,0.99121916
ZNF107,ZNF107,0.99121904
STPG2,STPG2,0.99121577
LOXHD1,LOXHD1,0.99121255
HDX,HDX,0.9912105
PIGT,PIGT,0.99121004
B4GALNT3,B4GALNT3,0.991204
TRMT44,TRMT44,0.9912033
IL9R,IL9R,0.991203
SPAM1,SPAM1,0.9911996
SPDYA,SPDYA,0.9911986
PPME1,PPME1,0.9911869
ACTL6B,ACTL6B,0.99118286
SUGP1,SUGP1,0.9911805
GBP3,GBP5,0.99117893
DIPK1A,DIPK1A,0.9911772
RPL3,RPL3,0.99117047
POLR3B,POLR3B,0.99117005
TNFSF12,TNFSF13,0.9911694
ANXA13,ANXA13,0.991165
TNKS2,TNKS2,0.99116445
CUEDC1,CUEDC1,0.99116355
SERPINA6,SERPINA6,0.9911583
CFAP99,CFAP99,0.99115735
FLACC1,FLACC1,0.99115676
RTP4,RTP4,0.99114794
C18H18orf54,C18orf54,0.9911477
ZNF280D,ZNF280D,0.99114674
ENTR1,ENTR1,0.9911454
KCNN2,KCNN2,0.9911443
PTPRJ,PTPRJ,0.9911441
DUS3L,DUS3L,0.991144
ZSWIM4,ZSWIM4,0.99114186
ERBB2,ERBB2,0.9911406
RASA2,RASA2,0.9911403
LSAMP,LSAMP,0.99113786
SULT1C2,SULT1C2,0.99113506
TECRL,TECRL,0.9911341
CEL,CEL,0.99113
TRAV3,TRAV3,0.9911276
NUDC,NUDC,0.9911273
TRNAU1AP,TRNAU1AP,0.99112475
ESCO2,ESCO2,0.9911172
ZNF592,ZNF592,0.9911144
SLC26A3,SLC26A3,0.99111146
VASH1,VASH1,0.9911064
PALMD,PALMD,0.99110186
TRMT1,TRMT1,0.9911009
PDE6D,PDE6D,0.99109924
RPL15,RPL15,0.9910981
CNP,CNP,0.9910972
APOA5,APOA5,0.9910969
DRG2,DRG2,0.9910964
DRG1,DRG1,0.9910956
PXYLP1,PXYLP1,0.99109495
TMOD3,TMOD3,0.9910935
F10,F10,0.99109197
PHYHIP,PHYHIP,0.991091
OR51B5,OR51B5,0.9910886
SULF1,SULF1,0.99108565
SERPINB13,SERPINB13,0.991085
TENT5C,TENT5C,0.9910826
TMBIM1,TMBIM1,0.991081
AIRIM,AIRIM,0.99107933
HAPLN3,HAPLN3,0.9910784
S100PBP,S100PBP,0.99107784
PPP1R35,PPP1R35,0.99107736
C1H1orf159,C1orf159,0.9910773
MCCD1,MCCD1,0.9910772
IZUMO2,IZUMO2,0.9910762
TBX1,TBX1,0.99107176
MGAT4C,MGAT4C,0.991071
CNGA1,CNGA1,0.99106663
MMRN2,MMRN2,0.9910658
HEPACAM2,HEPACAM2,0.9910643
FAM229B,FAM229B,0.99106175
TCF19,TCF19,0.9910607
DAPK2,DAPK2,0.9910588
IER3,IER3,0.9910571
ZNF410,ZNF410,0.9910535
ZNF786,ZNF786,0.99105144
RNF125,RNF125,0.9910509
PGGT1B,PGGT1B,0.9910498
CHMP2B,CHMP2B,0.9910494
TFAP2C,TFAP2C,0.99104834
REPS1,REPS1,0.9910483
RRBP1,RRBP1,0.9910407
LYG1,LYG1,0.99103636
PQBP1,PQBP1,0.9910352
MRPS22,MRPS22,0.9910333
RCCD1,RCCD1,0.99103165
ESPN,ESPN,0.9910278
OTULIN,OTULIN,0.99102604
RRM2B,RRM2B,0.99102277
ARHGAP4,ARHGAP4,0.99101996
PDE6B,PDE6B,0.99101776
RBBP8NL,RBBP8NL,0.99101293
MALL,MALL,0.99101126
CARD19,CARD19,0.99101096
SFXN5,SFXN5,0.9910045
IGSF6,IGSF6,0.99099773
LRRC71,LRRC71,0.99099416
NR2F6,NR2F6,0.99098796
ZIK1,ZIK1,0.99098355
MRPL3,MRPL3,0.9909834
SDHAF1,SDHAF1,0.9909805
HORMAD1,HORMAD1,0.99097884
ART4,ART4,0.9909767
SEC11C,SEC11C,0.9909724
ZFAND6,ZFAND6,0.99097216
GRAMD1C,GRAMD1C,0.99097157
MOK,MOK,0.99097085
HDGF,HDGF,0.9909697
LSR,LSR,0.9909695
EDNRA,EDNRA,0.9909591
KDM1B,KDM1B,0.9909579
TDO2,TDO2,0.99095124
SH2D4A,SH2D4A,0.9909507
CSPP1,CSPP1,0.99094987
KIF15,KIF15,0.9909479
DCUN1D5,DCUN1D5,0.99094784
ZDHHC5,ZDHHC5,0.9909456
PLAU,PLAU,0.9909454
CPA4,CPA4,0.99094224
CALHM3,CALHM3,0.9909402
GGN,GGN,0.9909362
SERTAD2,SERTAD2,0.9909346
C19H19orf44,C19orf44,0.99092704
B3GNT9,B3GNT9,0.9909249
CCPG1,CCPG1,0.99092454
MLH1,MLH1,0.9909234
NRXN2,NRXN2,0.99091977
PITRM1,PITRM1,0.99091935
CCSAP,CCSAP,0.9909177
STOML1,STOML1,0.9909144
SMARCD3,SMARCD3,0.99091375
ZNF358,ZNF358,0.99090844
EFCAB3,EFCAB3,0.9909042
FASTKD1,FASTKD1,0.9909027
LRPPRC,LRPPRC,0.9908979
GAS8,GAS8,0.99089515
MFSD1,MFSD1,0.9908894
TNFAIP2,TNFAIP2,0.990889
ABCB7,ABCB7,0.9908885
ERMARD,ERMARD,0.9908825
DYDC2,DYDC2,0.99088234
PLXNB2,PLXNB2,0.9908809
NHERF4,NHERF4,0.99087906
PLXND1,PLXND1,0.99087745
GJC3,GJC3,0.9908772
GPR143,GPR143,0.990875
CHIC2,CHIC2,0.9908724
H2BC1,H2BC1,0.99086714
RPS6KB2,RPS6KB2,0.99086547
STK3,STK3,0.99086326
SMARCAD1,SMARCAD1,0.99086213
CIROP,CIROP,0.9908614
ZNF354C,ZNF454,0.9908609
PIH1D1,PIH1D1,0.9908608
HHIPL2,HHIPL2,0.99085724
ZNF574,ZNF574,0.99084854
GABPB2,GABPB2,0.99084777
CYP11A1,CYP11A1,0.9908409
SLC26A9,SLC26A9,0.9908374
SMPX,SMPX,0.99083537
ZNF577,ZNF577,0.9908272
RNF150,RNF150,0.99082464
RASSF6,RASSF6,0.9908246
NAP1L5,NAP1L5,0.99082285
CELF6,CELF6,0.99081856
ACRBP,ACRBP,0.99081445
TRIM55,TRIM55,0.9908141
SCARB1,SCARB1,0.9908113
MEIS3,MEIS3,0.9908106
AK8,AK8,0.99081
CCDC97,CCDC97,0.99080926
IGSF1,IGSF1,0.9908072
TBC1D14,TBC1D14,0.99080604
HIRA,HIRA,0.9908041
H2AZ2,H2AZ2,0.9907996
NKD1,NKD1,0.99079204
NUF2,NUF2,0.9907911
RNF214,RNF214,0.99078995
ZDHHC7,ZDHHC7,0.9907898
KRTCAP3,KRTCAP3,0.99078584
WWC1,WWC1,0.99078345
GSTM5,GSTM2,0.9907805
ANKRD13B,ANKRD13B,0.99077934
AK3,AK3,0.9907774
ELOVL3,ELOVL3,0.9907723
SERPINA1,SERPINA1,0.99077183
GPR160,GPR160,0.990771
PAN3,PAN3,0.990771
TARS2,TARS2,0.9907704
CHCHD10,CHCHD10,0.9907664
SREBF1,SREBF1,0.9907603
TPMT,TPMT,0.99075156
FGD5,FGD5,0.99074674
LAMP5,LAMP5,0.9907416
NCEH1,NCEH1,0.9907409
NDUFB9,NDUFB9,0.99073666
MPPE1,MPPE1,0.99073243
TSPAN12,TSPAN12,0.99073166
FAM13A,FAM13A,0.9907307
ZNF221,ZNF221,0.9907285
MACROH2A2,MACROH2A2,0.9907263
SF3B1,SF3B1,0.990722
PNMA6F,PNMA6F,0.99071956
KDSR,KDSR,0.99071544
UCN,UCN,0.990715
ALG5,ALG5,0.9907135
LMBR1,LMBR1,0.99071336
UQCRC1,UQCRC1,0.9907085
LRTM1,LRTM1,0.99070686
GLA,GLA,0.99070674
OR6K3,OR6K3,0.9907048
LYPD4,LYPD4,0.99068743
BTBD16,BTBD16,0.9906872
ADAL,ADAL,0.9906869
BTK,BTK,0.99068505
VLDLR,VLDLR,0.99068457
PSMD4,PSMD4,0.99068344
MELK,MELK,0.99067193
TMEM186,TMEM186,0.9906711
TFDP1,TFDP1,0.9906702
CFAP107,CFAP107,0.9906691
SPRY1,SPRY1,0.99066675
UBE2T,UBE2T,0.9906661
SLC10A2,SLC10A2,0.99065566
SLC30A9,SLC30A9,0.99065375
ZDHHC13,ZDHHC13,0.99065286
PRKAG3,PRKAG3,0.990652
BCS1L,BCS1L,0.9906462
MZB1,MZB1,0.99064416
RING1,RING1,0.9906441
TAGAP,TAGAP,0.99064034
SAG,SAG,0.9906381
DNAAF1,DNAAF1,0.99063694
ZIC2,ZIC2,0.99063677
GIMAP8,GIMAP8,0.9906357
RAP1B,RAP1B,0.9906329
DNAJB5,DNAJB5,0.99063253
KRBA2,KRBA2,0.99062985
LSM12,LSM12,0.99062866
MRPS15,MRPS15,0.9906273
SLC13A2,SLC13A2,0.9906273
MC1R,MC1R,0.99062693
TNS4,TNS4,0.99062693
PRAME,PRAME,0.990624
GINM1,GINM1,0.9906236
FAM110D,FAM110D,0.99062246
ABHD12,ABHD12,0.9906211
PENK,PENK,0.99061966
HELB,HELB,0.99061835
CPVL,CPVL,0.9906158
JKAMP,JKAMP,0.99061346
HSPA8,HSPA2,0.990613
PROK1,PROK1,0.9906129
ICAM1,ICAM1,0.99060863
CIMIP2C,CIMIP2C,0.99060476
RSRP1,RSRP1,0.9906026
DNAJC10,DNAJC10,0.9906013
NR0B2,NR0B2,0.99060124
LIPI,LIPI,0.99059504
AP4S1,AP4S1,0.99058837
RGS21,RGS21,0.9905872
PUS7,PUS7,0.99058336
SCUBE2,SCUBE2,0.990582
DXO,DXO,0.9905794
C1H1orf94,C1orf94,0.9905783
TMPRSS12,TMPRSS12,0.9905762
ARHGAP8,ARHGAP8,0.9905751
FAM229A,FAM229A,0.99057347
KLF14,KLF14,0.9905722
CNBP,CNBP,0.99057037
GPNMB,GPNMB,0.9905703
ELP2,ELP2,0.9905676
LONP1,LONP1,0.990567
MRO,MRO,0.99056643
UBE2M,UBE2M,0.9905616
UPP1,UPP1,0.99055666
CERT1,CERT1,0.99055463
PDPK1,PDPK1,0.9905523
TBXAS1,TBXAS1,0.9905479
KCNIP2,KCNIP2,0.9905468
ALOX15,ALOX15,0.9905445
ARR3,ARR3,0.9905431
RASIP1,RASIP1,0.9905411
CPXM1,CPXM1,0.9905398
SHARPIN,SHARPIN,0.99053967
BCL2L14,BCL2L14,0.99053717
SCN2B,SCN2B,0.99053603
SSTR2,SSTR2,0.9905357
ADAD2,ADAD2,0.9905354
NIPAL3,NIPAL3,0.9905329
SPATA20,SPATA20,0.99053174
TANC1,TANC1,0.99053043
SLC25A10,SLC25A10,0.9905284
NTM,NTM,0.99052405
CHRNA1,CHRNA1,0.9905238
RBM23,RBM23,0.99052304
GUSB,GUSB,0.9905197
NUCB1,NUCB1,0.99051917
PHYH,PHYH,0.9905169
AQP2,AQP2,0.99051565
FAM217B,FAM217B,0.9905151
TBRG4,TBRG4,0.990513
LCA5,LCA5,0.99051285
TMEM175,TMEM175,0.99051166
RAB2A,RAB2A,0.99051076
MYLK4,MYLK4,0.9905101
CEACAM18,CEACAM18,0.990506
DGAT1,DGAT1,0.9905041
AADAC,AADAC,0.9905024
DENND11,DENND11,0.9905019
CD6,CD6,0.99050146
KDM3B,KDM3B,0.99050003
LAMB3,LAMB3,0.990498
IGF1R,IGF1R,0.9904954
ZNF778,ZNF778,0.99049497
ADAM18,ADAM18,0.99049115
TRH,TRH,0.9904901
SLC49A4,SLC49A4,0.9904897
CCT7,CCT7,0.99048966
PCBP4,PCBP4,0.9904896
CCDC89,CCDC89,0.99048316
HTRA4,HTRA4,0.9904826
BMP15,BMP15,0.99047726
ANKRD60,ANKRD60,0.99046916
PTGIS,PTGIS,0.9904672
RPRD1B,RPRD1B,0.99046695
IL2RB,IL2RB,0.9904652
MEPE,MEPE,0.99046475
ZC3HAV1,ZC3HAV1,0.99046445
PNMA8C,PNMA8C,0.99046224
FAM234A,FAM234A,0.99045616
PEX10,PEX10,0.9904512
DNAJB11,DNAJB11,0.990451
PLPPR5,PLPPR5,0.9904492
CTSA,CTSA,0.9904458
LOXL4,LOXL4,0.9904418
GALNT18,GALNT18,0.9904366
MRM2,MRM2,0.9904341
RPS6KA6,RPS6KA6,0.99043155
DNAJC5G,DNAJC5G,0.9904302
KATNA1,KATNA1,0.9904282
PIGG,PIGG,0.99042755
GSC,GSC,0.9904267
TFCP2L1,TFCP2L1,0.9904209
HSPA13,HSPA13,0.99041945
BBIP1,BBIP1,0.99041843
DNASE1L3,DNASE1L3,0.9904079
HJURP,HJURP,0.99040055
HSD17B6,HSD17B6,0.9904002
MAGEB3,MAGEB3,0.99039996
SYT1,SYT1,0.9903997
MDGA2,MDGA2,0.9903982
ZG16,ZG16,0.99039817
PRR19,PRR19,0.99039775
KIF24,KIF24,0.9903868
FADS2,FADS2,0.9903839
BCHE,BCHE,0.9903838
KIDINS220,KIDINS220,0.99038285
TMEM19,TMEM19,0.9903818
HARS2,HARS2,0.99037766
HBEGF,HBEGF,0.99037707
MYPN,MYPN,0.9903697
PLA2G10,PLA2G10,0.9903694
GSDME,GSDME,0.9903653
PNLIP,PNLIP,0.99036527
FARS2,FARS2,0.990362
NDUFAF3,NDUFAF3,0.9903563
IFRD1,IFRD1,0.9903514
FAM168A,FAM168A,0.99034905
ABCB10,ABCB10,0.99034727
ZNF540,ZNF540,0.9903452
PTPRS,PTPRS,0.99033767
PON2,PON2,0.990332
GPR142,GPR142,0.9903317
FDX2,FDX2,0.9903263
PLOD1,PLOD1,0.9903217
GALK2,GALK2,0.99031955
P2RX7,P2RX7,0.990316
STAT3,STAT3,0.990316
CYP4X1,CYP4X1,0.99031585
IZUMO1,IZUMO1,0.9903147
ALB,ALB,0.99031276
GCKR,GCKR,0.99031025
NOP14,NOP14,0.99030924
RIPOR3,RIPOR3,0.9903089
MRPL37,MRPL37,0.99030715
LIPF,LIPF,0.990303
PXMP4,PXMP4,0.99030256
SARS1,SARS1,0.9902994
CLN3,CLN3,0.99029875
KRT85,KRT83,0.99029875
PLCB1,PLCB1,0.99029636
BAALC,BAALC,0.99029344
UBOX5,UBOX5,0.9902914
TMEM223,TMEM223,0.9902908
DHX58,DHX58,0.990286
RADX,RADX,0.99028194
SCPEP1,SCPEP1,0.9902798
PDXDC1,PDXDC1,0.9902788
ECM1,ECM1,0.9902762
RETSAT,RETSAT,0.99027616
DMRTA1,DMRTA1,0.9902761
EXOC8,EXOC8,0.99027604
ZNF382,ZNF382,0.9902726
TSEN15,TSEN15,0.99027056
VPS26C,VPS26C,0.9902654
BRICD5,BRICD5,0.99026364
JAM2,JAM2,0.99026036
BCAS3,BCAS3,0.9902587
GDA,GDA,0.99025714
ASAP2,ASAP2,0.9902524
UCP2,UCP2,0.99025214
SLC35D1,SLC35D1,0.99025047
CRACR2A,CRACR2A,0.9902488
CUTC,CUTC,0.99024487
C1QB,C1QB,0.99023837
UGT2A1,UGT2A1,0.9902373
PNPLA4,PNPLA4,0.9902358
FAM199X,FAM199X,0.9902357
STXBP2,STXBP2,0.9902269
CIMIP4,CIMIP4,0.9902253
MLANA,MLANA,0.9902247
PITPNM2,PITPNM2,0.99022365
RAB9B,RAB9B,0.9902231
PGC,PGC,0.9902161
MMP12,MMP12,0.99021506
S100P,S100P,0.9902122
SCAMP5,SCAMP5,0.990211
RASGRP4,RASGRP4,0.9902108
DGAT2,DGAT2,0.9902106
ACP2,ACP2,0.99020934
HBE1,HBG2_1,0.9901983
MSI2,MSI2,0.9901929
KRT79,KRT79,0.99019253
TMEM265,TMEM265,0.99018997
ERCC8,ERCC8,0.9901885
TFCP2,TFCP2,0.9901874
TMEM106B,TMEM106B,0.9901816
LMBRD1,LMBRD1,0.9901812
SNX18,SNX18,0.9901738
CSF2RB,CSF2RB,0.99017316
TMX2,TMX2,0.9901726
NCALD,NCALD,0.990172
IL12A,IL12A,0.9901686
CEACAM16,CEACAM16,0.9901614
CFAP68,CFAP68,0.99016136
MCCC2,MCCC2,0.99015933
GZF1,GZF1,0.99015796
PSMB3,PSMB3,0.9901576
C13H2orf50,C2orf50,0.9901574
RNF144A,RNF144A,0.9901522
MARVELD2,MARVELD2,0.99014795
SLC6A11,SLC6A11,0.9901473
CCDC32,CCDC32,0.99014723
TMEM270,TMEM270,0.9901463
EFHC2,EFHC2,0.9901457
TMEM37,TMEM37,0.99014354
LBX2,LBX2,0.99014217
ADPGK,ADPGK,0.9901421
DDAH1,DDAH1,0.9901383
ABHD17A,ABHD17A,0.99013674
C1QTNF6,C1QTNF6,0.9901345
FPR2,FPR2,0.9901321
SCGB1D1,SCGB1D1,0.99012953
CTH,CTH,0.99012804
CYP2C19,CYP2C19,0.9901266
WNT5A,WNT5A,0.9901258
STX3,STX3,0.9901257
NT5C3B,NT5C3B,0.9901255
SLC30A6,SLC30A6,0.9901236
LALBA,LALBA,0.9901203
EBNA1BP2,EBNA1BP2,0.99012
DDC,DDC,0.9901188
MMP25,MMP25,0.99011874
OR52K1,OR52K2,0.99011177
IQCE,IQCE,0.9901111
ANXA2,ANXA2,0.99011046
ZFYVE1,ZFYVE1,0.99011046
TESK2,TESK2,0.99010664
GCH1,GCH1,0.99009895
EXOC4,EXOC4,0.9900965
RFWD3,RFWD3,0.99009335
ZNF133,ZNF133,0.9900889
MBD3L1,MBD3L1,0.9900828
SLC41A3,SLC41A3,0.99008036
VSIG1,VSIG1,0.9900803
STRA8,STRA8,0.9900752
COL15A1,COL15A1,0.9900738
CLIC6,CLIC6,0.99007195
SUMF1,SUMF1,0.9900686
CASD1,CASD1,0.99006593
RNF186,RNF186,0.9900619
PKDCC,PKDCC,0.99006104
ATP8B4,ATP8B4,0.99006015
DSCAML1,DSCAML1,0.9900592
STK38,STK38,0.9900584
SPICE1,CFAP44,0.99005395
RMDN1,RMDN1,0.99005127
COMMD8,COMMD8,0.9900497
KLK5,KLK5,0.99004686
RSPH4A,RSPH4A,0.9900466
DLK2,DLK2,0.9900458
ACP3,ACP3,0.99004245
CCDC166,CCDC166,0.9900412
UST,UST,0.99003816
CEP70,CEP70,0.99003667
INTS14,INTS14,0.9900335
SLC30A7,SLC30A7,0.9900303
IFT46,IFT46,0.9900297
GOT1,GOT1,0.99002886
PIGZ,PIGZ,0.9900213
LDHAL6B,LDHAL6B,0.99002093
SLC39A4,SLC39A4,0.9900176
BCAM,BCAM,0.99001634
FES,FES,0.9900152
NRP1,NRP1,0.99001503
ZCWPW1,ZCWPW1,0.9900137
ITM2A,ITM2A,0.9900121
GPRC6A,GPRC6A,0.99001044
C5AR1,C5AR1,0.9900082
GUCA2B,GUCA2B,0.9900066
SPC24,SPC24,0.9900049
CYP2D6,CYP2D19,0.99000347
ERMAP,ERMAP,0.98999476
IFIT1,IFIT1,0.9899945
STMN2,STMN2,0.98999226
ZFPL1,ZFPL1,0.9899921
IL18,IL18,0.98998815
CDPF1,CDPF1,0.9899871
BAHD1,BAHD1,0.98998445
MAP3K7,MAP3K7,0.98998046
F13A1,F13A1,0.9899804
BNIP1,BNIP1,0.98996973
ARB2A,ARB2A,0.9899607
TRIM58,TRIM58,0.9899603
DOCK5,DOCK5,0.9899584
OR5B12,OR5B12,0.9899581
HDHD3,HDHD3,0.989956
ZNF800,ZNF800,0.98995525
EPB42,EPB42,0.9899552
CDK2AP2,CDK2AP2,0.9899536
C1H1orf174,C1orf174,0.9899531
TMPRSS13,TMPRSS13,0.98994887
CPA3,CPA3,0.9899469
FSHR,FSHR,0.9899379
ERN2,ERN2,0.98993677
GPX4,GPX4,0.98993623
TKTL1,TKTL1,0.98993576
MCPH1,MCPH1,0.98993534
CPT1B,CPT1B,0.98993415
ZC2HC1A,ZC2HC1A,0.98993236
FBN2,FBN2,0.98992836
CHRDL2,CHRDL2,0.9899282
SLC25A47,SLC25A47,0.9899273
PRIMA1,PRIMA1,0.9899184
RHOBTB3,RHOBTB3,0.9899149
DOK3,DOK3,0.9899122
RNF138,RNF138,0.9899104
SGPP2,SGPP2,0.9899076
AOC2,AOC3,0.98990655
OSR1,OSR1,0.9899016
BCKDHB,BCKDHB,0.98990077
NDUFAF5,NDUFAF5,0.98989993
MBLAC1,MBLAC1,0.98989826
CATIP,CATIP,0.9898982
BTAF1,BTAF1,0.98989797
TRPV2,TRPV2,0.9898964
ACBD7,ACBD7,0.98989034
LAG3,LAG3,0.98988944
TVP23A,TVP23A,0.989889
TRAV10,TRAV10,0.9898855
GJA10,GJA10,0.98988056
TMIGD3,TMIGD3,0.98987955
ASB4,ASB4,0.9898786
ZFP69B,ZFP69,0.98987246
C20H16orf90,C16orf90,0.9898711
FARSA,FARSA,0.9898704
DLEC1,DLEC1,0.98986834
CFAP97D1,CFAP97D1,0.989867
TANGO2,TANGO2,0.9898646
PIRT,PIRT,0.9898595
TMEM132A,TMEM132A,0.98985904
ALPL,ALPL,0.989858
ZBTB41,ZBTB41,0.9898565
TPRN,TPRN,0.98985606
NPVF,NPVF,0.98985535
ACY1,ACY1,0.9898544
DHRS3,DHRS3,0.9898541
NECTIN4,NECTIN4,0.98984766
CHI3L2,CHI3L2,0.9898465
WHAMM,WHAMM,0.98984647
FTO,FTO,0.9898461
SPMAP2L,SPMAP2L,0.98984146
KDM2B,KDM2B,0.98983556
RARB,RARB,0.98983014
MAT1A,MAT1A,0.98982835
ENPP6,ENPP6,0.98982704
SPATA19,SPATA19,0.9898255
FXN,FXN,0.9898206
SMIM28,SMIM28,0.98981553
TMEM106A,TMEM106A,0.98981035
BBX,BBX,0.9898086
NDEL1,NDEL1,0.9898083
HINT3,HINT3,0.9898067
SLC18B1,SLC18B1,0.98980474
GAPDHS,GAPDHS,0.9897982
NPDC1,NPDC1,0.9897936
KIF26B,KIF26B,0.9897928
MPRIP,MPRIP,0.9897889
ANKRD45,ANKRD45,0.9897861
MESP1,MESP1,0.9897861
ACIN1,ACIN1,0.9897852
MAPK9,MAPK9,0.9897836
PLCZ1,PLCZ1,0.9897824
DNAAF6,DNAAF6,0.9897814
STAP1,STAP1,0.9897794
ACVR1B,ACVR1B,0.9897791
REXO5,REXO5,0.9897759
SH2D5,SH2D5,0.9897738
DMRTB1,DMRTB1,0.98977333
SLC66A1,SLC66A1,0.9897712
RGS3,RGS3,0.9897703
KANK4,KANK4,0.9897684
GPR101,GPR101,0.9897633
NDUFA10,NDUFA10,0.98976296
