rhesus_macaque gene name,human gene name,correlation
NHLRC3,NHLRC3,0.974336
ADCY6,ADCY6,0.97433096
SHC1,SHC1,0.9743256
CFAP20,CFAP20,0.97432154
TSPAN10,TSPAN10,0.97431076
ABCA3,ABCA3,0.9743098
PHF3,PHF3,0.97430295
GIMAP4,GIMAP4,0.9743003
MMP28,MMP28,0.9743003
MTMR2,MTMR2,0.97428733
SUCLG2,SUCLG2,0.9742741
DDX10,DDX10,0.9742636
SPRYD3,SPRYD3,0.9742628
LMBRD1,LMBRD1,0.9742424
SLAMF8,SLAMF8,0.97423315
KCNAB1,KCNAB1,0.9742287
CD163,CD163,0.974218
ANKRD10,ANKRD10,0.9742162
LARGE1,LARGE1,0.97418886
UBE2O,UBE2O,0.9741856
LEPROTL1,LEPROTL1,0.9741853
CNRIP1,CNRIP1,0.97417855
COMMD2,COMMD2,0.9741707
ERMP1,ERMP1,0.9741687
APBB1,APBB1,0.97416
IMPDH1,IMPDH1,0.97415954
MADCAM1,MADCAM1,0.9741542
PMEL,PMEL,0.974149
IRGC,IRGC,0.97414345
GIMAP5,GIMAP5,0.97413355
CCT4,CCT4,0.9741239
METRNL,METRNL,0.97412103
OR7D4,OR7D4,0.97412074
SECISBP2L,SECISBP2L,0.9741167
ARID4A,ARID4A,0.9741129
FLACC1,FLACC1,0.9741004
GFPT1,GFPT1,0.97409815
NTS,NTS,0.9740917
PRKAR2A,PRKAR2A,0.9740752
PRXL2B,PRXL2B,0.97407204
KCNH1,KCNH5,0.97406703
AIDA,AIDA,0.9740651
USP44,USP44,0.9740591
SPATA6,SPATA6,0.9740581
PLXNA1,PLXNA1,0.9740321
MLXIP,MLXIP,0.9740318
TMEM45A,TMEM45A,0.9740317
CDH8,CDH8,0.9740207
SOHLH1,SOHLH1,0.97400624
CNKSR3,CNKSR3,0.97400606
OTUD7B,OTUD7B,0.973993
CACNG7,CACNG7,0.9739923
FAM107B,FAM107B,0.9739895
CNN3,CNN3,0.9739878
ADAMTS4,ADAMTS4,0.9739827
PRPF39,PRPF39,0.9739687
WNT9B,WNT9B,0.9739658
RBBP4,RBBP4,0.9739626
NR2C2,NR2C2,0.97395134
NKAIN3,NKAIN3,0.97393394
ISCU,ISCU,0.97393155
RPA3,RPA3,0.9739282
TMEM191C,TMEM191C,0.97392446
SORBS3,SORBS3,0.9739243
GPS2,GPS2,0.9739239
CXHXorf38,CXorf38,0.9739143
SCFD1,SCFD1,0.97389704
FEN1,FEN1,0.97387123
ADCY8,ADCY8,0.9738543
DCAF10,DCAF10,0.9738482
C11H12orf56,C12orf56,0.9738475
PLA2G1B,PLA2G1B,0.97380096
SGK3,SGK3,0.97379947
TP53,TP53,0.9737939
MED13L,MED13L,0.973787
STX1A,STX1A,0.97378683
FOLR2,FOLR2,0.97378546
ZNF236,ZNF236,0.9737845
SCN1A,SCN9A,0.97378075
IL31,IL31,0.973775
TCEAL8,TCEAL8,0.97377264
GRM4,GRM4,0.97376853
KRTAP4-6,KRTAP4-6,0.9737643
CALM3,CALM2,0.9737634
ADM5,ADM5,0.9737441
EXOSC9,EXOSC9,0.9737339
GPR45,GPR45,0.9737118
SLC35F4,SLC35F4,0.9737044
EMID1,EMID1,0.97370094
SYVN1,SYVN1,0.97369146
RAP1GAP,RAP1GAP,0.9736752
MFN1,MFN1,0.9736707
IL17RD,IL17RD,0.9736598
LAPTM4B,LAPTM4B,0.97365665
FBXO11,FBXO11,0.97365034
CLGN,CLGN,0.9736502
FCRL1,FCRL1,0.97364426
ZCCHC17,ZCCHC17,0.9736396
ZAP70,ZAP70,0.9736367
OSCAR,OSCAR,0.9736356
RPL3L,RPL3,0.97363526
MED16,MED16,0.97362304
DERL1,DERL1,0.97362256
DEDD2,DEDD2,0.97359836
SLC34A2,SLC34A2,0.97359324
FOXM1,FOXM1,0.9735906
ETF1,ETF1,0.973586
OPA1,OPA1,0.9735799
PRSS48,PRSS48,0.9735759
NFASC,NFASC,0.9735708
PCF11,PCF11,0.97356004
TMPRSS3,TMPRSS3,0.97355765
SDK1,SDK1,0.973546
NIPSNAP1,NIPSNAP1,0.97354585
ZFP64,ZFP64,0.9735439
DACT1,DACT1,0.9735227
SLC25A35,SLC25A35,0.9735224
YEATS4,YEATS4,0.97351754
TRAM1,TRAM1,0.9735091
INPP5B,INPP5B,0.9735067
ETV2,ETV2,0.97350645
EXOSC1,EXOSC1,0.97350615
CAMKV,CAMKV,0.97350544
ACSL6,ACSL6,0.9735046
COPB1,COPB1,0.973492
CRYBA2,CRYBA2,0.9734845
TRIM22,TRIM34,0.9734811
PMS1,PMS1,0.97347873
ATL3,ATL3,0.9734709
STX3,STX3,0.9734589
RFC3,RFC3,0.9734565
EXOC3,EXOC3,0.973445
ATP6AP2,ATP6AP2,0.9734367
HCFC1,HCFC1,0.97343665
C16H17orf99,C17orf99,0.97343546
ALDH5A1,ALDH5A1,0.9734322
ZFX,ZFX,0.9734305
C11H12orf50,C12orf50,0.9734276
PGA4,PGA3,0.9734088
PPP1R37,PPP1R37,0.97339904
KCNK16,KCNK16,0.9733944
DCLK2,DCLK2,0.9733883
AFAP1,AFAP1,0.9733827
WASHC3,WASHC3,0.9733702
AP4M1,AP4M1,0.97336435
DUSP6,DUSP6,0.97335976
TOMM40,TOMM40,0.9733519
ETS1,ETS1,0.97334677
QSOX2,QSOX2,0.9733429
KDM6A,KDM6A,0.9733339
CDIN1,CDIN1,0.97333366
HDC,HDC,0.97333306
DNAJC9,DNAJC9,0.9733253
EIF4B,EIF4B,0.97331756
PAFAH2,PAFAH2,0.973316
NDUFB9,NDUFB9,0.9733005
IL10,IL10,0.9732989
ATP5MC1,ATP5MC1,0.9732982
PAPOLG,PAPOLG,0.97329605
PIGL,PIGL,0.97329533
TMEM242,TMEM242,0.97327405
ASPSCR1,ASPSCR1,0.97324663
RHCG,RHCG,0.9732459
KHDRBS3,KHDRBS3,0.97324485
BBS2,BBS2,0.97322994
ABCA1,ABCA4,0.9732234
CD83,CD83,0.9732123
QRFPR,QRFPR,0.9732042
CLUL1,CLUL1,0.9731893
ADCY1,ADCY1,0.9731875
MROH9,MROH9,0.9731856
KCNT2,KCNT2,0.97316974
MAT2B,MAT2B,0.97316706
LYN,LYN,0.97316176
CCDC120,CCDC120,0.9731565
CD200,CD200,0.97315496
CCNH,CCNH,0.9731511
PRAP1,PRAP1,0.973149
GNG7,GNG12,0.9731374
MTHFR,MTHFR,0.9731331
ZDHHC20,ZDHHC20,0.97313225
PVR,PVR,0.97313094
ADM,ADM,0.9731278
CHCHD6,CHCHD6,0.9731174
MYH14,MYH14,0.97311497
CHRNA6,CHRNA6,0.97310513
ZNF770,ZNF770,0.9730875
PATJ,PATJ,0.97307885
PPM1M,PPM1M,0.97307503
PRSS36,PRSS8,0.97307014
SUMO1,SUMO1,0.9730698
MAP2K2,MAP2K1,0.9730661
TMEM217,TMEM217,0.9730653
TASP1,TASP1,0.97306526
KCNMB1,KCNMB1,0.9730482
TM4SF1,TM4SF1,0.9729867
FCRLA,FCRLA,0.97297585
HIPK3,HIPK3,0.97296757
LCP1,LCP1,0.97296095
PANK3,PANK1,0.9729567
INVS,INVS,0.97295105
ZNF701,ZNF600,0.972942
AASDH,AASDH,0.9729399
DBN1,DBN1,0.97293496
RAN,RAN,0.972917
NOLC1,NOLC1,0.9729142
SFMBT2,SFMBT2,0.97290266
FMO5,FMO5,0.97290033
POMGNT1,POMGNT1,0.97289443
FDFT1,FDFT1,0.97288185
OTUD7A,OTUD7A,0.97288084
SLC30A10,SLC30A10,0.97288007
CEP55,CEP55,0.9728749
IVNS1ABP,IVNS1ABP,0.9728748
AHSA1,AHSA1,0.9728542
KCP,KCP,0.9728526
ZNF540,ZNF404,0.97284776
PCOLCE,PCOLCE,0.9728258
TK1,TK1,0.9728193
ADGRA2,ADGRA2,0.9727912
PROP1,PROP1,0.97278714
KCNG4,KCNG4,0.97278035
HECTD4,HECTD4,0.9727762
NFKBIL1,NFKBIL1,0.97277194
ZMIZ2,ZMIZ2,0.9727699
PLCE1,PLCE1,0.9727582
CDK20,CDK20,0.9727518
NEDD4L,NEDD4L,0.9727283
CYP26C1,CYP26C1,0.97271615
NFKB1,NFKB1,0.97270685
LYPLA1,LYPLA1,0.972702
SLC13A5,SLC13A5,0.9726839
UBQLN3,UBQLN3,0.97267133
CEP68,CEP68,0.97266597
ITIH5,ITIH5,0.97266126
FLYWCH2,FLYWCH2,0.97263616
CYP39A1,CYP39A1,0.9726256
GNAL,GNAL,0.97261596
PDSS1,PDSS1,0.9726112
PRICKLE2,PRICKLE2,0.9726036
METTL6,METTL6,0.9725764
ECEL1,ECEL1,0.97257435
EXOC2,EXOC2,0.97256464
RRAS2,RRAS2,0.9725593
TARS3,TARS3,0.9725572
ZNF433,ZNF433,0.9725562
GRAP,GRAP,0.9725558
POMC,POMC,0.9725553
DNASE1L1,DNASE1L1,0.97255003
DLG5,DLG5,0.9725495
SGTB,SGTB,0.97254866
MAP3K8,MAP3K8,0.9725441
EPB41L1,EPB41L1,0.97253406
PIK3AP1,PIK3AP1,0.9725219
TRAV1-1,TRAV1-1,0.9725016
COPS4,COPS4,0.9724975
C14H11orf16,C11orf16,0.9724931
FANCL,FANCL,0.9724912
CPN1,CPN1,0.9724848
RHOD,RHOD,0.97247046
CA10,CA10,0.9724678
PPP4R3A,PPP4R3A,0.9724617
KLK11,KLK11,0.9724526
DEAF1,DEAF1,0.9724508
CSF3R,CSF3R,0.9724502
RGS5,RGS5,0.97244835
ABO,ABO,0.9724467
CEACAM1,CEACAM1,0.972425
COL18A1,COL18A1,0.9724198
TRIB2,TRIB2,0.9724186
EFNA3,EFNA3,0.97240907
YIPF6,YIPF6,0.9724083
TAF13,TAF13,0.9723998
C5H4orf33,C4orf33,0.9723938
ZSCAN26,ZSCAN26,0.9723938
XG,XG,0.9723569
NFS1,NFS1,0.97234803
ADCY3,ADCY3,0.97234035
FREM1,FREM1,0.9723319
MSH5,MSH5,0.97233
C18H18orf54,C18orf54,0.972318
RSRP1,RSRP1,0.9723089
C11H12orf57,C12orf57,0.972302
TFR2,TFR2,0.9723003
CNOT6L,CNOT6L,0.9722774
GABRG1,GABRG2,0.97227585
MCM10,MCM10,0.9722745
VAMP7,VAMP7,0.97227293
DNPH1,DNPH1,0.972267
NR4A2,NR4A2,0.972263
IL16,IL16,0.97226155
ARHGEF40,ARHGEF40,0.97225183
PSMB2,PSMB2,0.9722337
ANKRD53,ANKRD53,0.97222894
SFSWAP,SFSWAP,0.9722146
ATP4B,ATP4B,0.9722141
PAGE1,PAGE1,0.97220665
CHEK1,CHEK1,0.97218865
HYI,HYI,0.9721874
EIF4E,EIF4E,0.9721839
GNG4,GNG3,0.97218096
BAG6,BAG6,0.9721756
PTX4,PTX4,0.9721726
FLNA,FLNA,0.9721724
TRIM77,TRIM77,0.9721623
C1H1orf198,C1orf198,0.97215873
SGCD,SGCD,0.9721585
DHRS7,DHRS7,0.972151
DVL1,DVL1,0.9721414
SCGB3A1,SCGB3A1,0.9721403
SELENOH,SELENOH,0.9721402
MZT2B,MZT2B,0.97213554
RUFY2,RUFY2,0.972131
H1-7,H1-7,0.97211975
TMEM9B,TMEM9B,0.97211915
NBR1,NBR1,0.9721189
RPS21,RPS21,0.97210306
FASTKD1,FASTKD1,0.97209674
ITPRIP,ITPRIP,0.97208816
LRRFIP1,LRRFIP1,0.97208506
NLGN4Y,NLGN4Y,0.9720816
ZNF256,ZNF587,0.9720766
UNC93B1,UNC93B1,0.9720723
LRRC4C,LRRC4C,0.97207016
GALNT10,GALNT10,0.9720647
ZCCHC13,ZCCHC13,0.9720493
KLF3,KLF3,0.97204757
FCHSD2,FCHSD2,0.9720454
BRCC3,BRCC3,0.9720372
CEP85L,CEP85L,0.97202545
POFUT2,POFUT2,0.97202367
STK17A,STK17A,0.9720124
POP1,POP1,0.97201145
NICOL1,C4orf48,0.9720063
TCTN2,TCTN2,0.9720042
CCT7,CCT7,0.9719911
ALDH3A2,ALDH3A2,0.97197986
SMG7,SMG7,0.97196716
TNKS1BP1,TNKS1BP1,0.9719567
CLEC4G,CLEC4G,0.9719523
TMED5,TMED5,0.9719467
PAGE4,PAGE4,0.9719414
TMEM154,TMEM154,0.9719265
AMBP,AMBP,0.971925
TNFRSF9,TNFRSF9,0.9719152
ZBED3,ZBED3,0.97191066
CAPNS1,CAPNS1,0.97189724
FXYD5,FXYD5,0.97189456
ELSPBP1,ELSPBP1,0.97189415
RBM48,RBM48,0.97189397
STAT5B,STAT5B,0.97188556
SLC2A8,SLC2A8,0.97187346
AKR1A1,AKR1A1,0.9718713
FBXL20,FBXL20,0.9718707
SOD1,SOD1,0.9718644
PCGF6,PCGF6,0.97184867
FGF13,FGF13,0.9718466
KCNMB2,KCNMB2,0.971844
MRGPRG,MRGPRG,0.97184354
STK19,STK19,0.97183645
ARHGAP25,ARHGAP25,0.97182727
CLIC5,CLIC5,0.97181356
DNAJC21,DNAJC21,0.9718104
VSIG1,VSIG1,0.97180843
HAAO,HAAO,0.9718004
COX8A,COX8A,0.9717994
PCLAF,PCLAF,0.97179127
ARHGEF38,ARHGEF38,0.9717824
DAZAP2,DAZAP2,0.9717628
MARK1,MARK1,0.97176003
MOSMO,MOSMO,0.97175825
TTC39A,TTC39A,0.97175735
DTWD2,DTWD2,0.97175676
TSSC4,TSSC4,0.97175187
PLIN2,PLIN2,0.9717498
CTPS2,CTPS2,0.971735
C10H20orf203,C20orf203,0.97173345
PRSS2,PRSS3,0.97173274
PEX5L,PEX5L,0.97172666
IRF7,IRF7,0.9717232
CDKN2B,CDKN2A,0.97171533
RUSC1,RUSC1,0.971713
CAND1,CAND1,0.97171044
GLB1L3,GLB1L3,0.9717087
RANGRF,RANGRF,0.9717074
CTNNA2,CTNNA2,0.97170085
TBX19,TBX19,0.97169477
BRCA1,BRCA1,0.97167903
GPER1,GPER1,0.97166944
TDG,TDG,0.97166574
NUDT8,NUDT8,0.97166294
DGCR6L,DGCR6L,0.9716622
THEMIS2,THEMIS2,0.971662
FKBP6,FKBP6,0.9716606
ARNT,ARNT,0.9716342
WDCP,WDCP,0.9716256
GPRC5D,GPRC5D,0.97162396
LSR,LSR,0.9716181
TM6SF1,TM6SF1,0.9716176
RAD21L1,RAD21L1,0.9716148
ANKRD42,ANKRD42,0.9716072
PSIP1,PSIP1,0.9716071
RAVER2,RAVER2,0.97160345
GPX8,GPX8,0.9715988
PODXL,PODXL,0.9715961
CRADD,CRADD,0.9715909
TCF12,TCF12,0.9715812
CPSF4L,CPSF4L,0.9715807
ALOXE3,ALOXE3,0.9715783
DPH3,DPH3,0.97157365
DEFB4,DEFB4A,0.97156876
AIM2,AIM2,0.9715677
ZNF736,ZNF253,0.9715512
ARHGAP27,ARHGAP27,0.9715383
B3GALNT2,B3GALNT2,0.9715324
RETREG1,RETREG1,0.9715304
TPM1,TPM4,0.9715304
GCK,GCK,0.9715291
ING3,ING3,0.9715141
GPATCH2L,GPATCH2L,0.97150373
HELT,HELT,0.97147596
TEX14,TEX14,0.97146326
GABRG3,GABRG3,0.97145504
CREG2,CREG2,0.9714535
GALM,GALM,0.97145116
STX2,STX2,0.97143877
TMEM179B,TMEM179B,0.9713996
SERPINH1,SERPINH1,0.97139865
FCRL4,FCRL4,0.9713977
SAMD4B,SAMD4B,0.9713971
NPHP1,NPHP1,0.97138965
DIRAS2,DIRAS1,0.9713862
PDE11A,PDE11A,0.9713806
SH3BP5L,SH3BP5L,0.97137976
PEX3,PEX3,0.9713777
WBP2,WBP2,0.9713685
TTC22,TTC22,0.9713615
VSTM4,VSTM4,0.9713272
RUFY4,RUFY4,0.97131056
DENND4B,DENND4B,0.9713095
GLDN,GLDN,0.97130066
USB1,USB1,0.97129846
CSF3,CSF3,0.97129613
NXPE1,NXPE1,0.97128916
IFT27,IFT27,0.9712857
ZNF169,ZNF169,0.97128326
NFKBIB,NFKBIB,0.9712768
PLAUR,PLAUR,0.97126675
ENPP6,ENPP6,0.971266
ATP6V1F,ATP6V1F,0.9712628
SMARCE1,SMARCE1,0.9712518
GFOD1,GFOD1,0.9712492
BAK1,BAK1,0.971243
EIF3K,EIF3K,0.9712429
FGGY,FGGY,0.9712413
OIP5,OIP5,0.97122836
MPND,MPND,0.97121006
KIF22,KIF22,0.9711955
PLIN3,PLIN3,0.97119516
AKR1D1,AKR1D1,0.9711927
SLC12A6,SLC12A6,0.97118855
REEP5,REEP5,0.9711707
OR1K1,OR1K1,0.9711652
DPF1,DPF1,0.9711579
ZNF12,ZNF12,0.97115433
VCL,VCL,0.9711378
RACK1,RACK1,0.9711341
RPS3A,RPS3A,0.9711142
NKAPD1,NKAPD1,0.97110885
CHIA,CHIA,0.9711033
ADAD1,ADAD1,0.9710987
RPL12,RPL12,0.97109383
PC,PC,0.971085
SPHK2,SPHK2,0.9710829
GDPD5,GDPD5,0.9710758
GAS2L3,GAS2L3,0.9710742
DAZAP1,DAZAP1,0.9710721
SPMIP6,C9orf24,0.9710627
GFRA2,GFRA2,0.9710531
WDFY1,WDFY1,0.971053
DLC1,STARD13,0.9710456
RNASET2,RNASET2,0.9710126
KMO,KMO,0.97101223
NSD1,NSD1,0.97100645
CIDEB,CIDEB,0.9710028
CLN5,CLN5,0.9709991
VPS53,VPS53,0.97099817
AMER2,AMER2,0.9709911
MMP11,MMP11,0.9709845
TRIM4,TRIM4,0.9709578
IL12RB2,IL12RB2,0.97094995
EMC7,EMC7,0.9709231
SFTPD,SFTPD,0.9709087
HMHB1,HMHB1,0.97090226
MIIP,MIIP,0.9708933
MRPL3,MRPL3,0.9708759
RHOA,RHOA,0.97085935
CIC,CIC,0.9708564
MARCHF3,MARCHF3,0.97085565
CHMP6,CHMP6,0.9708544
CD3E,CD3E,0.9708465
HMGCL,HMGCL,0.9708453
NHS,NHS,0.97084135
RTCB,RTCB,0.97082555
ZNF571,ZNF699,0.9708191
C14orf132,C14orf132,0.97081596
RPL27A,RPL27A,0.97081584
GPR137B,GPR137B,0.97077626
RALGPS1,RALGPS1,0.97077245
DBH,DBH,0.97076964
NPBWR2,NPBWR2,0.9707618
SP100,SP100,0.97075367
POLR1E,POLR1E,0.9707478
SRP72,SRP72,0.97074676
CGREF1,CGREF1,0.9707402
MELTF,MELTF,0.9707324
BHMT2,BHMT,0.97072953
LAMB2,LAMB2,0.9707259
NAV2,NAV2,0.9707201
KIF20B,KIF20B,0.9706989
GRAP2,GRAP2,0.9706981
RAD23A,RAD23A,0.9706953
MRPL4,MRPL4,0.97069454
TPO,TPO,0.9706729
ASTN2,ASTN2,0.9706704
KLHDC10,KLHDC10,0.9706668
BCAM,BCAM,0.9706595
PABPC4,PABPC4,0.97065455
PAFAH1B1,PAFAH1B1,0.9706285
ATP6V0E1,ATP6V0E1,0.97062355
APOH,APOH,0.9706217
RAB12,RAB12,0.97061044
G3BP2,G3BP2,0.9706095
SORBS2,SORBS1,0.9705955
MLPH,MLPH,0.9705922
CIB1,CIB1,0.97058624
MOBP,MOBP,0.97058403
SLC17A7,SLC17A7,0.9705759
C5H4orf17,C4orf17,0.9705749
ZNF621,ZNF621,0.97057414
REPS1,REPS1,0.9705554
C1QB,C1QB,0.97055155
PKD2,PKD2,0.97054076
SCUBE2,SCUBE2,0.97053933
RTF1,RTF1,0.9705306
ABHD12,ABHD12,0.97052723
SLC6A12,SLC6A12,0.97050405
ING5,ING5,0.9704982
GNAI1,GNAI1,0.97049284
CD36,CD36,0.9704793
RNPEP,RNPEP,0.97047275
ALPK1,ALPK1,0.97047216
ADGRB3,ADGRB3,0.97045517
FANCI,FANCI,0.97043693
PACS2,PACS2,0.97040796
DNAJB11,DNAJB11,0.9704043
HORMAD2,HORMAD2,0.9704033
PTP4A1,PTP4A1,0.9704012
PTPRZ1,PTPRZ1,0.97039056
SLC5A11,SLC5A11,0.9703829
STMN1,STMN1,0.9703822
CCT6B,CCT6B,0.97038025
IKBKE,IKBKE,0.97037864
MIA,MIA-RAB4B,0.9703697
ZNF589,ZNF589,0.9703673
EFCAB3,EFCAB3,0.970359
EXTL2,EXTL2,0.9703401
LRRC20,LRRC20,0.9703168
DCSTAMP,DCSTAMP,0.9702987
PDSS2,PDSS2,0.9702934
NRXN1,NRXN3,0.970288
DHCR7,DHCR7,0.9702803
ZFC3H1,ZFC3H1,0.9702802
CASP8,CASP8,0.9702694
HNRNPD,HNRNPD,0.9702607
GPR137C,GPR137C,0.97025436
C15orf48,C15orf48,0.97024786
LAIR1,LAIR1,0.9702423
TUBD1,TUBD1,0.9702408
SOX6,SOX6,0.9702393
NLRP2,NLRP2,0.9702287
B4GALT6,B4GALT5,0.9702269
RAB40C,RAB40C,0.9702231
SLC26A4,SLC26A4,0.9702206
AKR1B1,AKR1B15,0.97021675
OXCT1,OXCT2,0.97021574
C2H2orf66,C2orf66,0.97021437
TMEM175,TMEM175,0.97020084
TTC39B,TTC39B,0.97019356
TIE1,TIE1,0.9701851
TNIP2,TNIP2,0.97018147
CHP1,CHP1,0.97017854
TTC8,TTC8,0.9701773
GRB7,GRB7,0.97016543
SLC47A1,SLC47A1,0.9701643
TLK1,TLK1,0.9701636
CLDN15,CLDN15,0.97015154
MLF1,MLF1,0.970145
PSEN2,PSEN2,0.9701203
FARP1,FARP1,0.9701077
HFE,HFE,0.97010154
PJA1,PJA1,0.9701015
RALGPS2,RALGPS2,0.9700829
DDX3Y,DDX3X,0.970082
SPINK5,SPINK5,0.9700681
MYO1B,MYO1B,0.9700608
MAPK14,MAPK14,0.9700593
DROSHA,DROSHA,0.97004807
PLB1,PLB1,0.9700471
UBQLN1,UBQLN1,0.97003794
GRB14,GRB14,0.9700233
ELOVL7,ELOVL1,0.9700183
SLC35A4,SLC35A4,0.9700079
MTHFD1,MTHFD1,0.96999407
IL9R,IL9R,0.9699929
SLC25A39,SLC25A39,0.9699737
COL21A1,COL21A1,0.9699699
SLC14A1,SLC14A1,0.9699686
CPLX4,CPLX4,0.96996206
ANKRA2,ANKRA2,0.9699582
ICAM2,ICAM2,0.9699564
CLINT1,CLINT1,0.96993464
SHF,SHF,0.96993005
FHAD1,FHAD1,0.96992695
USF1,USF1,0.969919
RGS3,RGS3,0.96991795
MUC5B,MUC5AC,0.96991396
CNTN4,CNTN4,0.969905
ENY2,ENY2,0.9699041
U2AF1,U2AF1L5,0.96990055
ALG12,ALG12,0.9698922
PUS7L,PUS7L,0.96988
SSU72,SSU72,0.96987814
TMEM151B,TMEM151B,0.9698774
CASQ1,CASQ1,0.9698767
KCNRG,KCNRG,0.96987236
ARMC1,ARMC1,0.9698522
TADA2A,TADA2A,0.9698515
LXN,LXN,0.9698467
SDR42E1,SDR42E1,0.96982825
NME9,NME9,0.9698093
SETD2,SETD2,0.9698042
AIG1,AIG1,0.96976894
NCAPG,NCAPG,0.9697635
SAP18,SAP18,0.96973944
KBTBD8,KBTBD8,0.96973884
ZNF521,ZNF521,0.9697336
ZYG11A,ZYG11A,0.9697321
DNAJB4,DNAJB1,0.9697272
FKBP1A,FKBP1A,0.96972287
CHI3L2,CHI3L2,0.9697068
NAT16,NAT16,0.9697034
MAT1A,MAT1A,0.96970135
PRKD3,PRKD3,0.969699
MAML3,MAML3,0.969697
ANKRD29,ANKRD29,0.96967983
MYOM1,MYOM1,0.9696649
ATXN2,ATXN2,0.96964556
ASPG,ASPG,0.9696439
SUPV3L1,SUPV3L1,0.96964025
MYL12B,MYL12A,0.9696325
NT5DC1,NT5DC1,0.9696238
OLA1,OLA1,0.96962196
WIPF2,WIPF2,0.96961313
CCDC103,CCDC103,0.9696009
SRRT,SRRT,0.9695943
TNFSF13B,TNFSF13B,0.9695896
UBE2E2,UBE2E1,0.9695863
HTR3C,HTR3E,0.9695861
EEF1AKMT1,EEF1AKMT1,0.9695838
CDC14A,CDC14A,0.96958154
ZMYM5,ZMYM5,0.96957564
FAT4,FAT4,0.96955806
DCTN2,DCTN2,0.96955335
ADGRB2,ADGRB2,0.9695447
ST6GALNAC3,ST6GALNAC3,0.9695433
CAPN2,CAPN2,0.96953624
CAP2,CAP2,0.969535
ANXA3,ANXA3,0.96953374
ART5,ART5,0.9695093
ECHDC3,ECHDC3,0.96950364
AKNAD1,AKNAD1,0.96949726
PSMC2,PSMC2,0.96949625
PBLD,PBLD,0.9694923
ADISSP,C20orf27,0.96948683
CAMTA1,CAMTA1,0.9694839
MYO10,MYO10,0.9694822
CAMK2A,CAMK2A,0.9694765
GRIA2,GRIA2,0.9694573
CRHR1,LINC02210-CRHR1,0.96945256
DCAF4,DCAF4,0.9694467
BRSK1,BRSK1,0.96944463
CSNK1A1,CSNK1A1,0.9694392
NAIP,NAIP,0.9694332
ASPH,ASPH,0.9694152
AR,AR,0.9694069
NMRK2,NMRK2,0.9693987
PTPN22,PTPN22,0.9693938
PHLPP2,PHLPP2,0.9693694
AGL,AGL,0.9693467
R3HDM1,R3HDM1,0.969345
KHSRP,KHSRP,0.9693389
DNMT3A,DNMT3A,0.9693344
CD300E,CD300E,0.96932846
SYT4,SYT4,0.9693166
EFHB,EFHB,0.96931493
GART,GART,0.96930456
PRRC2C,PRRC2C,0.9692997
UBL4A,SLC10A3,0.9692951
VPS45,VPS45,0.9692934
UBQLNL,UBQLNL,0.9692927
NTMT1,NTMT1,0.9692907
LGI4,LGI4,0.9692868
EVL,EVL,0.96927756
C3H21orf58,C21orf58,0.96927553
DTD1,DTD1,0.9692693
TMEM164,TMEM164,0.9692678
FGFR1OP2,FGFR1OP2,0.9692673
HJURP,HJURP,0.9692637
LSM8,LSM8,0.9692529
CLDN7,CLDN7,0.96925014
DPY19L3,DPY19L3,0.96924454
CREB3L3,CREB3L3,0.9692133
GTF2B,GTF2B,0.9692128
FCAR,FCAR,0.9692122
CLEC2L,CLEC2L,0.9691947
PARP9,PARP9,0.96918756
OTOF,OTOF,0.96918476
MOXD1,MOXD1,0.96917045
IKZF1,IKZF1,0.9691688
GPSM1,GPSM1,0.9691634
HMMR,HMMR,0.9691533
G6PD,G6PD,0.9691414
MINDY3,MINDY3,0.9691411
ANO5,ANO5,0.9691317
SHCBP1,SHCBP1,0.96911895
GIPC2,GIPC2,0.96911424
FAM205C,FAM205C,0.96911126
NUB1,NUB1,0.96910155
ITIH1,ITIH1,0.96910095
RPS27L,RPS27L,0.9690883
SAMD4A,SAMD4A,0.9690851
SYNE1,SYNE1,0.9690851
TMEM50B,TMEM50B,0.9690832
SH3YL1,SH3YL1,0.9690738
FRMD8,FRMD8,0.9690545
SHARPIN,SHARPIN,0.9690521
SZRD1,SZRD1,0.96904796
PRAM1,PRAM1,0.9690442
ENTREP2,FAM189A1,0.9690395
CNIH4,CNIH4,0.969037
MTAP,MTAP,0.9690331
VSX1,VSX1,0.9690313
ADA,ADA,0.96903056
PIGG,PIGG,0.96902686
PITPNB,PITPNB,0.969015
ACAD11,ACAD11,0.9689947
NPNT,NPNT,0.96898586
ATP6V1G3,ATP6V1G3,0.9689841
CTNND2,CTNND2,0.96894014
BAMBI,BAMBI,0.96893156
AGAP1,AGAP1,0.9689295
GPALPP1,GPALPP1,0.9689232
VWA5A,VWA5A,0.9688847
ASNS,ASNS,0.96887857
BAG4,BAG4,0.96887785
CREBL2,CREBL2,0.9688645
PDIA6,PDIA6,0.968862
CEP131,CEP131,0.96885574
PIM2,PIM2,0.9688475
GABRR3,GABRR3,0.96884555
SEMA3F,SEMA3F,0.96883684
LRRTM4,LRRTM4,0.9688356
KCNJ13,KCNJ13,0.96882975
PAK4,PAK4,0.96882856
HAS3,HAS3,0.96880585
PSTPIP1,PSTPIP1,0.968803
SLC2A4RG,SLC2A4RG,0.96879876
KCTD5,KCTD5,0.9687944
NKAIN2,NKAIN1,0.96878785
RPS9,RPS9,0.96877825
HMG20B,HMG20B,0.9687544
