crab_eating_macaque gene name,rhesus_macaque gene name,correlation
REV3L,REV3L,0.99584234
ZNF600,ZNF600,0.99584186
MYH13,MYH13,0.99583405
IRAK1BP1,IRAK1BP1,0.9958327
KDM4B,KDM4B,0.99583215
TBC1D19,TBC1D19,0.99583155
IMPDH1,IMPDH1,0.9958303
SLC25A19,SLC25A19,0.9958285
ZNF148,ZNF148,0.9958275
BORCS7,BORCS7,0.99582297
HTR3A,HTR3A,0.9958215
RTF2,RTF2,0.995817
RNF17,RNF17,0.99581563
KCNG3,KCNG3,0.99581426
POGZ,POGZ,0.99581283
SLX4IP,SLX4IP,0.99581003
HVCN1,HVCN1,0.99580896
TACC3,TACC3,0.99580896
TTC29,TTC29,0.9958077
TYR,TYR,0.99580765
GEMIN2,GEMIN2,0.995804
NKX2-6,NKX2-6,0.9958039
CNOT6L,CNOT6L,0.99580246
ZC3H12A,ZC3H12A,0.9958021
TTC13,TTC13,0.99580127
GABRR2,GABRR1,0.9957996
SCAI,SCAI,0.9957972
PRKCB,PRKCB,0.99579495
SELENBP1,SELENBP1,0.9957909
RNF130,RNF130,0.9957904
CHAF1A,CHAF1A,0.9957799
RREB1,RREB1,0.9957799
CNIH1,CNIH1,0.9957792
TMEM135,TMEM135,0.9957769
SLC29A4,SLC29A4,0.99576956
TATDN1,TATDN1,0.99576753
MYL6B,MYL6B,0.99576443
RBM10,RBM10,0.99576414
ARPC2,ARPC2,0.9957627
TCF7L2,TCF7L2,0.9957596
AS3MT,AS3MT,0.9957566
FUT11,FUT11,0.99575645
TOMM20L,TOMM20L,0.995756
LRRC58,LRRC58,0.9957532
TRIM66,TRIM66,0.99575245
KLHDC8B,KLHDC8B,0.9957447
LUZP2,LUZP2,0.9957436
SGSM3,SGSM3,0.9957417
IGF2,IGF2,0.995737
KIF6,KIF6,0.9957363
BPNT1,BPNT1,0.9957352
MTF1,MTF1,0.9957345
MTRF1L,MTRF1L,0.99573416
RMI1,RMI1,0.9957314
FCAR,FCAR,0.99573094
MBNL2,MBNL2,0.9957302
UBAC2,UBAC2,0.9957294
PATE1,PATE1,0.99572724
SOCS2,SOCS2,0.99572647
GLB1L,GLB1L,0.9957259
NXN,NXN,0.9957246
MAP3K8,MAP3K8,0.99571705
NT5C3A,NT5C3A,0.99571675
RPF2,RPF2,0.9957135
AGTPBP1,AGTPBP1,0.99571
KCNMB3,KCNMB3,0.9957087
MGAT5B,MGAT5B,0.9957064
INPP5E,INPP5E,0.99570435
PAQR3,PAQR3,0.9957007
IFI44,IFI44,0.99569684
CFAP45,CFAP45,0.99569225
TSSC4,TSSC4,0.9956911
SERPINA2,SERPINA2,0.99569094
ADIPOQ,ADIPOQ,0.99568295
CYRIB,CYRIB,0.9956791
GPR153,GPR153,0.9956763
DTNBP1,DTNBP1,0.995674
CDC25B,CDC25B,0.9956709
REC114,REC114,0.9956675
MYL10,MYL10,0.99566627
TRBV9,TRBV9,0.99566495
COX3,COX3,0.99566066
BRCC3,BRCC3,0.9956588
SARS2,SARS2,0.9956556
SUFU,SUFU,0.99565387
DPH2,DPH2,0.995653
SLFN12L,SLFN12L,0.99565214
PSMD14,PSMD14,0.9956513
GCKR,GCKR,0.99565095
LEO1,LEO1,0.99565065
TRPC7,TRPC7,0.9956493
FAM47A,FAM47A,0.9956454
NBEAL2,NBEAL2,0.9956451
CD244,CD244,0.99564475
RNF121,RNF121,0.99563855
INHBA,INHBA,0.9956369
EHD1,EHD1,0.9956368
EEF1A1,EEF1A1,0.9956356
FPR2,FPR2,0.9956356
IFT56,IFT56,0.9956312
CCDC138,CCDC138,0.9956272
ORC4,ORC4,0.995627
GIMD1,GIMD1,0.99562496
DOK6,DOK6,0.9956232
DECR1,DECR1,0.9956197
UBA5,UBA5,0.99561775
PLD4,PLD4,0.9956175
PLA2G2F,PLA2G2F,0.9956118
RGS7BP,RGS7BP,0.99560887
PEG3,PEG3,0.99560493
BLK,BLK,0.99560475
DLX1,DLX1,0.99560267
AOPEP,AOPEP,0.9955994
MIGA1,MIGA1,0.9955912
MCM5,MCM5,0.99559003
PUM1,PUM1,0.99559
COPA,COPA,0.9955873
MBIP,MBIP,0.9955841
GCNT7,GCNT7,0.99557793
KNTC1,KNTC1,0.99557763
POLR2B,POLR2B,0.9955772
ADAMTS10,ADAMTS10,0.99557674
SAE1,SAE1,0.99557596
CCDC39,CCDC39,0.9955732
SLC7A14,SLC7A14,0.99556947
ARHGAP6,ARHGAP6,0.9955678
DDX55,DDX55,0.99556595
COL1A2,COL1A2,0.99556494
SH2D2A,SH2D2A,0.9955644
RSC1A1,RSC1A1,0.9955634
TNFRSF8,TNFRSF8,0.9955634
OGG1,OGG1,0.99556226
IMPDH,IMPDH2,0.9955583
GALNT2,GALNT2,0.9955556
KIFC3,KIFC3,0.9955548
ALG3,ALG3,0.9955539
BANP,BANP,0.99555194
DPY19L4,DPY19L4,0.9955513
MYADML2,MYADML2,0.99555117
PIR,PIR,0.9955488
RETREG2,RETREG2,0.995548
TCF12,TCF12,0.9955473
KIF4B,KIF4B,0.99554616
APOL4,APOL4,0.99554515
TRIM23,TRIM23,0.995545
FOXF1,FOXF1,0.9955443
ADAMTSL3,ADAMTSL3,0.995543
PTPN11,PTPN11,0.99554265
MAMLD1,MAMLD1,0.9955422
CYSTM1,CYSTM1,0.9955392
CADPS2,CADPS2,0.9955376
THBS3,THBS3,0.995537
DENND1B,DENND1B,0.9955351
NLRP5,NLRP5,0.99552894
RAG1,RAG1,0.9955289
ZCWPW1,ZCWPW1,0.9955282
MTMR2,MTMR2,0.99552786
NARS1,NARS1,0.99552643
USH2A,USH2A,0.9955253
SPOP,SPOP,0.995525
TTC8,TTC8,0.9955245
DDX20,DDX20,0.9955241
UBE2O,UBE2O,0.99552304
GALNT16,GALNT16,0.99552184
BRIP1,BRIP1,0.995521
THRB,THRB,0.9955206
RPL26,RPL26,0.995517
AFF3,AFF3,0.9955167
GPS1,GPS1,0.99551517
TMEM50A,TMEM50A,0.9955143
MAT1A,MAT1A,0.99551183
INSYN2A,INSYN2A,0.99551004
ACTMAP,ACTMAP,0.9955094
GUSB,GUSB,0.9955076
MAPRE2,MAPRE2,0.99550754
OTOA,OTOA,0.9955062
RIPOR3,RIPOR3,0.9955041
OPRL1,OPRL1,0.99550396
MAP3K20,MAP3K20,0.9955035
PTGER3,PTGER3,0.99549824
TMEM260,TMEM260,0.9954963
ENTPD3,ENTPD3,0.9954951
ACOX2,ACOX2,0.99549377
TASP1,TASP1,0.99549234
MMACHC,MMACHC,0.9954918
TRPM5,TRPM5,0.9954901
UBE2V2,UBE2V2,0.99548995
SEMA3E,SEMA3E,0.99548924
TFRC,TFRC,0.99548715
TET3,TET3,0.995483
TNNT2,TNNT2,0.9954828
ND6,ND6,0.995481
GFM2,GFM2,0.99548066
TMEM266,TMEM266,0.99547637
R3HDM2,R3HDM2,0.99547625
NSD3,NSD3,0.9954733
PAXIP1,PAXIP1,0.99547184
INTS8,INTS8,0.9954709
SMS,SMS,0.9954682
CHCHD10,CHCHD10,0.9954656
ANKRD13C,ANKRD13C,0.99546516
COPS3,COPS3,0.9954651
MS4A2,MS4A2,0.9954644
ZNF778,ZNF778,0.9954598
CORO7,CORO7,0.9954597
EDEM3,EDEM3,0.9954593
MYLK4,MYLK4,0.9954546
TMEM242,TMEM242,0.99545336
AKAP3,AKAP3,0.9954532
SAPCD1,SAPCD1,0.99545157
HNRNPU,HNRNPU,0.9954515
DNAJC6,DNAJC6,0.995451
ZNF395,ZNF395,0.99544823
NEURL4,NEURL4,0.9954412
NANOS3,NANOS3,0.9954396
HNF4G,HNF4G,0.995439
CD48,CD48,0.9954357
PDE3B,PDE3B,0.99543524
SLC45A4,SLC45A4,0.99543524
ZFAND2B,ZFAND2B,0.99542767
HLA-DRB5,MAMU-DRB1,0.9954226
CACNA1E,CACNA1E,0.9954158
CIAO1,CIAO1,0.9954133
SGF29,SGF29,0.99541134
CA3,CA3,0.99541116
HIBCH,HIBCH,0.99540985
LRPPRC,LRPPRC,0.9954092
TRGV10,TRGV10,0.9954085
CPT1B,CPT1B,0.99540776
OPN4,OPN4,0.99540776
SNX19,SNX19,0.9954044
COL23A1,COL23A1,0.9954032
ZAR1,ZAR1,0.9954008
FBXL5,FBXL5,0.9954
MEPE,MEPE,0.9953926
BPNT2,BPNT2,0.99539244
SNAP91,SNAP91,0.9953886
HEPACAM,HEPACAM,0.9953869
DOK5,DOK5,0.9953854
E2F7,E2F7,0.9953834
GRM3,GRM3,0.99538195
CEP170,CEP170,0.9953808
TIAM1,TIAM1,0.9953805
ACBD3,ACBD3,0.9953762
PDZRN3,PDZRN3,0.9953744
NAA30,NAA30,0.9953683
IGLV3-9,IGLV3-9,0.99536735
RAB37,RAB37,0.9953654
TOM1L2,TOM1L2,0.9953634
FFAR1,FFAR1,0.9953625
MLKL,MLKL,0.9953609
DMRTA2,DMRTA2,0.9953608
ADAM20,ADAM20,0.99535286
AHSA1,AHSA1,0.99535257
RGS12,RGS12,0.995348
EWSR1,EWSR1,0.99534726
ZFP37,ZFP37,0.995346
RAB2A,RAB2A,0.9953433
SACM1L,SACM1L,0.99534184
DDX47,DDX47,0.99534005
TEX38,TEX38,0.99533916
MASP1,MASP1,0.99533594
CCDC47,CCDC47,0.99533355
RGSL1,RGSL1,0.99533206
TMCO6,TMCO6,0.9953319
BSDC1,BSDC1,0.9953316
RGS22,RGS22,0.99533015
CNBD1,CNBD1,0.99532473
SYNGR4,SYNGR4,0.9953244
NUF2,NUF2,0.9953219
CYP24A1,CYP24A1,0.99531263
PTER,PTER,0.9953116
FAM171A1,FAM171A1,0.99531054
KCNK3,KCNK3,0.9953104
ZSCAN23,ZSCAN23,0.99530923
LRWD1,LRWD1,0.9953064
RFXANK,RFXANK,0.99530363
KCTD3,KCTD3,0.9953026
ESR2,ESR2,0.99529916
NFKBIL1,NFKBIL1,0.9952881
PPP1R11,PPP1R11,0.995285
CHST15,CHST15,0.9952846
FBXO36,FBXO36,0.99528396
HMX1,HMX1,0.9952818
ZMAT4,ZMAT4,0.9952767
VWA5B1,VWA5B1,0.9952749
THAP3,THAP3,0.99527365
TMX2,TMX2,0.9952705
ATP13A3,ATP13A3,0.9952699
GFPT2,GFPT2,0.9952693
SPDL1,SPDL1,0.99526864
KPNA4,KPNA4,0.9952676
ANKRD62,ANKRD62,0.9952674
ODR4,ODR4,0.9952654
RAE1,RAE1,0.9952628
EPB41L4B,EPB41L4B,0.99526256
NUP54,NUP54,0.9952603
SKIDA1,SKIDA1,0.99526024
CNTFR,CNTFR,0.9952582
RBP3,RBP3,0.9952527
DNAJC15,DNAJC15,0.99524903
HM13,HM13,0.99524903
ANXA6,ANXA6,0.995249
GOT1L1,GOT1L1,0.99524814
NAXD,NAXD,0.99524754
HPF1,HPF1,0.9952443
TSC22D1,TSC22D1,0.99524194
EIF3F,EIF3F,0.9952414
ZNF616,ZNF616,0.9952385
WBP2NL,WBP2NL,0.99523824
GPHN,GPHN,0.99523574
CPNE8,CPNE8,0.99523234
TCEANC2,TCEANC2,0.99522954
TIMM23,TIMM23,0.99522483
SCFD2,SCFD2,0.99522233
WDR11,WDR11,0.99522024
MRPL13,MRPL13,0.99521464
ND4,ND4,0.99521357
LATS1,LATS1,0.99521136
PRDX3,PRDX3,0.99520105
FSD1L,FSD1L,0.9951988
MIOS,MIOS,0.99519765
JAK1,JAK1,0.99519455
ERAL1,ERAL1,0.99519026
CELF2,CELF2,0.99517995
UBP1,UBP1,0.99517983
DACT1,DACT1,0.9951794
OR8H1,OR8H3,0.99517924
FFAR4,FFAR4,0.99517614
DDX49,DDX49,0.99517584
SAMD15,SAMD15,0.9951735
SPATA6L,SPATA6L,0.995173
RBMS2,RBMS2,0.99517256
SP4,SP4,0.9951697
BFSP1,BFSP1,0.99516743
CAMK2G,CAMK2G,0.99516594
MTIF2,MTIF2,0.9951651
ELK4,ELK4,0.995165
MMP21,MMP21,0.9951611
USP45,USP45,0.9951565
HMGCS2,HMGCS2,0.9951563
ZNF81,ZNF81,0.99515575
TGM6,TGM6,0.99514616
PIGO,PIGO,0.9951456
MTHFD1,MTHFD1,0.995142
ADSS2,ADSS2,0.99513984
LCTL,LCTL,0.99513817
RABEP1,RABEP1,0.9951377
GRIA4,GRIA4,0.9951329
TRIM45,TRIM45,0.9951312
PTGFRN,PTGFRN,0.9951311
DERL3,DERL3,0.99512565
DNAJA2,DNAJA2,0.9951244
GABRR3,GABRR3,0.9951213
NIF3L1,NIF3L1,0.99511737
GMPS,GMPS,0.9951172
SMCO2,SMCO2,0.9951172
CD80,CD80,0.99511683
FERMT3,FERMT3,0.9951134
TSEN54,TSEN54,0.9951096
ISX,ISX,0.995109
SMAD9,SMAD9,0.99510837
TTC39A,TTC39A,0.9951081
EFNB2,EFNB2,0.99510545
SNCB,SNCB,0.995105
DHRS7B,DHRS7B,0.99510485
PSMA8,PSMA8,0.9951039
RGS20,RGS20,0.9951034
ERBB2,ERBB2,0.99510306
CLEC6A,CLEC6A,0.99509907
GSTO2,GSTO2,0.9950973
CSMD3,CSMD3,0.99509484
ATP6V0D1,ATP6V0D1,0.99509287
MTFR1,MTFR1,0.9950912
RNF31,RNF31,0.99509066
ABI3BP,ABI3BP,0.9950902
KAT7,KAT7,0.99508876
P4HTM,P4HTM,0.995087
LMO3,LMO3,0.9950818
AMHR2,AMHR2,0.9950809
LDLR,LDLR,0.9950808
MST1,MST1,0.9950789
ENDOU,ENDOU,0.99507785
GNAI3,GNAI3,0.99507767
WDR64,WDR64,0.99507457
MLXIPL,MLXIPL,0.9950743
POLR3GL,POLR3GL,0.99506843
SLC5A12,SLC5A12,0.9950664
PNPLA1,PNPLA1,0.99506176
MRPL3,MRPL3,0.995058
RRAGC,RRAGC,0.995058
WDR74,WDR74,0.9950566
DCTN3,DCTN3,0.995055
LAT2,LAT2,0.99504364
ADAMTS8,ADAMTS8,0.99504244
C20orf96,C10H20orf96,0.9950416
CNGA1,CNGA1,0.99503964
YES1,YES1,0.9950373
RBM22,RBM22,0.9950359
RBM23,RBM23,0.9950345
SIRT5,SIRT5,0.99503225
SORT1,SORT1,0.9950291
POGLUT1,POGLUT1,0.9950248
CCDC136,CCDC136,0.9950245
OXA1L,OXA1L,0.9950228
RAB3IL1,RAB3IL1,0.9950226
STK38L,STK38L,0.99502164
TTLL6,TTLL6,0.9950194
BAIAP2,BAIAP2,0.9950188
PLA1A,PLA1A,0.9950176
PNKP,PNKP,0.9950114
CSAD,CSAD,0.9950092
SSBP2,SSBP2,0.9950085
FOSL2,FOSL2,0.99500847
PTBP2,PTBP2,0.99500835
PRSS56,PRSS56,0.99500465
NFATC4,NFATC4,0.9950043
KLKB1,KLKB1,0.9949996
PLXDC1,PLXDC1,0.99499905
CELA1,CELA1,0.9949984
CRABP1,CRABP1,0.99499375
SNAP47,SNAP47,0.9949901
EPHA1,EPHA1,0.994989
PIK3R4,PIK3R4,0.99498534
CARMIL1,CARMIL1,0.9949851
GRK3,GRK3,0.9949843
OPCML,OPCML,0.9949781
ZDHHC5,ZDHHC5,0.9949767
GPR107,GPR107,0.99497604
PDSS2,PDSS2,0.99497575
HAUS5,HAUS5,0.9949743
GIGYF1,GIGYF1,0.99497414
ZSWIM5,ZSWIM5,0.9949712
NSA2,NSA2,0.99496955
CIMAP3,CIMAP3,0.9949659
UBE2W,UBE2W,0.9949634
BOK,BOK,0.99496204
MGRN1,MGRN1,0.9949617
MEX3A,MEX3A,0.9949602
CCDC32,CCDC32,0.99496007
NBN,NBN,0.99495625
GPR142,GPR142,0.9949523
FHOD1,FHOD1,0.99494946
LIMD1,LIMD1,0.9949492
MADD,MADD,0.994947
PACS2,PACS2,0.99494404
TSHZ2,TSHZ2,0.9949429
TFG,TFG,0.9949428
CELF3,CELF3,0.9949403
AZIN1,AZIN1,0.9949399
BPIFB4,BPIFB4,0.9949379
PRRT1B,PRRT1B,0.9949379
HNF1B,HNF1B,0.9949303
UCK2,UCK2,0.99493027
TDRP,TDRP,0.9949231
HCK,HCK,0.994918
TMPRSS7,TMPRSS7,0.9949165
LRIG2,LRIG2,0.99491614
GART,GART,0.9949154
ACAD9,ACAD9,0.99491304
SV2B,SV2B,0.99491256
MED6,MED6,0.9949117
GTF3C2,GTF3C2,0.99491054
LARP1B,LARP1B,0.9949074
ATF7IP2,ATF7IP2,0.99490494
HOPX,HOPX,0.99490374
PTPRT,PTPRT,0.9949018
CHSY1,CHSY1,0.9949001
EPB42,EPB42,0.994899
CORO1C,CORO1C,0.99489874
MGAT4C,MGAT4C,0.9948983
HAUS8,HAUS8,0.9948945
ZC3H3,ZC3H3,0.994893
PSMF1,PSMF1,0.99489295
NUCB2,NUCB2,0.9948926
EXOC5,EXOC5,0.9948916
DESI2,DESI2,0.9948876
PSMD4,PSMD4,0.99488354
NTNG1,NTNG1,0.9948831
TTC12,TTC12,0.9948812
S1PR1,S1PR1,0.99488056
EED,EED,0.9948774
PPEF2,PPEF2,0.9948734
SLC12A2,SLC12A2,0.99487257
LGALS3,LGALS3,0.9948698
USP50,USP50,0.9948656
GYG1,GYG1,0.9948645
ECHDC1,ECHDC1,0.9948627
SLC22A2,SLC22A2,0.9948627
TAB1,TAB1,0.9948623
KLHDC1,KLHDC1,0.99486184
PNLIP,PNLIP,0.9948611
ARMC6,ARMC6,0.9948579
GRIN2D,GRIN2D,0.9948577
PPP3CB,PPP3CB,0.9948567
IER3,IER3,0.99485636
SNX25,SNX25,0.99485207
CCRL2,CCRL2,0.99485147
INKA2,INKA2,0.99485135
FOXN2,FOXN2,0.9948468
FCRL1,FCRL1,0.9948462
GMIP,GMIP,0.9948445
HEATR9,HEATR9,0.9948435
EFCAB5,EFCAB5,0.99484336
LRRC34,LRRC34,0.9948427
TREM2,TREM2,0.9948406
SNX8,SNX8,0.99483323
KCNQ3,KCNQ3,0.99483275
LHX4,LHX4,0.99483085
UBR2,UBR2,0.9948291
ARHGAP10,ARHGAP10,0.99482775
KMT5B,KMT5B,0.99482733
LRRC41,LRRC41,0.99482733
RUSC2,RUSC2,0.99482626
OR52K1,OR52K1,0.99482507
TMPRSS6,TMPRSS6,0.9948249
STK40,STK40,0.9948209
TMEM255A,TMEM255A,0.9948186
TTLL7,TTLL7,0.9948178
IFT70B,IFT70B,0.9948163
SPART,SPART,0.99481505
TF,TF,0.994815
PLIN5,PLIN5,0.9948105
RPRD1A,RPRD1A,0.9948103
SLC5A6,SLC5A6,0.9948094
CDS2,CDS2,0.9948042
RPS27,RPS27L,0.994803
DGKQ,DGKQ,0.994798
GPR137B,GPR137B,0.9947978
ACTL6A,ACTL6A,0.9947977
ASNS,ASNS,0.9947947
TARDBP,TARDBP,0.99479425
CHMP5,CHMP5,0.99479127
SPTLC2,SPTLC2,0.9947912
CST9L,CST9L,0.99479073
C4orf17,C5H4orf17,0.9947883
PHKB,PHKB,0.9947736
CNTRL,CNTRL,0.9947727
SVOP,SVOP,0.9947718
TPP2,TPP2,0.9947674
PRKCD,PRKCD,0.9947671
LHFPL5,LHFPL5,0.9947667
CDC25C,CDC25C,0.99476504
SULT1C2,SULT1C2,0.9947637
SLC8A3,SLC8A3,0.99475926
CASP12,CASP12,0.99475867
HRG,HRG,0.99475765
SOCS7,SOCS7,0.9947563
RBM42,RBM42,0.9947557
TMEM63C,TMEM63C,0.9947546
SYNCRIP,SYNCRIP,0.9947533
ABHD5,ABHD5,0.99475205
MTRFR,MTRFR,0.99475205
MTMR4,MTMR4,0.9947506
IQGAP1,IQGAP1,0.99474853
SIRPB2,SIRPB2,0.9947428
CYP2A24,CYP2A24,0.99474
RASGEF1A,RASGEF1A,0.9947374
CHKA,CHKA,0.99473536
ZNF487,ZNF487,0.99472564
MAP3K1,MAP3K1,0.99472463
WNT9B,WNT9B,0.99472296
TLDC2,TLDC2,0.99472076
NEDD9,NEDD9,0.9947195
TRMT2B,TRMT2B,0.9947184
IQGAP2,IQGAP2,0.99471784
ANKRD6,ANKRD6,0.99471384
KRT5,KRT5,0.9947138
FGD2,FGD2,0.9947135
XPNPEP3,XPNPEP3,0.99471164
SLC12A9,SLC12A9,0.99471104
KCP,KCP,0.9947094
TUBGCP2,TUBGCP2,0.9947056
TMEM131,TMEM131,0.9947053
CCDC150,CCDC150,0.99470043
EFNB1,EFNB1,0.9946961
ZPR1,ZPR1,0.99469405
ASCC1,ASCC1,0.9946924
RBBP8,RBBP8,0.9946919
ADK,ADK,0.9946917
SYNE1,SYNE1,0.99468565
CRY2,CRY2,0.9946852
FDFT1,FDFT1,0.9946836
CDH15,CDH15,0.9946794
ABCC1,ABCC1,0.9946793
CSF1,CSF1,0.9946792
C1QTNF1,C1QTNF1,0.9946768
JAKMIP3,JAKMIP3,0.9946725
FAM3C,FAM3C,0.9946713
RNASEH1,RNASEH1,0.9946704
TTLL11,TTLL11,0.9946621
JADE1,JADE1,0.99465936
ND1,ND1,0.99465865
RAD23A,RAD23A,0.99465764
SERPINA3,SERPINA3,0.9946573
PGM2L1,PGM2L1,0.99465203
ADAM23,ADAM23,0.9946467
ABCF1,ABCF1,0.9946427
PIF1,PIF1,0.99463946
KIAA1671,KIAA1671,0.9946377
NFE2L2,NFE2L2,0.9946341
IKBKG,IKBKG,0.9946319
SLCO1B3,SLCO1B3,0.9946313
GATM,GATM,0.99463123
DNMT3B,DNMT3B,0.9946265
A4GALT,A4GALT,0.9946258
PNLIPRP1,PNLIPRP1,0.9946211
AZGP1,AZGP1,0.99461204
SUPT3H,SUPT3H,0.9946098
SFSWAP,SFSWAP,0.9946093
SPAST,SPAST,0.9946076
TMEM95,TMEM95,0.9946076
LZTS1,LZTS1,0.99460435
RNF216,RNF216,0.9946025
KDM5A,KDM5A,0.994598
PSMC3,PSMC3,0.99459374
JCAD,JCAD,0.9945909
PLTP,PLTP,0.99458975
COPS2,COPS2,0.9945857
LMBR1,LMBR1,0.9945826
TPT1,TPT1,0.9945777
RASGRP4,RASGRP4,0.9945699
PPARD,PPARD,0.99456817
VAV2,VAV2,0.9945653
TMEM209,TMEM209,0.9945643
RCC1L,RCC1L,0.99455994
PUS7,PUS7,0.9945579
KLRD1,KLRD1,0.99455786
EBF4,EBF4,0.9945568
ACKR1,ACKR1,0.99455655
C1orf94,C1H1orf94,0.9945558
SIPA1L1,SIPA1L1,0.99454904
FLNA,FLNA,0.994547
POLR3F,POLR3F,0.9945463
TOX2,TOX2,0.99454504
USP11,USP11,0.99454415
ZNF83,ZNF83,0.99453783
IL12RB1,IL12RB1,0.99453664
NELFCD,NELFCD,0.9945352
ADAD2,ADAD2,0.99453497
MRPL43,MRPL43,0.9945345
CCDC154,CCDC154,0.9945308
ARPP21,ARPP21,0.99452466
CASP3,CASP3,0.9945203
GNRH2,GNRH2,0.99451655
AIRIM,AIRIM,0.99451375
WDR73,WDR73,0.99451125
NAA10,NAA10,0.99450034
TMEM198,TMEM198,0.9944978
SIPA1L2,SIPA1L2,0.99449736
BTD,BTD,0.994495
ARID3A,ARID3A,0.9944933
SCYL2,SCYL2,0.99449176
WDR45B,WDR45B,0.9944891
PTDSS1,PTDSS1,0.9944862
TMEM109,TMEM109,0.994482
MTFR1L,MTFR1L,0.99448
SLC28A2,SLC28A2,0.9944758
HSPBP1,HSPBP1,0.99447435
ZNF879,ZNF354C,0.99447334
CSTL1,CSTL1,0.99447143
IRF5,IRF5,0.99447083
PRDX4,PRDX4,0.9944706
MED30,MED30,0.9944704
XRCC3,XRCC3,0.9944675
ME1,ME1,0.9944674
RNF115,RNF115,0.9944632
ZPLD1,ZPLD1,0.9944449
DGKD,DGKD,0.9944417
PRR13,PRR13,0.99444026
MYO1H,MYO1H,0.9944374
COMMD1,COMMD1,0.99443597
DRD2,DRD2,0.99443495
SAMD12,SAMD12,0.99443024
RSRC2,RSRC2,0.994429
PFKFB4,PFKFB4,0.99442816
PVR,PVR,0.9944269
SRR,SRR,0.9944252
PRELID3B,PRELID3B,0.994424
IFT46,IFT46,0.99442333
RBM8A,RBM8A,0.9944217
GK3,GK3,0.9944213
CFTR,CFTR,0.9944183
FRZB,FRZB,0.99441534
TTC5,TTC5,0.9944151
ARHGAP19,ARHGAP19,0.9944141
SLC39A11,SLC39A11,0.994405
SYNDIG1L,SYNDIG1L,0.99440396
GRAMD2B,GRAMD2B,0.9944025
TENM1,TENM1,0.9944025
ITPRID2,ITPRID2,0.9943974
BTLA,BTLA,0.99439394
CFLAR,CFLAR,0.99438846
CETP,CETP,0.9943864
IGLV4-69,IGLV4-69,0.99438137
TCL1B,TCL1B,0.9943735
SAMD14,SAMD14,0.99437165
TFIP11,TFIP11,0.99437046
P2RY13,P2RY13,0.9943703
ZNF100,ZNF43,0.9943689
PALM2AKAP2,PALM2AKAP2,0.9943682
ADGRA1,ADGRA1,0.99436754
NCOA6,NCOA6,0.9943669
CTSO,CTSO,0.99436456
CRTAP,CRTAP,0.99436367
PGPEP1,PGPEP1,0.99436045
SERPINB1,SERPINB1,0.9943572
YTHDF2,YTHDF2,0.99435526
RMDN1,RMDN1,0.9943532
PSMC1,PSMC1,0.9943502
TAPBP,TAPBP,0.9943493
MRPS7,MRPS7,0.99434817
ARHGAP1,ARHGAP1,0.9943432
SLC40A1,SLC40A1,0.9943422
KREMEN1,KREMEN1,0.99433804
CXCR1,CXCR1,0.994338
EYA3,EYA3,0.99433386
KLK3,KLK3,0.9943331
SPRYD3,SPRYD3,0.9943331
NDUFAF1,NDUFAF1,0.99433255
SFTPD,SFTPD,0.9943296
MFAP1,MFAP1,0.9943273
ZSWIM6,ZSWIM6,0.99432635
CYP2A23,CYP2A29,0.99431485
MCCC2,MCCC2,0.99431235
OXTR,OXTR,0.9943092
UTP11,UTP11,0.9943044
BAP1,BAP1,0.9943033
RCHY1,RCHY1,0.9943022
NAP1L4,NAP1L4,0.9943015
HSDL1,HSDL1,0.99429953
CLEC1A,CLEC1A,0.99429905
NTRK2,NTRK2,0.99429876
STRIP1,STRIP1,0.99429655
FBXO21,FBXO21,0.99429476
ACBD6,ACBD6,0.9942907
DNAJC18,DNAJC18,0.9942891
RFT1,RFT1,0.9942884
GORAB,GORAB,0.9942879
AQP4,AQP4,0.9942867
PDE10A,PDE10A,0.9942841
TMPPE,TMPPE,0.99428153
CIMIP4,CIMIP4,0.99427897
SRF,SRF,0.9942782
CLEC2D,CLEC2D,0.99427557
RIOK2,RIOK2,0.9942755
SLC30A6,SLC30A6,0.99427384
GLOD5,GLOD5,0.99426395
DMGDH,DMGDH,0.9942623
QDPR,QDPR,0.9942619
ANGEL1,ANGEL1,0.9942586
SCAMP1,SCAMP1,0.9942582
ZCCHC8,ZCCHC8,0.99425626
ZNF680,ZNF680,0.9942562
SPANXN3,SPANXN2,0.99425566
UBTD2,UBTD2,0.9942544
PRPSAP2,PRPSAP2,0.99425423
SLCO4A1,SLCO4A1,0.9942528
RMND1,RMND1,0.9942454
FRMPD2,FRMPD2,0.9942417
DNASE1,DNASE1,0.99423873
AMBP,AMBP,0.9942371
LDLRAD3,LDLRAD3,0.9942354
CALB2,CALB2,0.9942347
CDC40,CDC40,0.99423444
GNAO1,GNAO1,0.99423367
MRPL32,MRPL32,0.9942324
EMC10,EMC10,0.9942323
INS,INS,0.9942279
IL1R1,IL1R1,0.9942268
FAM162B,FAM162B,0.99422187
KMO,KMO,0.9942188
HNRNPUL1,HNRNPUL1,0.99421793
TRIM10,TRIM10,0.9942176
STIP1,STIP1,0.9942133
TESC,TESC,0.9942131
ILK,ILK,0.994208
LIN7C,LIN7C,0.99420506
ACOT7,ACOT7,0.9942026
GAD2,GAD2,0.9942016
MAGED2,MAGED2,0.99419975
ZNF619,ZNF619,0.9941955
BAIAP2L1,BAIAP2L1,0.9941929
SMAD7,SMAD7,0.9941927
GULP1,GULP1,0.99418586
