gorillas gene name,rhesus_macaques gene name,correlation
PTBP2,PTBP2,0.9919894
HRG,HRG,0.9919892
DCST1,DCST1,0.9919888
DEFB134,DEFB134,0.9919865
NRG1,NRG1,0.99198633
MYLK,MYLK,0.99198467
OR7C1,OR7C1,0.9919789
TCAF1,TCAF1,0.9919766
TMPRSS11D,TMPRSS11D,0.9919748
SMARCAL1,SMARCAL1,0.99197114
LRIT3,LRIT3,0.9919675
BIRC2,BIRC2,0.99196374
ASAH2,ASAH2,0.99195844
XPA,XPA,0.9919578
TC2N,TC2N,0.9919527
TRAK2,TRAK2,0.991951
TMEM87B,TMEM87B,0.99194944
CYP26B1,CYP26B1,0.99194545
SPATA22,SPATA22,0.99194187
GCLM,GCLM,0.9919389
CCDC180,CCDC180,0.9919372
YWHAB,YWHAZ,0.9919372
ACTB,ACTG1,0.99193543
RGL3,RGL3,0.99193454
CBY3,CBY3,0.99192774
RAC3,RAC3,0.9919224
RALY,RALY,0.9919215
EVI2A,EVI2A,0.9919208
SSR3,SSR3,0.9919165
TIAL1,TIAL1,0.9919105
ECI2,ECI2,0.9919028
LCORL,LCORL,0.9918996
TRMT2A,TRMT2A,0.99189305
C17orf80,MTNAP1,0.9918905
ABHD16A,ABHD16A,0.9918879
DLK1,DLK1,0.99188626
GIPR,GIPR,0.99188626
CCDC137,CCDC137,0.99188596
MED13L,MED13L,0.9918855
SFXN3,SFXN3,0.99188155
ADGRG5,ADGRG5,0.99188024
ZMYND15,ZMYND15,0.99187714
TRMT2B,TRMT2B,0.9918708
REM1,REM1,0.99187046
SMPD1,SMPD1,0.9918703
AUTS2,AUTS2,0.99186903
CIB1,CIB1,0.99186814
STARD3NL,STARD3NL,0.991858
KLRG1,KLRG1,0.99185777
MAP3K6,MAP3K6,0.99185103
SLC25A3,SLC25A3,0.99184716
ACADVL,ACADVL,0.9918369
TMEM265,TMEM265,0.99183565
ND1,ND1,0.9918355
MMP28,MMP28,0.9918344
RNF113B,RNF113B,0.9918344
TEX26,TEX26,0.9918296
LMNTD1,LMNTD1,0.99182725
FMO4,FMO4,0.99182713
ZNF567,ZNF567,0.99182224
WSCD1,WSCD1,0.99182093
CXCL10,CXCL10,0.9918209
ST6GAL2,ST6GAL2,0.9918199
MARVELD2,MARVELD2,0.9918191
PEBP4,PEBP4,0.9918172
SCN3B,SCN3B,0.9918154
SEMA6A,SEMA6A,0.9918146
ZNF454,ZNF354C,0.9918141
TREH,TREH,0.99180984
ZNF133,ZNF133,0.9918084
SUMF1,SUMF1,0.9918061
NAT16,NAT16,0.9918036
PLEKHA4,PLEKHA4,0.991803
STX8,STX8,0.99179876
SLC9C1,SLC9C1,0.9917932
NGEF,NGEF,0.99179083
VAT1,VAT1,0.99178845
IL20RA,IL20RA,0.9917881
UMOD,UMOD,0.9917869
OR6B2,OR6B3,0.9917866
UIMC1,UIMC1,0.99178284
BRSK1,BRSK1,0.99177766
CHAT,CHAT,0.99177015
IFI44,IFI44,0.99176973
DDR1,DDR1,0.9917675
NUTM1,NUTM1,0.99176687
HTR2A,HTR2A,0.99176395
OR2D3,OR2D3,0.9917637
CFAP161,CFAP161,0.99176323
CLDND2,CLDND2,0.9917605
CD46,CD46,0.99174905
CCR5,CCR5,0.99174535
SREBF2,SREBF2,0.99174535
RPL27A,RPL27A,0.99174476
SLC36A3,SLC36A3,0.9917435
RNF215,RNF215,0.9917429
TRIM4,TRIM4,0.99173045
ACADSB,ACADSB,0.99172896
PEX1,PEX1,0.99172884
MAD2L2,MAD2L2,0.99172723
OR2L3,OR2L2,0.9917265
PLAAT5,PLAAT5,0.99171966
ZNF441,ZNF627,0.99171937
LRRC17,LRRC17,0.99171853
STIP1,STIP1,0.99171776
TTLL4,TTLL4,0.9917168
MBIP,MBIP,0.99171364
IGFBPL1,IGFBPL1,0.99170953
PI3,PI3,0.9917033
RASL12,RASL12,0.99170315
JKAMP,JKAMP,0.99170023
WIPF2,WIPF2,0.99169713
PLEKHB1,PLEKHB1,0.9916921
RPL18,RPL18,0.9916883
STK40,STK40,0.9916858
C3orf33,C2H3orf33,0.9916848
TMOD3,TMOD3,0.9916841
ZNF132,ZNF132,0.9916827
RSPH6A,RSPH6A,0.9916732
JTB,JTB,0.99167305
ETV3,ETV3,0.99166673
SFRP4,SFRP4,0.9916579
PLSCR5,PLSCR5,0.99165213
SRI,SRI,0.9916448
KCNN4,KCNN4,0.99164134
KITLG,KITLG,0.991641
CPT1B,CPT1B,0.99163955
NEO1,NEO1,0.99163723
FMN1,FMN1,0.991629
QTRT2,QTRT2,0.9916279
LATS2,LATS2,0.9916257
SLCO1A2,SLCO1A2,0.9916201
STAB2,STAB2,0.99161536
ATP6V1E1,ATP6V1E1,0.9916112
SRCIN1,SRCIN1,0.9916073
LSM4,LSM4,0.99160355
DOLPP1,DOLPP1,0.9916027
TSBP1,TSBP1,0.99160177
CCDC27,CCDC27,0.99160135
PODNL1,PODNL1,0.9915992
UBE2Q1,UBE2Q1,0.99159884
HIGD1C,HIGD1C,0.9915934
PON3,PON3,0.9915928
MGAT4A,MGAT4A,0.9915925
SLC25A21,SLC25A21,0.99158555
SLC12A8,SLC12A8,0.9915811
PHGR1,PHGR1,0.9915761
CLSTN2,CLSTN2,0.99157214
UGT3A2,UGT3A1,0.99157095
LMNA,LMNA,0.991564
ACSM1,ACSM1,0.9915614
CFAP43,CFAP43,0.99156
PRAM1,PRAM1,0.9915507
MFAP1,MFAP1,0.9915484
ABCB8,ABCB8,0.9915442
TMEM126A,TMEM126A,0.9915441
SALL4,SALL4,0.9915432
TERT,TERT,0.99153906
NDUFAF8,NDUFAF8,0.99153817
BIN2,BIN2,0.9915352
LGI1,LGI1,0.9915334
SLC33A1,SLC33A1,0.9915302
NOP53,NOP53,0.9915289
ZNF474,ZNF474,0.9915269
FAM240A,FAM240A,0.99152076
EYA3,EYA3,0.9915183
LRRC31,LRRC31,0.99151427
NDUFA1,NDUFA1,0.991512
SLIT1,SLIT1,0.991509
CCPG1,CCPG1,0.9915066
LRP8,LRP8,0.9914972
LRP11,LRP11,0.99149406
MON1A,MON1A,0.99149156
TTLL5,TTLL5,0.9914906
TRO,TRO,0.9914877
ARMC9,ARMC9,0.9914872
SAPCD1,SAPCD1,0.9914751
PAX4,PAX4,0.99146795
MLXIPL,MLXIPL,0.9914678
CST7,CST7,0.9914625
RGMB,RGMB,0.9914592
MMP13,MMP13,0.99145865
TATDN1,TATDN1,0.9914558
ERMAP,ERMAP,0.99145025
SLC38A8,SLC38A8,0.991449
P2RY13,P2RY13,0.9914484
PRKAG2,PRKAG2,0.9914467
KCNK7,KCNK7,0.99144477
ZNF808,ZNF808,0.9914437
NCK1,NCK1,0.99144244
GZF1,GZF1,0.9914376
RBM47,RBM47,0.9914333
ZNF518A,ZNF518A,0.9914333
MUSK,MUSK,0.9914241
PIAS1,PIAS1,0.9914227
SLC45A1,SLC45A1,0.9914173
ADGRL1,ADGRL1,0.9914158
ZMAT1,ZMAT1,0.99141264
HEG1,HEG1,0.99140954
ADGRE2,ADGRE2,0.9914055
KLHL20,KLHL20,0.99140054
PROC,PROC,0.991399
SNRNP200,SNRNP200,0.99138755
CCL22,CCL22,0.9913846
PRR13,PRR13,0.9913834
ARHGAP4,ARHGAP4,0.9913767
IL15,IL15,0.9913754
TRIM11,TRIM11,0.9913738
SLC5A2,SLC5A2,0.99136627
TULP2,TULP2,0.99136496
LIPG,LIPG,0.9913571
PCYOX1,PCYOX1,0.9913549
TPRN,TPRN,0.9913527
GSTM4,GSTM5,0.9913515
HSPA4,HSPA4,0.9913507
DNASE1L3,DNASE1L3,0.9913485
ANO1,ANO1,0.9913465
BRPF1,BRPF1,0.99134177
NAGPA,NAGPA,0.9913383
APBB1,APBB1,0.99133754
DCBLD1,DCBLD1,0.9913325
CAPN15,CAPN15,0.9913299
ADM,ADM,0.9913212
INSR,INSR,0.9913196
SPATA4,SPATA4,0.9913068
ELL2,ELL2,0.99130535
SH3D21,SH3D21,0.99130493
MRPL22,MRPL22,0.9913045
ZNF593,ZNF593,0.99130446
CCDC112,CCDC112,0.9912956
SLC25A19,SLC25A19,0.99128675
PCSK7,PCSK7,0.9912853
HEMK1,HEMK1,0.9912845
RAVER2,RAVER2,0.9912835
TSKS,TSKS,0.9912798
KLHDC3,KLHDC3,0.99127966
AMD1,AMD1,0.9912785
DDC,DDC,0.99127656
RNF25,RNF25,0.99127513
CTSA,CTSA,0.9912737
NDUFB3,NDUFB3,0.99127334
SH3TC2,SH3TC2,0.99127287
C8orf90,C8orf90,0.9912641
RELN,RELN,0.991264
PRDM15,PRDM15,0.99126387
SPSB4,SPSB4,0.9912632
CNPY4,CNPY4,0.9912615
ZNF574,ZNF574,0.99125767
TRIM10,TRIM10,0.9912565
ZC2HC1A,ZC2HC1A,0.9912543
TRGV9,TRGV9,0.99125093
ND4,ND4,0.99125004
SYT9,SYT9,0.99124616
UFD1,UFD1,0.99124503
NBL1,NBL1,0.9912432
ADCY7,ADCY7,0.9912412
SLC52A1,SLC52A1,0.99123454
RXFP1,RXFP1,0.99122715
ACVR1C,ACVR1C,0.991222
SNED1,SNED1,0.9912219
LARP1,LARP1,0.99122095
HTRA3,HTRA3,0.99121606
CEP170,CEP170,0.9912052
VASH1,VASH1,0.9912048
PATZ1,PATZ1,0.9912039
GATAD2A,GATAD2A,0.9912036
SLC31A2,SLC31A2,0.9912017
ACSF3,ACSF3,0.9911978
SHE,SHE,0.9911967
ZNF592,ZNF592,0.9911882
ZFP69,ZFP69B,0.99118793
C10orf120,C9H10orf120,0.99118775
TMEM275,TMEM275,0.991186
OAT,OAT,0.9911852
FER1L6,FER1L6,0.99118435
UCN,UCN,0.99118257
ANXA5,ANXA5,0.99117965
SYT16,SYT16,0.9911768
NSMF,NSMF,0.9911729
WBP4,WBP4,0.9911722
FPR1,FPR1,0.99116695
MARCHF6,MARCHF6,0.9911638
RAB41,RAB41,0.9911599
TRGV10,TRGV10,0.9911571
PTH2,PTH2,0.991157
FCRL5,FCRL5,0.9911545
RAB11FIP4,RAB11FIP4,0.991154
MGMT,MGMT,0.99115115
WNT9A,WNT9A,0.9911458
SPEG,SPEG,0.99113905
CCDC59,CCDC59,0.99113446
CD6,CD6,0.99113274
HBQ1,HBQ1,0.9911322
CMIP,CMIP,0.99113184
FSHB,FSHB,0.99113166
CCDC182,CCDC182,0.99112475
EYA2,EYA2,0.9911202
POLD3,POLD3,0.99112016
UBTD2,UBTD2,0.9911187
GIMAP6,GIMAP6,0.99111706
LDLR,LDLR,0.99111426
SLC46A2,SLC46A2,0.9911132
DAW1,DAW1,0.99110764
GJA3,GJA3,0.9911061
SUN3,SUN3,0.9911036
USP48,USP48,0.9911032
MBOAT7,MBOAT7,0.9911019
CYB5B,CYB5B,0.9911004
IL1RL2,IL1RL2,0.9910953
GRPEL2,GRPEL2,0.99108773
IWS1,IWS1,0.9910876
MBL2,MBL2,0.991086
ELAC2,ELAC2,0.9910832
PPP2R2D,PPP2R2D,0.99108136
CHKB,CHKB,0.99107975
SCUBE2,SCUBE2,0.9910731
MOSPD3,MOSPD3,0.9910709
COX20,COX20,0.9910704
CHIT1,CHIT1,0.9910699
LMAN1L,LMAN1L,0.9910693
DLAT,DLAT,0.9910662
ASGR2,ASGR2,0.9910645
RNF227,RNF227,0.99106014
PAMR1,PAMR1,0.9910592
CCDC200,CCDC200,0.99105805
PIWIL3,PIWIL3,0.99105346
RPRD2,RPRD2,0.99104893
DHDDS,DHDDS,0.99104655
RUNX1,RUNX1,0.99104553
CHRNA3,CHRNA3,0.9910442
COL4A3,COL4A3,0.9910432
ZFP36L2,ZFP36L2,0.991043
STPG4,STPG4,0.9910427
HSDL1,HSDL1,0.9910401
MRLN,MRLN,0.99103856
DPM1,DPM1,0.9910385
PTGDR,PTGDR,0.9910282
CLEC1B,CLEC1B,0.9910248
PIR,PIR,0.9910207
SUGT1,SUGT1,0.9910179
KPTN,KPTN,0.99101305
NBN,NBN,0.9910124
HIC1,HIC1,0.99101084
SEC24A,SEC24A,0.99101055
TOGARAM2,TOGARAM2,0.99101007
DHRS13,DHRS13,0.9910064
LANCL3,LANCL3,0.99100626
LTF,LTF,0.9910037
WFDC1,WFDC1,0.99100345
BASP1,BASP1,0.99099696
PRPF6,PRPF6,0.99099576
XRCC6,XRCC6,0.9909925
OGFOD1,OGFOD1,0.99099225
SLC3A2,SLC3A2,0.99099004
RPTOR,RPTOR,0.9909859
SAMD10,SAMD10,0.99098325
RALGDS,RALGDS,0.990983
MYH11,MYH9,0.99097925
VWC2,VWC2,0.9909782
KREMEN1,KREMEN1,0.9909765
SLA,SLA,0.9909691
HOXB8,HOXB8,0.99096316
EDNRA,EDNRA,0.99095595
RIPK4,RIPK4,0.9909521
TESK2,TESK2,0.9909521
OLFML2A,OLFML2A,0.9909518
ADRA1D,ADRA1D,0.9909498
INAVA,INAVA,0.99094486
VILL,VILL,0.9909401
TEDC1,TEDC1,0.99093413
TMEM74B,TMEM74B,0.99093306
ZNF708,ZNF708,0.99092954
BNIPL,BNIPL,0.9909264
ZNF701,ZNF701,0.9909252
ATP5PF,ATP5PF,0.99092305
NTNG2,NTNG2,0.99092215
FAM135A,FAM135A,0.9909208
B4GALT2,B4GALT2,0.9909206
GRID2,GRID2,0.9909038
EIF3M,EIF3M,0.9909021
PIGO,PIGO,0.9909006
WNT9B,WNT9B,0.9908932
TAF6L,TAF6L,0.9908888
CLCN1,CLCN1,0.99088794
VRK2,VRK2,0.9908878
ENKUR,ENKUR,0.9908857
GANAB,GANAB,0.9908847
CRPPA,CRPPA,0.99088275
BCAT1,BCAT1,0.9908827
CD2,CD2,0.9908802
NKX2-3,NKX2-3,0.99087465
SH3D19,SH3D19,0.9908711
OLA1,OLA1,0.9908627
EXOC6B,EXOC6B,0.99085945
ARL11,ARL11,0.9908592
AUNIP,AUNIP,0.9908578
COX6A1,COX6A1,0.99085766
MYB,MYB,0.99085474
ANO7,ANO7,0.9908452
SMAD3,SMAD3,0.9908433
SLC47A2,SLC47A2,0.99084204
AQP2,AQP2,0.9908344
NUDT22,NUDT22,0.9908309
SIRT7,SIRT7,0.9908292
ATF7IP2,ATF7IP2,0.9908247
CD300E,CD300E,0.99082184
DDX51,DDX51,0.99082184
FBF1,FBF1,0.9908205
VDAC3,VDAC3,0.9908131
HINT2,HINT2,0.99081075
MPPE1,MPPE1,0.9908005
TECRL,TECRL,0.99079937
RAP1B,RAP1B,0.9907905
SLC9A6,SLC9A6,0.99078953
IGFBP2,IGFBP2,0.99078816
RGS7,RGS7,0.990783
PSMD4,PSMD4,0.9907774
ZNF579,ZNF579,0.990776
PNPLA1,PNPLA1,0.9907736
SCARA5,SCARA5,0.99077296
PGM2L1,PGM2L1,0.99077123
RCSD1,RCSD1,0.9907661
KCNQ1,KCNQ1,0.99076587
DNAAF1,DNAAF1,0.9907563
C2orf50,C13H2orf50,0.9907537
KNSTRN,KNSTRN,0.99075246
DCLRE1C,DCLRE1C,0.990752
PDCD7,PDCD7,0.99075055
FHL3,FHL3,0.99074847
ZNF385C,ZNF385C,0.99074674
PALMD,PALMD,0.9907465
CLU,CLU,0.9907438
MAPKAP1,MAPKAP1,0.99073994
YBX1,YBX1,0.9907362
CEP70,CEP70,0.99073523
FAM47B,FAM47B,0.9907347
PEAK3,PEAK3,0.9907343
ODAM,ODAM,0.9907304
IRAK1,IRAK1,0.99072236
SMIM9,SMIM9,0.99072117
EPM2A,EPM2A,0.9907191
YBX2,YBX2,0.99071693
MOSPD1,MOSPD1,0.9907152
TOP2B,TOP2B,0.9907136
ZMYM3,ZMYM3,0.9907134
C1QC,C1QC,0.9907022
GFPT2,GFPT2,0.99069744
CYP2C9,CYP2C19,0.9906946
RPL22L1,RPL22L1,0.990694
RIMS1,RIMS1,0.9906934
SLC35F2,SLC35F2,0.99069184
LYPD3,LYPD3,0.9906915
GABRG1,GABRG2,0.9906912
TBCC,TBCC,0.9906863
FARP2,FARP2,0.9906826
NDRG4,NDRG4,0.99068147
IGSF1,IGSF1,0.99067575
PICALM,PICALM,0.9906718
KLF17,KLF17,0.9906689
C6orf89,C4H6orf89,0.99066615
CETP,CETP,0.9906626
PIGU,PIGU,0.99065167
ERO1A,ERO1A,0.9906491
NCR2,NCR2,0.9906472
MEF2C,MEF2C,0.99064153
TMCO3,TMCO3,0.9906413
PRDX4,PRDX4,0.9906363
COX3,COX3,0.9906331
CAMK1,CAMK1,0.99062634
GTPBP4,GTPBP4,0.99062496
TBC1D8B,TBC1D8B,0.9906134
HIRA,HIRA,0.990604
SEC11C,SEC11C,0.9906
STT3B,STT3B,0.9905985
CDH12,CDH12,0.990598
PXK,PXK,0.9905973
SORBS2,SORBS2,0.9905968
PYCARD,PYCARD,0.9905915
HOMER1,HOMER1,0.9905859
TRIM52,TRIM52,0.9905821
CLRN1,CLRN1,0.99058044
WFDC11,WFDC11,0.9905646
PUM1,PUM1,0.9905641
KRTAP10-7,KRTAP10-6,0.99056333
KHDC3L,KHDC3L,0.990563
SERPINB11,SERPINB11,0.99055797
STIL,STIL,0.99055374
SLC38A2,SLC38A2,0.9905524
MFSD13A,MFSD13A,0.9905482
ENTREP3,ENTREP3,0.9905449
KPNA1,KPNA1,0.99054134
ARHGEF2,ARHGEF2,0.9905392
KISS1,KISS1,0.9905382
SPMIP11,SPMIP11,0.9905186
LRRC43,LRRC43,0.99051744
KRT16,KRT16,0.99050975
ATP6V1B1,ATP6V1B1,0.99050766
GSC,GSC,0.9905072
SKIDA1,SKIDA1,0.990505
CWH43,CWH43,0.9905047
RRP1,RRP1,0.9905044
MAP3K20,MAP3K20,0.9905029
TTC39A,TTC39A,0.9905024
TRAPPC14,TRAPPC14,0.99050045
MAGI2,MAGI2,0.9904984
AAMP,AAMP,0.9904968
ZNF483,ZNF483,0.99049664
PMPCA,PMPCA,0.9904953
LRRC1,LRRC1,0.9904952
LY6L,LY6L,0.9904952
UGDH,UGDH,0.9904915
POGZ,POGZ,0.99049085
WNT7B,WNT7B,0.99047834
ZNF722,ZNF735,0.99047834
RPRD1B,RPRD1B,0.99046695
TMBIM1,TMBIM1,0.9904658
PAPLN,PAPLN,0.990462
MAP4K1,MAP4K1,0.99045986
CD44,CD44,0.9904595
SLC6A19,SLC6A19,0.9904545
UBE2U,UBE2U,0.99045205
ZDHHC5,ZDHHC5,0.99045
ARHGAP6,ARHGAP6,0.9904428
NAT2,NAT2,0.9904388
HNRNPF,HNRNPF,0.9904386
CYLC2,CYLC2,0.9904385
FKBP4,FKBP4,0.99043685
DNAJB7,DNAJB7,0.9904318
KAT14,KAT14,0.99043065
CSTA,CSTA,0.9904297
MTX1,MTX1,0.9904283
MPST,MPST,0.99042785
LFNG,LFNG,0.9904273
DYRK4,DYRK4,0.990426
DUSP29,DUSP29,0.99042517
EIF2B2,EIF2B2,0.99042445
RAD9A,RAD9A,0.99042237
CETN2,CETN2,0.9904122
NCOA4,NCOA4,0.99040973
THY1,THY1,0.99040186
DLG4,DLG4,0.9904009
GON4L,GON4L,0.9904009
MAK,MAK,0.9903979
STRN,STRN,0.9903935
MEF2D,MEF2D,0.9903933
FLACC1,FLACC1,0.99039227
HRCT1,HRCT1,0.99039185
UCKL1,UCKL1,0.9903899
DYRK1B,DYRK1B,0.990384
ST6GALNAC2,ST6GALNAC2,0.9903835
SYNE1,SYNE1,0.99038345
CD96,CD96,0.9903751
NTRK2,NTRK2,0.9903745
HAO2,HAO2,0.99036926
TRRAP,TRRAP,0.99036443
LSM14B,LSM14B,0.99035144
GPRC5A,GPRC5A,0.99034756
ANXA13,ANXA13,0.9903421
TBC1D30,TBC1D30,0.99034196
SYT7,SYT7,0.99034053
C6orf15,C4H6orf15,0.99033815
TMT1A,TMT1A,0.99033785
DTX2,DTX2,0.99033755
SLC22A1,SLC22A1,0.990337
ADAL,ADAL,0.9903364
DKK2,DKK2,0.9903357
ARHGAP33,ARHGAP33,0.9903313
GPR17,GPR17,0.990328
ATP6AP2,ATP6AP2,0.9903276
OR8S1,OR8S1,0.9903225
SELPLG,SELPLG,0.99032086
CHPF,CHPF,0.9903208
MAPKAPK3,MAPKAPK3,0.99031204
FGF8,FGF8,0.99031055
B4GALNT1,B4GALNT1,0.99030626
ITPK1,ITPK1,0.9903011
SLC24A5,SLC24A5,0.9902936
ZFYVE1,ZFYVE1,0.9902933
ZNF280D,ZNF280D,0.99029076
MRPS34,MRPS34,0.99028975
NACAD,NACAD,0.9902861
SPINK8,SPINK8,0.99028194
HEXB,HEXB,0.9902791
ZNF230,ZNF222,0.9902783
B3GNT4,B3GNT4,0.99027735
CTH,CTH,0.9902754
PRRX1,PRRX1,0.9902754
L3MBTL2,L3MBTL2,0.9902731
LMBR1L,LMBR1L,0.99027246
CFAP20,CFAP20,0.9902714
ZSCAN5A,ZSCAN5A,0.990266
AICDA,AICDA,0.9902652
RAB2A,RAB2A,0.99026203
REC114,REC114,0.99025834
PRIMA1,PRIMA1,0.9902541
PPP1R35,PPP1R35,0.9902514
ZFYVE27,ZFYVE27,0.99024785
TLCD2,TLCD2,0.99024636
SEMA4D,SEMA4D,0.990246
TRAP1,TRAP1,0.9902379
FAM199X,FAM199X,0.9902357
EPN2,EPN2,0.9902343
PLCL2,PLCL2,0.99023294
NDUFAF1,NDUFAF1,0.99023163
C17orf99,C16H17orf99,0.9902306
RAB9B,RAB9B,0.9902231
CLEC3B,CLEC3B,0.9902191
MMP23B,MMP23,0.99021673
USHBP1,USHBP1,0.99021554
HNRNPC,HNRNPC,0.9902112
UCP2,UCP2,0.9902078
PODXL,PODXL,0.99020755
ENY2,ENY2,0.9902061
FARS2,FARS2,0.99019873
CPA1,CPA1,0.9901972
CCR3,CCR3,0.9901911
CCN6,CCN6,0.990187
MRPL54,MRPL54,0.99018514
OR5B12,OR5B12,0.9901851
RNFT1,RNFT1,0.99018383
ZNF613,ZNF613,0.9901813
MED30,MED30,0.9901749
CACNG3,CACNG3,0.9901737
REPS2,REPS2,0.9901731
PDE6D,PDE6D,0.9901718
PRDX3,PRDX3,0.9901669
ATP5MC1,ATP5MC1,0.99016404
SERINC2,SERINC2,0.9901628
SCGB1D1,SCGB1D1,0.99015874
CCDC116,CCDC116,0.99015725
PRG3,PRG3,0.990157
EZHIP,EZHIP,0.9901569
HBEGF,HBEGF,0.99015516
DBT,DBT,0.99015397
RAPGEF5,RAPGEF5,0.9901483
PSMB3,PSMB3,0.99014777
NIT1,NIT1,0.9901456
CLEC6A,CLEC6A,0.990145
DDX55,DDX55,0.9901439
ADAM20,ADAM20,0.9901436
FAM168A,FAM168A,0.99014014
TSPAN3,TSPAN3,0.9901384
PPP1R12A,PPP1R12A,0.9901359
EZH2,EZH2,0.99013406
SAMD4A,SAMD4A,0.99013144
URAD,URAD,0.990131
SREBF1,SREBF1,0.99013084
STARD3,STARD3,0.99012995
NECTIN4,NECTIN4,0.99012876
C2orf78,C13H2orf78,0.9901269
SF3B1,SF3B1,0.99012375
AGBL5,AGBL5,0.99012303
NXF1,NXF1,0.99012214
DNAJC2,DNAJC2,0.9901197
GIMAP4,GIMAP4,0.9901135
CYSLTR2,CYSLTR2,0.9901103
ATE1,ATE1,0.9901086
BRD9,BRD9,0.99010766
INO80E,INO80E,0.9901042
DVL1,DVL1,0.9900977
WNT5A,WNT5A,0.9900967
ZFP91,ZFP91,0.99009603
PTER,PTER,0.990091
ACBD5,ACBD5,0.9900879
PKP2,PKP2,0.9900844
SMYD2,SMYD2,0.9900832
MAPK8IP1,MAPK8IP1,0.9900755
CRLF1,CRLF1,0.9900619
GPR137B,GPR137B,0.99006176
ACP2,ACP2,0.9900615
RXRG,RXRG,0.99005926
SMAD6,SMAD6,0.9900573
ANKRD6,ANKRD6,0.99005604
CLINT1,CLINT1,0.99005497
CUL7,CUL7,0.9900495
FOXN4,FOXN4,0.9900387
KIF1A,KIF1A,0.99003714
TRAV9-2,TRAV9-2,0.99003685
PLAGL2,PLAGL2,0.9900326
ICAM1,ICAM1,0.99003154
CENPH,CENPH,0.99002963
QSOX2,QSOX2,0.99002963
SVOPL,SVOPL,0.99002314
ZNF460,ZNF460,0.99002147
BRICD5,BRICD5,0.99001443
ODAD3,ODAD3,0.99001294
KCNK5,KCNK5,0.99001193
RNF214,RNF214,0.9900073
BRD8,BRD8,0.99000025
PLXNA1,PLXNA1,0.9899969
PMFBP1,PMFBP1,0.9899963
PAQR5,PAQR5,0.98999166
NRN1L,NRN1L,0.9899912
RPS5,RPS5,0.9899813
LTA4H,LTA4H,0.9899758
SHMT1,SHMT1,0.98997086
OR2C3,OR2C3,0.9899679
MUC15,MUC15,0.9899675
HGD,HGD,0.9899668
TEKTIP1,TEKTIP1,0.9899594
KIF1C,KIF1C,0.9899572
RGN,RGN,0.9899569
SH3GL1,SH3GL1,0.98995656
SMKR1,SMKR1,0.9899546
TANC1,TANC1,0.9899469
OSTF1,OSTF1,0.98994404
ZNF778,ZNF778,0.9899399
ZNF101,ZNF101,0.9899377
SPACA4,SPACA4,0.9899366
OR5H1,OR5H14,0.9899263
GPATCH8,GPATCH8,0.9899262
IL31RA,IL31RA,0.9899254
CPTP,CPTP,0.9899243
TACC1,TACC1,0.989921
TEX19,TEX19,0.9899205
CTSC,CTSC,0.98991746
GJA10,GJA10,0.989915
PTPRQ,PTPRQ,0.9899109
FAM53A,FAM53A,0.9899052
SLC25A27,SLC25A27,0.98990303
LRRC39,LRRC39,0.9899016
GLB1,GLB1,0.9898991
DENND11,DENND11,0.9898961
WDSUB1,WDSUB1,0.98989505
CLEC1A,CLEC1A,0.98989415
FGF7,FGF7,0.98989314
GTF3C2,GTF3C2,0.9898928
ZNF416,ZNF416,0.9898924
UBASH3A,UBASH3A,0.9898923
TTC24,TTC24,0.9898846
TCEANC,TCEANC,0.9898785
ACTR1B,ACTR1B,0.9898774
RAD9B,RAD9B,0.9898748
BDH2,BDH2,0.9898745
EPHA2,EPHA2,0.9898668
OR51F1,OR51F1,0.9898668
E2F6,E2F6,0.98986393
MAP7D2,MAP7D2,0.9898594
MARCHF10,MARCHF10,0.98985696
NR5A1,NR5A1,0.9898546
ARX,ARX,0.9898524
KLLN,KLLN,0.9898503
TRIM7,TRIM7,0.9898488
ALPL,ALPL,0.98984504
PLIN2,PLIN2,0.9898439
AAR2,AAR2,0.98984313
PIH1D1,PIH1D1,0.98984116
CMYA5,CMYA5,0.9898358
TARM1,TARM1,0.98983485
MLPH,MLPH,0.989834
MET,MET,0.9898337
GALNTL6,GALNTL6,0.98982793
STK11,STK11,0.98982406
GSAP,GSAP,0.98982394
MYT1,MYT1,0.9898198
KRTAP24-1,KRTAP24-1,0.9898178
RBM28,RBM28,0.9898071
CLGN,CLGN,0.98980504
CCR1,CCR1,0.98980457
TGOLN2,TGOLN2,0.98980314
FRK,FRK,0.9897995
UBE2G1,UBE2G1,0.9897958
DNASE1,DNASE1,0.98979443
CCNE1,CCNE1,0.9897891
LMNB1,LMNB1,0.98978865
BAHD1,BAHD1,0.98978657
AUH,AUH,0.98978335
CUL4A,CUL4A,0.9897832
RCBTB2,RCBTB2,0.98978144
PRMT7,PRMT7,0.98977864
URI1,URI1,0.9897719
TSGA13,TSGA13,0.98976773
ADAD2,ADAD2,0.9897665
COQ6,COQ6,0.9897567
ARSB,ARSB,0.9897467
STX4,STX4,0.9897427
PROX2,PROX2,0.9897417
LBHD2,LBHD2,0.98973584
ZNF485,ZNF485,0.9897302
KDM5A,KDM5A,0.98973
CLEC3A,CLEC3A,0.9897262
MFGE8,MFGE8,0.9897246
NPVF,NPVF,0.9897241
EEF2KMT,EEF2KMT,0.98972386
ZPBP2,ZPBP2,0.9897181
MDFI,MDFI,0.989717
IFT56,IFT56,0.9897142
CAMK2G,CAMK2G,0.9897136
