human gene name,chimpanzees gene name,correlation
PRR3,PRR3,0.98392946
RAB22A,RAB22A,0.9839202
SET,SET,0.9839142
TDP1,TDP1,0.98391235
OR2G6,OR2G6,0.9839097
CLEC2D,CLEC2D,0.98389953
RARA,RARA,0.9838967
NPHP3,NPHP3,0.9838958
MLST8,MLST8,0.98389035
CLUL1,CLUL1,0.98388976
CLOCK,CLOCK,0.9838824
NDUFB10,NDUFB10,0.98387516
PABPC1,PABPC1,0.9838663
AK3,AK3,0.9838633
FBLL1,FBLL1,0.9838621
CTSC,CTSC,0.98386127
ZNF668,ZNF668,0.98385453
MROH7,MROH7,0.9838453
MARCHF7,MARCHF7,0.9838312
CAMKK2,CAMKK2,0.9838092
CADM1,CADM1,0.9837972
MANEAL,MANEAL,0.9837904
CWC27,CWC27,0.9837721
TSPAN32,TSPAN32,0.9837715
RER1,RER1,0.98377097
TULP4,TULP4,0.9837704
DMXL2,DMXL2,0.9837677
PATL1,PATL1,0.98376703
COL5A2,COL5A2,0.98376626
SNAP47,SNAP47,0.98376596
GNLY,GNLY,0.9837646
ASB15,ASB15,0.98375493
MRPS16,MRPS16,0.98374903
EP400,EP400,0.9837482
COL5A3,COL5A3,0.9837453
IFNAR1,IFNAR1,0.9837405
ERO1A,ERO1A,0.9837369
CLK2,CLK2,0.98373204
ADCY1,ADCY1,0.9837281
MAPK11,MAPK11,0.98372775
VOPP1,VOPP1,0.98372626
SMC1A,SMC1A,0.9837241
CC2D2B,CC2D2B,0.9837163
GPRC5D,GPRC5D,0.983715
TP53,TP53,0.9837068
CCDC179,CCDC179,0.98370314
TARBP2,TARBP2,0.98369634
GCC1,GCC1,0.98369604
TSFM,TSFM,0.983693
PEX6,PEX6,0.9836915
RAB4B-EGLN2,RAB4A,0.9836882
RAMP1,RAMP1,0.9836845
OR5B21,OR5B21,0.98368293
ANP32E,ANP32E,0.98367834
DDX56,DDX56,0.983662
ELOA2,ELOA2,0.983658
USP16,USP16,0.9836575
SLC35A5,SLC35A5,0.9836553
HSPH1,HSPH1,0.98365134
RABL6,RABL6,0.9836496
FUT5,FUT5,0.98364854
PARM1,PARM1,0.9836434
JMJD1C,JMJD1C,0.98362833
ENOPH1,ENOPH1,0.98362637
MSH2,MSH2,0.98362535
ALDH6A1,ALDH6A1,0.9836119
EVI5L,EVI5L,0.98361176
SFSWAP,SFSWAP,0.9836082
ARID3B,ARID3B,0.98360354
CROT,CROT,0.9836009
NIF3L1,NIF3L1,0.9835993
SRSF6,SRSF6,0.9835979
SIDT2,SIDT2,0.9835971
CP,CP,0.9835947
PTPRD,PTPRD,0.98359364
ASCC3,ASCC3,0.98358446
TIMMDC1,TIMMDC1,0.9835802
KCNQ3,KCNQ3,0.9835799
PPP1R27,PPP1R27,0.983572
MAPKAPK5,MAPKAPK5,0.9835598
KIF2A,KIF2A,0.98355633
PRDM1,PRDM1,0.98355246
ORC4,ORC4,0.98354435
SPINK13,SPINK13,0.9835433
TOX3,TOX3,0.9835124
SMIM21,SMIM21,0.9835104
G6PC1,G6PC1,0.9834846
GTF2I,GTF2I,0.9834834
DLX5,DLX5,0.9834828
LOXHD1,LOXHD1,0.9834795
PLA2G1B,PLA2G1B,0.98347753
UQCR10,UQCR10,0.983477
UXT,UXT,0.9834719
ZKSCAN7,ZKSCAN7,0.9834699
PROX1,PROX1,0.98346364
PXDNL,PXDNL,0.9834618
ADK,ADK,0.9834558
LTBP1,LTBP1,0.98344964
RBBP9,RBBP9,0.9834486
MPC1,MPC1,0.9834356
TAGLN3,TAGLN3,0.9834311
MAP4,MAP4,0.98341554
GIMAP1-GIMAP5,GIMAP1,0.9834136
FAR1,FAR1,0.9834131
TNR,TNR,0.9834084
ESCO1,ESCO1,0.9834076
KLRC3,KLRC3,0.98340267
FAM120A,FAM120A,0.98339134
EXOSC5,EXOSC5,0.9833875
CHIC2,CHIC2,0.9833867
GRWD1,GRWD1,0.98337704
TRIM5,TRIM5,0.9833737
ZNF446,ZNF446,0.98336864
ZKSCAN5,ZKSCAN5,0.9833649
UBE2I,UBE2I,0.9833502
UCHL5,UCHL5,0.98333144
ALX3,ALX3,0.9833048
KLHL5,KLHL5,0.9832976
PYCARD,PYCARD,0.98328334
GSN,GSN,0.98328215
SEC24A,SEC24A,0.98327965
CD1C,CD1C,0.9832786
NEK3,NEK3,0.9832748
RASSF7,RASSF7,0.9832748
TMEM176A,TMEM176A,0.9832701
REST,REST,0.9832655
VRK3,VRK3,0.9832607
YIPF5,YIPF5,0.98325306
AP1S3,AP1S3,0.9832516
RTTN,RTTN,0.9832456
CNPPD1,CNPPD1,0.98324186
RIT1,RIT1,0.9832411
DMAP1,DMAP1,0.983233
CHIA,CHIA,0.983232
MAGI2,MAGI2,0.98322195
ERBB2,ERBB2,0.9832175
PPRC1,PPRC1,0.98321396
BRCC3,BRCC3,0.9831992
EPG5,EPG5,0.9831982
SDC2,SDC2,0.9831905
GTF3C5,GTF3C5,0.9831868
RPUSD4,RPUSD4,0.98318624
TNFRSF4,TNFRSF4,0.9831809
RASL10A,RASL10A,0.9831707
NVL,NVL,0.98316544
SLC29A4,SLC29A4,0.9831552
LSM14A,LSM14A,0.98315054
GBGT1,GBGT1,0.9831474
MFSD4B,MFSD4B,0.9831452
SMARCD2,SMARCD2,0.9831385
GMPPB,GMPPB,0.98313844
MRAP,MRAP,0.98313755
TRPM6,TRPM6,0.983136
DLG4,DLG4,0.98313487
GPAT2,GPAT2,0.9831318
LIMK2,LIMK2,0.9831318
ANAPC10,ANAPC10,0.98312664
GRK1,GRK1,0.9831242
MAOA,MAOA,0.9831226
ARHGAP1,ARHGAP1,0.983104
EBF3,EBF3,0.9831001
NR1H4,NR1H4,0.98308855
DNAJC16,DNAJC16,0.98308516
PXK,PXK,0.983082
PSMG4,PSMG4,0.98307973
PIGX,PIGX,0.98307115
NUDT5,NUDT5,0.9830656
WNT5B,WNT5B,0.98306334
HLA-C,PATR-F,0.98306173
ONECUT3,ONECUT3,0.98305744
SEMA5A,SEMA5A,0.98302233
TBC1D16,TBC1D16,0.9830216
DERPC,DERPC,0.9830124
NOL3,NOL3,0.9830118
ZNF692,ZNF692,0.9830105
OR4C5,OR4C5,0.982999
TEX30,TEX30,0.9829961
SPANXN3,SPANXN3,0.98299545
NOXO1,NOXO1,0.9829893
TAF6,TAF6,0.9829879
PDZD4,PDZD4,0.9829878
CCNG1,CCNG1,0.9829865
FBXO21,FBXO21,0.9829757
TTC22,TTC22,0.9829717
BANF1,BANF1,0.98295873
LSR,LSR,0.98295736
TEX14,TEX14,0.9829471
PRPSAP2,PRPSAP2,0.98293453
SIRPB2,SIRPB2,0.9829343
UCP3,UCP3,0.9829343
FARP1,FARP1,0.98292613
SNRPC,SNRPC,0.98292375
NECAP2,NECAP2,0.98291856
TEKT5,TEKT5,0.98291606
HORMAD1,HORMAD1,0.98291117
OXR1,OXR1,0.9829104
ZBTB47,ZBTB47,0.9829062
GPR137B,GPR137B,0.98290175
MYOF,MYOF,0.9828977
ATG4C,ATG4C,0.98289317
TMEM217,TMEM217,0.9828873
ABCA1,ABCA1,0.98288643
ATG10,ATG10,0.98288584
RFESD,RFESD,0.98288167
SRGAP3,SRGAP3,0.98288107
KIAA0895,MATCAP2,0.98287404
CTDSP1,CTDSP1,0.98286885
SPATA9,SPATA9,0.982868
GOLGA4,GOLGA4,0.9828537
ATG4B,ATG4B,0.98285365
SOS1,SOS1,0.98285294
WRNIP1,WRNIP1,0.9828517
SIGLEC1,SIGLEC1,0.9828433
SPRED3,SPRED3,0.98283756
NLRP2,NLRP2,0.9828327
TMPRSS2,TMPRSS2,0.98283213
RAE1,RAE1,0.98282593
FAN1,FAN1,0.98282427
NAV3,NAV3,0.9828165
C8orf33,C8H8orf33,0.98281646
BCAP29,BCAP29,0.98281384
IER3IP1,IER3IP1,0.9828056
HNRNPL,HNRNPL,0.9827985
LHFPL6,LHFPL6,0.98279274
TRIM6,TRIM6,0.9827927
WDR61,SKIC8,0.98278844
ERCC2,ERCC2,0.98278195
SCAF11,SCAF11,0.98278165
SMIM22,SMIM22,0.9827784
PIP5K1C,PIP5K1C,0.98276323
FBXO3,FBXO3,0.9827606
FAM204A,FAM204A,0.98275715
LAMB4,LAMB4,0.9827515
DVL3,DVL3,0.9827505
BTBD11,ABTB3,0.9827464
CPPED1,CPPED1,0.98273313
DCAF13,DCAF13,0.98272383
PGGHG,PGGHG,0.9827214
RHBDL2,RHBDL2,0.9827201
ASXL2,ASXL2,0.9827188
LSM2,LSM2,0.98271775
ASPH,ASPH,0.9827176
PSME3IP1,PSME3IP1,0.9827141
HARS2,HARS2,0.98271114
CDC42BPA,CDC42BPA,0.9827047
KCNH6,KCNH6,0.982699
CMTM3,CMTM3,0.9826968
ELSPBP1,ELSPBP1,0.9826941
NAT1,NAT2,0.9826909
PSMB7,PSMB7,0.9826899
FCRL1,FCRL1,0.9826876
BHMT,BHMT2,0.9826872
METTL25B,METTL25B,0.9826871
ZDHHC6,ZDHHC6,0.9826857
CORO1C,CORO1C,0.9826807
OGFRL1,OGFRL1,0.9826783
VRK2,VRK2,0.98267424
MINAR1,MINAR1,0.9826695
ARID1A,ARID1A,0.9826645
LRRC34,LRRC34,0.9826615
TBX4,TBX4,0.9826605
ZNF480,ZNF480,0.98265207
MTERF4,MTERF4,0.98262984
SLITRK1,SLITRK1,0.98262775
VCPKMT,VCPKMT,0.98262566
FAM149B1,FAM149B1,0.98261106
TMEM214,TMEM214,0.98261076
CATSPERG,CATSPERG,0.98259974
SETDB1,SETDB1,0.9825956
EIF3J,EIF3J,0.9825939
TMEM230,TMEM230,0.98259234
ATXN7L1,ATXN7L1,0.98258626
HDAC9,HDAC9,0.9825823
SLC39A7,SLC39A7,0.9825788
TMEM179B,TMEM179B,0.98257273
DFFB,DFFB,0.9825713
PRR20G,PRR20G,0.98256904
TXN2,TXN2,0.98256063
PRPF31,PRPF31,0.98255783
DNM1,DNM1,0.9825554
SLC25A25,SLC25A25,0.98255104
MRPL1,MRPL1,0.98254544
VAMP3,VAMP3,0.98252547
PCDH15,PCDH15,0.98251534
SP110,SP110,0.98250604
CNOT3,CNOT3,0.9824969
MYD88,MYD88,0.9824959
TRIP6,TRIP6,0.9824933
BCOR,BCOR,0.98249185
HNF1A,HNF1A,0.98248804
MT1M,MT1M,0.98248625
DCLK1,DCLK2,0.9824836
MAU2,MAU2,0.9824823
RABGAP1L,RABGAP1L,0.98248214
SPART,SPART,0.98248
BNIP2,BNIP2,0.9824767
KLKB1,KLKB1,0.982476
C4orf19,C4H4orf19,0.9824598
NTSR1,NTSR1,0.9824437
TMEM221,TMEM221,0.98243886
MYO3B,MYO3B,0.9824344
TCF25,TCF25,0.98243093
ABCG8,ABCG8,0.9824204
ALOX5AP,ALOX5AP,0.98241955
UBL4B,UBL4B,0.98241633
SERP1,SERP1,0.9824067
GAMT,GAMT,0.9823881
LRRC1,LRRC1,0.98237807
GLMP,GLMP,0.98237693
CCNB3,CCNB3,0.98237556
MID1,MID2,0.9823678
IPO7,IPO7,0.9823667
PC,PC,0.98236275
STXBP1,STXBP1,0.9823623
SRSF9,SRSF9,0.9823587
TMOD2,TMOD2,0.98234934
CHEK1,CHEK1,0.98234373
PRDX4,PRDX4,0.98233986
ADAM9,ADAM9,0.9823394
SYPL1,SYPL1,0.98233134
FERMT2,FERMT2,0.9823287
PSPC1,PSPC1,0.9823235
TENM1,TENM4,0.982323
ADGRG6,ADGRG6,0.98231566
SLC38A1,SLC38A1,0.9823136
ZFP28,ZFP28,0.98230565
PRPF3,PRPF3,0.9822998
PSMD6,PSMD6,0.9822966
CD300LB,CD300LB,0.98229635
OTUD6B,OTUD6B,0.98229134
HADH,HADH,0.9822886
SNX14,SNX14,0.9822886
C11orf58,C11H11orf58,0.98228806
CNTLN,CNTLN,0.98228234
MYSM1,MYSM1,0.9822811
HMOX2,HMOX2,0.9822761
MIX23,MIX23,0.9822757
RFNG,RFNG,0.9822545
KPNA6,KPNA6,0.98225445
CLASP1,CLASP1,0.98224926
ZEB1,ZEB1,0.9822464
ANO7,ANO7,0.9822442
RHOA,RHOA,0.98222435
BNIP3L,BNIP3L,0.982224
DSCC1,DSCC1,0.9822193
TRIM3,TRIM3,0.982217
PROS1,PROS1,0.98220545
ABCC11,ABCC11,0.98220164
ZNF585A,ZNF585A,0.98219347
LIM2,LIM2,0.982178
N4BP2L2,N4BP2L2,0.9821606
ZNF565,ZNF565,0.98215705
CNKSR3,CNKSR3,0.98214585
ALDH7A1,ALDH7A1,0.9821446
CEACAM1,CEACAM1,0.98214054
SNRNP70,SNRNP70,0.98213947
CREB3L4,CREB3L4,0.982136
TREML2,TREML2,0.9821339
PDZD9,PDZD9,0.9821251
BCL3,BCL3,0.98211724
LTBP2,LTBP2,0.9821143
COL12A1,COL12A1,0.9821052
BATF2,BATF2,0.9821045
TFCP2,TFCP2,0.9820931
AGPAT3,AGPAT3,0.9820769
SRGN,SRGN,0.9820576
ADIG,ADIG,0.98204863
MTRFR,MTRFR,0.9820451
CGAS,CGAS,0.9820426
ETS1,ETS1,0.98201686
DTNA,DTNA,0.9819982
MS4A12,MS4A12,0.9819975
PPP6C,PPP6C,0.9819932
CHP1,CHP1,0.98198915
CX3CR1,CX3CR1,0.9819858
PDE7B,PDE7B,0.98197955
CCDC154,CCDC154,0.9819722
RPN1,RPN1,0.98197
C19orf67,C19H19orf67,0.98195946
ZDHHC7,ZDHHC7,0.9819539
GDPD4,GDPD4,0.9819479
COG2,COG2,0.98193926
BMP1,BMP1,0.9819316
NDUFC2,NDUFC2,0.98193073
MSMB,MSMB,0.9819259
SLC39A6,SLC39A6,0.98192
NOTUM,NOTUM,0.98191917
CXorf58,CXorf58,0.98191553
SHLD1,SHLD1,0.98190755
CLEC4D,CLEC4D,0.98190427
CDIP1,CDIP1,0.98190075
C6orf52,C6H6orf52,0.9818896
SNCG,SNCG,0.9818751
ADAMTS16,ADAMTS16,0.98186636
SYNE1,SYNE1,0.98186606
MMP28,MMP28,0.98185825
ALOX12B,ALOX12B,0.98185235
SSX2IP,SSX2IP,0.9818516
MRPL42,MRPL42,0.9818392
TNFRSF14,TNFRSF14,0.9818347
VPS11,VPS11,0.98182577
TPM3,TPM3,0.98182493
ASMTL,ASMTL,0.98182106
GRAMD2B,GRAMD2B,0.98178864
COL27A1,COL27A1,0.9817812
ZBTB11,ZBTB11,0.9817748
FGGY,FGGY,0.9817743
PPFIBP1,PPFIBP1,0.9817722
SNAPC3,SNAPC3,0.9817721
FGF1,FGF1,0.9817591
RAB28,RAB28,0.98175323
SUN3,SUN3,0.9817474
FRMD5,FRMD5,0.9817467
NOL8,NOL8,0.9817451
ZNF442,ZNF442,0.98173976
RAD17,RAD17,0.98173815
IGSF6,IGSF6,0.9817284
ZNF221,ZNF221,0.9817202
ACOT8,ACOT8,0.9817158
UBE3D,UBE3D,0.9817016
CSMD2,CSMD2,0.98170143
DMRT2,DMRT2,0.9817003
TTC39A,TTC39A,0.9816995
FERMT1,FERMT1,0.98169506
MMS22L,MMS22L,0.98169225
TMEM178B,TMEM178B,0.98168963
TEAD1,TEAD1,0.9816798
LARP1B,LARP1B,0.98167646
SPTBN2,SPTBN2,0.9816648
ALKBH7,ALKBH7,0.98165303
CASP5,CASP5,0.981652
ABHD1,ABHD1,0.9816484
TSPO2,TSPO2,0.98164743
ILF2,ILF2,0.98164546
ATMIN,ATMIN,0.9816319
POU2AF1,POU2AF1,0.981629
HOXB8,HOXB8,0.98162806
BCL2L10,BCL2L10,0.98162156
FKBP3,FKBP3,0.98161805
UQCRC2,UQCRC2,0.9816134
CLGN,CLGN,0.98161197
EMC3,EMC3,0.9816115
MRPS22,MRPS22,0.9816012
RFPL1,RFPL2,0.9815966
CWH43,CWH43,0.9815952
KRT73,KRT73,0.9815877
ASH2L,ASH2L,0.9815862
FAM166A,CIMIP2A,0.98158437
DENND5B,DENND5B,0.9815827
FAM170B,FAM170B,0.9815793
DYNC1H1,DYNC1H1,0.9815784
SLC35C2,SLC35C2,0.98157394
CDH17,CDH17,0.98157334
GULP1,GULP1,0.98155993
ATXN7,ATXN7,0.9815574
RAB34,RAB34,0.98154837
TTYH3,TTYH3,0.98154175
SP140L,SP140L,0.98153234
LYPD5,LYPD5,0.98153216
MRPL47,MRPL47,0.9815144
EFHB,EFHB,0.9815075
OLFML2A,OLFML2A,0.98150617
PHB2,PHB2,0.98150545
FUNDC1,FUNDC1,0.9815034
MYOT,MYOT,0.98149955
SLC47A1,SLC47A1,0.98147726
CEP290,CEP290,0.98147464
ESRRG,ESRRG,0.981474
EFCAB1,CLXN,0.98147374
SRPK2,SRPK2,0.9814661
BTN2A1,BTN2A1,0.9814635
ACVR1B,ACVR1B,0.98146087
OR1L3,OR1L3,0.98144436
PLEKHG4B,PLEKHG4B,0.9814436
STX12,STX12,0.98143977
GABRR2,GABRR1,0.9814388
PPAN,PPAN,0.9814317
KBTBD11-OT1,CLN8,0.9814314
TLN1,TLN1,0.9814215
ZNF724,ZNF257,0.9814203
SH2D4B,SH2D4B,0.981416
POLR2E,POLR2E,0.9814153
MRPS25,MRPS25,0.9814068
DUSP11,DUSP11,0.98140275
RPLP2,RPLP2,0.9814002
MAP2,MAP2,0.9813813
TAB3,TAB3,0.98137265
PRXL2B,PRXL2B,0.9813661
TRPM1,TRPM1,0.9813557
PANK1,PANK3,0.98135203
VDAC3,VDAC3,0.9813489
MGST2,MGST2,0.98134744
HCAR3,HCAR3,0.98134476
LIN9,LIN9,0.98134303
SREBF2,SREBF2,0.9813416
KPNA5,KPNA5,0.9813339
ANKRD18A,ANKRD18A,0.9813334
MTUS2,MTUS2,0.9813281
CLCN4,CLCN4,0.9813211
ST6GALNAC5,ST6GALNAC5,0.9813159
MEN1,MEN1,0.9813117
NBR1,NBR1,0.9812931
OCIAD1,OCIAD1,0.9812842
AASS,AASS,0.9812803
CERS1,CERS1,0.9812768
SHISA6,SHISA6,0.98126274
PDE4A,PDE4A,0.98126066
SCN8A,SCN8A,0.9812601
TRAF3IP3,TRAF3IP3,0.98125416
TRA2B,TRA2B,0.9812532
CDV3,CDV3,0.9812442
GIMAP4,GIMAP4,0.9812245
PTRH1,PTRH1,0.9812192
RAB4B,RAB4B,0.9812128
SPAG11A,SPAG11B,0.98120946
ALMS1,ALMS1,0.9812087
ERLEC1,ERLEC1,0.9812085
CACNA2D4,CACNA2D4,0.981208
VPS51,VPS51,0.9812046
AP4M1,AP4M1,0.98120445
BTN3A2,BTN3A2,0.9812008
BZW1,BZW1,0.9812005
LCMT1,LCMT1,0.98119944
RABGGTA,RABGGTA,0.9811977
SAC3D1,SAC3D1,0.98119384
MFSD8,MFSD8,0.98118556
IYD,IYD,0.9811823
MAP2K1,MAP2K1,0.98118025
NAT8L,NAT8L,0.9811697
SALL1,SALL1,0.9811673
KANK4,KANK4,0.98116547
TOX2,TOX2,0.98115987
ECHS1,ECHS1,0.9811549
DIO1,DIO1,0.98114747
APOBEC3B,APOBEC3B,0.9811428
CTDNEP1,CTDNEP1,0.9811295
GABPB1,GABPB1,0.98112166
MAP3K19,MAP3K19,0.98111665
IFT43,IFT43,0.9811159
EMCN,EMCN,0.98111176
SPG21,SPG21,0.9811079
TRMU,TRMU,0.9810973
ECSCR,ECSCR,0.9810963
TAFAZZIN,TAFAZZIN,0.98108083
CENPK,CENPK,0.9810784
ZNF326,ZNF326,0.9810733
HECTD1,HECTD1,0.9810684
DTX4,DTX4,0.98106825
ILK,ILK,0.98105824
RBM7,RBM7,0.98104846
DTNB,DTNB,0.98104644
TINCR,TINCR,0.98103666
TRIM72,TRIM72,0.98103625
TMED1,TMED1,0.9810341
ARFGAP1,ARFGAP1,0.98102754
ACP3,ACP3,0.9810197
FNDC3A,FNDC3A,0.98100543
C2orf68,C2AH2orf68,0.9810034
PRDM8,PRDM8,0.981003
TBX6,TBX6,0.981002
NSG2,NSG2,0.9810007
KRT19,KRT19,0.98100007
TMEM242,TMEM242,0.9809875
SLC17A6,SLC17A7,0.9809499
MGAM,MGAM,0.9809424
KCNK1,KCNK1,0.98094076
EIF4G3,EIF4G3,0.9809402
BGN,BGN,0.9809315
FBXW4,FBXW4,0.9809306
PRSS8,PRSS8,0.98092663
CHKA,CHKA,0.9809219
LSM11,LSM11,0.98092085
BUB3,BUB3,0.98091066
SAMD11,SAMD11,0.9809034
DNAJC7,DNAJC7,0.9808992
AMBRA1,AMBRA1,0.98089606
MTMR6,MTMR6,0.9808812
FRMD6,FRMD6,0.9808747
KIR3DL3,KIR3DL3,0.98086905
SQLE,SQLE,0.98086697
CYP27B1,CYP27B1,0.98086417
TMEM225,TMEM225,0.9808552
CARD19,CARD19,0.9808546
ATP5MJ,ATP5MJ,0.9808532
PLAGL1,PLAGL1,0.98085046
SRMS,SRMS,0.98084575
GPR141,GPR141,0.9808438
ZNF852,ZNF852,0.98083615
ALG3,ALG3,0.98083013
SERPINA1,SERPINA1,0.98082983
UBR4,UBR4,0.98081625
AASDHPPT,AASDHPPT,0.98080254
ZNF823,ZNF823,0.9807935
TNNT2,TNNT2,0.9807864
ATP5F1D,ATP5F1D,0.980777
MEIS3,MEIS3,0.98077166
CALHM4,CALHM4,0.9807341
LGALSL,LGALSL,0.9807281
EHD1,EHD1,0.98072505
CTSF,CTSF,0.9807178
SKA2,SKA2,0.98071516
DLX3,DLX3,0.98071396
RUFY1,RUFY1,0.980698
AZIN1,AZIN1,0.9806927
NLRC4,NLRC4,0.98069197
ANO5,ANO5,0.98068064
KIAA0513,KIAA0513,0.9806756
ITGAV,ITGAV,0.9806678
PPIG,PPIG,0.98066205
SLC14A2,SLC14A2,0.98066145
GRIN2D,GRIN2D,0.9806529
SLC33A1,SLC33A1,0.9806405
PSMB9,PSMB9,0.98062897
SLAMF1,SLAMF1,0.9806264
HOXD10,HOXD10,0.98062295
KIF19,KIF19,0.9806178
ZMAT5,ZMAT5,0.9806178
CLK1,CLK1,0.98060447
RBM43,RBM43,0.98059404
NLRP4,NLRP4,0.980573
GASK1A,GASK1A,0.9805725
SLC25A2,SLC25A15,0.9805702
DPP4,DPP4,0.9805687
ICMT,ICMT,0.980562
RYK,RYK,0.9805423
SSH2,SSH2,0.98054117
GABRG2,GABRG2,0.9805344
ZNF253,ZNF718,0.9805332
PIGH,PIGH,0.98053294
DAPL1,DAPL1,0.98052835
KCNH1,KCNH1,0.9805178
IRGC,IRGC,0.98051536
NRDE2,NRDE2,0.98049676
ABCC5,ABCC5,0.98048824
SCN9A,SCN9A,0.9804821
FBXL3,FBXL3,0.9804729
LPIN3,LPIN3,0.98046935
STING1,STING1,0.9804422
MIGA1,MIGA1,0.9804416
RAD9B,RAD9B,0.9804343
ZDHHC9,ZDHHC9,0.9804328
TRIM62,TRIM62,0.980426
DNAAF11,DNAAF11,0.9804257
NUP42,NUP42,0.9804253
MCF2L2,MCF2L2,0.98041755
COCH,COCH,0.9804124
DEFB131A,DEFB131A,0.9804112
HPRT1,HPRT1,0.9804071
WNT2B,WNT2B,0.9804002
PIN4,PIN4,0.9803964
SNX22,SNX22,0.9803946
IFT52,IFT52,0.98038995
HIKESHI,HIKESHI,0.9803875
G6PD,G6PD,0.9803738
UBE2H,UBE2H,0.9803736
CCDC43,CCDC43,0.98037314
IGHV3OR16-13,IGHV3OR16-13,0.98036
KLK8,KLK8,0.98035896
CYB5B,CYB5B,0.9803588
GNAO1,GNAO1,0.98034465
ITGA1,ITGA1,0.980335
CBLC,CBLC,0.9803331
GUSB,GUSB,0.98033243
PLXNA1,PLXNA1,0.98032856
GPC1,GPC1,0.9803203
ZNF121,ZNF121,0.98030835
GABRG3,GABRG3,0.98029906
KBTBD4,KBTBD4,0.9802925
MAP10,MAP10,0.98028785
LTA4H,LTA4H,0.9802722
UGT1A8,UGT1A3,0.980256
HCCS,HCCS,0.9802494
DHRS1,DHRS1,0.98024756
CENPH,CENPH,0.98024577
ANTXR2,ANTXR2,0.9802375
MTAP,MTAP,0.9802323
ZBTB14,ZBTB14,0.9802266
YPEL4,YPEL4,0.9802245
PRDM10,PRDM10,0.98022324
M1AP,M1AP,0.9802192
PIGV,PIGV,0.9802013
TMEM135,TMEM135,0.9801866
ACLY,ACLY,0.9801861
SMAD9,SMAD1,0.98018306
ZNF273,ZNF273,0.98017174
FIP1L1,FIP1L1,0.98016196
TP53I11,TP53I11,0.98016
MICU2,MICU2,0.9801529
PI4KB,PI4KB,0.98014337
SNAPC4,SNAPC4,0.98012865
ADAMTS20,ADAMTS20,0.9801277
PODXL,PODXL,0.9801229
PGLS,PGLS,0.98010564
RAP1B,RAP1B,0.9801007
PTPRM,PTPRM,0.9800925
ABCF1,ABCF1,0.9800832
KYAT1,KYAT1,0.98006785
SH3BP1,SH3BP1,0.9800614
VRK1,VRK1,0.9800594
LMNB1,LMNB1,0.98005384
ZP3,ZP3,0.9800494
SEH1L,SEH1L,0.98004377
CYTH2,CYTH2,0.98003006
GAS7,GAS7,0.98000723
ETV2,ETV2,0.97999585
PHLDB1,PHLDB1,0.979979
RNH1,RNH1,0.9799782
DRAM2,DRAM2,0.97997814
PPP4C,PPP4C,0.97997415
PIWIL4,PIWIL4,0.9799717
RASGRF1,RASGRF1,0.97995913
MCOLN3,MCOLN3,0.97995853
DBNL,DBNL,0.97995573
COX17,COX17,0.9799553
MAPKAPK3,MAPKAPK3,0.9799519
CXXC1,CXXC1,0.9799466
CDKL3,CDKL3,0.9799446
ANO1,ANO1,0.97993875
ZNF462,ZNF462,0.9799259
SLC9A3R2,NHERF2,0.9799249
ITPRIPL1,ITPRIPL1,0.9799207
POLR1D,POLR1D,0.97991616
RASA3,RASA3,0.979916
ELP2,ELP2,0.97991407
NCAPH,NCAPH,0.97991395
DLAT,DLAT,0.9799105
EDA,EDA,0.9799009
C16orf87,C16H16orf87,0.97989786
NAV1,NAV1,0.9798974
PTPRT,PTPRT,0.979895
NUDT16L1,NUDT16L1,0.97989386
PAPOLA,PAPOLA,0.9798899
SCML1,SCML1,0.9798897
P2RY14,P2RY14,0.97988683
ACKR3,ACKR3,0.97988135
FAM219A,FAM219A,0.9798797
SENP7,SENP7,0.9798736
SIRT5,SIRT5,0.9798711
FECH,FECH,0.9798685
MINDY1,MINDY1,0.97986674
COX16,COX16,0.97986346
RTN4,RTN4,0.97983897
DGKG,DGKG,0.9798349
RAD23A,RAD23A,0.97982764
PSMB3,PSMB3,0.9798271
BORA,BORA,0.9798259
PFKFB3,PFKFB3,0.97982454
ADCY8,ADCY8,0.9798231
ATXN7L2,ATXN7L2,0.9798214
APOC3,APOC3,0.979821
PODNL1,PODNL1,0.9798206
WDCP,WDCP,0.97981983
EIF4E,EIF4E,0.9798151
EXOC7,EXOC7,0.9798118
STMN3,STMN3,0.97981167
QRSL1,QRSL1,0.9798065
WSB1,WSB1,0.97980076
PLEKHA8,PLEKHA8,0.97978747
LAMB1,LAMB1,0.9797829
TARDBP,TARDBP,0.97978234
SYT14,SYT14,0.97977924
SMARCE1,SMARCE1,0.9797773
KLK15,KLK15,0.97976667
RAX,RAX,0.9797643
ARHGDIG,ARHGDIG,0.979759
SFXN3,SFXN3,0.97975045
SESTD1,SESTD1,0.9797482
RFFL,RFFL,0.97973734
TOP2B,TOP2B,0.97973704
MYO5C,MYO5C,0.97973406
MAPK13,MAPK13,0.9797286
ZNF727,ZNF736,0.97972447
C1GALT1,C1GALT1,0.97972304
AP4B1,AP4B1,0.97971773
C1orf109,AIRIM,0.97969675
AGAP1,AGAP1,0.9796953
BICDL1,BICDL1,0.979694
PRKAR2A,PRKAR2A,0.9796921
LRRC42,LRRC42,0.9796884
MAP1B,MAP1B,0.97967976
MBTD1,MBTD1,0.97967947
E2F4,E2F4,0.97967
CELF4,CELF4,0.9796526
