zebrafish gene name,frog gene name,correlation
fmodb,fmod,0.95913124
egfra,egfr,0.95912623
pou2f1b,pou2f1,0.95912385
dnaaf10,dnaaf10,0.95911413
myoz2a,myoz2,0.9591075
si:dkey-85k7.12,urgcp,0.9591013
atg9b,atg9b,0.95909697
thoc2,thoc2,0.95909345
copa,copa,0.959091
mrps26,mrps26,0.9590884
slc35d1a,slc35d1,0.95907515
zgc:103559,XB5950266,0.959073
lin28aa,lin28a,0.95906323
miox,miox,0.9590626
lrrc39,lrrc39,0.9590287
spic,SPIC,0.9590146
znf148,znf148,0.959014
gata1a,gata1,0.95901304
nagk,nagk,0.95900923
taco1,taco1,0.95900357
eps15,eps15,0.9590026
ndufaf7,ndufaf7,0.9589744
mcamb,mcam,0.9589456
fgg,fgg,0.9589408
ldlrad4b,pmepa1,0.95893687
zfyve16,zfyve16,0.958936
auts2a,auts2,0.95890903
ptgis,ptgis,0.9589072
rabgef1,rabgef1,0.9588997
cpb2,cpb2,0.95889634
mapkbp1,mapkbp1,0.95889574
tsnax,tsnax,0.9588892
ccnb2,ccnb2,0.9588854
sult1st5,sult1c4,0.9588799
col27a1b,col24a1,0.9588724
pcmt,pcmt1,0.95886743
NID1,nid1,0.95886695
si:ch211-183d21.1,MGC145260,0.9588562
zfhx3a,zfhx2,0.9588479
zcchc9,zcchc9,0.9588429
cep85l,cep85l,0.95882624
anln,anln,0.95881474
dram1,dram1,0.9588103
SUSD2,susd2,0.9588079
lmod2b,lmod2,0.9588031
ubl7a,ubl7,0.958797
mrps12,mrps12,0.9587952
srebf1,srebf1,0.95879316
si:dkey-239i20.4,fmo1,0.95879066
ghra,ghr,0.95878327
mogat3b,mogat3,0.95878226
WASF1,wasf1,0.95876724
tmpoa,tmpo,0.9587643
lgals9l1,lgals9c,0.9587605
dimt1l,dimt1,0.95874774
masp1,masp1,0.958744
ndor1,ndor1,0.9587439
tbc1d30,tbc1d30,0.9587341
fbn2b,fbn3,0.9587325
trim16,trim16,0.95871437
slc5a8l,slc5a5,0.95871335
cadm1a,cadm1,0.9587086
npnta,npnt,0.9587078
rab33ba,rab33b,0.9587078
fli1rs,erg,0.95869064
ppp1r3db,ppp1r3d,0.95869005
otol1b,otol1,0.9586882
ppm1kb,ppm1k,0.9586642
rnaset2,rnaset2,0.9586633
g3bp2b,g3bp1,0.95866185
ap5m1,ap5m1,0.9586502
si:ch211-189a15.5,XB5732280,0.95864034
sncb,sncb,0.95862925
dhdh.1,dhdh,0.958628
aqp7,aqp7,0.9586116
slc10a4,slc10a4,0.9585945
hsf4,hsf4,0.9585844
olfm1a,olfm1,0.9585817
brd2a,brd2,0.9585806
zc3h18,zc3h18,0.95857996
wbp2,wbp2nl,0.9585752
slc18b1,slc18b1,0.9585733
dennd2b,dennd2b,0.9585611
phkg2,phkg2,0.95855844
ccndbp1,ccndbp1,0.9585497
musk,musk,0.95854837
rnf130,rnf130,0.958544
esama,esam,0.95854074
cfap58,cfap58,0.95853984
urb2,urb2,0.95853305
scmh1,scmh1,0.9585207
sema4ba,sema4g,0.9585094
agfg1b,agfg1,0.9585011
acod1,acod1,0.95849705
dph2,dph2,0.9584923
SLC46A3,slc46a3,0.95848817
msi1b,msi1,0.9584843
rad54b,rad54b,0.95847344
alms1,alms1,0.9584687
slx4,slx4,0.95846766
mrps16,mrps16,0.95846593
chd6,chd6,0.9584609
casd1,casd1,0.95845896
zgc:154055,XB5960519,0.9584454
ikzf2,ikzf2,0.958419
ptbp2a,ptbp2,0.95841324
trarg1a,trarg1,0.958413
atp6v1c1b,atp6v1c2,0.9584117
fbxl18,fbxl18,0.958406
si:ch211-257p13.3,kifc2,0.9584032
psmg4,psmg4,0.9583965
COL5A1,col5a1,0.95838875
mtx3,mtx3,0.95837426
tmem181,tmem181,0.9583708
drc3,drc3,0.95837057
atp5pf,atp5pf,0.9583546
jpt2,jpt2,0.95835245
txnrd2.2,txnrd2,0.9583344
gabarapa,gabarapl1,0.95832926
st6galnac4,st6galnac4,0.9583223
hspa14,hspa14,0.95831895
her12,hes5.3,0.9583178
lcat,lcat,0.95830685
dpagt1,dpagt1,0.9583031
nbn,nbn,0.9582765
cyp2y3,cyp2a6.7,0.95827436
pkib,pkib,0.9582696
srd5a3,srd5a3,0.9582671
zpax2,zpy1,0.95824754
slx1b,slx1a,0.9582474
nsmaf,nsmaf,0.9582244
trappc1,trappc1,0.9582242
nkain2,nkain2,0.9582238
pkmyt1,pkmyt1,0.9582185
tmem45b,tmem45b,0.95821196
taf3,taf3,0.95820427
nme3,nme3,0.95819706
sun1b,sun1,0.95818204
zmat2,zmat2,0.9581616
stac3,stac3,0.9581373
ndufab1b,ndufab1,0.95813304
fga,fga,0.9581309
EP400,ep400,0.9581304
tmx2b,tmx2,0.9581277
rnf167,rnf13,0.9581131
frmd6,frmd6,0.9581054
fkbp1b,fkbp1b,0.95810467
si:ch211-255i20.3,gp25l,0.95808625
GUCY1A2,gucy1a2,0.9580779
tnfaip2b,tnfaip2,0.9580729
paics,paics,0.958058
agmat,agmat,0.95805746
gpr83,gpr83.2,0.95805335
tomm7,tomm7,0.9580472
sptssb,sptssb,0.95803577
tmem232,tmem232,0.9580295
atpaf1,atpaf1,0.9579882
taldo1,taldo1,0.9579771
dixdc1a,dixdc1,0.9579724
lysmd3,lysmd3,0.957967
wnt10a,wnt10a,0.95796525
nudt2,nudt2,0.95795137
hspa13,hspa13,0.9579278
fam149b1,fam149b1,0.9579121
ankrd6b,ankrd6,0.9579065
pigg,pigg,0.95788956
ccng2,ccng1,0.9578735
hemk1,hemk1,0.9578718
cers1,cers1,0.957866
pou2f3,pou3f4,0.9578553
cd99l2,cd99,0.95784944
acadvl,acadvl,0.95784205
lmo4a,lmo4.2,0.9578298
ptafr,ptafr,0.9578155
sox9a,sox9,0.9578116
pdia7,pdia3,0.9577965
btd,btd,0.95779496
gpatch4,gpatch4,0.9577911
atl3,atl3,0.95778483
prr35,prr35,0.95778394
mtcl3a,mtcl1,0.9577758
cmpk,cmpk1,0.95776063
mmp20b,mmp20,0.9577499
tspy,tspyl2,0.95774865
cfap157,cfap157,0.95774496
raver2,raver2,0.95773613
rpl9,rpl9,0.9577285
aaas,aaas,0.95772445
usp42,usp42,0.9577158
plekha7a,plekha7,0.95771116
cav3,cav3.1,0.9577054
si:ch211-185a18.2,KIAA0586,0.95770454
fermt1,fermt3,0.9576998
ccdc71,ccdc71,0.95769167
mgat4c,mgat4c,0.9576866
kansl1a,kansl1,0.95768523
scrib,scrib,0.9576836
si:dkeyp-72h1.1,XB5959262,0.9576816
npy1r,npy1r,0.9576802
zdhhc4,zdhhc4,0.957669
foxn1,foxn1,0.95763373
ptges,ptges,0.95762414
gldn,gldn,0.95762116
rprd2a,rprd2,0.95760816
pdha1a,atg16l2,0.9575779
mrpl11,mrpl11,0.95755583
adck2,adck2,0.9575505
tpd52,tpd52,0.95754564
PPP1R16B,ppp1r16b,0.95754117
g2e3,g2e3,0.9575363
mrpl2,mrpl2,0.957535
znf1136,XB5924310,0.95753086
crygmx,cryga.5,0.9575266
timeless,timeless,0.95752543
chchd7,chchd7,0.9575217
mpp2a,mpp2,0.9575191
prune,prune1,0.9575134
egf,egf,0.9575044
sh2d1ab,sh2d1a,0.95749706
haus2,haus2,0.9574885
ak4,ak4,0.95748794
dlgap3,dlgap3,0.9574851
acp1,acp1,0.9574759
mettl5,mettl5,0.9574705
lysmd1,lysmd1,0.9574638
tmem14a,tmem14a,0.9574622
zcchc7,zcchc7,0.9574598
fut9d,fut9,0.9574401
slc3a1,slc3a1,0.95744
vrk1,vrk1,0.9573985
nhej1,nhej1,0.95739704
hspb8,hspb8,0.95738995
zdhhc5b,zdhhc5,0.9573894
mep1ba,mep1b,0.957386
mdm1,mdm1,0.9573855
ZDHHC20,zdhhc20,0.95737725
abhd8b,abhd8,0.9573645
znf142,znf142,0.95736176
ing3,ing3,0.9573576
prokr1a,prokr1,0.9573534
kdm2ab,kdm2a,0.957353
dnmbp,dnmbp,0.95734763
sema4e,sema4d,0.9573391
si:ch73-335l21.1,irs2,0.9573327
cyp21a2,cyp21a2.1,0.95733017
phax,phax,0.95730776
haus8,haus8,0.95730054
BICDL1,bicdl1,0.9572986
metap1,metap1,0.95729524
ibtk,ibtk,0.95729446
creg1,creg1,0.9572766
bccip,bccip,0.9572667
iba57,iba57,0.9572639
rs1a,rs1,0.9572614
znf106a,znf106,0.95725995
sypl2b,sypl1,0.9572568
zbtb7a,zbtb7b,0.9572531
sqstm1,sqstm1,0.95724064
JAKMIP2,jakmip2,0.957232
trps1,trps1,0.9572225
cry5,cry2,0.9572195
dnajb13,dnajb13,0.9572166
fastkd3,fastkd3,0.95721215
cidec,cidec,0.957202
adad1,adad1,0.9571953
hrh2a,hrh2,0.9571802
drll.3,znf184,0.95716196
P4HA3,p4ha3,0.9571617
simc1,SIMC1,0.9571515
zgc:113443,znf470,0.95714957
fam149a,fam149a,0.957144
bcs1l,bcs1l,0.95713836
cyp2ad3,cyp2j6l,0.9571175
carmil2,carmil3,0.9571144
rpp38,rpp38,0.9571122
eif2ak2,pkr2,0.95711005
vsig10,vsig10,0.95710635
deaf1,deaf1,0.95710063
qsox1,qsox1,0.95708275
ccka,cck,0.9570793
slco4a1,slco4a1,0.95707464
enpp7.2,enpp7,0.95707095
rufy3,rufy3,0.95704603
cdk4,cdk6,0.9570444
hdx,hdx,0.9570249
c1galt1lb,c1galt1,0.9570205
zdhhc22,zdhhc22,0.9570196
zc3h11a,zc3h11a,0.95701414
rpap1,rpap1,0.9570104
erbin,erbin,0.95700186
sfxn5b,sfxn5,0.95699704
KAT6B,kat6a,0.95698744
lhpp,lhpp,0.95698476
birc5b,birc5,0.9569732
cux1a,cux2,0.9569688
lgr4,lgr4,0.9569629
sez6a,sez6l2,0.9569594
mtx2,mtx2,0.9569281
sh3bgr,sh3bgr,0.95691085
JAKMIP3,jakmip3,0.9568948
DOP1B,dop1b,0.9568928
lrrk2,lrrk2,0.9568794
ftsj3,ftsj3,0.9568743
nin,nin,0.95687133
nup62l,nup62,0.9568658
lgals8a,lgals8,0.95685434
zgc:85932,capn12,0.9568476
wfs1b,wfs1,0.9568276
spata17,spata17,0.9568059
mrpl15,mrpl15,0.9567979
wnk1a,wnk1,0.95679617
mdkb,mdk,0.95679593
rps8b,rps8,0.9567885
asxl2,asxl2,0.9567876
cyp2p9,cyp2w1,0.9567869
gch2,gch1,0.9567783
cavin2b,cavin2,0.95676666
mdfic,mdfic,0.95676017
gipr,glp1r,0.95675534
oplah,oplah,0.95674795
kmt2a,kmt2a,0.95674574
rnf170,rnf170,0.95674264
tor4aa,tor4a,0.9567383
cul2,cul2,0.9567371
pld3,pld3,0.9567353
glod4,glod4,0.9567343
barx1,barx1,0.9567252
mpv17,mpv17,0.9567033
klf13,klf13,0.95669985
nptna,nptn,0.95669377
stx3a,stx2,0.95669067
iqcd,iqcd,0.95668226
tecpr1b,tecpr1,0.9566762
banf1,banf2,0.9566721
TRMT1L,trmt1l,0.956662
selenok,selenok,0.95664376
agr2,agr3,0.9566429
her8.2,hes6.2,0.9566368
ppm1e,ppm1e,0.9566248
lnx2b,XB5786944,0.95661265
sun2,sun2,0.9566066
f8a,f8a1,0.95660335
epn1a,epn1,0.95659816
mppe1,mppe1,0.95659673
BIN1,bin1,0.9565943
lmod1b,lmod1,0.95658576
sts,sts,0.95657915
RANBP2,ranbp2,0.95657307
fnip2,fnip2,0.9565589
zgc:103482,habp4,0.95652014
adat2,adat2,0.9565195
inppl1b,inppl1b,0.9565015
PTCHD3,ptchd3,0.9564962
prdm8b,prdm8,0.9564944
mss51,mss51,0.95648926
zmp:0000001236,maml2,0.95646006
adra1ab,adra1b,0.9564548
nipblb,nipbl,0.956452
fshr,fshr,0.95644736
prpf3,prpf3,0.956445
irx5a,irx5,0.95643944
ela3l,cela3a,0.95643926
ttc19,ttc19,0.9564367
camkk1b,camkk2,0.95643413
ugt1b5,ugt1a6,0.9564255
get1,get1,0.9564233
cln3,cln3,0.9564189
xk,xk,0.9564181
ak7b,ak7,0.9564161
tinagl1,tinagl1,0.9564159
p2ry2.1,p2ry2,0.9563955
elac1,elac1,0.9563947
micall2b,micall2,0.95638627
kif14,kif14,0.9563837
prdm10,prdm10,0.95638305
calcrlb,calcrl,0.9563775
grpel2,grpel2,0.9563772
rerea,rere,0.9563748
pias2,pias2,0.9563726
CXCR5,cxcr5,0.95636076
ssu72,ssu72,0.95636064
mtrfr,MTRFR,0.9563567
xrn2,xrn2,0.9563428
si:ch1073-440b2.1,lonrf3,0.9563368
tgif1,tgif1,0.956328
fh,map1lc3c,0.95630896
syn2a,syn2,0.9562755
bltp3b,bltp3b,0.9562718
SLC35F4,slc35f4,0.95625097
ARHGAP6,arhgap6,0.9562335
c3a.6,c3p1,0.9562314
spns2,spns2,0.95622474
pitpnc1b,pitpnc1l,0.9562027
gpr63,gpr63,0.9561979
ncapd2,ncapd2,0.9561962
ssb,ssb,0.95619583
si:dkey-4e7.3,XB5727514,0.95617115
mtres1,mtres1,0.9561656
cdaa,cda,0.9561629
rbm24a,rbm24,0.95613927
tcte1,tcte1,0.9561388
spry2,spry2,0.95613325
rundc1,rundc1,0.9561282
ptprn2,ptprn2,0.9561142
fah,fah,0.9561049
elapor2b,elapor2,0.9561044
pdp1,pdp1,0.95610356
arl6ip6,arl6ip6,0.9561027
gdf9,gdf9,0.95609677
uso1,uso1,0.95609605
mrpl34,MRPL34,0.9560948
NEXMIF,nexmif,0.95609105
mtg2,mtg2,0.95607126
mpg,mpg,0.95605737
fbxl22,fbxl22,0.95605695
skor1a,skor1,0.95605683
zgc:136439,XB5749127,0.9560508
gyg2,gyg2,0.95604813
arhgap5,arhgap5,0.956048
rasd4,ras-dva2,0.95603734
khdrbs1b,khdrbs1,0.95603377
cdc42l,rhoq,0.9559972
wdr76,wdr76,0.9559909
tex47,tex47,0.9559905
snrpe,snrpe,0.9559855
gal3st1a,gal3st4.2,0.95598495
nacad,nacad,0.9559848
ctbp2a,ctbp2,0.9559775
mettl17,mettl17,0.95597667
prr5l,prr5l,0.95595723
eef1e1,eef1e1,0.9559529
exoc6,exoc6,0.95593864
si:rp71-1f1.5,XB22062350,0.9559346
itgb1bp1,itgb1bp1,0.9559182
C10H21orf91,c2h21orf91,0.9559083
INSM2,INSM2,0.9559011
rubcn,rubcn,0.95589656
hnrnpc,hnrnpc,0.95587635
sh3yl1,sh3yl1,0.95587105
fev,fev,0.9558703
ccdc61,ccdc61,0.9558663
scarf1,scarf1,0.9558654
ccdc186,ccdc186,0.95585454
trpm6,trpm2l,0.9558463
atg16l1,atg16l1,0.9558324
gdf5,gdf5,0.9558314
si:ch211-237i5.4,XB6050834,0.955825
cd164,cd164,0.955819
lamtor4,lamtor4,0.9558154
zfhx3b,zfhx3,0.9558132
atp6v0d1,atp6v0d2,0.95580757
cdca4,cdca4,0.95580673
dync1li1,dync1li1,0.95580035
cmklr2,cmklr2,0.95579994
avpr2b.1,avpr2,0.9557842
st6gal2a,st6gal2,0.9557688
pop5,pop5,0.95576656
clec3a,clec3a,0.9557584
fam83c,fam83c,0.95575476
ifrd2,ifrd2,0.95574903
mtmr1a,mtmr1,0.9557215
capn5a,capn6,0.9557106
masp2,c1r,0.9556918
hao2,hao2,0.9556873
epb41l3a,epb41,0.95567834
hexim1,hexim1,0.95566654
fhl5,fhl5,0.9556639
mpl,MPL,0.95565766
rnmt,rnmt,0.95565754
C2H1orf35,c6h1orf35,0.9556537
rel,rel,0.9556485
ndnl2,nsmce3,0.95563966
rnf26,rnf26,0.9556348
BLTP2,bltp2,0.9556335
zgc:112980,XB5835757,0.9556311
trit1,trit1,0.9556287
si:ch73-173h19.3,efemp1,0.9556253
asb3,asb3,0.95562017
plcxd1,plcxd1,0.95561415
tmem220,tmem220,0.95559376
ccdc3a,ccdc3,0.95558476
trappc12,trappc12,0.9555826
SH2D4B,sh2d4b,0.95557535
ephx4,ephx4,0.95556056
zgc:136472,pdilt,0.95555353
si:ch73-335m24.2,XB5960368,0.95554876
hccsa.1,hccs,0.9555414
prmt7,prmt7,0.95551115
vcanb,vcan,0.9555105
rps6ka4,rps6ka1,0.9555089
NDUFB1,ndufb1,0.95550793
dap3,dap3,0.9554986
dock7,dock7,0.9554934
naxe,naxe,0.95548844
ptgesl,ptges2,0.9554881
odad4,odad4,0.95547503
noxred1,noxred1,0.95547426
nab1b,nab1,0.9554667
crygmxl2,crygdl.11,0.9554659
wdr33,wdr33,0.9554628
acot11b,acot11,0.9554617
mpx,epx,0.9554564
sh2d3ca,sh2d3c,0.95544165
pde3a,PDE3A,0.95543396
gas2l3,gas2l3,0.95542616
foxq1a,FOXQ1,0.9554243
fntb,fntb,0.95542103
myct1a,myct1,0.95541877
mfrp,mfrp,0.9554179
pih1d2,pih1d2,0.9554178
anxa1b,anxa1.3,0.9554142
fxn,fxn,0.95540863
cita,cit,0.95539296
apaf1,apaf1,0.955388
ch25h,ch25h,0.9553848
casp9,casp9,0.9553723
ccn1,ccn1,0.9553491
si:dkey-16l2.16,rab35l,0.9553444
ift22,ift22,0.9553437
MCHR2,mchr2,0.9553365
NSMF,nsmf,0.95533
pxmp2,pxmp2,0.95532876
pde6gb,PDE6G,0.9553241
alg11,alg11,0.95529926
casp2,casp2,0.9552945
OSGIN2,osgin2,0.9552706
si:dkey-13a21.4,MGC75872,0.95526576
zyg11,zyg11b,0.9552553
ankmy2a,ankmy2,0.9552514
sirt7,sirt7,0.9552492
necap1,necap2,0.95524675
si:dkey-18j18.3,c5h2orf50,0.9552296
hmg20b,hmg20b,0.95522016
ccdc82,ccdc82,0.9552196
cuedc2,cuedc2,0.9552195
gpr101,gpr101,0.9552101
gle1,gle1,0.95520794
trmt5,trmt5,0.9551898
pacc1,pacc1,0.955186
tchp,tchp,0.95515394
GADD45GIP1,gadd45gip1,0.955146
sult1st6,sult1b1,0.95514506
haus1,haus1,0.9551368
rgs12b,rgs12,0.9551328
PANK4,pank4,0.95513237
zbtb33,zbtb33,0.955118
josd1,josd1,0.95511746
cdh23,cdh23,0.95511293
wscd1b,wscd1,0.9551121
abraxas1,abraxas1,0.9551107
ncf1,ncf1,0.9551095
zbtb8b,zbtb8b,0.95510435
cnr2,cnr2,0.9550793
stard13b,dlc1,0.95507574
cttnbp2,cttnbp2,0.9550741
tmem276a,tmem178.2,0.9550702
rgs16,rgs16,0.95506305
ncdn,ncdn,0.955055
chchd6a,chchd6,0.955009
agtr2,agtr2,0.9550036
capn12,capn8.3,0.95500034
afg1la,afg1l,0.95499945
anpeplb,lvrn,0.9549954
grin2ab,grin2c,0.9549951
hoxa13a,hoxd13,0.95498586
cytip,cytip,0.954978
sh3gl2b,sh3gl2,0.9549728
CRAMP1,cramp1,0.95497245
fancf,fancf,0.95496315
zgc:194215,znf568,0.9549448
GABRG1,gabrg3,0.9549377
znrf1,znrf1,0.9549344
npas4a,npas4,0.9549279
tjp3,tjp3,0.95492524
inhbaa,inhba,0.9549192
znf827,znf827,0.9549188
esyt2a,esyt3,0.9549037
hck,hck,0.9549008
AADAT,aadat,0.9548843
sstr2b,sstr5,0.9548842
klb,klb,0.9548797
dusp5,dusp5,0.9548789
pex26,pex26,0.9548769
si:dkey-92j12.5,mpdz,0.954874
plekhf1,plekhf1,0.9548529
rgl2,rgl2,0.9548496
sgpp2,sgpp2,0.9548338
igf1,igf1,0.9548309
ccdc65,ccdc65,0.9548304
polr3glb,polr3gl,0.95482206
chtf18,chtf18,0.95481855
APCDD1,apcdd1l,0.9548093
dcun1d3,dcun1d3,0.9548081
lrrc34,lrrc34,0.954806
anapc2,anapc2,0.9548015
hsd11b1la,hsd11b1l,0.9547972
mrpl35,mrpl35,0.95479125
nfx1,nfx1,0.9547855
nme4,nme4,0.954757
tll1,tll2l,0.9547512
loxa,lox,0.95475066
RASSF9,rassf9,0.9547396
kgd4,kgd4,0.95470494
trim24,trim24,0.954703
supt20,supt20h,0.95470047
foxj3,foxj2,0.9546971
phactr3a,phactr1,0.95469344
nln,thop1,0.9546886
sult3st1,XB5843062,0.95468473
ndufaf3,ndufaf3,0.9546768
slx9,slx9,0.95466363
spra,spr,0.954662
bcat2,bcat1,0.9546427
pgm2l1,pgm2l1,0.95464224
dbi,dbi,0.9545859
plekhg5b,plekhg5,0.954578
slu7,slu7,0.9545676
poli,poli,0.9545611
psip1a,psip1,0.9545467
socs2,socs2,0.95453256
xpc,xpc,0.95453215
hsd17b12a,hsd17b12,0.95452964
tspan34b,tspan16,0.95452756
ovol1b,ovol1,0.95452714
mxd4,mxd4,0.9545185
ptgr1.1,ptgr1.3,0.95451593
uba7,uba1,0.95451087
ttc22,ttc22,0.9545107
ckap2l,ckap2l,0.9545062
rsph14,rsph14,0.954506
arhgef28a,arhgef28,0.95449626
megf8,megf8,0.9544919
phf19,psmd5,0.9544912
gpr184,gpr132,0.95447934
znf831,znf831,0.95445347
tsku,tsku,0.95444953
sfr1,sfr1,0.95444554
prepl,prepl,0.95444494
pudp,pudp,0.9544445
zmiz2,zmiz2,0.9544269
fgd6,fgd6,0.9544258
il21r.1,il21r,0.9543856
ap4m1,ap4m1,0.9543826
si:ch211-13f8.1,kiaa1614,0.95438135
sik2b,sik2,0.95437956
stk36,stk36,0.9543766
nup43,nup43,0.9543646
mgst3a,mgst3,0.95435923
coq3,coq3,0.95434654
chaf1a,chaf1a,0.9543425
rln3b,rln3,0.9543409
vstm2b,vstm2b,0.954328
lratd1,lratd1,0.95432717
zc3h4,zc3h4,0.9543139
PLCXD2,plcxd2,0.9543134
lyplal1,lyplal1,0.95429885
palmda,palmd,0.95428
tmem150aa,tmem150a,0.95427674
tk2,tk2,0.95427436
fbxl5,fbxl5,0.95427376
fam98a,fam98a,0.9542733
aste1a,aste1,0.9542731
krt93,krt9.1,0.9542673
lrch4,lrch3,0.9542647
VIT,vit,0.9542626
dnajc12,dnajc12,0.95425886
ANK3,ank3,0.95425564
ggh,ggh,0.95425284
slc35a1,slc35a1,0.9542522
emx1,emx1,0.95424724
cldn11a,cldn11,0.9542449
p2rx5,p2rx5,0.95424366
bbs7,bbs7,0.9542429
nom1,nom1,0.9542392
sema4bb,sema4b,0.95423704
tsr1,tsr1,0.95422494
sgms2b,sgms2,0.9542243
srprb,srprb,0.95421463
mfsd11,mfsd11,0.9542094
ankrd40,ankrd40,0.9541821
errfi1a,errfi1,0.9541681
shroom1,shroom3,0.95416397
sdcbp2,sdcbp,0.9541535
mag,mag,0.95413953
zfand5b,zfand6,0.9541371
klhl32,klhl32,0.9541277
apln,apln,0.95411056
sfrp2,sfrp2,0.9541035
shhb,dhh,0.9540882
gas6,gas6,0.95408034
SHANK3,shank3,0.9540557
nudt22,nudt22,0.95403576
zgc:162200,bicd2l,0.95403016
f13a1a.1,tgm3l.8,0.9540276
xkr7a,XKR7,0.9540215
SPAG9,mapk8ip3,0.954002
erg28,erg28,0.95399797
nqo1,nqo1,0.95398885
septin12,septin12,0.95395577
spc25,spc25,0.9539531
chia.6,XB5763442,0.95393544
mesd,mesd,0.9539312
trip12,trip12,0.9539285
tmem120ab,tmem120a,0.9539228
tmbim1a,tmbim1,0.95391333
PRMT8,prmt8,0.95389867
cdkn1ca,cdknx,0.95389307
tdh,tdh,0.95389307
BBX,bbx,0.9538821
polr3e,polr3e,0.9538812
si:dkeyp-81f3.4,akap14,0.95387024
hirip3,hirip3,0.9538672
lmbr1,lmbr1,0.9538662
cyp1c2,cyp1c1,0.95386523
gins3,gins3,0.9538538
stk35l,stk35l,0.9538374
commd4,commd4,0.9538155
unc93b1,unc93b1,0.95381385
tmub2,tmub2,0.95378774
KLHL12,klhl12,0.9537863
naa50,naa50,0.95378184
GPR61,gpr61,0.95377785
higd1a,higd1a,0.95377415
trpm4b.2,XB5892783,0.95375955
hapln2,hapln2,0.9537482
porcnl,porcn,0.95373094
nrn1a,nrn1,0.95372313
ftcdnl1,XB5818974,0.9537128
dctpp1,dctpp1,0.95371103
MMP19,mmp19,0.9537082
pyroxd2,pyroxd2,0.95370406
dmc1,rad51,0.9536841
wnt10b,wnt10b,0.95367634
ZBTB17,zbtb17,0.9536716
mrps24,mrps24,0.95366937
stambpb,stambp,0.953668
mprip,aldh3b2,0.9536529
palld,mypn,0.9536455
phex,phex,0.95363873
cox7a2b,cox7a2,0.9536376
usp8,usp8,0.9536331
ska1,ska1,0.9536312
casp3b,casp3.2,0.95362437
trmt10b,trmt10b,0.9536235
tamalin,tamalin,0.95360273
akr7a3,akr7a2,0.953592
otc,otc,0.95359075
tgm2a,tgm3l.5,0.95357406
map3k14a,map3k14,0.95357317
crygm7,crygdl.35,0.9535599
TREH,treh,0.9535578
vegfab,vegfa,0.95355743
hs3st2,hs3st2,0.95355505
ubl3a,ubl3,0.9535499
rbm18,rbm18,0.9535472
spcs1,spcs1,0.9535286
tmem234,tmem234,0.9535259
obsl1a,obscn,0.9535247
skap2,skap2,0.9535179
tgm2l,tgm4,0.9535123
nol4la,nol4,0.95351106
pafah1b2,pafah1b3,0.95350987
slf1,slf1,0.95350814
zmat1,krcc1,0.9535003
SLC12A1,slc12a1,0.9534936
krt96,krt34,0.95349216
utp11,utp11,0.9534784
nabp1a,nabp2,0.9534703
mogat2,mogat2,0.9534452
drd4a,drd4,0.9534418
igsf9a,igsf9,0.9534356
dnase1l1l,dnase1l1,0.9534346
MCTP1,mctp1,0.9534341
cyp2ad2,cyp2b6,0.9534326
lactb,lactb,0.9534307
rpap3,rpap3,0.9534167
dnajc7,dnajc7,0.9534094
ccdc125,ccdc125,0.9534023
nphp1,nphp1,0.9533886
tma16,tma16,0.9533874
ntf3,ntf4,0.95337695
si:dkey-21c1.4,c17orf80,0.95335966
slc2a11a,slc2a11,0.95333946
NTS,nts,0.9533372
mat2b,mat2b,0.95333385
tet3,tet3,0.95333326
ca4c,XB5797209,0.9533329
cldn23.2,cldn23,0.95332694
clpp,clpp,0.953303
smpdl3b,smpdl3b,0.9533023
GPR171,gpr171,0.9532965
ahdc1,ahdc1,0.9532905
mid1,mid2,0.9532763
rbm17,rbm17,0.95326924
poglut1,poglut1,0.953269
PEX5L,pex5l,0.953251
saga,sag,0.9532505
trub2,trub2,0.9532453
pdf,pdf,0.95323
kcnq5b,kcnq5,0.95322955
dzank1,dzank1,0.9532212
gosr2,gosr2,0.95320785
tmprss13a,tmprss13,0.95320153
tlr21,tlr21,0.9531904
syn2b,syn3,0.9531898
tspan6,tspan6,0.9531837
trhr2,trhr2,0.953179
psmb6,psmb6,0.95317817
sycn.3,SYCN,0.95317113
ndufb2,ndufb2,0.9531666
nopchap1,nopchap1,0.9531632
inpp5kb,inpp5k,0.9531526
tmt1a.3,mettl7a.2,0.9531463
runx1t1,cbfa2t3,0.95313776
mfap4.4,mfap4.2,0.95312667
myl2b,myl2,0.9531207
fdps,fdps,0.95311564
epn3a,epn3,0.95311534
rasd1,rasd1,0.95311123
znf384b,znf384,0.9531112
hepacam2,hepacam2,0.95310545
fnta,fnta,0.9530982
nr1i2,nr1i2,0.9530978
kiaa0895l,matcap1,0.9530944
sec24a,sec24b,0.95309323
ribc2,ribc1,0.9530929
immp2l,immp2l,0.953092
slc27a2a,supt20hl1,0.95308846
snrka,snrk,0.9530882
srp19,srp19,0.9530861
cth1,zfp36l2.1,0.95308316
rffl,rffl,0.9530693
ccnd3,ccndx,0.9530668
tatdn2,tatdn2,0.95306593
lrrc3ca,lrrc3c,0.9530616
GPR18,gpr18,0.9530518
pnpla4,pnpla4,0.95304155
tyw3,tyw3,0.95303065
parapinopsina,parapinopsin,0.9530211
dcc,dcc,0.95301837
esr2b,esr1,0.9530154
lsm14b,lsm14b,0.953014
kif2c,kif2c,0.95301336
tmem104,tmem104,0.9530003
eci1,eci1,0.9529917
