chimpanzees gene name,gorillas gene name,correlation
KLHL10,KLHL10,0.99873585
AGBL1,AGBL1,0.9987356
CENPO,CENPO,0.9987355
ZNF133,ZNF133,0.9987355
BRAF,BRAF,0.998735
AFF3,AFF3,0.99873435
WWC3,WWC3,0.99873435
SKIC3,SKIC3,0.9987343
SLC6A17,SLC6A17,0.99873334
IL12B,IL12B,0.99873304
MID2,MID2,0.99873304
NOTO,NOTO,0.99873143
ZNF625,ZNF625,0.99873114
C1H1orf116,C1orf116,0.99873036
ANO10,ANO10,0.99872947
UQCC2,UQCC2,0.99872935
L3MBTL1,L3MBTL1,0.99872845
PCSK2,PCSK2,0.9987284
CPSF4L,CPSF4L,0.9987276
ZNF205,ZNF205,0.998727
RPS6KL1,RPS6KL1,0.9987266
C3H3orf62,C3orf62,0.99872434
RBM12,RBM12,0.9987243
AKR1C3,AKR1C3,0.99872416
PLCG1,PLCG1,0.99872386
CDNF,CDNF,0.9987227
ADAMTS14,ADAMTS14,0.9987226
DYNAP,DYNAP,0.9987216
PHETA2,PHETA2,0.99872136
IGSF11,IGSF11,0.9987209
RFT1,RFT1,0.9987205
NUDT19,NUDT19,0.9987202
TGFBR2,TGFBR2,0.99871933
TAS2R10,TAS2R10,0.99871886
ERICH4,ERICH4,0.9987187
MIPOL1,MIPOL1,0.9987187
CASP8AP2,CASP8AP2,0.9987182
SLC22A4,SLC22A4,0.9987179
DHFR,DHFR,0.99871755
EGF,EGF,0.99871755
TRDMT1,TRDMT1,0.9987169
OSTC,OSTC,0.99871665
COQ6,COQ6,0.9987164
ZWILCH,ZWILCH,0.99871606
SYVN1,SYVN1,0.9987158
OR1A1,OR1A1,0.99871457
KIF7,KIF7,0.9987135
RECQL5,RECQL5,0.998713
MRPS15,MRPS15,0.9987129
ENTPD2,ENTPD2,0.9987123
EAF2,EAF2,0.99871224
ZNF557,ZNF557,0.998712
NR1I3,NR1I3,0.9987115
PTCH1,PTCH1,0.9987106
CEP85L,CEP85L,0.99870867
FGF10,FGF10,0.9987082
CEP295NL,CEP295NL,0.9987081
RGR,RGR,0.9987075
TAS2R4,TAS2R4,0.9987075
TMEM61,TMEM61,0.99870735
CYSLTR2,CYSLTR2,0.9987071
ZNF212,ZNF212,0.998707
ZNF114,ZNF114,0.9987063
HOXD1,HOXD1,0.99870616
ZNF229,ZNF229,0.99870616
NCLN,NCLN,0.99870574
ARHGAP10,ARHGAP10,0.9987052
TOX,TOX,0.99870515
GPR132,GPR132,0.9987047
CEBPZ,CEBPZ,0.99870306
PRRG2,PRRG2,0.9987029
CETN1,CETN1,0.9987028
ULBP1,ULBP1,0.9987021
COP1,COP1,0.9987014
C5H5orf46,C5orf46,0.9987006
OR6C1,OR6C1,0.99869984
DCAF8,DCAF8,0.9986997
NLRC3,NLRC3,0.99869907
NPBWR2,NPBWR2,0.998699
MAGEB18,MAGEB18,0.9986985
TGM6,TGM6,0.99869806
CSE1L,CSE1L,0.99869764
AARD,AARD,0.9986973
MESP1,MESP1,0.99869704
PRKAR1B,PRKAR1B,0.9986967
PTH,PTH,0.998696
BICDL2,BICDL2,0.9986953
CCRL2,CCRL2,0.9986953
MIS18A,MIS18A,0.9986952
MOCS3,MOCS3,0.9986948
TRIM63,TRIM63,0.9986945
ZNF391,ZNF391,0.99869365
CRACR2B,CRACR2B,0.99869335
MRGPRF,MRGPRF,0.99869305
C16H16orf54,C16orf54,0.9986926
SETD9,SETD9,0.9986924
RBM22,RBM22,0.99869215
HMBS,HMBS,0.9986908
KIF22,KIF22,0.9986905
OR4E2,OR4E2,0.9986903
CYB5D2,CYB5D2,0.99868923
NDUFAF8,NDUFAF8,0.99868894
GRAMD2A,GRAMD2A,0.9986889
C1H1orf162,C1orf162,0.99868876
SLC12A7,SLC12A7,0.9986887
AFF1,AFF1,0.99868774
SYCP2L,SYCP2L,0.9986859
GBP3,GBP3,0.998685
LRRCC1,LRRCC1,0.99868494
TRAV17,TRAV17,0.99868476
UCP2,UCP2,0.99868476
AQP4,AQP4,0.9986844
TAFA4,TAFA4,0.99868387
MAP2K1,MAP2K1,0.9986826
ACSL1,ACSL1,0.99868196
GAL,GAL,0.99868137
HLA-DOA,HLA-DOA,0.99868137
CDH5,CDH5,0.9986812
CAMP,CAMP,0.99868107
LANCL1,LANCL1,0.9986809
GSTO2,GSTO2,0.9986808
COL27A1,COL27A1,0.99868006
LRP4,LRP4,0.9986788
NPVF,NPVF,0.99867874
CFHR5,CFHR5,0.99867857
MYO18B,MYO18B,0.99867857
SEC14L6,SEC14L6,0.9986783
MAGEE2,MAGEE2,0.99867743
ADRM1,ADRM1,0.99867684
FUT5,FUT6,0.9986762
NFU1,NFU1,0.99867594
CARD9,CARD9,0.9986757
BHLHE23,BHLHE23,0.99867535
DPEP2,DPEP2,0.99867517
EBI3,EBI3,0.99867374
PLB1,PLB1,0.9986735
C10H10orf120,C10orf120,0.9986734
CFAP107,CFAP107,0.9986729
TNFRSF11A,TNFRSF11A,0.99867225
RSL1D1,RSL1D1,0.9986711
ANKRD31,ANKRD31,0.99867076
NTNG1,NTNG1,0.99866956
TCEA1,TCEA1,0.9986695
FAM3D,FAM3D,0.99866945
CSNK1G1,CSNK1G1,0.9986692
SOS2,SOS2,0.99866825
ELF2,ELF2,0.9986679
GAS2L3,GAS2L3,0.9986679
CNTN3,CNTN3,0.99866736
NUBPL,NUBPL,0.99866647
SALL3,SALL3,0.9986663
RGS18,RGS18,0.99866575
ABCB8,ABCB8,0.9986656
LGSN,LGSN,0.9986654
CSF2,CSF2,0.99866515
SLC7A10,SLC7A10,0.9986649
TOP1,TOP1,0.99866456
CCNE2,CCNE2,0.9986641
PDIA6,PDIA6,0.9986629
TMEM25,TMEM25,0.99866235
CHN2,CHN2,0.99866116
NRIP3,NRIP3,0.99866056
OPRM1,OPRM1,0.9986598
GABBR2,GABBR2,0.9986594
TRHDE,TRHDE,0.9986592
AKNAD1,AKNAD1,0.9986586
AKT1,AKT1,0.998658
MCAM,MCAM,0.99865663
CCDC188,CCDC188,0.9986562
MFAP3,MFAP3,0.99865586
NR0B2,NR0B2,0.99865544
JRK,JRK,0.9986554
VIPR1,VIPR1,0.9986554
ZDHHC13,ZDHHC13,0.99865514
ADAM29,ADAM29,0.9986551
P4HTM,P4HTM,0.9986546
CELF3,CELF3,0.99865454
NLRP11,NLRP11,0.9986539
DDX11,DDX11,0.9986538
KLF11,KLF11,0.9986537
ART4,ART4,0.9986528
DIRAS3,DIRAS3,0.99865276
PPIL2,PPIL2,0.99865276
ATF7IP2,ATF7IP2,0.9986514
DAB2IP,DAB2IP,0.9986495
TSN,TSN,0.9986494
OTOL1,OTOL1,0.99864906
TTC29,TTC29,0.99864876
FADD,FADD,0.9986486
NEK8,NEK8,0.9986482
SUMF1,SUMF1,0.9986479
EDN2,EDN2,0.998647
NELFCD,NELFCD,0.9986465
C20orf204,C20orf204,0.9986462
PCP2,PCP2,0.9986457
PROX2,PROX2,0.9986456
ZNF764,ZNF764,0.9986443
KCNIP1,KCNIP1,0.99864364
PWP2,PWP2,0.9986436
ZNF497,ZNF497,0.9986435
PBX2,PBX2,0.99864256
EIF2AK2,EIF2AK2,0.99864185
CIMAP3,CIMAP3,0.9986415
C9H9orf43,C9orf43,0.99864125
USP15,USP15,0.9986409
PAK1,PAK1,0.9986407
NUP43,NUP43,0.99864054
OR51V1,OR51V1,0.9986401
C7H7orf57,C7orf57,0.99864006
RNASET2,RNASET2,0.99864006
ZC2HC1A,ZC2HC1A,0.99863946
ARG1,ARG1,0.99863875
KIF24,KIF24,0.9986379
RAPGEF5,RAPGEF5,0.99863726
SLC44A4,SLC44A4,0.99863684
AKR1C4,AKR1C4,0.99863636
GDI1,GDI1,0.9986363
OTOP1,OTOP1,0.9986362
MSMP,MSMP,0.9986349
ACTL9,ACTL9,0.9986337
GOLGA3,GOLGA3,0.9986334
TATDN1,TATDN1,0.9986328
OR5AN1,OR5AN1,0.99863183
SLFN13,SLFN13,0.99863166
HSF2BP,HSF2BP,0.9986312
HOXA6,HOXA6,0.99863094
CECR2,CECR2,0.99862933
TRABD,TRABD,0.9986293
PRR16,PRR16,0.9986292
TBC1D21,TBC1D21,0.99862885
LRCH4,LRCH4,0.99862874
SYCN,SYCN,0.9986286
EIF4H,EIF4H,0.9986285
CEP63,CEP63,0.9986281
HEMGN,HEMGN,0.9986281
TMEM39B,TMEM39B,0.99862725
NADSYN1,NADSYN1,0.998626
PKD2L2,PKD2L2,0.99862576
CPNE6,CPNE6,0.99862504
LYPLAL1,LYPLAL1,0.99862474
NPPA,NPPA,0.99862456
RAB11A,RAB11A,0.9986241
KLRF1,KLRF1,0.9986223
ZNF776,ZNF776,0.99862176
PFKFB1,PFKFB1,0.99862164
RNF112,RNF112,0.9986215
ZNF722,ZNF722,0.9986214
APOC3,APOC3,0.99862033
TXLNB,TXLNB,0.9986202
PP2D1,PP2D1,0.9986197
FOXI2,FOXI2,0.99861884
TMX1,TMX1,0.99861836
CSN2,CSN2,0.9986183
PARP3,PARP3,0.9986182
NKX6-3,NKX6-3,0.9986181
SNURF,SNURF,0.9986178
TOMM40L,TOMM40L,0.9986173
FAU,FAU,0.99861556
CLTCL1,CLTCL1,0.99861425
ZNF732,ZNF732,0.99861425
HSD17B13,HSD17B13,0.99861383
ZNF230,ZNF230,0.99861383
KRT17,KRT17,0.9986137
FGF3,FGF3,0.99861324
TSSK3,TSSK3,0.99861324
NIM1K,NIM1K,0.99861294
CNOT8,CNOT8,0.9986123
OR6Q1,OR6Q1,0.99861026
TBX21,TBX21,0.9986102
AZIN2,AZIN2,0.99860936
FARSA,FARSA,0.9986088
RXRA,RXRA,0.99860823
STK3,STK3,0.99860805
ERICH6B,ERICH6B,0.998608
SERPINB7,SERPINB7,0.998608
CD1E,CD1E,0.9986071
DOCK4,DOCK4,0.99860704
PIEZO2,PIEZO2,0.99860704
NCR3LG1,NCR3LG1,0.9986058
MRGPRD,MRGPRD,0.99860555
SUN5,SUN5,0.99860424
GEMIN7,GEMIN7,0.99860376
MST1,MST1,0.9986037
RNF145,RNF145,0.99860346
RRP15,RRP15,0.9986033
NR2C1,NR2C1,0.998603
WT1,WT1,0.9986016
TNFAIP8,TNFAIP8,0.99860066
HMGCS2,HMGCS2,0.99859935
IL4,IL4,0.9985993
TMEM252,TMEM252,0.998599
AQP8,AQP8,0.9985976
CD164L2,CD164L2,0.99859744
BCAT1,BCAT1,0.99859655
ZMAT3,ZMAT3,0.99859655
SULT2B1,SULT2B1,0.99859625
ATG4A,ATG4A,0.998596
COX18,COX18,0.99859494
KIAA2012,KIAA2012,0.99859446
PPP1R12B,PPP1R12B,0.9985938
ECI1,ECI1,0.99859285
ALG13,ALG13,0.9985922
ADCY3,ADCY3,0.9985918
RAD51AP1,RAD51AP1,0.9985913
NPHP4,NPHP4,0.99859107
OR51G1,OR51G1,0.99859035
MBP,MBP,0.99859023
RCBTB2,RCBTB2,0.9985895
CEND1,CEND1,0.9985887
GNB4,GNB4,0.9985885
PCBD1,PCBD1,0.99858797
C1H1orf185,C1orf185,0.99858725
WDR91,WDR91,0.9985863
PERCC1,PERCC1,0.998586
OR4K13,OR4K13,0.99858564
MED13L,MED13L,0.9985853
LRRC34,LRRC34,0.9985841
SULT1C2,SULT1C2,0.9985836
ZNF222,ZNF222,0.99858254
DOCK2,DOCK2,0.99858195
TEX9,TEX9,0.99858195
GABRG2,GABRG2,0.9985819
WDR74,WDR74,0.9985818
GSTCD,GSTCD,0.9985812
LRP3,LRP3,0.9985812
SH3PXD2B,SH3PXD2B,0.99858105
DCDC2C,DCDC2C,0.9985796
DNAJC9,DNAJC9,0.9985783
MLNR,MLNR,0.99857813
ARID3B,ARID3B,0.998578
OPLAH,OPLAH,0.99857795
HYKK,HYKK,0.9985769
MAGEB10,MAGEB10,0.99857676
ERMARD,ERMARD,0.9985767
ARNT,ARNT,0.9985755
DKKL1,DKKL1,0.9985752
EIF3H,EIF3H,0.99857354
DNAJB7,DNAJB7,0.9985735
RAB37,RAB37,0.99857336
IYD,IYD,0.9985712
ZNF440,ZNF440,0.9985703
DGCR6L,DGCR6L,0.99856925
RNF224,RNF224,0.99856913
SURF4,SURF4,0.99856853
HEPN1,HEPN1,0.9985681
ZNF446,ZNF446,0.9985671
TFEB,TFEB,0.99856615
SERPINB10,SERPINB10,0.998566
PATE4,PATE4,0.9985657
GJD4,GJD4,0.99856496
ECI2,ECI2,0.99856424
TMEM126A,TMEM126A,0.9985633
GPHN,GPHN,0.9985627
UAP1,UAP1,0.9985625
WARS2,WARS2,0.9985625
BECN2,BECN2,0.99856204
PRR23A,PRR23A,0.9985602
CCER2,CCER2,0.9985597
TSPAN4,TSPAN4,0.9985592
GRAMD1B,GRAMD1B,0.99855894
PARN,PARN,0.99855846
PAX3,PAX3,0.99855834
RUSF1,RUSF1,0.99855816
NALF2,NALF2,0.99855775
OR8A1,OR8A1,0.9985574
ARL6,ARL6,0.99855727
SLC3A1,SLC3A1,0.99855566
CEP57L1,CEP57L1,0.99855477
C6H6orf120,C6orf120,0.99855417
MAPK13,MAPK13,0.99855393
EML6,EML6,0.9985532
SLC31A2,SLC31A2,0.9985532
GHITM,GHITM,0.998553
UTP6,UTP6,0.998553
EFCAB12,EFCAB12,0.9985526
SPAG6,SPAG6,0.99855155
PTH1R,PTH1R,0.9985515
CCDC157,CCDC157,0.99855125
ZGPAT,ZGPAT,0.99855095
PLPP5,PLPP5,0.9985506
INSL6,INSL6,0.9985504
CDCA2,CDCA2,0.9985496
SCYL3,SCYL3,0.99854875
ZNF185,ZNF185,0.99854857
FBXL5,FBXL5,0.99854773
OR13C2,OR13C2,0.9985466
ORC1,ORC1,0.99854606
L3MBTL2,L3MBTL2,0.9985459
TRAF3IP3,TRAF3IP3,0.99854535
KCNRG,KCNRG,0.9985443
VIM,VIM,0.9985436
IGFL1,IGFL1,0.9985434
CCR3,CCR3,0.9985422
PKP2,PKP2,0.99854136
NBEAL2,NBEAL2,0.9985409
PIEZO1,PIEZO1,0.9985407
C16H16orf78,C16orf78,0.9985405
MSR1,MSR1,0.9985384
SNCAIP,SNCAIP,0.9985377
FBXL16,FBXL16,0.9985374
CDH15,CDH15,0.99853724
BAG2,BAG2,0.9985372
ULBP3,ULBP3,0.99853706
SLC16A3,SLC16A3,0.9985368
ODAD3,ODAD3,0.99853665
KRT27,KRT27,0.9985366
SCNN1D,SCNN1D,0.9985355
KRT76,KRT76,0.99853307
LCN1,LCN1,0.99853265
NEIL2,NEIL2,0.99853224
PPP1R1A,PPP1R1A,0.99853134
RILPL2,RILPL2,0.99853134
FCER2,FCER2,0.9985306
SRI,SRI,0.9985301
NRXN1,NRXN1,0.99852836
EFCAB3,EFCAB3,0.9985283
CD14,CD14,0.9985281
CRHR1,CRHR1,0.9985279
SS18L1,SS18L1,0.9985279
FBXO24,FBXO24,0.9985278
C2AH2orf74,C2orf74,0.9985273
MAGEA11,MAGEA11,0.9985267
KRT39,KRT39,0.9985242
EXPH5,EXPH5,0.9985234
CENPH,CENPH,0.9985228
NINJ1,NINJ1,0.9985222
ODR4,ODR4,0.99852175
ZMYM1,ZMYM1,0.99852073
SGMS1,SGMS1,0.9985187
KBTBD4,KBTBD4,0.9985186
CRNN,CRNN,0.9985185
CD48,CD48,0.99851745
ZSCAN5A,ZSCAN5A,0.99851644
SH2D3C,SH2D3C,0.99851626
XPA,XPA,0.99851614
PODXL,PODXL,0.9985156
MAP7,MAP7,0.99851453
USP6NL,USP6NL,0.99851424
SPP1,SPP1,0.99851376
OR1D2,OR1D2,0.99851304
SUSD3,SUSD3,0.9985126
CIDEA,CIDEA,0.9985123
CDC42EP1,CDC42EP1,0.998512
ARHGEF10,ARHGEF10,0.99851155
KMO,KMO,0.99851125
REC8,REC8,0.9985099
AVIL,AVIL,0.99850786
MTRF1,MTRF1,0.99850756
EXTL1,EXTL1,0.9985073
LRMDA,LRMDA,0.99850726
OIP5,OIP5,0.9985071
PLXDC1,PLXDC1,0.99850684
RASSF7,RASSF7,0.99850684
EQTN,EQTN,0.9985067
SLC50A1,SLC50A1,0.99850553
ECM2,ECM2,0.99850523
MRPL39,MRPL39,0.9985042
GPR78,GPR78,0.9985032
CHID1,CHID1,0.99849945
MAGEB1,MAGEB1,0.9984994
GIMD1,GIMD1,0.9984988
C1H1orf216,C1orf216,0.9984984
ACADVL,ACADVL,0.9984977
LRRC23,LRRC23,0.9984975
PKD2L1,PKD2L1,0.99849653
USP26,USP26,0.9984954
CTSG,CTSG,0.9984951
OR52M1,OR52M1,0.9984939
MPV17,MPV17,0.9984927
GLB1L2,GLB1L2,0.9984925
PRRG4,PRRG4,0.9984925
HIP1R,HIP1R,0.9984916
TARM1,TARM1,0.998491
BCAS1,BCAS1,0.99849087
SPMIP4,SPMIP4,0.99849063
PELP1,PELP1,0.9984901
PSAPL1,PSAPL1,0.9984898
OR6S1,OR6S1,0.99848944
NCKAP1,NCKAP1,0.998488
AK4,AK4,0.9984869
SLC10A5,SLC10A5,0.9984859
TPD52L3,TPD52L3,0.9984854
DPEP3,DPEP3,0.998485
OR6A2,OR6A2,0.99848473
FARP2,FARP2,0.9984846
DCLK2,DCLK2,0.99848324
CEACAM6,CEACAM6,0.9984826
DUSP12,DUSP12,0.9984824
FAM161B,FAM161B,0.9984821
PLK1,PLK1,0.99848175
PIK3R1,PIK3R1,0.9984809
KCNC1,KCNC1,0.9984798
FETUB,FETUB,0.99847907
RTP2,RTP2,0.9984787
PLCD4,PLCD4,0.99847835
MRPL57,MRPL57,0.9984775
TPX2,TPX2,0.9984775
STAC3,STAC3,0.99847615
NAT1,NAT1,0.998476
SEZ6,SEZ6,0.9984757
MYOM3,MYOM3,0.99847454
BOLA1,BOLA1,0.99847376
MOV10L1,MOV10L1,0.99847275
RAD23A,RAD23A,0.9984707
CSF3R,CSF3R,0.99847054
KRT8,KRT8,0.9984705
ACR,ACR,0.9984697
CSNKA2IP,CSNKA2IP,0.9984697
MAP3K12,MAP3K12,0.9984696
AADACL4,AADACL4,0.9984691
CD33,CD33,0.9984689
MINAR2,MINAR2,0.9984685
GADL1,GADL1,0.9984679
VPS41,VPS41,0.99846715
SERPINA1,SERPINA1,0.9984667
FAM170A,FAM170A,0.9984651
TENM3,TENM3,0.9984647
DEFB130,DEFB130B,0.9984644
LRRC19,LRRC19,0.9984642
SLA2,SLA2,0.998464
DEFB121,DEFB121,0.9984633
VGLL1,VGLL1,0.99846286
FOXL2NB,FOXL2NB,0.99846196
MROH9,MROH9,0.9984619
CACNA1F,CACNA1F,0.9984615
SLC6A11,SLC6A11,0.9984613
MYOZ2,MYOZ2,0.99846107
NOL10,NOL10,0.99845964
PIK3AP1,PIK3AP1,0.9984595
KISS1,KISS1,0.9984593
TRAP1,TRAP1,0.9984592
KCNK7,KCNK7,0.9984586
NEIL1,NEIL1,0.9984586
METTL4,METTL4,0.99845856
GPIHBP1,GPIHBP1,0.99845713
DEGS2,DEGS2,0.99845695
PYURF,PYURF,0.99845636
BUB3,BUB3,0.9984548
CST7,CST7,0.99845463
SELPLG,SELPLG,0.99845356
TMEM97,TMEM97,0.9984526
ZNF846,ZNF846,0.998452
PDIA4,PDIA4,0.99845034
ALG14,ALG14,0.9984502
KIRREL1,KIRREL1,0.9984502
R3HCC1,R3HCC1,0.99844885
OR4C6,OR4C6,0.9984473
ARRB2,ARRB2,0.99844724
LLGL2,LLGL2,0.998447
PPM1N,PPM1N,0.9984456
ALDOC,ALDOC,0.99844545
ERBB4,ERBB4,0.99844545
CLUH,CLUH,0.9984454
MMP10,MMP10,0.9984445
LSMEM1,LSMEM1,0.9984437
MAGEA1,MAGEA1,0.99844295
TUBB,TUBB,0.9984426
NFIA,NFIA,0.99844253
C7orf78,C7orf78,0.99843854
OR1N2,OR1N2,0.99843854
DSE,DSE,0.9984375
NFE2L3,NFE2L3,0.9984373
GUCA2A,GUCA2A,0.9984364
PXDN,PXDN,0.99843615
LUC7L3,LUC7L3,0.9984361
CYP1A2,CYP1A2,0.9984354
RPL29,RPL29,0.99843466
CABLES1,CABLES1,0.9984346
EZR,EZR,0.9984343
MAPK15,MAPK15,0.99843353
SERTAD2,SERTAD2,0.9984333
KPLCE,KPLCE,0.9984332
SP100,SP100,0.99843085
AHCYL1,AHCYL1,0.9984306
SAV1,SAV1,0.9984302
SLC12A8,SLC12A8,0.99843
ATP1B4,ATP1B4,0.99842757
PRPF19,PRPF19,0.99842757
RHNO1,RHNO1,0.9984274
SLC1A4,SLC1A4,0.998427
NACA2,NACA2,0.9984264
PIMREG,PIMREG,0.9984263
PEX7,PEX7,0.998426
MTMR3,MTMR3,0.99842596
LYPLA2,LYPLA2,0.99842536
WFDC8,WFDC8,0.99842405
ZNF223,ZNF223,0.9984197
CAMK2A,CAMK2A,0.9984195
C3orf85,C3orf85,0.998419
RLBP1,RLBP1,0.99841887
TEX28,TEX28,0.9984188
SERPINA9,SERPINA9,0.99841785
COL22A1,COL22A1,0.9984177
MEGF6,MEGF6,0.9984167
TM2D3,TM2D3,0.9984157
LEUTX,LEUTX,0.998415
CDH8,CDH8,0.9984147
SLC22A24,SLC22A24,0.99841446
CCNB1,CCNB1,0.99841255
SLC25A44,SLC25A44,0.9984124
TCTN2,TCTN2,0.9984117
LDAH,LDAH,0.9984111
ITGBL1,ITGBL1,0.9984103
OR56B4,OR56B4,0.998408
THAP6,THAP6,0.9984078
APCS,APCS,0.9984074
GCM2,GCM2,0.9984066
MYH15,MYH15,0.99840575
PAK3,PAK3,0.99840575
IQCF2,IQCF2,0.99840564
TTC12,TTC12,0.9984051
TEAD3,TEAD3,0.9984041
GALNT15,GALNT15,0.9984038
CCT6B,CCT6B,0.998403
ZNF57,ZNF57,0.9984016
MEIKIN,MEIKIN,0.9984015
TMEM225B,TMEM225B,0.99840075
ATXN2,ATXN2,0.9983993
G6PD,G6PD,0.9983981
H1-8,H1-8,0.9983969
KARS1,KARS1,0.99839646
FTSJ3,FTSJ3,0.9983953
SLAMF8,SLAMF8,0.9983952
PLEK,PLEK,0.9983947
FCHSD1,FCHSD1,0.9983944
ICAM1,ICAM1,0.9983936
CTSZ,CTSZ,0.9983928
KRT3,KRT3,0.9983922
RIPPLY2,RIPPLY2,0.99839157
SLPI,SLPI,0.99839157
HERC6,HERC6,0.9983915
TAPBP,TAPBP,0.99839133
RIN2,RIN2,0.9983907
CHORDC1,CHORDC1,0.99838924
SPATA18,SPATA18,0.99838865
PARD6A,PARD6A,0.9983877
VHL,VHL,0.99838644
SLC25A11,SLC25A11,0.9983863
CETP,CETP,0.9983852
CASKIN2,CASKIN2,0.9983849
CRTC1,CRTC1,0.99838376
FCHSD2,FCHSD2,0.99838364
TACR2,TACR2,0.9983836
CLPB,CLPB,0.9983814
LYPD6B,LYPD6B,0.99838066
ZMAT1,ZMAT1,0.9983792
ZC2HC1B,ZC2HC1B,0.99837863
TMEM270,TMEM270,0.9983786
ELOVL3,ELOVL3,0.99837834
KDM5C,KDM5C,0.99837804
PRSS54,PRSS54,0.9983779
MEX3B,MEX3B,0.9983773
IFT20,IFT20,0.99837714
OR2B11,OR2B11,0.9983771
LYPD3,LYPD3,0.99837554
ALAS2,ALAS2,0.9983754
IL17RB,IL17RB,0.9983745
RNASEH1,RNASEH1,0.99837416
ATP6V0D1,ATP6V0D1,0.9983741
ECEL1,ECEL1,0.998374
CCNP,CCNP,0.99837357
TSPAN32,TSPAN32,0.99837214
CCDC107,CCDC107,0.998372
DCTN2,DCTN2,0.998372
PRPSAP1,PRPSAP1,0.998372
PNPLA5,PNPLA5,0.99837196
ZSCAN2,ZSCAN2,0.9983716
MGRN1,MGRN1,0.9983712
MAP4K5,MAP4K5,0.9983711
PCSK7,PCSK7,0.9983707
CMC4,CMC4,0.9983694
KLHL8,KLHL8,0.9983689
JOSD2,JOSD2,0.99836844
TPPP2,TPPP2,0.998368
TINCR,TINCR,0.99836767
UGT3A1,UGT3A1,0.99836767
MAGEB16,MAGEB16,0.9983667
GNPAT,GNPAT,0.99836606
PDZD2,PDZD2,0.9983639
CLDN20,CLDN20,0.99836344
OR2AG2,OR2AG2,0.9983631
GCNT3,GCNT3,0.99836266
RMI2,RMI2,0.998361
NOX3,NOX3,0.99836093
NTN4,NTN4,0.99836046
LINC03040,LINC03040,0.9983602
SNCB,SNCB,0.99835956
NELFE,NELFE,0.998359
RIBC2,RIBC2,0.9983575
ARFGAP2,ARFGAP2,0.9983564
GDNF,GDNF,0.9983563
DLEU7,DLEU7,0.9983559
AGA,AGA,0.99835473
OR6C6,OR6C6,0.9983541
ZMYND10,ZMYND10,0.9983541
GNPTG,GNPTG,0.99835324
OR5A1,OR5A1,0.99835324
CLPSL1,CLPSL1,0.9983532
DNAJB11,DNAJB11,0.9983529
SLFN12L,SLFN12L,0.9983526
RGS19,RGS19,0.99835235
ILRUN,ILRUN,0.99835175
HESX1,HESX1,0.9983515
MVD,MVD,0.99835134
GDF15,GDF15,0.99835116
TMEM179B,TMEM179B,0.9983506
TAAR1,TAAR1,0.9983494
AGER,AGER,0.99834937
PSORS1C1,PSORS1C1,0.998349
GPA33,GPA33,0.99834883
OR56A1,OR56A1,0.9983487
OR9Q2,OR9Q2,0.99834704
IFT70A,IFT70A,0.9983463
PAX4,PAX4,0.99834526
TACC3,TACC3,0.99834394
ADAD1,ADAD1,0.99834305
F2R,F2R,0.99834245
PRKCE,PRKCE,0.99834216
F10,F10,0.998342
WDR88,WDR88,0.9983417
IGF1R,IGF1R,0.9983413
PRRC2B,PRRC2B,0.9983411
ITPRID1,ITPRID1,0.99834067
CCDC70,CCDC70,0.9983398
OR10V1,OR10V1,0.9983393
CIMIP2A,CIMIP2A,0.99833894
ARMC6,ARMC6,0.99833864
PAXX,PAXX,0.9983385
C5AR2,C5AR2,0.99833834
PDCD2,PDCD2,0.99833703
CENPU,CENPU,0.9983363
PRPF40A,PRPF40A,0.9983354
CACHD1,CACHD1,0.99833506
PIM2,PIM2,0.99833393
DRC3,DRC3,0.9983333
SLC25A34,SLC25A34,0.9983332
KIAA1328,KIAA1328,0.9983331
NPLOC4,NPLOC4,0.9983326
OR1L4,OR1L4,0.99833214
CYTH2,CYTH2,0.9983317
PLCD1,PLCD1,0.9983317
C3H3orf49,C3orf49,0.99833155
EIF4G3,EIF4G3,0.99833024
DIS3,DIS3,0.9983302
CNGB3,CNGB3,0.99832916
DAPP1,DAPP1,0.9983289
NARF,NARF,0.9983282
OR6X1,OR6X1,0.99832815
EIF3D,EIF3D,0.99832803
NIT1,NIT1,0.9983275
FKBP10,FKBP10,0.9983263
GAL3ST2,GAL3ST2,0.9983263
HMOX2,HMOX2,0.99832547
ADGRG7,ADGRG7,0.9983251
SRSF8,SRSF8,0.9983236
GPBP1L1,GPBP1L1,0.99832267
RALB,RALB,0.9983222
TMEM238L,TMEM238L,0.9983217
SLC18A2,SLC18A2,0.9983208
PKIB,PKIB,0.9983205
ST3GAL4,ST3GAL4,0.99832046
OR10A2,OR10A2,0.99832034
H2BC1,H2BC1,0.99832
LAMTOR1,LAMTOR1,0.99831975
PINLYP,PINLYP,0.9983196
ARL13A,ARL13A,0.9983188
ERMAP,ERMAP,0.99831825
PPBP,PPBP,0.99831825
SIMC1,SIMC1,0.99831796
ZNF791,ZNF791,0.9983178
SPARCL1,SPARCL1,0.9983167
ADAMTS3,ADAMTS3,0.99831635
SGSM3,SGSM3,0.9983162
TAF1D,TAF1D,0.9983162
VOPP1,VOPP1,0.99831605
OR6K6,OR6K6,0.9983155
ZFP57,ZFP57,0.99831516
TMBIM6,TMBIM6,0.99831474
KLRB1,KLRB1,0.9983141
CEACAM16,CEACAM16,0.9983129
BRINP2,BRINP2,0.9983121
IKBKB,IKBKB,0.9983108
ARL11,ARL11,0.9983107
