mice gene name,pig gene name,correlation
Ppp2cb,PPP6C,0.957508
4930579F01Rik,C4orf17,0.95750195
Tmprss11d,TMPRSS11D,0.95747685
Angptl4,ANGPTL4,0.9574745
Cst11,CST11,0.9574594
Ccdc93,CCDC93,0.9574477
E430018J23Rik,ZNF599,0.95744085
Kpna6,KPNA6,0.9574369
Tas2r137,TAS2R3,0.95743674
Zfp54,ZNF713,0.95742166
Pwwp2b,PWWP2B,0.9574069
Cd2,CD2,0.9574033
Drg2,DRG1,0.95739526
Zbtb43,ZBTB43,0.95738584
Hoga1,HOGA1,0.9573767
Shroom2,SHROOM2,0.9573609
Tnfrsf11b,TNFRSF11B,0.9573506
Defb20,DEFB128,0.95732987
Zfp654,ZNF654,0.95732
Myo5b,MYO5B,0.9573054
Hax1,HAX1,0.9572978
Medag,MEDAG,0.9572976
Hlcs,HLCS,0.95729107
Nsl1,NSL1,0.95728433
Hes3,HES3,0.957252
Hddc2,HDDC2,0.9572487
Qprt,QPRT,0.9572367
Faap100,FAAP100,0.9572319
Llph,LLPH,0.9572315
Lrrc14b,LRRC14B,0.9572248
Tmem141,TMEM141,0.9572179
Mef2c,MEF2C,0.95721734
Jmjd4,JMJD4,0.9572075
Tango2,TANGO2,0.95720416
H2-Ke6,HSD17B8,0.95718676
Fcrl1,FCRL1,0.9571808
Gal,GAL,0.9571708
Cd74,CD74,0.9571609
Postn,POSTN,0.9571559
Asz1,ASZ1,0.957145
Pdcl,PDCL,0.9571443
Cmc1,CMC1,0.9571246
Gsto2,GSTO2,0.957116
Slc9a3r2,NHERF2,0.9571123
Dleu7,DLEU7,0.9571069
Itga2,ITGA2,0.9571004
Entpd8,ENTPD8,0.9570884
Pirt,PIRT,0.9570676
Zfp819,ZNF333,0.957066
Hoxb9,HOXB9,0.95705813
Odaph,ODAPH,0.9570561
Ifna4,IFN-ALPHAOMEGA,0.9570515
Isg20,ISG20,0.95703614
Lyrm1,LYRM1,0.9570131
Dhrs7b,DHRS7B,0.95701253
Crhr1,CRHR1,0.95700717
Wdr7,WDR7,0.9569916
Tmcc3,TMCC3,0.9569819
Cox6a2,COX6A2,0.95697653
Il13,IL13,0.9569651
Trim65,TRIM65,0.9569574
Tac2,TAC3,0.9569545
Upf3b,UPF3B,0.95695037
Bcl9l,BCL9L,0.95694554
Cfap157,CFAP157,0.9569304
Dnajb6,DNAJB6,0.95690566
Zfp35,ZNF594,0.9569053
Pnoc,PNOC,0.9569051
Ndufa4l2,NDUFA4L2,0.9568927
Olfr692,OR52W1,0.95689005
Tnfaip8l1,TNFAIP8L1,0.95688856
Plaat1,PLAAT1,0.95688534
Ccdc88a,CCDC88A,0.95688266
Intu,INTU,0.9568721
Kif3a,KIF3A,0.9568692
Limk1,LIMK1,0.95686716
Pcbd1,PCBD1,0.9568617
Slc1a3,SLC1A3,0.95685375
Acat2,ACAT2,0.9568526
Nfxl1,NFXL1,0.95685077
Amer2,AMER2,0.9568359
Lhb,SAXO3,0.95679873
Fndc3b,FNDC3B,0.9567949
Nudt19,NUDT19,0.9567895
Zglp1,ZGLP1,0.95678705
Cops4,COPS4,0.9567788
Derl1,DERL1,0.95677084
Otud6a,OTUD6A,0.9567621
Psenen,PSENEN,0.95676047
Supt20,SUPT20H,0.95674664
Trappc11,TRAPPC11,0.956732
Uox,UOX,0.9567287
Ppil6,PPIL6,0.95672065
Irf9,IRF9,0.9567052
Cela3b,CTRC,0.95666766
Zfp112,ZNF112,0.9566627
Rdh10,RDH10,0.956645
Mme,MME,0.95664406
Trim15,TRIM15,0.9566088
Gnao1,GNAO1,0.9565898
C1d,C1D,0.9565744
Arfgap3,ARFGAP3,0.9565731
Abl2,ABL2,0.9565655
Ubqln3,UBQLN3,0.9565595
Slbp,SLBP,0.95654005
Prxl2a,PRXL2A,0.95653707
Mrps2,MRPS2,0.9565368
Ing3,ING3,0.9565275
Mroh9,MROH9,0.9565267
Ins2,INS,0.95651245
Wdsub1,WDSUB1,0.9564984
Plpp4,PLPP4,0.9564956
Clec12a,CLEC12A,0.95648766
Lama2,LAMC1,0.95648384
Med25,MED25,0.95648307
Josd2,JOSD2,0.95647746
Apoc4,APOC4,0.9564585
Clpsl2,CLPSL2,0.9564296
Slc39a4,SLC39A4,0.95642936
Myrip,MYRIP,0.9564245
Hhat,HHAT,0.95642257
Taf5l,TAF5L,0.9564104
Ung,UNG,0.95638525
Il23a,IL23A,0.95638156
Mfap5,MFAP5,0.9563654
Gm5724,SLCO1C1,0.95635635
Mapk1ip1l,MAPK1IP1L,0.95634574
Vash2,VASH2,0.9563437
Srrm3,SRRM3,0.9563407
Cep170b,CEP170B,0.9563388
Ppp1r12a,PPP1R12A,0.9563273
Prrg2,PRRG2,0.9563231
Pccb,PCCB,0.9563174
Dmac1,DMAC1,0.95631564
Dmc1,DMC1,0.95631516
Mlkl,MLKL,0.95630467
Slc1a6,SLC1A6,0.9562978
Col23a1,COL23A1,0.95627624
Gmip,GMIP,0.9562701
Enpep,ENPEP,0.9562626
Pusl1,PUSL1,0.95625263
Cdrt4,SPMIP10,0.95624053
Hspbap1,HSPBAP1,0.9562349
Epsti1,EPSTI1,0.95622426
Cenph,CENPH,0.956222
Hint1,HINT1,0.9561841
Saysd1,SAYSD1,0.9561822
Etfb,ETFB,0.956175
Adam26a,ADAM30,0.9561745
Npdc1,NPDC1,0.9561579
Atp6v1c2,ATP6V1C2,0.95615524
Sfi1,SFI1,0.956155
Slc7a1,SLC7A1,0.95615155
Slc35a5,SLC35A5,0.9561498
Lmtk3,LMTK3,0.95613736
Nme4,NME4,0.9560959
Tspan5,TSPAN5,0.956064
Nfasc,NRCAM,0.9560549
Inka2,INKA2,0.95604146
Rpl8,RPL8,0.9560364
Srms,SRMS,0.9560316
Tarsl2,TARS3,0.95602447
Rab26,RAB26,0.9560128
Megf9,MEGF9,0.956001
Fbxl19,FBXL19,0.95599264
Haus5,HAUS5,0.9559809
Asns,ASNS,0.9559553
Samhd1,SAMHD1,0.9559508
Unc119,UNC119,0.9559127
Slc50a1,SLC50A1,0.9558992
Naprt,NAPRT,0.9558987
Hbq1b,HBQ1,0.9558807
Bahd1,BAHD1,0.95585895
Csn3,CSN3,0.9558551
Dio3,DIO3,0.955847
Ddx55,DDX55,0.9558373
Cpeb3,CPEB3,0.95582664
Syngr1,SYNGR1,0.95582205
3830406C13Rik,CEP15,0.9558126
Ruvbl2,RUVBL2,0.9558068
Scarf2,SCARF2,0.95579284
Kdm1b,KDM1B,0.95578855
Gas7,GAS7,0.95578116
Kyat3,KYAT3,0.9557796
Csrp1,CSRP1,0.9557743
Trim43c,TRIM77,0.9557711
Csf1,CSF1,0.95576423
Spdef,SPDEF,0.9557545
Dhrs7,DHRS7,0.955733
Gla,GLA,0.955726
Nr6a1,NR6A1,0.9557132
Sema6c,SEMA6C,0.9557124
Gspt1,GSPT2,0.95570457
Jrk,JRK,0.95567584
Ccnt1,CCNT1,0.9556719
Cdc42ep4,CDC42EP4,0.9556701
Rnf207,RNF207,0.9556552
Tmem175,TMEM175,0.9556498
St6gal2,ST6GAL2,0.9556495
Pum2,PUM2,0.9556451
Ddhd2,DDHD2,0.9556195
Cgas,CGAS,0.95561755
Fpgt,FPGT,0.95560354
Pigh,PIGH,0.95559424
Tmbim4,TMBIM4,0.95559096
Fam124a,FAM124A,0.9555801
Napb,NAPA,0.9555779
Kif5c,KIF5C,0.9555712
Lsm5,LSM5,0.95556676
Mdm4,MDM4,0.9555659
Zcchc9,ZCCHC9,0.95553786
Asl,ASL,0.955533
Fam169a,FAM169A,0.95553
Cacybp,CACYBP,0.95551807
Pdlim1,PDLIM1,0.95551175
Marchf11,MARCHF11,0.95550984
Resf1,RESF1,0.955501
Trabd,TRABD,0.9554901
Smarcc2,SMARCC2,0.9554855
Dcdc2c,DCDC2C,0.95547676
Arl10,ARL10,0.95546603
Nlrc3,NLRC3,0.9554591
Unc5a,UNC5A,0.9554506
Zfp710,ZNF710,0.9554411
Osr1,OSR1,0.9554095
Dgka,DGKA,0.9554083
Unc80,UNC80,0.95540625
Fthl17b,FTHL17,0.9554056
Sac3d1,SAC3D1,0.95540017
Fermt3,FERMT3,0.9553905
Pdpk1,PDPK1,0.9553894
Wdr17,WDR17,0.95538354
Col4a2,COL4A2,0.9553735
Cbr4,CBR4,0.95537245
Slc26a1,SLC26A2,0.95536184
Plcg1,PLCG1,0.9553597
Cldn1,CLDN1,0.9553576
Oxr1,OXR1,0.9553502
Anapc16,ANAPC16,0.955346
Cdkal1,CDKAL1,0.9553447
Prmt7,PRMT7,0.95533854
Glt6d1,GLT6D1,0.9553248
Gsto1,GSTO1,0.95531476
Rnf166,RNF166,0.9553124
Sec24b,SEC24B,0.9553107
Anapc7,ANAPC7,0.9553047
Rtl4,RTL4,0.9552995
Zbtb7a,ZBTB7A,0.9552979
Tmsb4x,TMSB4X,0.9552955
Vrk2,VRK2,0.9552742
Lor,LORICRIN,0.9552637
Psip1,PSIP1,0.9552535
Rbbp9,RBBP9,0.9552483
Coa5,COA5,0.9552446
Arfip2,ARFIP2,0.9552289
Shc4,SHC4,0.9552241
Ap3b1,AP3B1,0.9552065
Klhl33,KLHL33,0.9552006
Zfp93,ZNF235,0.95519656
Ttll5,TTLL5,0.95517135
Acrbp,ACRBP,0.9551699
Ankrd40,ANKRD40,0.9551691
Actl10,ACTL10,0.95516694
Emc10,EMC10,0.95514476
Specc1,SPECC1,0.95514274
Nom1,NOM1,0.95513994
Prss21,PRSS21,0.95513743
Nynrin,NYNRIN,0.9551332
Tmem143,TMEM143,0.9551282
Arhgap44,ARHGAP44,0.955112
Nsun6,NSUN6,0.9551077
Eif1ad18,EIF1AX,0.95509946
Cd1d2,CD1D,0.9550989
Klrb1,KLRB1,0.9550785
Rsph3b,RSPH3,0.95506
Akt2,AKT2,0.95505315
Rad51b,RAD51B,0.95504457
Map7d2,MAP7D2,0.9550308
Trit1,TRIT1,0.9550296
Myo18a,MYO18A,0.9550216
H2ac1,H2AZ1,0.95502096
Crls1,CRLS1,0.9550199
Ggn,GGN,0.955009
Gmnc,GMNC,0.9550087
Man2b2,MAN2B2,0.9550078
Shld1,SHLD1,0.9550062
Bpi,BPI,0.9550031
Smim10l2a,SMIM10,0.95499194
Cnppd1,CNPPD1,0.9549674
Rpl21,RPL26L1,0.9549644
Unc79,UNC79,0.9549548
Acmsd,ACMSD,0.9549462
Creg1,CREG1,0.9549372
Crx,CRX,0.9549369
Ahsg,AHSG,0.9549342
Pianp,PIANP,0.9549286
Malt1,MALT1,0.9549284
Tab2,TAB2,0.9549196
Adamts7,ADAMTS10,0.954885
Dydc2,DYDC2,0.9548809
Bmpr1b,BMPR1B,0.9548773
1190007I07Rik,UQCC6,0.9548704
Mycbpap,MYCBPAP,0.95484996
Mdga1,MDGA1,0.9548431
Smyd3,SMYD3,0.95483935
C87436,C2orf42,0.9548327
Gnpat,GNPAT,0.9547711
Tbc1d22b,TBC1D22B,0.9547375
Cass4,CASS4,0.9547229
Sec31a,SEC31A,0.9547197
Vsig10,VSIG10,0.95468557
Ears2,EARS2,0.9546831
Tmem156,TMEM156,0.95468175
Sumf1,SUMF1,0.95467305
Txnl4a,TXNL4A,0.95466065
Tmem204,TMEM204,0.9546603
Pcnx,PCNX1,0.9546539
Tsks,TSKS,0.9546404
Pdia2,PDIA2,0.95463705
Ccnb1,CCNB1,0.95461947
Degs2,DEGS2,0.9546166
mt-Nd4l,ND4L,0.95460904
Hamp,HAMP,0.95460755
Mri1,MRI1,0.95460725
Cped1,CPED1,0.9546055
Mrps10,MRPS10,0.9546055
Krtap13-1,KRTAP13-3,0.9546027
Gtf3c6,GTF3C6,0.95459753
Cyp46a1,CYP46A1,0.9545769
Glp2r,GLP2R,0.9545656
Polr2h,POLR2H,0.9545638
Rab5c,RAB5C,0.9545606
Bricd5,BRICD5,0.9545552
Ccdc171,CCDC171,0.9545546
Gmnn,GMNN,0.9545364
S100a4,S100A4,0.9545337
Prune2,ATCAY,0.95452803
Atad2b,ATAD2B,0.95451224
Cd209f,CD209,0.9545092
Strc,STRC,0.9545003
Sdha,SDHA,0.95447344
Chd4,CHD4,0.9544639
Rce1,RCE1,0.9544614
Sulf2,SULF2,0.95446104
Irak3,IRAK3,0.9544586
Anp32b,ANP32B,0.9544558
Ldhb,LDHB,0.95445126
Zfp945,ZNF667,0.9544376
Mical1,MICAL1,0.9544314
Vezt,VEZT,0.9544063
Angptl3,ANGPTL3,0.9543989
Irf4,IRF4,0.9543987
Fkbp10,FKBP10,0.9543986
Art3,ART3,0.95439076
Gclm,GCLM,0.9543824
Mymx,MYMX,0.95436156
Tinag,TINAG,0.9543532
Erich4,ERICH4,0.954352
Dsc1,DSC1,0.95433295
Metrnl,METRNL,0.95431745
Rad18,RAD18,0.9543087
Slc25a28,SLC25A28,0.9542977
Tmem196,TMEM196,0.9542868
Spatc1l,SPATC1L,0.954274
Ing5,ING5,0.9542718
Crispld1,CRISPLD1,0.9542687
9130023H24Rik,ZNF691,0.9542581
Jmjd8,JMJD8,0.9542467
Osgin2,OSGIN2,0.9542214
Osmr,OSMR,0.9542196
Noxred1,NOXRED1,0.9542161
Snx8,SNX8,0.95418715
Rgs19,RGS19,0.95418584
Chst8,CHST8,0.9541756
Srxn1,SRXN1,0.9541663
Gm17657,TMEM217B,0.9541512
Slc35a4,SLC35A4,0.9541469
Uck1,UCK1,0.954129
Mgat4d,MGAT4D,0.9541054
Rnf139,RNF139,0.9541015
Irak1,IRAK1,0.95410025
Wdr27,WDR27,0.95409566
Antkmt,ANTKMT,0.95408624
Ccdc150,CCDC150,0.9540659
Snapc3,SNAPC3,0.9540506
Rassf1,RASSF1,0.9540366
Serpinb1a,SERPINB1,0.9540311
Plxnd1,PLXND1,0.9540113
Rflna,RFLNA,0.95401
Col1a2,COL1A2,0.95397377
Zkscan16,ZNF445,0.9539385
Spag1,SPAG1,0.95393807
Mtpn,MTPN,0.9539209
Mbl2,MBL2,0.95391667
Insig1,INSIG2,0.953916
Chia1,CHIA,0.9538696
Stom,STOM,0.95386136
Opa3,OPA3,0.9538556
4933402N03Rik,C14H10orf120,0.9538539
Bcl2l15,BCL2L15,0.9538481
Guf1,GUF1,0.9538476
Gar1,GAR1,0.9538284
Cdca8,CDCA8,0.9538194
Ssr2,SSR2,0.95379984
Ssh2,SSH2,0.9537973
Sgk1,SGK1,0.9537867
Slirp,SLIRP,0.9537814
Ccdc83,CCDC83,0.95377976
Synpo2,SYNPO2,0.95377976
Kctd19,KCTD19,0.9537762
Spib,SPIB,0.95375943
Ube2w,UBE2W,0.9537363
Kctd20,KCTD20,0.9537308
Bpifa3,BPIFA3,0.95372975
Clcc1,CLCC1,0.953721
Ireb2,IREB2,0.95372
Myl4,MYL4,0.95371515
Otud3,OTUD3,0.9537111
Lsm6,LSM6,0.95367366
Retn,RETN,0.9536635
Nipal1,NIPAL1,0.95365155
Diaph2,DIAPH3,0.95365006
Arhgap4,ARHGAP4,0.95362914
Dync1li2,DYNC1LI2,0.9536188
Atg101,ATG101,0.95358384
Irak4,IRAK4,0.9535833
Slc25a14,SLC25A14,0.9535804
Il2,IL2,0.9535766
Fam221b,FAM221B,0.9535694
Ddx60,DDX60,0.9535664
Trim34a,TRIM34,0.9535547
Gatc,GATC,0.9535452
Rnf215,RNF215,0.9535416
Fkbp4,FKBP4,0.9535271
Ghrl,GHRL,0.95351326
Fhdc1,FHDC1,0.95348185
Pla2r1,PLA2R1,0.9534814
Mup3,SAL1,0.95347375
Epn2,EPN2,0.95347285
Trim32,TRIM32,0.9534701
Kit,PDGFRA,0.95346993
Taf11,TAF11,0.9534677
Arrdc4,ARRDC4,0.95346415
Gcc2,GCC2,0.9534621
Sapcd2,SAPCD2,0.95345974
Gpkow,GPKOW,0.95344514
Derl2,DERL2,0.95344144
Cdkn3,CDKN3,0.9534172
Mc1r,MC1R,0.9534102
Paxip1,PAXIP1,0.9533908
Flvcr2,FLVCR2,0.9533896
Slc35b3,SLC35B3,0.9533826
Klhl6,KLHL24,0.9533809
Nexn,NEXN,0.95337176
Ccna2,CCNA2,0.9533657
Cdk4,CDK4,0.9533631
Ralgapb,RALGAPB,0.95335674
Ubr4,UBR4,0.9533538
Recql4,RECQL4,0.9533509
Ankrd60,ANKRD60,0.95334643
Anp32e,ANP32E,0.95334333
Dynlt2b,DYNLT2B,0.95333093
Crisp4,CRISP1,0.953294
Pkib,PKIB,0.95327455
Idh1,IDH1,0.95327425
Plin2,PLIN2,0.9532739
Sult1a1,SULT1A3,0.95326984
Nr2f6,NR2F6,0.9532539
Timm21,TIMM21,0.9532503
Pigc,PIGC,0.95324075
Gm48552,SMIM44,0.9532282
Rab1b,RAB1B,0.95322055
Ryr2,RYR2,0.9531797
Lysmd2,LYSMD2,0.9531655
Pwwp4a,PWWP3A,0.9531653
Brd9,BRD9,0.95315754
Kif21b,KIF21B,0.95315385
Tmem82,TMEM82,0.95314294
Parp11,PARP11,0.9531411
Hmox2,HMOX2,0.95313746
Dnah12,DNAH12,0.9531336
Spred1,SPRED1,0.9531205
Pon1,PON3,0.9531137
Fam221a,FAM221A,0.9531125
Pdlim7,PDLIM7,0.9531093
Pax3,PAX3,0.9531061
Palm,PALM,0.9531001
Dkk1,DKK1,0.95308083
Ciao1,CIAO1,0.953079
Cep135,CEP135,0.95306325
Rpap1,RPAP1,0.95306265
Ptpn18,PTPN18,0.9530618
Stambp,STAMBP,0.9530524
Polr3f,POLR3F,0.9530444
Cd177,CD177,0.9530443
Ly6g5b,LY6G5B,0.95301473
Pycrl,PYCR3,0.9530146
Trnt1,TRNT1,0.9530074
Snx29,SNX29,0.9529902
Matr3,MATR3,0.95298463
Adgb,ADGB,0.952982
Lrrc32,LRRC32,0.9529753
Apod,APOD,0.9529692
Zpbp,ZPBP,0.95296353
Shisal1,SHISAL1,0.95295256
B230217C12Rik,LASP1NB,0.9529341
Swt1,SWT1,0.9529099
Gapt,GAPT,0.95290637
Zscan22,ZKSCAN5,0.9528973
Bbs9,BBS9,0.9528944
Cpne2,CPNE2,0.9528889
Tlcd4,TLCD4,0.9528865
Nacc2,NACC2,0.95288396
Hrh1,HRH1,0.95288223
Fbxl17,FBXL17,0.95288116
Pdlim4,PDLIM4,0.95287883
Pcdh15,PCDH7,0.9528752
Exoc7,EXOC7,0.95284384
Gigyf1,GIGYF1,0.9528371
Eif4g3,EIF4G3,0.952834
Synj2,SYNJ2,0.95281166
Tlcd1,TLCD1,0.9528112
Idua,IDUA,0.9527927
Rufy2,RUFY2,0.9527712
G0s2,G0S2,0.95276195
Hhla1,HHLA1,0.9527602
Tgs1,TGS1,0.9527587
Rab22a,RAB31,0.9527562
Rfx7,RFX7,0.95275056
Pabpc4l,PABPC4L,0.95273715
Hras,HRAS,0.95273495
Myl2,MYL11,0.95271873
Fabp1,FABP1,0.9527108
Cep170,CEP170,0.9526971
Prx,PRX,0.9526877
Por,POR,0.9526701
Qrfp,QRFP,0.9526515
Mpped1,MPPED1,0.9526371
Cpne4,CPNE4,0.9526324
Catspere1,CATSPERE,0.95260423
Slc51b,SLC51B,0.9525938
Gm8773,FAM237B,0.9525865
Clhc1,CLHC1,0.95258033
4932429P05Rik,PPP4R3C,0.9525791
Hyou1,HYOU1,0.95255893
U2surp,U2SURP,0.9525238
1700037C18Rik,C16orf90,0.9525093
Olfr588-ps1,OR51L1,0.95249176
Kif13b,KIF13A,0.95248
Ruvbl1,RUVBL1,0.9524707
Arpc5,ARPC5,0.95245916
Ccdc191,CCDC191,0.9524375
Pik3cd,PIK3CD,0.9524335
Agmo,AGMO,0.95243275
Stpg3,STPG3,0.9524282
Tuft1,TUFT1,0.952389
Gm7271,EXOC1L,0.95238197
Gm29797,C20orf204,0.9523798
Pam,PAM,0.9523702
Lnp1,LNP1,0.9523179
1500011B03Rik,C12orf76,0.9523096
Prkx,PRKX,0.95229965
Lrrc14,LRRC14,0.9522951
Heatr9,HEATR9,0.95225394
Arhgdib,ARHGDIB,0.95223504
Pim2,PIM2,0.95223504
Tmem249,TMEM249,0.95223296
Slc9c1,SLC9C1,0.95223
Atp6v1g2,ATP6V1G2,0.9522227
Mgat4c,MGAT4C,0.9522218
Tmem132a,TMEM132A,0.95220685
Oplah,OPLAH,0.9521957
Zfp358,ZNF358,0.9521785
Smad3,SMAD3,0.95216864
Kmt5b,KMT5B,0.9521146
Gemin7,GEMIN7,0.952111
Thoc1,THOC1,0.95209897
Brinp3,BRINP2,0.9520958
Smarce1,SMARCE1,0.95208883
Far1,FAR1,0.9520885
Arhgef38,ARHGEF38,0.95207334
Srf,SRF,0.95207065
Qsox2,QSOX2,0.95207006
Ppp1r14a,PPP1R14A,0.95204395
Guca2b,GUCA2B,0.95204276
Rabggtb,MSH4,0.95203686
Rbm38,RBM38,0.952036
Pold1,POLD1,0.9520266
Fn3krp,FN3KRP,0.9520265
Apon,APOF,0.952019
Trem2,TREM2,0.95197564
Pdia3,PDIA3,0.9519723
Prkaa1,PRKAA1,0.9519705
Trarg1,TRARG1,0.9519629
Eif3f,EIF3F,0.9519609
Pwwp3b,PWWP3B,0.95194936
Zfp268,ZNF461,0.9519403
Colec11,COLEC11,0.95193714
Olfr18,OR7D2,0.95192504
Nphp3,NPHP3,0.95191586
Igsf6,IGSF6,0.95191354
Nlrp3,NLRP3,0.9519129
Parp3,PARP3,0.9519121
Uvrag,UVRAG,0.95190865
Aldh1l1,ALDH1L1,0.9518982
Tatdn2,TATDN2,0.9518945
F10,F10,0.9518924
Il22ra2,IL22RA2,0.9518861
Capg,CAPG,0.9518545
Ostc,OSTC,0.95185024
Sdad1,SDAD1,0.95184886
Fancf,FANCF,0.95184094
Gas1,GAS1,0.95182383
Hsph1,HSPH1,0.951821
Prxl2c,PRXL2C,0.95181805
Ccn5,CCN5,0.95180786
Abhd16a,ABHD16A,0.951799
Apoc3,APOC3,0.9517948
Mtrfr,MTRFR,0.95179206
Nat9,NAT9,0.95176953
Irak2,IRAK2,0.9517684
Csrnp1,CSRNP1,0.9517439
Epor,EPOR,0.9517018
Tmem260,TMEM260,0.9516856
Mgat5b,MGAT5B,0.9516738
Banp,BANP,0.9516724
Mob4,MOBKL3,0.9516681
Pms2,PMS2,0.9516478
Urgcp,URGCP,0.9516472
Pde4dip,PDE4DIP,0.951636
Tmco5b,TMCO5A,0.95163447
Rida,RIDA,0.9516273
Ube3c,UBE3B,0.95161504
Car14,CA14,0.95159924
Tmem223,TMEM223,0.95158875
Vpreb3,VPREB3,0.9515819
Nkd1,NKD2,0.95157444
Zhx3,ZHX3,0.95157325
Tmem67,TMEM67,0.9515658
Rdh5,RDH5,0.9515611
Gsx2,GSX2,0.9515435
Ift172,IFT172,0.95154035
Mtres1,MTRES1,0.9515316
Gprc5c,GPRC5C,0.9515217
Elmod2,ELMOD2,0.9515113
Elp4,ELP4,0.9515101
Rbm47,RBM47,0.9514911
Dusp9,DUSP9,0.9514885
Zswim1,ZSWIM1,0.9514753
Pign,PIGN,0.95147467
Col28a1,COL28A1,0.95147294
Aif1l,AIF1L,0.9514565
Arid5a,ARID5A,0.95145637
Uncx,UNCX,0.9514413
Dupd1,DUSP29,0.9514252
Meikin,MEIKIN,0.9514126
Ano3,ANO3,0.95135546
Gm20683,RHOT2,0.95135057
Dock11,DOCK11,0.95134574
0610012G03Rik,NCBP2AS2,0.95133996
Zfp445,ZNF75D,0.95133775
Haghl,HAGHL,0.9513242
Fmo4,FMO4,0.9513205
Wls,WLS,0.9513204
Otud6b,OTUD6B,0.9512838
Slc25a30,SLC25A30,0.95128375
Tex11,TEX11,0.95127577
Plcb3,PLCB3,0.9512631
C2,C2,0.9512523
Sult6b1,SULT6B1,0.9512483
Cd84,CD84,0.95122725
Polm,POLM,0.9512072
Boll,BOLL,0.9511231
Jtb,JTB,0.9511124
Il11ra1,IL11RA,0.95110583
Bmp2k,BMP2K,0.95109385
Tspan18,TSPAN18,0.95109135
Plaa,PLAA,0.95108026
Slc29a1,SLC29A1,0.95105225
Gcnt2,GCNT2,0.9510115
Ap2a1,AP2A1,0.9510074
Akr1e1,AKR1E2,0.95100266
P4htm,P4HTM,0.95098674
Myct1,MYCT1,0.9509859
Fcer1g,FCER1G,0.9509628
C1qb,C1QB,0.9509423
Anapc5,ANAPC5,0.95093846
Serinc4,SERINC4,0.95093405
Tm2d3,TM2D3,0.95089465
Ufsp1,UFSP1,0.95087165
Rpl22l1,RPL22L1,0.9508608
Fbxw11,BTRC,0.95085704
Plk4,PLK4,0.9508564
Apmap,APMAP,0.95083344
Trmo,TRMO,0.9508328
Pcp2,PCP2,0.9508219
Fam98c,FAM98C,0.9508009
Glipr1l2,GLIPR1L2,0.9507973
Npff,NPFF,0.95079195
Ttll3,TTLL8,0.9507856
Tns1,TNS1,0.95074993
Rbm12,RBM12,0.95073146
Gpr12,GPR12,0.95072854
Tmem91,TMEM91,0.9507232
Nxn,NXN,0.95070404
Adamtsl5,ADAMTSL5,0.9507012
Retreg1,RETREG1,0.95067835
Lalba,LALBA,0.9506753
Retsat,RETSAT,0.9506447
Adgrl2,ADGRL2,0.9506427
1700001C19Rik,CIMIP3,0.95063794
Kars,KARS1,0.9506162
Wdr62,WDR62,0.9506014
Mrpl42,MRPL42,0.950592
Sdc1,SDC1,0.9505858
Il12rb2,IL12RB2,0.9505834
Dnttip1,DNTTIP1,0.9505531
Aph1c,APH1A,0.9505523
Klrg1,KLRG1,0.95054984
Cpne8,CPNE8,0.9505496
Gpr45,GPR45,0.950528
Tmem221,TMEM221,0.95052767
Lrrk1,LRRK1,0.9505157
Il17rd,IL17RD,0.950514
Ntn3,NTN3,0.9505099
Ccl4,CCL3L1,0.95050955
Zfp82,ZFP1,0.95050514
Zfp954,ZNF311,0.9504915
Slc34a2,SLC34A2,0.9504701
Plin3,PLIN3,0.95046425
Hacd1,HACD1,0.95045424
Ppp1r1b,PPP1R1B,0.9504292
4930523C07Rik,KIAA0040,0.9504037
Tmem45b,TMEM45B,0.9503985
Plac1,PLAC1,0.9503978
Ubash3a,UBASH3A,0.9503948
Tkfc,TKFC,0.9503786
Hoxc4,HOXC4,0.9503613
Tmem176b,TMEM176B,0.95035917
Mrpl36,MRPL36,0.950357
Olfr303,OR6M1,0.95035386
Vcam1,VCAM1,0.95033604
Dlc1,DLC1,0.9503358
Arrb2,ARRB2,0.95033425
Gm49510,SH3BP1,0.9503286
Usf1,USF1,0.95032763
Cd320,CD320,0.9503193
Gckr,GCKR,0.95031744
Sycp1,SYCP1,0.95031136
Gpcpd1,GPCPD1,0.9502866
Cp,CP,0.9502857
Aen,AEN,0.95028466
Mapre2,MAPRE2,0.9502828
Cct8,CCT8,0.95028263
Mkrn1,MKRN1,0.95024425
Stard6,STARD6,0.95024127
Samd14,SAMD14,0.95023006
Glud1,GLUD1,0.95022243
Zar1l,ZAR1L,0.9502218
Sumo1,SUMO1,0.9502065
Pak1ip1,PAK1IP1,0.95018905
Mbd5,MBD5,0.9501707
Tmem237,TMEM237,0.9501598
Gzmc,GZMH,0.950134
Tnfrsf18,TNFRSF18,0.9501334
Ighmbp2,IGHMBP2,0.9501277
Pdcd1lg2,PDCD1LG2,0.9501029
Alg11,ALG11,0.95009494
Mrpl10,MRPL10,0.9500857
Atp23,ATP23,0.9500603
Acox2,ACOX2,0.9500394
Rmi2,RMI2,0.9500317
Borcs5,BORCS5,0.9500273
Zcchc18,ZCCHC18,0.9500273
Cfap36,CFAP36,0.9500243
Spon2,SPON2,0.9500212
Cavin3,CAVIN3,0.9500094
Slfnl1,SLFNL1,0.9499879
Tbc1d2,TBC1D2,0.94997436
Agt,AGT,0.94996995
Ss18l2,SS18L2,0.9499556
Lep,LEP,0.9499549
Myl12a,MYL5,0.9499492
Oprl1,OPRL1,0.94994354
