Human gene name,Mouse gene name,correlation
BFAR,Bfar,0.9436957
NTRK2,Ntrk2,0.94368714
PCDH17,Pcdh17,0.9436664
DDX31,Ddx31,0.94366586
CLEC10A,Asgr2,0.94364715
ITFG1,Itfg1,0.9436402
LETM2,Letm2,0.94360775
PHYHD1,Phyhd1,0.9435639
TGDS,Tgds,0.9435581
MC2R,Mc2r,0.9435499
PHGR1,Phgr1,0.9435431
COMMD3-BMI1,Ermard,0.94352484
DAZL,Dazl,0.94352055
CDPF1,Cdpf1,0.9435175
BRDT,Brdt,0.94351393
MTMR10,Mtmr10,0.94351214
BSDC1,Bsdc1,0.9435063
SYCP1,Sycp1,0.94349825
CIDEC,Cidec,0.9434799
CDC16,Cdc16,0.94346756
CEP126,Cep126,0.9434614
VSIG1,Vsig1,0.94345355
CCDC137,Ccdc137,0.94344515
LEXM,Lexm,0.94344157
LRGUK,Lrguk,0.9434385
MIGA2,Miga2,0.94343317
PHRF1,Phrf1,0.9434259
TFPI,Tfpi,0.9434237
CHST12,Chst12,0.94341713
ZBTB22,Zbtb22,0.9434165
CD1C,Cd1d1,0.94338757
ODAD2,Odad2,0.943387
ANTXR2,Antxr2,0.9433609
TCEANC2,Tceanc2,0.94334173
SF3A2,Sf3a2,0.9433404
TOMM20L,Tomm20l,0.9433374
UHRF2,Uhrf1,0.94333607
KRI1,Kri1,0.9433353
TDRP,Tdrp,0.9433301
SLC25A38,Slc25a38,0.94332653
NR2F6,Nr2f6,0.94331986
CFAP74,Cfap74,0.9433112
PMEL,Pmel,0.94330764
TRIP6,Trip6,0.94329596
P2RX5-TAX1BP3,P2rx5,0.94329363
PBOV1,4930404H24Rik,0.9432914
ARHGEF17,Arhgef17,0.94328094
TMEM138,Tmem138,0.9432739
HARS1,Hars,0.9432532
ALKBH1,Alkbh1,0.94324476
ADAMTS20,Adamts20,0.9432387
ANKLE1,Ankle1,0.9432369
OAS2,Oas2,0.94323325
CSTA,Cstdc5,0.9432316
ALKBH7,Alkbh7,0.9432312
FAM118B,Fam118b,0.94322866
S100A9,S100a9,0.94322693
CDC14A,Cdc14a,0.94321567
HYPK,Hypk,0.9432055
EPGN,Epgn,0.9432044
ZNF662,Zfp382,0.94319963
UMAD1,Umad1,0.943198
NSUN2,Nsun2,0.94319
EIF4H,Eif4h,0.94318
LITAFD,Gm5767,0.94317806
KCNC1,Kcnc2,0.94316965
TGFA,Tgfa,0.94316614
PEX7,Pex7,0.94315
TMPRSS12,Tmprss12,0.943149
SPARCL1,Sparcl1,0.9431372
CCDC115,Ccdc115,0.94312996
SLC38A10,Slc38a10,0.9431211
IGHV7-4-1,Ighv1-9,0.94311225
IRAK2,Irak2,0.94311035
TXLNA,Txlna,0.9431092
METTL17,Mettl17,0.9431076
CATSPERD,Catsperd,0.9430945
SYT3,Syt3,0.94309366
HERC6,Herc6,0.9430794
PLD3,Pld3,0.9430754
ELL3,Ell3,0.94306564
RPTN,Rptn,0.94306517
ASTL,Astl,0.9430616
DHX32,Dhx32,0.9430552
CCP110,Ccp110,0.9430393
ELOF1,Elof1,0.9430374
SELENOO,Selenoo,0.94303644
RAMAC,Gm10767,0.9430302
PEMT,Pemt,0.94302016
C2,C2,0.9430046
TMEM82,Tmem82,0.9429987
HSD3B7,Hsd3b7,0.94299716
UBIAD1,Ubiad1,0.9429959
TTYH2,Ttyh2,0.9429899
PALLD,Palld,0.94298476
DYNC1LI1,Dync1li1,0.9429831
ADAMTSL4,Adamtsl4,0.9429814
TOB2,Tob2,0.94297475
NANOS1,Nanos1,0.9429745
ZSCAN10,Zscan10,0.9429721
FBXO9,Fbxo9,0.9429707
PALB2,Palb2,0.9429601
SHMT1,Shmt1,0.94295424
WEE1,Wee1,0.9429462
TMEM108,Tmem108,0.94294417
RAB42,Rab42,0.9429193
SHPK,Shpk,0.9429148
LCK,Lck,0.9429048
RIMKLA,Rimkla,0.94290066
OPN1SW,Opn1sw,0.9428926
SLC25A20,Slc25a20,0.94287556
ERCC5,Ercc5,0.94286823
MFSD2A,Mfsd2a,0.9428394
VGLL3,Vgll3,0.942839
TCF20,Tcf20,0.9428334
PIH1D1,Pih1d1,0.942821
TEX261,Tex261,0.9428158
KRTAP15-1,Krtap14,0.94281435
SPEM2,Spem2,0.9428045
INAVA,Inava,0.9428003
COL5A1,Col5a1,0.9427992
IL19,Il19,0.9427976
MVP,Mvp,0.9427874
PHYHIPL,Phyhipl,0.94277024
GRN,Grn,0.94276726
PRMT5,Prmt5,0.94274837
AIFM1,Aifm1,0.9427436
IGHV1-45,Ighv1-22,0.9427361
WDR20,Wdr20,0.94273055
MGAT4A,Mgat4a,0.94272405
DHPS,Dhps,0.94272095
PEX5,Pex5,0.9427171
NDUFAB1,Ndufab1,0.9427125
STRN,Strn3,0.94270605
SAP130,Sap130,0.94270515
KRT8,Krt8,0.9426988
GSTCD,Gstcd,0.942692
CYB561D2,Cyb561d1,0.9426901
TMC5,Tmc5,0.94266635
ADGB,Adgb,0.9426661
SRSF2,Srsf2,0.94266415
ABCG4,Abcg4,0.9426623
SERGEF,Sergef,0.9426512
LRRFIP2,Lrrfip2,0.9426436
LRRC74A,Lrrc74a,0.94263524
FLAD1,Flad1,0.9426348
LRP1,Lrp1,0.9426306
WDPCP,Wdpcp,0.9426306
CCL22,Ccl22,0.9426273
HEPACAM2,Hepacam2,0.9426254
SYT16,Syt16,0.94262326
SEC23B,Sec23b,0.94262046
NMUR1,Nmur1,0.9425825
SOX10,Sox8,0.94257873
GFER,Gfer,0.9425768
GPR31,Gpr31b,0.9425673
TEDC1,Tedc1,0.94256175
TBCCD1,Tbccd1,0.9425413
MTM1,Mtm1,0.9425395
RALGAPA1,Ralgapa1,0.94253445
RUFY4,Rufy4,0.9425341
STON1-GTF2A1L,Ston1,0.94253343
MAGEA9,Magea10,0.94252735
FRMD4B,Frmd4b,0.94251335
GHDC,Ghdc,0.9424961
SYNPO2L,Synpo2l,0.9424931
CZIB,Czib,0.9424879
SACS,Sacs,0.94247836
FAM71D,Fam71d,0.9424705
RAB34,Rab34,0.94246477
DNPH1,Dnph1,0.9424641
SLC1A3,Slc1a3,0.94245714
HSD17B1,Hsd17b1,0.9424519
CIAPIN1,Ciapin1,0.94244105
ETNK2,Etnk2,0.94244003
EEF1AKMT2,Eef1akmt2,0.9424288
NR1I3,Nr1i3,0.94242555
MS4A18,Ms4a18,0.94242394
MARK4,Mark1,0.94240856
KCTD6,Kctd6,0.9424073
PROM2,Prom2,0.9424049
TMEM63C,Tmem63a,0.9423952
BPIFA2,Bpifa2,0.94239473
SHROOM4,Shroom4,0.9423937
FER1L5,Fer1l5,0.9423654
TFAM,Tfam,0.9423566
NDUFA2,Ndufa2,0.94234884
MAD1L1,Mad1l1,0.94234365
INPP5E,Inpp5e,0.9423421
CDCA7,Cdca7,0.9423365
DHODH,Dhodh,0.9423296
CRB3,Crb3,0.9423213
FBN3,Fbn1,0.94232035
PSMB5,Psmb5,0.9423182
TNR,Tnr,0.9423158
TWIST1,Twist1,0.9423139
DHRS11,Dhrs11,0.942306
ASB16,Asb16,0.9422942
INPP5B,Inpp5b,0.9422922
ADAP2,Adap2,0.9422901
CHD8,Chd8,0.94228417
EXOSC7,Exosc7,0.942265
GASK1B,Gask1b,0.9422531
SFXN2,Sfxn2,0.94222766
ALDOC,Aldoc,0.9422193
WASHC4,Washc4,0.94219977
INPPL1,Inpp5j,0.94219965
PCNX3,Pcnx2,0.9421995
IGHV1OR21-1,Ighv1-23,0.9421973
C11orf54,4931406C07Rik,0.9421944
DNAJC13,Dnajc13,0.94218653
PIGZ,Pigz,0.94218266
TMEM59L,Tmem59l,0.9421749
KIAA0319,D130043K22Rik,0.94216424
ANKRD10,Ankrd10,0.9421538
CCDC85A,Ccdc85a,0.94214964
CYB5B,Cyb5b,0.9421373
DNAAF6,Dnaaf6b,0.9421313
ERI3,Eri3,0.9421091
FSIP2,Fsip2,0.9421087
TCAF1,Tcaf3,0.942104
NSL1,Nsl1,0.9420933
TRMT1,Trmt1,0.9420751
LRRC36,Senp2,0.94206136
C3orf38,4930453N24Rik,0.9420405
ESCO2,Esco2,0.9420381
RGS8,Rgs8,0.9420343
MEMO1,Memo1,0.94202596
COPS3,Pcid2,0.9419977
PSD4,Psd,0.9419919
CYP2A7,Cyp2a5,0.9419898
CADM2,Cadm2,0.94198877
TKT,Tkt,0.94197613
SLC26A7,Slc26a7,0.9419752
GLIPR1L1,Glipr1l1,0.94197184
ATG14,Atg14,0.9419705
TNF,Tnf,0.9419649
DNAH12,Dnah3,0.9419631
AZI2,Azi2,0.9419579
RNF216,Rnf216,0.94194525
HPS5,Hps5,0.94193685
ZC3H7A,Zc3h7a,0.9419279
VSIR,Vsir,0.9419068
LRR1,Lrr1,0.94189847
MRPS18A,Mrps18a,0.9418878
MRPL30,Mrpl30,0.94188017
ACP6,Acp6,0.9418684
ATP8B1,Atp8b1,0.9418645
ST20,Gm11627,0.94186336
AGPS,Agps,0.94186187
PRAP1,Prap1,0.94186103
GPR156,Gpr156,0.9418593
TMEM208,Tmem208,0.9418437
REST,Rest,0.9418134
PPM1A,Ppm1a,0.9418078
BMT2,Bmt2,0.94178677
TSKS,Tsks,0.9417736
IDNK,Idnk,0.941769
ZNF687,Zfp687,0.9417682
TM7SF2,Tm7sf2,0.9417546
SEZ6,Sez6,0.9417485
WNT5B,Wnt5b,0.9417459
SHISAL1,Shisal1,0.9417429
RAD21L1,Rad21l,0.94174194
POU6F1,Pou6f1,0.94174033
PHF3,Phf3,0.9417356
TAX1BP1,Tax1bp1,0.9417166
TYK2,Tyk2,0.94171625
PTGES3L-AARSD1,Gm27029,0.94169766
CES3,Ces2a,0.9416923
TEKT4,Tekt4,0.9416916
TSEN15,Tsen15,0.9416877
SEMA4D,Sema4d,0.9416768
S100A10,S100a10,0.9416767
CYP3A43,Cyp3a57,0.94166803
MAML3,Maml3,0.9416631
ARL16,Arl16,0.9416581
DUS1L,Dus1l,0.94165385
TMEM161A,Tmem161a,0.94164556
DPH5,Dph5,0.94164294
KIF1C,Kif1c,0.94163704
PRRG1,Prrg1,0.94162613
DIS3L2,Dis3l2,0.9416246
DMAC1,Dmac1,0.94162095
POGLUT2,Poglut2,0.9416159
EPN2,Epn2,0.9416059
KLF10,Klf10,0.9416015
TNFRSF1A,Tnfrsf1a,0.9415869
SCYL1,Scyl1,0.9415848
PTPDC1,Ptpdc1,0.941584
PACRGL,5730480H06Rik,0.9415809
BCL3,Bcl3,0.9415764
CCDC88B,Ccdc88b,0.94156224
RNF212B,Rnf212b,0.941547
BATF,Batf,0.9415427
ETNK1,Etnk1,0.94153196
METTL26,Mettl26,0.94152635
BPIFB2,Bpifb2,0.941524
ARG1,Arg1,0.9415216
PLCB1,Plcb1,0.9415121
TWSG1,Twsg1,0.94150054
NT5C1B,Nt5c1b,0.9414875
CEP104,Cep104,0.94148487
TRAJ52,Traj52,0.94148415
MANBA,Manba,0.9414812
MYG1,Myg1,0.9414665
CEACAM18,Ceacam18,0.9414529
MORN1,Morn1,0.94145256
SPATA31A6,Spata31d1c,0.94144976
PPP2R2D,Ppp2r2d,0.941396
SH2B2,Sh2b2,0.9413946
SNRNP40,Snrnp40,0.9413783
USP33,Usp20,0.9413663
RABEP2,Rabep2,0.9413534
HSDL1,Hsdl1,0.9413474
TMEM54,Tmem54,0.94130975
TMEM38B,Tmem38b,0.9413053
ATP6V1B2,Atp6v1b1,0.94129884
NONO,Nono,0.9412981
SLC29A4,Slc29a4,0.9412942
ANKRD26,Ankrd26,0.9412676
SREK1IP1,Srek1ip1,0.9412452
IGHV1OR15-9,Ighv1-59,0.9412366
TBX20,Tbx20,0.9412365
IGKV2D-40,Igkv2-112,0.94122964
CFAP54,Cfap54,0.94121695
ACAP2,Acap2,0.94120467
SSTR3,Sstr3,0.9411793
SHISA9,Shisa9,0.9411768
FBXO22,Fbxo22,0.94116014
SWT1,Swt1,0.9411567
NECAP1,Necap1,0.9411528
IFNAR2,Ifnar2,0.9411389
TLCD2,Tlcd2,0.9411333
TMED3,Tmed3,0.94112635
RHCG,Rhbg,0.94111025
BDP1,Bdp1,0.9411003
RNPC3,Rnpc3,0.9410925
TARS2,Tars2,0.941089
PRSS50,Prss50,0.94107425
ALG1,Alg1,0.9410741
LYRM7,Lyrm7,0.9410705
C20orf85,1700021F07Rik,0.94106567
MYO15B,Arhgef40,0.94106174
HEMGN,Hemgn,0.9410594
RASSF4,Rassf4,0.9410564
KIF15,Kif15,0.9410533
CCDC136,Ccdc136,0.9410464
CC2D1B,Cc2d1b,0.94103074
GPAA1,Gpaa1,0.9410238
STAC3,Stac3,0.94101954
DNASE2,Dnase2a,0.9410127
PON1,Pon1,0.9410043
GRAMD2A,Gramd2,0.94100344
SPOCK2,Spock2,0.9409909
OSBP,Osbp,0.94097245
FOXA3,Foxa3,0.94096667
STXBP4,Stxbp4,0.94095904
CDC42EP4,Cdc42ep4,0.94095767
DMRTB1,Dmrtb1,0.94094396
TRIM66,Gtf2ird2,0.94094026
GOLT1A,Golt1b,0.9409398
ATG5,Atg5,0.9409363
DNAH17,Dnah9,0.94092655
GJD4,Gjd4,0.94092476
MAP1S,Map1s,0.9409169
MTR,Mtr,0.94090843
ACSM2B,Acsm2,0.940905
FSTL1,Fstl1,0.94089997
ANKS3,Anks3,0.9408946
NT5DC1,Nt5dc1,0.94089425
ANKRD9,Ankrd9,0.94085646
TMEM63B,Tmem63b,0.9408486
RAB44,Rab44,0.94084626
INPP1,Inpp1,0.940845
GRM2,Grm2,0.9408413
NSUN7,Nsun7,0.94081163
PMF1-BGLAP,Pmf1,0.9408019
ANKRD54,Ankrd54,0.94076526
CPT1B,Cpt1b,0.94075924
ZNF585A,Zfp40,0.9407528
USP54,Usp54,0.94075227
DUSP3,Dusp3,0.9407387
UBE3B,Ube3c,0.94072384
GTF3C6,Gtf3c6,0.9407227
TMBIM6,Tmbim6,0.94071835
MANSC1,Mansc1,0.9407179
PIGV,Pigv,0.9407096
BHLHE40,Bhlhe40,0.94070643
MAPKBP1,Mapkbp1,0.94070506
HCN1,Hcn1,0.9407019
RAD52,Rad52,0.9406669
PRAMEF13,Pramel1,0.9406595
IGFBP4,Igfbp4,0.94065475
KCNE4,Kcne4,0.94065064
CLEC4C,Clec4b1,0.9406477
ATRAID,Atraid,0.9406433
TRAV14DV4,Trav15d-2-dv6d-2,0.94063395
NVL,Nvl,0.94062465
SAP30BP,Sap30bp,0.9406244
RIC8A,Ric8a,0.9406178
LCN6,Lcn6,0.9406176
SNW1,Snw1,0.9406127
WNT16,Wnt16,0.94059646
MOB1B,Mob1a,0.94059014
REXO4,Rexo4,0.9405757
PREPL,Prepl,0.94057226
TBL2,Tbl2,0.94056475
CSF1R,Csf1r,0.94055295
SESN3,Sesn3,0.94054914
NPIPB4,Tcte2,0.9405483
RPS6,Rps6,0.9405388
APPL1,Appl1,0.9405344
MRPS21,Mrps21,0.94052696
CNTRL,Cntrl,0.9405208
DHX16,Dhx16,0.94051325
FAM32A,Fam32a,0.9405039
GNB3,Gnb4,0.94046503
CDO1,Cdo1,0.9404624
YWHAE,Ywhae,0.94045204
TDRD6,Tdrd6,0.94044816
IGSF9,Igsf9,0.9404479
MRC2,Mrc2,0.9404215
ITGB4,Itgb4,0.9404214
SH3PXD2B,Sh3pxd2b,0.94041806
RGS20,Rgs20,0.9404116
AAGAB,Aagab,0.9404062
KIR3DP1,Lilra6,0.9404054
FAM20B,Fam20b,0.9404051
CHI3L2,Chil1,0.94038594
PFDN5,Pfdn5,0.9403511
TCF3,Tcf3,0.94034183
ZC3HC1,Zc3hc1,0.9403199
TFR2,Tfr2,0.94031274
SUOX,Suox,0.9403087
PPM1J,Ppm1j,0.9403085
B3GALNT1,B3galnt1,0.94025785
SULT1A2,Sult1a1,0.94025654
ZNF12,Zfp990,0.9402523
HAP1,Hap1,0.9402506
PSMD2,Psmd2,0.9402374
ABI2,Abi2,0.9402341
ZBTB49,Zbtb49,0.94023246
ZNF143,Zfp143,0.9402267
YRDC,Yrdc,0.94021297
SH3BGR,Sh3bgr,0.9402083
RBM47,Rbm47,0.9401906
POU2AF1,Pou2af1,0.9401874
SYNGR4,Syngr4,0.94018066
PRR23A,Prr23a3,0.94018
CEP55,Cep55,0.9401778
ATMIN,Atmin,0.9401765
KLK13,Prss33,0.9401765
TAFA3,Tafa3,0.94016623
CRACR2B,Cracr2b,0.9401527
CEP43,Cep43,0.9401502
HAUS8,Haus8,0.94014114
CCDC126,Ccdc126,0.9401301
ENPP7,Enpp7,0.9401286
ZNF777,Zfp777,0.94012594
CPA5,Cpa5,0.94012505
TRIT1,Trit1,0.9401232
CPXM2,Cpxm2,0.9401159
CACNG3,Cacng3,0.94011134
ARHGAP40,Arhgap40,0.940098
CIC,Cic,0.9400825
CCR4,Ccr8,0.9400822
RP1,Rp1,0.94007957
GATAD2B,Gatad2b,0.9400718
USP7,Usp7,0.94005907
ZNF469,Zfp469,0.9400547
SERTAD1,Sertad1,0.9400456
FRMD4A,Cabin1,0.9400424
NUMBL,Numbl,0.9400271
PTPRN,Ptprn,0.94002396
CELF1,Celf1,0.9399847
MS4A7,Ms4a7,0.9399793
TRAPPC4,Trappc4,0.9399715
CNDP2,Cndp2,0.9399541
ANKRD16,Ankrd16,0.9399375
GUCA1ANB,1700001C19Rik,0.93992704
IKZF2,Ikzf2,0.9399227
ARMCX6,Armcx6,0.93992263
INTS13,Ints13,0.9398798
MAGEB10,Magea5,0.93986833
SERPINA9,Serpina7,0.9398647
BACH2,Bach2,0.9398538
PFKM,Pfkl,0.9398372
ZCCHC7,Zcchc7,0.9398243
NOL6,Nol6,0.9398155
SNTN,Sntn,0.93981284
DNAJC14,Dnajc14,0.93977463
ZNHIT6,Znhit6,0.93974894
C11orf45,4933414I15Rik,0.93974644
ADAT3,Adat3,0.93972397
TTPAL,Ttpal,0.93971074
RNFT2,Rnft2,0.9397107
SETDB2,Setdb2,0.9396999
DHRS7B,Dhrs7b,0.9396933
SOX13,Sox13,0.9396897
CRYBA2,Cryba2,0.9396892
FHL2,Fhl2,0.9396846
TET3,Tet3,0.93968433
TEX45,Tex45,0.93967766
PRDM15,Prdm15,0.93967634
HSP90AB1,Hsp90b1,0.93967557
CPSF6,Cpsf6,0.9396728
ARHGEF28,Arhgef28,0.93967265
ATP13A2,Atp13a2,0.93966997
CIBAR1,Cibar1,0.9396606
ZBTB7B,Zbtb7b,0.93965566
TNPO3,Tnpo3,0.93965346
SKIDA1,Skida1,0.93964076
ATR,Atr,0.9396207
DRAM1,Dram2,0.93961936
ABHD16A,Abhd16a,0.939615
BLOC1S1,Bloc1s1,0.9395972
ANKRD31,Ankrd31,0.9395878
TOM1L1,Tom1l1,0.93958616
PPP2R5C,Ppp2r5e,0.93957645
ANKRD66,Ankrd66,0.9395598
KRTAP26-1,Krtap26-1,0.9395548
GLIS3,Rad54l2,0.9395332
WDR76,Wdr76,0.93951464
MYOF,Myof,0.939513
AMER3,Amer3,0.93951243
C11orf42,Gm5901,0.93949807
DNAH7,Dnah7b,0.9394944
CCDC154,Ccdc154,0.9394932
LRRC1,Lrrc1,0.93947786
TRBV29-1,Trbv30,0.9394773
ELAVL3,Elavl3,0.93947315
BICD1,Bicd1,0.9394671
BAZ2B,Baz2b,0.9394563
LAMP5,Lamp5,0.93944013
EGF,Egf,0.93943894
MCU,Mcu,0.93943566
SIPA1,Sipa1,0.93941766
SPTY2D1OS,Gm9999,0.9394125
ARHGEF2,Arhgef2,0.9393995
PNO1,Pno1,0.93938416
YIF1A,Yif1a,0.93938285
SERPINA6,Serpina9,0.93936735
GLIPR1L2,Glipr1l2,0.93936324
DEFB106A,Defb15,0.9393479
CCER2,Ccer2,0.93933487
SPATA9,Spata9,0.9393316
ZAR1L,Zar1l,0.9393293
RAP1GAP2,Rap1gap2,0.9393157
ST6GAL2,St6gal2,0.93929523
HSDL2,Hsdl2,0.93928975
OPRL1,Oprl1,0.9392763
BEND5,Bend5,0.93927485
DAGLB,Daglb,0.93927485
DCAF17,Dcaf17,0.93927485
TINAG,Tinag,0.93927056
SIAH2,Siah2,0.93926877
PARP1,Parp1,0.93926394
NLRP3,Nlrp3,0.9392628
CYP2D6,Cyp2d11,0.9392368
TECRL,Tecrl,0.93923265
CT45A10,Gm648,0.93921065
PRKCZ,Prkcz,0.93919766
HLF,Hlf,0.9391879
BICC1,Bicc1,0.9391875
LELP1,Lelp1,0.9391844
TSEN2,Tsen2,0.9391785
PMM1,Pmm1,0.93917584
ARMC10,Armc10,0.93916076
PINLYP,Pinlyp,0.93915206
HBB,Hbb-bs,0.9391517
SOD2,Sod2,0.9391438
FH,Fh1,0.93911594
MDH2,Mdh2,0.93911517
KLHL33,Klhl33,0.93909705
RAPGEF3,Rapgef3,0.9390935
MSL3,Msl3,0.9390901
ZNF134,E130114P18Rik,0.9390719
TSPAN31,Tspan31,0.93905723
CYBC1,Cybc1,0.9390538
IGLC2,Iglc4,0.93902296
LRRC9,Lrrc9,0.9390178
SASS6,Sass6,0.9390161
ATP6V1C2,Atp6v1c2,0.93900967
CCZ1,Ccz1,0.93899995
STARD3NL,Stard3nl,0.93898445
PLEK2,Plek2,0.9389816
RAB26,Rab26,0.9389795
CSN3,Csn3,0.9389761
STPG1,Stpg1,0.93893343
CIAO3,Ciao3,0.93892384
PIAS4,Pias2,0.9389165
PKP3,Pkp3,0.93887913
CNOT3,Cnot3,0.93887794
TEC,Tec,0.93886834
SLC24A5,Slc24a5,0.9388618
STK11,Stk11,0.9388445
XRCC3,Xrcc3,0.9388375
GTPBP1,Clstn3,0.93883735
SIAE,Siae,0.9388343
CFAP206,Cfap206,0.9388205
SUN2,Sun2,0.93881917
PATE2,Pate2,0.93881553
NCR2,Treml4,0.93880916
SEC14L1,Sec14l1,0.9387974
FKRP,Fkrp,0.9387749
CCDC74B,Ccdc74a,0.93877435
NOVA2,Nova2,0.9387725
MUC17,Muc4,0.9387719
NME5,Nme5,0.9387662
TRAFD1,Trafd1,0.93875694
SPINK4,Spink4,0.9387379
DNAJC5G,Dnajc5g,0.9387327
CLDN5,Cldn5,0.93869895
USP1,Usp1,0.93869454
GRIN2D,Grin3b,0.9386838
FBF1,Fbf1,0.93867505
GNAS,Gnal,0.93867433
SLC7A9,Slc7a9,0.93866843
FECH,Fech,0.93866414
LACC1,Lacc1,0.93865514
TEX35,Tex35,0.9386319
ZFP36,Zfp36,0.9386098
GLIS2,Glis2,0.93859804
RHBDL3,Rhbdl1,0.9385943
LMF1,Lmf1,0.93858624
UNKL,Unkl,0.9385829
CCDC116,Ccdc116,0.9385546
IFT81,Ift81,0.9385541
CYP4B1,Cyp4a31,0.9385513
LY6G5B,Ly6g5b,0.9385478
GTF3C2,Gtf3c2,0.93853635
SNUPN,Snupn,0.9385344
TBX2,Tbx2,0.9385313
MYOZ3,Myoz3,0.93852764
PRRT1,Prrt1,0.93851775
FGFRL1,Fgfrl1,0.93850446
ABHD6,Abhd6,0.93849903
RAB12,Rab12,0.93848836
PODNL1,Podnl1,0.93847024
KCNH8,Kcnh8,0.9384673
GLCE,Glce,0.9384573
RBPJ,Rbpj,0.938454
SYTL3,Sytl3,0.93844295
SUPT16H,Ints7,0.9384341
CYP19A1,Cyp19a1,0.93841434
RPTOR,Rptor,0.9384136
TTLL11,Ttll11,0.93840766
CHRNA5,Chrna5,0.93840605
USP32,Usp32,0.9384047
MAP9,Map9,0.9384008
RPL19,Rpl19,0.93839735
PTGDR,Ptgdr,0.93838954
TMEM269,Tmem269,0.93838763
AFAP1L2,Afap1l2,0.93838495
KTN1,Ktn1,0.93837935
ZNF32,Zfp637,0.938376
ATF7IP2,Atf7ip2,0.93837327
CCDC183,Ccdc183,0.9383723
GC,Gc,0.93836975
STK25,Stk25,0.93836784
MIGA1,Miga1,0.93836534
HNF4A,Hnf4a,0.9383624
ABCA12,Abca12,0.9383617
TMEM254,Tmem254a,0.938359
MRPL58,Mrpl58,0.9383514
NEBL,Nebl,0.9383505
OTC,Otc,0.9383484
SDHC,Sdhc,0.9383033
PTPRA,Ptpra,0.9382908
PELI3,Peli2,0.9382867
WBP2NL,Wbp2nl,0.9382673
TEX44,Tex44,0.93826157
GLI1,Glis1,0.9382574
CD79B,Cd79b,0.93823266
COPS5,Cops5,0.938229
NCMAP,Ncmap,0.93822885
LARGE2,Large2,0.9382152
ACKR1,Ackr1,0.9382143
IGLJ7,Iglj1,0.9382047
NOS1AP,Nos1ap,0.9382008
NOCT,Noct,0.9381843
ZBTB1,Zbtb1,0.9381756
GGT1,Ggt1,0.93817496
CTAGE9,Mia2,0.93816644
WASL,Wasl,0.93814206
SPSB2,Spsb2,0.93812644
MAMSTR,Mamstr,0.93811345
PRR14L,Prr14l,0.9381044
ACY3,Acy3,0.93807954
SLAMF9,Slamf9,0.9380792
PRKRA,Prkra,0.938059
ZMAT2,Zmat2,0.9380562
ICAM2,Icam2,0.93805444
RDH10,Rdh10,0.9380525
DET1,Det1,0.93803626
SLC31A1,Slc31a1,0.9380331
PCGF3,Pcgf3,0.9380024
PCDHB2,Dok1,0.93799996
CCL5,Ccl5,0.9379969
PHIP,Phip,0.9379966
LMAN1L,Lman1l,0.93799406
CCDC14,Ccdc14,0.9379855
CRLF3,Crlf3,0.9379687
YY2,Yy2,0.93796694
AHRR,Ahr,0.9379637
KIAA0100,2610507B11Rik,0.937963
CHD7,Chd7,0.93795973
ATG16L2,Atg16l2,0.9379546
USP6NL,Usp6nl,0.9379529
SLC23A3,Slc23a3,0.9379383
MUC5B,Otog,0.9379228
DNAJC27,Dnajc27,0.9379173
STIM2,Stim1,0.9379166
TLR6,Tlr6,0.9379108
PRUNE2,Prune2,0.9379092
GAS8,Gas8,0.93788886
GPCPD1,Gpcpd1,0.9378886
ARHGAP45,Arhgap45,0.93788654
HEATR5A,Heatr5a,0.93787265
RINL,Rinl,0.9378558
BCL2L11,Bcl2l11,0.93784404
ALDH3A1,Aldh3a1,0.9378425
YEATS2,Yeats2,0.93782616
IGHV7-81,Ighv1-11,0.9378215
TEX36,Tex36,0.9378107
IQCM,Iqcm,0.93781
DIO2,Lgals3bp,0.9378036
WDHD1,Wdhd1,0.9377879
KIN,Kin,0.9377862
MNDA,Ifi204,0.9377722
PCDH1,Pcdh1,0.937763
RAB27B,Rab27b,0.9377557
EBLN2,Gm17728,0.93774945
PPP1R13L,Ppp1r13l,0.9377431
SLC16A2,Slc16a2,0.9377346
SGPP1,Sgpp1,0.93771845
NIPSNAP3A,Nipsnap3a,0.9377181
TRAJ16,Traj16,0.93770856
MICA,Mill1,0.9377073
TMEM147,Tmem147,0.93770003
TRAJ3,Traj50,0.93769795
ZHX2,Zhx2,0.93767756
AFG3L2,Afg3l1,0.9376677
NUAK1,Nuak1,0.9376502
CLNS1A,Clns1a,0.93763655
ANKFY1,Ankfy1,0.93761957
APOC2,Apoc2,0.93761826
CNTFR,Cntfr,0.9376065
SLC13A4,Slc13a4,0.9376045
CARF,Carf,0.9375962
SSB,Ssb,0.9375905
PDC,Pdc,0.9375903
TMEM177,Tmem177,0.93758994
DIPK1C,Dipk1c,0.9375881
NRG2,Nrg2,0.93757993
SPATA1,Spata1,0.9375716
MRPL21,Mrpl21,0.93757045
MTIF3,Mtif3,0.93756336
L3MBTL3,L3mbtl3,0.93755835
SUCLG2,Suclg2,0.9375476
PHOX2A,Phox2a,0.93754333
GOLGB1,Akap9,0.9375251
PIGK,Pigk,0.93751776
FAM20A,Eogt,0.93751746
NPC2,Npc2,0.9375078
GORASP1,Gorasp1,0.9375062
DEFA6,Defa5,0.9374834
DOCK4,Dock3,0.9374817
HUS1B,Hus1b,0.9374773
GFRA4,Gfra4,0.93747187
CCDC68,Ccdc68,0.9374716
