human gene name,pig gene name,correlation
TMEM222,TMEM222,0.95722896
RAB14,RAB14,0.95721495
STAP2,STAP2,0.9572089
IGSF6,IGSF6,0.9572061
APOO,APOO,0.95719033
TNC,TNC,0.9571809
ENDOD1,ENDOD1,0.95717824
LTBR,LTBR,0.9571725
CYB561,CYB561,0.9571711
FAM91A1,FAM91A1,0.95716447
SH3GL1,SH3GL3,0.9571536
OSTF1,OSTF1,0.95715237
TMPRSS4,TMPRSS4,0.95714754
IKZF1,IKZF1,0.9571431
PNPLA3,PNPLA3,0.9571271
ANGPTL1,ANGPTL1,0.9571213
FCN2,FCN2,0.9571092
CD99L2,CD99L2,0.95710045
CIAO2A,CIAO2A,0.9570908
CCN5,CCN5,0.957085
ZDHHC14,ZDHHC14,0.95708066
AKAP4,AKAP4,0.95705926
GSR,GSR,0.9570565
ZNF253,ZNF41,0.9570541
MCFD2,MCFD2,0.95705086
MPIG6B,MPIG6B,0.95704854
ASPN,ASPN,0.95703715
LEF1,LEF1,0.9570362
GNAO1,GNAI3,0.9570253
RRP1B,RRP1B,0.9570173
CDK18,CDK18,0.95699817
IGHM,IGHM,0.9569931
PIK3C2A,PIK3C2A,0.9569882
HVCN1,HVCN1,0.9569848
CDC123,CDC123,0.95698285
ISCA1,ISCA1,0.95698
NLRP9,NLRP9,0.95697623
UBASH3A,UBASH3A,0.95696896
CFAP61,CFAP61,0.95696574
KLHL6,KLHL24,0.95696014
MAD1L1,MAD1L1,0.9569567
ADAMTSL1,ADAMTSL1,0.95695597
ATF6,ATF6,0.9569515
OXA1L,OXA1L,0.9569467
DDX58,RIGI,0.9569455
WEE1,WEE1,0.9569388
CASP9,CASP9,0.95693755
ITGA2B,ITGA2B,0.9569333
TPI1,TPI1,0.9569215
GTDC1,GTDC1,0.95691913
DDX60,DDX60,0.95690644
PDE3B,PDE3B,0.95689344
SPECC1,SPECC1,0.9568913
CYRIA,CYRIA,0.95688957
CRELD1,CRELD1,0.9568843
SPAG7,SPAG7,0.95687944
ATRNL1,ATRNL1,0.9568778
LRP6,LRP6,0.9568744
ITSN2,ITSN2,0.9568659
CCDC136,CCDC136,0.9568392
ZYG11A,ZYG11A,0.95682585
LMTK2,LMTK2,0.9568232
TMEM68,TMEM68,0.956822
CTTNBP2NL,CTTNBP2NL,0.9568208
CAMTA1,CAMTA1,0.9568205
ELOVL6,ELOVL6,0.95680463
AK5,AK5,0.9567977
HBM,HBM,0.9567975
DMD,DMD,0.9567937
MICAL3,MICAL3,0.9567831
ANGPT4,ANGPT4,0.9567747
MARF1,MARF1,0.9567656
NDUFA10,NDUFA10,0.95675945
HOGA1,HOGA1,0.95673335
SDR42E1,SDR42E1,0.9567259
POMGNT2,POMGNT2,0.9566914
IPO4,IPO4,0.9566853
EHBP1,EHBP1,0.95666814
CSN3,CSN3,0.956667
GRM7,GRM7,0.9566584
PTGES2,PTGES2,0.95663583
AIFM1,AIFM1,0.95662916
KLHDC10,KLHDC10,0.9566281
IQCM,IQCM,0.9565949
GZMM,GZMM,0.95659465
NPHS2,NPHS2,0.9565919
CCDC12,CCDC12,0.9565813
TLE4,TLE1,0.9565579
DCP1B,DCP1B,0.95654285
EGFL7,EGFL7,0.95650584
UROD,UROD,0.95649683
LACTB,LACTB,0.95648456
DNAI1,DNAI1,0.9564835
ARHGEF5,ARHGEF5,0.95647734
SERPINB7,SERPINB7,0.9564559
PHEX,PHEX,0.9564455
FCHO2,FCHO2,0.9564395
KBTBD12,KBTBD12,0.95643026
GIPR,GIPR,0.95641786
TRBV19,TRBV19,0.95640934
FBXL17,FBXL17,0.9563911
DNAJA4,DNAJA4,0.9563713
ZNF852,ZNF286A,0.956369
TRPM2,TRPM2,0.95636815
SUN3,SUN3,0.9563674
MRPL57,MRPL57,0.95636445
NAGK,NAGK,0.9563476
DUSP29,DUSP29,0.9563292
F2RL1,F2RL1,0.9563054
THOP1,THOP1,0.9562997
RGS12,RGS12,0.95625776
ZBTB22,ZBTB22,0.9562489
STX18,STX18,0.9562407
NOP2,NOP2,0.95622545
TPR,TPR,0.9562208
CHRDL2,CHRDL2,0.9562091
FNIP2,FNIP2,0.9562091
DNAJB6,DNAJB6,0.9562087
TNFRSF25,TNFRSF25,0.9562078
SUMF2,SUMF2,0.95620465
NOL4,NOL4,0.95619047
SRP9,SRP9,0.9561841
SNRPD1,SNRPD1,0.9561727
PCNP,PCNP,0.95616955
PPOX,PPOX,0.95615697
WNK4,WNK4,0.9561497
SPN,SPN,0.95614064
PKIB,PKIB,0.95610976
TMEM239,TMEM239,0.95610493
TBXA2R,TBXA2R,0.95609903
MRM2,MRM2,0.95609504
TCTE1,TCTE1,0.9560948
CEMIP,CEMIP,0.95608634
C14orf180,C14orf180,0.9560805
ZIC1,ZIC1,0.9560776
ARFGEF2,ARFGEF1,0.9560658
IGF1R,IGF1R,0.9560638
C3orf62,C3orf62,0.95606345
ATP8B4,ATP8B4,0.9560561
TLX1,TLX1,0.9560545
PRKCD,PRKCD,0.9560495
BPIFB2,BPIFB2,0.9560398
MVB12A,MVB12A,0.95601946
MCM7,MCM7,0.9560183
CCDC169-SOHLH2,SOHLH2,0.9560059
DDO,DDO,0.9559956
POGK,POGK,0.9559741
TMOD3,TMOD3,0.9559416
ASPH,ASPH,0.9559409
RLN3,RLN3,0.95593923
CEP104,CEP104,0.9559342
BEGAIN,BEGAIN,0.95592684
NCKIPSD,NCKIPSD,0.9559242
RXRA,RXRA,0.9559241
TCF3,TCF3,0.95590264
WDR20,WDR20,0.9558969
TUBB8B,TUBB3,0.9558889
COL10A1,COL10A1,0.95588195
RNF138,RNF138,0.9558759
SRRM3,SRRM3,0.955822
ASB7,ASB7,0.9558105
EP400,EP400,0.955807
REL,REL,0.95580596
GRIPAP1,GRIPAP1,0.9558033
CELA1,CELA1,0.95579803
RALGAPA2,RALGAPA2,0.9557769
CDON,CDON,0.95577514
DNAAF11,DNAAF11,0.95576626
IFFO2,IFFO2,0.95575964
PLAA,PLAA,0.9557475
NFKB1,NFKB1,0.9557348
CDC20B,CDC20B,0.95572394
C1orf52,C1orf52,0.9557183
ANAPC5,ANAPC5,0.9557168
ZNF462,ZNF462,0.95570666
MYMX,MYMX,0.95570624
CASP8AP2,CASP8AP2,0.9557004
BAIAP2L2,BAIAP2L2,0.9556884
NT5C3A,NT5C3A,0.9556852
CIAPIN1,CIAPIN1,0.9556847
COX8A,COX8A,0.95567703
LRRC17,LRRC17,0.9556757
HAUS1,HAUS1,0.9556684
SLC39A4,SLC39A4,0.9556642
PRSS22,PRSS22,0.95565325
TRIM26,TRIM26,0.9556375
ABCG2,ABCG2A,0.9556041
CTNND2,CTNND2,0.9555908
VAT1,VAT1,0.9555866
DDIAS,DDIAS,0.9555783
TIMM44,TIMM44,0.9555628
MMEL1,MMEL1,0.95554423
OR4K17,OR4K17,0.9555414
DAAM2,DAAM2,0.95553446
DDX54,DDX54,0.9555298
CCDC198,CCDC198,0.9555183
CA11,CA11,0.95551616
ZBTB48,ZBTB48,0.9555112
SYNE1,UTRN,0.9554914
PYGB,PYGB,0.95548654
XKR9,XKR9,0.95548624
BLOC1S5-TXNDC5,BLOC1S5,0.9554824
TDRKH,TDRKH,0.95548195
NDUFA7,NDUFA7,0.95548034
SCTR,SCTR,0.9554748
MPV17L,MPV17L,0.95547307
ROBO1,ROBO1,0.95546764
OAS2,OAS2,0.9554646
C22orf23,C22orf23,0.95545465
PODN,PODN,0.95545036
KRT17,KRT17,0.95544887
MCAT,MCAT,0.9554455
CEP44,CEP44,0.95542663
NR3C1,NR3C1,0.9554042
NEK10,NEK10,0.9553886
ZNF764,ZNF8,0.9553792
CEP170,CEP170,0.95536274
APOM,APOM,0.9553627
PRICKLE3,PRICKLE3,0.95535994
ACRBP,ACRBP,0.955358
CKAP2L,CKAP2L,0.95533746
PDCL3,PDCL3,0.95532525
SLC3A2,SLC3A2,0.9553209
NUDCD3,NUDCD3,0.95531934
LYSMD3,LYSMD3,0.9553128
RBM20,RBM20,0.9553113
CENPH,CENPH,0.95531034
TAOK1,TAOK1,0.95530313
UHRF2,UHRF2,0.95529914
ZNF805,ZNF189,0.9552978
HIVEP3,HIVEP1,0.9552928
KRIT1,KRIT1,0.9552882
CPNE1,CPNE1,0.9552739
DAGLB,DAGLB,0.95527315
SMIM34A,SMIM34,0.95527136
EVPL,EVPL,0.95527107
SNRPA1,SNRPA1,0.95527047
VPS29,VPS29,0.9552606
CTBP1,CTBP1,0.95524836
IFIT1B,IFIT5,0.955237
PI16,PI16,0.95523334
TBC1D1,TBC1D1,0.9552223
MYOZ3,MYOZ3,0.95521826
TAF11,TAF11,0.9552162
SRSF9,SRSF9,0.955197
GLYCTK,GLYCTK,0.9551959
DECR2,DECR2,0.95518494
HAMP,HAMP,0.95517063
NHEJ1,NHEJ1,0.95514077
RNF6,RNF6,0.9551302
IL12RB2,IL12RB2,0.95511496
C2orf72,C2orf72,0.95511085
PDE1C,PDE1C,0.95510906
CD200,CD200,0.9551078
PTGS1,PTGS1,0.95510167
BMP4,BMP4,0.95509446
ABHD3,ABHD3,0.9550519
FRMD8,FRMD8,0.9550484
EDRF1,EDRF1,0.9550427
LPO,LPO,0.95503694
SPEM2,SPEM2,0.955034
PANK2,PANK2,0.9550326
SELENBP1,SELENBP1,0.95503056
USP38,USP38,0.95502186
NKAIN4,NKAIN4,0.95501935
ARF6,ARF6,0.9550165
MLPH,MLPH,0.95501363
TFF1,TFF1,0.95497507
WDR33,WDR33,0.95496863
IL17F,IL17F,0.9549677
CLDN1,CLDN1,0.9549386
ASPSCR1,ASPSCR1,0.9549368
CD83,CD83,0.95492643
KDM1B,KDM1B,0.95492035
MAP3K4,MAP3K4,0.95491445
PROSER1,PROSER1,0.95491153
ASNSD1,ASNSD1,0.95490015
MEOX1,MEOX1,0.95489603
FGFR1,FGFR1,0.9548842
GLYATL1B,GLYAT,0.9548751
NIPA1,NIPA1,0.95486844
CPEB1,CPEB1,0.95486194
RGL3,RGL3,0.95485455
PCDH7,PCDH7,0.9548493
LTO1,LTO1,0.95484114
UTP25,UTP25,0.954839
RCAN3,RCAN3,0.9548386
CCRL2,CCRL2,0.95483476
ABCF3,ABCF3,0.95483214
MCM9,MCM9,0.9548309
ANP32E,ANP32E,0.9548176
SLC25A20,SLC25A20,0.95481056
HOXB1,HOXB1,0.9548076
SCARF1,SCARF1,0.95480436
KYNU,KYNU,0.95479333
LRCH4,LRCH4,0.9547733
PAFAH2,PAFAH2,0.95476735
RGL2,RGL2,0.95476556
FOXL1,FOXL1,0.9547551
FAM184A,FAM184A,0.9547365
SYT9,SYT9,0.9547237
SLC1A6,SLC1A6,0.9547182
TSPAN10,TSPAN10,0.9547138
CATSPER1,CATSPER1,0.9547109
FITM1,FITM1,0.9547083
ALDH3A2,ALDH3A2,0.9546851
PSTPIP1,PSTPIP1,0.9546731
DEFB113,DEFB113,0.9546692
CREB3L1,CREB3L1,0.9546616
IST1,IST1,0.9546587
AIF1L,AIF1L,0.95465577
TFR2,TFR2,0.95465195
AQP1,AQP1,0.95464885
OVGP1,OVGP1,0.95464754
DNTTIP2,DNTTIP2,0.95461494
PRKCSH,PRKCSH,0.9546052
EIF4ENIF1,EIF4ENIF1,0.95460093
CD276,CD276,0.954593
ABHD6,ABHD6,0.95459056
GOLGA3,GOLGA3,0.9545629
NLE1,NLE1,0.9545611
PKMYT1,PKMYT1,0.9545557
PNMA5,PNMA5,0.9545547
PDGFA,PDGFA,0.9545458
MED24,MED24,0.95454425
IVL,IVL,0.9545219
AIPL1,AIPL1,0.95450896
SYCP2,SYCP2,0.95447993
MAPK8IP3,MAPK8IP3,0.9544737
PLEK2,PLEK2,0.9544723
ZNF160,ZNF470,0.95446974
KRTAP19-8,KRTAP19-3,0.9544604
ABLIM3,ABLIM3,0.95446
TRBV25-1,TRBV25-1,0.95445657
TAP2,TAP2,0.9544423
ANKRD31,ANKRD31,0.9544405
CCDC88A,CCDC88A,0.95443976
NPPB,NPPB,0.9544326
DPY19L1,DPY19L2,0.95443213
GTPBP8,GTPBP8,0.9544256
FREM1,FREM1,0.95441866
NUP37,NUP37,0.95441663
SNRPA,SNRPA,0.9543993
DEFB115,DEFB115,0.9543957
NRP1,NRP1,0.9543837
MMP17,MMP17,0.9543575
COMMD2,COMMD2,0.9543532
S100A12,S100A12,0.954349
ODF3B,CIMAP1B,0.95434344
DLX4,DLX4,0.95432127
ADCK1,ADCK1,0.95432115
BLOC1S6,BLOC1S6,0.95431966
PDIA3,PDIA3,0.9543104
ALKBH8,ALKBH8,0.95428926
METTL25B,METTL25B,0.95425045
SPX,SPX,0.95424765
FAM120B,FAM120B,0.9542383
SESN3,SESN3,0.9542259
ZCCHC8,ZCCHC8,0.9542236
IPO11,IPO11,0.9542177
ITGB7,ITGB7,0.9542151
YWHAE,YWHAE,0.9542106
FANCL,FANCL,0.95419776
MYD88,MYD88,0.9541977
PRR5-ARHGAP8,ARHGAP8,0.9541955
CNKSR1,CNKSR1,0.95418954
ZNF572,ZNF391,0.9541778
COA8,COA8,0.9541279
TRMT13,TRMT13,0.9541177
MIB2,MIB2,0.95410305
ZNF148,ZNF148,0.95410275
MARK3,MARK3,0.9541014
CIART,CIART,0.95409954
PROSER2,PROSER2,0.9540868
SLC44A3,SLC44A3,0.9540859
HADH,HADH,0.9540857
APC,APC,0.9540811
LRRC31,LRRC31,0.95407766
SOX10,SOX10,0.9540688
B4GALT2,B4GALT2,0.9540629
ZNF540,ZFP30,0.9540544
ITPKA,ITPKA,0.95405304
S100A11,S100A11,0.9540334
AGBL3,AGBL3,0.954016
STK25,STK25,0.95400697
CCL5,CCL5,0.9540041
TTYH2,TTYH2,0.9539992
MORN2,MORN2,0.9539739
EBPL,EBPL,0.953966
JPT2,JPT2,0.953934
NR2F6,NR2F6,0.953922
KLK11,KLK11,0.9539172
TMEM169,TMEM169,0.95390767
CNEP1R1,CNEP1R1,0.95390105
SLC7A4,SLC7A4,0.95389885
EIF2B4,EIF2B4,0.9538945
POLR3D,POLR3D,0.95389384
SLC26A11,SLC26A11,0.95387256
ENTPD4,ENTPD4,0.95386523
CIDEB,CIDEB,0.9538651
CCL28,CCL28,0.95385724
ZFP36L1,ZFP36L1,0.95384324
IGSF9B,IGSF9B,0.9538399
TEX50,TEX50,0.95382965
TMEM109,TMEM109,0.95382917
NAXE,NAXE,0.95380276
GMPR,GMPR2,0.95378727
RNF111,RNF111,0.95378184
RFPL4B,RFPL4B,0.9537439
NAGS,NAGS,0.9537373
ADGRG5,ADGRG5,0.95372766
TPO,TPO,0.95372415
RNMT,RNMT,0.95370984
XKR5,XKR5,0.9537092
CDC26,CDC26,0.9537031
TENT5A,TENT5A,0.9536912
CACYBP,CACYBP,0.9536881
MIPOL1,MIPOL1,0.9536805
LSM6,LSM6,0.95367366
ZNF341,ZNF341,0.95367146
AHSG,AHSG,0.95366377
SYDE1,SYDE1,0.9536561
MTRF1L,MTRF1L,0.95365393
USF3,USF3,0.95364493
RAB42,RAB42,0.95361847
SPIRE1,SPIRE1,0.95360494
MAL2,MAL2,0.9536027
FAM133B,FAM133B,0.95359856
CYLC2,CYLC2,0.95358175
BPTF,BPTF,0.95358145
ARHGAP44,ARHGAP44,0.9535534
ATRIP,ATRIP,0.95355064
SYP,SYP,0.9535381
TSBP1,TSBP1,0.9535195
COX17,COX17,0.9535167
NEK1,NEK1,0.9535167
MUC5AC,MUC6,0.9535117
MEF2D,MEF2D,0.95350677
SSC5D,SSC5D,0.9534972
LSR,LSR,0.95348424
SOD2,SOD2,0.953483
CD1A,CD1B,0.9534759
AICDA,AICDA,0.95347273
NXF1,NXF1,0.95346105
ZNF514,ZNF514,0.9534391
ST6GAL2,ST6GAL2,0.95342666
ZGLP1,ZGLP1,0.953425
BMI1,BMI1,0.95341307
MUL1,MUL1,0.9534123
APC2,APC2,0.95339704
DCAF17,DCAF17,0.9533863
NOSIP,NOSIP,0.9533553
DAO,DAO,0.95335215
BOP1,BOP1,0.9533466
DCBLD1,DCBLD1,0.9533312
GXYLT2,GXYLT2,0.95332503
TAFA3,TAFA3,0.95332456
RFNG,RFNG,0.95331967
IRF7,IRF7,0.9533066
TIMM50,TIMM50,0.9533057
AARD,AARD,0.953304
RERG,RERG,0.953286
SSRP1,SSRP1,0.9532757
RCOR3,RCOR3,0.95326126
SLC45A2,SLC45A2,0.9532333
HLA-DMA,SLA-DMA,0.95323306
MRPS11,MRPS11,0.9532234
GSX1,GSX1,0.95321614
KANK3,KANK3,0.95317376
OR7D2,OR7D2,0.9531658
CD81,CD81,0.95315444
LSM8,LSM8,0.95314765
DAAM1,DAAM1,0.9531364
DDOST,DDOST,0.9531344
BPIFB1,BPIFB1,0.953132
PTGR1,PTGR1,0.95311844
RNF126,RNF126,0.95311487
IL2RA,IL2RA,0.953102
ELAC1,ELAC1,0.9531003
ECSCR,ECSCR,0.9530848
ATG4A,ATG4A,0.95308006
DCSTAMP,DCSTAMP,0.9530798
AMT,AMT,0.9530668
OTOG,OTOG,0.9530542
ARHGAP21,ARHGAP21,0.9530515
FAM83G,FAM83G,0.9530488
RAB6A,RAB6A,0.9530335
GRB7,GRB7,0.95303005
AXIN2,AXIN2,0.95302063
UBA6,UBA6,0.95301104
CNGB3,CNGB3,0.9530089
TP53I13,TP53I13,0.95299214
PTOV1,PTOV1,0.9529825
TARS2,TARS2,0.9529753
UBQLN3,UBQLN3,0.952971
ACTA2,ACTA1,0.9529621
RABEP2,RABEP2,0.95296115
CABCOCO1,CABCOCO1,0.9529449
CCNP,CCNP,0.95292354
ANKRD53,ANKRD53,0.9529195
STRAP,STRAP,0.9529183
RBMS2,RBMS2,0.95290816
DROSHA,DROSHA,0.95289195
SORBS3,SORBS3,0.952889
CUL3,CUL3,0.95287937
PTCH2,PTCH2,0.95283765
KLF11,KLF11,0.95283556
BPIFC,BPIFC,0.9527892
KRTAP19-7,KRTAP22-1,0.9527872
CIITA,CIITA,0.9527775
KAT8,KAT8,0.952772
DYNC1LI1,DYNC1LI1,0.9527656
ZNF467,GLI4,0.9527403
HNRNPU,HNRNPU,0.9527235
TANGO2,TANGO2,0.952709
NAT10,NAT10,0.9527088
RIOX2,RIOX2,0.9527042
PBX3,PBX3,0.9526965
HACL1,HACL1,0.9526839
NIPSNAP1,NIPSNAP1,0.9526788
RABGEF1,RABGEF1,0.9526713
KIF24,KIF24,0.95265687
IDUA,IDUA,0.95265293
DERL3,DERL3,0.95265085
CD3E,CD3E,0.9526475
MRPL16,MRPL16,0.9526435
CAPZB,CAPZB,0.9525859
SNAPC5,SNAPC5,0.95258194
GIMAP4,GIMAP4,0.9525773
RDH10,RDH10,0.9525738
TAF3,TAF3,0.9525671
PODNL1,PODNL1,0.9525631
DNAJC19,DNAJC19,0.9525625
CSF3R,CSF3R,0.9525586
MGAT4D,MGAT4D,0.952553
EIF4E1B,EIF4E1B,0.9525222
SLC66A2,SLC66A2,0.9525143
DAXX,DAXX,0.952509
CLCN2,CLCN2,0.9524931
NUF2,NUF2,0.95249194
RAP1GDS1,RAP1GDS1,0.95249134
ARFGAP3,ARFGAP2,0.95248145
CD300LB,CD300LB,0.9524805
GPC2,GPC2,0.95245457
SLC36A2,SLC36A2,0.95244634
MLF1,MLF1,0.95244575
ICAM4,ICAM4,0.95244205
VWCE,VWCE,0.95243657
SPG7,SPG7,0.9524316
IFNA4,IFN-ALPHA-4,0.95242625
OTUB1,OTUB1,0.9524149
EXOSC4,EXOSC4,0.95240927
ZCCHC7,ZCCHC7,0.95240045
CDIP1,CDIP1,0.9523986
MYO9B,MYO9B,0.9523971
TTLL5,TTLL5,0.95239496
ANGPTL5,ANGPTL5,0.95237505
CHI3L1,CHI3L1,0.95235664
CEP41,CEP41,0.9523541
REG4,REG4,0.9523493
COL17A1,COL17A1,0.9523404
ATP6V1G3,ATP6V1G3,0.95233774
GRAMD4,GRAMD4,0.9523291
ANKRD33B,ANKRD33B,0.9523212
DOC2A,DOC2A,0.95230776
PAK1IP1,PAK1IP1,0.95227885
PUS1,PUS1,0.9522713
DNAAF6,DNAAF6,0.95225936
C19orf12,C19orf12,0.952251
KCTD3,KCTD3,0.95224744
STUB1,STUB1,0.95223206
AKR1A1,AKR1A1,0.9522279
INPP5E,INPP5E,0.9522277
PIAS3,PIAS3,0.9522262
CTTN,CTTN,0.95222443
RAD51D,RAD51D,0.9522238
TTC14,TTC14,0.9521923
ZNF382,ZNF382,0.95217377
MDP1,MDP1,0.95217323
C3orf38,C3orf38,0.95215976
DENND4A,DENND4A,0.9521592
PPP1R15A,PPP1R15A,0.9521558
CNTN2,CNTN2,0.9521323
NCALD,NCALD,0.9521264
PDIA4,PDIA4,0.952122
GTF2F1,GTF2F1,0.9521047
MARCHF8,MARCHF8,0.9520995
OPALIN,OPALIN,0.9520878
ATP5IF1,ATP5IF1,0.9520598
CCDC86,CCDC86,0.9520428
IFT74,IFT74,0.95204055
PDE4D,PDE4D,0.95204055
PHOSPHO2,PHOSPHO2,0.9520391
AP3M2,AP3M2,0.95203257
FUT10,FUT10,0.95202565
DNM1L,DNM1L,0.9520162
ZHX1,ZHX1,0.9520123
IRF3,IRF3,0.95200694
PGLYRP1,PGLYRP1,0.95200133
EMP3,EMP3,0.95199406
ERAL1,ERAL1,0.95196384
AHRR,AHRR,0.9519512
ZIC4,ZIC4,0.9519495
E4F1,E4F1,0.95194805
COL21A1,COL21A1,0.9519467
TRIM3,TRIM3,0.95194393
SBF2,SBF2,0.95194215
ESS2,ESS2,0.9519363
NRIP2,NRIP2,0.95193607
ZNF99,ZNF883,0.95193017
ZNF384,ZNF384,0.9518937
URGCP,URGCP,0.9518914
IL21R,IL21R,0.95188457
DPYD,DPYD,0.9518819
CHEK2,CHEK2,0.95188034
MRM1,MRM1,0.9518728
SELENOI,SELENOI,0.95185435
ROCK1,ROCK1,0.95185256
N4BP2,N4BP2,0.9518457
FLOT1,FLOT1,0.9518423
RCAN1,RCAN1,0.9518361
DACT1,DACT1,0.95183516
HACE1,HACE1,0.951835
LLCFC1,LLCFC1,0.951821
DNAL1,DNAL1,0.9518067
SPRED2,SPRED2,0.95178354
OTUD7A,OTUD7A,0.9517715
RTTN,RTTN,0.95175034
GPR137,GPR137,0.9517297
UBE2G2,UBE2G2,0.9517263
BMPR1A,BMPR1A,0.9517232
CAMTA2,CAMTA2,0.9517142
DPEP2,DPEP2,0.95170283
CEP85L,CEP85L,0.9516905
SPAG17,SPAG17,0.95168746
CARMIL1,CARMIL1,0.951667
SLC36A1,SLC36A1,0.951664
MALT1,MALT1,0.95165634
HECA,HECA,0.9516559
B3GAT3,B3GAT3,0.9516491
EFCAB9,EFCAB9,0.95162976
S100A8,S100A8,0.9516141
PCBP4,PCBP4,0.9515613
SLC7A8,SLC7A8,0.9515612
METTL2A,METTL8,0.9515435
ALYREF,ALYREF,0.95153624
TMEM165,TMEM165,0.9515122
TMED4,TMED4,0.9515102
GRM8,GRM8,0.9514939
CAPN13,CAPN13,0.9514699
ELP6,ELP6,0.9514648
MAN2A2,MAN2A2,0.9514626
FSHR,FSHR,0.9514521
CD200R1,CD200R1,0.9514504
KLC4,KLC4,0.9514476
DQX1,DQX1,0.9514425
CFAP73,CFAP73,0.9514317
PTPA,PTPA,0.95141774
GIPC1,GIPC1,0.95139647
TAS2R5,TAS2R1,0.9513886
ZNF746,ZNF398,0.9513512
WFDC2,WFDC2,0.95134866
P3H4,P3H4,0.9513366
HDDC3,HDDC3,0.9513346
WWOX,WWOX,0.95131695
TICRR,TICRR,0.9513121
ASCC1,ASCC1,0.951292
KBTBD3,KBTBD3,0.95129
FETUB,FETUB,0.95128614
PCP2,PCP2,0.9512855
RRM2,RRM2B,0.9512638
ANKRD66,ANKRD66,0.95125747
KPNA4,KPNA4,0.95123446
OLFM1,OLFM1,0.9512335
KIF9,KIF9,0.95123106
SEPTIN1,SEPTIN1,0.95122886
ABCA10,ABCA8,0.95120883
COLCA2,POU2AF3,0.9512085
MAP3K8,MAP3K8,0.9512075
CDIN1,CDIN1,0.9511833
CEBPZOS,CEBPZOS,0.95117706
ODAD3,ODAD3,0.9511756
RUNDC1,RUNDC1,0.9511649
UNC13D,UNC13D,0.951153
NME4,NME4,0.9511365
TMX1,TMX1,0.9510972
ITPK1,ITPK1,0.9510961
COG8,COG8,0.9510946
UBA1,UBA1,0.9510889
RNF167,RNF167,0.95108855
ICA1L,ICA1L,0.9510796
SRP54,SRP54,0.95107937
ABCA2,ABCA2,0.9510772
MRPS33,MRPS33,0.9510435
DEFB110,DEFB110,0.95101446
SLC25A39,SLC25A39,0.9510127
DGKQ,DGKQ,0.95100796
CPSF6,CPSF6,0.9509991
QRFP,QRFP,0.9509912
RGS8,RGS8,0.95098895
TFAP2A,TFAP2C,0.95098466
FBXO36,FBXO36,0.9509774
UBN2,UBN2,0.95096576
DDX27,DDX27,0.9509596
PER1,PER1,0.9509413
MST1,MST1,0.95093507
DDR1,DDR1,0.950927
SCIN,SCIN,0.9509258
BSPH1,BSPH1,0.95092326
TKFC,TKFC,0.9509135
IZUMO3,IZUMO3,0.95090026
ASGR1,ASGR1,0.95089287
ARG1,ARG1,0.9508763
SYNJ1,SYNJ1,0.9508732
GLRX3,GLRX3,0.9508704
SDK1,SDK1,0.95086527
ZFR,ZFR,0.950865
RUFY4,RUFY4,0.95086086
EPDR1,EPDR1,0.9508466
MYOM3,MYOM3,0.9508341
SUSD1,SUSD1,0.9508304
PLEKHF1,PLEKHF1,0.9508272
VSTM1,VSTM1,0.9508271
GRINA,GRINA,0.95082086
DCAF5,DCAF5,0.9508132
TBC1D7,TBC1D7,0.9507889
FAM167A,FAM167A,0.95076823
AFF1,AFF1,0.9507603
RFX3,RFX3,0.95075727
ABCC10,ABCC10,0.9507539
NEURL2,NEURL2,0.9507403
HECW1,HECW1,0.95073867
MIS12,MIS12,0.950724
INSIG1,INSIG1,0.95071936
LRP1,LRP1B,0.950705
UBR4,UBR4,0.95069605
ZGPAT,ZGPAT,0.9506873
SERINC4,SERINC4,0.95068634
CHMP1B,CHMP1A,0.95067054
PLAC1,PLAC1,0.9506689
SORCS3,SORCS3,0.9506642
RPA1,RPA1,0.9506621
ITGB1BP1,ITGB1BP1,0.9506461
CNGA4,CNGA4,0.9506223
MAP2K6,MAP2K6,0.95062107
ANKRD42,ANKRD42,0.9506202
COQ10A,COQ10A,0.95060897
ZSCAN31,ZNF24,0.9506038
POPDC2,POPDC2,0.950564
TWF2,TWF2,0.95054585
MDM1,MDM1,0.95053875
PCDH1,PCDH1,0.950527
SLC5A12,SLC5A12,0.9505241
CERK,CERK,0.95051366
MAPK7,MAPK7,0.95050275
SEZ6,SEZ6,0.9504972
CDC25C,CDC25C,0.9504806
ACSS3,ACSS3,0.9504786
ZNF365,ZNF365,0.95047396
LRRC27,LRRC27,0.9504638
KLK15,KLK15,0.95046055
DLC1,DLC1,0.95045984
CRYZL1,CRYZL1,0.9504488
SLC35F5,SLC35F5,0.9504451
GAD1,GAD1,0.95044297
PLIN4,PLIN4,0.95043844
PPBP,PPBP,0.95043683
YEATS2,YEATS2,0.95041585
NFASC,NRCAM,0.9504142
OSBPL7,OSBPL7,0.95041174
SERPINB3,SERPINB13,0.9504044
CELF1,CELF1,0.9503975
TRPS1,TRPS1,0.95038366
ATAD2B,ATAD2B,0.95037866
DENND6B,DENND6B,0.9503755
CMPK1,CMPK1,0.9503695
GSX2,GSX2,0.9503608
BICC1,BICC1,0.95035535
PARP14,PARP14,0.95035535
ST8SIA3,ST8SIA3,0.95035446
PLIN2,PLIN2,0.9503459
SLC35D2,SLC35D2,0.95034367
TMEM131,TMEM131,0.9503383
SLC29A2,SLC29A2,0.95032877
TUNAR,TUNAR,0.9503193
KTN1,KTN1,0.9503065
