microcebus gene name,human gene name,correlation
CUTC,CUTC,0.96214694
C2CD6,C2CD6,0.9621403
INPP5E,INPP5E,0.96213734
ZNF385B,ZNF385B,0.9621357
HDAC11,HDAC11,0.9621346
ANKRD54,ANKRD54,0.96212876
IMPA2,IMPA2,0.96210104
SLAMF7,SLAMF7,0.962101
KANSL1,KANSL1,0.9620693
MSL3,MSL3,0.96206915
TNFRSF11B,TNFRSF11B,0.96204937
LTBP3,LTBP3,0.96204203
TTC39B,TTC39B,0.9620411
PNOC,PNOC,0.96203965
FAM133B,FAM133A,0.9620396
DAXX,DAXX,0.962033
THUMPD3,THUMPD3,0.96202666
FRY,FRY,0.9619742
PUSL1,PUSL1,0.9619736
PGLS,PGLS,0.9619718
RALGAPA2,RALGAPA2,0.9619672
C2orf72,C2orf72,0.961967
PTGES2,PTGES2,0.9619548
NLRP2,NLRP7,0.961952
LHPP,LHPP,0.96194106
B3GAT2,B3GAT2,0.96194005
SH3YL1,SH3YL1,0.96193403
SLC16A10,SLC16A10,0.9619313
RBBP6,RBBP6,0.96193
EML5,EML5,0.9619196
ANKS1B,ANKS1B,0.9619186
DNAAF11,DNAAF11,0.96191573
C1S,C1S,0.96190286
KCNJ15,KCNJ10,0.9619006
GYPC,GYPC,0.9618967
ASCC3,ASCC3,0.9618783
MATN2,MATN2,0.96187454
WDR55,WDR55,0.96187365
COL8A1,COL8A1,0.9618602
NOXA1,NOXA1,0.96185935
LGALS8,LGALS8,0.9618476
ARMC12,ARMC12,0.96184605
RABGAP1L,RABGAP1L,0.961834
TMED6,TMED6,0.96181333
CFTR,CFTR,0.9617622
ERAP2,ERAP2,0.9617571
GLYR1,GLYR1,0.9617538
KISS1R,KISS1R,0.9617506
CPSF4L,CPSF4L,0.9617462
CCR10,CCR10,0.96173817
C12orf71,C12orf71,0.961738
EBP,EBP,0.96173555
TMEM88,TMEM88,0.9617073
SMPD2,SMPD2,0.9616813
TRIB3,TRIB3,0.96167386
VSTM2L,VSTM2L,0.96167374
PLA2G1B,PLA2G1B,0.9616568
ANKRD28,ANKRD28,0.9616558
PDHA1,PDHA1,0.9616508
FPGS,FPGS,0.9616424
CDHR3,CDHR3,0.9616362
BLOC1S6,BLOC1S6,0.96162176
MRPL46,MRPL46,0.96161586
RAD50,RAD50,0.96160215
KLHDC10,KLHDC10,0.96158373
DOK1,DOK1,0.9615715
PPP1R3F,PPP1R3F,0.96155524
DCHS2,DCHS2,0.96151054
NDE1,NDE1,0.9615002
FASTKD1,FASTKD1,0.96148586
SUN3,SUN3,0.96148014
NIPAL3,NIPAL3,0.9614764
DBH,DBH,0.96145946
HAL,HAL,0.9614537
SEC14L3,SEC14L3,0.9614503
SPG7,SPG7,0.96144605
CCAR2,CCAR2,0.9614425
SUCNR1,SUCNR1,0.9614387
DCXR,DCXR,0.9614369
NR2C2,NR2C2,0.9614168
HSD17B1,HSD17B1,0.96141356
PRAM1,PRAM1,0.961413
MMAA,MMAA,0.961412
SHF,SHF,0.9614048
TMEM145,TMEM145,0.96140456
PRAME,PRAME,0.9614014
GFM2,GFM2,0.9613984
XKR6,XKR4,0.9613981
GLYATL3,GLYATL3,0.96139807
RGS12,RGS12,0.961389
TAS1R1,TAS1R1,0.9613853
NOL7,NOL7,0.9613533
SERPINI1,SERPINI1,0.961336
FABP4,FABP3,0.9613354
LRRN4,LRRN4,0.96133524
ICAM4,ICAM4,0.96132624
TOGARAM1,TOGARAM1,0.961317
NFYC,NFYC,0.9613133
FAM8A1,FAM8A1,0.96131223
RAB11FIP1,RAB11FIP1,0.961296
HMGCS1,HMGCS1,0.9612875
UBQLN1,UBQLN1,0.96128523
ABCA5,ABCA5,0.96124476
CA10,CA10,0.96124434
HES2,HES2,0.9612379
LTF,LTF,0.96123016
MIXL1,MIXL1,0.9612274
PIP4K2C,PIP4K2C,0.9612274
ST6GAL2,ST6GAL2,0.96120447
RAVER1,RAVER1,0.96119547
EHBP1,EHBP1,0.96118635
ANKRD60,ANKRD60,0.9611835
BCLAF3,BCLAF3,0.9611815
ELK3,ELK3,0.9611788
CDIPT,CDIPT,0.96117663
CDC123,CDC123,0.9611713
SPACA3,SPACA3,0.9611604
CHRNB2,CHRNB2,0.9611543
MDGA1,MDGA1,0.9611522
ATXN2L,ATXN2L,0.961141
DDX17,DDX5,0.9611271
SLF2,SLF2,0.9611118
NOBOX,NOBOX,0.9610757
MXI1,MXI1,0.9610503
ACAD11,ACAD11,0.9610413
DTD1,DTD1,0.96103907
ARPP21,ARPP21,0.9610214
FAM234B,FAM234B,0.9610187
RPUSD2,RPUSD2,0.9610157
GRIP1,GRIP2,0.9609906
LGI4,LGI4,0.9609858
NCBP1,NCBP1,0.96098316
ADAMTS6,ADAMTS20,0.9609812
XRN1,XRN1,0.9609801
AHSP,AHSP,0.96096957
CSN2,CSN2,0.9609619
CHRNB1,CHRNB1,0.96094054
ACBD4,ACBD4,0.96093786
NUP58,NUP58,0.96093786
POLR3D,POLR3D,0.96093744
COBL,COBL,0.9609323
COL18A1,COL18A1,0.96091086
DPY19L2,DPY19L1,0.96090996
REEP6,REEP6,0.96090704
FAXC,FAXC,0.9609062
AP1S3,AP1S3,0.9609028
ISG15,ISG15,0.96090275
DPEP2NB,DPEP2NB,0.9608975
PKLR,PKLR,0.9608898
FAM3C,FAM3C,0.96088606
PER2,PER3,0.96088564
KBTBD4,KBTBD4,0.9608799
PTCH1,PTCH1,0.9608797
MTX1,MTX1,0.96087056
CCDC178,CCDC178,0.96086967
MRM1,MRM1,0.9608575
MAEA,MAEA,0.9608568
TMC4,TMC4,0.9608546
HEBP1,HEBP1,0.96084774
ATP11C,ATP11C,0.9608452
SLC25A39,SLC25A39,0.9608208
KCNQ5,KCNQ5,0.9608168
HADH,HADH,0.96081346
NT5DC1,NT5DC1,0.9608054
MAP3K12,MAP3K12,0.96079975
AFDN,AFDN,0.96077424
NCEH1,NCEH1,0.9607638
NEK4,NEK4,0.9607569
GPR143,GPR143,0.9607484
DDOST,DDOST,0.96073675
RIBC2,RIBC2,0.9607349
AGPAT2,AGPAT2,0.96073276
MBL2,MBL2,0.9607281
PDIA4,PDIA4,0.96072584
CRYM,CRYM,0.96071875
FBXL15,FBXL15,0.96071357
CLEC12B,CLEC12B,0.9607101
MBD2,MBD2,0.96070117
BAG3,BAG3,0.9607001
NOM1,NOM1,0.9606956
TMEM44,TMEM44,0.9606863
MCHR1,MCHR1,0.9606549
SINHCAF,SINHCAF,0.9606549
FAM98B,FAM98B,0.96063584
LRCH1,LRCH1,0.96063256
GRM1,GRM5,0.9606314
LSM4,LSM4,0.96062785
GNAQ,GNAQ,0.96062154
TMEM184C,TMEM184C,0.9606212
CPXCR1,CPXCR1,0.9606158
CRCP,CRCP,0.9606108
TM7SF2,TM7SF2,0.9606018
DHX35,DHX35,0.9605907
CLN8,CLN8,0.9605883
KLHDC8A,KLHDC8A,0.9605756
ELL3,ELL3,0.9605587
ZNF45,ZNF45,0.96053576
STK33,STK33,0.9605203
TM4SF4,TM4SF4,0.96050537
CASP9,CASP9,0.9605003
MINDY3,MINDY3,0.96049947
SUPV3L1,SUPV3L1,0.96049696
PGK1,PGK2,0.9604857
GIMAP7,GIMAP7,0.9604849
DEFB114,DEFB114,0.9604743
PHAF1,PHAF1,0.9604591
RBL2,RBL2,0.96045023
SLC45A4,SLC45A4,0.9604439
SLC35B4,SLC35B4,0.9604173
NUPR1,NUPR1,0.9604047
AWAT2,DGAT2L6,0.96040136
ARHGEF7,ARHGEF7,0.9603906
HS2ST1,HS2ST1,0.9603849
ZNF74,ZNF324,0.96038234
PDLIM7,PDLIM7,0.96038026
SERPINB7,SERPINB7,0.9603756
SEC23A,SEC23A,0.960326
WFDC8,WFDC8,0.9603196
ARFGEF2,ARFGEF2,0.9603154
HSD17B3,HSD17B3,0.96030456
GDPD4,GDPD4,0.96029836
SLC8A1,SLC8A1,0.96028084
VPS18,VPS18,0.9602801
SLC7A8,SLC7A8,0.9602794
ZNF16,ZNF70,0.96027464
SLC25A20,SLC25A20,0.9602636
DEFB135,DEFB135,0.96026057
CENPC,CENPC,0.9602404
DGAT1,DGAT1,0.9602335
MYL7,MYL10,0.9602087
USP45,USP45,0.9601876
PRPS2,PRPS1L1,0.9601858
ZNF365,ZNF365,0.96018285
REG4,REG4,0.960182
CENPE,CENPE,0.96017677
NOP9,NOP9,0.960174
USP33,USP33,0.9601573
PLAAT4,PLAAT4,0.9601469
C3orf62,C3orf62,0.96012634
COQ10A,COQ10A,0.9601209
GLT6D1,GLT6D1,0.9601193
SLC25A37,SLC25A37,0.9601192
TGFB1,TGFB1,0.9601183
CENATAC,CENATAC,0.9601117
LAMTOR1,LAMTOR1,0.960083
ESPN,ESPN,0.9600764
SYT12,SYT12,0.9600755
MED22,MED22,0.96007216
DNAJC17,DNAJC17,0.960068
MAX,MAX,0.9600514
YAF2,YAF2,0.9600495
GPNMB,GPNMB,0.9600485
PRCC,PRCC,0.96004623
SLC25A3,SLC25A3,0.96004224
CEP170,CEP170,0.96003807
MCAM,MCAM,0.96003777
TSSK4,TSSK4,0.9600199
ACVRL1,ACVRL1,0.9600145
UBA6,UBA6,0.95999336
ATP6V1G3,ATP6V1G3,0.9599916
ABI3BP,ABI3BP,0.95997626
IFT46,IFT46,0.95997626
MBLAC2,MBLAC2,0.95994925
NXPE1,NXPE1,0.95994467
CD300LB,CD300LB,0.9599429
CAV3,CAV3,0.9599368
XIRP1,XIRP1,0.95991266
CFAP97D1,CFAP97D1,0.959885
COL6A2,COL6A2,0.95987856
NDUFS6,NDUFS6,0.9598583
ABITRAM,ABITRAM,0.9598568
AIM2,AIM2,0.9598528
FLACC1,FLACC1,0.95982057
PSMC1,PSMC1,0.95981914
TTC1,TTC1,0.95981705
NOA1,NOA1,0.95979583
WAS,WAS,0.95979387
TKFC,TKFC,0.9597897
MMP28,MMP28,0.9597793
PNKD,PNKD,0.95977384
MDM1,MDM1,0.9597719
CNGA4,CNGA4,0.9597549
PARP16,PARP16,0.9597504
TRIM4,TRIM4,0.9597451
KCNH1,KCNH1,0.95973873
CCDC12,CCDC12,0.9597384
TXNRD1,TXNRD3,0.9597321
COPS4,COPS4,0.9597054
MARS1,MARS1,0.95969576
CEACAM18,CEACAM18,0.9596954
CFAP107,C1orf158,0.9596932
CLEC10A,CLEC10A,0.95968735
ABCD1,ABCD1,0.9596768
CDK4,CDK4,0.95967525
TRAV3,TRAV3,0.9596527
AK5,AK5,0.95964783
CDK2AP1,CDK2AP1,0.9596473
HLA-DMB,HLA-DMB,0.9596339
ACOT9,ACOT9,0.9596303
OTUB2,OTUB2,0.9596229
NCK2,NCK1,0.9596017
UNC119,UNC119,0.95956534
IRAK2,IRAK2,0.95955986
TLCD4,TLCD4,0.9595556
UBN1,UBN1,0.95955384
DPYSL5,DPYSL5,0.9595497
YJU2,YJU2,0.9595482
NPC2,NPC2,0.95954543
GRAMD4,GRAMD4,0.9595392
FITM1,FITM1,0.95953864
SELENOH,SELENOH,0.95953727
ASPG,ASPG,0.9595327
TAOK1,TAOK1,0.95952815
BGLAP,BGLAP,0.9595272
CCDC9B,CCDC9B,0.9595127
TMEM50B,TMEM50B,0.95950854
REDIC1,C12orf40,0.95948565
RHOV,RHOV,0.95945424
CYP2E1,CYP2E1,0.9594504
CIBAR2,CIBAR2,0.95944905
PROCA1,PROCA1,0.9594476
DIXDC1,DIXDC1,0.9594409
MAP3K7CL,MAP3K7CL,0.95943505
CLRN3,CLRN3,0.959426
LPXN,LPXN,0.9593979
DIPK2B,DIPK2B,0.9593915
RAB6B,RAB6B,0.95938635
UBOX5,UBOX5,0.95938593
MGAT4A,MGAT4A,0.9593792
FAM167A,FAM167A,0.9593704
HPS1,HPS1,0.95936894
PERP,PERP,0.9593635
CALCB,CALCB,0.9593554
CPLX4,CPLX4,0.9593509
BAZ2A,BAZ2A,0.9593398
GTF2A1,GTF2A1,0.9593255
PPP2CA,PPP2CA,0.95931196
SIGLEC15,SIGLEC15,0.95931125
TMEM239,TMEM239,0.95930994
VSIG10,VSIG10,0.9592994
PROSER2,PROSER2,0.9592957
ODAM,ODAM,0.9592674
GIPC1,GIPC1,0.95924455
NPY5R,NPY5R,0.95922863
BOP1,BOP1,0.9592258
KRTAP19-8,KRTAP19-8,0.9592249
ADIG,ADIG,0.95922476
C1QB,C1QB,0.95921785
KDM2B,KDM2B,0.9592108
ACHE,ACHE,0.95921004
PHEX,PHEX,0.9591956
DPEP2,DPEP2,0.9591932
FRMPD2,FRMPD2,0.9591768
AK2,AK2,0.9591726
PDZRN3,PDZRN3,0.9591696
PALS1,PALS1,0.9591673
PLXNC1,PLXNC1,0.9591531
SAAL1,SAAL1,0.9591289
PCSK5,PCSK5,0.9591224
GSTK1,GSTK1,0.9591059
CXorf58,CXorf58,0.95910144
KCTD15,KCTD15,0.95908487
CENPP,CENPP,0.9590562
EIF4G1,EIF4G1,0.9590437
RAPGEF2,RAPGEF2,0.95904356
RTKN2,RTKN2,0.95903975
MMP2,MMP2,0.9590262
FN3K,FN3K,0.95902574
USP8,USP8,0.95902246
SPAM1,SPAM1,0.95900804
BABAM1,BABAM1,0.9590071
SMIM11,SMIM11B,0.95900047
MYH7B,MYH15,0.95899665
IGFN1,IGFN1,0.9589924
PEX7,PEX7,0.9589743
TSSC4,TSSC4,0.95897156
GABARAPL2,GABARAPL2,0.9589696
HDAC4,HDAC4,0.958941
ENTPD8,ENTPD8,0.95893687
FAM120B,FAM120B,0.95892644
NUDT21,NUDT21,0.95890075
LXN,LXN,0.9588918
CCNK,CCNK,0.9588849
CBLB,CBLB,0.95888
DNAI1,DNAI1,0.958875
ZNF615,ZIM3,0.9588719
SCRN2,SCRN2,0.9588662
LENG8,LENG8,0.95885
ENPP7,ENPP7,0.9588303
ARHGEF18,ARHGEF18,0.95882934
GIMD1,GIMD1,0.95882696
AMBP,AMBP,0.95882046
PIP5K1A,PIP5K1B,0.9587958
CYP2C9,CYP2C9,0.9587891
DPP6,DPP6,0.9587796
CCDC51,CCDC51,0.95876175
TFPI,TFPI,0.95875525
TMEM154,TMEM154,0.9587487
TBC1D31,TBC1D31,0.958739
ITPRID1,ITPRID1,0.9587389
MLIP,MLIP,0.9587324
RPGRIP1L,RPGRIP1L,0.95872784
AGT,AGT,0.95870066
PROP1,PROP1,0.95869154
TMEM104,TMEM104,0.95865965
HNRNPD,HNRNPD,0.9586573
AXIN1,AXIN1,0.95863706
WEE1,WEE1,0.95863533
C12orf75,C12orf75,0.95863366
RIOK3,RIOK3,0.9586243
CSTF1,CSTF1,0.9586195
ELOVL6,ELOVL6,0.95861167
CACNA1C,CACNA1F,0.9586095
LRTM2,LRTM2,0.9585985
PDS5B,PDS5B,0.9585969
TNPO2,TNPO2,0.95859456
IPO4,IPO4,0.95857567
SLC35C1,SLC35C1,0.9585714
SCARA5,SCARA5,0.9585601
OOEP,OOEP,0.95855147
LAS1L,LAS1L,0.9585502
ARHGAP5,ARHGAP5,0.958528
YIF1A,YIF1A,0.9584986
NUP98,NUP98,0.9584943
MAVS,MAVS,0.9584839
SLC4A3,SLC4A3,0.95847696
ZNF189,ZFP3,0.9584746
REN,REN,0.95846725
MRTFB,MRTFB,0.9584568
GEMIN4,GEMIN4,0.95843464
LRRC14,LRRC14,0.95843416
ETV7,ETV7,0.9584247
NRIP2,NRIP2,0.9584229
ERAL1,ERAL1,0.95838976
ZNF331,ZNF595,0.9583813
KIF20A,KIF20A,0.9583791
NOSIP,NOSIP,0.95837736
CD46,CD46,0.9583595
ERO1A,ERO1A,0.95834786
LYZ,LYZ,0.9583287
ICAM5,ICAM5,0.95829904
BRD3,BRD4,0.9582869
LECT2,LECT2,0.9582827
C2,C2,0.9582757
MGAT4B,MGAT4B,0.95827156
UTP25,UTP25,0.9582706
RAB3IL1,RAB3IL1,0.95826924
CCL17,CCL17,0.9582456
LRRC17,LRRC17,0.95822644
EME1,EME1,0.95822436
DDX46,DDX46,0.95821726
SP140,SP140,0.9582131
CLEC4D,CLEC4D,0.9582115
IKZF1,IKZF1,0.9581974
ZSWIM6,ZSWIM6,0.9581962
N4BP2,N4BP2,0.9581853
MFSD14A,SLC35A3,0.9581787
ZCCHC7,ZCCHC7,0.9581718
MAG,MAG,0.9581668
SDK2,SDK2,0.95815367
DENND2A,DENND2A,0.95815235
NUDT16L1,NUDT16L1,0.9581369
ZNF462,ZNF462,0.9580914
MYCL,MYCL,0.9580881
TUBB3,TUBB3,0.95808345
PLAAT1,PLAAT1,0.95807815
CDNF,CDNF,0.9580769
SCT,SCT,0.9580746
BCAS1,BCAS1,0.9580736
PFN2,PFN2,0.95803773
CCND1,CCND1,0.9580362
HMBS,HMBS,0.95802075
GPRC5C,GPRC5C,0.9580182
C7orf50,C7orf50,0.9580059
MAPK8IP2,MAPK8IP2,0.9580001
ING2,ING2,0.9579891
CDON,CDON,0.9579889
MRI1,MRI1,0.95794654
DNASE1L1,DNASE1L1,0.95794535
IL1RL2,IL1RL2,0.95793384
C1orf21,C1orf21,0.95793146
DNA2,DNA2,0.9579302
GRID2,GRID2,0.9579284
ASB2,ASB2,0.95792836
HOOK1,HOOK1,0.957926
PTP4A3,PTP4A3,0.9579137
COMMD2,COMMD2,0.9579038
THAP5,THAP5,0.957896
AICDA,AICDA,0.95788425
QKI,QKI,0.9578831
B4GALT1,B4GALT1,0.9578559
ZNF621,ZNF621,0.95784384
SEC31A,SEC31A,0.9578334
ARMH2,ARMH2,0.9578329
FNIP2,FNIP2,0.95782965
IRF7,IRF7,0.9578209
EQTN,EQTN,0.95781225
PDIA3,PDIA3,0.9578066
JRK,JRK,0.9578059
TBP,TBP,0.9577959
TMEM231,TMEM231,0.95778704
FCHO2,FCHO2,0.9577766
CEP44,CEP44,0.95777315
CLK4,CLK1,0.957764
IFFO2,IFFO2,0.9577601
BPIFB2,BPIFB2,0.95776004
CTTNBP2NL,CTTNBP2NL,0.95774865
CCDC88B,CCDC88B,0.95774627
MARCHF8,MARCHF8,0.95772535
TMEM26,TMEM26,0.9577245
CDH23,CDH23,0.95770526
PIGQ,PIGQ,0.9576939
PI4K2A,PI4K2A,0.9576803
WASHC3,WASHC3,0.9576795
IGF2R,IGF2R,0.9576782
MALL,MALL,0.9576745
PACSIN3,PACSIN3,0.9576736
THOC5,THOC5,0.9576591
CLUH,CLUH,0.9576378
MPDZ,MPDZ,0.9576237
SH3D21,SH3D21,0.9576224
SYN1,SYN1,0.957615
EML2,EML2,0.95761245
FXN,FXN,0.9575903
DOK2,DOK2,0.95756423
IMPDH2,IMPDH2,0.9575633
VGLL4,VGLL4,0.95753455
GNG2,GNG2,0.9575103
EBPL,EBPL,0.95750815
FBXL17,FBXL17,0.9575071
MEOX1,MEOX1,0.9574981
MBD4,MBD4,0.95749086
PABPN1,BCL2L2-PABPN1,0.9574887
TANK,TANK,0.9574863
CBARP,CBARP,0.9574831
ASPH,ASPH,0.9574819
SLC3A1,SLC3A1,0.95748055
NCKAP5,NCKAP5,0.95747226
IYD,IYD,0.9574569
DPYD,DPYD,0.95745325
CREB3L1,CREB3L1,0.95742625
SLC25A19,SLC25A19,0.9574262
INPP5A,INPP5A,0.9574158
MSL1,MSL1,0.9574157
ITIH3,ITIH3,0.95741004
FBXO4,C5orf51,0.9574069
SLC10A6,SLC10A6,0.9574051
C1orf54,C1orf54,0.957392
LYPD3,LYPD3,0.9573779
TBC1D10A,TBC1D10A,0.95736927
COL22A1,COL22A1,0.9573675
PFKL,PFKP,0.9573671
MROH1,MROH1,0.9573655
CDH1,CDH1,0.95735884
MGAT5B,MGAT5B,0.9573316
LYZL6,LYZL6,0.95731837
CMPK1,CMPK1,0.9573158
DDX43,DDX43,0.957307
RNF126,RNF126,0.95728874
TLR6,TLR6,0.95728177
REXO4,REXO4,0.9572778
MYO1A,MYO1A,0.95726925
DUXB,DUXB,0.9572538
POPDC2,POPDC2,0.9572489
SNF8,SNF8,0.95724505
GRHL1,GRHL1,0.95723736
CCDC80,CCDC80,0.95723677
GRM7,GRM7,0.95723563
KIF24,KIF24,0.9572351
TP53INP2,TP53INP2,0.95722973
PDE11A,PDE11A,0.9572202
TENT5A,TENT5A,0.9572196
KANK3,KANK3,0.957206
EPB42,EPB42,0.95719975
ELP3,ELP3,0.9571983
RNASET2,RNASET2,0.9571892
PLPPR2,PLPPR2,0.95716655
BAIAP2L2,BAIAP2L2,0.9571665
MAK16,MAK16,0.95716375
KEAP1,KEAP1,0.9571451
UBR3,UBR3,0.95714414
TRIM10,TRIM10,0.9571417
ZNF358,ZNF358,0.957141
TMEM87B,TMEM87B,0.9571336
CDKL5,CDKL5,0.95712584
AKAP13,AKAP13,0.95710737
B3GNTL1,B3GNTL1,0.9570998
CNOT1,CNOT1,0.95709455
SLAMF9,SLAMF9,0.9570812
ABCA1,ABCA1,0.9570432
FCER2,FCER2,0.95704275
ECEL1,ECEL1,0.95704246
NUDT1,NUDT1,0.9570234
PROM2,PROM2,0.9570219
ZNF384,ZNF384,0.9570192
NGDN,NGDN,0.9570181
FAM110C,FAM110C,0.9570047
CHCHD3,CHCHD3,0.95699674
NDUFAF3,NDUFAF3,0.9569962
HLA-DMA,HLA-DMA,0.9569952
TRMT1L,TRMT1L,0.95697844
TAX1BP1,TAX1BP1,0.9569747
ELL,ELL,0.9569714
ATRIP,ATRIP,0.95696735
ZGRF1,ZGRF1,0.9569445
GCC2,GCC2,0.9569428
OLFM2,OLFM2,0.9569211
TMCO5A,TMCO5A,0.95691496
MEF2D,MEF2D,0.9568779
FAM83G,FAM83G,0.956867
ANKRD33B,ANKRD33B,0.9568496
SRRM3,SRRM3,0.95684654
M6PR,M6PR,0.95684564
CCL14,CCL14,0.9568452
CYB5R3,CYB5R3,0.95683765
SOD2,SOD2,0.9568321
LIPG,LIPG,0.9568195
TIMM44,TIMM44,0.9567963
TMEM169,TMEM169,0.95677227
TMEM209,TMEM209,0.9567714
MRPL22,MRPL22,0.9567706
CDH19,CDH19,0.9567687
WDR88,WDR88,0.9567655
LDAH,LDAH,0.95674247
ZDHHC14,ZDHHC14,0.95672864
CLEC4C,CLEC4C,0.9567195
ARL16,ARL16,0.9567182
RAB36,RAB36,0.95671207
MCRIP2,MCRIP2,0.95669633
SPIRE1,SPIRE1,0.95668584
UBE3C,UBE3C,0.9566822
THEM5,THEM5,0.9566784
CFAP300,CFAP300,0.95667297
ZNF517,ZNF517,0.9566662
KCTD14,KCTD14,0.95664203
RGL3,RGL3,0.95663315
PIP,PIP,0.9566055
HTR3B,HTR3B,0.95657796
CTBP1,CTBP1,0.95654553
UBE2G2,UBE2G2,0.9565432
RBMXL1,RBMX,0.9565229
NOSTRIN,NOSTRIN,0.9565208
FAM53C,FAM53C,0.9565197
NOVA1,NOVA1,0.9565112
LHFPL7,TMEM211,0.9565075
ZNF451,ZNF451,0.95649356
MARF1,MARF1,0.9564745
C10orf62,C10orf62,0.9564633
SUCLA2,SUCLA2,0.9564615
METRN,METRN,0.9564603
AKAP4,AKAP4,0.95645744
SELENOF,SELENOF,0.9564572
CXCL12,CXCL12,0.95645523
TNFRSF13B,TNFRSF13B,0.95644844
ZNF554,ZNF329,0.9564424
ACRBP,ACRBP,0.95643955
CHI3L1,CHI3L1,0.95641226
CCN4,CCN4,0.9563905
KLF11,KLF11,0.9563898
ELP2,ELP2,0.956381
PRDM2,PRDM2,0.95636666
CD3E,CD3E,0.9563659
ENC1,KLHL6,0.9563634
OSBPL3,OSBPL3,0.95635307
LYAR,LYAR,0.9563513
ZFAND2A,ZFAND2A,0.9563462
CASP8AP2,CASP8AP2,0.95632946
PANK3,PANK3,0.95632654
CD276,CD276,0.95632255
NOP2,NOP2,0.95631063
SNX24,SNX24,0.9563098
ARHGAP4,ARHGAP4,0.9562969
MAD1L1,MAD1L1,0.9562949
GABPB1,GABPB1,0.9562907
AGO1,AGO1,0.9562867
IL4,IL4,0.9562749
CA11,CA11,0.95622766
ECI2,ECI2,0.95621693
NME4,NME4,0.95621485
REL,REL,0.95619214
IL6ST,IL6ST,0.9561906
SMIM22,SMIM22,0.95617497
SNRPD1,SNRPD1,0.9561727
RPA1,RPA1,0.9561712
PLPP7,PLPP7,0.95613784
MALT1,MALT1,0.956127
ADAMTSL1,ADAMTSL1,0.95611256
NR4A1,NR4A1,0.9561015
SKA1,SKA1,0.9560895
DZANK1,DZANK1,0.9560752
PAFAH1B3,PAFAH1B3,0.9560426
CRYBG2,CRYBG2,0.9560405
P4HA3,P4HA3,0.95601314
NINL,NINL,0.9560037
EPDR1,EPDR1,0.95598906
ABHD6,ABHD6,0.955982
TDRD10,TDRD10,0.9559735
LYSMD2,LYSMD2,0.9559638
GHRL,GHRL,0.9559523
SPG21,SPG21,0.95594746
KLF8,KLF8,0.9559443
MAP3K13,MAP3K13,0.95594394
AFM,AFM,0.95593256
AUTS2,AUTS2,0.95591927
HOXB1,HOXB1,0.95589405
NPHP4,NPHP4,0.95589375
MRPL16,MRPL16,0.9558767
SDCCAG8,SDCCAG8,0.95585865
ASNSD1,ASNSD1,0.95585066
CD300LG,CD300LG,0.9558449
PABPN1L,PABPN1L,0.95584047
SLC23A3,SLC23A3,0.95583594
TWSG1,TWSG1,0.95583063
FCRL5,FCRL3,0.9558304
MNDA,PYHIN1,0.9558227
LTO1,LTO1,0.95580864
BCL2,BCL2,0.9558028
INO80,INO80,0.95578486
SLC34A2,SLC34A2,0.95576435
MRPS33,MRPS33,0.95576096
CTSW,CTSW,0.9557517
ESYT1,ESYT1,0.9557513
LPAR4,LPAR6,0.9557426
PUM2,PUM1,0.9557199
KCNIP4,KCNIP4,0.9557156
TREX2,TREX2,0.9557077
PPP1R15B,PPP1R15B,0.9557021
F10,F10,0.9557013
ZIC1,ZIC1,0.9556938
NPAS1,NPAS1,0.95568025
RCSD1,RCSD1,0.95567864
UBE3A,UBE3A,0.9556567
MAN2A2,MAN2A2,0.95564675
DHX16,DHX16,0.95564306
WWP2,WWP1,0.9556395
APC2,APC2,0.95563257
NPPA,NPPA,0.9556256
DDX54,DDX54,0.9556227
B3GAT3,B3GAT3,0.95562065
ZNF407,ZNF407,0.95561457
CRELD1,CRELD1,0.9556109
SYBU,SNPH,0.9556053
TPD52L3,TPD52L3,0.95559675
PLEKHG1,PLEKHG1,0.95557946
RBM33,RBM33,0.9555746
THPO,THPO,0.9555729
PROSER1,PROSER1,0.9555599
PPFIBP1,PPFIBP1,0.95555866
SEPTIN2,SEPTIN1,0.9555501
MISFA,SPTY2D1OS,0.95554686
FCHSD2,FCHSD2,0.9555366
AAK1,AAK1,0.95552284
RNF111,RNF111,0.9554968
LNP1,LNP1,0.9554955
LEMD1,LEMD1,0.9554934
LRGUK,LRGUK,0.955469
SPATA9,SPATA9,0.95546615
MARK3,MARK3,0.95545185
PLAC9,PLAC9,0.95545024
RCOR3,RCOR3,0.9554389
MEIKIN,MEIKIN,0.9554293
SNCG,SNCA,0.95541996
RAB30,RAB30,0.95541877
TNFSF15,TNFSF15,0.9554146
ANAPC4,ANAPC4,0.9554013
F2RL1,F2RL1,0.95539623
TNKS1BP1,TNKS1BP1,0.9553888
IGSF9B,IGSF9B,0.95536387
SYDE1,SYDE1,0.9553587
KRIT1,KRIT1,0.9553578
LAMA4,LAMA4,0.95535594
SPATA6L,SPATA6L,0.95534784
SERPINE2,SERPINE2,0.9553313
METTL21A,METTL21A,0.9553268
ANKRD26,ANKRD26,0.9553197
CLNK,CLNK,0.9552921
GTF2F1,GTF2F1,0.95528257
C22orf39,C22orf39,0.9552568
FOXRED2,FOXRED2,0.9552555
PDPR,PDPR,0.95525473
VARS2,VARS2,0.9552481
ZCWPW1,ZCWPW1,0.95524704
CDKN3,CDKN3,0.95524484
ZNF345,ZKSCAN8P1,0.9552386
