Gene name,Chimpanzee gene name
PTPRB,PTPRB
MKNK1,MKNK1
CACNB2,CACNB2
CPE,CPE
UBE2D4,UBE2D4
SCARA3,SCARA3
SSH3,SSH3
ALPK1,ALPK1
ZNF415,ZNF415
SMOC2,SMOC2
RNU6-1086P,U6
CCDC25,CCDC25
RHAG,RHAG
RNU6-559P,U6
TTC39B,TTC39B
Y_RNA,Y_RNA
F2RL2,F2RL2
POMZP3,POMZP3
KCNA7,KCNA7
LMTK3,LMTK3
F2R,F2R
F2RL1,F2RL1
RN7SL208P,Metazoa_SRP
DUSP1,DUSP1
GCNT3,GCNT3
Y_RNA,Y_RNA
RPL26L1,RPL26L1
RAD9A,RAD9A
CNPY3,CNPY3
ZNF266,ZNF266
GTF2A2,GTF2A2
KLHDC3,KLHDC3
RNU6-1252P,U6
GPX2,GPX2
USP46,USP46
CALM1,CALM1
KCNJ16,KCNJ16
ATP6V0E1,ATP6V0E1
ARTN,ARTN
UTS2R,UTS2R
NDUFB5,NDUFB5
UBE2G1,UBE2G1
CDK2AP2,CDK2AP2
Y_RNA,Y_RNA
ESCO2,ESCO2
CREBRF,CREBRF
SLC1A6,SLC1A6
CCDC32,CCDC32
EZR,EZR
KCNAB3,KCNAB3
IPO13,IPO13
TMEM192,TMEM192
INSL6,INSL6
ESR1,ESR1
INSL4,INSL4
RGS3,RGS3
CABP2,CABP2
BNIP1,BNIP1
RNU4-87P,U4
RNU6-1055P,U6
ATP6V0B,ATP6V0B
FAT1,FAT1
NAA38,NAA38
GSTP1,GSTP1
EAPP,EAPP
RNU6-1276P,U6
PBK,PBK
TRIM37,TRIM37
HNRNPC,HNRNPC
MYO9B,MYO9B
RNU6-516P,U6
RPUSD2,RPUSD2
USP13,USP13
NDUFV1,NDUFV1
Metazoa_SRP,Metazoa_SRP
KNL1,KNL1
CLRN2,CLRN2
PRKRA,PRKRA
LAP3,LAP3
SHISAL2B,SHISAL2B
SREK1IP1,SREK1IP1
PLAGL1,PLAGL1
ERGIC1,ERGIC1
CCDC24,CCDC24
SCARA5,SCARA5
POLN,POLN
RN7SL716P,Metazoa_SRP
RN7SL376P,Metazoa_SRP
GDPD1,GDPD1
PKM,PKM
NUGGC,NUGGC
SLC6A9,SLC6A9
MED20,MED20
MXD4,MXD4
ELP3,ELP3
C6orf141,C6H6orf141
CWC27,CWC27
PJVK,PJVK
H2BC15,H2BC15
H2BC9,H2BC9
TAAR5,TAAR5
H2BC5,H2BC5
MIR4800,MIR4800
ZFYVE28,ZFYVE28
MYCT1,MYCT1
ZNF165,ZNF165
MIR4729,MIR4729
ZSCAN5A,ZSCAN5A
TNFSF13,TNFSF13
NUDT8,NUDT8
MME,MME
CUL7,CUL7
ACY3,ACY3
CDHR2,CDHR2
PLEKHA3,PLEKHA3
SNRPG,SNRPG
SLC22A6,SLC22A6
ADGRF4,ADGRF4
PSMD1,PSMD1
RN7SL589P,Metazoa_SRP
ZSCAN16,ZSCAN16
GRID2,GRID2
ZNF267,ZNF267
ZSCAN9,ZSCAN9
GPRC5C,GPRC5C
RN7SL479P,Metazoa_SRP
ZNF439,ZNF439
LCE3B,LCE3B
LCE3A,LCE3A
TNPO2,TNPO2
ADAMTS6,ADAMTS6
ZKSCAN4,ZKSCAN4
ATOH1,ATOH1
SLC22A8,SLC22A8
NKAPL,NKAPL
RNU2-62P,U2
H2AC12,H2AC12
SMARCAD1,SMARCAD1
PRSS16,PRSS16
CD300LD,CD300LD
PRAMEF17,PRAMEF17
FASN,FASN
EPHX4,EPHX4
PNOC,PNOC
CHD9,CHD9
FNDC10,FNDC10
MMP23B,MMP23
ZNF395,ZNF395
SLC22A9,SLC22A9
CIMAP1C,CIMAP1C
MIR4313,MIR4313
RN7SL319P,Metazoa_SRP
SLC35E2B,SLC35E2
ASB15,ASB15
UBE2Q2,UBE2Q2
TRIM5,TRIM5
FBXO16,FBXO16
OR4K17,OR4K17
MIA2,MIA2
HTD2,HTD2
RAB14,RAB14
SP8,SP8
GAPT,GAPT
ZNF800,ZNF800
RNU6-1148P,U6
WNT8A,WNT8A
POM121L2,POM121L2
CRYGS,CRYGS
ZNF391,ZNF391
CD27,CD27
TBCCD1,TBCCD1
ZNF184,ZNF184
RNU6-471P,U6
TAF8,TAF8
RNU6-178P,U6
PIANP,PIANP
TRAPPC9,TRAPPC9
NME5,NME5
HPGDS,HPGDS
SPTAN1,SPTAN1
RNU6-460P,U6
RNU6-888P,U6
FAM13B,FAM13B
PHOX2B,PHOX2B
DOCK4,DOCK4
FBXO22,FBXO22
RNU1-49P,U1
AHSG,AHSG
SLC30A9,SLC30A9
FRS2,FRS2
Metazoa_SRP,Metazoa_SRP
FETUB,FETUB
ARFIP2,ARFIP2
RNU1-148P,U1
ADAM28,ADAM28
NRG4,NRG4
KRT39,KRT39
BEND4,BEND4
KRTAP3-1,KRTAP3-1
KRTAP1-5,KRTAP1-5
KRTAP1-3,KRTAP1-3
KRTAP1-1,KRTAP1-1
SHISA3,SHISA3
HRG,HRG
KRTAP4-11,KRTAP4-11
RNY3P15,Y_RNA
TAF11,TAF11
KRTAP4-12,KRTAP4-12
GATAD2A,GATAD2A
GRXCR1,GRXCR1
KRTAP4-5,KRTAP4-5
PIK3R5,PIK3R5
RN7SL691P,Metazoa_SRP
CCSER1,CCSER1
SMIM8,SMIM8
TIMM10B,TIMM10B
IL5RA,IL5RA
CHST5,CHST5
SEZ6L2,SEZ6L2
ZNF761,ZNF761
C6orf163,C6H6orf163
RNU6-658P,U6
ZNF383,ZNF383
CFAP206,CFAP206
TPP1,TPP1
EGF,EGF
RNU6-1330P,U6
FAM169A,FAM169A
ZNF551,ZNF551
ETFA,ETFA
WDR45,WDR45
ZNF154,ZNF154
ADAMDEC1,ADAMDEC1
RERGL,RERGL
ZNF671,ZNF671
NSUN6,NSUN6
SLC35A1,SLC35A1
NADK,NADK
ZNF776,ZNF776
OR1A1,OR1A1
CORO6,CORO6
SLC2A14,SLC2A14
ZNF780A,ZNF780A
ARL5B,ARL5B
ARL14EPL,ARL14EPL
CD74,CD74
PCDH15,PCDH15
RNU6-444P,U6
RARS2,RARS2
ADAM7,ADAM7
CTXN3,CTXN3
TMEM52,TMEM52
MXD3,MXD3
CD1A,CD1A
ENPEP,ENPEP
ZNF816,ZNF816
CD1C,CD1C
ST18,ST18
CD1B,CD1B
ZNF347,ZNF347
LARP1,LARP1
KRT40,KRT40
SHPRH,SHPRH
CD1E,CD1E
ZNF665,ZNF665
ZNF677,ZNF677
OR4D1,OR4D1
ZNF160,ZNF160
MYL11,MYL11
RHOA,RHOA
CIDEB,CIDEB
ZNF223,ZNF223
ACAD9,ACAD9
ZNF23,ZNF23
ABHD4,ABHD4
ZNF284,ZNF284
TRIM75,TRIM75
GAK,GAK
RNU6-902P,U6
ZNF224,ZNF224
GPR135,GPR135
GNG2,GNG2
C16orf54,C16H16orf54
BBS5,BBS5
SPINK6,SPINK6
ZNF234,ZNF234
OR10T2,OR10T2
MARCOL,MARCOL
PRRT2,PRRT2
SPINK13,SPINK13
DR1,DR1
ZNF226,ZNF226
ZNF286A,ZNF286A
EML5,EML5
RAET1E,RAET1E
SPINK14,SPINK14
MIR5194,MIR5194
RNU6-1255P,U6
RRS1,RRS1
TSLP,TSLP
BAZ2A,BAZ2A
Y_RNA,Y_RNA
MAPKAPK2,MAPKAPK2
CAP2,CAP2
WDR36,WDR36
KLHL41,KLHL41
ADHFE1,ADHFE1
PAGR1,PAGR1
FASTKD1,FASTKD1
FADS2,FADS2
MVP,MVP
ZSCAN21,ZSCAN21
Y_RNA,Y_RNA
IL24,IL24
LMAN2,LMAN2
FASTK,FASTK
HMMR,HMMR
KIF22,KIF22
PPIG,PPIG
TMEM175,TMEM175
FCMR,FCMR
FAM161B,FAM161B
ZNF227,ZNF227
PPFIA2,PPFIA2
OR9G1,OR9G1
COQ6,COQ6
OR4D10,OR4D10
NCR3LG1,NCR3LG1
PIGR,PIGR
ZBTB16,ZBTB16
ZNF233,ZNF233
FAM8A1,FAM8A1
USH1C,USH1C
RNU6-190P,U6
FCAMR,FCAMR
PHACTR1,PHACTR1
GP9,GP9
KLK9,KLK9
VXN,VXN
RAB43,RAB43
KLK10,KLK10
SLFN14,SLFN14
C1orf116,C1H1orf116
KLK11,KLK11
RN7SL138P,Metazoa_SRP
PRMT6,PRMT6
RNF135,RNF135
RN7SL153P,Metazoa_SRP
SH3BGRL3,SH3BGRL3
SCAMP1,SCAMP1
RNU6-1324P,U6
RNU2-71P,U2
RN7SL107P,Metazoa_SRP
ZNF704,ZNF704
MAPK8IP3,MAPK8IP3
CD52,CD52
ISY1,ISY1
RN7SL308P,Metazoa_SRP
COL11A2,COL11A2
ZNF683,ZNF683
AZIN1,AZIN1
Y_RNA,Y_RNA
NOP10,NOP10
DAPK2,DAPK2
DGKQ,DGKQ
MIR4733,MIR4733
ABCA9,ABCA9
TINAGL1,TINAGL1
FAM170A,FAM170A
KLK12,KLK12
CD14,CD14
PAK6,PAK6
MAT2B,MAT2B
CXCR6,CXCR6
TAF1B,TAF1B
ENTPD5,ENTPD5
RNU6-488P,U6
PROS1,PROS1
PEF1,PEF1
RN7SL788P,Metazoa_SRP
ORC1,ORC1
KLK13,KLK13
SLC26A1,SLC26A1
ABCA6,ABCA6
OTOG,OTOG
GRHL1,GRHL1
IDUA,IDUA
ABCA10,ABCA10
BBOF1,BBOF1
MROH2B,MROH2B
SDE2,SDE2
CRISPLD2,CRISPLD2
OLFML1,OLFML1
ALDH6A1,ALDH6A1
CTU1,CTU1
FGFRL1,FGFRL1
SIGLEC7,SIGLEC7
CYP3A43,CYP3A43
PPFIBP2,PPFIBP2
C2CD4A,C2CD4A
C2CD4B,C2CD4B
KLF11,KLF11
Metazoa_SRP,Metazoa_SRP
MIR8067,MIR8067
PIF1,PIF1
BTNL2,BTNL2
RIPPLY2,RIPPLY2
ZDHHC7,ZDHHC7
THEMIS,THEMIS
ACBD3,ACBD3
RRM2,RRM2
FAM193A,FAM193A
MCUR1,MCUR1
IGLON5,IGLON5
Y_RNA,Y_RNA
MIXL1,MIXL1
RNU6-511P,U6
VSIG10L,VSIG10L
STX19,STX19
DHFR2,DHFR2
SNORA72,SNORA72
PHACTR2,PHACTR2
NVL,NVL
RN7SL530P,Metazoa_SRP
ETFB,ETFB
VSX2,VSX2
NSUN3,NSUN3
KIAA0513,KIAA0513
ABCD4,ABCD4
DAB2,DAB2
CLDND2,CLDND2
ARL13B,ARL13B
NKG7,NKG7
TNK1,TNK1
LIM2,LIM2
CDR2,CDR2
PLEKHO2,PLEKHO2
C19orf84,C19H19orf84
ERI2,ERI2
ANKDD1A,ANKDD1A
SIGLEC10,SIGLEC10
RN7SL66P,Metazoa_SRP
HPCAL1,HPCAL1
SLFN13,SLFN13
CCHCR1,CCHCR1
DCUN1D3,DCUN1D3
LYRM1,LYRM1
SNORA80B,SNORA80B
SPEG,SPEG
TPK1,TPK1
KRT38,KRT38
PRMT7,PRMT7
RGMA,RGMA
KRT32,KRT32
EBAG9,EBAG9
RNU2-32P,U2
KRT36,KRT36
KRT13,KRT13
VRTN,VRTN
TENM2,TENM2
LIN52,LIN52
KLHDC1,KLHDC1
BNIP2,BNIP2
VIPR1,VIPR1
KRT15,KRT15
SDK1,SDK1
C9,C9
MIR6510,MIR6510
KRT19,KRT19
ABCC11,ABCC11
CYB5R2,CYB5R2
NEMF,NEMF
HDDC3,HDDC3
MIR320B2,ptr-mir-320b-2
SYBU,SYBU
RNU6-1008P,U6
OBSL1,OBSL1
CNIH4,CNIH4
KRT9,KRT9
KRT14,KRT14
UNC45A,UNC45A
KRT16,KRT16
ATP2B3,ATP2B3
TARM1,TARM1
EIF1,EIF1
SNORA55,SNORA55
HEYL,HEYL
F12,F12
BZW2,BZW2
RNU6-477P,U6
HPCAL4,HPCAL4
SPDL1,SPDL1
Y_RNA,Y_RNA
TNIP2,TNIP2
RNU7-121P,U7
PABPC4,PABPC4
KRT35,KRT35
EDN3,EDN3
CCDC92B,CCDC92B
RPL38,RPL38
ADD1,ADD1
Y_RNA,Y_RNA
RN7SL3,Metazoa_SRP
RN7SL2,Metazoa_SRP
RNU6-189P,U6
ARF6,ARF6
CFL2,CFL2
BUD13,BUD13
INHA,INHA
RN7SKP213,7SK
STK11IP,STK11IP
TTYH2,TTYH2
SEC22C,SEC22C
MTSS2,MTSS2
RN7SKP165,7SK
EEF1A2,EEF1A2
ECM1,ECM1
BAZ1A,BAZ1A
INSYN2B,INSYN2B
DOCK2,DOCK2
TBX6,TBX6
NUP42,NUP42
PRC1,PRC1
LILRA5,LILRA5
SNX20,SNX20
MRPL42,MRPL42
LILRA4,LILRA4
DNAI2,DNAI2
RN7SL600P,Metazoa_SRP
SLC4A3,SLC4A3
IPCEF1,IPCEF1
ATP6V0D1,ATP6V0D1
LAIR1,LAIR1
SNORD3E,U3
DLG3,DLG3
SS18L2,SS18L2
KIF19,KIF19
RN7SL567P,Metazoa_SRP
KLHL40,KLHL40
PARPBP,PARPBP
HHATL,HHATL
U4,U4
GOLPH3L,GOLPH3L
Y_RNA,Y_RNA
VPS33B,VPS33B
PPP2R3C,PPP2R3C
HORMAD1,HORMAD1
INPP5F,INPP5F
BTBD17,BTBD17
CFAP263,CFAP263
CDCA3,CDCA3
LGALS3BP,LGALS3BP
U2,U2
SMG1,SMG1
SNORA70B,SNORA70
CYP3A4,CYP3A4
RNU6-1145P,U6
PRKAA1,PRKAA1
SDC1,SDC1
ADRA2C,ADRA2C
SPSB2,SPSB2
ASH2L,ASH2L
CD163,CD163
RHOB,RHOB
Y_RNA,Y_RNA
CCDC13,CCDC13
OLA1,OLA1
RNU6-1042P,U6
SNAP91,SNAP91
RN7SL846P,Metazoa_SRP
SEC23IP,SEC23IP
CSTF2,CSTF2
MCL1,MCL1
NFKB1,NFKB1
PRORP,PRORP
WNT3A,WNT3A
C1orf35,C1H1orf35
CARD6,CARD6
CANT1,CANT1
SV2B,SV2B
MAP3K1,MAP3K1
NOX1,NOX1
ACKR2,ACKR2
TBL2,TBL2
SETD9,SETD9
CYP8B1,CYP8B1
MRPL55,MRPL55
ZBTB47,ZBTB47
VIRMA,VIRMA
C1QTNF1,C1QTNF1
RN7SL65P,Metazoa_SRP
ZSCAN2,ZSCAN2
Y_RNA,Y_RNA
ZNF8,ZNF8
SP9,SP9
CIR1,CIR1
IQCF1,IQCF1
PSMA6,PSMA6
IQCF2,IQCF2
MIR3661,MIR3661
RN7SL504P,Metazoa_SRP
CDKL3,CDKL3
IQCF5,IQCF5
SCRN3,SCRN3
PARP3,PARP3
RNU4-64P,U4
DCK,DCK
XKRX,XKRX
ENGASE,ENGASE
TBK1,TBK1
WDR73,WDR73
BGN,BGN
ANK3,ANK3
MIR885,ptr-mir-885
ZKSCAN7,ZKSCAN7
DLD,DLD
ESRP1,ESRP1
RBFOX3,RBFOX3
KCNC3,KCNC3
UBE2B,UBE2B
NR1H2,NR1H2
GC,GC
GIGYF2,GIGYF2
MIR504,ptr-mir-504
CDKN2AIPNL,CDKN2AIPNL
GLRA2,GLRA2
OR56A3,OR56A3
OR51M1,OR51M1
UBLCP1,UBLCP1
LAMP2,LAMP2
OR51I2,OR51I2
BSCL2,BSCL2
ENPP7,ENPP7
CBX2,CBX2
SYT16,SYT16
RNU4ATAC2P,RNU4ATAC2P
IL12B,IL12B
OR4K15,OR4K15
VIPAS39,VIPAS39
Metazoa_SRP,Metazoa_SRP
NMB,NMB
ZNF197,ZNF197
MYH10,MYH10
NIPA1,NIPA1
CXXC4,CXXC4
U8,U8
SLC30A5,SLC30A5
RTL5,RTL5
ANKRD37,ANKRD37
GPM6B,GPM6B
OR52K2,OR52K2
UFSP2,UFSP2
ZNF35,ZNF35
CCDC87,CCDC87
CCS,CCS
NIPA2,NIPA2
SCN10A,SCN10A
SNORA50D,SNORA50D
CCNB1,CCNB1
Y_RNA,Y_RNA
CFAP96,CFAP96
ZCCHC12,ZCCHC12
RNU4-39P,U4
RBM14,RBM4
SMARCA2,SMARCA2
GJC2,GJC2
IBA57,IBA57
Metazoa_SRP,Metazoa_SRP
Y_RNA,Y_RNA
DPY19L4,DPY19L4
CCDC110,CCDC110
DCX,DCX
TRIM11,TRIM11
TUBGCP5,TUBGCP5
TIMD4,TIMD4
GNS,GNS
TRIM17,TRIM17
CCDC71L,CCDC71L
CAPN7,CAPN7
RBM4B,RBM4B
MED7,MED7
GARIN3,GARIN3
CSNK1G3,CSNK1G3
AHSA1,AHSA1
RN7SL12P,Metazoa_SRP
NDUFAF6,NDUFAF6
MYBPC2,MYBPC2
RNU6-874P,U6
ARHGAP32,ARHGAP32
Y_RNA,Y_RNA
PCDH7,PCDH7
MIR4666A,MIR4666A
TLR3,TLR3
PPIH,PPIH
Y_RNA,Y_RNA
PGM2,PGM2
VWDE,VWDE
ISM2,ISM2
CFAP418,CFAP418
GARIN5A,GARIN5A
CSGALNACT1,CSGALNACT1
SPTLC2,SPTLC2
SH3BP5,SH3BP5
SALL1,SALL1
EMC10,EMC10
RNU6-1044P,U6
CDX4,CDX4
CYFIP1,CYFIP1
SEPTIN1,SEPTIN1
RN7SL587P,Metazoa_SRP
GALNT16,GALNT16
PTTG2,PTTG2
TEC,TEC
TOMM7,TOMM7
WIF1,WIF1
ESYT2,ESYT2
ZSCAN1,ZSCAN1
IL34,IL34
ITK,ITK
ZNF135,ZNF135
NECAB2,NECAB2
STIM2,STIM2
RNU6-166P,U6
LEMD3,LEMD3
TLCD3B,TLCD3B
RNU6-454P,U6
METTL6,METTL6
RN7SL526P,Metazoa_SRP
ZSCAN18,ZSCAN18
TMEM178B,TMEM178B
THOC3,THOC3
PRSS2,PRSS2
MBTPS1,MBTPS1
PDLIM2,PDLIM2
DNAH11,DNAH11
SCARB1,SCARB1
EAF1,EAF1
ANO5,ANO5
ERH,ERH
SLC39A9,SLC39A9
RNU6-1024P,U6
COLQ,COLQ
ZNF329,ZNF329
FAM174B,FAM174B
B3GNT8,B3GNT8
SIMC1,SIMC1
RPL36,RPL36
RN7SKP181,7SK
SPESP1,SPESP1
RN7SL209P,Metazoa_SRP
OR4F6,OR4F6
OR4F15,OR4F15
CLDN19,CLDN19
SNORD13D,SNORD13D
CGNL1,CGNL1
P3H1,P3H1
MICOS13,MICOS13
RNU6-237P,U6
Y_RNA,Y_RNA
ABCC12,ABCC12
HSD11B1L,HSD11B1L
WIPF3,WIPF3
RNU6-844P,U6
KIAA1191,KIAA1191
EXD2,EXD2
C7orf25,C7H7orf25
RUNDC3B,RUNDC3B
MIR4295,MIR4295
VTI1A,VTI1A
MIR421,ptr-mir-421
MIR374B,ptr-mir-374b
RN7SL648P,Metazoa_SRP
MIR374A,ptr-mir-374a
TNFAIP8L3,TNFAIP8L3
H2BW2,H2BW1
IL13RA1,IL13RA1
CYP19A1,CYP19A1
OR52M1,OR52M1
OMG,OMG
OR5M1,OR5M1
RN7SL110P,Metazoa_SRP
BAG6,BAG6
TMEM231,TMEM231
HACL1,HACL1
OR51F2,OR51F2
EVI2B,EVI2B
OR8B3,OR8B3
COL13A1,COL13A1
WDR89,WDR89
OR8B2,OR8B2
TBC1D1,TBC1D1
OR10A2,OR10A2
STPG1,STPG1
TMEM229B,TMEM229B
OR5A1,OR5A1
OR51A7,OR51A7
OR52E4,OR52E4
OR5T1,OR5T1
EVI2A,EVI2A
KCNJ11,KCNJ11
RNF212B,RNF212B
RN7SL79P,Metazoa_SRP
OR6A2,OR6A2
MIR193A,ptr-mir-193a
RNU6-927P,U6
OR51D1,OR51D1
RNU6ATAC7P,RNU6ATAC7P
MIR365B,ptr-mir-365-2
ARL10,ARL10
LETMD1,LETMD1
OR2AG2,OR2AG2
NOP16,NOP16
FABP12,FABP12
AIP,AIP
CHD7,CHD7
NADSYN1,NADSYN1
ELOB,ELOB
SEL1L,SEL1L
MFSD11,MFSD11
ATP11C,ATP11C
RCAN3,RCAN3
HIGD2A,HIGD2A
U7,U7
CLTB,CLTB
RNU6-898P,U6
HAS3,HAS3
PLEKHF2,PLEKHF2
CHTF8,CHTF8
FAF2,FAF2
STON2,STON2
CNBD1,CNBD1
EXOC3L4,EXOC3L4
NCMAP,NCMAP
HEATR5A,HEATR5A
Y_RNA,Y_RNA
Y_RNA,Y_RNA
ASH1L,ASH1L
DERPC,DERPC
UNC5A,UNC5A
CYRIB,CYRIB
RPL3L,RPL3L
PILRB,PILRB
CSRNP2,CSRNP2
NDUFB10,NDUFB10
SNAP23,SNAP23
KRTAP5-9,KRTAP5-9
HK3,HK3
LRRC56,LRRC56
SFSWAP,SFSWAP
RPS2,RPS2
ACOT2,ACOT2
NUP54,NUP54
ACOT4,ACOT4
ACOT6,ACOT6
OR8J3,OR8J3
MGAT5B,MGAT5B
THAP12,THAP12
DNAL1,DNAL1
UIMC1,UIMC1
DCUN1D4,DCUN1D4
Y_RNA,Y_RNA
ELN,ELN
RNU6-899P,U6
RNU6-240P,U6
PNMA1,PNMA1
PTGR2,PTGR2
IQSEC2,IQSEC2
CTNND1,CTNND1
Metazoa_SRP,Metazoa_SRP
RNU6-1264P,U6
LONP1,LONP1
CHCT1,CHCT1
RNU6-1017P,U6
ZNF346,ZNF346
APPBP2,APPBP2
MIR3134,MIR3134
RN7SL4P,Metazoa_SRP
SEMA3B,SEMA3B
Y_RNA,Y_RNA
ZNF410,ZNF410
TXLNA,TXLNA
PUS1,PUS1
RN7SL606P,Metazoa_SRP
Y_RNA,Y_RNA
TMED9,TMED9
RN7SL448P,Metazoa_SRP
RNU6-862P,U6
RN7SL442P,Metazoa_SRP
SNORA10,SNORA10
PIGL,PIGL
SNORA64,SNORA64
SNORA78,SNORA78
RNF151,RNF151
KCNJ13,KCNJ13
TBL3,TBL3
B4GALT7,B4GALT7
NGEF,NGEF
IQCC,IQCC
PAK3,PAK3
FAM167B,FAM167B
MARCKSL1,MARCKSL1
LRRC57,LRRC57
TSSK3,TSSK3
MMP17,MMP17
PROP1,PROP1
CENPV,CENPV
SLC16A4,SLC16A4
RMND5B,RMND5B
HAUS2,HAUS2
LRCOL1,LRCOL1
P2RX2,P2RX2
NEU2,NEU2
CHRNA1,CHRNA1
CATSPERD,CATSPERD
TRPV2,TRPV2
LRRC66,LRRC66
SGCB,SGCB
LSMEM2,LSMEM2
STARD9,STARD9
HYAL3,HYAL3
PRR22,PRR22
SPATA18,SPATA18
NOXO1,NOXO1
DUS3L,DUS3L
HNRNPAB,HNRNPAB
SNORD49B,SNORD49B
SNORD49A,SNORD49A
KRTAP2-1,KRTAP2-1
FGFR1,FGFR1
CDAN1,CDAN1
NAA80,NAA80
KRTAP1-4,KRTAP1-4
KLHL10,KLHL10
NSUN7,NSUN7
Y_RNA,Y_RNA
LAMTOR5,LAMTOR5
RN7SKP222,7SK
ZNF185,ZNF185
ARL5A,ARL5A
KLHL11,KLHL11
RNU1-20P,U1
DNAJB11,DNAJB11
ACLY,ACLY
Y_RNA,Y_RNA
SAMD15,SAMD15
NOXRED1,NOXRED1
NRTN,NRTN
TSEN2,TSEN2
STXBP6,STXBP6
YTHDF2,YTHDF2
VMAC,VMAC
Y_RNA,Y_RNA
RNU6-836P,U6
ATCAY,ATCAY
RNU6-1195P,U6
UCHL1,UCHL1
DHX57,DHX57
RNU6-1232P,U6
NHP2,NHP2
Y_RNA,Y_RNA
Metazoa_SRP,Metazoa_SRP
TMEM200B,TMEM200B
FBXO33,FBXO33
MECR,MECR
TTBK2,TTBK2
RN7SL219P,Metazoa_SRP
NHERF2,NHERF2
HAVCR2,HAVCR2
PLXNB1,PLXNB1
HECTD1,HECTD1
DAPK3,DAPK3
PIK3R1,PIK3R1
OR11A1,OR11A1
RNU7-79P,U7
RNU6-851P,U6
FRMD1,FRMD1
MGA,MGA
RNU6-198P,U6
Y_RNA,Y_RNA
BOLA3,BOLA3
EEF2,EEF2
MOB1A,MOB1A
HLX,HLX
MTHFD2,MTHFD2
C15orf39,C15H15orf39
MARK1,MARK1
MIR1225,ptr-mir-1225
UQCC4,UQCC4
PERCC1,PERCC1
CCDC154,CCDC154
COMMD4,COMMD4
SNORD37,SNORD37
PIAS4,PIAS4
ARHGAP17,ARHGAP17
TAFAZZIN,TAFAZZIN
ZBTB7A,ZBTB7A
Y_RNA,Y_RNA
MIR3138,MIR3138
MAP2K2,MAP2K2
RAB44,RAB44
WDR1,WDR1
PPIL1,PPIL1
ODAD4,ODAD4
C6orf89,C6H6orf89
Metazoa_SRP,Metazoa_SRP
CREB3L3,CREB3L3
PXMP2,PXMP2
CNP,CNP
USP37,USP37
DNAJC7,DNAJC7
FBRSL1,FBRSL1
RN7SL464P,Metazoa_SRP
C1orf115,C1H1orf115
DARS2,DARS2
PI16,PI16
MTCH1,MTCH1
CCDC51,CCDC51
CYB5B,CYB5B
NEIL1,NEIL1
SIRT6,SIRT6
TSPAN19,TSPAN19
TMA7,TMA7
MRFAP1L2,MRFAP1L2
TREX1,TREX1
PCGF3,PCGF3
SLC5A11,SLC5A11
HSP90B1,HSP90B1
PFKFB4,PFKFB4
BAG5,BAG5
KLC1,KLC1
RNU6-151P,U6
INKA2,INKA2
PIM1,PIM1
MAN2C1,MAN2C1
RAB7B,RAB7B
TMEM217,TMEM217
BACH2,BACH2
TSTD1,TSTD1
ZRANB1,ZRANB1
CSN3,CSN3
NEUROG3,NEUROG3
WAC,WAC
USF1,USF1
FAM78A,FAM78A
FAM90A26,FAM90A26
RHOH,RHOH
TRERF1,TRERF1
CPLX2,CPLX2
ZNF747,ZNF747
MIDN,MIDN
POLR3K,POLR3K
RN7SKP38,7SK
PLCD4,PLCD4
MPG,MPG
KLF1,KLF1
RN7SL328P,Metazoa_SRP
TNFSF8,TNFSF8
NFIX,NFIX
MID1,MID1
TNC,TNC
TMEM219,TMEM219
VNN1,VNN1
VNN2,VNN2
PWWP2A,PWWP2A
CASP3,CASP3
PTCD2,PTCD2
ARHGAP30,ARHGAP30
DPEP1,DPEP1
TDG,TDG
BCS1L,BCS1L
NECTIN4,NECTIN4
ATF7IP2,ATF7IP2
KLHDC9,KLHDC9
FREM3,FREM3
PFDN2,PFDN2
LRRK2,LRRK2
MIR711,ptr-mir-711
TMEM89,TMEM89
NIT1,NIT1
SLC26A6,SLC26A6
C6orf132,C6H6orf132
GYPA,GYPA
RNU6-302P,U6
CLIC1,CLIC1
ZNF681,ZNF681
DEDD,DEDD
NLRC5,NLRC5
ZBTB32,ZBTB32
ZNF366,ZNF366
MIR631,ptr-mir-631
NKIRAS2,NKIRAS2
PTPN9,PTPN9
SLC6A15,SLC6A15
PEG3,PEG3
GPX3,GPX3
RNF25,RNF25
PLEKHG1,PLEKHG1
CTSE,CTSE
SIN3A,SIN3A
GM2A,GM2A
TCEANC,TCEANC
SLC36A3,SLC36A3
PLAC9,PLAC9
DHX58,DHX58
STK36,STK36
PPP1R3C,PPP1R3C
DCLRE1C,DCLRE1C
COQ8A,COQ8A
SLC36A2,SLC36A2
KAT2A,KAT2A
PDLIM7,PDLIM7
AKIRIN1,AKIRIN1
CYSRT1,CYSRT1
NDUFS5,NDUFS5
HSPB9,HSPB9
PPM1D,PPM1D
RNU6-608P,U6
LRIF1,LRIF1
MIR6824,MIR6824
CELSR3,CELSR3
HHIP,HHIP
DENND2D,DENND2D
TTLL4,TTLL4
TEX2,TEX2
RN7SKP261,7SK
PTPRQ,PTPRQ
ANAPC10,ANAPC10
PLA2G4F,PLA2G4F
MIR4793,MIR4793
NCKIPSD,NCKIPSD
CHI3L2,CHI3L2
RN7SL472P,Metazoa_SRP
ZNF567,ZNF567
OTOGL,OTOGL
RAD1,RAD1
KMT2B,KMT2B
CYP27A1,CYP27A1
HEATR3,HEATR3
BRIX1,BRIX1
VPS39,VPS39
OAS1,OAS1
KRT17,KRT17
