Gene name,Gorilla gene name
LGR6,LGR6
MAP3K3,MAP3K3
AHCYL1,AHCYL1
DEFB126,DEFB126
TREML1,TREML1
NEIL2,NEIL2
C1QB,C1QB
EXD2,EXD2
NDOR1,NDOR1
SPEF1,SPEF1
KRT71,KRT71
CFAP43,CFAP43
TMEM178A,TMEM178A
DISP1,DISP1
C14orf28,C14orf28
OTUD6B,OTUD6B
PUS3,PUS3
PSMB9,PSMB9
RABGEF1,RABGEF1
PODN,PODN
CDH20,CDH20
DOCK11,DOCK11
RHOT2,RHOT2
KISS1,KISS1
ANO1,ANO1
HTRA1,HTRA1
DDX5,DDX5
FCRL2,FCRL2
TMCC2,TMCC2
ADCY3,ADCY3
C10orf67,C10orf67
VIM,VIM
NAGS,NAGS
KIAA1586,KIAA1586
SPECC1L,SPECC1L
CAPSL,CAPSL
PACSIN1,PACSIN1
RPP14,RPP14
MAPK4,MAPK4
HMG20A,HMG20A
PERP,PERP
CYFIP1,CYFIP1
PITPNM3,PITPNM3
SLURP1,SLURP1
FLACC1,FLACC1
NUAK1,NUAK1
RAMP2,RAMP2
DLEU7,DLEU7
RHOJ,RHOJ
CCL8,CCL8
UBAC2,UBAC2
HAPSTR1,HAPSTR1
PTPRG,PTPRG
KMT5C,KMT5C
ZNF175,ZNF175
DNAI7,DNAI7
MOB3A,MOB3A
MAP3K1,MAP3K1
PCTP,PCTP
DLAT,DLAT
TNFSF15,TNFSF15
EFNB2,EFNB2
STAU2,STAU2
PEX10,PEX10
MICU2,MICU2
CD320,CD320
LSM6,LSM6
FOXA3,FOXA3
PMEPA1,PMEPA1
CCT4,CCT4
CLU,CLU
TADA1,TADA1
MEAF6,MEAF6
MOXD1,MOXD1
LTBR,LTBR
GDF6,GDF6
FNBP1,FNBP1
KCNMB4,KCNMB4
CD180,CD180
LGALS9,LGALS9
ZFYVE26,ZFYVE26
ARHGEF3,ARHGEF3
MMADHC,MMADHC
DEFB129,DEFB129
SLC19A2,SLC19A2
ABHD6,ABHD6
TOMM70,TOMM70
CPD,CPD
MARCHF10,MARCHF10
KCNF1,KCNF1
OTOP2,OTOP2
CA7,CA7
DEFB119,DEFB119
EDEM1,EDEM1
ACBD6,ACBD6
IQSEC3,IQSEC3
PIGP,PIGP
KLK6,KLK6
NLGN1,NLGN1
USP38,USP38
VASH2,VASH2
PDGFD,PDGFD
KCP,KCP
MIF4GD,MIF4GD
MMP16,MMP16
CFAP45,CFAP45
BRWD3,BRWD3
IRF2,IRF2
SCPEP1,SCPEP1
ADGRA2,ADGRA2
DPH6,DPH6
ARPC5,ARPC5
PASK,PASK
EGFR,EGFR
TYRO3,TYRO3
LRRIQ1,LRRIQ1
ARHGEF25,ARHGEF25
PSMD1,PSMD1
PPIF,PPIF
BMP6,BMP6
DISC1,DISC1
GPRC5B,GPRC5B
DEDD2,DEDD2
ZNF740,ZNF740
ADAD1,ADAD1
AGBL4,AGBL4
CYP2B6,CYP2B6
TTC29,TTC29
NR3C1,NR3C1
L1TD1,L1TD1
ANKHD1,ANKHD1
R3HCC1,R3HCC1
CILP,CILP
MLXIP,MLXIP
MAIP1,MAIP1
MIF,MIF
ZFYVE19,ZFYVE19
SYCP1,SYCP1
NAXE,APOA1BP
OASL,OASL
SPTBN2,SPTBN2
LIMK2,LIMK2
PIK3R6,PIK3R6
ITGA8,ITGA8
FBXO32,FBXO32
HOXC13,HOXC13
SLC9C1,SLC9C1
SAR1A,SAR1A
SLC12A9,SLC12A9
GNA11,GNA11
PDE3B,PDE3B
ADAM17,ADAM17
SEPTIN12,SEPTIN12
NUP210L,NUP210L
IQSEC1,IQSEC1
MRPL47,MRPL47
EML5,EML5
TXNDC5,TXNDC5
TP53TG5,TP53TG5
STPG2,STPG2
DHCR7,DHCR7
GNPNAT1,GNPNAT1
HOMEZ,HOMEZ
GMNC,GMNC
ZNF569,ZNF569
ITGB1BP1,ITGB1BP1
RABGGTB,RABGGTB
GCDH,GCDH
DCP1B,DCP1B
SLC44A3,SLC44A3
CPB2,CPB2
SEMA5B,SEMA5B
GYS1,GYS1
RALGPS2,RALGPS2
CEP85,CEP85
SPATA6,SPATA6
SUSD4,SUSD4
HMBOX1,HMBOX1
CST8,CST8
TCIRG1,TCIRG1
SNX10,SNX10
RNF114,RNF114
HAT1,HAT1
SPINT2,SPINT2
SHQ1,SHQ1
PTF1A,PTF1A
WDR37,WDR37
HOXB2,HOXB2
CNTNAP2,CNTNAP2
SUV39H2,SUV39H2
MNAT1,MNAT1
CASKIN2,CASKIN2
AVPR1B,AVPR1B
F2RL1,F2RL1
MFAP2,MFAP2
CUTA,CUTA
CDX4,CDX4
RNF170,RNF170
WDR64,WDR64
NINJ1,NINJ1
ATP8B2,ATP8B2
UGT1A3,UGT1A5
CNPY3,CNPY3
POLN,POLN
AKAP8,AKAP8
TSC22D1,TSC22D1
SNX7,SNX7
MICALL1,MICALL1
RAN,RAN
IFI27,IFI27
MAP4K4,MAP4K4
FHAD1,FHAD1
FRMPD2,FRMPD2
CHL1,CHL1
PIH1D2,PIH1D2
ARHGAP6,ARHGAP6
TRAT1,TRAT1
ZNRF3,ZNRF3
CDCA2,CDCA2
SHC1,SHC1
EP400,EP400
CFAP276,CFAP276
GLB1,GLB1
BACE2,BACE2
WWC1,WWC1
DEFB121,DEFB121
SHMT2,SHMT2
DBH,DBH
CA14,CA14
UBR7,UBR7
TPPP2,TPPP2
MRPS12,MRPS12
LNX1,LNX1
RAB11FIP2,RAB11FIP2
PLLP,PLLP
NMUR1,NMUR1
BABAM1,BABAM1
C1QBP,C1QBP
NEK7,NEK7
GAREM2,GAREM2
HDAC8,HDAC8
KLHL29,KLHL29
ACOT12,ACOT12
C6orf132,C6orf132
HPSE2,HPSE2
PDXK,PDXK
LY75,LY75
PGRMC2,PGRMC2
RETREG3,RETREG3
PTPRH,PTPRH
IGLON5,IGLON5
ATP11B,ATP11B
TCTN2,TCTN2
HMSD,HMSD
EIF1,EIF1
CD164,CD164
SESN2,SESN2
PRXL2A,PRXL2A
CIMIP1,CIMIP1
FBLN7,FBLN7
SRSF12,SRSF12
NUPR1,NUPR1
ANGPTL5,ANGPTL5
HDX,HDX
CDK6,CDK6
HAPLN1,HAPLN1
FAU,FAU
NPS,NPS
TWSG1,TWSG1
GATM,GATM
MOGS,MOGS
POP1,POP1
EYA2,EYA2
CPA4,CPA4
KLK13,KLK13
FSTL5,FSTL5
NEURL1,NEURL1
DGKK,DGKK
PEX11B,PEX11B
ZNF718,ZNF718
DZANK1,DZANK1
ZYG11B,ZYG11B
DNAAF2,DNAAF2
PLSCR1,PLSCR1
OLFM4,OLFM4
TAF1B,TAF1B
COL1A1,COL1A1
BNIPL,BNIPL
GBP3,GBP3
CLK4,CLK4
MTSS2,MTSS2
NVL,NVL
RGS11,RGS11
CFAP46,CFAP46
BUD13,BUD13
OMD,OMD
CORO2A,CORO2A
SETDB1,SETDB1
HEG1,HEG1
HNRNPUL1,HNRNPUL1
COL20A1,COL20A1
DUSP29,DUSP29
EGF,EGF
NDUFA2,NDUFA2
MVK,MVK
SELENOK,SELENOK
LMO7,LMO7
ARIH2,ARIH2
AKAP17A,AKAP17A
F13A1,F13A1
IRX6,IRX6
ENGASE,ENGASE
SMARCD1,SMARCD1
CCRL2,CCRL2
COLEC10,COLEC10
KLF12,KLF12
ROBO2,ROBO2
MAG,MAG
SLC16A2,SLC16A2
ZNF14,ZNF14
PRIMA1,PRIMA1
THEM4,THEM4
USH1G,USH1G
PKIG,PKIG
UTP23,UTP23
SGCA,SGCA
SGCD,SGCD
HSPD1,HSPD1
CTRL,CTRL
AAAS,AAAS
TCP11L1,TCP11L1
VWA2,VWA2
MASP1,MASP1
GABRD,GABRD
TADA2B,TADA2B
TMCO5A,TMCO5A
FIP1L1,FIP1L1
PREX1,PREX1
C15orf61,C15orf61
ARGLU1,ARGLU1
MEI1,MEI1
TATDN3,TATDN3
APEX2,APEX2
TNFRSF17,TNFRSF17
RNF139,RNF139
CDK18,CDK18
ZBTB10,ZBTB10
BLOC1S6,BLOC1S6
TRAPPC6A,TRAPPC6A
PCED1A,PCED1A
ERO1B,ERO1B
VAV3,VAV3
AK1,AK1
ABHD10,ABHD10
RABGAP1,RABGAP1
DRC3,DRC3
ENTPD2,ENTPD2
AP1B1,AP1B1
TSPAN7,TSPAN7
OTUD7A,OTUD7A
SDR39U1,SDR39U1
MAPK8IP1,MAPK8IP1
SEC16B,SEC16B
NUP35,NUP35
KCNK2,KCNK2
SLC38A9,SLC38A9
ADAMTS16,ADAMTS16
ITGB1,ITGB1
NDUFA4,NDUFA4
STOX2,STOX2
MED31,MED31
ULK4,ULK4
TMF1,TMF1
PLET1,PLET1
NCF2,NCF2
ARRDC3,ARRDC3
NOL4L,NOL4L
STING1,STING1
PPP2R2B,PPP2R2B
FUNDC2,FUNDC2
ZC3H12C,ZC3H12C
ANKRD60,ANKRD60
EIF5A2,EIF5A2
STX4,STX4
SLC7A1,SLC7A1
CARD6,CARD6
PLCG1,PLCG1
TAGAP,TAGAP
TCF20,TCF20
C2orf76,C2orf76
MYO5B,MYO5B
DLG1,DLG1
C22orf31,C22orf31
PIGG,PIGG
CADM1,CADM1
RFX1,RFX1
MIA3,MIA3
TSPAN5,TSPAN5
GUF1,GUF1
PON1,PON1
TMEM135,TMEM135
QPCT,QPCT
ECD,ECD
SLC35B3,SLC35B3
PDE12,PDE12
ZNF445,ZNF445
CYP46A1,CYP46A1
KLC2,KLC2
LIN7A,LIN7A
TBR1,TBR1
PLCZ1,PLCZ1
SAMD10,SAMD10
SNTN,SNTN
LIN28A,LIN28A
SSRP1,SSRP1
NCAPH,NCAPH
SLC30A10,SLC30A10
FCN2,FCN2
ZC3H6,ZC3H6
ENPP3,ENPP3
ZBTB2,ZBTB2
RAPGEFL1,RAPGEFL1
SUN2,SUN2
CCDC154,CCDC154
NUDT6,NUDT6
SETD5,SETD5
DEFB110,DEFB110
ITGA4,ITGA4
NGFR,NGFR
SGCE,SGCE
PPP1R12B,PPP1R12B
CLEC4C,CLEC4C
RAC3,RAC3
MYOM1,MYOM1
PTPN3,PTPN3
GCKR,GCKR
NDUFA4L2,NDUFA4L2
SLC35E1,SLC35E1
MANEA,MANEA
VCP,VCP
HDHD5,HDHD5
LECT2,LECT2
EIF4A2,EIF4A2
AIFM2,AIFM2
LTV1,LTV1
CYB5R1,CYB5R1
C14orf93,C14orf93
PNMA8A,PNMA8A
ZNF696,ZNF696
ZNF77,ZNF77
CYP4B1,CYP4B1
DENND1A,DENND1A
TXNDC17,TXNDC17
SPMIP4,SPMIP4
PGAP2,PGAP2
GSG1L2,GSG1L2
CDH22,CDH22
ZFYVE16,ZFYVE16
ASIC3,ASIC3
CD52,CD52
SH3GL3,SH3GL3
GPR6,GPR6
SIX6,SIX6
PCF11,PCF11
BANK1,BANK1
PPP2R5C,PPP2R5C
ZKSCAN5,ZKSCAN5
LEP,LEP
SLC44A5,SLC44A5
FH,FH
SIDT2,SIDT2
SLC35F5,SLC35F5
EMILIN3,EMILIN3
CDC25B,CDC25B
NUDT19,NUDT19
PRDM10,PRDM10
TSLP,TSLP
SLC13A2,SLC13A2
GNL1,GNL1
MOB1A,MOB1A
RELL1,RELL1
SEC22C,SEC22C
AMD1,AMD1
KLC3,KLC3
CLCN5,CLCN5
TMOD2,TMOD2
TENT5B,TENT5B
ATG3,ATG3
GPR78,GPR78
ERGIC2,ERGIC2
RALGAPA1,RALGAPA1
PCMTD1,PCMTD1
SLBP,SLBP
ZNF292,ZNF292
RAB24,RAB24
GCHFR,GCHFR
TMEM150C,TMEM150C
SLC8A2,SLC8A2
PSMA1,PSMA1
EMC7,EMC7
HAUS5,HAUS5
AP3D1,AP3D1
CALCR,CALCR
UBE2QL1,UBE2QL1
POU2AF2,POU2AF2
AP4E1,AP4E1
CCNL1,CCNL1
ZNF143,ZNF143
KCNN4,KCNN4
ZBTB16,ZBTB16
CDKN3,CDKN3
DUOX1,DUOX1
CDK8,CDK8
GRIP2,GRIP2
WAC,WAC
ADAM23,ADAM23
RNF150,RNF150
ARHGEF15,ARHGEF15
REEP6,REEP6
PCSK2,PCSK2
OR5K2,OR5K2
CLMP,CLMP
RBFOX2,RBFOX2
PRR13,PRR13
PRKX,PRKX
LHX3,LHX3
FOXP3,FOXP3
SREBF1,SREBF1
TFPI2,TFPI2
MBOAT4,MBOAT4
NFKBIE,NFKBIE
PHYKPL,PHYKPL
TRPM7,TRPM7
ACSL5,ACSL5
NDRG2,NDRG2
SORCS3,SORCS3
ADAMTS17,ADAMTS17
PTP4A1,PTP4A1
CELA3A,CELA3A
NIPSNAP1,NIPSNAP1
SAMD3,SAMD3
EEF1AKMT1,EEF1AKMT1
LRFN3,LRFN3
MRE11,MRE11
TNS4,TNS4
NFASC,NFASC
SLC22A8,SLC22A8
CEACAM8,CEACAM8
DMTN,DMTN
TCF23,TCF23
MRPL37,MRPL37
SLC12A6,SLC12A6
FAM24A,FAM24A
CCDC170,CCDC170
ZC3H14,ZC3H14
POU2F3,POU2F3
KIAA1549,KIAA1549
CDH23,CDH23
DDX6,DDX6
C20orf96,C20orf96
ST3GAL5,ST3GAL5
GPR137C,GPR137C
PKN2,PKN2
SSBP3,SSBP3
ZMYM5,ZMYM5
LMF1,LMF1
SNRPC,SNRPC
CFAP58,CFAP58
CHD3,CHD3
TGFA,TGFA
POLR3A,POLR3A
DCLK2,DCLK2
SNW1,SNW1
ORM2,ORM2
FDFT1,FDFT1
ZNF135,ZNF135
ALG9,ALG9
WARS2,WARS2
C10orf88,C10orf88
MOB3B,MOB3B
ISCA2,ISCA2
ITK,ITK
CXCL6,CXCL6
RETREG1,RETREG1
PLAAT1,PLAAT1
MAPK8,MAPK8
NPFF,NPFF
STIP1,STIP1
ATG10,ATG10
RABEP1,RABEP1
RAB5IF,RAB5IF
LTBP1,LTBP1
GCLM,GCLM
IL31,IL31
SURF6,SURF6
GALP,GALP
ZMYM4,ZMYM4
CORO1C,CORO1C
NDUFS2,NDUFS2
ZNF804B,ZNF804B
GOLM2,GOLM2
PIPOX,PIPOX
DTWD2,DTWD2
MTRF1L,MTRF1L
TRRAP,TRRAP
SLC39A10,SLC39A10
PAPSS1,PAPSS1
TOX4,TOX4
NRSN1,NRSN1
CHRNB1,CHRNB1
BPNT2,BPNT2
GRM2,GRM2
NRIP2,NRIP2
TSKS,TSKS
FRMPD3,FRMPD3
SRD5A3,SRD5A3
OR13J1,OR13J1
BCL2L1,BCL2L1
NAA40,NAA40
FUBP3,FUBP3
DBT,DBT
GNA14,GNA14
SCUBE2,SCUBE2
NUDC,NUDC
TRNAU1AP,TRNAU1AP
PRKN,PRKN
MET,MET
TP73,TP73
ASB8,ASB8
GRIA3,GRIA3
COX7C,COX7C
NSD3,NSD3
AHCY,AHCY
FFAR4,FFAR4
GNB4,GNB4
AICDA,AICDA
SLC38A1,SLC38A1
SLC22A18,SLC22A18
PLEKHG4,PLEKHG4
BCAR1,BCAR1
SIRPB2,SIRPB2
NEDD8,NEDD8
PIK3CA,PIK3CA
ERICH3,ERICH3
FAM83E,FAM83E
PTPN23,PTPN23
MMP12,MMP12
TOM1L1,TOM1L1
S100Z,S100Z
RTCB,RTCB
TMEM132A,TMEM132A
HAND1,HAND1
ZNF628,ZNF628
SMAGP,SMAGP
OLFML2B,OLFML2B
AZGP1,AZGP1
ZFAND2A,ZFAND2A
ILDR1,ILDR1
TSPAN16,TSPAN16
TMEM256,TMEM256
ALG8,ALG8
HBE1,HBE1
TMOD4,TMOD4
KPTN,KPTN
CCDC60,CCDC60
EML1,EML1
ACSL6,ACSL6
FNDC5,FNDC5
PLEC,PLEC
NHEJ1,NHEJ1
MRO,MRO
EPN1,EPN1
SEL1L3,SEL1L3
GRAMD4,GRAMD4
IDH3G,IDH3G
RAD1,RAD1
TAFA2,TAFA2
PTPN13,PTPN13
SFRP1,SFRP1
KCNN3,KCNN3
SCN4A,SCN4A
KRT8,KRT8
F2R,F2R
HGSNAT,HGSNAT
KDELR3,KDELR3
NUP62CL,NUP62CL
TRIM55,TRIM55
UGP2,UGP2
IPO9,IPO9
PNKP,PNKP
EBF4,EBF4
B9D2,B9D2
ATOX1,ATOX1
TTC22,TTC22
KLHL23,KLHL23
TLE7,TLE7
FAT1,FAT1
SLC44A1,SLC44A1
PPOX,PPOX
PDE2A,PDE2A
GFY,GFY
ASIC5,ASIC5
CAPN8,CAPN8
HCRT,HCRT
HCFC2,HCFC2
BRD4,BRD4
ICA1,ICA1
DCTN6,DCTN6
RO60,RO60
PPP2R1B,PPP2R1B
PAX9,PAX9
ACP6,ACP6
FUZ,FUZ
FOXP1,FOXP1
GABRA1,GABRA1
ANXA13,ANXA13
SOAT2,SOAT2
ST6GAL2,ST6GAL2
BORCS8,BORCS8
TSPYL5,TSPYL5
KCNG3,KCNG3
RNASEH2B,RNASEH2B
CAPN15,CAPN15
HLTF,HLTF
BTD,BTD
PLK5,PLK5
KLHL24,KLHL24
APP,APP
COL9A2,COL9A2
WDR81,WDR81
IL17RD,IL17RD
GDI1,GDI1
GRXCR1,GRXCR1
PI16,PI16
EIF1B,EIF1B
ZNF134,ZNF134
KLHL18,KLHL18
COP1,COP1
LDB2,LDB2
TRPV2,TRPV2
FKBP2,FKBP2
TRIM4,TRIM4
IL7R,IL7R
ADA,ADA
JAG2,JAG2
SLC51B,SLC51B
VPS4A,VPS4A
HKDC1,HKDC1
FLI1,FLI1
PLCD1,PLCD1
EPB41L4A,EPB41L4A
PLAAT2,PLAAT2
TNFAIP3,TNFAIP3
NEK1,NEK1
KLHDC2,KLHDC2
ELOVL2,ELOVL2
LRRC53,LRRC53
SATB1,SATB1
AKT1,AKT1
MATN3,MATN3
CXCL13,CXCL13
DDX41,DDX41
FAM229A,FAM229A
KDM6A,KDM6A
PPP1R21,PPP1R21
CFAP20,CFAP20
RPS5,RPS5
ECHDC3,ECHDC3
DIP2A,DIP2A
CCDC148,CCDC148
MBOAT1,MBOAT1
DNAAF11,DNAAF11
CHST11,CHST11
TRIB2,TRIB2
BTBD17,BTBD17
WNK3,WNK3
NUDT9,NUDT9
ISL1,ISL1
CENPF,CENPF
C1orf174,C1orf174
FITM1,FITM1
GPNMB,GPNMB
ZNF875,ZNF875
C1QA,C1QA
LARGE2,LARGE2
ANKRD12,ANKRD12
CAMKK2,CAMKK2
S100A5,S100A5
SLC66A3,SLC66A3
NCAPG,NCAPG
ZNF793,ZNF793
NUDT1,NUDT1
NDFIP1,NDFIP1
SIRPD,SIRPD
DESI2,DESI2
PPP6R2,PPP6R2
COL8A1,COL8A1
SFPQ,SFPQ
MORF4L1,MORF4L1
RXRA,RXRA
CYP7B1,CYP7B1
RUFY2,RUFY2
RDH16,RDH16
OSTM1,OSTM1
FCRLB,FCRLB
RPAP2,RPAP2
CAPS2,CAPS2
SRPX,SRPX
TTC17,TTC17
DRAM1,DRAM1
TRIM36,TRIM36
EMD,EMD
PARVB,PARVB
MYL2,MYL2
CD1D,CD1D
PDCD2L,PDCD2L
SMC4,SMC4
KLF11,KLF11
TNPO1,TNPO1
PDCL,PDCL
CD164L2,CD164L2
ICAM1,ICAM1
EMC8,EMC8
SERP2,SERP2
MKNK2,MKNK2
HCN3,HCN3
KCNK12,KCNK12
FAM20B,FAM20B
CTSC,CTSC
FGF9,FGF9
MESD,MESD
WFDC1,WFDC1
SUB1,SUB1
LARP4B,LARP4B
TTC39A,TTC39A
NUP37,NUP37
PRICKLE1,PRICKLE1
DHX32,DHX32
CDC6,CDC6
SLC12A7,SLC12A7
TEDC2,TEDC2
RAD21L1,RAD21L1
COX6A2,COX6A2
SNF8,SNF8
CCDC25,CCDC25
CAND2,CAND2
FOXI2,FOXI2
AKNA,AKNA
TNFRSF25,TNFRSF25
RTP2,RTP2
POSTN,POSTN
WDR70,WDR70
IGSF1,IGSF1
PIAS4,PIAS4
GIPR,GIPR
SMARCB1,SMARCB1
TEX50,TEX50
LAMP3,LAMP3
BPIFB2,BPIFB2
ABLIM2,ABLIM2
DPP3,DPP3
ECE2,ECE2
TCP11L2,TCP11L2
ATG9A,ATG9A
ATRIP,ATRIP
LIMCH1,LIMCH1
SERTAD4,SERTAD4
SLA2,SLA2
PTPN2,PTPN2
ZBTB7B,ZBTB7B
SLC2A3,SLC2A3
CFTR,CFTR
RBM48,RBM48
BRF2,BRF2
NAGLU,NAGLU
RNPS1,RNPS1
RAB11FIP4,RAB11FIP4
CEP43,CEP43
NEPRO,NEPRO
SPINK14,SPINK14
SERPIND1,SERPIND1
PLPP7,PLPP7
SPTBN4,SPTBN4
PDE6H,PDE6H
SIN3B,SIN3B
GAD1,GAD1
SMCR8,SMCR8
PCP4,PCP4
ARHGAP33,ARHGAP33
NTRK1,NTRK1
CLASP1,CLASP1
KRTAP4-2,KRTAP4-2
UBE2U,UBE2U
CDKL3,CDKL3
HSD3B7,HSD3B7
RIT2,RIT2
LRRC39,LRRC39
PCARE,PCARE
LAMB4,LAMB4
MOSPD1,MOSPD1
KIRREL1,KIRREL1
CEP295,CEP295
CD101,CD101
POU4F2,POU4F2
KAT6A,KAT6A
HBD,HBD
VAT1,VAT1
TMPRSS2,TMPRSS2
GP1BA,GP1BA
RCOR3,RCOR3
ACTN3,ACTN3
TUBB6,TUBB6
TMUB2,TMUB2
OSGEPL1,OSGEPL1
SBF2,SBF2
GGA2,GGA2
CCDC134,CCDC134
ZNF101,ZNF101
FBXO48,FBXO48
SLC30A4,SLC30A4
CSKMT,CSKMT
SH2B3,SH2B3
DAD1,DAD1
MS4A3,MS4A3
TPI1,TPI1
FAM171B,FAM171B
ZBTB18,ZBTB18
SH2D1B,SH2D1B
NUDT2,NUDT2
RXRG,RXRG
BPIFB6,BPIFB6
TIMM10,TIMM10
NAPG,NAPG
CPT2,CPT2
SYCP2L,SYCP2L
NIBAN1,NIBAN1
POPDC2,POPDC2
IL27,IL27
KDM7A,KDM7A
IMPA2,IMPA2
RIOK2,RIOK2
PRR20G,PRR20G
PHF2,PHF2
DAPK1,DAPK1
HLA-DQB1,HLA-DQB1
PPP1R15A,PPP1R15A
TRPV6,TRPV6
ATP2B2,ATP2B2
CENPI,CENPI
ENOX2,ENOX2
HAS1,HAS1
GPR157,GPR157
FAM9C,FAM9C
TAS1R3,TAS1R3
LOXL2,LOXL2
TRIQK,TRIQK
NFATC3,NFATC3
MEIOB,MEIOB
ITPA,ITPA
IRGQ,IRGQ
SLC22A7,SLC22A7
UBE2A,UBE2A
CDHR1,CDHR1
DUS2,DUS2
UNC50,UNC50
KRT19,KRT19
SUSD6,SUSD6
AP5S1,AP5S1
GLYR1,GLYR1
CERT1,CERT1
MAP3K12,MAP3K12
ATP6V1D,ATP6V1D
LILRA5,LILRA5
GM2A,GM2A
FRRS1L,FRRS1L
RASGRP1,RASGRP1
SMAP2,SMAP2
EGFLAM,EGFLAM
ANKRD29,ANKRD29
ADCY9,ADCY9
ZNF7,ZNF7
CSNK1G3,CSNK1G3
RDM1,RDM1
TMEM165,TMEM165
CTRC,CTRC
ILKAP,ILKAP
EIF3G,EIF3G
C7orf25,C7orf25
NMNAT3,NMNAT3
KRTCAP2,KRTCAP2
ACSM4,ACSM4
WRAP53,WRAP53
ASTL,ASTL
RXRB,RXRB
ILDR2,ILDR2
CRTAM,CRTAM
NARF,NARF
AEN,AEN
SLC2A14,SLC2A14
PLEKHA1,PLEKHA1
ZNF365,ZNF365
DAB1,DAB1
CDH13,CDH13
ATP2B3,ATP2B3
GNAT3,GNAT3
TMEM108,TMEM108
ADAMTSL3,ADAMTSL3
MPI,MPI
CELF4,CELF4
C1orf54,C1orf54
CASP6,CASP6
TOMM40,TOMM40
CCDC122,CCDC122
DMAP1,DMAP1
MRPL48,MRPL48
ACADS,ACADS
BCAR3,BCAR3
MED24,MED24
TBL2,TBL2
ZNF620,ZNF620
RPF2,RPF2
SKIC2,SKIC2
GTF2H1,GTF2H1
TRIM67,TRIM67
GOLGA7,GOLGA7
KIDINS220,KIDINS220
PIEZO2,PIEZO2
ARHGAP24,ARHGAP24
RCVRN,RCVRN
ZDHHC12,ZDHHC12
CASQ2,CASQ2
UBE2I,UBE2I
EP300,EP300
TOP2A,TOP2A
NAALADL2,NAALADL2
DUSP7,DUSP7
NCOA2,NCOA2
SLC7A3,SLC7A3
CRP,CRP
TPD52L1,TPD52L1
TACC1,TACC1
FAM149B1,FAM149B1
JAG1,JAG1
RASAL2,RASAL2
PRELID3B,PRELID3B
C1orf146,C1orf146
PFKL,PFKL
SRSF7,SRSF7
ZNF670,ZNF670
NKX1-2,NKX1-2
TRMT61B,TRMT61B
FAM186B,FAM186B
POLR3E,POLR3E
GCK,GCK
PWWP2B,PWWP2B
PPP1R37,PPP1R37
PLEKHA4,PLEKHA4
COA3,COA3
ANO9,ANO9
POLE,POLE
MRPL14,MRPL14
ESCO2,ESCO2
CLDN19,CLDN19
DYNAP,DYNAP
GIPC1,GIPC1
EHMT2,EHMT2
MRPS35,MRPS35
INPP5F,INPP5F
PAX5,PAX5
ZDHHC23,ZDHHC23
FAM177B,FAM177B
ZNF689,ZNF689
HMGCS2,HMGCS2
CSTA,CSTA
MRPL10,MRPL10
POLI,POLI
ASB17,ASB17
SSBP1,SSBP1
RIMS3,RIMS3
TMA16,TMA16
SCP2,SCP2
ALDOA,ALDOA
BUB3,BUB3
WDTC1,WDTC1
ANGPTL1,ANGPTL1
SPSB4,SPSB4
ALKBH6,ALKBH6
SLC4A9,SLC4A9
KCNJ1,KCNJ1
RUSF1,RUSF1
RBPJ,RBPJ
RNF17,RNF17
KCNJ3,KCNJ3
ELL2,ELL2
UBAP1,UBAP1
C9orf57,C9orf57
CCDC152,CCDC152
ST18,ST18
DDX55,DDX55
SPART,SPART
KLHDC8B,KLHDC8B
TMEM145,TMEM145
KLHL30,KLHL30
ZC3H3,ZC3H3
SAP30BP,SAP30BP
ZNF586,ZNF586
CCDC7,CCDC7
FCER2,FCER2
LYSET,LYSET
CYP4F2,CYP4F2
LRRCC1,LRRCC1
LRRC23,LRRC23
CLIP3,CLIP3
ATP1A2,ATP1A2
FAM8A1,FAM8A1
CCDC198,CCDC198
SALL4,SALL4
CCDC27,CCDC27
CYP4A22,CYP4A22
HTR3B,HTR3B
CLOCK,CLOCK
CDH12,CDH12
TMEM178B,TMEM178B
MAN2C1,MAN2C1
SCAMP5,SCAMP5
NPM1,NPM1
GMEB2,GMEB2
EIF4H,EIF4H
TMEM175,TMEM175
TMIGD2,TMIGD2
ADIRF,ADIRF
NAV3,NAV3
MESP1,MESP1
FEM1B,FEM1B
ST6GALNAC3,ST6GALNAC3
SNX31,SNX31
COL12A1,COL12A1
NUTF2,NUTF2
CLEC12A,CLEC12A
SREBF2,SREBF2
UBXN4,UBXN4
UBQLN2,UBQLN2
TMEM54,TMEM54
ECHDC1,ECHDC1
POLR2L,POLR2L
TRIM41,TRIM41
SLC26A9,SLC26A9
USP48,USP48
ZDHHC15,ZDHHC15
ABHD14B,ABHD14B
DARS2,DARS2
NKX2-1,NKX2-1
PNISR,PNISR
TRIAP1,TRIAP1
ARHGAP18,ARHGAP18
KCNMB1,KCNMB1
PPM1K,PPM1K
ESAM,ESAM
SCHIP1,SCHIP1
MKNK1,MKNK1
BLNK,BLNK
DSG4,DSG4
RAD54L,RAD54L
PSMB4,PSMB4
MAN1B1,MAN1B1
GAB1,GAB1
C1orf115,C1orf115
CCDC30,CCDC30
NLRP12,NLRP12
DROSHA,DROSHA
ESRP2,ESRP2
CWC27,CWC27
KCTD19,KCTD19
NDC80,NDC80
CDA,CDA
NF1,NF1
GRAMD1C,GRAMD1C
PTH2R,PTH2R
NMRK1,NMRK1
DCAF11,DCAF11
ICAM5,ICAM5
NSMAF,NSMAF
TEX28,TEX28
