Gene name,White-tufted-ear marmoset gene name
PRC1,PRC1
COQ7,COQ7
EMP2,EMP2
Metazoa_SRP,Metazoa_SRP
AIP,AIP
Y_RNA,Y_RNA
TERT,TERT
C4H6orf89,C6orf89
PELO,PELO
CCDC160,CCDC160
LSM11,LSM11
MS4A7,MS4A7
FAM217B,FAM217B
Metazoa_SRP,Metazoa_SRP
ZNF250,ZNF250
VRK1,VRK1
SNORA74,SNORA74
POP5,POP5
Metazoa_SRP,Metazoa_SRP
CD248,CD248
CIAO2B,CIAO2B
CRB2,CRB2
FUT9,FUT9
ZNF366,ZNF366
SH3RF1,SH3RF1
ZNF286A,ZNF286A
HNRNPL,HNRNPL
AKR1A1,AKR1A1
TMEM151A,TMEM151A
ZBTB1,ZBTB1
MAGEB18,MAGEB18
COQ10B,COQ10B
MAP3K2,MAP3K2
CD163,CD163
ANKRD29,ANKRD29
U6,U6
Metazoa_SRP,Metazoa_SRP
AAMP,AAMP
PARG,PARG
PLEC,PLEC
PHF6,PHF6
NEU4,NEU4
C5H4orf17,C4orf17
Y_RNA,Y_RNA
TRMT9B,KIAA1456
GTSF1,GTSF1
U6,U6
GLCE,GLCE
YIF1A,YIF1A
TEKT5,TEKT5
ZDHHC9,ZDHHC9
SPRED1,SPRED1
PLS3,PLS3
MSTN,MSTN
MSH2,MSH2
NFE2L2,NFE2L2
CLINT1,CLINT1
NDST2,NDST2
PPP1R3D,PPP1R3D
FLII,FLII
SCN2B,SCN2B
PRLH,PRLH
RPRD1B,RPRD1B
Y_RNA,Y_RNA
CDKN2AIPNL,CDKN2AIPNL
PDCD2L,PDCD2L
TBX4,TBX4
ARL1,ARL1
CCNYL1,CCNYL1
STMN4,STMN4
VCAN,VCAN
GLIS2,GLIS2
TBC1D10B,TBC1D10B
OSBPL11,OSBPL11
Metazoa_SRP,Metazoa_SRP
FKBP15,FKBP15
NLRP14,NLRP14
Y_RNA,Y_RNA
ZCCHC14,ZCCHC14
GOLT1B,GOLT1B
C12H2orf88,C2orf88
Y_RNA,Y_RNA
RGS22,RGS22
GIT2,GIT2
CCL27,CCL27
Y_RNA,Y_RNA
IRAG1,IRAG1
PDIA4,PDIA4
CES2,CES2
MANEA,MANEA
RPS6KA3,RPS6KA3
ELOVL6,ELOVL6
Metazoa_SRP,Metazoa_SRP
PAQR5,PAQR5
RTEL1,RTEL1
U6,U6
U6,U6
SOCS6,SOCS6
ADRB3,ADRB3
OGDH,OGDH
RAB17,RAB17
U6,U6
ABCA3,ABCA3
Metazoa_SRP,Metazoa_SRP
PDCD1,PDCD1
TCP11L1,TCP11L1
CABP1,CABP1
EIF4EBP1,EIF4EBP1
IL13RA1,IL13RA1
Metazoa_SRP,Metazoa_SRP
PUDP,PUDP
SIM1,SIM1
mml-mir-105-1,cja-mir-105
PCGF1,PCGF1
TNPO1,TNPO1
GALNTL5,GALNTL5
ZNF16,ZNF16
JADE2,JADE2
U1,U1
RNF180,RNF180
SIGMAR1,SIGMAR1
FZD2,FZD2
mml-mir-767,cja-mir-767
NUBP1,NUBP1
HEPH,HEPH
IPO11,IPO11
CCM2L,CCM2L
CORO7,CORO7
HIBCH,HIBCH
ATM,ATM
U6,U6
ASH2L,ASH2L
NREP,NREP
STS,STS
FNDC8,FNDC8
MS4A4A,MS4A4A
SRPX,SRPX
TAS2R16,TAS2R16
U1,U1
FMN1,FMN1
Metazoa_SRP,Metazoa_SRP
UBA2,UBA2
CRK,CRK
Metazoa_SRP,Metazoa_SRP
SKIC3,SKIC3
Metazoa_SRP,Metazoa_SRP
PTRHD1,PTRHD1
CER1,CER1
RGS7BP,RGS7BP
U2,U2
Y_RNA,Y_RNA
RHBDL3,RHBDL3
U5,U5
GABRQ,GABRQ
CNIH2,CNIH2
NCKAP1L,NCKAP1L
DEPDC7,DEPDC7
ZBED3,ZBED3
RALGDS,RALGDS
Y_RNA,Y_RNA
MEIOC,MEIOC
U4,U4
GMNN,GMNN
HPRT1,HPRT1
SPIC,SPIC
U6,U6
ACBD5,ACBD5
BCAR1,BCAR1
MS4A6A,MS4A6A
RTTN,RTTN
BRD7,BRD7
TRIM35,TRIM35
Y_RNA,Y_RNA
NLE1,NLE1
ZNF613,ZNF613
ZDHHC21,ZDHHC21
U6,U6
DDHD1,DDHD1
POLR2I,POLR2I
AGPS,AGPS
TRMT10A,TRMT10A
TGM2,TGM2
KMT5A,KMT5A
NUMBL,NUMBL
C8H8orf33,C8orf33
ZCCHC12,ZCCHC12
FZD5,FZD5
ARFGEF1,ARFGEF1
STRBP,STRBP
MAP1A,MAP1A
MMACHC,MMACHC
ZSWIM8,ZSWIM8
PPIL1,PPIL1
PLA2G15,PLA2G15
GALK1,GALK1
SPX,SPX
GALNT11,GALNT11
HSPE1,MOB4
OSGIN1,OSGIN1
U2,U2
IMP3,IMP3
NCOA1,NCOA1
CCDC43,CCDC43
RMC1,RMC1
U6,U6
FAM98B,FAM98B
NUDT4,NUDT4
U1,U1
U6,U6
KIF23,KIF23
WDR41,WDR41
AGTR2,AGTR2
U7,U7
LBX2,LBX2
TMEM134,TMEM134
ANKRD62,ANKRD62
ARID3C,ARID3C
PLEKHG3,PLEKHG3
SNX33,SNX33
CAMK2D,CAMK2D
Metazoa_SRP,Metazoa_SRP
ZAP70,ZAP70
ENPEP,ENPEP
TVP23A,TVP23A
MYO1C,MYO1C
APOBEC1,APOBEC1
PLEKHM3,PLEKHM3
U6,U6
RILPL2,RILPL2
UBE2N,UBE2N
Metazoa_SRP,Metazoa_SRP
WTIP,WTIP
NKAIN3,NKAIN3
UTP14A,UTP14A
CPNE5,CPNE5
SLC6A14,SLC6A14
SAR1B,SAR1B
IFT81,IFT81
BPGM,BPGM
U1,U1
LONRF3,LONRF3
MYBPC1,MYBPC1
MS4A2,MS4A2
LDB3,LDB3
CSPG4,CSPG4
BRIP1,BRIP1
LYVE1,LYVE1
GDF3,GDF3
PRM2,PRM2
ZNF786,ZNF786
GYS2,GYS2
DCTN3,DCTN3
ERCC3,ERCC3
TTC31,TTC31
Metazoa_SRP,Metazoa_SRP
TESK2,TESK2
MGAT1,MGAT1
ATP5MC3,ATP5MC3
NECAB2,NECAB2
XDH,XDH
NEK1,NEK1
EPHA7,EPHA7
PNKD,PNKD
U1,U1
DCTN5,DCTN5
KRT9,KRT9
RASGRP1,RASGRP1
INPP1,INPP1
DBF4B,DBF4B
OVOL3,OVOL3
SNORA13,SNORA13
TEX14,TEX14
MCHR2,MCHR2
Y_RNA,Y_RNA
DMGDH,DMGDH
PRKG1,PRKG1
PRF1,PRF1
Y_RNA,Y_RNA
PTK2B,PTK2B
U6,U6
MTTP,MTTP
ZNF350,ZNF350
IL1RAPL1,IL1RAPL1
TBCB,TBCB
RNF141,RNF141
C16H17orf75,C17orf75
Metazoa_SRP,Metazoa_SRP
PLK1,PLK1
EPB41L4A,EPB41L4A
SLC38A1,SLC38A1
GABARAPL1,GABARAPL1
ZNF425,ZNF425
U6,U6
ZNF214,ZNF214
ZNF541,ZNF541
mml-mir-542,cja-mir-542
C4H6orf62,C6orf62
PRR16,PRR16
U7,U7
U6,U6
NFIB,NFIB
SNRNP35,SNRNP35
ZBTB7C,ZBTB7C
QSER1,QSER1
PALD1,PALD1
BCORL1,BCORL1
U1,U1
ZFP62,ZFP62
UNC45B,UNC45B
BIRC3,BIRC3
SHISAL2B,SHISAL2B
EFNB3,EFNB3
ZNF398,ZNF398
KDM6A,KDM6A
ARMH3,ARMH3
UNC119B,UNC119B
U6,U6
CABP4,CABP4
mml-mir-503,cja-mir-503
U4,U4
Metazoa_SRP,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
GAST,GAST
KIAA1755,KIAA1755
CIMAP1C,CIMAP1C
GGH,GGH
CIDEA,CIDEA
CALD1,CALD1
KLC2,KLC2
ADAM11,ADAM11
ZNF148,ZNF148
ST3GAL1,ST3GAL1
RPP25L,RPP25L
CFDP1,CFDP1
ACOT13,ACOT13
DNAI7,DNAI7
RILPL1,RILPL1
TMBIM1,TMBIM1
MAPK8IP3,MAPK8IP3
ZNF615,ZNF615
Metazoa_SRP,Metazoa_SRP
COQ8B,COQ8B
U6,U6
SLC6A12,SLC6A12
TOE1,TOE1
SREK1IP1,SREK1IP1
Metazoa_SRP,Metazoa_SRP
U4,U4
OTP,OTP
5S_rRNA,5S_rRNA
SH3RF2,SH3RF2
Metazoa_SRP,Metazoa_SRP
FCHO2,FCHO2
U6,U6
LNPK,LNPK
TMEM52B,TMEM52B
U6,U6
UNK,UNK
INTS2,INTS2
JUP,JUP
ZNF614,ZNF614
NSDHL,NSDHL
ZNF287,ZNF287
ATP2A2,ATP2A2
CD3E,CD3E
ZNF181,ZNF181
TUBB6,TUBB6
COX7A1,COX7A1
PLAC8L1,PLAC8L1
MFSD6,MFSD6
XRCC3,XRCC3
U2,U2
ACADS,ACADS
U2,U2
SOCS2,SOCS2
TMEM131,TMEM131
OOSP4A,OOSP4A
AMPD3,AMPD3
Y_RNA,Y_RNA
mml-mir-125b-1,cja-mir-125
BICRA,BICRA
U4,U4
U6,U6
RFTN2,RFTN2
SMAD2,SMAD2
FTMT,FTMT
PHOX2A,PHOX2A
Metazoa_SRP,Metazoa_SRP
PDE11A,PDE11A
GPR152,GPR152
ZNF212,ZNF282
OR2D3,OR2D3
Metazoa_SRP,Metazoa_SRP
ITGA2,ITGA2
AFG3L2,AFG3L2
DNAH2,DNAH2
Metazoa_SRP,Metazoa_SRP
C5H4orf54,C4orf54
MAGEB3,MAGEB3
NCOA5,NCOA5
CNTFR,CNTFR
EHD3,EHD3
ERN2,ERN2
LARS1,LARS1
U6,U6
OOSP1,OOSP1
BMERB1,BMERB1
ZNF432,ZNF432
CT47C1,CT47C1
CORO1B,CORO1B
USP40,USP40
SRFBP1,SRFBP1
U6,U6
MBP,MBP
MUTYH,MUTYH
BHMT2,BHMT
EPHA5,EPHA5
NDFIP2,NDFIP2
CENPP,CENPP
LRRTM2,LRRTM2
PABIR2,PABIR2
MAGEB1,MAGEB1
CIITA,CIITA
mml-mir-100,MIR100
PCDH11X,PCDH11X
RHOBTB1,RHOBTB1
PRDM13,PRDM13
EBF1,EBF1
NKD1,NKD1
JPH3,JPH3
EPYC,EPYC
KIAA1210,KIAA1210
OR10A4,OR10A4
Y_RNA,Y_RNA
SLC7A6,SLC7A6
ITPKC,ITPKC
U6,U6
MYL11,MYL11
ZNF841,ZNF841
AP3B1,AP3B1
MIEF2,MIEF2
CWC27,CWC27
DGKA,DGKA
ZNF565,ZNF565
BMP4,BMP4
STAR,STAR
KIAA1671,KIAA1671
DAPP1,DAPP1
DYRK2,DYRK2
EPCAM,EPCAM
SLFN5,SLFN5
Metazoa_SRP,Metazoa_SRP
CLEC7A,CLEC7A
SPATC1,SPATC1
IDH3B,IDH3B
ZNF605,ZNF605
DCTN2,DCTN2
U6,U6
CLPB,CLPB
PPM1F,PPM1F
SEC24A,SEC24A
U6,U6
NUDT5,NUDT5
EHD2,EHD2
UBE2W,UBE2W
MPZL2,MPZL2
BPI,BPI
SIL1,SIL1
RALGAPA2,RALGAPA2
Metazoa_SRP,Metazoa_SRP
CCNC,CCNC
ZFYVE21,ZFYVE21
RNF145,RNF145
MTNAP1,C17orf80
ACTMAP,ACTMAP
OGN,OGN
CAPN14,CAPN14
ZNF207,ZNF207
OR2AG2,OR2AG1
ZNF599,ZNF599
Y_RNA,Y_RNA
TCN1,TCN1
TOP3A,TOP3A
OPLAH,OPLAH
NR0B1,NR0B1
HCK,HCK
MBTPS1,MBTPS1
ZFHX3,ZFHX3
CCDC142,CCDC142
TTPA,TTPA
CDKN3,CDKN3
IFNG,IFNG
CHP2,CHP2
NEMP2,NEMP2
OGDHL,OGDHL
ZNF185,ZNF185
PGRMC1,PGRMC1
ZNF48,ZNF48
BIRC2,BIRC2
KERA,KERA
TRIM7,TRIM7
GYS1,GYS1
U3,U3
CD3D,CD3D
U7,U7
BAG4,BAG4
U6,U6
Y_RNA,Y_RNA
PTPRCAP,PTPRCAP
Metazoa_SRP,Metazoa_SRP
MRPL17,MRPL17
ZNF616,ZNF616
SKOR2,SKOR2
SLFN13,SLFN11
MAPK1,MAPK1
LBP,LBP
CATIP,CATIP
ELF4,ELF4
ZNF146,ZNF146
CHPT1,CHPT1
MARS2,MARS2
U7,U7
ZNF771,ZNF771
KLHDC4,KLHDC4
NOP53,NOP53
STX3,STX3
SNX20,SNX20
CHST6,CHST6
CYP27C1,CYP27C1
PDE1B,PDE1B
Y_RNA,Y_RNA
Metazoa_SRP,Metazoa_SRP
U7,U7
PRELID3A,PRELID3A
CDC42EP4,CDC42EP4
DNAI1,DNAI1
RPS6KB2,RPS6KB2
LAMTOR3,LAMTOR3
LUM,LUM
DCHS1,DCHS1
YTHDF3,YTHDF3
OMD,OMD
Metazoa_SRP,Metazoa_SRP
LRRC75A,FAM211A
THBS1,THBS1
TMED2,TMED2
PITX2,PITX2
DDHD2,DDHD2
BOLL,BOLL
SNORA74,SNORA74
HAPLN1,HAPLN1
SNORA80C,SNORA80C
NODAL,NODAL
CLEC1A,CLEC1A
CD3G,CD3G
ZFAT,ZFAT
SLC25A43,SLC25A43
RABGAP1,RABGAP1
ZNF236,ZNF236
KIAA0319,KIAA0319
U6,U6
ASPN,ASPN
TRIM41,TRIM41
JMY,JMY
TMEM231,TMEM231
IL26,IL26
U6,U6
CDS2,CDS2
MAL,MAL
ELOC,ELOC
ZNF836,ZNF836
PPP1R13B,PPP1R13B
Metazoa_SRP,Metazoa_SRP
NUDCD1,NUDCD1
SLC7A6OS,SLC7A6OS
ZNF792,ZNF792
NAB1,NAB1
IER3IP1,IER3IP1
MRPL53,MRPL53
CPA6,CPA6
DCN,DCN
CRYBB2,CRYBB3
SPPL3,SPPL3
P3H4,LEPREL4
RAB44,RAB44
NOD2,NOD2
SNORD67,SNORD67
RIOK3,RIOK3
EIF4EBP2,EIF4EBP2
SLC12A8,SLC12A8
ZFP14,ZFP14
GALNT14,GALNT14
GABRA2,GABRA2
EPHA4,EPHA4
IL22,IL22
GJC1,GJC1
SDF2L1,SDF2L1
FTO,FTO
NOP56,NOP56
WAPL,WAPL
DDX55,DDX55
ETFRF1,ETFRF1
TMEM123,TMEM123
SNORD65,SNORD65
SLC11A1,SLC11A1
ENY2,ENY2
NAP1L3,NAP1L3
Metazoa_SRP,Metazoa_SRP
SNORD49A,SNORD49A
SDK2,SDK2
MATR3,MATR3
SPIRE1,SPIRE1
RINL,RINL
UBLCP1,UBLCP1
ADM,ADM
PRKCB,PRKCB
ECM2,ECM2
Metazoa_SRP,Metazoa_SRP
HPDL,HPDL
HDHD2,HDHD2
DNAJB14,DNAJB14
TMEM70,TMEM70
PPP2R1A,PPP2R1A
PCNA,PCNA
CFAP90,CFAP90
U6,U6
UNC13D,UNC13D
HIGD1B,HIGD1B
MOGS,MOGS
GRAMD1A,GRAMD1A
ITGAL,ITGAL
U6,U6
PRMT7,PRMT7
ZFP82,ZFP82
SERAC1,SERAC1
KRAS,KRAS
PSMB4,PSMB4
TRPV2,TRPV2
F2,F2
KMT2C,KMT2C
UBE4A,UBE4A
EVX2,EVX2
ARSK,ARSK
MARF1,MARF1
ZNF514,MRPS5
LRRC20,LRRC20
U6,U6
PKHD1L1,PKHD1L1
U7,U7
CHRNA2,CHRNA2
FSIP1,FSIP1
Y_RNA,Y_RNA
CCNF,CCNF
MDM1,MDM1
EDIL3,EDIL3
LOX,LOX
CLEC9A,CLEC9A
Y_RNA,Y_RNA
HOXD13,HOXD13
ZNF566,ZNF566
EXOSC3,EXOSC3
SNORA71,SNORA71
FKBP10,FKBP10
YPEL1,YPEL1
FASTKD3,FASTKD3
CD40,CD40
EFTUD2,EFTUD2
SPTB,SPTB
ZSWIM5,ZSWIM5
INO80B,INO80B
CDK1,CDK1
LY96,LY96
TMEM230,TMEM230
PREX2,PREX2
ZNF777,ZNF777
Y_RNA,Y_RNA
SMCR8,SMCR8
SNORA71,SNORA71
CDKN1A,CDKN1A
HOXD12,HOXD12
MMP7,MMP7
AIFM1,AIFM1
ARFRP1,ARFRP1
TRMT10B,TRMT10B
U6,U6
TAB3,TAB3
SNN,SNN
SNORA71,SNORA71
TMEM171,TMEM171
SBF2,SBF2
ZNF475,ZNF475
Metazoa_SRP,Metazoa_SRP
AGBL3,AGBL3
WNT8A,WNT8A
ZNF260,ZNF260
CYP2C76,CYP2C76
NPFFR1,NPFFR1
HOMER1,HOMER1
CBFB,CBFB
RALGAPB,RALGAPB
KDM5A,KDM5A
PXDN,PXDN
EPOP,EPOP
U7,U7
GPR150,GPR150
HOXD11,HOXD11
U6,U6
MPDZ,MPDZ
U4,U4
KATNAL2,KATNAL2
SNORD57,SNORD57
AP1AR,AP1AR
Y_RNA,Y_RNA
FAM219A,FAM219A
CEL,CEL
ZNF529,ZNF529
TXNDC11,TXNDC11
SLFN14,SLFN14
MTRR,MTRR
ZNF746,ZNF746
TMEM174,TMEM174
U6,U6
HOXD10,HOXD10
U6,U6
HPS6,HPS6
U1,U1
RFESD,RFESD
SLC35C2,SLC35C2
RPH3A,RPH3A
ZNF107,ZNF107
UGT1A1,UGT1A1
SNORD56,SNORD56
JPH1,JPH1
PLCL1,PLCL1
Y_RNA,Y_RNA
SNCAIP,SNCAIP
USP45,USP45
CYLD,CYLD
GPR176,GPR176
U6,U6
CARNS1,CARNS1
MMP20,MMP20
CDC123,CDC123
SNORD86,SNORD86
GNPTAB,GNPTAB
ANKRD13A,ANKRD13A
FRMPD1,FRMPD1
NME5,NME5
MLLT6,MLLT6
U6,U6
CCDC103,CCDC103
ZNF26,ZNF26
HOXD9,HOXD9
MED13,MED13
Metazoa_SRP,Metazoa_SRP
PPIL2,PPIL2
SNORA51,SNORA51
TPM4,TPM4
SIRT2,SIRT2
Y_RNA,Y_RNA
ZNF382,ZNF382
HOXD8,HOXD8
U7,U7
SNORA9B,SNORA9B
U1,U1
ZNF84,ZNF84
U6,U6
SNORD7,SNORD7
HNF1A,HNF1A
SELENBP1,SELENBP1
SNORD110,SNORD110
TMEM241,TMEM241
MTMR4,MTMR4
Metazoa_SRP,Metazoa_SRP
RACK1,RACK1
LDB1,LDB1
KCNJ8,KCNJ8
FOXD1,FOXD1
Y_RNA,Y_RNA
PEX12,PEX12
STPG4,STPG4
EIF2B1,EIF2B1
CBLIF,CBLIF
GRID1,GRID1
ADAMTS6,ADAMTS6
Y_RNA,Y_RNA
GDAP1,GDAP1
WBP1,WBP1
Y_RNA,Y_RNA
CNKSR2,CNKSR2
ADCY8,ADCY8
U6,U6
JAM3,JAM3
ETV6,ETV6
DEXI,DEXI
TMC2,TMC2
CAMLG,CAMLG
CLEC1B,CLEC1B
PMFBP1,PMFBP1
U6,U6
SAXO3,SAXO3
FAM187A,FAM187A
KDM6B,KDM6B
UROD,UROD
TPP1,TPP1
PKDCC,PKDCC
UBE2A,UBE2A
SLC23A2,SLC23A2
VASN,VASN
U6,U6
EPHX2,EPHX2
BTF3,BTF3
PITPNA,PITPNA
HOXD4,HOXD4
mml-mir-30b,cja-mir-30b
ZNF891,ZNF891
Y_RNA,Y_RNA
ZMYND11,ZMYND11
GFAP,GFAP
U6,U6
FAM174A,FAM174A
U6,U6
PHAF1,PHAF1
Y_RNA,Y_RNA
SPMIP6,C9orf24
HEG1,HEG1
RTKN,RTKN
ABCC9,ABCC9
Metazoa_SRP,Metazoa_SRP
KRBA1,KRBA1
SPATA9,SPATA9
U1,U1
HOXD3,HOXD3
SNORD23,SNORD23
CGRRF1,CGRRF1
KCMF1,KCMF1
U8,U8
STK38,STK38
MRPL16,MRPL16
BICD2,BICD2
MMP27,MMP27
CAPN13,CAPN13
U6,U6
TPO,TPO
DNAJA3,DNAJA3
TECRL,TECRL
CLEC16A,CLEC16A
U6,U6
IL12B,IL12B
KLF10,KLF10
OSBPL6,OSBPL6
ZNF254,ZNF254
LMNTD1,LMNTD1
ZNF567,ZNF567
NT5C3B,NT5C3B
U6,U6
Metazoa_SRP,Metazoa_SRP
SNORD96,SNORD96
ST8SIA4,ST8SIA4
RFX5,RFX5
GTF3C5,GTF3C5
U6,U6
GLS,GLS
TMSB10,TMSB10
IRS1,IRS1
HOXD1,HOXD1
SNORD95,SNORD95
DNAJC10,DNAJC10
TMEM88,TMEM88
IRX3,IRX3
CDH22,CDH22
RHOBTB3,RHOBTB3
PNISR,PNISR
TTC7A,TTC7A
Y_RNA,Y_RNA
PI15,PI15
KHDRBS3,KHDRBS3
PLEKHG7,PLEKHG7
TEDC2,TEDC2
C13H2orf73,C2orf73
ARAP1,ARAP1
BRD8,BRD8
SNORA71,SNORA71
GABRA4,GABRA4
ZNF140,ZNF140
CRX,CRX
MYORG,KIAA1161
OAS1,OAS1
SNORA71,SNORA71
PSMD11,PSMD11
ALDH5A1,ALDH5A1
TRIM47,TRIM47
SMPD3,SMPD3
ZNF408,ZNF408
SLITRK6,SLITRK6
GTF2H3,GTF2H3
MTX2,MTX2
OTC,OTC
NAA38,NAA38
SNX2,SNX2
ANKRA2,ANKRA2
B3GNT9,B3GNT9
ZNF2,ZNF2
ZNF516,ZNF516
PACS1,PACS1
NUDT2,NUDT2
FTHL17,FTHL17
ADIG,ADIG
ZNF790,ZNF790
GABARAPL2,GABARAPL2
TAF10,TAF10
MIR346,MIR346
HSDL1,HSDL1
TRABD2A,TRABD2A
TRADD,TRADD
TBC1D10C,TBC1D10C
Metazoa_SRP,Metazoa_SRP
ACYP2,ACYP2
TM9SF4,TM9SF4
CEP76,CEP76
NTF4,NTF4
U7,U7
CYB5D1,CYB5D1
ZNF736,ZNF736
Y_RNA,Y_RNA
HECTD3,HECTD3
MMP8,MMP8
PHYKPL,PHYKPL
Metazoa_SRP,Metazoa_SRP
FBXO10,FBXO10
Metazoa_SRP,Metazoa_SRP
SULT2A1,SULT2A1
VPS26B,VPS26B
SALL1,SALL1
U6,U6
CENPK,CENPK
Metazoa_SRP,Metazoa_SRP
PATL1,PATL1
FGD3,FGD3
ANAPC7,ANAPC7
PIAS2,PIAS2
C15H9orf152,C9orf152
NTN3,NTN3
LHFPL4,LHFPL4
RAP1B,RAP1B
ARHGAP40,ARHGAP40
TSPYL6,TSPYL6
TRIM65,TRIM65
PLPP5,PLPP5
CRISPLD1,CRISPLD1
PPP3CA,PPP3CA
SEPTIN6,SEPTIN6
DMD,DMD
KCNA7,KCNA7
GLE1,GLE1
ZNF268,ZNF268
TMEM140,TMEM140
KIF24,KIF24
SNTG2,SNTG2
SEMA5A,SEMA5A
NAA40,NAA40
GPLD1,GPLD1
LCLAT1,LCLAT1
Y_RNA,Y_RNA
PMEL,PMEL
OASL,OASL
U7,U7
U7,U7
RASSF2,RASSF2
CLEC12B,CLEC12B
EIF2AK4,EIF2AK4
U1,U1
Metazoa_SRP,Metazoa_SRP
ZNF768,ZNF768
CDK5R1,CDK5R1
ARHGAP1,ARHGAP1
CYREN,CYREN
VIL1,VIL1
FBXL8,FBXL8
NMRAL1,NMRAL1
CSRNP2,CSRNP2
Y_RNA,Y_RNA
PAX3,PAX3
SLC43A2,SLC43A2
GCA,GCA
TYSND1,TYSND1
Metazoa_SRP,Metazoa_SRP
ZGPAT,ZGPAT
ADAT1,ADAT1
TBC1D24,TBC1D24
COL23A1,COL23A1
DNAH6,DNAH6
DNAAF1,DNAAF1
ZNF892,ZNF892
ILK,ILK
IRX5,IRX5
Metazoa_SRP,Metazoa_SRP
SLC32A1,SLC32A1
GFI1B,GFI1B
CABLES1,CABLES1
UTP15,UTP15
KMT2A,KMT2A
MRPL38,MRPL38
PI4KB,PI4KB
Metazoa_SRP,Metazoa_SRP
MYO1D,MYO1D
KIF18B,KIF18B
HSF4,HSF4
PLXNC1,PLXNC1
RASSF8,RASSF8
MID1IP1,MID1IP1
GPAM,GPAM
U6,U6
EBAG9,EBAG9
SLCO4C1,SLCO4C1
EEA1,EEA1
PRND,PRND
FBN1,FBN1
ZNF267,ZNF267
ANK3,ANK3
NUP107,NUP107
U4,U4
SNORA70,SNORA70
CHCHD1,CHCHD1
PPWD1,PPWD1
RCOR2,RCOR2
SNRNP70,SNRNP70
CCSER2,CCSER2
NSD3,NSD3
ZNF689,ZNF689
TFCP2,TFCP2
CAMK1D,CAMK1D
WDR91,WDR91
CCDC73,CCDC73
MTMR14,MTMR14
SAMD4A,SAMD4A
ZFP90,ZFP90
LACRT,LACRT
PSME4,PSME4
WDR54,WDR54
HSF5,HSF5
ACTR5,ACTR5
CHD3,CHD3
ADRA1B,ADRA1B
PRNP,PRNP
Y_RNA,Y_RNA
SLC7A5,SLC7A5
ADGRL3,ADGRL3
CLEC12A,CLEC12A
PNMA5,PNMA5
TIFA,TIFA
PROM2,PROM2
MMP10,MMP10
RAB33A,RAB33A
ZNF467,ZNF467
ZNF829,ZNF829
PALM2AKAP2,PALM2AKAP2
ELMO2,ELMO2
Metazoa_SRP,Metazoa_SRP
U7,U7
Y_RNA,Y_RNA
GLRX,GLRX
BCL2L14,BCL2L14
PCGF2,PCGF2
FBF1,FBF1
U6,U6
FUT11,FUT11
UBAP1,UBAP1
HSP90B1,HSP90B1
ZC3H7A,ZC3H7A
HNF4G,HNF4G
ST8SIA5,ST8SIA5
Metazoa_SRP,Metazoa_SRP
CLEC2A,CLEC2A
SCN1B,SCN1B
TTC1,TTC1
CCDC116,CCDC116
ALPK1,ALPK1
TCTN2,TCTN2
TAF1C,TAF1C
DHX38,DHX38
CCDC57,CCDC57
SYBU,SYBU
RASA1,RASA1
SGPP2,SGPP2
IRX6,IRX6
GPN3,GPN3
PPRC1,PPRC1
SLCO6A1,SLCO6A1
SLC6A3,SLC6A3
MUC13,MUC13
TSHZ1,TSHZ1
YDJC,YDJC
YPEL5,YPEL5
ZNF280C,ZNF280C
RNF43,RNF43
MMP1,MMP1
LIME1,LIME1
Y_RNA,Y_RNA
ADRA1D,ADRA1D
U3,U3
KLRF2,KLRF2
Y_RNA,Y_RNA
SCLY,SCLY
MACROH2A2,MACROH2A2
U7,U7
U6,U6
Metazoa_SRP,Metazoa_SRP
PRPSAP2,PRPSAP2
ANHX,ANHX
U6,U6
SAGE1,SAGE1
THYN1,THYN1
PNMA3,PNMA3
POLR1E,POLR1E
C1QL1,C1QL1
PNPLA8,PNPLA8
TSC1,TSC1
Metazoa_SRP,Metazoa_SRP
ITGB5,ITGB5
FARSB,FARSB
BHLHE41,BHLHE41
FRZB,FRZB
SLC2A4RG,SLC2A4RG
PIKFYVE,PIKFYVE
TESPA1,TESPA1
PPP1R16B,PPP1R16B
SLC38A2,SLC38A2
ABCB11,ABCB11
PTGR3,ZADH2
DDX51,DDX51
MMP2,MMP2
UBE2L3,UBE2L3
PTPN2,PTPN2
SUPT4H1,SUPT4H1
RAB5B,RAB5B
KLHL11,KLHL11
C13H2orf81,C2orf81
Metazoa_SRP,Metazoa_SRP
RRP8,RRP8
FAM135B,FAM135B
LRP6,LRP6
ARHGEF28,ARHGEF28
STEEP1,NKRF
SMOX,SMOX
MMP3,MMP3
U2,U2
Y_RNA,Y_RNA
SNRPG,SNRPG
CDH3,CDH3
U7,U7
RAB8A,RAB8A
CHRNE,CHRNE
U7,U7
TRIM23,TRIM23
TGM6,TGM6
ZNF687,ZNF687
RAD9A,RAD9A
ATP5MJ,ATP5MJ
KARS1,KARS1
CLEC2B,CLEC2B
CLK4,CLK4
GRINA,GRINA
ACLY,ACLY
PCYOX1,PCYOX1
mml-mir-101-1,cja-mir-101-1
COMMD8,COMMD8
U1,U1
DCAKD,DCAKD
MARK2,MARK2
KCNV1,KCNV1
SCAMP1,SCAMP1
SATB2,SATB2
ZNF407,ZNF407
ESPNL,ESPNL
RBM44,RBM44
PSMB3,PSMB3
P2RX7,P2RX7
OAS3,OAS3
SUOX,SUOX
DDX23,DDX23
