Gene name,Human gene name
EIF4EBP2,EIF4EBP2
SLC12A8,SLC12A8
ZFP14,ZFP14
GALNT14,GALNT14
GABRA2,GABRA2
EPHA4,EPHA4
IL22,IL22
GJC1,GJC1
SDF2L1,SDF2L1
FTO,FTO
CRYGA,CRYGA
NOP56,NOP56
WAPL,WAPL
DDX55,DDX55
ETFRF1,ETFRF1
TMEM123,TMEM123
SNRPA,SNRPA
SNORD65,SNORD65
SLC11A1,SLC11A1
ENY2,ENY2
NAP1L3,NAP1L3
SNORD49A,SNORD49A
SDK2,SDK2
MATR3,MATR3
SPIRE1,SPIRE1
RINL,RINL
UBLCP1,UBLCP1
ADM,ADM
PRKCB,PRKCB
ECM2,ECM2
Metazoa_SRP,RN7SL135P
SNORD49B,SNORD49B
HPDL,HPDL
HDHD2,HDHD2
DNAJB14,DNAJB14
TMEM70,TMEM70
PPP2R1A,PPP2R1A
PCNA,PCNA
C12H2orf80,C2orf80
FAM133A,FAM133A
CFAP90,CFAP90
U6,RNU6-620P
UNC13D,UNC13D
HIGD1B,HIGD1B
MOGS,MOGS
GRAMD1A,GRAMD1A
ITGAL,ITGAL
U6,RNU6-289P
U6,RNU6-308P
PRMT7,PRMT7
ZFP82,ZFP82
SERAC1,SERAC1
SLFN12,SLFN12
KRAS,KRAS
PSMB4,PSMB4
TRPV2,TRPV2
F2,F2
KMT2C,KMT2C
UBE4A,UBE4A
BIN1,BIN1
U4,RNU4-11P
EVX2,EVX2
ARSK,ARSK
MARF1,MARF1
TNFRSF6B,TNFRSF6B
ZNF514,MRPS5
LRRC20,LRRC20
U6,RNU6-332P
PKHD1L1,PKHD1L1
U7,RNU7-71P
CHRNA2,CHRNA2
FSIP1,FSIP1
Y_RNA,RNY1P16
CCNF,CCNF
U6,RNU6-629P
MDM1,MDM1
EDIL3,EDIL3
LOX,LOX
CLEC9A,CLEC9A
SYCP3,SYCP3
Y_RNA,Y_RNA
HOXD13,HOXD13
ZNF566,ZNF566
EXOSC3,EXOSC3
SLFN12L,SLFN12L
FKBP10,FKBP10
YPEL1,YPEL1
FASTKD3,FASTKD3
CD40,CD40
EFTUD2,EFTUD2
SPTB,SPTB
RBM45,RBM45
ZSWIM5,ZSWIM5
SNORA71,SNORA71A
INO80B,INO80B
CDK1,CDK1
LY96,LY96
TMEM230,TMEM230
PREX2,PREX2
ZNF777,ZNF777
SMCR8,SMCR8
SNORA71,SNORA71C
CDKN1A,CDKN1A
HOXD12,HOXD12
ZNF474,ZNF474
MMP7,MMP7
AIFM1,AIFM1
ARFRP1,ARFRP1
FAM241A,FAM241A
TRMT10B,TRMT10B
U6,RNU6-77P
Y_RNA,Y_RNA
TAB3,TAB3
SNN,SNN
U6,RNU6-1148P
SNORA71,SNORA71D
TMEM171,TMEM171
SBF2,SBF2
GMFB,GMFB
ZNF475,ZNF475
Metazoa_SRP,RN7SL543P
AGBL3,AGBL3
IPPK,IPPK
WNT8A,WNT8A
H2AZ1,H2AZ1
ZNF260,ZNF260
U6,RNU6-1300P
NPFFR1,NPFFR1
HOMER1,HOMER1
CBFB,CBFB
RALGAPB,RALGAPB
KDM5A,KDM5A
PXDN,PXDN
EPOP,EPOP
U7,RNU7-60P
GPR150,GPR150
HOXD11,HOXD11
WBP2,WBP2
U6,RNU6-1197P
SHMT1,SHMT1
U6,RNU6-1255P
MPDZ,MPDZ
KATNAL2,KATNAL2
SNORD57,SNORD57
AP1AR,AP1AR
Y_RNA,Y_RNA
FAM219A,FAM219A
CEL,CEL
ZNF529,ZNF529
TXNDC11,TXNDC11
SLFN14,SLFN14
MTRR,MTRR
ZNF746,ZNF746
TMEM174,TMEM174
U6,RNU6-67P
HOXD10,HOXD10
U6,RNU6-402P
HPS6,HPS6
U1,RNU1-88P
RFESD,RFESD
SLC35C2,SLC35C2
RPH3A,RPH3A
ZNF107,ZNF107
UGT1A1,UGT1A1
SNORD56,SNORD56
JPH1,JPH1
PLCL1,PLCL1
PPA1,PPA1
Y_RNA,Y_RNA
SNCAIP,SNCAIP
USP45,USP45
ATXN7L3B,ATXN7L3B
CYLD,CYLD
GPR176,GPR176
U6,RNU6-133P
CARNS1,CARNS1
MMP20,MMP20
CDC123,CDC123
SNORD86,SNORD86
GNPTAB,GNPTAB
ANKRD13A,ANKRD13A
FRMPD1,FRMPD1
NME5,NME5
MLLT6,MLLT6
U6,RNU6-780P
CCDC103,CCDC103
ZNF26,ZNF26
HOXD9,HOXD9
MED13,MED13
PPIL2,PPIL2
Y_RNA,Y_RNA
SNORA51,SNORA51
SIRT2,SIRT2
Y_RNA,Y_RNA
ZNF382,ZNF382
HOXD8,HOXD8
SNORA9B,SNORA9B
ZNF84,ZNF84
U6,RNU6-1119P
SNORD7,SNORD7
HNF1A,HNF1A
SELENBP1,SELENBP1
SNORD110,SNORD110
TMEM241,TMEM241
U6,RNU6-757P
MTMR4,MTMR4
Metazoa_SRP,RN7SL118P
RACK1,RACK1
LDB1,LDB1
KCNJ8,KCNJ8
FOXD1,FOXD1
Y_RNA,Y_RNA
PEX12,PEX12
STPG4,STPG4
EIF2B1,EIF2B1
CBLIF,CBLIF
GRID1,GRID1
ADAMTS6,ADAMTS6
Y_RNA,RNY3P16
GDAP1,GDAP1
WBP1,WBP1
Y_RNA,Y_RNA
CNKSR2,CNKSR2
IDH1,IDH1
ADCY8,ADCY8
U6,RNU6-661P
JAM3,JAM3
ETV6,ETV6
DEXI,DEXI
TMC2,TMC2
CAMLG,CAMLG
CLEC1B,CLEC1B
PMFBP1,PMFBP1
U6,RNU6-230P
SAXO3,SAXO3
FAM187A,FAM187A
KDM6B,KDM6B
mml-mir-10b,MIR10B
UROD,UROD
TPP1,TPP1
PKDCC,PKDCC
UBE2A,UBE2A
SLC23A2,SLC23A2
U6,RNU6-346P
VASN,VASN
U6,RNU6-460P
EPHX2,EPHX2
BTF3,BTF3
PITPNA,PITPNA
HOXD4,HOXD4
mml-mir-30b,MIR30B
ZNF891,ZNF891
Y_RNA,Y_RNA
ZMYND11,ZMYND11
GFAP,GFAP
FAM174A,FAM174A
ZNF680,ZNF100
U6,RNU6-888P
U5,RNU5E-9P
mml-mir-30d,MIR30D
PHAF1,PHAF1
Y_RNA,Y_RNA
SPMIP6,SPMIP6
HEG1,HEG1
RTKN,RTKN
U4,RNU4-67P
ABCC9,ABCC9
KRBA1,KRBA1
SPATA9,SPATA9
U1,RNU1-76P
HOXD3,HOXD3
SNORD23,SNORD23
CGRRF1,CGRRF1
DDIT4L,DDIT4L
KCMF1,KCMF1
U8,U8
STK38,STK38
MRPL16,MRPL16
BICD2,BICD2
MMP27,MMP27
CAPN13,CAPN13
U6,RNU6-259P
TPO,TPO
DNAJA3,DNAJA3
TECRL,TECRL
CLEC16A,CLEC16A
IL12B,IL12B
KLF10,KLF10
AP2B1,AP2B1
OSBPL6,OSBPL6
ZNF254,ZNF254
LMNTD1,LMNTD1
ZNF567,ZNF567
NT5C3B,NT5C3B
U6,RNU6-412P
MIR2052,MIR2052
SNORD96,SNORD96A
ST8SIA4,ST8SIA4
CRADD,CRADD
RFX5,RFX5
GTF3C5,GTF3C5
U6,RNU6-1039P
GLS,GLS
TMSB10,TMSB10
IRS1,IRS1
TPRX1,TPRX1
ELOA2,ELOA2
HOXD1,HOXD1
SNORD95,SNORD95
DNAJC10,DNAJC10
TMEM88,TMEM88
IRX3,IRX3
CDH22,CDH22
RHOBTB3,RHOBTB3
PNISR,PNISR
EMCN,EMCN
TTC7A,TTC7A
C11H12orf43,C12orf43
Y_RNA,Y_RNA
PI15,PI15
CSTF2T,CSTF2T
KHDRBS3,KHDRBS3
PLEKHG7,PLEKHG7
TRIM52,TRIM52
TEDC2,TEDC2
C13H2orf73,CIMIP6
TXNDC8,TXNDC8
U6,RNU6-448P
ARAP1,ARAP1
BRD8,BRD8
SNORA71,SNORA71E
U4,RNU4-30P
GABRA4,GABRA4
ZNF140,ZNF140
CRX,CRX
MYORG,MYORG
OAS1,OAS1
SNORA71,SNORA60
PSMD11,PSMD11
ALDH5A1,ALDH5A1
TRIM47,TRIM47
SMPD3,SMPD3
ZNF408,ZNF408
SLITRK6,SLITRK6
GTF2H3,GTF2H3
MTX2,MTX2
OTC,OTC
NAA38,NAA38
SNX2,SNX2
ANKRA2,ANKRA2
B3GNT9,B3GNT9
ZNF2,ZNF2
ZNF516,ZNF516
PACS1,PACS1
NUDT2,NUDT2
FTHL17,FTHL17
ADIG,ADIG
ZNF790,ZNF790
GABARAPL2,GABARAPL2
TAF10,TAF10
MIR346,MIR346
HSDL1,HSDL1
TRABD2A,TRABD2A
TRADD,TRADD
ZNF343,ZNF343
TBC1D10C,TBC1D10C
Metazoa_SRP,RN7SL630P
ACYP2,ACYP2
TM9SF4,TM9SF4
CEP76,CEP76
NTF4,NTF4
U7,RNU7-171P
CYB5D1,CYB5D1
ZNF736,ZNF736
Y_RNA,Y_RNA
HECTD3,HECTD3
MMP8,MMP8
PHYKPL,PHYKPL
Metazoa_SRP,RN7SL769P
FBXO10,FBXO10
PPP1R1A,PPP1R1A
SULT2A1,SULT2A1
VPS26B,VPS26B
SALL1,SALL1
U6,RNU6-325P
CENPK,CENPK
Metazoa_SRP,Metazoa_SRP
PATL1,PATL1
FGD3,FGD3
ANAPC7,ANAPC7
PIAS2,PIAS2
C15H9orf152,C9orf152
NTN3,NTN3
LHFPL4,LHFPL4
RAP1B,RAP1B
ARHGAP40,ARHGAP40
TSPYL6,TSPYL6
U1,RNU1-14P
TRIM65,TRIM65
PLPP5,PLPP5
CRISPLD1,CRISPLD1
PPP3CA,PPP3CA
SEPTIN6,SEPTIN6
DMD,DMD
KCNA7,KCNA7
MIR26B,MIR26B
GABRB1,GABRB1
GLE1,GLE1
ZNF268,ZNF268
TMEM140,TMEM140
KIF24,KIF24
SNTG2,SNTG2
SEMA5A,SEMA5A
NAA40,NAA40
GPLD1,GPLD1
LCLAT1,LCLAT1
Y_RNA,Y_RNA
PMEL,PMEL
OASL,OASL
U7,RNU7-172P
U7,RNU7-61P
RASSF2,RASSF2
CLEC12B,CLEC12B
EIF2AK4,EIF2AK4
U1,RNU1-35P
Metazoa_SRP,RN7SL708P
ZNF768,ZNF768
ARPC3,ARPC3
RNU4ATAC2P,RNU4ATAC2P
CDK5R1,CDK5R1
ARHGAP1,ARHGAP1
CYREN,CYREN
VIL1,VIL1
FBXL8,FBXL8
COX7C,COX7C
SNORA70,SNORA70G
NMRAL1,NMRAL1
CSRNP2,CSRNP2
ZNF679,ZNF679
Y_RNA,Y_RNA
G6PC2,G6PC2
PAX3,PAX3
SLC43A2,SLC43A2
GCA,GCA
TYSND1,TYSND1
U7,RNU7-7P
Metazoa_SRP,RN7SL802P
ZGPAT,ZGPAT
ADAT1,ADAT1
SNRPB,SNRPB
PRRG4,PRRG4
BSPH1,BSPH1
Metazoa_SRP,RN7SL8P
TBC1D24,TBC1D24
COL23A1,COL23A1
DNAH6,DNAH6
DNAAF1,DNAAF1
ZNF892,ZNF892
ILK,ILK
IRX5,IRX5
Metazoa_SRP,Metazoa_SRP
SLC32A1,SLC32A1
GFI1B,GFI1B
CABLES1,CABLES1
UTP15,UTP15
ZNF345,ZNF345
KMT2A,KMT2A
ELSPBP1,ELSPBP1
MRPL38,MRPL38
PI4KB,PI4KB
MYO1D,MYO1D
KIF18B,KIF18B
HSF4,HSF4
ZNF735,ZNF735
PLXNC1,PLXNC1
RASSF8,RASSF8
MID1IP1,MID1IP1
GPAM,GPAM
U6,RNU6-804P
EBAG9,EBAG9
SLCO4C1,SLCO4C1
EEA1,EEA1
PRND,PRND
FBN1,FBN1
ZNF267,ZNF267
ANK3,ANK3
NUP107,NUP107
U4,RNU4-36P
IGLL1,IGLL1
SNORA70,SNORA70
CHCHD1,CHCHD1
PPWD1,PPWD1
RCOR2,RCOR2
SNRNP70,SNRNP70
CCSER2,CCSER2
TENT2,TENT2
NSD3,NSD3
ZNF689,ZNF689
TFCP2,TFCP2
CAMK1D,CAMK1D
WDR91,WDR91
CCDC73,CCDC73
MTMR14,MTMR14
SAMD4A,SAMD4A
ZFP90,ZFP90
LACRT,LACRT
PSME4,PSME4
WDR54,WDR54
HSF5,HSF5
U6,RNU6-821P
PPP1CA,PPP1CA
ACTR5,ACTR5
CHD3,CHD3
ADRA1B,ADRA1B
PRNP,PRNP
Y_RNA,Y_RNA
SLC7A5,SLC7A5
ADGRL3,ADGRL3
CLEC12A,CLEC12A
PNMA5,PNMA5
TIFA,TIFA
PROM2,PROM2
U2,RNU2-50P
MMP10,MMP10
RAB33A,RAB33A
ZNF467,ZNF467
ZNF829,ZNF829
PALM2AKAP2,PALM2AKAP2
ELMO2,ELMO2
mml-mir-301b,MIR301B
U7,RNU7-21P
Y_RNA,Y_RNA
GLRX,GLRX
BCL2L14,BCL2L14
AIFM2,AIFM2
PCGF2,PCGF2
FBF1,FBF1
U6,RNU6-591P
FUT11,FUT11
UBAP1,UBAP1
HSP90B1,HSP90B1
ZC3H7A,ZC3H7A
HNF4G,HNF4G
RPLP1,RPLP1
ST8SIA5,ST8SIA5
Y_RNA,Y_RNA
Metazoa_SRP,RN7SL841P
CLEC2A,CLEC2A
SCN1B,SCN1B
TTC1,TTC1
CCDC116,CCDC116
ALPK1,ALPK1
TCTN2,TCTN2
TAF1C,TAF1C
DHX38,DHX38
CCDC57,CCDC57
SYBU,SYBU
RASA1,RASA1
SGPP2,SGPP2
IRX6,IRX6
ZNF568,ZNF568
GPN3,GPN3
PPRC1,PPRC1
SLCO6A1,SLCO6A1
SLC6A3,SLC6A3
MUC13,MUC13
SNORA49,SNORA49
TSHZ1,TSHZ1
YDJC,YDJC
YPEL5,YPEL5
ZNF280C,ZNF280C
RNF43,RNF43
MMP1,MMP1
LIME1,LIME1
ADRA1D,ADRA1D
U3,U3
ZNF528,ZNF528
KLRF2,KLRF2
CCDC77,CCDC77
Y_RNA,Y_RNA
SCLY,SCLY
MACROH2A2,MACROH2A2
U6,RNU6-619P
Metazoa_SRP,RN7SL646P
PRPSAP2,PRPSAP2
ANHX,ANHX
PLA2G4C,PLA2G4C
KLHL10,KLHL10
SAGE1,SAGE1
THYN1,THYN1
PNMA3,PNMA3
ZNF420,ZNF420
SLC31A2,SLC31A2
POLR1E,POLR1E
SEC24C,SEC24C
C1QL1,C1QL1
PNPLA8,PNPLA8
TSC1,TSC1
Metazoa_SRP,RN7SL732P
ITGB5,ITGB5
U6,RNU6-183P
FARSB,FARSB
BHLHE41,BHLHE41
Metazoa_SRP,Metazoa_SRP
FRZB,FRZB
SLC2A4RG,SLC2A4RG
PIKFYVE,PIKFYVE
TESPA1,TESPA1
PPP1R16B,PPP1R16B
ELL2,ELL2
Y_RNA,Y_RNA
SLC38A2,SLC38A2
ABCB11,ABCB11
PTGR3,PTGR3
DDX51,DDX51
MMP2,MMP2
PTPN2,PTPN2
SUPT4H1,SUPT4H1
RAB5B,RAB5B
KLHL11,KLHL11
C13H2orf81,C2orf81
Metazoa_SRP,RN7SL444P
RRP8,RRP8
FAM135B,FAM135B
LRP6,LRP6
ARHGEF28,ARHGEF28
STEEP1,NKRF
SMOX,SMOX
U6,RNU6-936P
MMP3,MMP3
Y_RNA,Y_RNA
SNRPG,SNRPG
CDH3,CDH3
Metazoa_SRP,Metazoa_SRP
U7,RNU7-28P
RAB8A,RAB8A
CHRNE,CHRNE
U7,RNU7-147P
TRIM23,TRIM23
TGM6,TGM6
ZNF687,ZNF687
GPD2,GPD2
RAD9A,RAD9A
ATP5MJ,ATP5MJ
KARS1,KARS1
U2,U2
CLEC2B,CLEC2B
CLK4,CLK4
GRINA,GRINA
ACLY,ACLY
PCYOX1,PCYOX1
mml-mir-101-1,MIR101-1
COMMD8,COMMD8
DCAKD,DCAKD
MARK2,MARK2
KCNV1,KCNV1
SCAMP1,SCAMP1
SATB2,SATB2
ZNF407,ZNF407
ESPNL,ESPNL
RBM44,RBM44
PSMB3,PSMB3
P2RX7,P2RX7
PRR14,PRR14
OAS3,OAS3
SUOX,SUOX
DDX23,DDX23
SSPN,SSPN
USP37,USP37
PDPK1,PDPK1
PABIR3,PABIR3
SNORA72,SNORA72
CYFIP1,CYFIP1
RBBP8,RBBP8
PTPN18,PTPN18
TUSC1,TUSC1
CDKN1C,CDKN1C
ZBTB5,ZBTB5
LRATD1,LRATD1
CMAS,CMAS
U6,RNU6-1176P
STAT1,STAT1
PIP5K1B,PIP5K1B
HPN,HPN
ALK,ALK
FAM216A,FAM216A
STRA8,STRA8
MRS2,MRS2
PAM,PAM
CARD14,CARD14
CA5A,CA5A
ZNF585A,ZNF585A
ZFP37,ZFP37
BCOR,BCOR
ZBTB46,ZBTB46
B4GALNT3,B4GALNT3
TLE3,TLE3
RORB,RORB
Metazoa_SRP,RN7SL689P
SUSD3,SUSD3
U6,RNU6-1126P
KLRF1,KLRF1
EXOSC4,EXOSC4
mml-mir-583,MIR583
TMED4,TMED4
PPIC,PPIC
QPCT,QPCT
TMEM18,TMEM18
MIR4736,MIR4736
SWAP70,SWAP70
GRHPR,GRHPR
U6,RNU6-524P
NOC4L,NOC4L
VPS29,VPS29
ODF2,ODF2
MIR142,MIR142
SEPTIN14,SEPTIN14
TDRD9,TDRD9
NOLC1,NOLC1
mml-mir-600,MIR600
DPH1,DPH1
EFR3A,EFR3A
MMP12,MMP12
PCSK1,PCSK1
PDLIM1,PDLIM1
DNHD1,DNHD1
DCTN1,DCTN1
NEUROG2,NEUROG2
LPCAT1,LPCAT1
Y_RNA,RNY1P15
Metazoa_SRP,RN7SL116P
TENM3,TENM3
SNORD77B,SNORD77B
ACOX1,ACOX1
CCNYL1B,CCNYL1B
mml-mir-643,MIR643
IKZF4,IKZF4
PNMA6F,PNMA6F
Y_RNA,Y_RNA
C6H5orf24,C5orf24
CCDC3,CCDC3
ZNF883,ZNF883
PWWP2A,PWWP2A
HSH2D,HSH2D
SYNPO2L,SYNPO2L
OSBP,OSBP
NEUROD4,NEUROD4
CLU,CLU
NOL3,NOL3
CNOT4,CNOT4
ZNF534,ZNF534
GPAA1,GPAA1
AURKB,AURKB
DNAJB9,DNAJB9
KLHL30,KLHL30
SCARA5,SCARA5
KCNIP3,KCNIP3
GINS3,GINS3
ABHD16B,ABHD16B
Metazoa_SRP,RN7SL748P
MMGT1,MMGT1
ACAD8,ACAD8
FNTB,FNTB
U6,RNU6-866P
TGM3,TGM3
DHX35,DHX35
INSM1,INSM1
TIA1,TIA1
TXNDC15,TXNDC15
MYOZ1,MYOZ1
ATP10D,ATP10D
IZUMO3,IZUMO3
POLD4,POLD4
RNF24,RNF24
TSPOAP1,TSPOAP1
MATCAP1,MATCAP1
OR10A7,OR10A7
TRIB2,TRIB2
LOXHD1,LOXHD1
ZBTB26,ZBTB26
COL13A1,COL13A1
FBRS,FBRS
SHLD3,SHLD3
LPCAT2,LPCAT2
THAP5,THAP5
CFAP61,CFAP61
ZNF875,ZNF875
CDH1,CDH1
RAD9B,RAD9B
ZGRF1,ZGRF1
ADAD2,ADAD2
SLC46A2,SLC46A2
TMEM98,TMEM98
KCTD20,KCTD20
Metazoa_SRP,Metazoa_SRP
SGSH,SGSH
MOCS2,MOCS2
NCKAP1,NCKAP1
Y_RNA,Y_RNA
GTF2H5,GTF2H5
OR6C74,OR6C74
ZNF701,ZNF701
TLE1,TLE1
PIP4K2B,PIP4K2B
TPD52L2,TPD52L2
FXYD3,FXYD3
NMT1,NMT1
SLC5A10,SLC5A10
COL1A1,COL1A1
USP54,USP54
DCAF12,DCAF12
STXBP4,STXBP4
U6,RNU6-616P
SOWAHD,SOWAHD
MCM5,MCM5
TRAPPC13,TRAPPC13
SPAG1,SPAG1
OR6C1,OR6C1
PNMA6E,PNMA6E
MOGAT1,MOGAT1
RPL38,RPL38
U6,RNU6-820P
RBM27,RBM27
ZBTB6,ZBTB6
Metazoa_SRP,RN7SL754P
HMOX2,HMOX2
CIB3,CIB3
U1,RNU1-149P
EIF3M,EIF3M
PCBD2,PCBD2
OPTN,OPTN
ATG13,ATG13
Metazoa_SRP,Metazoa_SRP
KCTD5,KCTD5
PRKD3,PRKD3
Y_RNA,Y_RNA
SHARPIN,SHARPIN
ZFP92,ZFP92
PRKACG,PRKACG
Metazoa_SRP,RN7SL711P
SLC9A6,SLC9A6
C16H17orf107,C17orf107
MRI1,MRI1
PRDM6,PRDM6
GCH1,GCH1
ITPR2,ITPR2
U4,RNU4-37P
LIG1,LIG1
ZNF527,ZNF527
RAMP1,RAMP1
CATSPER3,CATSPER3
LHFPL2,LHFPL2
C8H8orf34,C8orf34
RASL10B,RASL10B
KIF5A,KIF5A
CD69,CD69
BANP,BANP
OR6C75,OR6C75
IMP4,IMP4
EXOC3L1,EXOC3L1
MMP13,MMP13
SLC38A4,SLC38A4
SNX30,SNX30
ALKAL2,ALKAL2
MALL,MALL
PPTC7,PPTC7
CARD19,CARD19
OAS2,OAS2
ST8SIA1,ST8SIA1
MYOM2,MYOM2
CSMD3,CSMD3
ZNF808,ZNF808
DDX56,DDX56
RC3H2,RC3H2
TULP4,TULP4
P2RX4,P2RX4
FXN,FXN
SNORA69,SNORA69
LGI4,LGI4
RND1,RND1
Metazoa_SRP,RN7SL516P
SLC26A11,SLC26A11
SLC25A11,SLC25A11
TTYH2,TTYH2
MCFD2,MCFD2
U6,RNU6-627P
STRC,STRC
STAT4,STAT4
NPHP1,NPHP1
NINJ2,NINJ2
MRPS17,MRPS17
PTPN3,PTPN3
ZNF569,ZNF569
FABP6,FABP6
SUCLG1,SUCLG1
FAM83G,FAM83G
FAM32A,FAM32A
CDIP1,CDIP1
PANK2,PANK2
TRPM6,TRPM6
U6,RNU6-843P
GLB1L3,GLB1L3
CTC1,CTC1
CYC1,CYC1
SSH3,SSH3
UPF3B,UPF3B
RD3L,RD3L
UMPS,UMPS
CNDP1,CNDP1
NUP205,NUP205
FTCDNL1,FTCDNL1
HAUS7,HAUS7
ZNF83,ZNF83
CLIP4,CLIP4
CBFA2T2,CBFA2T2
GAS2L2,GAS2L2
C2CD5,C2CD5
ODAD4,ODAD4
OR6C2,OR6C2
CEP120,CEP120
CCDC122,CCDC122
CAST,CAST
UBE2F,UBE2F
Y_RNA,Y_RNA
ILKAP,ILKAP
SPACA3,SPACA3
CWC25,CWC25
RGR,RGR
U6,RNU6-416P
WDHD1,WDHD1
U6,RNU6-1130P
EIF2B3,EIF2B3
PITX1,PITX1
CCNJL,CCNJL
OR6C4,OR6C4
PSMD4,PSMD4
U6,RNU6-600P
TCTN1,TCTN1
Metazoa_SRP,RN7SL634P
U6,RNU6-391P
PAIP2,PAIP2
NIPSNAP2,NIPSNAP2
C9H10orf53,C10orf53
SOCS5,SOCS5
TANGO6,TANGO6
KCNG4,KCNG4
GRAP,GRAPL
IMMP2L,IMMP2L
ZCCHC7,ZCCHC7
Metazoa_SRP,RN7SL379P
OR2AP1,OR2AP1
DCUN1D5,DCUN1D5
Y_RNA,Y_RNA
TIMM10B,TIMM10B
Metazoa_SRP,RN7SL800P
RNF19A,RNF19A
U7,RNU7-102P
ELAVL2,ELAVL2
GRIA1,GRIA1
CLEC2D,CLEC2D
SNORD18,SNORD18
KLHL34,KLHL34
SLC35E3,SLC35E3
INIP,INIP
NUGGC,NUGGC
CLCN3,CLCN3
SF3B2,SF3B2
ASIC2,ASIC2
ARF3,ARF3
U6,RNU6-199P
SLC25A14,SLC25A14
COL22A1,COL22A1
CHAT,CHAT
Y_RNA,Y_RNA
U7,RNU7-103P
ACSL3,ACSL3
mml-mir-103-2,MIR103A2
C1QTNF2,C1QTNF2
ASPG,ASPG
OR10P1,OR10P1
TJP2,TJP2
MAF1,MAF1
ZNF570,ZNF570
SMPX,SMPX
ELOVL3,ELOVL3
DCDC2,DCDC2
C16H17orf50,C17orf50
SLC23A1,SLC23A1
ATP11A,ATP11A
WFDC1,WFDC1
Metazoa_SRP,RN7SL717P
CCDC115,CCDC115
ERBB3,ERBB3
E2F4,E2F4
CORIN,CORIN
PRSS27,PRSS27
Metazoa_SRP,RN7SL105P
mml-mir-219-2,MIR219A2
C12H2orf69,C2orf69
MCMBP,MCMBP
SRCAP,SRCAP
UBAP2,UBAP2
TICAM1,TICAM1
POU6F1,POU6F1
ARFIP2,ARFIP2
FIGN,FIGN
LRIT1,LRIT1
OR4D9,OR4D9
Y_RNA,Y_RNA
ZNF611,ZNF611
ATP6V0A2,ATP6V0A2
CNP,CNP
URM1,URM1
SH3YL1,SH3YL1
U6,RNU6-883P
TEX51,TEX51
MT4,MT4
RHBDD1,RHBDD1
SCARF1,SCARF1
AP1M1,AP1M1
TYW5,TYW5
CRIPT,CRIPT
SCARA3,SCARA3
FAM200C,FAM200C
ZNF793,ZNF793
U7,U7
PPP3CB,PPP3CB
YY2,YY2
AMIGO2,AMIGO2
LRIT2,LRIT2
MAVS,MAVS
NINJ1,NINJ1
OR4D11,OR4D11
Y_RNA,Y_RNA
ITGA7,ITGA7
SULF1,SULF1
U6,RNU6-898P
U6,RNU6-554P
ARK2C,ARK2C
ZNF600,ZNF600
RPS6KB1,RPS6KB1
U6,RNU6-101P
LPIN1,LPIN1
BGN,BGN
SLU7,SLU7
PRSS22,PRSS22
COX11,COX11
DTX1,DTX1
CRNKL1,CRNKL1
MMP28,MMP28
HAS3,HAS3
OR2AT4,OR2AT4
C20H16orf96,C16orf96
PCED1B,PCED1B
U6,RNU6-606P
COL4A4,COL4A4
KIAA1958,KIAA1958
SLC6A2,SLC6A2
NPC1L1,NPC1L1
SLC16A3,SLC16A3
CDHR1,CDHR1
U6,RNU6-172P
RNF213,RNF213
STK35,STK35
FXYD1,FXYD1
MZB1,MZB1
CXHXorf48,CT55
OR4D10,OR4D10
TXNL4B,TXNL4B
NRSN1,NRSN1
FAM241B,FAM241B
CATSPER2,CATSPER2
DHRS9,DHRS9
U6,RNU6-675P
CAMKK2,CAMKK2
ZNF28,ZNF28
CCNH,CCNH
DRAM1,DRAM1
WNK1,WNK1
GBF1,GBF1
U1,RNU1-80P
PLAGL2,PLAGL2
NDRG4,NDRG4
ELP3,ELP3
Metazoa_SRP,RN7SL502P
MDM2,MDM2
SETD3,SETD3
Y_RNA,Y_RNA
ZNF571,ZNF571
DOCK4,DOCK4
SLC14A1,SLC14A1
U7,RNU7-164P
Metazoa_SRP,RN7SL173P
HVCN1,HVCN1
PDYN,PDYN
DTNBP1,DTNBP1
ETV7,ETV7
ZNF75D,ZNF75D
TOM1L1,TOM1L1
PROB1,PROB1
LRRC4C,LRRC4C
FXYD7,FXYD7
CCDC65,CCDC65
Metazoa_SRP,Metazoa_SRP
KCNE4,KCNE4
BUB1,BUB1
HES6,HES6
SLC27A4,SLC27A4
OR4D6,OR4D6
MCM10,MCM10
ATP2B3,ATP2B3
U6,RNU6-700P
NEUROG3,NEUROG3
PJVK,PJVK
TRIM3,TRIM3
ZNF540,ZNF540
RASAL1,RASAL1
KLRB1,KLRB1
SPATA24,SPATA24
NRG4,NRG4
ATP6AP2,ATP6AP2
TMEM181,TMEM181
ZNF816,ZNF816
RNF167,RNF167
DAZAP2,DAZAP2
PIGF,PIGF
Y_RNA,Y_RNA
ARK2N,ARK2N
FOXD4L1,FOXD4L1
ZNF70,ZNF70
TSPAN15,TSPAN15
U6,RNU6-894P
DERPC,DERPC
HGH1,HGH1
WNK2,WNK2
U6,RNU6-462P
WASHC3,WASHC3
KALRN,KALRN
U6,RNU6-1086P
NIPA2,NIPA2
MAIP1,MAIP1
DPF3,DPF3
Y_RNA,Y_RNA
ATP2C2,ATP2C2
ANKRD46,ANKRD46
U6,RNU6-1312P
U6,RNU6-745P
Metazoa_SRP,RN7SL807P
VPREB3,VPREB3
EPN2,EPN2
HMOX1,HMOX1
RPAP3,RPAP3
DMRTA1,DMRTA1
BANK1,BANK1
