Gene name	Gorilla gene name	Gorilla homology type	%id. target Gorilla gene identical to query gene	%id. query gene identical to target Gorilla gene	Gorilla Gene-order conservation score	Gorilla Whole-genome alignment coverage	Gorilla orthology confidence [0 low, 1 high]
PM20D2	PM20D2	ortholog_one2one	97.9358	97.7117	100	100.00	1
SSC4D	SSC4D	ortholog_one2many	98.2609	98.2609	100	100.00	1
CCDC90B	CCDC90B	ortholog_one2one	88.9764	92.2449	100	100.00	1
TDP1	TDP1	ortholog_one2one	99.1776	99.1776	100	100.00	1
MN1	MN1	ortholog_one2one	99.2453	99.3953	100	100.00	1
STRIT1	STRIT1	ortholog_one2one	100	100	100	100.00	1
FAIM2	FAIM2	ortholog_one2one	99.3671	99.3671	100	100.00	1
ARSD	ARSD	ortholog_one2one	91.9937	98.8196	100	41.62	1
KRBA1	KRBA1	ortholog_one2many	93.3271	95.757	50	100.00	1
PMM1	PMM1	ortholog_one2one	100	100	100	100.00	1
DYNC1I2	DYNC1I2	ortholog_one2one	100	100	100	100.00	1
TEP1	TEP1	ortholog_one2one	98.7819	98.7819	100	100.00	1
FCER1A	FCER1A	ortholog_one2one	97.3077	98.4436	100	100.00	1
		ortholog_one2one	89.0909	90.1841	100	100.00	1
RMND1	RMND1	ortholog_one2one	87.3051	98	100	100.00	1
TRPC6	TRPC6	ortholog_one2one	99.4629	99.4629	100	100.00	1
NACAD	NACAD	ortholog_one2one	94.7742	92.6229	100	100.00	1
							
NLRP3	NLRP3	ortholog_one2one	96.2927	96.0117	100	100.00	1
RCBTB1	RCBTB1	ortholog_one2one	82.4859	100	100	68.13	1
ZNF732	ZNF732	ortholog_one2one	97.9487	98.2847	75	100.00	1
IVL							
		ortholog_one2many	89.0909	90.7407	50	100.00	1
AMY2B		ortholog_one2one	53.229	99.2701	100	100.00	0
							
KRT7	KRT7	ortholog_one2one	99.5736	99.5736	50	100.00	1
CEP192	CEP192	ortholog_one2one	98.1868	98.1868	100	100.00	1
PRR35	PRR35	ortholog_one2one	92.1329	94.614	50	100.00	1
WFDC8	WFDC8	ortholog_one2one	97.0954	97.0954	100	100.00	1
ZNF8		ortholog_one2many	99.3043	99.3043	100	100.00	1
ZNF8		ortholog_one2many	96.1739	98.9267	0	100.00	1
AK6	AK6	ortholog_one2one	100	96.6292	100	44.61	1
TMEM105		ortholog_one2one	94.5736	94.5736	100	100.00	1
PSMC5	PSMC5	ortholog_one2one	100	100	100	100.00	1
ZNF367	ZNF367	ortholog_one2one	100	100	100	100.00	1
SV2C	SV2C	ortholog_one2one	99.8624	99.8624	100	100.00	1
ETHE1	ETHE1	ortholog_one2one	72.093	86.1111	100	100.00	0
KIF24	KIF24	ortholog_one2one	99.1422	99.1422	100	100.00	1
EPHA7	EPHA7	ortholog_one2one	99.7996	99.7996	100	100.00	1
U2AF1L4		ortholog_one2one	95.4545	95.4545	100	100.00	1
SP1	SP1	ortholog_one2one	99.7455	99.7455	100	100.00	1
KRT77	KRT77	ortholog_one2one	97.7702	97.6027	100	100.00	1
HSF4	HSF4	ortholog_one2one	99.3976	99.3976	100	100.00	1
CPNE9	CPNE9	ortholog_one2one	100	100	100	100.00	1
KBTBD3	KBTBD3	ortholog_one2one	99.8366	99.8366	100	100.00	1
AGPAT5	AGPAT5	ortholog_one2one	99.1758	99.1758	100	100.00	1
		ortholog_one2one	93.5743	88.7619	100	100.00	1
RTKN	RTKN	ortholog_one2one	99.8224	99.8224	100	100.00	1
							
							
CNTN6	CNTN6	ortholog_one2one	99.3191	99.3191	100	100.00	1
							
CABYR		ortholog_one2one	92.4949	96.8153	75	100.00	1
CARMIL1	CARMIL1	ortholog_one2one	98.4683	98.4683	100	99.88	1
		ortholog_one2many	88.3845	92.7171	100	100.00	1
LHX8	LHX8	ortholog_one2one	99.7347	99.7347	100	100.00	1
FAM210B	FAM210B	ortholog_one2one	98.9583	98.9583	100	14.94	1
PRKG2	PRKG2	ortholog_one2one	100	100	100	100.00	1
TPK1	TPK1	ortholog_one2one	95.4733	94.6939	50	100.00	1
BMP3	BMP3	ortholog_one2one	98.3051	98.3051	75	100.00	1
OR5H6	OR5H6	ortholog_one2one	90.7051	87.0769	100	100.00	1
ASPDH							
		ortholog_one2many	84.7619	72.8965	0	0.00	0
GSX1	GSX1	ortholog_one2one	100	100	100	100.00	1
		ortholog_one2one	70.1031	85	100	100.00	0
TEX56P		ortholog_one2one	70.7143	42.6724	100	100.00	0
SLTM	SLTM	ortholog_one2one	99.5164	100	100	100.00	1
PLEKHM2	PLEKHM2	ortholog_one2one	97.841	98.2266	100	100.00	1
SLC52A2	SLC52A2	ortholog_one2many	96.468	98.2022	100	0.00	1
RAB42	RAB42	ortholog_one2one	99.5413	99.5413	100	100.00	1
PLAT	PLAT	ortholog_one2one	85.208	98.75	100	100.00	1
LYZL4	LYZL4	ortholog_one2one	99.3151	99.3151	100	100.00	1
SPAG8	SPAG8	ortholog_one2one	84.1046	86.1856	100	100.00	1
NTMT2	NTMT2	ortholog_one2one	95.6835	93.9929	100	100.00	1
MYPN	MYPN	ortholog_one2one	99.0909	99.0909	100	100.00	1
PIK3R2		ortholog_one2one	78.5714	95.9732	100	100.00	0
RANBP17	RANBP17	ortholog_one2one	99.4485	99.4485	100	100.00	1
CMIP	CMIP	ortholog_one2one	94.2204	91.395	100	100.00	1
MRPL18	MRPL18	ortholog_one2one	91.1111	89.6175	100	100.00	1
OLFM3	OLFM3	ortholog_one2one	100	100	100	100.00	1
KMT2D	KMT2D	ortholog_one2one	98.8813	98.81	100	100.00	1
ASF1A	ASF1A	ortholog_one2one	100	100	100	100.00	1
DENND1B	DENND1B	ortholog_one2one	98.9677	98.9677	100	100.00	1
							
LLPH	LLPH	ortholog_one2one	100	100	100	100.00	1
MIER1	MIER1	ortholog_one2one	89.7345	99.6071	100	100.00	1
		ortholog_one2one	95.509	94.3787	100	100.00	1
		ortholog_one2one	98.4293	98.4293	100	100.00	1
DEF8	DEF8	ortholog_one2one	99.5565	99.3363	100	100.00	1
							
DCST2	DCST2	ortholog_one2one	98.8357	98.8357	100	100.00	1
CRYAA	CRYAA	ortholog_one2one	100	100	100	100.00	1
NLK	NLK	ortholog_one2one	100	100	100	100.00	1
		ortholog_one2one	78.1944	91.9935	75	100.00	0
CAB39	CAB39	ortholog_one2one	100	100	100	100.00	1
FANK1	FANK1	ortholog_one2one	88.9855	87.2159	100	100.00	1
DKKL1	DKKL1	ortholog_one2one	97.9339	97.9339	100	100.00	1
APOOL							
CBX5	CBX5	ortholog_one2one	90.3553	93.1937	100	100.00	1
		ortholog_one2many	83.2536	75.3247	0	0.00	0
NPVF	NPVF	ortholog_one2one	97.9592	97.9592	100	100.00	1
		ortholog_one2many	33.3333	44.2478	0	0.00	0
		ortholog_one2many	22	76.7442	0	0.00	0
CDK2AP1		ortholog_one2many	37.3134	68.4931	0	0.00	0
CDK2AP1		ortholog_one2many	61.194	61.6541	100	100.00	0
WFDC9	WFDC9	ortholog_one2one	100	100	100	100.00	1
S100A3	S100A3	ortholog_one2one	100	100	100	100.00	1
DTNA		ortholog_one2many	100	100	100	100.00	1
DTNA		ortholog_one2many	18.6078	91.4474	100	98.35	0
DTNA		ortholog_one2many	22.6238	100	100	98.35	0
TRABD2A	TRABD2A	ortholog_one2one	99.2079	99.2079	100	100.00	1
							
SOX9	SOX9	ortholog_one2one	99.8035	99.8035	75	100.00	1
BACH1	BACH1	ortholog_one2one	98.913	98.913	100	100.00	1
TMEM184B	TMEM184B	ortholog_one2one	99.5086	99.5086	100	100.00	1
TCAP	TCAP	ortholog_one2one	99.4012	99.4012	100	100.00	1
FAM170A	FAM170A	ortholog_one2one	97.2727	97.2727	100	100.00	1
EXTL1	EXTL1	ortholog_one2one	98.2249	98.2249	100	100.00	1
OBSCN	OBSCN	ortholog_one2one	90.0886	91.0998	100	100.00	1
ADAMTSL1	ADAMTSL1	ortholog_one2one	99.546	99.546	100	100.00	1
NR1I3	NR1I3	ortholog_one2one	94.6779	94.4134	100	100.00	1
ELSPBP1	ELSPBP1	ortholog_one2one	88.1279	93.6893	100	100.00	1
FAM81B	FAM81B	ortholog_one2one	98.4513	98.4513	100	100.00	1
FKBP11	FKBP11	ortholog_one2one	83.8235	100	0	0.00	0
							
VPS37B	VPS37B	ortholog_one2one	99.6491	99.6491	100	100.00	1
CCNE2	CCNE2	ortholog_one2one	99.2574	99.2574	100	100.00	1
ERCC6L2		ortholog_one2one	99.1573	99.1573	100	100.00	1
USP9X	USP9X	ortholog_one2one	99.8842	99.8842	100	100.00	1
CD160		ortholog_one2one	99.1453	99.1453	50	100.00	1
DEF6	DEF6	ortholog_one2one	100	100	75	100.00	1
NIPAL4	NIPAL4	ortholog_one2one	99.5708	99.5708	100	100.00	1
POLDIP3	POLDIP3	ortholog_one2one	97.8622	93.6364	100	100.00	1
TMEM235	TMEM235	ortholog_one2one	83.4081	85.3211	100	100.00	1
HSD17B2	HSD17B2	ortholog_one2one	98.708	98.708	100	100.00	1
		ortholog_many2many	87.1795	96.7971	0	0.00	0
		ortholog_many2many	93.2692	95.098	0	0.00	0
							
UTP3							
CECR2	CECR2	ortholog_one2one	93.3333	97.6056	100	99.88	1
	POU5F1	ortholog_one2many	97.4138	94.1667	0	0.00	0
							
		ortholog_many2many	50.7418	74.6725	0	0.00	0
		ortholog_many2many	48.0712	86.631	0	0.00	0
		ortholog_many2many	46.8843	66.1088	50	0.00	0
		ortholog_many2many	72.4036	82.7119	0	0.00	0
NANOG		ortholog_one2one	97.7049	97.7049	100	100.00	1
MMP27	MMP27	ortholog_one2one	99.0253	99.0253	100	100.00	1
STEAP1							
		ortholog_one2one	82.9146	97.0588	100	100.00	1
TMTC1	TMTC1	ortholog_one2one	95.9746	97.6293	100	100.00	1
PLXNB1	PLXNB1	ortholog_one2one	99.2506	99.2506	100	100.00	1
MGAT4C	MGAT4C	ortholog_one2one	100	100	100	100.00	1
OTUD3	OTUD3	ortholog_one2one	99.7487	99.7487	100	100.00	1
SLC27A4	SLC27A4	ortholog_one2one	98.7616	98.609	100	100.00	1
ASB13	ASB13	ortholog_one2one	99.6403	99.6403	100	100.00	1
RBM27	RBM27	ortholog_one2one	99.8113	99.8113	100	100.00	1
CRIP3	CRIP3	ortholog_one2one	98.0392	98.0392	100	100.00	1
SMS							
CFAP263	CCDC113	ortholog_one2one	98.1432	98.1432	100	100.00	1
H6PD	H6PD	ortholog_one2one	99.1272	99.1272	100	100.00	1
BBS4	BBS4	ortholog_one2one	99.8073	99.8073	100	100.00	1
CDX2	CDX2	ortholog_one2one	99.6805	99.6805	100	100.00	1
KLHL21	KLHL21	ortholog_one2one	99.8325	99.8325	100	100.00	1
ELAVL4	ELAVL4	ortholog_one2one	100	100	100	100.00	1
FUT3	FUT3	ortholog_one2one	97.9472	92.5208	100	100.00	1
							
CRYBB2	CRYBB2	ortholog_one2one	61.165	32.9843	50	0.00	0
CCNO	CCNO	ortholog_one2one	98	98	100	100.00	1
							
RDH11	RDH11	ortholog_one2one	99.0566	99.0566	100	100.00	1
		ortholog_one2one	98.4962	98.4962	100	100.00	1
SLC22A15	SLC22A15	ortholog_one2one	99.6344	99.6344	100	100.00	1
CD8B		ortholog_one2one	79.0123	93.2039	100	25.70	0
GSR	GSR	ortholog_one2one	92.9119	97	75	100.00	1
DNER	DNER	ortholog_one2one	99.3234	99.7283	100	100.00	1
COPS5	COPS5	ortholog_one2many	100	100	100	100.00	1
GALNT5	GALNT5	ortholog_one2one	98.2979	98.2979	100	100.00	1
TGFB1	TGFB1	ortholog_one2one	100	100	100	100.00	1
LRRFIP1		ortholog_one2one	98.0198	98.0198	100	100.00	1
BMAL2	BMAL2	ortholog_one2one	99.3701	99.2138	100	100.00	1
KIF21A	KIF21A	ortholog_one2one	97.7528	98.7455	75	100.00	1
		ortholog_one2one	96.9388	93.1373	100	100.00	1
		ortholog_one2one	100	100	0	0.00	0
CPLX1	CPLX1	ortholog_one2one	100	100	100	100.00	1
GNB2	GNB2	ortholog_one2many	100	100	100	100.00	1
KHDC1		ortholog_one2many	98.3051	97.8903	100	100.00	1
TXN2	TXN2	ortholog_one2one	98.5075	98.0198	100	100.00	1
MED16	MED16	ortholog_one2one	93.6364	24.3211	100	0.00	0
AGFG2	AGFG2	ortholog_one2many	98.5417	98.5417	100	100.00	1
		ortholog_one2one	94.1176	92.8571	75	100.00	1
IL7	IL7	ortholog_one2one	100	100	100	100.00	1
USP1	USP1	ortholog_one2one	99.6178	99.6178	100	100.00	1
							
		ortholog_one2one	54.9133	62.9139	0	0.00	0
MTX2	MTX2	ortholog_one2one	90.1141	100	75	95.92	1
ZNF610	ZNF610	ortholog_one2one	98.2609	98.2609	100	100.00	1
CHORDC1	CHORDC1	ortholog_one2one	99.0964	99.0964	50	100.00	1
TEC							
							
SYTL4	SYTL4	ortholog_one2one	99.5536	99.4056	100	100.00	1
DCX	DCX	ortholog_one2one	99.7619	99.7619	100	100.00	1
CD300LG	CD300LG	ortholog_one2one	96.6867	96.6867	100	100.00	1
DEFB106A	DEFB106A	ortholog_one2one	100	100	50	0.00	0
TMEM182	TMEM182	ortholog_one2one	100	100	100	100.00	1
NHSL2	NHSL2	ortholog_one2one	98.9388	98.9388	100	100.00	1
MAPKAPK3	MAPKAPK3	ortholog_one2one	99.7382	99.7382	100	100.00	1
AOC1	AOC1	ortholog_one2many	98.9404	98.9404	100	100.00	1
KLHL1	KLHL1	ortholog_one2one	99.8663	99.8663	100	100.00	1
ZNF385A		ortholog_one2one	98.0676	87.3118	100	100.00	1
CCL2	CCL2	ortholog_one2one	74.3119	81.8182	100	100.00	0
ALDH2	ALDH2	ortholog_one2one	99.0329	99.0329	100	100.00	1
		ortholog_one2one	62.069	76.2712	75	100.00	0
INSL6	INSL6	ortholog_one2one	98.5916	98.5916	75	100.00	1
RND1	RND1	ortholog_one2one	95.092	66.8103	50	100.00	0
	RPL9	ortholog_one2many	81.9048	89.5833	0	0.00	0
MRPL4		ortholog_one2one	98.3193	98.3193	100	100.00	1
POU5F1	POU5F1	ortholog_one2many	100	100	100	100.00	1
AUH	AUH	ortholog_one2one	99.705	99.705	100	100.00	1
		ortholog_one2one	96.9259	97.4545	100	100.00	1
UBQLN1	UBQLN1	ortholog_one2one	99.6604	99.6604	100	98.01	1
MTA2	MTA2	ortholog_one2many	99.7028	99.7028	75	100.00	1
KIR3DX1		ortholog_one2many	59.0361	84	100	100.00	0
SF3B2	SF3B2	ortholog_one2one	98.5523	98.8827	100	100.00	1
SMOX	SMOX	ortholog_one2one	99.6581	99.6581	100	100.00	1
LIMD2	LIMD2	ortholog_one2one	99.2126	99.2126	100	100.00	1
PLS3	PLS3	ortholog_one2one	97.9656	99.0506	75	91.79	1
							
KANK4	KANK4	ortholog_one2one	98.191	98.191	100	100.00	1
ASL	ASL	ortholog_one2many	99.3534	99.3534	50	57.25	0
CERCAM	CERCAM	ortholog_one2one	98.6555	98.6555	100	100.00	1
RAB10	RAB10	ortholog_one2one	100	100	100	100.00	1
SLC7A8	SLC7A8	ortholog_one2one	100	100	100	100.00	1
							
MRPL51	MRPL51	ortholog_one2one	99.2188	99.2188	100	100.00	1
GPR142	GPR142	ortholog_one2one	75.7576	93.5829	100	100.00	0
PTGER3	PTGER3	ortholog_one2one	98.3254	98.3254	100	100.00	1
		ortholog_one2one	83.2061	96.4602	100	100.00	1
							
MMP3	MMP3	ortholog_one2one	99.5807	99.5807	100	100.00	1
WFDC10A	WFDC10A	ortholog_one2one	100	100	100	100.00	1
TGM7	TGM7	ortholog_one2one	98.4507	98.4507	100	100.00	1
RBFOX3	RBFOX3	ortholog_one2one	100	100	100	100.00	1
MISP	MISP	ortholog_one2one	98.0854	98.0854	75	100.00	1
HSFX2		ortholog_one2one	95.2719	95.2719	50	100.00	1
SPTAN1	SPTAN1	ortholog_one2one	99.96	99.96	100	100.00	1
CCDC157	CCDC157	ortholog_one2one	96.2366	97.8142	100	100.00	1
FCSK	FCSK	ortholog_one2one	96.9557	98.5005	100	100.00	1
RALB	RALB	ortholog_one2one	100	92.9825	100	100.00	1
							
		ortholog_one2many	86.1538	100	0	0.00	0
		ortholog_one2many	86.1538	100	0	0.00	0
		ortholog_one2many	72.3077	97.9167	0	0.00	0
		ortholog_one2one	100	100	100	100.00	1
AGO3	AGO3	ortholog_one2one	100	100	100	100.00	1
RANGRF	RANGRF	ortholog_one2one	99.4624	99.4624	100	100.00	1
MYH3	MYH3	ortholog_one2one	100	100	100	100.00	1
MMP24	MMP24	ortholog_one2one	88.9922	88.7172	100	99.69	1
DRC1	DRC1	ortholog_one2one	98.9189	98.9189	100	100.00	1
SFMBT2	SFMBT2	ortholog_one2one	98.9933	98.9933	100	100.00	1
GGT7	GGT7	ortholog_one2one	96.2349	96.5257	100	100.00	1
KCNN2		ortholog_one2one	68.5647	99.3127	100	100.00	0
ZNF543	ZNF543	ortholog_one2one	98.1667	98.1667	100	100.00	1
CPZ	CPZ	ortholog_one2one	84.8728	96.9419	50	100.00	1
C17orf99	C17orf99	ortholog_one2one	94.717	94.717	75	100.00	1
RASL10A	RASL10A	ortholog_one2one	100	100	100	100.00	1
ATXN2	ATXN2	ortholog_one2one	93.9341	96.6132	100	97.54	1
BCL2L15	BCL2L15	ortholog_one2one	98.1595	98.1595	100	100.00	1
MRPS21	MRPS21	ortholog_one2one	100	100	100	100.00	1
CDC37L1	CDC37L1	ortholog_one2one	99.7033	99.7033	75	100.00	1
PIGT	PIGT	ortholog_one2one	98.1132	97.7778	100	100.00	1
SLC14A1	SLC14A1	ortholog_one2one	99.3258	99.3258	100	100.00	1
GPT	GPT	ortholog_one2one	99.7984	99.7984	100	100.00	1
							
		ortholog_one2many	62.7677	92.029	100	100.00	0
MTMR12	MTMR12	ortholog_one2one	95.8763	99.5984	100	100.00	1
SPATA9		ortholog_one2one	73.622	86.1751	100	100.00	0
CCNYL1	CCNYL1	ortholog_one2one	99.7215	99.7215	100	95.51	1
FKBP9		ortholog_one2many	58.748	91.0448	0	65.89	0
FKBP9		ortholog_one2many	28.2504	100	100	0.00	0
RIPK2	RIPK2	ortholog_one2one	96.9147	98.8889	100	100.00	1
PSMD7							
TERF2IP	TERF2IP	ortholog_one2one	100	100	100	100.00	1
RPL27	RPL27	ortholog_one2one	100	100	100	100.00	1
MEI4	MEI4	ortholog_one2one	98.1818	98.1818	100	100.00	1
MARK1	MARK1	ortholog_one2one	99.6231	99.6231	100	100.00	1
TEX36	TEX36	ortholog_one2one	98.3871	98.3871	100	100.00	1
							
CORO7	CORO7	ortholog_one2one	85.3987	91.8388	100	100.00	1
TMEM107		ortholog_one2many	99.2857	99.2857	50	0.00	0
TMEM107		ortholog_one2many	99.2857	99.2857	0	0.00	0
NEMF	NEMF	ortholog_one2one	99.6283	99.5357	100	100.00	1
GPR155	GPR155	ortholog_one2one	99.7701	99.7701	100	100.00	1
USF1	USF1	ortholog_one2one	100	100	100	100.00	1
METTL3	METTL3	ortholog_one2one	100	100	100	100.00	1
NOP58		ortholog_one2one	66.4179	77.0563	100	100.00	0
DLL4	DLL4	ortholog_one2one	91.8103	93.2847	100	100.00	1
FOLH1	FOLH1	ortholog_one2one	86.2667	98.6281	0	89.70	1
SLC1A5	SLC1A5	ortholog_one2one	99.8152	99.8152	100	100.00	1
RNF34		ortholog_one2one	99	99	100	100.00	1
C11orf54	C11orf54	ortholog_one2one	99.3651	99.3651	100	100.00	1
PAG1	PAG1	ortholog_one2one	97.9167	97.9167	100	100.00	1
ARL6IP4		ortholog_one2one	98.3373	98.3373	100	100.00	1
ASMTL	ASMTL	ortholog_one2one	87.415	82.1086	50	86.04	1
ACAD10	ACAD10	ortholog_one2one	96.6086	99.5279	100	100.00	1
SLC17A7	SLC17A7	ortholog_one2one	98.2456	100	100	100.00	1
ETV2	ETV2	ortholog_one2one	97.2973	97.2973	100	100.00	1
LILRA6		ortholog_one2many	71.9626	47.9005	50	0.00	0
		ortholog_one2one	97.6331	97.6331	0	0.00	0
FERMT2	FERMT2	ortholog_one2one	97.4504	99.2785	75	100.00	1
PHF8	PHF8	ortholog_one2one	99.8113	99.8113	100	100.00	1
							
INSL4	INSL4	ortholog_one2one	100	100	100	100.00	1
COL17A1	COL17A1	ortholog_one2one	98.9312	98.9312	100	100.00	1
CYLD	CYLD	ortholog_one2one	100	100	100	100.00	1
MPC2	MPC2	ortholog_one2one	100	100	100	100.00	1
ZMYND19	ZMYND19	ortholog_one2one	99.5595	99.5595	100	100.00	1
STRADB	STRADB	ortholog_one2one	99.284	99.284	100	100.00	1
HERPUD2	HERPUD2	ortholog_one2one	99.2611	99.2611	100	100.00	1
BMP4		ortholog_many2many	100	100	0	100.00	1
BMP4		ortholog_many2many	100	100	100	100.00	1
GOLGA6B							
		ortholog_one2one	94.2149	94.2149	100	100.00	1
							
CA13	CA13	ortholog_one2one	99.6183	99.6183	100	100.00	1
NEIL1	NEIL1	ortholog_one2one	98.9744	98.9744	100	100.00	1
							
PEX7	PEX7	ortholog_one2one	99.0712	99.0712	100	100.00	1
RPS3A							
ORC4	ORC4	ortholog_one2one	99.3119	99.3119	100	100.00	1
		ortholog_one2many	62.2807	71.7172	25	0.00	0
NUDT16							
GNAZ	GNAZ	ortholog_one2one	100	100	100	100.00	1
		ortholog_one2one	87.7551	89.1192	100	100.00	1
TMEM68	TMEM68	ortholog_one2one	99.3827	99.3827	75	100.00	1
GOT1	GOT1	ortholog_one2one	100	100	100	100.00	1
XPC	XPC	ortholog_one2one	98.831	98.9362	100	100.00	1
CC2D1A	CC2D1A	ortholog_one2one	98.8433	98.8433	100	100.00	1
RPS17							
C11H11orf21		ortholog_one2one	95.4545	94.382	100	100.00	1
TNNT2	TNNT2	ortholog_one2one	98.9933	98.9933	100	100.00	1
SMAD6	SMAD6	ortholog_one2one	87.2984	99.5402	100	100.00	1
SFI1							
RLN2	RLN2	ortholog_one2one	94.5946	94.5946	100	100.00	1
							
HK1	HK1	ortholog_one2one	99.3485	99.3485	100	100.00	1
C20orf204	C20orf204	ortholog_one2one	98.4127	98.4127	100	100.00	1
TH	TH	ortholog_one2one	99.053	99.053	100	100.00	1
TM2D3	TM2D3	ortholog_one2one	98.7854	98.7854	75	100.00	1
		ortholog_one2many	94.1176	93.945	100	100.00	1
		ortholog_one2many	91.9118	93.1099	100	100.00	1
		ortholog_one2many	95.2206	95.0459	100	100.00	1
ASB11	ASB11	ortholog_one2one	99.6904	99.6904	100	100.00	1
		ortholog_one2one	87.963	89.3417	100	100.00	1
PTPMT1	PTPMT1	ortholog_one2one	99.005	99.005	100	100.00	1
RASGEF1B	RASGEF1B	ortholog_one2one	99.8214	99.8214	100	100.00	1
							
FAM107A	FAM107A	ortholog_one2one	100	100	100	100.00	1
CAMTA2	CAMTA2	ortholog_one2one	95.9935	94.6011	100	100.00	1
ZNF92							
MMP8	MMP8	ortholog_one2one	98.7152	98.7152	100	100.00	1
SP5		ortholog_one2one	60.3015	99.1736	100	100.00	0
		ortholog_one2one	98.7952	98.7952	100	100.00	1
							
IHH		ortholog_one2one	24.5742	89.3805	100	100.00	0
GTF2I		ortholog_one2many	27.4549	100	50	81.02	0
		ortholog_one2one	85.5263	94.2029	100	100.00	1
		ortholog_one2one	74.5763	69.8413	0	0.00	0
							
COPS4							
TBX3	TBX3	ortholog_one2one	99.8654	99.8654	100	100.00	1
ZNF467	ZNF467	ortholog_one2many	98.9916	98.9916	50	100.00	1
CCL19	CCL19	ortholog_one2one	98.9796	98.9796	100	100.00	1
		ortholog_one2one	87.9121	96.3855	100	100.00	1
STOX1	STOX1	ortholog_one2one	98.0834	88.0567	100	100.00	1
TNPO3	TNPO3	ortholog_one2one	100	100	100	100.00	1
		ortholog_one2one	95.0538	96.5066	100	100.00	1
ZDHHC22	ZDHHC22	ortholog_one2one	100	100	100	100.00	1
LPIN2	LPIN2	ortholog_one2one	99.6652	99.6652	100	100.00	1
ZNF780A	ZNF780A	ortholog_one2one	99.3769	99.3769	100	100.00	1
PLAUR		ortholog_one2one	65.0746	83.5249	100	100.00	0
ZMAT3	ZMAT3	ortholog_one2one	99.654	100	100	100.00	1
KIFBP	KIFBP	ortholog_one2one	99.6904	99.6904	100	100.00	1
CDAN1	CDAN1	ortholog_one2one	97.718	97.7977	100	100.00	1
UFL1	UFL1	ortholog_one2one	99.4962	99.4962	100	100.00	1
		ortholog_one2one	97.7505	97.7505	100	100.00	1
PRR5	PRR5	ortholog_one2one	90.2676	99.7312	100	100.00	1
TAS1R2	TAS1R2	ortholog_one2one	99.4041	99.4041	100	100.00	1
							
FGF7	FGF7	ortholog_one2one	98.9691	98.9691	100	100.00	1
GHRHR	GHRHR	ortholog_one2many	99.5272	99.5272	50	100.00	1
		ortholog_one2one	90.4459	85.5422	75	100.00	1
C17orf50	C17orf50	ortholog_one2one	93.6782	81.9095	100	100.00	1
C3	C3	ortholog_one2one	99.3548	27.7811	100	100.00	0
TGM5	TGM5	ortholog_one2one	99.1667	99.1667	100	100.00	1
		ortholog_one2one	94.4637	86.6667	100	100.00	1
		ortholog_one2one	96.1538	96.1538	100	100.00	1
							
MOSPD2	MOSPD2	ortholog_one2one	99.2278	99.2278	100	100.00	1
		ortholog_one2one	99.4382	99.4382	100	100.00	1
SCARB1	SCARB1	ortholog_one2one	82.6087	89.5874	100	100.00	1
							
LRRC43	LRRC43	ortholog_one2one	98.3232	98.3232	100	100.00	1
MCM10	MCM10	ortholog_one2one	98.9726	98.9726	100	100.00	1
CATSPER2	CATSPER2	ortholog_one2many	94.3162	93.6508	75	0.00	1
ZSCAN12	ZSCAN12	ortholog_one2one	98.3633	98.3633	100	100.00	1
KEAP1	KEAP1	ortholog_one2one	100	100	100	100.00	1
ADORA2A	ADORA2A	ortholog_one2one	99.2718	99.2718	100	100.00	1
DBP	DBP	ortholog_one2one	71.5365	87.3846	100	100.00	0
DNAJC15	DNAJC15	ortholog_one2one	98.6667	98.6667	100	100.00	1
TDRD3	TDRD3	ortholog_one2one	97.3118	99.1781	100	100.00	1
TBCA							
SH3RF2	SH3RF2	ortholog_one2one	99.4513	99.4513	100	100.00	1
HES4	HES4	ortholog_one2many	97.7376	97.7376	100	100.00	1
PLCL1	PLCL1	ortholog_one2one	99.3607	99.3607	100	100.00	1
ADRA2C		ortholog_one2one	82.8877	82.8877	100	100.00	1
TCP10L	TCP10L	ortholog_one2one	89.3491	70.2326	100	100.00	0
SCARF2	SCARF2	ortholog_one2one	86.7968	91.5254	100	100.00	1
MAL	MAL	ortholog_one2one	100	100	75	100.00	1
		ortholog_one2many	92.1429	99.2308	0	0.00	0
STAG2	STAG2	ortholog_one2one	100	100	100	100.00	1
SLC26A2	SLC26A2	ortholog_one2one	99.1881	99.1881	100	100.00	1
SLC9A9	SLC9A9	ortholog_one2one	99.6899	99.6899	100	100.00	1
PTPRE	PTPRE	ortholog_one2one	99.8571	99.8571	100	100.00	1
		ortholog_one2one	81.2121	80.2395	75	100.00	1
WWP1	WWP1	ortholog_one2one	91.1063	95.0226	100	100.00	1
ZNF12	ZNF12	ortholog_one2many	99.4261	99.4261	25	65.48	0
		ortholog_many2many	0	0	100	0.00	0
		ortholog_many2many	94.6768	95.7692	75	76.99	1
MTERF1	MTERF1	ortholog_one2many	98.4655	96.4912	100	100.00	1
SERPINA10	SERPINA10	ortholog_one2one	98.1405	98.1405	100	100.00	1
SLC7A11	SLC7A11	ortholog_one2one	96.699	99.4012	100	100.00	1
PODXL	PODXL	ortholog_one2one	95.8633	95.1786	100	100.00	1
DNAJC6	DNAJC6	ortholog_one2one	94.3299	96.6209	100	100.00	1
OR10R2	OR10R2	ortholog_one2one	98.7654	98.7654	100	0.00	1
		ortholog_one2one	94.4304	92.3267	0	0.00	0
