Gene name	Mouse Lemur gene name	Mouse Lemur homology type	%id. target Mouse Lemur gene identical to query gene	%id. query gene identical to target Mouse Lemur gene	Mouse Lemur Gene-order conservation score	Mouse Lemur Whole-genome alignment coverage	Mouse Lemur orthology confidence [0 low, 1 high]
MIR6500							
Y_RNA							
CCDC144A							
CFL1P2							
RNF11		ortholog_one2one	99.3506	99.3506	0	0.00	0
							
MIR597							
MIR124-1	MIR124-1	ortholog_one2one	98.8235	98.8235		100.00	1
MSRA	MSRA	ortholog_one2one	88.9362	89.6996	50	100.00	1
							
							
							
							
RNU6-877P							
							
RNU6-1281P	U6	ortholog_one2many	73.3333	67.5439		0.00	0
							
							
TUBB8P11							
							
							
							
MIR612							
							
ARMCX5-GPRASP2							
RNF223							
							
							
SNRPGP19							
LINC00630							
							
ZNRD2	SSSCA1	ortholog_one2one	93.9698	93.9698	100	100.00	1
C1orf159	C2H1orf159	ortholog_one2one	78.2828	77.1144	100	100.00	1
							
							
RPA2P1							
							
PACSIN1	PACSIN1	ortholog_one2one	96.6216	96.6216	100	100.00	1
RPL13AP2							
NMD3P2							
RPS15AP3							
							
MIR548Y							
							
							
							
							
OR11H2							
COX6B1		ortholog_one2many	65.1163	73.6842	0	0.00	0
COX6B1		ortholog_one2many	87.2093	87.2093	100	100.00	1
							
CCNB1IP1	CCNB1IP1	ortholog_one2one	96.0289	96.0289	100	100.00	1
FOXP2	FOXP2	ortholog_one2one	99.1608	96.2008	100	100.00	1
							
LINC01511							
FAM89B	FAM89B	ortholog_one2one	95.2381	96.7742	100	100.00	1
							
							
							
MTCO2P32							
HLA-DQA2							
RPL26P29							
LINC03022							
							
RNA5SP319							
SLC25A16	SLC25A16	ortholog_one2many	94.8795	95.7447	100	100.00	1
SLC25A16		ortholog_one2many	82.2289	87.2204	0	0.00	0
MIR6075							
CDH12P1							
UPK1A	UPK1A	ortholog_one2one	91.8605	92.2179	100	100.00	1
SERF1A		ortholog_one2one	93.5484	93.5484	0	0.00	0
EHBP1L1	EHBP1L1	ortholog_one2one	78.8575	80.55	100	100.00	1
RNU6-729P							
PRSS51							
HLA-B							
							
							
PRSS55	PRSS55	ortholog_one2one	63.0682	63.2479	75	100.00	1
NOD2	NOD2	ortholog_one2one	84.1066	84.1066	50	100.00	1
SPDEF	SPDEF	ortholog_one2one	94.3284	94.6108	75	100.00	1
ACP5	ACP5	ortholog_one2one	90.7692	90.7692	50	100.00	1
RPL26P27							
Y_RNA							
TMEM14DP							
TET1	TET1	ortholog_one2one	82.3034	82.6516	100	100.00	1
RP1L1							
MIR4286							
C8orf74							
CDK2	CDK2	ortholog_one2one	98.9933	85.2601	100	100.00	1
IFITM3P3							
ILRUN	C6H6orf106	ortholog_one2one	94.2953	96.2329	75	100.00	1
SMN1		ortholog_one2many	73.8095	83.7838	25	95.47	1
COX20P1							
RPS3AP37							
							
							
Y_RNA							
SNORD98							
							
SAR1A	SAR1A	ortholog_one2one	99.4949	99.4949	100	100.00	1
RPL7P25							
							
RN7SL200P	Metazoa_SRP	ortholog_one2one	75.6944	74.4027		0.00	0
							
ATP6V1FP1							
RNA5SP252							
FOXP4	FOXP4	ortholog_one2one	95.4412	97.1557	75	100.00	1
SOX7	SOX7	ortholog_one2one	92.5258	93.0052	100	100.00	1
KCNK7	KCNK7	ortholog_one2one	84.0391	84.0391	100	100.00	1
RNU6-405P							
RN7SL620P							
PINX1							
UPF3AP1							
SRP68P1							
							
FAM106C							
							
PINX1	PINX1	ortholog_one2one	77.439	76.506	100	100.00	1
COTL1P1							
							
							
PHKB	PHKB	ortholog_one2one	94.3275	94.3275	100	100.00	1
WNT9B		ortholog_one2many	89.6359	90.9091	0	1.55	0
WNT9B	WNT9B	ortholog_one2many	89.0756	91.1175	100	96.99	1
RAB40AL							
							
KLK8	KLK8	ortholog_one2one	78.0769	67.2185	100	100.00	1
							
NUDT19P2							
BEX1		ortholog_one2many	86.4	67.0807	50	0.00	0
RNU6ATAC3P							
PCNX3	PCNX3	ortholog_one2one	96.6077	96.2763	100	100.00	1
							
GOSR2	GOSR2	ortholog_one2one	85.8491	75.5187	75	100.00	1
NKRF	NKRF	ortholog_one2one	97.2464	85.5867	50	100.00	1
MIR1322							
							
XKR6	XKR6	ortholog_one2one	93.7598	95.3968	100	100.00	1
GPRASP3							
OR2H4P							
							
CHST3	CHST3	ortholog_one2one	91.6493	91.2682	100	100.00	1
OR2N1P							
							
MIR598	MIR598	ortholog_one2one	91.7526	91.7526		100.00	1
OR2B4P							
DEFB109D							
TAAR3P							
FAM90A2P							
							
PRIM2BP							
							
SPOCK2	SPOCK2	ortholog_one2one	93.3962	94.5107	100	100.00	1
RPL23AP53							
RPL37P6							
							
HLA-V							
REXO1L1P							
REXO1L6P							
REXO1L2P							
RPS20P22							
TPT1P8							
TCP10L3							
							
TUBBP1							
SDAD1P1							
CYP21A1P							
DEFB131E							
RPL10P19							
MIR4690							
MIR4489							
RN7SL309P	Metazoa_SRP	ortholog_one2one	67.8322	67.3611		0.00	0
H2AC10P							
SDR16C6P							
MS4A4E	MS4A4A	ortholog_one2many	31.1178	45.9821	100	86.42	0
DEFB133							
							
							
SDR16C6P							
HLA-DRB6							
TDH							
							
ZNF602P							
RAET1K							
LINC00632							
							
							
							
GLIPR1L1	GLIPR1L1	ortholog_one2one	57.8512	61.674	100	100.00	1
ZSCAN12P1							
GSTA9P							
HLA-L							
LINC01342							
SMPD5							
							
							
							
LINC02570							
ARC							
RNF5							
LTBP3	LTBP3	ortholog_one2one	94.0906	95.2603	100	100.00	1
BTN2A3P							
TTC39A	TTC39A	ortholog_one2one	94.1075	93.4595	100	100.00	1
WDR77P1							
							
							
PLRG1	PLRG1	ortholog_one2one	97.0817	96.8932	100	100.00	1
ASCC1	ASCC1	ortholog_one2one	94.1176	94.1176	100	100.00	1
							
HLA-DPB2							
MED16	MED16	ortholog_one2one	90.0798	91.224	100	100.00	1
							
ZNF204P							
							
H2AC2P							
RPL17P29							
SOD2	SOD2	ortholog_one2one	90.991	90.991	100	100.00	1
							
GLIPR1L2	GLIPR1L2	ortholog_one2one	70.9302	76.25	100	100.00	1
TDH							
RTL8B							
RTL8C							
AJUBA	AJUBA	ortholog_one2one	97.3978	97.3978	100	100.00	1
PSORS1C2							
OR2J1							
UBQLN1P1							
RTL8A							
MSH5							
GLIPR1	GLIPR1	ortholog_one2one	78.5714	79.771	100	100.00	1
TMEM276							
NAIP							
							
SLC20A2	SLC20A2	ortholog_one2one	86.0429	86.4407	50	100.00	1
GNPNAT1	GNPNAT1	ortholog_one2many	91.3043	97.1098	100	100.00	1
GNPNAT1		ortholog_one2many	99.4565	99.4565	0	0.00	0
GLIPR1-AS1							
KRR1	KRR1	ortholog_one2one	94.7507	94.7507	100	100.00	1
CCL21	CCL21	ortholog_one2one	82.0896	83.9695	100	100.00	1
RNU6-1285P							
							
FGB	FGB	ortholog_one2one	85.3361	86.214	100	100.00	1
TGFBR1	TGFBR1	ortholog_one2one	97.8131	97.8131	100	100.00	1
							
FERMT2	FERMT2	ortholog_one2one	99.8529	96.1756	100	100.00	1
TAP2	TAP2	ortholog_one2one	84.2566	79.7241	100	100.00	1
HLA-S							
POU5F1							
							
							
ZNF106	ZNF106	ortholog_one2one	88.7723	90.24	100	100.00	1
SMIM19	SMIM19	ortholog_one2one	96.2617	96.2617	50	100.00	1
							
OR6C4	OR6C4	ortholog_one2one	95.4693	95.4693	50	100.00	1
FGA							
							
H3P35							
CHCHD3P2							
ERBB3	ERBB3	ortholog_one2one	95.6781	96.0359	100	100.00	1
TSC1	TSC1	ortholog_one2one	95.0172	95.0989	100	100.00	1
COX20P2							
							
							
SNORA70F							
RNA5SP110							
TTC21B	TTC21B	ortholog_one2one	89.0578	88.8552	100	100.00	1
BRF2	BRF2	ortholog_one2one	90.9308	91.5865	100	100.00	1
FGG	FGG	ortholog_one2one	85.6512	87.191	100	100.00	1
Metazoa_SRP							
Y_RNA	Y_RNA	ortholog_one2many	79	69.9115		0.00	0
PITX3	PITX3	ortholog_one2one	99.0066	99.0066	100	100.00	1
LDHAP5							
NANOS1							
EIF3A	EIF3A	ortholog_one2one	93.8495	96.8633	100	100.00	1
GTF2H2		ortholog_one2many	91.1392	95.4907	25	100.00	1
							
RPS3AP2							
PTX4	PTX4	ortholog_one2one	75.7322	77.1855	100	100.00	1
TELO2	TELO2	ortholog_one2one	80.2867	80.8664	100	100.00	1
ZNF34		ortholog_one2one	90.7236	89.3967	50	50.99	0
							
FGF2	FGF2	ortholog_one2one	98.0645	40.6417	100	100.00	0
RNU6-9							
FGFR3	FGFR3	ortholog_one2one	90.4466	90.8978	75	100.00	1
AZU1	AZU1	ortholog_one2one	78.8845	79.2	50	100.00	1
GABBR2	GABBR2	ortholog_one2one	98.9373	98.9373	100	100.00	1
							
RNU6-188P							
DDHD1	DDHD1	ortholog_one2one	94.6667	90.4459	100	100.00	1
MYEF2	MYEF2	ortholog_one2one	97.3333	97.1714	100	100.00	1
SNORA19	SNORA19	ortholog_one2one	96.0938	93.8931		100.00	1
		ortholog_one2many	80.6202	82.5397		0.00	0
		ortholog_one2many	91.4729	90.0763		100.00	1
		ortholog_one2many	65.8915	62.5		0.00	0
		ortholog_one2many	65.8915	62.0438		0.00	0
		ortholog_one2many	60.4651	74.2857		0.00	0
							
DENND10	FAM45A	ortholog_one2one	96.6387	96.6387	100	100.00	1
PRTN3	PRTN3	ortholog_one2one	58.2031	70.283	50	100.00	1
C2	C2	ortholog_one2one	88.0319	88.1491	100	100.00	1
							
CLCN7	CLCN7	ortholog_one2one	86.3354	85.6967	100	100.00	1
OR5P2		ortholog_one2many	74.8447	76.9968	100	74.35	1
OR5P2		ortholog_one2many	75.7764	77.707	100	0.00	1
OR5P2		ortholog_one2many	76.3975	77.6025	100	0.00	1
OR5P2		ortholog_one2many	77.3292	79.2994	100	0.00	1
OR5P2		ortholog_one2many	81.677	81.1728	100	100.00	1
							
LINC02753							
RNU6-1175P							
							
FADD	FADD	ortholog_one2one	75.9615	75.9615	100	100.00	1
KLK15	KLK15	ortholog_one2one	84.375	84.7059	100	100.00	1
H2AZP4							
MIR548K							
							
							
VSIG10L2							
							
QDPR	QDPR	ortholog_one2one	93.8525	94.2387	100	100.00	1
ANO1	ANO1	ortholog_one2one	94.2191	89.499	100	100.00	1
DDX39B							
							
CALB1	CALB1	ortholog_one2one	98.8506	98.8506	100	100.00	1
MIR5089							
RPRML	RPRML	ortholog_one2one	95.8333	95.8333	50	100.00	1
RN7SL270P	Metazoa_SRP	ortholog_one2many	78.6477	73.913		0.00	0
							
CDC27	CDC27	ortholog_one2one	98.7864	97.9543	50	100.00	1
SFXN4	SFXN4	ortholog_one2one	61.7211	66.4537	100	100.00	1
TRHDE	TRHDE	ortholog_one2one	96.7259	96.6355	100	100.00	1
CGB1							
NTF4							
SMIM14	SMIM14	ortholog_one2one	93.9394	93.9394	50	100.00	1
RIGI	RIGI	ortholog_one2one	68.8649	88.2271	75	100.00	1
SHD	SHD	ortholog_one2one	90.2941	90.0293	100	100.00	1
TMIGD2	TMIGD2	ortholog_one2one	57.9137	59.1912	100	100.00	1
							
RNU7-11P							
UBE2K	UBE2K	ortholog_one2one	100	100	50	100.00	1
LINC00534							
							
GMFB	GMFB	ortholog_one2many	100	100	100	100.00	1
GMFB	GMFB	ortholog_one2many	100	100	0	0.00	0
FSD1	FSD1	ortholog_one2one	90.5242	89.0873	100	100.00	1
GLDN	GLDN	ortholog_one2one	91.6515	92.1533	100	100.00	1
OR6C7P							
RNA5SP273							
TMEM64	TMEM64	ortholog_one2one	91.5789	92.3077	100	100.00	1
OR6C75	OR6C75	ortholog_one2one	91.9872	89.9687	0	100.00	1
PRDX3	PRDX3	ortholog_one2one	91.7969	92.5197	100	100.00	1
OR6C73P							
Y_RNA	Y_RNA	ortholog_one2many	83.6957	75.4902		0.00	0
							
PHC1P1							
RN7SL558P	Metazoa_SRP	ortholog_one2one	77.9264	75.1613		0.00	0
OR6C76							
ZBTB12BP							
ASS1P14							
							
PDS5A	PDS5A	ortholog_one2one	98.6537	98.6537	50	100.00	1
OR6C69P							
OR6C72P							
OR6C6							
OR6C5P							
ANP32D		ortholog_many2many	87.0229	58.1633	0	28.14	0
ANP32D	ANP32A	ortholog_many2many	87.0229	45.7831	0	82.21	0
C12orf54	C7H12orf54	ortholog_one2one	74.8031	76	75	100.00	1
							
							
FLACC1	FLACC1	ortholog_one2one	76.7773	76.7773	100	100.00	1
NECAB1	NECAB1	ortholog_one2one	98.2906	98.0114	100	100.00	1
MAPK1IP1L	MAPK1IP1L	ortholog_one2one	97.9592	97.9592	100	100.00	1
RPS10P20							
LALBA	LALBA	ortholog_one2one	75.3521	75.3521	100	100.00	1
							
MIR4506							
DDX24	DDX24	ortholog_one2one	86.4959	86.3953	100	100.00	1
FOLR3		ortholog_one2one	48.5714	66.4804	100	100.00	0
GRK5	GRK5	ortholog_one2one	97.2881	97.2881	100	100.00	1
RN7SKP231	7SK	ortholog_one2many	76.1733	70.8054		0.00	0
							
							
							
NEUROD4							
DEFB131D							
DEFB130A		ortholog_one2many	70.8861	70.8861	0	100.00	1
							
							
							
RPS3AP34							
ALDH1A2-AS1							
OR9K2		ortholog_one2one	81.7891	83.9344	50	0.00	0
							
							
RPS3AP35							
AQP9	AQP9	ortholog_one2one	84.7458	84.7458	75	100.00	1
							
RN7SL653P							
							
							
VPS51P19							
OR9R1P							
OR7E8P							
SAMD11	SAMD11	ortholog_one2one	66.8246	83.5556	50	100.00	1
							
DUSP16	DUSP16	ortholog_one2one	93.8346	94.1176	100	100.00	1
OR7E10P							
MIR5692A2							
LONRF1	LONRF1	ortholog_one2one	95.6016	96.0988	50	99.85	1
							
TMPRSS9	TMPRSS9	ortholog_one2one	83.2571	86.2559	100	100.00	1
							
							
KRTAP4-3		ortholog_one2many	61.5385	67.7966	100	100.00	1
KRTAP4-3		ortholog_one2many	52.3077	77.8626	100	100.00	1
KRTAP4-3		ortholog_one2many	43.5897	59.0278	100	100.00	0
PCSK7	PCSK7	ortholog_one2one	92.8662	92.5127	100	100.00	1
KRTAP4-2		ortholog_many2many	60.2941	43.8503	100	100.00	0
KRTAP4-1		ortholog_many2many	75.3425	58.8235	100	100.00	1
KRTAP4-17P							
KRTAP9-2		ortholog_many2many	47.1264	76.6355	100	100.00	0
KRTAP9-2		ortholog_many2many	56.8966	78.5714	100	100.00	1
KRTAP9-2		ortholog_many2many	47.1264	76.6355	100	100.00	0
KRTAP9-2		ortholog_many2many	59.7701	74.2857	100	100.00	1
KRTAP9-2		ortholog_many2many	45.977	68.9655	100	100.00	0
KRTAP9-2		ortholog_many2many	59.1954	76.8657	100	100.00	1
KRTAP9-3		ortholog_many2many	50.9434	75.7009	100	100.00	1
KRTAP9-3		ortholog_many2many	62.8931	79.3651	100	100.00	1
KRTAP9-3		ortholog_many2many	50.9434	75.7009	100	100.00	1
KRTAP9-3		ortholog_many2many	62.8931	71.4286	100	100.00	1
KRTAP9-3		ortholog_many2many	49.6855	68.1034	100	100.00	0
KRTAP9-3		ortholog_many2many	62.8931	74.6269	100	100.00	1
KRTAP9-8		ortholog_many2many	49.6855	73.8318	100	100.00	0
KRTAP9-8		ortholog_many2many	58.4906	73.8095	100	100.00	1
KRTAP9-8		ortholog_many2many	49.6855	73.8318	100	100.00	0
KRTAP9-8		ortholog_many2many	59.7484	67.8571	100	100.00	1
KRTAP9-8		ortholog_many2many	47.7987	65.5172	100	100.00	0
KRTAP9-8		ortholog_many2many	58.4906	69.403	100	100.00	1
TRAK2		ortholog_one2many	50.1094	91.6	0	0.00	0
TRAK2	TRAK2	ortholog_one2many	91.5755	91.4754	100	100.00	1
KRTAP9-4		ortholog_many2many	53.8961	77.5701	100	100.00	1
KRTAP9-4		ortholog_many2many	61.6883	75.3968	100	100.00	1
KRTAP9-4		ortholog_many2many	53.8961	77.5701	100	100.00	1
KRTAP9-4		ortholog_many2many	61.039	67.1429	100	100.00	1
KRTAP9-4		ortholog_many2many	51.9481	68.9655	100	100.00	1
KRTAP9-4		ortholog_many2many	64.2857	73.8806	100	100.00	1
KRTAP9-11P							
KRTAP9-10P							
KRTAP29-1	KRTAP29-1	ortholog_one2one	74.7801	73.6994	100	100.00	1
PPM1E	PPM1E	ortholog_one2one	92.4503	92.2061	75	100.00	1
CHD9NB							
							
GRK5-IT1							
MTCO3P23							
CES4A	CES4A	ortholog_one2one	61.6756	73.774	75	100.00	1
RN7SL749P							
							
MIR4681							
PANK1	PANK1	ortholog_one2one	96.9631	75.3794	100	100.00	1
							
MTND3P12							
ZCCHC9	ZCCHC9	ortholog_one2many	92.2509	92.2509	100	100.00	1
ZCCHC9		ortholog_one2many	78.9668	85.259	0	0.00	0
							
MTND5P32							
MTCYBP23							
							
							
							
RAD51C	RAD51C	ortholog_one2one	90.9574	90.9574	75	100.00	1
MYO9A	MYO9A	ortholog_one2one	93.1319	89.9886	100	100.00	1
MFSD14A	SLC35A3	ortholog_one2one	95.3061	65.4062	100	100.00	1
							
TMEM121	TMEM121	ortholog_one2one	96.2382	96.5409	75	100.00	1
OR10AC1							
MAX	MAX	ortholog_one2one	100	100	100	100.00	1
							
R3HDM4	R3HDM4	ortholog_one2one	94.403	93.7037	100	100.00	1
MIR614							
LINC02604							
		ortholog_one2one	75.8242	75.8242		69.23	0
HEBP1	HEBP1	ortholog_one2one	85.7143	86.1702	100	100.00	1
GIMAP5	GIMAP5	ortholog_one2many	64.4951	64.2857	0	100.00	1
GIMAP5		ortholog_one2many	65.798	65.798	100	100.00	1
							
							
							
GTF3AP1							
							
IL33	IL33	ortholog_one2one	70	67.2598	75	99.95	1
							
LSM8	LSM8	ortholog_one2one	100	100	50	100.00	1
							
							
ZNF487							
VWA7							
RNA5SP366							
							
							
SASS6	SASS6	ortholog_one2one	94.5205	94.8092	100	100.00	1
GARIN6	FAM71C	ortholog_one2one	75.5187	75.5187	75	100.00	1
PRKAG1	PRKAG1	ortholog_one2one	98.7915	98.7915	100	100.00	1
LRRC37A6P							
PIPSL							
MIR3926-1							
MIR3926-2							
							
	CNPY1	ortholog_one2many	90.3448	87.9195	100	100.00	1
MAF1		ortholog_one2many	72.2656	76.1317	0	0.00	0
MAF1	MAF1	ortholog_one2many	95.3125	96.063	100	100.00	1
							
ZNF37BP							
PHACTR2P1							
BEND3P1							
							
MBL1P							
AGPAT1							
MBL1P							
ACOT12	ACOT12	ortholog_one2one	88.2883	88.2883	100	100.00	1
CNPY1	CNPY1	ortholog_one2many	90.3448	87.9195	100	100.00	1
GUCY2GP							
BTNL2							
							
STRADB	STRADB	ortholog_one2one	95.6938	95.6938	100	100.00	1
DBT	DBT	ortholog_one2many	92.5311	92.5311	100	100.00	1
DBT		ortholog_one2many	77.8008	84.8416	0	0.00	0
ELOCP33							
RNA5SP159							
							
PABPC1P1							
KRT18P25							
RNU6-1112P							
							
N4BP2	N4BP2	ortholog_one2one	84.8588	85.244	100	100.00	1
PHF1							
							
GLDC	GLDC	ortholog_one2one	93.5294	93.5294	100	100.00	1
FRMPD2B							
							
DMBT1		ortholog_one2one	47.1676	68.5143	100	100.00	0
							
TTYH3	TTYH3	ortholog_one2one	91.9694	91.4449	50	100.00	1
KISS1R	KISS1R	ortholog_one2one	89.9497	60.781	100	100.00	1
TBC1D14		ortholog_one2many	43.4343	97.411	0	0.00	0
TBC1D14	TBC1D14	ortholog_one2many	93.6508	94.1945	100	100.00	1
SSBP2	SSBP2	ortholog_one2one	100	100	100	100.00	1
FAHD1	FAHD1	ortholog_one2one	90.4977	88.8889	100	100.00	1
							
ELANE	ELANE	ortholog_one2one	72.2846	75.3906	100	100.00	1
							
							
TCIM							
AGBL2	AGBL2	ortholog_one2one	78.9357	82.3121	100	100.00	1
PRSS41							
FAM90A3							
FAM90A15							
FAM90A13							
TP53TG3D							
FAM90A5							
FAM90A11							
RNU6-288P							
FAM90A12							
FAM90A20							
							
							
FAM90A24							
STRADA	STRADA	ortholog_one2one	95.8237	95.8237	75	100.00	1
LY6S							
MIR4472-1							
TSNARE1	TSNARE1	ortholog_one2one	85.1852	84.8544	100	100.00	1
RPL23AP90							
SCYL2P1							
Y_RNA	Y_RNA	ortholog_one2many	83.6957	85.5556		0.00	0
GMIP	GMIP	ortholog_one2one	88.1443	89.3417	75	100.00	1
NPIPA7							
BRI3P1							
PVRIG	PVRIG	ortholog_one2one	72.2222	70.1587	100	100.00	1
C2CD6	C2CD6	ortholog_one2one	66.3187	68.7749	100	100.00	1
							
RTCA	RTCA	ortholog_one2one	81.1475	96.1165	100	100.00	1
PRSS53	PRSS53	ortholog_one2one	85.8951	86.521	100	100.00	1
RAC1	RAC1	ortholog_one2one	100	90.9953	100	100.00	1
PABPN1L	PABPN1L	ortholog_one2one	78.777	79.6364	50	100.00	1
RNU2-14P	U2	ortholog_one2many	90.0524	90.0524		0.00	0
							
RPL21P7							
RPL36AP2							
RPPH1-2P							
MYH6	MYH6	ortholog_one2one	53.017	97.0727	0	86.49	1
DDX39BP2							
ATP6V1G2							
MIR553							
EIF5A2P1							
RNU2-65P							
NUTM1	NUTM1	ortholog_one2one	75.6034	77.8172	75	100.00	1
BRDT	BRDT	ortholog_one2one	81.7318	84.4057	75	100.00	1
TP53TG3							
HCG9P5							
MCCD1							
RPL35AP4							
HCG9							
C6orf47							
ARCN1	ARCN1	ortholog_one2one	99.0215	99.0215	100	100.00	1
AGER							
RN7SL260P	Metazoa_SRP	ortholog_one2many	78.3688	74.1611		0.00	0
							
CPHXL2							
ADGRB1	ADGRB1	ortholog_one2one	95.6439	96.1905	100	100.00	1
DOK4	DOK4	ortholog_one2one	89.8773	88.7879	50	100.00	1
							
RN7SKP292							
TRPM1	TRPM1	ortholog_one2one	93.5385	92.8528	100	100.00	1
CFAP184	CCDC96	ortholog_one2one	72.4324	73.224	100	100.00	1
TADA2B	TADA2B	ortholog_one2one	99.0476	99.0476	100	100.00	1
MLXIPL	MLXIPL	ortholog_one2one	90.8451	90.3151	100	100.00	1
GRPEL1	GRPEL1	ortholog_one2many	94.47	94.47	100	100.00	1
GRPEL1		ortholog_one2many	70.9677	82.3529	0	0.00	0
CDKN1B	CDKN1B	ortholog_one2one	95.4545	95.4545	100	100.00	1
MTCO2P16							
MTATP6P16							
MTCO3P16							
MTND3P16							
MTND4LP16							
RAD51B	RAD51B	ortholog_one2one	94	94	100	100.00	1
MTND4P29							
RN7SKP36							
MICE							
MIR4798							
PSAPL1							
MTND5P31							
ENO1P4							
GNL1							
RAB33B	RAB33B	ortholog_one2one	97.8166	97.8166	100	100.00	1
ERP29		ortholog_one2many	42.1456	71.8954	0	0.00	0
ERP29	ERP29	ortholog_one2many	92.7203	93.0769	50	100.00	1
MPP4	MPP4	ortholog_one2one	90.2669	90.5512	100	100.00	1
TIFA							
GRIA2	GRIA2	ortholog_one2one	99.7735	99.7735	100	100.00	1
HIKESHI	HIKESHI	ortholog_one2one	98.4772	98.4772	100	100.00	1
RPL23AP57							
RN7SL123P							
RPS3AP54							
RNF2P1							
KDM4C	KDM4C	ortholog_one2one	92.2348	92.3223	100	100.00	1
MROH4P							
ATP13A1	ATP13A1	ortholog_one2one	96.6777	95.098	50	99.30	1
NAA25	NAA25	ortholog_one2one	92.7984	94.1545	50	100.00	1
							
RPS27AP13							
RNU6-1331P	U6	ortholog_one2one	84.9057	83.3333		0.00	0
TCEA1	TCEA1	ortholog_one2one	96.3455	83.3333	100	94.53	1
NRM							
VWCE	VWCE	ortholog_one2one	87.5393	87.631	100	100.00	1
RNASE9							
NPIPB2							
							
POLR1H							
NQO1	NQO1	ortholog_one2one	90.8759	90.8759	100	100.00	1
							
NUMA1	NUMA1	ortholog_one2one	90.6856	90.5999	75	100.00	1
							
RPL13AP3							
RPL13AP3							
							
NDUFB4P11							
RAP2CP1							
MED15P6							
							
							
ZNF101		ortholog_one2one	32.5688	36.5039	0	13.06	0
BNIP3P1							
							
DUXAP9							
							
ADAM21P1							
ADAM21P1							
							
SERTAD4BP							
MIR3657							
Y_RNA							
LYPLA1	LYPLA1	ortholog_one2one	92.6087	93.0131	100	99.89	1
TRAFD1	TRAFD1	ortholog_one2one	85.567	87.3684	100	100.00	1
							
TEX21P							
SRP54-AS1							
PRELID3BP11							
IFI27							
SNRPEP2							
ACTG1P14							
							
							
							
RPL4P5							
PPIAP33							
							
							
DMAC1	TMEM261	ortholog_one2one	66.9643	69.4444	75	100.00	1
ZNF14	ZNF490	ortholog_one2one	49.8442	63.2411	0	97.29	0
							
LPAR2	LPAR2	ortholog_one2one	94.5402	94.5402	100	100.00	1
							
							
MIR602							
CACNA1B	CACNA1B	ortholog_one2one	50.1924	93.0269	50	91.74	1
							
CEP43	CEP43	ortholog_one2one	85.213	87.8553	75	100.00	1
RTN2	RTN2	ortholog_one2one	84.4037	85.9813	100	100.00	1
TMEM106B	TMEM106B	ortholog_one2one	96.3504	96	100	100.00	1
EXOC5	EXOC5	ortholog_one2one	99.5763	99.5763	100	100.00	1
							
EGFL8							
NOB1	NOB1	ortholog_one2one	92.9612	92.7361	75	100.00	1
Y_RNA							
MIR6861							
							
RN7SKP71	7SK	ortholog_one2one	74.8428	74.1433		0.00	0
RPL7AP60							
							
KHDRBS1	KHDRBS1	ortholog_one2one	99.5485	80.6216	100	100.00	1
HECTD4	HECTD4	ortholog_one2one	97.1028	97.1467	100	99.98	1
							
DDX39BP1							
HLA-DQB1							
UTRN		ortholog_one2one	4.95194	88.0829	0	55.27	0
							
							
SNORA62	SNORA62	ortholog_one2one	61.6667	50.3401		0.00	0
NFAT5	NFAT5	ortholog_one2one	97.0949	96.7203	100	100.00	1
TMEM39B	TMEM39B	ortholog_one2one	98.7805	98.7805	100	100.00	1
NRF1	NRF1	ortholog_one2one	99.8012	96.1686	100	100.00	1
FOXG1							
MYH7	MYH7	ortholog_one2one	56.124	96.2766	100	87.31	1
RNU6-651P	U6	ortholog_one2one	80.9524	79.4393		0.00	0
RPS2P16							
CDK15	CDK15	ortholog_one2one	86.6667	83.223	100	100.00	1
SLCO3A1	SLCO3A1	ortholog_one2one	98.3099	98.3099	25	100.00	1
HCG20							
C6orf47-AS1							
PSORS1C3							
HLA-DQA2							
OPA3	OPA3	ortholog_one2one	87.1508	84.3243	100	100.00	1
GPR4	GPR4	ortholog_one2one	96.1326	96.1326	100	100.00	1
