Gene name	Macaque gene name	Macaque homology type	%id. target Macaque gene identical to query gene	%id. query gene identical to target Macaque gene	Macaque Gene-order conservation score	Macaque Whole-genome alignment coverage	Macaque orthology confidence [0 low, 1 high]
SYTL4	TSPAN6	ortholog_one2one	98.2169	98.6567	100	100.00	1
							
KLRB1	KLRB1	ortholog_one2one	87.5556	86.7841	50	0.00	0
XPO5	XPO5	ortholog_one2one	99.6653	98.8382	100	100.00	1
ZNF70	ZNF70	ortholog_one2one	98.2063	98.2063	75	100.00	1
MAP3K19	MAP3K19	ortholog_one2one	91.0392	91.5909	100	100.00	1
E2F1	E2F1	ortholog_one2one	99.0847	99.0847	100	100.00	1
	SLIRP	ortholog_one2one	64.5161	73.3945	100	100.00	1
XRCC5	XRCC5	ortholog_one2one	99.0437	99.0437	75	81.80	1
ABCB7	ABCB7	ortholog_one2one	91.2351	89.9215	100	100.00	1
							
CMTM2	CMTM2	ortholog_one2one	80.2419	88.0531	100	100.00	1
PITPNB	PITPNB	ortholog_one2one	100	100	100	100.00	1
							
							
							
							
MMP17	MMP17	ortholog_one2one	95.3566	95.0413	100	100.00	1
DTX1	DTX1	ortholog_one2one	100	86.8167	100	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	95	95		100.00	1
MAP3K15	MAP3K15	ortholog_one2one	98.1721	98.1721	100	100.00	1
PIM3	PIM3	ortholog_one2one	98.1061	45.2007	100	0.00	0
SUCLG2							
U1	U1	ortholog_one2many	90.7975	90.7975		100.00	1
U1	U1	ortholog_one2many	92.638	92.638		100.00	1
MMD	MMD	ortholog_one2one	97.0711	97.479	100	100.00	1
							
GUCA2B	GUCA2B	ortholog_one2one	96.4286	96.4286	100	100.00	1
KLF6	KLF6	ortholog_one2one	99.6466	99.6466	100	100.00	1
PAX5	PAX5	ortholog_one2one	67.4242	65.602	100	100.00	1
TBC1D10B	TBC1D10B	ortholog_one2one	97.8638	55.4883	50	100.00	1
ASCC3	ASCC3	ortholog_one2one	98.8647	98.8647	100	100.00	1
MORC1							
KRTAP22-1							
							
DLK1	DLK1	ortholog_one2one	92.9504	89.2231	100	100.00	1
	SNRPA1	ortholog_one2many	89.0196	81.9495	0	0.00	0
	MAMLD1	ortholog_one2one	94.4945	77.8236	75	100.00	1
TOX3	TOX3	ortholog_one2one	99.1319	98.6183	100	100.00	1
CEP135	CEP135	ortholog_one2one	97.7193	97.7193	100	100.00	1
H2BC9							
AKR1A1	AKR1A1	ortholog_one2one	99.3846	99.3846	100	100.00	1
							
DAZAP1	DAZAP1	ortholog_one2one	74.3056	61.3767	0	100.00	1
ZNF549	ZNF549	ortholog_one2one	96.5625	96.5625	100	100.00	1
ATRIP	ATRIP	ortholog_one2one	94.6183	95.5752	100	100.00	1
Y_RNA							
FUT11	FUT11	ortholog_one2one	97.561	97.561	100	100.00	1
ANKRD42	ANKRD42	ortholog_one2one	92.0304	95.2849	100	100.00	1
ECHDC1	ECHDC1	ortholog_one2one	97.3941	97.3941	100	70.60	1
XRN1	XRN1	ortholog_one2one	97.8325	97.8325	100	100.00	1
DOK3	DOK3	ortholog_one2one	90.5242	82.5368	100	100.00	1
ATPAF2	ATPAF2	ortholog_one2one	97.5779	97.5779	100	100.00	1
	TDH	ortholog_one2one	93.4783	93.2249	100	100.00	1
H4C11							
							
TTYH2	TTYH2	ortholog_one2one	93.2584	90.0543	100	100.00	1
EIF3F							
TBK1	TBK1	ortholog_one2one	98.6283	98.6283	100	100.00	1
NDUFA10	NDUFA10	ortholog_one2one	68.5315	75.969	100	100.00	1
MRPS11	MRPS11	ortholog_one2one	89.6907	89.6907	100	100.00	1
PF4V1	PF4V1	ortholog_one2one	88.4615	91.0891	100	100.00	1
CHORDC1	CHORDC1	ortholog_one2one	93.6747	93.1138	50	100.00	1
ATP6AP2	ATP6AP2	ortholog_one2one	98.5714	98.5714	100	100.00	1
	SNRNP200	ortholog_one2many	93.9068	24.5318	0	100.00	0
GZF1	GZF1	ortholog_one2one	98.1742	85.348	100	100.00	1
ZFAND1	ZFAND1	ortholog_one2one	88.0597	92.1875	100	100.00	1
ALG9	ALG9	ortholog_one2one	99.3569	51.2013	100	100.00	1
RHEB	RHEB	ortholog_one2one	91.3043	67.4699	100	100.00	1
KLF9	KLF9	ortholog_one2one	98.7705	98.7705	100	100.00	1
RPUSD2	RPUSD2	ortholog_one2one	93.7615	93.7615	100	100.00	1
							
		ortholog_many2many	88.6792	88.8469	0	0.00	0
		ortholog_many2many	88.6792	88.8469	0	0.00	0
		ortholog_many2many	88.6792	88.8469	0	0.00	0
Y_RNA	Y_RNA	ortholog_one2one	96.875	96.875		100.00	1
H1-0	H1-0	ortholog_one2one	100	100	0	0.00	0
FAM24B							
TTI1	TTI1	ortholog_one2one	97.1534	97.1534	100	100.00	1
LRRC25	LRRC25	ortholog_one2one	88.8525	88.8525	100	100.00	1
IRF6	IRF6	ortholog_one2one	100	100	100	100.00	1
		ortholog_one2one	50.7812	49.2424	100	100.00	0
GNAT2	GNAT2	ortholog_one2one	99.435	99.435	100	100.00	1
CLDN8	CLDN8	ortholog_one2one	96.8889	95.614	100	100.00	1
PSME3IP1		ortholog_one2many	63.3858	90.4494	0	0.00	0
PSME3IP1	PSME3IP1	ortholog_one2many	99.6063	99.6063	100	100.00	1
							
PROKR2	PROKR2	ortholog_one2one	99.7396	99.7396	100	100.00	1
RGP1	RGP1	ortholog_one2one	99.4885	99.4885	100	100.00	1
KRTAP26-1		ortholog_one2many	87.619	87.2038	75	100.00	1
KRTAP26-1		ortholog_one2many	87.619	87.2038	75	100.00	1
KRTAP8-1							
							
							
VEZT	VEZT	ortholog_one2one	98.8447	98.8447	100	100.00	1
CAV1	CAV1	ortholog_one2one	100	48.5149	100	100.00	0
KRTAP6-2							
PRRG3	PRRG3	ortholog_one2one	95.7265	96.9697	100	100.00	1
U1	U1	ortholog_one2many	80.7407	70.7792		0.00	0
CRYGA	CRYGA	ortholog_one2one	97.1264	97.1264	100	100.00	1
VSNL1	VSNL1	ortholog_one2one	100	72.6236	100	100.00	1
TLCD1	TLCD1	ortholog_one2one	95.9514	95.9514	100	100.00	1
KRTAP22-2							
FNBP1L	FNBP1L	ortholog_one2one	96.3993	81.2414	75	100.00	1
TLCD3B	TLCD3B	ortholog_one2one	89.0511	78.9644	100	100.00	1
ANKLE1	ANKLE1	ortholog_one2one	92.6905	93.125	100	100.00	1
ATP12A	ATP12A	ortholog_one2one	95.5981	96.2428	50	100.00	1
SPTBN2	SPTBN2	ortholog_one2one	98.7861	98.7448	75	100.00	1
		ortholog_one2one	50	50	0	0.00	0
ZNF558	ZNF558	ortholog_one2one	97.7612	97.7612	100	100.00	1
KRTAP20-4							
C4orf46	C5H4orf46	ortholog_one2one	97.3451	60.4396	100	100.00	1
							
							
ALDH4A1	ALDH4A1	ortholog_one2one	97.5133	97.5133	100	100.00	1
MEIOC	MEIOC	ortholog_one2one	96.9538	96.6492	100	100.00	1
	IRX4	ortholog_one2one	77.551	29.5146	100	100.00	0
SIAH2	SIAH2	ortholog_one2one	100	100	100	100.00	1
KRTAP6-1							
DCAF15	DCAF15	ortholog_one2one	99.5	99.5	100	100.00	1
COL26A1	COL26A1	ortholog_one2one	95.1157	84.2825	100	100.00	1
RTN3	RTN3	ortholog_one2one	81.1047	86.4669	100	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	91.2621	91.2621		100.00	1
CLCA1	CLCA1	ortholog_one2one	92.1225	78.6181	100	95.41	1
TBC1D8B	TBC1D8B	ortholog_one2one	96.7857	93.1272	100	100.00	1
NLN	NLN	ortholog_one2one	98.4375	98.4375	100	100.00	1
DNAJC16	DNAJC16	ortholog_one2one	98.2097	98.2097	100	100.00	1
		ortholog_one2one	50.7418	40.1408	25	0.00	0
SGK3	SGK3	ortholog_one2one	97.9167	94.7581	100	100.00	1
RAPGEFL1	RAPGEFL1	ortholog_one2one	84.3318	82.3088	100	100.00	1
TREML4							
							
COL22A1	COL22A1	ortholog_one2one	96.925	96.925	100	100.00	1
FIG4	FIG4	ortholog_one2one	99.4487	99.4487	100	100.00	1
							
	HCN2	ortholog_one2one	86.6837	76.2387	100	99.47	1
NPHS1	NPHS1	ortholog_one2one	89.375	93.6937	100	99.37	1
ELAC2	ELAC2	ortholog_one2one	94.0678	94.0678	100	100.00	1
	C4BPA	ortholog_one2one	91.709	85.8954	100	100.00	1
CCDC93	CCDC93	ortholog_one2one	98.4152	82.0343	100	100.00	1
							
							
U6	U6	ortholog_one2one	65.3465	63.4615		0.00	0
	HSD17B10	ortholog_one2many	97.7011	97.7011	25	0.00	0
	CNOT7	ortholog_one2many	51.4151	27.182	0	0.00	0
ESPL1	ESPL1	ortholog_one2one	96.0849	96.0849	100	100.00	1
							
MIR346	MIR346	ortholog_one2one	100	84.8214		100.00	1
ARID3B	ARID3B	ortholog_one2one	98.0496	97.7032	100	100.00	1
SLC26A6	SLC26A6	ortholog_one2one	91.7214	92.328	100	100.00	1
							
ITSN1	ITSN1	ortholog_one2one	99.4189	99.4767	75	100.00	1
GRIA2	GRIA2	ortholog_one2one	99.8867	99.8867	100	100.00	1
BMP2K	BMP2K	ortholog_one2one	97.4848	98.2517	100	100.00	1
NEIL2	NEIL2	ortholog_one2one	91.8675	91.8675	100	100.00	1
JMJD6	JMJD6	ortholog_one2one	92.619	89.2202	100	100.00	1
							
MRPL28	MRPL28	ortholog_one2one	96.0938	96.0938	100	100.00	1
RYBP	RYBP	ortholog_one2one	97.2678	23.5762	100	100.00	0
C1QB	C1QB	ortholog_one2one	94.8617	94.8617	100	100.00	1
MYF5	MYF5	ortholog_one2one	98.4314	98.4314	100	100.00	1
LIN28B	LIN28B	ortholog_one2one	94.5736	93.1298	100	100.00	1
		ortholog_one2one	87.656	66.9492	100	99.58	1
	SH2D6	ortholog_one2one	72.028	39.4636	100	100.00	0
TRMT10A	TRMT10A	ortholog_one2one	96.7552	96.1877	100	100.00	1
							
FAM117A	SLC35B1	ortholog_one2one	98.234	98.234	100	100.00	1
	WIZ	ortholog_one2many	99.4835	99.4835	100	100.00	1
		ortholog_one2many	2.06612	2.28311	100	100.00	0
							
COL3A1	COL3A1	ortholog_one2one	98.2265	98.2265	100	100.00	1
ANKMY1	ANKMY1	ortholog_one2one	89.3204	76.9231	100	100.00	1
FKBP6	FKBP6	ortholog_one2one	74.3119	61.3636	50	94.09	1
CCL25							
U6							
PDZRN4	PDZRN4	ortholog_one2one	97.0077	97.1014	100	100.00	1
PALLD	PALLD	ortholog_one2one	97.0614	77.8571	100	100.00	1
DSN1	DSN1	ortholog_one2one	94.382	94.9153	100	100.00	1
PAFAH1B3		ortholog_one2many	92.6407	98.1651	0	0.00	0
PAFAH1B3	PAFAH1B3	ortholog_one2many	98.7013	98.7013	100	100.00	1
		ortholog_one2many	91.2	79.1667	75	0.00	1
		ortholog_one2many	86.4	75	75	0.00	1
KDM3B	KDM3B	ortholog_one2one	99.5457	99.5457	100	100.00	1
E2F7	E2F7	ortholog_one2one	97.2558	97.3626	100	100.00	1
							
H3C2							
							
UPF1	UPF1	ortholog_one2one	99.241	92.6484	100	89.48	1
IL4	IL4	ortholog_one2one	92.1569	92.1569	100	100.00	1
GPR180	GPR180	ortholog_one2one	99.7727	99.7727	100	100.00	1
NCBP3							
	AQP12	ortholog_one2many	92.1824	92.1824	0	100.00	1
SLC41A3	SLC41A3	ortholog_one2one	88.7574	92.4025	100	100.00	1
CDCA2	CDCA2	ortholog_one2one	93.8416	93.8416	100	100.00	1
SCLT1	SCLT1	ortholog_one2one	88.5174	80.1316	100	100.00	1
RHOQ	RHOQ	ortholog_one2one	84	72.103	100	100.00	1
ZNF682	ZNF682	ortholog_one2one	94.9799	94.9799	0	100.00	1
SEMA3C	SEMA3C	ortholog_one2one	99.2011	99.2011	100	100.00	1
CDH3	CDH3	ortholog_one2one	95.778	95.778	100	100.00	1
PPP1R12C	PPP1R12C	ortholog_one2one	93.3522	84.507	100	100.00	1
U6							
							
PHETA1							
	TMPO	ortholog_one2one	96.3977	96.259	100	100.00	1
ASB11	ASB11	ortholog_one2one	75.8514	50.4115	100	100.00	1
INPP5D	INPP5D	ortholog_one2one	96.8105	85.4305	100	100.00	1
SGK2	SGK2	ortholog_one2one	92.5408	92.9742	100	100.00	1
THBS4	THBS4	ortholog_one2one	92.6119	90.1722	100	100.00	1
NTRK2	NTRK2	ortholog_one2one	100	91.5274	100	100.00	1
AP5Z1	AP5Z1	ortholog_one2one	59.4796	52.3446	100	100.00	1
ATP6V1B1	ATP6V1B1	ortholog_one2one	99.6101	99.6101	100	100.00	1
ATPSCKMT	ATPSCKMT	ortholog_one2one	70.3863	67.7686	100	100.00	1
GPS1	GPS1	ortholog_one2one	98.3539	86.1261	100	100.00	1
ADM5	ADM5	ortholog_one2one	70.6897	79.8701	100	100.00	1
	SCAND1	ortholog_one2one	69.0083	93.2961	100	100.00	1
U1							
TRIP12	TRIP12	ortholog_one2one	97.8723	99.9506	100	100.00	1
NAPSA	NAPSA	ortholog_one2one	93.3333	93.3333	100	100.00	1
							
APP	APP	ortholog_one2one	95.3307	97.8695	100	100.00	1
		ortholog_one2one	85.0467	45.0495	0	0.00	0
H3C2							
PPP4R4	PPP4R4	ortholog_one2one	96.1131	93.578	100	100.00	1
OSBPL8	OSBPL8	ortholog_one2one	99.6625	98.2262	100	100.00	1
	ACTB	ortholog_one2many	86.6841	78.8599	0	0.00	0
U6							
							
NR5A2	NR5A2	ortholog_one2one	99.6303	99.6303	100	100.00	1
	TNFAIP2	ortholog_one2one	77.7778	41.6456	50	99.30	0
TXN	TXN	ortholog_one2many	96.1905	96.1905	0	0.00	0
TXN		ortholog_one2many	94.2857	94.2857	0	0.00	0
TXN		ortholog_one2many	96.1905	96.1905	0	0.00	0
TEX26	TEX26	ortholog_one2one	80.0676	82.0069	100	100.00	1
ADIRF	ADIRF	ortholog_one2one	75	79.1667	50	100.00	1
							
							
GTSE1	GTSE1	ortholog_one2one	88.498	89.4665	100	100.00	1
SGO2	SGO2	ortholog_one2one	93.5229	94.1176	100	100.00	1
	SLC6A8	ortholog_one2many	91.7384	83.937	0	0.00	0
KCNJ15	KCNJ15	ortholog_one2one	98.9333	98.9333	100	100.00	1
C6orf89	C4H6orf89	ortholog_one2one	93.8202	93.8202	100	100.00	1
POC1A	POC1A	ortholog_one2one	97.7887	97.7887	100	100.00	1
BIRC7	BIRC7	ortholog_one2one	63.0872	45.8537	100	100.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	87.4564	83.3887		100.00	1
		ortholog_one2one	81.0606	83.5938	0	0.00	0
							
IFT22	IFT22	ortholog_one2one	96.6102	92.4324	100	100.00	1
	TMEM273	ortholog_one2one	55.9748	70.0787	100	100.00	1
OCIAD2	OCIAD2	ortholog_one2one	96.1039	96.1039	75	100.00	1
TSPAN5	TSPAN5	ortholog_one2one	100	100	75	100.00	1
							
PRRT1B	PRRT1B	ortholog_one2one	93.4363	92.0152	100	100.00	1
ADCY5	ADCY5	ortholog_one2one	94.3516	93.9034	100	100.00	1
							
PRICKLE3	PRICKLE3	ortholog_one2one	91.9935	90.8064	100	100.00	1
							
SHC1	SHC1	ortholog_one2one	99.4863	99.4863	100	100.00	1
KLK12	KLK12	ortholog_one2one	69.2913	77.193	100	100.00	1
PRIM2	PRIM2	ortholog_one2one	95.8661	95.6778	100	82.04	1
		ortholog_one2one	86.9565	68.3761	0	0.00	0
PCMTD1	PCMTD1	ortholog_one2one	99.4398	99.4398	100	100.00	1
NPC1	NPC1	ortholog_one2one	96.4816	95.1426	100	99.87	1
							
							
KLHL24							
OR52R1							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	91.4754	93		100.00	1
C12orf56	C11H12orf56	ortholog_one2one	94.5425	94.5425	100	100.00	1
PRKAR1B	PRKAR1B	ortholog_one2one	74.2782	57.2874	75	100.00	1
FAM47E	FAM47E	ortholog_one2one	82.4427	76.4151	100	100.00	1
NXNL2	NXNL2	ortholog_one2one	66.6667	54.4503	100	100.00	1
SPR	SPR	ortholog_one2one	96.5517	96.5517	100	100.00	1
	SLC48A1	ortholog_one2one	100	60.9589	100	100.00	1
	ZBTB7A	ortholog_one2one	71.7778	46.6763	100	0.00	0
							
OTX2	OTX2	ortholog_one2one	97.3064	100	100	100.00	1
RTP2	RTP2	ortholog_one2one	94.6667	94.2478	100	100.00	1
HNRNPM	HNRNPM	ortholog_one2one	99.589	99.589	100	100.00	1
NSUN2	NSUN2	ortholog_one2one	97.6532	97.9085	100	100.00	1
KRTAP19-6							
C21orf140	C21orf140	ortholog_one2one	96.0159	96.0159	100	100.00	1
ZNF511	ZNF511	ortholog_one2one	83.2061	86.8526	100	100.00	1
ZUP1	ZUP1	ortholog_one2one	95.3287	95.3287	100	100.00	1
							
IL10RA	IL10RA	ortholog_one2one	92.0415	91.7241	100	100.00	1
MTSS2	MTSS2	ortholog_one2one	88.3534	77.7385	100	100.00	1
NDUFS7	NDUFS7	ortholog_one2one	82.2034	82.906	75	100.00	1
							
B4GAT1	B4GAT1	ortholog_one2one	99.5181	99.5181	100	100.00	1
	SUN1	ortholog_one2many	91.4242	56.0563	100	98.84	1
TDO2	TDO2	ortholog_one2one	99.0148	99.0148	100	100.00	1
		ortholog_one2many	70.4918	86	75	0.00	1
CBX4	CBX4	ortholog_one2one	98.5455	96.7857	100	100.00	1
CERCAM	CERCAM	ortholog_one2many	96.6387	96.6387	100	100.00	1
CERCAM		ortholog_one2many	97.479	81.2325	0	100.00	1
							
ZNF706	ZNF706	ortholog_one2one	100	100	100	100.00	1
QSER1	QSER1	ortholog_one2one	98.2709	91.6174	100	99.88	1
NCMAP	NCMAP	ortholog_one2one	95.098	54.8023	100	100.00	1
	CACNG6	ortholog_one2one	82.8947	72.4138	100	100.00	1
ATG101	ATG101	ortholog_one2one	100	100	100	100.00	1
	BTF3L4	ortholog_one2many	78.4211	94.3038	0	0.00	0
CLPTM1	CLPTM1	ortholog_one2one	98.1679	95.4006	100	100.00	1
		ortholog_many2many	50	56.6802	0	0.00	0
		ortholog_many2many	40.1786	76.0135	0	0.00	0
		ortholog_many2many	45.8929	75.3666	0	0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	87.8049	87.1972		100.00	1
	NRN1	ortholog_one2one	78.5714	67.6923	100	100.00	1
INTS6L	INTS6L	ortholog_one2one	98.7751	98.8852	75	95.27	1
							
LRCH2	LRCH2	ortholog_one2one	98.4314	98.0469	75	100.00	1
CLCN4	CLCN4	ortholog_one2one	99.8684	99.8684	100	100.00	1
MFNG	MFNG	ortholog_one2one	97.5078	97.5078	100	100.00	1
PZP	PZP	ortholog_one2one	93.0499	92.9872	50	100.00	1
	TPGS2	ortholog_one2one	96.3816	96.3816	100	100.00	1
CEACAM7	CEACAM7	ortholog_one2one	83.3962	83.7121	100	92.26	1
SGCB							
UBE3C	UBE3C	ortholog_one2one	99.5383	99.5383	100	100.00	1
PSMC5	PSMC5	ortholog_one2one	100	100	100	100.00	1
HECTD1	HECTD1	ortholog_one2one	99.3072	98.8506	100	100.00	1
DROSHA	DROSHA	ortholog_one2one	94.8551	94.9239	75	100.00	1
NR2C1	NR2C1	ortholog_one2one	99.5025	99.3377	100	100.00	1
DNAAF1	DNAAF1	ortholog_one2one	81.8908	86.8644	100	0.00	1
	DDT	ortholog_one2one	74.7967	56.4417	50	100.00	1
							
ANKRD39	ANKRD39	ortholog_one2one	96.7213	96.1957	100	100.00	1
SOBP	SOBP	ortholog_one2one	99.4785	87.2998	100	100.00	1
		ortholog_many2many	78.2842	55.1985	0	0.00	0
		ortholog_many2many	78.5523	55.3875	0	0.00	0
		ortholog_many2many	78.2842	55.1985	0	0.00	0
MMAA	MMAA	ortholog_one2one	96.8974	96.4371	100	100.00	1
GCLM	GCLM	ortholog_one2one	98.9051	98.9051	50	100.00	1
	IDS	ortholog_one2one	97.7867	88.3636	50	100.00	1
TNFRSF10D							
DNMT1	DNMT1	ortholog_one2one	92.5814	89.4001	100	100.00	1
EPPIN	SPINLW1	ortholog_one2one	90.2256	90.2256	100	63.30	1
GRN	GRN	ortholog_one2one	93.5919	93.5919	100	100.00	1
AUH	AUH	ortholog_one2one	98.5251	88.3598	100	100.00	1
U1	U1	ortholog_one2one	92.6829	92.6829		100.00	1
VSIG10L	VSIG10L	ortholog_one2one	93.248	80.1802	100	100.00	1
PLAG1	PLAG1	ortholog_one2one	99.8	99.8	100	100.00	1
S100A9	S100A9	ortholog_one2one	88.5965	88.5965	100	100.00	1
VNN2	VNN2	ortholog_one2one	92.8846	92.8846	100	100.00	1
MS4A7	MS4A7	ortholog_one2one	93.75	93.75	100	100.00	1
ATIC	ATIC	ortholog_one2one	98.4797	98.4797	100	100.00	1
	IGLV3-9	ortholog_one2one	85.3933	75.2475	100	0.00	1
							
SLC45A1	SLC45A1	ortholog_one2one	94.3734	98.6631	100	100.00	1
PREX2	PREX2	ortholog_one2one	97.2603	97.1998	100	100.00	1
	MTPAP	ortholog_one2one	88.4146	49.8282	100	78.63	0
BCR	BCR	ortholog_one2one	98.2743	85.1298	50	97.00	1
	IL17REL	ortholog_one2one	70.2381	40.7599	100	92.94	0
EIF5B	EIF5B	ortholog_one2one	98.1225	98.4439	100	100.00	1
MYEOV							
							
	JMJD8	ortholog_one2one	82.3353	96.4912	100	100.00	1
IKZF3	IKZF3	ortholog_one2one	98.0354	98.0354	100	100.00	1
							
CIAPIN1							
MED4	MED4	ortholog_one2one	98.8889	73.7569	100	100.00	1
FRS3	FRS3	ortholog_one2one	98.5772	87.5451	100	100.00	1
	SMS	ortholog_one2one	94.7853	84.4262	0	0.00	0
ELAVL1	ELAVL1	ortholog_one2one	100	100	100	100.00	1
	DEXI	ortholog_one2one	90.3614	78.9474	0	0.00	0
	TDG	ortholog_one2many	95.2646	83.4146	0	0.00	0
							
							
		ortholog_one2one	93.5714	93.5714		100.00	1
							
							
TRIM39	RPP21	ortholog_one2one	99.6139	99.6139	100	100.00	1
ZSWIM9	ZSWIM9	ortholog_one2one	96.1963	85.3101	100	100.00	1
							
							
RGS7BP	RGS7BP	ortholog_one2one	99.6109	79.7508	100	100.00	1
	FBXW10B	ortholog_one2one	91.1765	5.90476	50	0.00	0
SYT11	SYT11	ortholog_one2one	99.3039	99.3039	100	100.00	1
NEK2	NEK2	ortholog_one2many	97.9775	97.9775	100	100.00	1
LRBA	LRBA	ortholog_one2one	97.6598	97.8307	100	100.00	1
BUB3	BUB3	ortholog_one2one	99.0854	88.0759	100	100.00	1
DOCK1	DOCK1	ortholog_one2one	95.9703	96.1232	100	100.00	1
							
							
							
	SERF1B	ortholog_one2many	72.7273	62.5	0	86.42	1
NKX3-2	NKX3-2	ortholog_one2one	92.2849	93.3934	75	100.00	1
JSRP1	JSRP1	ortholog_one2one	92.7711	87.2521	100	0.00	1
A4GALT	A4GALT	ortholog_one2one	96.3173	96.3173	100	100.00	1
	CLEC4G	ortholog_one2one	91.9831	74.4027	100	100.00	1
TP63	TP63	ortholog_one2one	99.7059	99.7059	100	100.00	1
STS	STS	ortholog_one2one	96.2264	95.0847	100	100.00	1
RHOD	RHOD	ortholog_one2one	99.0476	99.0476	100	100.00	1
CSNK1G1	CSNK1G1	ortholog_one2one	99.7895	99.7895	100	100.00	1
CD3E	CD3E	ortholog_one2one	74.3961	70.9677	100	100.00	1
FGF16	FGF16	ortholog_one2one	99.5169	99.5169	100	100.00	1
XPO7	XPO7	ortholog_one2one	96.4253	90.8463	100	100.00	1
C8G	C8G	ortholog_one2one	96.5347	96.5347	100	100.00	1
	NASP	ortholog_one2many	96.3151	94.6317	100	100.00	1
							
LCE1C	LCE1C	ortholog_one2one	89.8305	96.3636	100	100.00	1
NR3C1	NR3C1	ortholog_one2one	98.8432	98.9704	100	100.00	1
							
MMAB	MMAB	ortholog_one2one	94.3396	81.9672	100	100.00	1
SCGB1D4	SCGB1D4	ortholog_one2one	56.6265	57.3171	100	100.00	1
NVL	NVL	ortholog_one2one	97.5467	97.5467	100	100.00	1
TYR	TYR	ortholog_one2one	94.0552	83.5849	50	92.42	1
ENTREP3	ENTREP3	ortholog_one2one	99.5509	99.5509	100	100.00	1
SFTPB	SFTPB	ortholog_one2one	90.8397	92.7273	100	100.00	1
ACO2	ACO2	ortholog_one2one	94.2308	82.4916	100	99.36	1
	FBXL22	ortholog_one2one	77.7328	84.9557	100	100.00	1
							
GLB1L2	GLB1L2	ortholog_one2one	97.4803	85.9722	75	100.00	1
FHOD3	FHOD3	ortholog_one2one	97.9579	92.7492	100	100.00	1
ERRFI1	ERRFI1	ortholog_one2one	98.0519	98.0519	100	100.00	1
USP22	USP22	ortholog_one2one	91.3201	96.1905	50	100.00	1
GPR50	GPR50	ortholog_one2one	96.0191	96.0191	100	100.00	1
							
KRTAP19-7							
MTA1	MTA1	ortholog_one2one	93.188	94.2149	100	100.00	1
							
LRFN3	LRFN3	ortholog_one2one	97.1383	97.293	75	100.00	1
							
AFF3	AFF3	ortholog_one2one	96.4828	98.5306	100	100.00	1
SORT1	SORT1	ortholog_one2one	98.7966	93.508	100	100.00	1
SNAP23	SNAP23	ortholog_one2one	89.5735	84.375	100	100.00	1
MC5R		ortholog_one2many	93.5385	93.5385	0	100.00	1
MC5R	MC5R	ortholog_one2many	93.2308	93.2308	50	100.00	1
	TMEM169	ortholog_one2many	96.9697	96.9697	100	100.00	1
							
PRR5L	PRR5L	ortholog_one2one	98.6413	98.6413	100	100.00	1
							
CRLS1							
CLDN17							
ZNF358	ZNF358	ortholog_one2one	97.1223	93.913	100	100.00	1
ESS2	ESS2	ortholog_one2one	99.3698	99.3698	100	100.00	1
NUDT12	NUDT12	ortholog_one2one	97.8355	97.8355	100	100.00	1
SFPQ	SFPQ	ortholog_one2one	100	83.4512	100	100.00	1
SLC26A8	SLC26A8	ortholog_one2one	95.2026	91.4959	100	100.00	1
MYRFL	MYRFL	ortholog_one2one	95.3792	88.5589	100	100.00	1
ZNF300	ZNF300	ortholog_one2one	97.1854	93.92	100	100.00	1
CELF1	CELF1	ortholog_one2one	99.8055	100	75	100.00	1
GFPT2	GFPT2	ortholog_one2one	96.5465	94.2815	100	100.00	1
DUS3L	DUS3L	ortholog_one2one	96.2723	90.8257	100	100.00	1
FN3K	FN3K	ortholog_one2one	98.3819	98.7013	75	100.00	1
	EBPL	ortholog_one2many	85.3774	87.8641	0	0.00	0
U1	U1	ortholog_one2one	93.9759	94.5455		100.00	1
NOTCH4	NOTCH4	ortholog_one2one	96.655	96.9454	100	100.00	1
PSMB4	PSMB4	ortholog_one2one	99.2424	99.2424	100	100.00	1
	NUTF2	ortholog_one2many	91.8919	80.315	0	0.00	0
		ortholog_one2many	82.5397	81.8898	0	0.00	0
LIPJ	LIPJ	ortholog_one2one	95.8904	83.3333	100	100.00	1
ZNHIT1	ZNHIT1	ortholog_one2one	100	100	100	100.00	1
ERVH48-1	ERVH48-1	ortholog_one2many	87.5	76.087	100	100.00	1
ERVH48-1		ortholog_one2many	57.5	14.3975	0	0.00	0
ARHGAP30	ARHGAP30	ortholog_one2one	95.7312	95.7312	100	100.00	1
ACSBG1	ACSBG1	ortholog_one2one	95.6463	92.7441	100	100.00	1
							
MARCHF1	MARCHF1	ortholog_one2one	88.0515	90.7197	100	96.38	1
ADAMTS20	ADAMTS20	ortholog_one2one	94.5084	94.5578	100	97.37	1
CX3CL1	CX3CL1	ortholog_one2one	93.7028	91.4005	100	100.00	1
KRT83							
							
							
	IL6ST	ortholog_one2many	96.9605	33.8641	100	100.00	0
	ELOA2	ortholog_one2many	75.3623	78.6389	100	100.00	1
SBNO2	SBNO2	ortholog_one2one	92.4185	89.2387	100	96.04	1
U1	U1	ortholog_one2one	89.7959	89.7959		100.00	1
