Gene name	Chimpanzee gene name	Chimpanzee homology type	%id. target Chimpanzee gene identical to query gene	%id. query gene identical to target Chimpanzee gene	Chimpanzee Gene-order conservation score	Chimpanzee Whole-genome alignment coverage	Chimpanzee orthology confidence [0 low, 1 high]
RNU6-326P	U6	ortholog_one2many	99.0654	99.0654		100.00	1
IGFBP1	IGFBP1	ortholog_one2one	98.8417	91.1032	100	100.00	1
							
							
MLLT10P2							
							
GRK3-AS1							
FRG1							
							
MIR6127							
MIR4684							
LGALS8-AS1							
CRMA							
							
							
HEATR1	HEATR1	ortholog_one2one	99.5336	99.5336	100	100.00	1
							
RN7SL719P	Metazoa_SRP	ortholog_many2many	99.1561	99.1561		0.00	0
RN7SL719P	Metazoa_SRP	ortholog_many2many	71.308	71.308		0.00	0
RN7SL719P	Metazoa_SRP	ortholog_many2many	99.1561	98.7395		0.00	0
RN7SL719P	Metazoa_SRP	ortholog_many2many	99.1561	99.1561		0.00	0
RN7SL719P	Metazoa_SRP	ortholog_many2many	99.1561	99.1561		0.00	0
GOLGA8M							
							
							
							
TLNRD1							
							
MEGF11	MEGF11	ortholog_one2one	99.4737	99.4737	100	100.00	1
IGFBP3	IGFBP3	ortholog_one2one	100	100	100	100.00	1
							
NOL4L-DT							
YWHAH-AS1							
							
							
							
TUBB7P							
							
RNA5SP174							
RNA5SP175							
DUX4L9							
FRG2							
							
							
							
							
RARRES2P4							
							
							
							
							
							
							
							
DUX4L8							
							
							
							
							
							
							
ANKDD1B	ANKDD1B	ortholog_one2one	99.053	99.053	100	100.00	1
							
							
							
							
							
							
							
							
							
							
DUX4L2							
							
							
							
							
							
							
LINC00896							
FTLP15							
AKAP8L	AKAP8L	ortholog_one2one	99.6904	99.5363	100	100.00	1
							
LINC02891							
RPL7AP78							
FKBP9	FKBP9	ortholog_one2one	99.8246	91.3323	100	100.00	1
							
							
DNAH5	DNAH5	ortholog_one2one	99.3296	99.3296	100	100.00	1
MBD5	MBD5	ortholog_one2one	99.421	99.421	100	100.00	1
FAM247A							
							
							
							
MUC20							
							
MIR4311							
							
							
INAFM2	INAFM2	ortholog_one2one	100	100	75	100.00	1
DCHS1-AS1							
RNA5SP392							
PHGR1	PHGR1	ortholog_one2one	100	100	100	100.00	1
MRPL17	MRPL17	ortholog_one2one	99.4286	99.4286	100	100.00	1
DISP2	DISP2	ortholog_one2one	99.5004	99.5004	100	100.00	1
RPSAP21							
ACSM5P1							
RPL35P1							
MT1HL1	MT1HL1	ortholog_one2one	96.7213	96.7213	100	100.00	1
							
							
RPL21P94							
ACSM3	ACSM3	ortholog_one2one	98.9761	98.9761	75	100.00	1
DCHS1	DCHS1	ortholog_one2one	99.4845	99.4845	100	100.00	1
RNU6-949P	U6	ortholog_one2many	100	100		100.00	1
RNU6-949P	U6	ortholog_one2many	100	100		100.00	1
CHMP1AP1							
RNU6-424P	U6	ortholog_one2many	99.0476	99.0476		0.00	0
RNU6-424P	U6	ortholog_one2many	99.0476	99.0476		100.00	1
CTSO							
							
RPEP3							
STX12	STX12	ortholog_one2one	100	100	100	100.00	1
							
BAHD1	BAHD1	ortholog_one2one	100	100	100	100.00	1
MUC20-OT1							
RNU6-388P	U6	ortholog_one2one	99.0476	99.0476		100.00	1
RPS29P14							
RN7SL505P	Metazoa_SRP	ortholog_one2one	97.9522	97.9522		100.00	1
							
RNA5SP229							
							
RP9	RP9	ortholog_one2one	99.5475	99.5475	100	100.00	1
MMAB	MMAB	ortholog_one2one	96	98.3607	100	100.00	1
							
							
ZNF138							
							
							
RNU6-1245P	U6	ortholog_one2one	91.5094	91.5094		100.00	1
							
TDO2							
PPP1R8	PPP1R8	ortholog_one2one	100	100	100	100.00	1
							
							
CHST14							
ALG8	ALG8	ortholog_one2one	99.2395	97.9362	75	100.00	1
							
							
							
IVD	IVD	ortholog_one2one	99.5272	98.8263	100	100.00	1
							
							
							
							
MUC20							
							
							
		ortholog_one2one	92.5926	91.2409		100.00	1
							
USP12P2							
							
SEPHS1P1							
RPS29P8							
EEF1DP4							
GARIN1A	GARIN1A	ortholog_one2one	98.3333	98.3333	100	100.00	1
HAR1B							
RGPD5		ortholog_one2many	26.1756	71.4065	0	0.00	0
							
							
							
							
							
FAM157A							
							
							
							
							
							
							
							
RALY-AS1							
							
RNU6-821P							
U6							
							
							
MUC20-OT1							
SCARNA1	SCARNA1	ortholog_one2one	98.7952	98.7952		100.00	1
							
THEMIS2	THEMIS2	ortholog_one2one	99.2224	99.2224	100	100.00	1
							
RNU6-145P	U6	ortholog_one2one	98.1132	98.1132		100.00	1
MIR4450							
							
MIR548AH	MIR548AH	ortholog_one2one	100	100		100.00	1
SGMS2	SGMS2	ortholog_one2one	100	100	100	100.00	1
ANKRD18DP							
							
ERCC8	ERCC8	ortholog_one2one	100	100	100	100.00	1
							
LHFPL3	LHFPL3	ortholog_one2one	93.6441	99.5496	100	100.00	1
							
							
THUMPD1	THUMPD1	ortholog_one2one	99.1501	79.7267	75	100.00	0
IL2RA	IL2RA	ortholog_one2one	98.1618	98.1618	100	100.00	1
RNU4-32P	U4	ortholog_one2one	99.2908	99.2908		100.00	1
EIF4BP6							
RN7SKP250							
		ortholog_one2one	91.4729	94.4		100.00	1
							
							
RN7SL8P	Metazoa_SRP	ortholog_one2one	97.3684	97.3684		100.00	1
							
							
RSRC2	RSRC2	ortholog_one2one	99.0783	98.3982	100	100.00	1
							
							
SLC25A40	SLC25A40	ortholog_one2many	99.7041	99.7041	50	100.00	1
SLC25A40	SLC25A40	ortholog_one2many	99.7041	99.7041	100	100.00	1
							
							
							
							
RNU6-944P	U6	ortholog_one2one	99.0654	99.0654		100.00	1
RPA2	RPA2	ortholog_one2one	97.037	92.9078	100	100.00	1
REXO5	REXO5	ortholog_one2one	99.2248	99.2248	100	100.00	1
BLTP1	BLTP1	ortholog_one2one	98.0758	99.8002	75	100.00	1
							
							
							
							
MYO5A	MYO5A	ortholog_one2one	99.0426	99.2009	100	100.00	1
							
							
							
KIAA1671-AS1							
RPL32P23							
RBM17	RBM17	ortholog_one2one	100	100	100	100.00	1
							
							
							
							
							
							
DBF4	DBF4	ortholog_one2many	95.6973	98.4733	75	100.00	1
DBF4	DBF4	ortholog_one2many	99.7033	99.8514	100	100.00	1
							
GPAA1P1							
							
CSE1L-DT							
							
ZBTB45P1							
							
							
NHIP							
							
							
MIR4267							
DLGAP4-AS1							
MALL	MALL	ortholog_one2one	99.3464	99.3464	75	100.00	1
DCHS2							
MYO18B-AS1							
PPP4R2P6							
SDHAP2							
MUC20							
							
							
							
PDE4DIPP9							
LINC01749							
MIR3675							
RNU1-5P							
MIR4436B1		ortholog_one2many	100	100		100.00	1
							
							
ACTR1AP1							
RNU1-2							
							
MFAP2	MFAP2	ortholog_one2one	97.2678	98.3425	100	100.00	1
MIR4436B2		ortholog_one2many	100	100		100.00	1
							
							
							
							
LINC01432							
ZBTB45P2							
							
							
							
FAM230A							
SRI		ortholog_one2many	86.3636	72.1519	100	100.00	0
SRI	SRI	ortholog_one2many	90.9091	87.8049	100	100.00	1
NPHP1	NPHP1	ortholog_one2one	94.9778	88.203	75	100.00	1
SDHAP2							
							
							
							
							
							
							
PFKFB3	PFKFB3	ortholog_one2one	96.5385	77.2308	100	100.00	0
							
							
							
MUC4							
MUC20-OT1							
KNTC1	KNTC1	ortholog_one2one	99.5926	99.5926	75	100.00	1
							
FAM230D							
ATP13A2	ATP13A2	ortholog_one2one	91.017	89.8745	100	100.00	1
							
LINC00658							
YJU2B	YJU2B	ortholog_one2one	99.4949	99.4949	100	100.00	1
							
							
FAM230J							
PPP4R2P6							
MUC4							
		ortholog_one2one	100	100		100.00	1
ACSM1	ACSM1	ortholog_one2one	82.8423	95.4092	75	100.00	1
							
							
HMGN1P12							
CARTPT	CARTPT	ortholog_one2one	99.1379	99.1379	100	100.00	1
STEAP4	STEAP4	ortholog_one2many	99.5643	99.5643	100	100.00	1
STEAP4	STEAP4	ortholog_one2many	99.5643	99.5643	100	100.00	1
							
SPOPLP3							
KCNIP4							
							
SDHAP2							
							
							
UGT2A3							
							
							
LINC00229							
RPL31P25							
							
							
RNA5SP190							
							
RPL21P58							
FABP5P6							
TUBAP15							
							
							
							
MORC2-AS1							
HSD17B4	HSD17B4	ortholog_one2one	99.4565	90.4821	100	100.00	1
UGT2B27P							
MIR6890							
SPOPLP2							
LAMB2	LAMB2	ortholog_one2one	99.1101	99.1101	100	100.00	1
STPG3	STPG3	ortholog_one2one	98.3766	98.0583	100	100.00	1
							
							
UGT2B29P							
LRRC32	LRRC32	ortholog_one2one	98.9426	98.9426	100	100.00	1
UGT2B10							
ADAM22	ADAM22	ortholog_one2many	93.4647	97.6165	100	100.00	1
ADAM22	ADAM22	ortholog_one2many	93.4647	99.4481	100	100.00	1
							
EFCAB6-AS1							
							
MRI1	MRI1	ortholog_one2one	98.916	98.916	100	100.00	1
							
							
							
							
							
ABAT	ABAT	ortholog_one2one	98.8	95.9223	100	100.00	1
							
							
LINC02554							
							
UGT2B15							
							
RPL12P37							
							
FAM86B2		ortholog_many2many	82.7273	86.9427	0	0.00	0
FAM86B2		ortholog_many2many	85.4545	86.5031	0	0.24	0
FAM86B2		ortholog_many2many	86.3636	88.5093	0	0.00	0
CHMP6							
							
LINC00654							
C19orf53	C19H19orf53	ortholog_one2one	100	100	100	100.00	1
							
							
TSKU	TSKU	ortholog_one2one	98.3003	98.3003	100	100.00	1
							
MT2P1							
							
TMPRSS11E							
PRAMENP							
							
							
							
							
NXNL2	NXNL2	ortholog_one2one	99.359	99.359	50	100.00	1
							
LINC01665							
ACER3	ACER3	ortholog_one2one	99.6255	99.6255	100	100.00	1
							
AATK	AATK	ortholog_one2one	98.2533	97.8261	100	100.00	1
OSR2	OSR2	ortholog_one2one	100	72.0554	75	100.00	0
CC2D1A	CC2D1A	ortholog_one2one	98.7382	98.7382	100	100.00	1
							
LINC02559							
							
YTHDC1							
UNC13B	UNC13B	ortholog_one2many	98.871	98.8027	100	100.00	1
UNC13B		ortholog_one2many	35.6221	99.8063	0	0.00	0
TLE3	TLE3	ortholog_one2one	100	98.3376	100	100.00	1
							
							
							
PADI2	PADI2	ortholog_one2one	100	100	100	100.00	1
PFKFB1	PFKFB1	ortholog_one2one	99.7877	99.7877	100	100.00	1
							
PDXP-DT							
HCAR2	HCAR2	ortholog_one2one	71.9008	82.5949	75	100.00	0
							
HCAR3	HCAR3	ortholog_one2one	82.4289	91.6667	0	100.00	1
							
							
LAMB2P1							
HCAR1	HCAR1	ortholog_one2one	98.8439	98.8439	75	100.00	1
							
							
							
							
							
CCDC71	CCDC71	ortholog_one2one	97.4304	99.345	100	100.00	1
							
							
							
Y_RNA	Y_RNA	ortholog_one2one	99.0196	99.0196		100.00	1
							
							
CCDC62	CCDC62	ortholog_one2one	98.9766	99.1215	100	100.00	1
							
TBC1D22A-DT							
KLHDC8B	KLHDC8B	ortholog_one2one	99.7175	99.7175	100	100.00	1
							
							
							
LIF-AS1							
NORAD							
MUC20							
FAM247B							
CCAR2	CCAR2	ortholog_one2one	99.675	99.675	100	100.00	1
							
							
							
							
							
CIMIP7	C3H3orf84	ortholog_one2one	97.0588	97.0588	100	100.00	1
							
							
							
OR7E103P							
OTOP1	OTOP1	ortholog_one2one	99.6732	99.6732	100	100.00	1
							
LNCNEF							
PADI1	PADI1	ortholog_one2one	98.4917	98.4917	100	100.00	1
							
							
FAM230G							
							
PPP4R2P6							
CLRN1	CLRN1	ortholog_one2one	98.7069	93.4694	100	100.00	1
MUC4							
							
TMEM128	TMEM128	ortholog_one2one	98.7879	98.7879	100	100.00	1
KCNK15-AS1							
RN7SKP78	7SK	ortholog_one2one	93.0818	97.3684		100.00	1
MIR3155A							
MIR3155B							
Y_RNA	Y_RNA	ortholog_one2one	99.0099	99.0099		100.00	1
SDCBPP1							
PALD1	PALD1	ortholog_one2one	98.715	98.715	100	100.00	1
ZBTB49	ZBTB49	ortholog_one2one	99.7386	99.7386	100	100.00	1
							
MIR657							
RPS3A							
MIR3065	MIR3065	ortholog_one2one	100	100		100.00	1
MIR338							
MIR1250	ptr-mir-1250	ortholog_one2one	100	100		100.00	1
							
							
TEPSIN	TEPSIN	ortholog_one2one	98.3137	98.3137	100	100.00	1
							
							
MIR4440							
							
MIR4441							
							
							
							
							
MIR4269							
PADI3	PADI3	ortholog_one2one	98.9458	98.9458	100	100.00	1
MIR2467	MIR2467	ortholog_one2one	100	100		100.00	1
							
							
							
LCLAT1	LCLAT1	ortholog_one2one	99.4681	90.3382	100	100.00	1
ACAD11	ACAD11	ortholog_one2one	99.4872	99.4872	100	100.00	1
HIP1R	HIP1R	ortholog_one2one	99.5318	99.5318	100	100.00	1
							
SNORD73B							
							
SH3D19							
							
							
							
ISM1-AS1							
							
							
							
							
RPSAP59							
BEX4	BEX4	ortholog_one2one	100	100	100	100.00	1
							
							
MIR3972							
Y_RNA	Y_RNA	ortholog_one2one	100	100		100.00	1
							
							
							
WWC3	WWC3	ortholog_one2one	96.5461	97.7519	100	100.00	1
RN7SL743P	Metazoa_SRP	ortholog_one2one	96.9799	96.9799		100.00	1
RNU7-63P							
STX18	STX18	ortholog_one2one	97.6119	97.3214	100	100.00	1
							
TMEM186	TMEM186	ortholog_one2one	99.5305	99.5305	100	100.00	1
SNORD81	SNORD81	ortholog_one2one	98.7013	98.7013		100.00	1
							
CCN1	CCN1	ortholog_one2one	99.7375	99.7375	100	100.00	1
SNORD73A							
CCL25	CCL25	ortholog_one2one	98	98	100	100.00	1
							
CARHSP1	CARHSP1	ortholog_one2one	100	100	100	100.00	1
							
							
							
							
RNU6-1282P							
GZMB	GZMB	ortholog_one2one	97.9757	86.4286	100	100.00	1
							
							
PRSS48							
							
							
							
GALK1	GALK1	ortholog_one2one	100	92.891	100	100.00	1
							
GRIK2	GRIK2	ortholog_one2one	100	100	100	100.00	1
B3GNT6	B3GNT6	ortholog_one2one	98.6979	98.6979	100	100.00	1
HAR1A							
TNRC6B-DT							
							
							
							
							
							
							
MIR3667HG							
CAPN5	CAPN5	ortholog_one2one	99.6875	93.8235	100	100.00	1
							
							
ACSBG2	ACSBG2	ortholog_one2one	98.7988	98.7988	100	100.00	1
CICP13							
							
							
							
							
							
							
RNU6-791P	U6	ortholog_one2many	100	100		100.00	1
							
HHIPL2		ortholog_one2many	72.3757	99.0548	0	0.00	0
HHIPL2	HHIPL2	ortholog_one2many	99.3094	99.3094	100	100.00	1
SNAP25-AS1							
NOSTRIN	NOSTRIN	ortholog_one2one	99.6047	89.5204	100	100.00	1
ICE2P1							
LINC01060							
SYNE2	SYNE2	ortholog_one2one	98.9286	98.9286	100	100.00	1
							
KANTR							
TIMM22	TIMM22	ortholog_one2one	98.9691	98.9691	100	100.00	1
PKMP3							
SNORD50B	SNORD50B	ortholog_one2one	100	100		100.00	1
							
							
SMIM11P1							
RNU4-72P	U4	ortholog_one2one	80.9249	80.9249		100.00	1
LINC01664							
Y_RNA	Y_RNA	ortholog_one2one	99.1453	99.1453		100.00	1
							
RNU4-12P	U4	ortholog_one2one	98.5611	98.5611		100.00	1
ATXN1	ATXN1	ortholog_one2one	98.8957	97.4607	100	100.00	1
TCP11X1		ortholog_many2many	79.8805	98.5258	100	100.00	0
TCP11X1	TCP11X2	ortholog_many2many	69.7211	91.1458	0	0.00	0
MIR3183							
RPL7AP27							
Metazoa_SRP							
							
BHLHA9		ortholog_one2many	95.3191	95.3191	0	100.00	1
BHLHA9	BHLHA9	ortholog_one2many	98.7234	98.7234	100	100.00	1
TRARG1	TRARG1	ortholog_one2one	95.4802	95.4802	100	100.00	1
							
TAF1A	TAF1A	ortholog_one2one	99.3333	99.3333	100	100.00	1
							
YWHAE	YWHAE	ortholog_one2one	100	100	100	100.00	1
							
TCP11X2		ortholog_many2many	80.0797	98.7715	0	100.00	1
TCP11X2	TCP11X2	ortholog_many2many	69.9203	91.4062	0	0.00	0
							
FRG1-DT							
							
LINC01596							
							
							
NPHP3-ACAD11							
RNU1-51P							
							
SEMA4G	SEMA4G	ortholog_one2one	99.4069	99.4069	100	100.00	1
							
							
							
							
STX18-IT1							
							
							
KLHL13	KLHL13	ortholog_one2one	97.4961	94.6809	100	100.00	1
RPS7P15							
							
							
							
NSG1	NSG1	ortholog_one2one	100	100	100	100.00	1
							
							
							
							
LAMA5-AS1							
VPS37B	VPS37B	ortholog_one2one	99.6491	99.6491	100	100.00	1
ACKR4	ACKR4	ortholog_one2one	99.1429	99.1429	100	100.00	1
							
HSPA8P19							
							
							
PPM1F-AS1							
							
							
							
							
							
							
							
							
							
Y_RNA	Y_RNA	ortholog_one2one	99.0196	99.0196		100.00	1
PLCG1-AS1							
							
RNU6-787P	U6	ortholog_one2one	91.5888	91.5888		100.00	1
RN7SL482P	Metazoa_SRP	ortholog_one2one	96.6443	96.9697		100.00	1
KIF3AP1							
ABR	ABR	ortholog_one2one	79.8603	81.6667	100	100.00	0
MIR6829		ortholog_one2many	100	100		100.00	1
MIR6829		ortholog_one2many	100	100		0.00	0
							
							
STMN4	STMN4	ortholog_one2one	80.5556	75.3247	100	100.00	0
							
RNU2-11P	U2	ortholog_one2many	98.9305	98.9305		100.00	1
RNU2-11P	U2	ortholog_one2many	98.9305	98.9305		100.00	1
							
PPP4R2P2							
							
							
PPP4R2P3							
							
ARL8BP1							
MIA3	MIA3	ortholog_one2one	98.6366	94.8563	100	100.00	1
							
							
							
RNU7-18P							
							
MIR4304							
							
TMEM40	TMEM40	ortholog_one2one	98.2833	97.8633	100	100.00	1
							
CYCSP17							
							
							
HNRNPLP1							
							
RPS26P29							
RNU6-430P	U6	ortholog_one2one	97.1963	95.4128		100.00	1
							
IDH1P1							
CMPK1P2							
							
							
MRPL28	MRPL28	ortholog_one2one	99.2188	99.2188	50	100.00	1
SNRNP48	SNRNP48	ortholog_one2one	99.705	99.705	100	100.00	1
ANKRD33	ANKRD33	ortholog_one2one	99.115	99.115	100	100.00	1
							
							
							
							
LINC01746							
LINC01596							
RPS21-DT							
LINC01262							
							
							
FRG1-DT							
							
							
U1							
HSP90AA4P							
Y_RNA	Y_RNA	ortholog_one2one	98.1982	98.1982		100.00	1
							
							
MAD2L1-DT							
							
CCND3	CCND3	ortholog_one2one	99.3151	99.3151	100	100.00	1
							
							
							
LINC01728							
							
							
							
		ortholog_one2one	98.2759	98.2759		100.00	1
							
							
							
							
LINC02260							
CRIPTO3	CRIPTO3	ortholog_one2one	89.3617	98.8235	100	100.00	1
							
ACVR1B	ACVR1B	ortholog_one2one	99.802	92.3077	100	100.00	1
							
GATA1	GATA1	ortholog_one2one	99.7579	99.7579	100	100.00	1
KIT	KIT	ortholog_one2one	99.2828	99.6914	100	100.00	1
							
							
							
							
OMP							
							
C2CD3	C2CD3	ortholog_one2one	96.7701	99.0862	100	100.00	1
							
							
							
							
RPL18AP15							
							
RNA5SP512							
ALG13-AS1							
RBM38-AS1							
TRPC5OS	TRPC5OS	ortholog_one2one	100	100	100	100.00	1
PGAP6	PGAP6	ortholog_one2one	98.9624	98.8342	100	100.00	1
							
							
							
							
							
IL2RB	IL2RB	ortholog_one2one	98.5481	98.5481	100	100.00	1
							
							
RNU6-1231P	U6	ortholog_one2one	99.0291	99.0291		100.00	1
							
CYP17A1	CYP17A1	ortholog_one2one	99.4094	99.4094	100	100.00	1
							
OGT	OGT	ortholog_one2one	97.6099	96.5941	100	100.00	1
							
							
							
							
							
							
							
BCL2L1-AS1							
							
PRDM9							
							
							
							
							
							
RN7SL663P	Metazoa_SRP	ortholog_one2one	99.6656	99.6656		100.00	1
							
SPINT2	SPINT2	ortholog_one2one	99.2064	99.2064	100	100.00	1
RNU6-574P	U6	ortholog_one2one	98.1308	98.1308		100.00	1
							
TAMALIN	TAMALIN	ortholog_one2one	99.2405	99.4924	100	100.00	1
DUX4L9							
							
							
TUBB7P							
							
							
EHBP1	EHBP1	ortholog_one2one	99.7414	93.9886	100	100.00	1
							
FRG2							
LINC00261							
NME4							
PTGES3P4							
							
BORCS7	BORCS7	ortholog_one2one	92.4528	75.3846	100	100.00	0
							
							
							
							
RPS6KA6	RPS6KA6	ortholog_one2one	96.3758	96.3758	100	100.00	1
							
							
AIDA	AIDA	ortholog_one2one	100	100	100	100.00	1
							
FRG1-DT							
							
							
							
							
							
							
							
							
							
PMP2	PMP2	ortholog_one2one	100	100	100	100.00	1
FRG1							
							
							
ZBED4	ZBED4	ortholog_one2one	98.8044	98.8044	100	100.00	1
ECM2	ECM2	ortholog_one2one	99.1416	98.8588	100	100.00	1
							
							
BORCS7-ASMT							
							
							
MAN2B2	MAN2B2	ortholog_one2one	98.8107	98.8107	100	100.00	1
							
ALG12	ALG12	ortholog_one2one	98.1557	98.1557	100	100.00	1
							
NR4A1	NR4A1	ortholog_one2one	99.1639	90.9509	100	100.00	1
U6	U6	ortholog_one2one	95.9596	90.4762		100.00	1
AS3MT	AS3MT	ortholog_one2one	98.9333	98.9333	100	100.00	1
							
							
							
							
ZNF341-AS1							
FABP9	FABP9	ortholog_one2one	99.2424	99.2424	100	100.00	1
RNU6-761P	U6	ortholog_one2one	99.0654	99.0654		100.00	1
							
ANKRD66	ANKRD66	ortholog_one2one	98.4694	76.8924	100	100.00	0
FABP4	FABP4	ortholog_one2one	100	100	100	100.00	1
							
							
PPP1R14A	PPP1R14A	ortholog_one2one	100	100	100	100.00	1
							
MHENCR							
HS3ST5	HS3ST5	ortholog_one2one	90.4624	87.1866	100	100.00	1
LINC01194							
BROX	BROX	ortholog_one2one	99.5134	99.5134	100	100.00	1
KRT18P17							
							
							
							
							
							
MUC20-OT1							
RPL32							
							
H4C8	H4C3	ortholog_one2one	100	100	0	0.00	0
LINC01596							
							
RNU1-51P							
5S_rRNA							
							
RNF39	RNF39	ortholog_one2one	99.1477	83.0952	100	100.00	1
5S_rRNA							
LINC01440							
RPL22P17							
FTH1P11							
NIPA2P4							
NT5C2	NT5C2	ortholog_one2one	96.7914	94.1075	100	100.00	1
RPS26P34							
LHX6	LHX6	ortholog_one2one	98.7245	90.4206	100	100.00	1
SLC10A5P1							
IMPA1	IMPA1	ortholog_one2one	99.639	83.1325	75	99.38	1
OR2J1	OR2J1	ortholog_one2one	98.0769	98.0769	100	100.00	1
MIR548I4							
							
OR2H1	OR2H1	ortholog_one2one	97.4684	97.4684	100	100.00	1
							
SH3KBP1	SH3KBP1	ortholog_one2one	99.8496	99.8496	100	100.00	1
LINC01441							
							
							
							
Y_RNA	Y_RNA	ortholog_one2one	97.8495	97.8495		100.00	1
							
							
							
YIF1B	YIF1B	ortholog_one2one	99.3631	99.3631	75	100.00	1
MIR1260B	MIR1260B	ortholog_one2one	100	100		100.00	1
OR2J2	OR2J2	ortholog_one2one	97.4359	97.4359	100	100.00	1
							
							
CRELD2	CRELD2	ortholog_one2one	99.4334	87.3134	100	100.00	1
CCDC82	CCDC82	ortholog_one2one	99.2647	99.2647	100	100.00	1
SNORA7A	SNORA7A	ortholog_one2one	100	100		100.00	1
IFT122P1							
UNC5B	UNC5B	ortholog_one2one	99.4709	99.4709	100	100.00	1
DDR1	DDR1	ortholog_one2one	98.9047	98.1522	100	100.00	1
							
GSK3B	GSK3B	ortholog_one2one	95.2381	83.1601	100	100.00	1
OSER1-DT							
							
							
							
							
							
NR4A1AS							
FAM242A							
							
RNU6-164P							
DECR2	DECR2	ortholog_one2one	98.9726	98.9726	75	100.00	1
							
SLC29A3	SLC29A3	ortholog_one2one	98.9474	98.9474	100	100.00	1
							
							
							
STAB2	STAB2	ortholog_one2one	99.3728	99.3728	100	100.00	1
