Gene name	Mouse gene name	Mouse homology type	%id. target Mouse gene identical to query gene	%id. query gene identical to target Mouse gene	Mouse Gene-order conservation score	Mouse Whole-genome alignment coverage	Mouse orthology confidence [0 low, 1 high]
KRI1	Kri1	ortholog_one2one	81.9346	81.7021	100	100.00	1
KRT27	Krt27	ortholog_one2one	86.7102	88.8393	100	100.00	1
TTC34							
							
KRT28	Krt28	ortholog_one2one	85.3448	85.7143	100	100.00	1
							
MMEL1							
TIMM10	Timm10	ortholog_one2one	100	100	100	100.00	1
							
SLC27A3							
KRT10	Krt10	ortholog_one2one	81.8493	85.205	100	100.00	1
UBE2L6	Ube2l6	ortholog_one2one	76.4706	76.4706	100	100.00	1
BCLAF3	Bclaf3	ortholog_one2one	63.7131	60.2394	100	100.00	1
							
							
ELMOD2	Elmod2	ortholog_one2one	87.0307	87.0307	100	100.00	1
RPS20P33							
TEX22	Tex22	ortholog_one2one	53.3333	42.328	100	94.51	0
RPS4XP2							
MKRN7P							
FER1L4							
MTA1	Mta1	ortholog_one2one	94.8252	97.1347	100	100.00	1
PRDX2P3							
KRT12	Krt12	ortholog_one2one	78.3401	79.4661	100	100.00	1
CBY3	Cby3	ortholog_one2one	38.843	67.1429	100	100.00	0
KIR3DL3							
ADGRF5-AS1							
NELFE	Nelfe	ortholog_one2one	90	93.188	100	100.00	1
RNU6-98P	Gm24517	ortholog_one2many	81.3084	81.3084		0.00	0
HS6ST2-AS1							
NAA20P1							
USP26							
CANX	Canx	ortholog_one2one	93.2432	93.401	100	100.00	1
RPS4XP13							
MFSD3	Mfsd3	ortholog_one2one	77.9126	77.9126	100	100.00	1
PPIAP42							
UCP1	Ucp1	ortholog_one2one	79.1531	79.1531	100	100.00	1
SERPING1	Serping1	ortholog_one2one	69.2	68.6508	100	100.00	1
KRT20	Krt20	ortholog_one2one	79.4811	78.1903	100	100.00	1
GNL3L	Gnl3l	ortholog_one2one	87.1134	87.8683	100	100.00	1
UGT1A4	Ugt1a5	ortholog_many2many	75.4682	76.1815	100	79.83	1
UGT1A4	Ugt1a2	ortholog_many2many	74.3446	74.4841	100	79.28	1
KRT23	Krt23	ortholog_one2one	78.91	78.91	100	100.00	1
C3orf52	BC016579	ortholog_one2one	68.2028	67.8899	100	100.00	1
							
RECQL4	Recql4	ortholog_one2one	65.8113	65.3783	100	100.00	1
RN7SL152P							
							
TNRC18P1							
							
							
CFAP70	Cfap70	ortholog_one2one	81.5343	80.1052	100	100.00	1
							
HIGD1AP14							
							
PLA2G12A	Pla2g12a	ortholog_one2one	89.9471	88.5417	100	100.00	1
LILRB4							
							
Y_RNA							
Y_RNA							
Metazoa_SRP							
Metazoa_SRP							
ZNF663P							
BPIFB9P							
							
							
CAMK1	Camk1	ortholog_one2one	97.027	95.9893	100	100.00	1
							
							
GAR1	Gar1	ortholog_one2one	96.3134	90.4762	100	100.00	1
	Gm56450	ortholog_one2one	72	72	100	100.00	1
	Gm56451	ortholog_one2one	66.6667	71.1864	100	100.00	1
CTNNBL1	Ctnnbl1	ortholog_one2one	96.0924	96.0924	100	100.00	1
CDKN2D	Cdkn2d	ortholog_one2one	86.747	86.747	100	100.00	1
SLC40A1	Slc40a1	ortholog_one2one	90.5429	90.7018	50	100.00	1
ATE1	Ate1	ortholog_one2one	81.4672	75.492	100	100.00	1
GH1	Gh	ortholog_one2many	65.4378	65.7407	100	100.00	1
AP1M2	Ap1m2	ortholog_one2one	96.9267	96.4706	100	100.00	1
							
							
MMEL1-AS1							
ARPC4-TTLL3							
PANK4							
RRH	Rrh	ortholog_one2one	78.635	78.635	100	100.00	1
OR2T4							
LRIT3	Lrit3	ortholog_one2one	71.7231	71.5125	100	100.00	1
OR2T2							
OR2T1							
OR2T6							
OR2T7							
OR2T3							
KRT19P3							
							
							
TMC4							
OR2T5							
C4orf17	4930579F01Rik	ortholog_one2one	53.2033	58.4098	100	99.01	1
SCN2B	Scn2b	ortholog_one2one	92.093	92.093	100	100.00	1
JAGN1	Jagn1	ortholog_one2one	97.8142	97.8142	100	100.00	1
RNU1-65P	Gm23100	ortholog_one2one	66.8919	70.2128		0.00	0
HMGN2P8							
							
GHITM	Ghitm	ortholog_one2one	91.8841	91.6185	100	100.00	1
IL17RE	Il17re	ortholog_one2one	68.2159	71.4286	100	100.00	1
							
EXOC6B	Exoc6b	ortholog_one2one	98.8903	99.0123	75	100.00	1
LINC02354							
TMSB15B-AS1							
VDR	Vdr	ortholog_one2one	88.0562	89.0995	100	100.00	1
GPR15LG	Gpr15lg	ortholog_one2one	54.321	56.4103	100	100.00	1
							
SCN4A	Scn4a	ortholog_one2one	92.5381	92.2868	100	100.00	1
OR8G3P	Or8g2	ortholog_many2many	81.6129	82.4104	0	37.09	0
OR8G3P	Or8g2b	ortholog_many2many	77.7419	78.5016	0	5.30	0
CDHR1	Cdhr1	ortholog_one2one	85.2154	85.2154	100	100.00	1
PLAAT5	Plaat5	ortholog_one2one	72.8625	66.6667	100	100.00	1
							
							
HS6ST2	Hs6st2	ortholog_one2one	86.6667	91.3399	100	100.00	1
LSM2P1							
							
SPRY3							
LRRC14	Lrrc14	ortholog_one2one	94.1176	94.1176	100	100.00	1
H2AL1Q	H2al1j	ortholog_many2many	22.6131	41.2844	0	0.00	0
H2AL1Q	H2al1h	ortholog_many2many	23.6181	44.7619	0	0.00	0
H2AL1Q	H2al2b	ortholog_many2many	26.1307	46.8468	0	0.00	0
H2AL1Q	H2al1o	ortholog_many2many	23.1156	41.8182	0	0.00	0
H2AL1Q	H2al1m	ortholog_many2many	23.1156	43.8095	50	0.00	0
H2AL1Q	H2al1c	ortholog_many2many	23.6181	44.7619	0	0.00	0
H2AL1Q	H2al1a	ortholog_many2many	23.6181	44.7619	0	0.00	0
H2AL1Q	H2al1d	ortholog_many2many	23.6181	44.7619	0	0.00	0
H2AL1Q	H2al2a	ortholog_many2many	29.1457	52.2523	0	0.00	0
H2AL1Q	H2al1f	ortholog_many2many	23.6181	44.7619	0	0.00	0
H2AL1Q	H2al1b	ortholog_many2many	23.6181	44.7619	0	0.00	0
H2AL1Q	H2al1g	ortholog_many2many	23.6181	44.7619	0	0.00	0
H2AL1Q	H2al1k	ortholog_many2many	23.1156	43.8095	50	0.00	0
H2AL1Q	H2al1n	ortholog_many2many	24.1206	44.0367	0	0.00	0
H2AL1Q	H2al1e	ortholog_many2many	23.6181	44.7619	0	0.00	0
H2AL1Q	H2al2c	ortholog_many2many	26.1307	46.8468	0	0.00	0
H2AL1Q	H2al1i	ortholog_many2many	23.6181	44.7619	0	0.00	0
CCDC160	Ccdc160	ortholog_one2one	58.7692	59.1331	100	100.00	1
SLC44A2	Slc44a2	ortholog_one2one	90.9348	90.9348	100	100.00	1
IGBP1-AS1							
DGAT2L6	Dgat2l6	ortholog_one2one	72.1068	72.1068	100	100.00	1
MTTP	Mttp	ortholog_one2one	85.906	85.906	100	100.00	1
PLCH2							
RN7SL581P							
AWAT1	Awat1	ortholog_one2one	81.7073	81.7073	100	100.00	1
NMNAT1P4							
SMAD1	Smad1	ortholog_one2one	99.1398	99.1398	100	100.00	1
RNA5SP507							
P2RY4	P2ry4	ortholog_one2one	80.8219	81.7175	100	100.00	1
ARR3	Arr3	ortholog_one2one	80.9278	82.4147	100	100.00	1
							
PPP6R3	Ppp6r3	ortholog_one2one	96.3345	96.3345	100	100.00	1
							
PRR29	Prr29	ortholog_one2one	62.963	63.6364	100	100.00	1
MBOAT7							
LRRC24	Lrrc24	ortholog_one2one	83.4308	82.1497	100	100.00	1
C8orf82	C030006K11Rik	ortholog_one2one	86.1111	85.3211	100	100.00	1
RAB41							
HES5							
KCNQ2	Kcnq2	ortholog_one2one	95.0688	95.2874	100	100.00	1
TNFRSF14-AS1							
SMAD1-AS1							
							
NCOA4P3							
ICAM2	Icam2	ortholog_one2one	59.6364	59.2058	100	100.00	1
							
Metazoa_SRP							
							
C4orf51	1700011L22Rik	ortholog_one2one	52.4752	50.9615	100	100.00	1
							
ZNF251	Zfp251	ortholog_one2one	69.7466	74.0506	50	98.13	1
							
KIF4A	Kif4	ortholog_one2one	87.013	87.0837	100	100.00	1
PRXL2B							
MMAA	Mmaa	ortholog_one2one	78.9474	79.5181	100	100.00	1
LRIT2	Lrit2	ortholog_one2one	71.2727	71.4025	75	100.00	1
ZNF517	Zfp113	ortholog_one2one	29.878	33.4852	0	0.00	0
ING5	Ing5	ortholog_one2one	94.5833	94.5833	100	100.00	1
							
							
							
TMEM106C	Tmem106c	ortholog_one2one	78.8	75.7692	100	99.12	1
SEZ6L-AS1							
RNA5SP495							
							
RGR	Rgr	ortholog_one2one	81.0997	81.0997	100	100.00	1
							
CPT1B	Cpt1b	ortholog_one2one	87.0466	87.0466	100	100.00	1
EIF3H	Eif3h	ortholog_one2one	97.1591	97.1591	100	100.00	1
MIR1236							
							
DXO	Dxo	ortholog_one2one	89.899	89.6725	100	100.00	1
CRIP2	Crip2	ortholog_one2one	92.7885	92.7885	100	100.00	1
							
							
TSEN34							
STARD5	Stard5	ortholog_one2one	83.5681	83.5681	100	100.00	1
EPHA5	Epha5	ortholog_one2one	96.2598	94.0385	100	100.00	1
ERN1	Ern1	ortholog_one2one	93.1423	93.1423	100	100.00	1
CFC1	Cfc1	ortholog_one2many	44.843	49.505	0	100.00	0
COG5	Cog5	ortholog_one2one	89.2642	89.2642	100	100.00	1
QTRT1	Qtrt1	ortholog_one2one	87.0968	87.0968	100	100.00	1
							
ATP6V1G3							
							
TMC3	Tmc3	ortholog_one2one	81.5455	81.4714	100	100.00	1
AMT	Amt	ortholog_one2one	88.8337	88.8337	100	100.00	1
							
SNORD104	Snord104	ortholog_one2one	80	80		100.00	1
							
SNORA50C	Gm22711	ortholog_one2one	81.203	81.203		100.00	1
							
PTPRC							
PPY	Ppy	ortholog_one2one	61.0526	58	100	100.00	1
COL14A1	Col14a1	ortholog_one2one	89.8107	89.7607	100	100.00	1
TRAPPC2LP1							
RNY4P23							
GDPD2	Gdpd2	ortholog_one2one	84.7866	84.7866	100	100.00	1
LRIT1	Lrit1	ortholog_one2one	78.9727	78.8462	100	100.00	1
PAX3	Pax3	ortholog_one2one	98.7603	98.7603	100	100.00	1
RPL12P29							
TNPO1P1							
CACYBPP1							
FHDC1	Fhdc1	ortholog_one2one	72.9659	72.5849	100	100.00	1
VIM	Vim	ortholog_one2one	97.4249	97.4249	100	100.00	1
RPS9							
NAGS	Nags	ortholog_one2one	85.5805	86.7173	100	100.00	1
DCTD	Dctd	ortholog_one2one	92.6966	92.6966	100	100.00	1
MIR638							
MIR4748							
MIR199A1	Mir199a-1	ortholog_one2one	90.1408	91.4286		100.00	1
MIR6793							
TMED1	Tmed1	ortholog_one2one	95.1542	95.1542	100	100.00	1
C4B	C4b	ortholog_many2many	76.3188	76.5823	75	100.00	1
C4B	C4a	ortholog_many2many	73.6812	74.1061	100	0.00	1
							
							
							
RPS12P26							
COL2A1	Col2a1	ortholog_one2one	95.2253	95.2253	100	100.00	1
							
							
NGRN	Ngrn	ortholog_one2one	71.8213	71.3311	50	100.00	1
TMEM101	Tmem101	ortholog_one2one	98.0545	98.0545	100	100.00	1
							
RNU4-81P	Gm25176	ortholog_one2one	49.3056	56.8		0.00	0
PERPP2							
PDZD11	Pdzd11	ortholog_one2one	97.1429	97.1429	100	100.00	1
							
							
							
C19orf38	AB124611	ortholog_one2one	69.1304	71.6216	100	100.00	1
							
MIR1302-10							
MIR6859-3							
FAH	Fah	ortholog_one2one	88.7828	88.7828	75	100.00	1
LILRB3							
VSTM1							
HIKESHIP2							
BMERB1	Bmerb1	ortholog_one2one	95.098	95.5665	75	100.00	1
ABCB8	Abcb8	ortholog_one2one	84.2618	84.3794	100	100.00	1
ZNF331							
RNA5SP181							
							
							
CRIP1	Crip1	ortholog_one2one	97.4026	58.5938	100	89.23	1
							
KRT18P31							
NENFP3							
RPL29P13							
							
U3							
ARSI	Arsi	ortholog_one2one	95.9578	95.288	100	100.00	1
LSM12	Lsm12	ortholog_one2one	100	100	100	100.00	1
BTK	Btk	ortholog_one2one	98.3308	98.3308	100	99.97	1
TCOF1	Tcof1	ortholog_one2one	52.9214	58.1121	100	100.00	1
							
IFT27	Ift27	ortholog_one2one	83.3333	83.3333	100	100.00	1
NUPR1	Nupr1	ortholog_one2one	70.7317	72.5	75	97.62	1
RNU6-131P	Gm25637	ortholog_one2many	69.1589	69.1589		0.00	0
HROB	Hrob	ortholog_one2one	63.6223	66.8293	100	99.04	1
TTC29	Ttc29	ortholog_one2one	74.3158	74.9469	100	100.00	1
SULT1A2	Sult5a1	ortholog_many2many	34.5763	35.0515	0	0.00	0
							
PEBP1P3							
							
RGPD4							
LRRC20	Lrrc20	ortholog_one2one	89.6739	89.6739	100	100.00	1
TARM1							
ASB16	Asb16	ortholog_one2one	85.2097	85.2097	100	100.00	1
OSCAR							
IGHA2	Igha	ortholog_one2many	49.3606	49.6144	100	100.00	0
BMP2K	Bmp2k	ortholog_one2one	82.3428	84.007	100	100.00	1
C2orf72	2810459M11Rik	ortholog_one2one	69.1525	71.0801	100	100.00	1
TMUB2	Tmub2	ortholog_one2one	85.6698	86.2069	100	100.00	1
IGHE	Ighe	ortholog_one2one	44.332	45.0617	75	99.19	0
							
HTR2B	Htr2b	ortholog_one2one	83.1601	83.5073	100	100.00	1
ADIPOR1P1							
							
EBLN1							
							
PSME2P6							
							
							
							
							
VPREB1	Vpreb1b	ortholog_one2many	71.7241	73.2394	0	100.00	1
VPREB1	Vpreb1a	ortholog_one2many	71.7241	73.2394	50	0.00	0
RPL31P45							
BEAN1-AS1							
IGHG4							
COMMD3	Commd3	ortholog_one2one	89.2308	89.2308	100	100.00	1
LHFPL7	Lhfpl7	ortholog_one2one	60.5	62.0513	75	100.00	1
RNU1-93P	Gm24004	ortholog_one2many	57.9882	55.0562		0.00	0
							
RPS28P4							
							
							
							
NDUFA3							
MIR4777							
							
							
ZBTB8OSP2							
							
SNORA75	Snora75	ortholog_one2one	85.4015	87.9699		100.00	1
PARVG	Parvg	ortholog_one2one	79.4562	79.4562	100	100.00	1
SNORD20	Gm55462	ortholog_one2one	100	100		100.00	1
SNORD82	Snord82	ortholog_one2one	81.4286	81.4286		100.00	1
RNU2-22P	Gm25887	ortholog_one2one	26.4151	66.6667		0.00	0
							
NMUR1	Nmur1	ortholog_one2one	72.5352	72.1963	100	100.00	1
							
TFPT							
MIR8071-1							
IGHG2							
MIR6782							
							
							
LHX1	Lhx1	ortholog_one2one	99.5074	99.5074	100	100.00	1
CLK2							
RNPEPL1	Rnpepl1	ortholog_one2one	93.6552	94.3056	100	100.00	1
TK2	Tk2	ortholog_one2one	81.5094	80	75	100.00	1
PRPF31							
SCOC	Scoc	ortholog_one2one	100	65.6	50	100.00	1
MIR8071-2							
COPDA1							
BEGAIN	Begain	ortholog_one2one	85.6209	63.5922	100	100.00	1
							
							
MIR2909							
							
							
							
MCRIP1	Mcrip1	ortholog_one2one	90.7216	90.7216	100	100.00	1
GAPVD1	Gapvd1	ortholog_one2one	97.8082	97.9424	100	100.00	1
CNOT3							
LRP2BP	Lrp2bp	ortholog_one2one	85.879	86.1272	100	100.00	1
CAPN10	Capn10	ortholog_one2one	81.1012	81.8318	75	100.00	1
H1-8P2							
VASH1-DT							
							
VASH1	Vash1	ortholog_one2one	93.1507	90.6667	100	100.00	1
CTXND1	Ctxnd1	ortholog_one2one	100	100	100	100.00	1
PKLR							
DUT-AS1							
Y_RNA							
DUT	Dut	ortholog_one2one	55.1587	85.8025	100	91.29	1
LENG1							
RPL32P13							
Y_RNA							
RPL7AP30							
							
DNAAF11	Dnaaf11	ortholog_one2one	80.0429	78.8584	100	100.00	1
							
COMMD3-BMI1							
							
							
MIR1243							
MIR8082							
RN7SL184P							
RNU1-138P							
C4orf46	4930579G24Rik	ortholog_one2one	82.3009	83.7838	100	100.00	1
							
							
ETFDH	Etfdh	ortholog_one2one	92.3825	92.5325	100	100.00	1
RPL22P2							
PPP1R27	Ppp1r27	ortholog_one2one	94.8052	94.8052	100	100.00	1
RN7SKP17							
							
RNU6-1203P							
RN7SL356P							
ATP6V1FP2							
							
MIR6505							
MIR3908							
TMED2	Tmed2	ortholog_one2one	99.005	99.005	100	100.00	1
IRF2BPL	Irf2bpl	ortholog_one2one	95.2261	97.8064	100	100.00	1
LILRP1							
MBOAT7							
LRRC74A	Lrrc74a	ortholog_one2one	71.9745	68.6235	100	100.00	1
TARM1							
							
							
							
PACSIN2	Pacsin2	ortholog_one2one	93.8272	93.8272	100	100.00	1
							
VSTM1							
							
NPB	Npb	ortholog_one2one	55.2	57.9832	100	100.00	1
MTX1LP							
TSEN34							
							
MAFG	Mafg	ortholog_one2one	98.7654	98.7654	100	100.00	1
Y_RNA							
LINC01355							
SCAMP3							
BMI1	Bmi1	ortholog_one2one	96.9325	97.5309	100	100.00	1
RPL29P6							
							
HNRNPR							
RABGEF1	Rabgef1	ortholog_one2one	95.723	95.723	100	100.00	1
DDX55	Ddx55	ortholog_one2one	91.1667	91.1667	100	100.00	1
RPS9							
CYP21A2	Cyp21a1	ortholog_one2one	70.7071	71.8686	100	9.01	1
SNX16	Snx16	ortholog_one2one	84.0116	84.0116	100	100.00	1
PYCR1	Pycr1	ortholog_one2one	88.4013	91.2621	100	100.00	1
LILRA6							
CKB	Ckb	ortholog_one2one	96.5879	96.5879	100	100.00	1
							
GBA1							
NDUFA3							
OSCAR							
BIN3	Bin3	ortholog_one2one	94.4664	94.4664	100	100.00	1
TRIM4							
COA8	Coa8	ortholog_one2one	74.0933	74.4792	100	100.00	1
							
							
ADRB1	Adrb1	ortholog_one2one	90.3564	92.4893	100	100.00	1
SNORA9B	Gm23626	ortholog_one2many	89.4737	89.4737		0.00	0
SNORA9B	Gm25800	ortholog_one2many	87.218	86.5672		0.00	0
RNU6-709P							
UBE2V1P5							
EIF2B1	Eif2b1	ortholog_one2one	94.0984	94.0984	100	99.04	1
CCDC186	Ccdc186	ortholog_one2one	84.1871	82.4427	100	100.00	1
RDH13							
U6							
TFPT							
CPA5	Cpa5	ortholog_one2one	84.1743	84.1743	100	100.00	1
PRPF31							
PRKD1	Prkd1	ortholog_one2one	93.3114	92.7015	100	100.00	1
C11orf71	Gm5617	ortholog_one2one	64.2276	67.5214	100	100.00	1
							
							
							
							
							
RBM7	Rbm7	ortholog_one2one	83.1461	83.7736	100	100.00	1
							
AQP12B	Aqp12	ortholog_one2many	70.0326	74.1379	0	100.00	1
CD24P2							
RFX7	Rfx7	ortholog_one2one	92.6712	92.7347	100	100.00	1
GP6							
							
MIR2110							
VWA2	Vwa2	ortholog_one2one	80.3974	76.7383	100	100.00	1
RNA5SP130							
BSN	Bsn	ortholog_one2one	89.0219	88.6606	100	100.00	1
GTF2H3	Gtf2h3	ortholog_one2one	93.5065	93.2039	100	99.35	1
							
AGXT	Agxt	ortholog_one2one	76.7857	72.7053	50	100.00	1
							
							
							
DMAC2L	Dmac2l	ortholog_one2one	78	78	100	100.00	1
AURKAP2							
							
RNU6-794P	Gm24848	ortholog_one2many	71.875	42.9907		0.00	0
RNU6-1167P	Gm26187	ortholog_one2one	62.766	58.4158		0.00	0
SYT15	Syt15	ortholog_one2many	78.3848	78.9474	50	100.00	1
							
							
RNU6-1287P	Gm56122	ortholog_one2many	65.4206	70.7071		0.00	0
RNU6-1287P	Gm54753	ortholog_one2many	69.1589	78.7234		0.00	0
HMGB1P33							
TMEM183AP3							
FAN1	Fan1	ortholog_one2one	72.1731	71.9608	50	100.00	1
KIR2DL4							
HCN3							
BSN-AS1							
APEH	Apeh	ortholog_one2one	91.3934	91.3934	100	100.00	1
RNA5SP206							
H2AC6							
RGS22	Rgs22	ortholog_one2one	75.712	76.0731	100	100.00	1
							
H2AC7							
RNU6-320P	Gm25875	ortholog_one2many	69.8113	69.1589		0.00	0
CD40LG	Cd40lg	ortholog_one2one	77.3946	77.6923	100	100.00	1
H3C5P							
H2AC9P							
H1-3	H1f3	ortholog_one2one	87.7828	87.7828	0	100.00	1
H4C6	H4c2	ortholog_one2one	100	100	0	0.00	0
H4C7							
H3C7							
LILRB5							
H2BC10							
H3C9P							
ENTREP3							
BTN3A2							
E2F2							
NRSN2	Nrsn2	ortholog_one2one	57.3529	57.9208	100	100.00	1
RN7SL248P							
DIO2	Dio2	ortholog_one2one	87.5458	91.2214	100	100.00	1
GPRIN2	Gprin2	ortholog_one2one	72.9258	73.4066	75	100.00	1
TTLL1	Ttll1	ortholog_one2one	96.9267	96.9267	100	100.00	1
PLEKHA1	Plekha1	ortholog_one2one	75.9901	80.1567	100	100.00	1
BMAL1	Bmal1	ortholog_one2one	98.4026	97.3144	100	100.00	1
MAB21L4	Mab21l4	ortholog_one2one	76.5101	75.6637	100	100.00	1
							
ID3							
NUTM2F	Nutm2	ortholog_one2many	37.963	39.1542	0	98.10	0
RTN1	Rtn1	ortholog_one2one	81.8299	81.4103	100	100.00	1
TRIB3	Trib3	ortholog_one2one	73.1844	74.0113	100	100.00	1
ZNF436							
ARHGEF6	Arhgef6	ortholog_one2one	90.8505	91.4397	100	100.00	1
GSK3A	Gsk3a	ortholog_one2one	94.824	93.4694	100	100.00	1
LPAR1	Lpar1	ortholog_one2one	97.2527	97.2527	100	100.00	1
U3							
KIR3DL1							
PPID	Ppid	ortholog_one2one	94.3243	94.3243	100	100.00	1
SH3PXD2A	Sh3pxd2a	ortholog_one2one	91.0856	91.8149	100	100.00	1
ZNF436-AS1							
KCTD7	Kctd7	ortholog_one2one	97.5779	97.5779	100	100.00	1
							
TCEA3							
WFDC6							
TANAR							
Y_RNA							
RN7SKP152							
RN7SL197P							
WNT10A	Wnt10a	ortholog_one2one	95.2038	95.2038	100	100.00	1
SNRPFP1							
RNU6-919P							
SLC9A8	Slc9a8	ortholog_one2one	95.6971	96.5278	100	100.00	1
RNU6-128P							
IBSP	Ibsp	ortholog_one2one	72.5552	70.9877	100	100.00	1
LILRP2							
RNU6-642P							
CDK5R2	Cdk5r2	ortholog_one2one	95.6403	95.1219	100	100.00	1
LILRB2							
WDFY4	Wdfy4	ortholog_one2one	81.2814	81.3069	100	100.00	1
FEV	Fev	ortholog_one2one	95.7983	96.2025	100	100.00	1
HSP90AB3P							
GLYR1P1							
RPS21P7							
							
							
							
RNU1-36P							
							
							
							
PKD2	Pkd2	ortholog_one2one	89.9793	90.1656	75	100.00	1
RPS14	Rps14	ortholog_one2one	100	100	100	100.00	1
TMEM230	Tmem230	ortholog_one2one	96.6667	96.6667	100	100.00	1
BHLHA15	Bhlha15	ortholog_one2one	82.0106	78.6802	100	100.00	1
CRYBA2	Cryba2	ortholog_one2one	90.8629	90.8629	100	100.00	1
SVEP1	Svep1	ortholog_one2one	81.7698	81.8615	100	100.00	1
RNU6-972P							
CCZ1B	Ccz1	ortholog_one2many	95.6432	96.0417	0	100.00	1
Y_RNA							
SNORD61	Snord61	ortholog_one2one	82.1918	84.507		100.00	1
TRPC5	Trpc5	ortholog_one2one	96.9168	96.7179	100	100.00	1
RTL4	Rtl4	ortholog_one2one	58.0645	59.2105	100	100.00	1
							
DPRXP7							
CCDC121P1							
Y_RNA	Gm26168	ortholog_one2one	83.0357	83.0357		0.00	0
FBLIM1P1							
TEX13C	Tex13c1	ortholog_many2many	22.5579	37.0861	100	92.50	0
TEX13C	Tex13d	ortholog_many2many	20.5438	38.4906	0	4.67	0
ASAP3							
							
TIMM17B	Timm17b	ortholog_one2one	95.9302	95.9302	100	100.00	1
BTN2A2	Btn2a2	ortholog_one2one	69.0249	70.2335	25	100.00	1
RPS25P10							
BIK	Bik	ortholog_one2one	41.25	44	100	100.00	0
MIR375	Mir375	ortholog_one2one	100	100		100.00	1
CFAP65	Cfap65	ortholog_one2one	68.987	71.9004	100	99.27	1
SLC1A3	Slc1a3	ortholog_one2one	96.679	96.5009	100	100.00	1
CDKN3	Cdkn3	ortholog_one2one	88.2076	88.6256	100	100.00	1
ABCG2	Abcg3	ortholog_one2one	54.3511	54.7692	50	5.62	0
MCAT	Mcat	ortholog_one2one	73.3333	75.0656	100	100.00	1
U6							
							
LILRB2							
NTNG2	Ntng2	ortholog_one2one	93.9623	84.5501	100	100.00	1
TTLL12	Ttll12	ortholog_one2one	85.0932	85.759	100	100.00	1
MRPL43	Mrpl43	ortholog_one2one	82.3899	82.3899	100	100.00	1
MUSK	Musk	ortholog_one2one	92.4051	92.2989	100	100.00	1
							
ZNF574	Zfp574	ortholog_one2one	93.9732	93.5556	100	100.00	1
							
KCTD5	Kctd5	ortholog_one2one	96.1538	96.1538	75	100.00	1
MTMR10	Mtmr10	ortholog_one2one	92.1493	92.8664	75	100.00	1
MIR4323							
DEDD2	Dedd2	ortholog_one2one	92.9448	91.8182	100	100.00	1
RNA5SP227							
EEF1A1P6							
IL6-AS1							
SCUBE1-AS2							
							
MTCYBP42							
							
							
INPP5J	Inpp5j	ortholog_one2one	82.1074	82.3529	100	100.00	1
SNORD93	Gm50451	ortholog_one2many	85.1351	88.7324		0.00	0
SNORD93	Snord93	ortholog_one2many	86.4865	90.1408		100.00	1
PRSS27	Prss27	ortholog_one2one	76.2069	67.3781	50	98.32	1
ACHE	Ache	ortholog_one2one	88.4365	88.4365	100	100.00	1
CYBB	Cybb	ortholog_one2one	93.1579	93.1579	0	100.00	1
KIR2DS4							
RNA5SP474							
PFDN4	Pfdn4	ortholog_one2one	97.0149	97.0149	100	100.00	1
RPL31P24							
RNU6-818P							
RNU6ATAC31P							
							
							
RNU6-1298P							
MIR4274							
AFAP1-AS1							
KIR3DL2							
AFAP1	Afap1	ortholog_one2one	82.3096	91.6553	75	100.00	1
							
RNF123	Rnf123	ortholog_one2one	93.8356	93.4091	100	100.00	1
LILRA3							
MIR3690							
RNA5SP498							
MOSPD2	Mospd2	ortholog_one2one	89.9614	89.9614	100	100.00	1
							
RN7SL836P							
GIPR	Gipr	ortholog_one2one	79.1845	80.2174	100	100.00	1
CSMD1	Csmd1	ortholog_one2one	93.4905	93.4905	100	100.00	1
							
							
							
LILRA5							
							
							
FAM217B	Fam217b	ortholog_one2one	63.4465	62.7907	100	100.00	1
							
							
ATP6V0A2	Atp6v0a2	ortholog_one2one	91.5888	91.5888	100	100.00	1
							
SNORA3C							
PRSS21	Prss21	ortholog_one2one	65.6051	63.5802	50	30.90	0
PPP1R3D	Ppp1r3d	ortholog_one2one	80.602	86.3799	100	100.00	1
SERBP1P5							
							
							
							
							
							
MICOS10P4							
							
LARP4B	Larp4b	ortholog_one2one	85.6369	36.6802	75	100.00	0
ANXA3	Anxa3	ortholog_one2one	89.7833	89.7833	100	100.00	1
CDH26	Cdh26	ortholog_one2one	60.5769	66.055	75	99.21	1
LILRA3							
CERCAM	Cercam	ortholog_one2one	83.3613	83.7838	100	100.00	1
CUX1	Cux1	ortholog_one2one	89.9003	89.1892	100	100.00	1
							
TPT1P14							
FANCB	Fancb	ortholog_one2one	49.0105	49.3552	100	100.00	0
RNU6-466P							
							
							
							
LILRA4							
MIR211							
TMEM202							
IHH	Ihh	ortholog_one2one	95.1338	95.1338	100	100.00	1
LILRA5							
MIR3131							
							
RN7SL764P							
SLC23A3	Slc23a3	ortholog_one2one	78.1967	78.0687	100	100.00	1
PHB1P20							
							
							
HEXA	Hexa	ortholog_one2one	84.121	84.2803	75	100.00	1
							
LAIR1							
CEP170							
MYADML2	Myadml2	ortholog_one2one	91.5309	91.5309	100	100.00	1
U6							
FCAR							
NOTUM	Notum	ortholog_one2one	90.7258	89.4632	100	100.00	1
BTN3A3							
							
EIF1P4							
MIR646							
MTCO2P1							
MIR4533							
MIR548AG2							
C16orf89	AU021092	ortholog_one2one	68.144	63.8961	100	100.00	1
							
							
RPL27P12							
KCNK15	Kcnk15	ortholog_one2one	74.8485	72.0117	100	100.00	1
							
LILRA4							
